
06-26 14:57:47.425  6126  6149 I Unity   : [STATISTIC]Frame Number;Main Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;NFE Snapshot Tick;NFE Snapshot Size (bits);NFE RTT;NFE Jitter;Multiplay FPS;Multiplay BitRate In;Multiplay BitRate Out;Multiplay RTT (ms);Multiplay PacketLoss;GameServer Opencraft.Terrain.TerrainGenerationSystem;terrainMeshingSys;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
06-26 14:57:47.480  6126  6149 I Unity   : [STATISTIC]299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01452516;
06-26 14:57:47.506  6126  6149 I Unity   : [STATISTIC]300;0;0;742887424;16338944;880894199;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01452516;
06-26 14:57:47.774  6126  6149 I Unity   : [STATISTIC]301;276127864;276127344;745836544;16338944;880894199;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02;
06-26 14:57:47.788  6126  6149 I Unity   : [STATISTIC]302;19776198;19775886;747565056;16338944;880894199;0;0;0;0;0;0;0;0;0;1197;0;0;0;0.01978401;
06-26 14:57:47.796  6126  6149 I Unity   : [STATISTIC]303;6000729;6000365;747565056;16338944;880894199;0;0;0;0;0;0;0;0;0;521;0;0;0;0.006038646;
06-26 14:57:47.816  6126  6149 I Unity   : [STATISTIC]304;7986041;7985677;748085248;16338944;880894199;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007988906;
06-26 14:57:47.829  6126  6149 I Unity   : [STATISTIC]305;19463385;19462708;757420032;16338944;921227511;0;0;0;0;0;0;0;0;0;313;0;0;0;0.01947292;
06-26 14:57:47.843  6126  6149 I Unity   : [STATISTIC]306;15253906;15253490;757432320;16338944;921231607;0;0;0;0;0;0;0;0;0;573;0;0;0;0.01525057;
06-26 14:57:47.857  6126  6149 I Unity   : [STATISTIC]307;12084948;12084479;755539968;16338944;918731671;0;0;0;0;0;0;0;0;0;833;0;0;0;0.01211458;
06-26 14:57:47.871  6126  6149 I Unity   : [STATISTIC]308;13438021;13437656;756363264;16338944;919004439;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01344557;
06-26 14:57:47.885  6126  6149 I Unity   : [STATISTIC]309;14490000;14489531;756363264;16338944;919031063;0;0;0;0;0;0;0;0;0;833;0;0;0;0.0145025;
06-26 14:57:47.901  6126  6149 I Unity   : [STATISTIC]310;14340729;14340313;756707328;16338944;919031063;0;0;0;0;0;0;0;0;0;625;0;0;0;0.01434995;
06-26 14:57:47.912  6126  6149 I Unity   : [STATISTIC]311;15379427;15379115;758202368;16338944;919031063;0;0;0;0;0;0;0;0;0;521;0;0;0;0.01538588;
06-26 14:57:47.926  6126  6149 I Unity   : [STATISTIC]312;11306354;11305989;758202368;16338944;919031063;0;0;0;0;0;0;0;0;0;469;0;0;0;0.01131745;
06-26 14:57:47.940  6126  6149 I Unity   : [STATISTIC]313;15501667;15500885;759070720;16338944;919031063;0;0;0;0;0;0;0;0;0;677;0;0;0;0.01544318;
06-26 14:57:47.953  6126  6149 I Unity   : [STATISTIC]314;13784948;13784219;759312384;16338944;919039255;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01387458;
06-26 14:57:47.967  6126  6149 I Unity   : [STATISTIC]315;22035521;22034843;760188928;16338944;919039255;0;0;0;0;0;0;0;0;0;2822812;0;0;27;0.02208167;
06-26 14:57:47.981  6126  6149 I Unity   : [STATISTIC]316;5299323;5298802;760426496;16338944;919039255;0;0;0;0;0;0;0;0;0;24427;0;0;27;0.005327344;
06-26 14:57:47.996  6126  6149 I Unity   : [STATISTIC]317;12995052;12994584;760426496;16338944;919039255;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01299203;
06-26 14:57:48.009  6126  6149 I Unity   : [STATISTIC]318;16401042;16400677;760426496;16338944;919039255;0;0;0;0;0;0;0;0;0;14323;0;0;27;0.0164237;
06-26 14:57:48.023  6126  6149 I Unity   : [STATISTIC]319;11365521;11365209;760426496;16338944;919039255;0;0;0;0;0;0;0;0;0;12813;0;0;27;0.01138583;
06-26 14:57:48.037  6126  6149 I Unity   : [STATISTIC]320;13303437;13302760;760651776;16338944;919039255;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01331766;
06-26 14:57:48.050  6126  6149 I Unity   : [STATISTIC]321;16054740;16054375;760651776;16338944;919039255;0;0;0;0;0;0;0;0;0;14791;0;0;27;0.01606068;
06-26 14:57:48.065  6126  6149 I Unity   : [STATISTIC]322;12579375;12578645;760651776;16338944;919039255;0;0;0;0;0;0;0;0;0;9583;0;0;27;0.01265516;
06-26 14:57:48.079  6126  6149 I Unity   : [STATISTIC]323;13695937;13695260;760651776;16338944;919039255;0;0;0;0;0;0;0;0;0;9792;0;0;27;0.01375094;
06-26 14:57:48.093  6126  6149 I Unity   : [STATISTIC]324;15507344;15507031;760897536;16338944;919039255;0;0;0;0;0;0;0;0;0;13073;0;0;27;0.01551672;
06-26 14:57:48.105  6126  6149 I Unity   : [STATISTIC]325;14463698;14462969;760897536;16338944;919039255;0;0;0;0;0;0;0;0;0;15886;0;0;27;0.01446391;
06-26 14:57:48.121  6126  6149 I Unity   : [STATISTIC]326;10349792;10349375;760897536;16338944;919039255;0;0;0;0;0;0;0;0;0;9010;0;0;27;0.0103725;
06-26 14:57:48.135  6126  6149 I Unity   : [STATISTIC]327;15205156;15204583;760897536;16338944;919039255;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01518771;
06-26 14:57:48.148  6126  6149 I Unity   : [STATISTIC]328;16846198;16845886;760897536;16338944;919039255;0;0;0;0;0;0;0;0;0;15156;0;0;27;0.01687844;
06-26 14:57:48.161  6126  6149 I Unity   : [STATISTIC]329;11949114;11948698;761151488;16338944;919039255;0;0;0;0;0;0;0;0;0;14948;0;0;27;0.0119551;
06-26 14:57:48.176  6126  6149 I Unity   : [STATISTIC]330;11981667;11981250;761151488;16338944;919039255;0;0;0;0;0;0;0;0;0;8750;0;0;27;0.01198875;
06-26 14:57:48.190  6126  6149 I Unity   : [STATISTIC]331;15081146;15080468;761151488;16338944;919039255;0;0;0;0;0;0;0;0;0;9948;0;0;27;0.01511646;
06-26 14:57:48.205  6126  6149 I Unity   : [STATISTIC]332;13291822;13291302;761151488;16338944;919039255;0;0;0;0;0;0;0;0;0;0;0;0;27;0.013275;
06-26 14:57:48.223  6126  6149 I Unity   : [STATISTIC]333;17279688;17279271;761384960;16338944;919039255;0;0;0;0;0;0;0;0;0;12761;0;0;27;0.01731094;
06-26 14:57:48.238  6126  6149 I Unity   : [STATISTIC]334;16849792;16849427;761384960;16338944;919039255;0;0;0;0;0;0;0;0;0;12760;0;0;27;0.01687568;
06-26 14:57:48.252  6126  6149 I Unity   : [STATISTIC]335;15518281;15517760;761389056;16338944;919039255;0;0;0;0;0;0;0;0;0;14167;0;0;27;0.01552141;
06-26 14:57:48.266  6126  6149 I Unity   : [STATISTIC]336;14799531;14799219;761389056;16338944;919039255;0;0;0;0;0;0;0;0;0;14791;0;0;27;0.01481479;
06-26 14:57:48.281  6126  6149 I Unity   : [STATISTIC]337;13796719;13796250;761389056;16338944;919039255;0;0;0;0;0;0;0;0;0;8177;0;0;27;0.01382281;
06-26 14:57:48.296  6126  6149 I Unity   : [STATISTIC]338;12618854;12618490;761335808;16338944;919039255;0;0;0;0;0;0;0;0;0;11407;0;0;27;0.01262719;
06-26 14:57:48.310  6126  6149 I Unity   : [STATISTIC]339;16335729;16335261;761335808;16338944;919039255;0;0;0;0;0;0;0;0;0;11458;0;0;27;0.01634365;
06-26 14:57:48.323  6126  6149 I Unity   : [STATISTIC]340;13753750;13753281;761335808;16338944;919039255;0;0;0;0;0;0;0;0;0;12136;0;0;27;0.01375495;
06-26 14:57:48.336  6126  6149 I Unity   : [STATISTIC]341;11006458;11006146;761335808;16338944;919039255;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01103995;
06-26 14:57:48.351  6126  6149 I Unity   : [STATISTIC]342;15479635;15479323;761335808;16338944;919039255;0;0;0;0;0;0;0;0;0;12083;0;0;27;0.01548641;
06-26 14:57:48.365  6126  6149 I Unity   : [STATISTIC]343;13649219;13648697;761581568;16338944;919039255;0;0;0;0;0;0;0;0;0;11041;0;0;27;0.01366099;
06-26 14:57:48.379  6126  6149 I Unity   : [STATISTIC]344;14193750;14193385;761581568;16338944;919039255;0;0;0;0;0;0;0;0;0;9531;0;0;27;0.01420453;
06-26 14:57:48.392  6126  6149 I Unity   : [STATISTIC]345;15749896;15749375;761581568;16338944;919039255;0;0;0;0;0;0;0;0;0;13750;0;0;27;0.01574573;
06-26 14:57:48.407  6126  6149 I Unity   : [STATISTIC]346;11175781;11175208;761581568;16338944;919039255;0;0;0;0;0;0;0;0;0;14636;0;0;27;0.0112024;
06-26 14:57:48.422  6126  6149 I Unity   : [STATISTIC]347;13163229;13162761;761581568;16338944;919039255;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01322057;
06-26 14:57:48.436  6126  6149 I Unity   : [STATISTIC]348;17291198;17290834;761819136;16338944;919039255;0;0;0;0;0;0;0;0;0;10677;0;0;27;0.01729484;
06-26 14:57:48.450  6126  6149 I Unity   : [STATISTIC]349;14218750;14218333;761819136;16338944;919039255;0;0;0;0;0;0;0;0;0;10104;0;0;27;0.01423292;
06-26 14:57:48.463  6126  6149 I Unity   : [STATISTIC]350;15309480;15308750;761819136;16338944;919039255;0;0;0;0;0;0;0;0;0;11250;0;0;27;0.01531234;
06-26 14:57:48.478  6126  6149 I Unity   : [STATISTIC]351;10630729;10630365;761819136;16338944;919039255;0;0;0;0;0;0;0;0;0;8907;0;0;27;0.01066802;
06-26 14:57:48.492  6126  6149 I Unity   : [STATISTIC]352;16061510;16061146;762068992;16338944;919039255;0;0;0;0;0;0;0;0;0;10677;0;0;27;0.01606583;
06-26 14:57:48.505  6126  6149 I Unity   : [STATISTIC]353;14527760;14527188;762068992;16338944;919039363;0;0;0;0;0;0;0;0;0;14427;0;0;27;0.01452438;
06-26 14:57:48.518  6126  6149 I Unity   : [STATISTIC]354;10089219;10088541;762068992;16338944;919039363;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01013797;
06-26 14:57:48.534  6126  6149 I Unity   : [STATISTIC]355;14535104;14534688;762068992;16338944;919039363;0;0;0;0;0;0;0;0;0;8334;0;0;27;0.01454526;
06-26 14:57:48.547  6126  6149 I Unity   : [STATISTIC]356;17928178;17927239;762208256;16338944;919039363;0;0;0;0;0;0;0;0;0;14011;0;0;27;0.01781729;
06-26 14:57:48.560  6126  6149 I Unity   : [STATISTIC]357;12539375;12538750;762208256;16338944;919039363;0;0;0;0;0;0;0;0;0;11614;0;0;27;0.01268219;
06-26 14:57:48.617  6126  6149 I Unity   : [STATISTIC]358;12671458;12671042;762208256;16338944;919039471;0;0;0;0;0;0;0;0;0;9323;0;0;27;0.01268193;
06-26 14:57:48.644  6126  6149 I Unity   : [STATISTIC]359;71656354;71656042;752087040;16338944;920229167;0;0;0;0;0;0;0;0;0;10886;0;0;27;0.0716648;
06-26 14:57:48.661  6126  6149 I Unity   : [STATISTIC]360;23666875;23666563;753688576;16338944;1348113711;0;0;0;0;0;0;0;0;0;1539114;0;0;27;0.02368417;
06-26 14:57:48.670  6126  6149 I Unity   : [STATISTIC]361;8980886;8980469;755036160;16338944;1348113711;0;0;0;0;0;0;0;0;0;594271;0;0;27;0.008970468;
06-26 14:57:48.679  6126  6149 I Unity   : [STATISTIC]362;8455000;8454479;755785728;16338944;1348113711;0;0;0;0;0;0;0;0;0;700677;0;0;27;0.008487292;
06-26 14:57:48.686  6126  6149 I Unity   : [STATISTIC]363;5988229;5987761;755929088;16338944;1348113711;0;0;0;0;0;0;0;0;0;0;0;0;27;0.006004219;
06-26 14:57:48.700  6126  6149 I Unity   : [STATISTIC]364;8292864;8292291;756703232;16338944;1348113711;0;0;0;0;0;0;0;0;0;541667;0;0;27;0.008299114;
06-26 14:57:48.714  6126  6149 I Unity   : [STATISTIC]365;16913386;16913020;756703232;16338944;1348113711;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01691089;
06-26 14:57:48.873  6126  6149 I Unity   : [STATISTIC]366;160179271;160178802;788066304;16338944;1358636431;0;0;0;0;0;0;0;0;0;617864;0;0;27;0.1602051;
06-26 14:57:48.892  6126  6149 I Unity   : [STATISTIC]367;21874739;21874375;794652672;16338944;1385932271;0;0;0;0;0;0;0;0;0;2640364;0;0;27;0.02188219;
06-26 14:57:48.910  6126  6149 I Unity   : [STATISTIC]368;18411927;18411458;801095680;16338944;1396442639;0;0;0;0;0;0;0;0;0;592761;402813;0;27;0.01842255;
06-26 14:57:48.921  6126  6149 I Unity   : [STATISTIC]369;10908438;10907969;806465536;16338944;1400641071;0;0;0;0;0;0;0;0;0;616094;0;0;27;0.01091969;
06-26 14:57:48.931  6126  6149 I Unity   : [STATISTIC]370;10278177;10277864;811630592;16338944;1404835375;0;0;0;0;0;0;0;0;0;586562;0;0;27;0.01028922;
06-26 14:57:48.945  6126  6149 I Unity   : [STATISTIC]371;6941562;6941198;812163072;16338944;1404835375;0;0;0;0;0;0;0;0;0;0;0;0;27;0.006951041;
06-26 14:57:48.962  6126  6149 I Unity   : [STATISTIC]372;15657552;15657188;812736512;16338944;1421612591;0;0;0;0;0;0;0;0;0;526094;0;0;27;0.01566609;
06-26 14:57:48.975  6126  6149 I Unity   : [STATISTIC]373;19029167;19028802;812892160;16338944;1421612591;0;0;0;0;0;0;0;0;0;40208;0;0;27;0.01904109;
06-26 14:57:48.994  6126  6149 I Unity   : [STATISTIC]374;21254583;21254115;815296512;16338944;1421506191;0;0;0;0;0;0;0;0;0;20573;98489;0;27;0.02126193;
06-26 14:57:49.005  6126  6149 I Unity   : [STATISTIC]375;10884115;10883750;820080640;16338944;1438349811;0;0;0;0;0;0;0;0;0;17031;201042;0;27;0.01089365;
06-26 14:57:49.014  6126  6149 I Unity   : [STATISTIC]376;7761302;7760886;820228096;16338944;1438349811;0;0;0;0;0;0;0;0;0;16146;0;0;27;0.007770989;
06-26 14:57:49.031  6126  6149 I Unity   : [STATISTIC]377;7090469;7090104;820367360;16338944;1438349811;0;0;0;0;0;0;0;0;0;0;0;0;27;0.007098854;
06-26 14:57:49.047  6126  6149 I Unity   : [STATISTIC]378;19618958;19618646;820367360;16338944;1438349811;0;0;0;0;0;0;0;0;0;27656;0;0;27;0.01962594;
06-26 14:57:49.059  6126  6149 I Unity   : [STATISTIC]379;16771823;16771459;822738944;16338944;1438358003;0;0;0;0;0;0;0;0;0;16146;119011;0;27;0.01678115;
06-26 14:57:49.071  6126  6149 I Unity   : [STATISTIC]380;12706770;12706458;825368576;16338944;1455155795;0;0;0;0;0;0;0;0;0;17500;165521;0;27;0.01271422;
06-26 14:57:49.084  6126  6149 I Unity   : [STATISTIC]381;12502032;12501719;827711488;16338944;1455201875;0;0;0;0;0;0;0;0;0;16250;189896;0;27;0.01251104;
06-26 14:57:49.097  6126  6149 I Unity   : [STATISTIC]382;11606406;11606094;830214144;16338944;1455247323;0;0;0;0;0;0;0;0;0;0;218229;0;27;0.01161703;
06-26 14:57:49.112  6126  6149 I Unity   : [STATISTIC]383;14328333;14327656;832548864;16338944;1455296407;0;0;0;0;0;0;0;0;0;17083;238230;0;27;0.01433672;
06-26 14:57:49.125  6126  6149 I Unity   : [STATISTIC]384;14599323;14598906;834977792;16338944;1455313027;0;0;0;0;0;0;0;0;0;15625;373125;0;27;0.0146113;
06-26 14:57:49.138  6126  6149 I Unity   : [STATISTIC]385;11894739;11894427;835309568;16338944;1455321571;0;0;0;0;0;0;0;0;0;20781;0;0;27;0.01190849;
06-26 14:57:49.152  6126  6149 I Unity   : [STATISTIC]386;16481823;16481459;837398528;16338944;1472115555;0;0;0;0;0;0;0;0;0;18438;111667;0;27;0.01649589;
06-26 14:57:49.164  6126  6149 I Unity   : [STATISTIC]387;13116511;13116198;839487488;16338944;1488924283;0;0;0;0;0;0;0;0;0;29948;185833;0;27;0.01312563;
06-26 14:57:49.179  6126  6149 I Unity   : [STATISTIC]388;9842031;9841615;837242880;16338944;1488961347;0;0;0;0;0;0;0;0;0;0;190834;0;27;0.009854115;
06-26 14:57:49.195  6126  6149 I Unity   : [STATISTIC]389;18778802;18778489;839950336;16338944;1489023279;0;0;0;0;0;0;0;0;0;68489;222343;0;27;0.01878786;
06-26 14:57:49.206  6126  6149 I Unity   : [STATISTIC]390;13784219;13783750;842682368;16338944;1489063947;0;0;0;0;0;0;0;0;0;40365;286094;0;27;0.01379302;
06-26 14:57:49.220  6126  6149 I Unity   : [STATISTIC]391;10080573;10080209;845217792;16338944;1505905635;0;0;0;0;0;0;0;0;0;26979;420000;0;27;0.01006406;
06-26 14:57:49.235  6126  6149 I Unity   : [STATISTIC]392;13666563;13666198;845361152;16338944;1505914403;0;0;0;0;0;0;0;0;0;21302;0;0;27;0.01370276;
06-26 14:57:49.249  6126  6149 I Unity   : [STATISTIC]393;14844166;14843802;847618048;16338944;1505931395;0;0;0;0;0;0;0;0;0;0;244531;0;27;0.01485349;
06-26 14:57:49.262  6126  6149 I Unity   : [STATISTIC]394;15580989;15580573;849928192;16338944;1505948451;0;0;0;0;0;0;0;0;0;16875;325886;0;27;0.01558865;
06-26 14:57:49.275  6126  6149 I Unity   : [STATISTIC]395;10698541;10698229;850079744;16338944;1505957347;0;0;0;0;0;0;0;0;0;18959;0;0;27;0.01071213;
06-26 14:57:49.291  6126  6149 I Unity   : [STATISTIC]396;13711771;13711146;850485248;16338944;1505957347;0;0;0;0;0;0;0;0;0;21094;0;0;27;0.0137237;
06-26 14:57:49.305  6126  6149 I Unity   : [STATISTIC]397;18066354;18066041;850485248;16338944;1505957347;0;0;0;0;0;0;0;0;0;61459;0;0;27;0.01807682;
06-26 14:57:49.316  6126  6149 I Unity   : [STATISTIC]398;12360990;12360260;852836352;16338944;1505957347;0;0;0;0;0;0;0;0;0;66094;208750;0;27;0.01237005;
06-26 14:57:49.331  6126  6149 I Unity   : [STATISTIC]399;10675677;10675104;853082112;16338944;1505957347;0;0;0;0;0;0;0;0;0;28594;0;0;27;0.01068995;
06-26 14:57:49.348  6126  6149 I Unity   : [STATISTIC]400;14125677;14125260;855302144;16338944;1505965539;0;0;0;0;0;0;0;0;0;0;282291;0;27;0.01413339;
06-26 14:57:49.364  6126  6149 I Unity   : [STATISTIC]401;16602031;16601667;855302144;16338944;1505965539;0;0;0;0;0;0;0;0;0;41718;0;0;27;0.01661182;
06-26 14:57:49.378  6126  6149 I Unity   : [STATISTIC]402;14836354;14835990;855302144;16338944;1505965539;0;0;0;0;0;0;0;0;0;20886;0;0;27;0.01485047;
06-26 14:57:49.393  6126  6149 I Unity   : [STATISTIC]403;17382239;17381875;857468928;16338944;1505986435;0;0;0;0;0;0;0;0;0;21614;201667;0;27;0.01739229;
06-26 14:57:49.405  6126  6149 I Unity   : [STATISTIC]404;13467187;13466875;857636864;16338944;1505990947;0;0;0;0;0;0;0;0;0;23698;0;0;27;0.01347474;
06-26 14:57:49.418  6126  6149 I Unity   : [STATISTIC]405;11307448;11307084;858030080;16338944;1539549827;0;0;0;0;0;0;0;0;0;43334;0;0;27;0.01132042;
06-26 14:57:49.432  6126  6149 I Unity   : [STATISTIC]406;11140573;11140208;858030080;16338944;1539549827;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01115172;
06-26 14:57:49.450  6126  6149 I Unity   : [STATISTIC]407;15649166;15648854;857845760;16338944;1539549827;0;0;0;0;0;0;0;0;0;15677;0;0;27;0.01565844;
06-26 14:57:49.464  6126  6149 I Unity   : [STATISTIC]408;21787343;21786979;860041216;16338944;1539566211;0;0;0;0;0;0;0;0;0;14427;260729;0;27;0.02182781;
06-26 14:57:49.476  6126  6149 I Unity   : [STATISTIC]409;12032605;12032239;864174080;16338944;1556384803;0;0;0;0;0;0;0;0;0;13021;136250;0;27;0.01203911;
06-26 14:57:49.490  6126  6149 I Unity   : [STATISTIC]410;9612448;9612032;864174080;16338944;1556389379;0;0;0;0;0;0;0;0;0;14792;0;0;27;0.009632188;
06-26 14:57:49.505  6126  6149 I Unity   : [STATISTIC]411;18535417;18535052;864768000;16338944;1573166595;0;0;0;0;0;0;0;0;0;14531;202708;0;27;0.01854667;
06-26 14:57:49.518  6126  6149 I Unity   : [STATISTIC]412;12458907;12458281;867045376;16338944;1573166595;0;0;0;0;0;0;0;0;0;15469;258489;0;27;0.01246635;
06-26 14:57:49.533  6126  6149 I Unity   : [STATISTIC]413;10661719;10661354;869171200;16338944;1573179395;0;0;0;0;0;0;0;0;0;0;273698;0;27;0.01067151;
06-26 14:57:49.548  6126  6149 I Unity   : [STATISTIC]414;18593750;18593386;869171200;16338944;1573137699;0;0;0;0;0;0;0;0;0;27969;0;0;27;0.01860297;
06-26 14:57:49.561  6126  6149 I Unity   : [STATISTIC]415;12283750;12283333;869404672;16338944;1573137699;0;0;0;0;0;0;0;0;0;20781;0;0;27;0.01229401;
06-26 14:57:49.576  6126  6149 I Unity   : [STATISTIC]416;13660208;13659687;871645184;16338944;1573166915;0;0;0;0;0;0;0;0;0;14948;121511;0;27;0.0136725;
06-26 14:57:49.589  6126  6149 I Unity   : [STATISTIC]417;14530364;14529844;873992192;16338944;1589948771;0;0;0;0;0;0;0;0;0;14844;181406;0;27;0.01453891;
06-26 14:57:49.603  6126  6149 I Unity   : [STATISTIC]418;14030833;14030260;876470272;16338944;1606785219;0;0;0;0;0;0;0;0;0;15260;210989;0;27;0.01403937;
06-26 14:57:49.617  6126  6149 I Unity   : [STATISTIC]419;15331667;15331146;878501888;16338944;1606732683;0;0;0;0;0;0;0;0;0;23489;140000;0;27;0.01534979;
06-26 14:57:49.630  6126  6149 I Unity   : [STATISTIC]420;9715782;9715312;878804992;16338944;1606732683;0;0;0;0;0;0;0;0;0;0;0;0;27;0.009726562;
06-26 14:57:49.646  6126  6149 I Unity   : [STATISTIC]421;15681771;15681354;881012736;16338944;1606761963;0;0;0;0;0;0;0;0;0;14896;216406;0;27;0.01569151;
06-26 14:57:49.659  6126  6149 I Unity   : [STATISTIC]422;16128698;16128281;883306496;16338944;1606787415;0;0;0;0;0;0;0;0;0;13750;258959;0;27;0.01613833;
06-26 14:57:49.673  6126  6149 I Unity   : [STATISTIC]423;12660625;12660000;885526528;16338944;1623572823;0;0;0;0;0;0;0;0;0;17865;134167;0;27;0.01266792;
06-26 14:57:49.687  6126  6149 I Unity   : [STATISTIC]424;14072136;14071614;887578624;16338944;1623542359;0;0;0;0;0;0;0;0;0;14792;202292;0;27;0.01408865;
06-26 14:57:49.701  6126  6149 I Unity   : [STATISTIC]425;14167864;14167396;890134528;16338944;1623575127;0;0;0;0;0;0;0;0;0;16198;132657;0;27;0.01417792;
06-26 14:57:49.715  6126  6149 I Unity   : [STATISTIC]426;10831146;10830729;890134528;16338944;1623575127;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01084188;
06-26 14:57:49.730  6126  6149 I Unity   : [STATISTIC]427;17881302;17880886;890286080;16338944;1623575127;0;0;0;0;0;0;0;0;0;37864;0;0;27;0.01788995;
06-26 14:57:49.742  6126  6149 I Unity   : [STATISTIC]428;14955520;14955052;892682240;16338944;1623575127;0;0;0;0;0;0;0;0;0;14427;242865;0;27;0.01496453;
06-26 14:57:49.755  6126  6149 I Unity   : [STATISTIC]429;11069844;11069479;894832640;16338944;1640352343;0;0;0;0;0;0;0;0;0;14219;127031;0;27;0.01108073;
06-26 14:57:49.770  6126  6149 I Unity   : [STATISTIC]430;13457083;13456719;897318912;16338944;1640373427;0;0;0;0;0;0;0;0;0;15937;201875;0;27;0.01346604;
06-26 14:57:49.784  6126  6149 I Unity   : [STATISTIC]431;14410156;14409843;899633152;16338944;1657158835;0;0;0;0;0;0;0;0;0;0;281614;0;27;0.01441755;
06-26 14:57:49.799  6126  6149 I Unity   : [STATISTIC]432;13730261;13729895;901554176;16338944;1657202711;0;0;0;0;0;0;0;0;0;14531;260989;0;27;0.0137426;
06-26 14:57:49.812  6126  6149 I Unity   : [STATISTIC]433;13602031;13601511;901804032;16338944;1657202711;0;0;0;0;0;0;0;0;0;16823;0;0;27;0.01361641;
06-26 14:57:49.827  6126  6149 I Unity   : [STATISTIC]434;15970990;15970625;903974912;16338944;1657244111;0;0;0;0;0;0;0;0;0;22031;306093;0;27;0.01597615;
06-26 14:57:49.840  6126  6149 I Unity   : [STATISTIC]435;14290208;14289844;906268672;16338944;1657244111;0;0;0;0;0;0;0;0;0;17657;542500;0;27;0.01430854;
06-26 14:57:49.854  6126  6149 I Unity   : [STATISTIC]436;13414531;13414167;908550144;16338944;1657288099;0;0;0;0;0;0;0;0;0;14167;328437;0;27;0.0134237;
06-26 14:57:49.868  6126  6149 I Unity   : [STATISTIC]437;11798334;11797916;908550144;16338944;1657288099;0;0;0;0;0;0;0;0;0;15208;0;0;27;0.0118074;
06-26 14:57:49.883  6126  6149 I Unity   : [STATISTIC]438;15762552;15762032;908550144;16338944;1657288099;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01577365;
06-26 14:57:49.897  6126  6149 I Unity   : [STATISTIC]439;14723803;14723437;910725120;16338944;1674093667;0;0;0;0;0;0;0;0;0;16354;288020;0;27;0.01473193;
06-26 14:57:49.910  6126  6149 I Unity   : [STATISTIC]440;12272761;12272240;910905344;16338944;1674093667;0;0;0;0;0;0;0;0;0;14271;0;0;27;0.01228213;
06-26 14:57:49.926  6126  6149 I Unity   : [STATISTIC]441;15417239;15416719;913260544;16338944;1674101859;0;0;0;0;0;0;0;0;0;13958;233073;0;27;0.01542932;
06-26 14:57:49.940  6126  6149 I Unity   : [STATISTIC]442;15740417;15740052;915476480;16338944;1690895459;0;0;0;0;0;0;0;0;0;14011;234271;0;27;0.01575099;
06-26 14:57:49.952  6126  6149 I Unity   : [STATISTIC]443;14392500;14370990;917811200;16338944;1690924803;0;0;0;0;0;0;0;0;0;17240;336354;0;27;0.01440297;
06-26 14:57:49.967  6126  6149 I Unity   : [STATISTIC]444;11519010;11518698;920068096;16338944;1690891163;0;0;0;0;0;0;0;0;0;15000;374010;0;27;0.0115274;
06-26 14:57:49.981  6126  6149 I Unity   : [STATISTIC]445;13033489;13033177;922206208;16338944;1690950243;0;0;0;0;0;0;0;0;0;0;476146;0;27;0.0130424;
06-26 14:57:49.995  6126  6149 I Unity   : [STATISTIC]446;13787708;13787291;922472448;16338944;1690950243;0;0;0;0;0;0;0;0;0;15625;0;0;27;0.0137975;
06-26 14:57:50.009  6126  6149 I Unity   : [STATISTIC]447;18248854;18248490;924585984;16338944;1690950243;0;0;0;0;0;0;0;0;0;26719;540625;0;27;0.01825792;
06-26 14:57:50.023  6126  6149 I Unity   : [STATISTIC]448;10904166;10903750;924614656;16338944;1690950243;0;0;0;0;0;0;0;0;0;15208;0;0;27;0.01091151;
06-26 14:57:50.037  6126  6149 I Unity   : [STATISTIC]449;14382969;14382448;924614656;16338944;1707713955;0;0;0;0;0;0;0;0;0;15625;0;0;27;0.01439052;
06-26 14:57:50.050  6126  6149 I Unity   : [STATISTIC]450;14026093;14025729;926961664;16338944;1707722147;0;0;0;0;0;0;0;0;0;15157;226771;0;27;0.01403922;
06-26 14:57:50.064  6126  6149 I Unity   : [STATISTIC]451;12185990;12185625;929271808;16338944;1707738531;0;0;0;0;0;0;0;0;0;0;277500;0;27;0.01219021;
06-26 14:57:50.079  6126  6149 I Unity   : [STATISTIC]452;12453020;12452500;929271808;16338944;1724515747;0;0;0;0;0;0;0;0;0;14479;0;0;27;0.01247552;
06-26 14:57:50.092  6126  6149 I Unity   : [STATISTIC]453;17503073;17502761;931753984;16338944;1724523939;0;0;0;0;0;0;0;0;0;18281;134271;0;27;0.01751797;
