
07-04 11:38:43.535 19328 19350 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;NFE Snapshot Tick;NFE Snapshot Size (bits);NFE RTT;NFE Jitter;Multiplay FPS;Multiplay BitRate In;Multiplay BitRate Out;Multiplay RTT (ms);Multiplay PacketLoss;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameServer Opencraft.Player.PlayerMovementSystem;GameClient Opencraft.Player.PlayerMovementSystem;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-04 11:38:44.099 19328 19350 I Unity   : [STATISTIC]310;17164271;0;17163907;750878720;16392192;918044035;0;0;0;0;0;0;0;0;0;16823;47864;81563;0;0;0;0;27;0.01715354;
07-04 11:38:44.113 19328 19350 I Unity   : [STATISTIC]311;11356302;0;11355885;750878720;16392192;918044035;0;0;0;0;0;0;0;0;0;9583;36094;62865;0;0;0;0;27;0.01138609;
07-04 11:38:44.127 19328 19350 I Unity   : [STATISTIC]312;13591094;0;13590730;750878720;16392192;918044035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01359943;
07-04 11:38:44.141 19328 19350 I Unity   : [STATISTIC]313;15164270;0;15163906;750878720;16392192;918044035;0;0;0;0;0;0;0;0;0;8437;35469;52396;0;0;0;0;27;0.01517562;
07-04 11:38:44.155 19328 19350 I Unity   : [STATISTIC]314;14591145;0;14590833;751128576;16392192;917912963;0;0;0;0;0;0;0;0;0;13541;36667;62344;0;0;0;0;27;0.01459917;
07-04 11:38:44.168 19328 19350 I Unity   : [STATISTIC]315;13677813;0;13677344;751128576;16392192;917912963;0;0;0;0;0;0;0;0;0;11927;40416;77604;0;0;0;0;27;0.01367917;
07-04 11:38:44.181 19328 19350 I Unity   : [STATISTIC]316;11899792;0;11899375;751128576;16392192;917912963;0;0;0;0;0;0;0;0;0;8021;32761;47448;0;0;0;0;27;0.01192635;
07-04 11:38:44.197 19328 19350 I Unity   : [STATISTIC]317;12662969;0;12662604;751128576;16392192;917912963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01266938;
07-04 11:38:44.210 19328 19350 I Unity   : [STATISTIC]318;17313282;0;17312812;751128576;16392192;917912963;0;0;0;0;0;0;0;0;0;11354;44219;67396;0;0;0;0;27;0.01732495;
07-04 11:38:44.223 19328 19350 I Unity   : [STATISTIC]319;13678958;0;13678333;751378432;16392192;917912963;0;0;0;0;0;0;0;0;0;12656;41615;67709;0;0;0;0;27;0.01367578;
07-04 11:38:44.238 19328 19350 I Unity   : [STATISTIC]320;11988906;0;11988386;751378432;16392192;917912963;0;0;0;0;0;0;0;0;0;8437;27812;45625;0;0;0;0;27;0.01201526;
07-04 11:38:44.252 19328 19350 I Unity   : [STATISTIC]321;15572761;0;15572240;751378432;16392192;917912963;0;0;0;0;0;0;0;0;0;13385;40312;66250;0;0;0;0;27;0.01561609;
07-04 11:38:44.266 19328 19350 I Unity   : [STATISTIC]322;12864427;0;12863907;751616000;16392192;917912963;0;0;0;0;0;0;0;0;0;8490;35625;49271;0;0;0;0;27;0.01287448;
07-04 11:38:44.280 19328 19350 I Unity   : [STATISTIC]323;13962187;0;13961458;751616000;16392192;917912963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01396005;
07-04 11:38:44.293 19328 19350 I Unity   : [STATISTIC]324;16095312;0;16094687;751616000;16392192;917912963;0;0;0;0;0;0;0;0;0;11771;40886;77813;0;0;0;0;27;0.0161274;
07-04 11:38:44.308 19328 19350 I Unity   : [STATISTIC]325;10882084;0;10881667;751616000;16392192;917912963;0;0;0;0;0;0;0;0;0;9427;35156;57552;0;0;0;0;27;0.01090609;
07-04 11:38:44.328 19328 19350 I Unity   : [STATISTIC]326;17238385;0;17237813;751616000;16392192;917912963;0;0;0;0;0;0;0;0;0;15521;60886;101979;0;0;0;0;27;0.01725063;
07-04 11:38:44.341 19328 19350 I Unity   : [STATISTIC]327;18678750;0;18678177;751874048;16392192;917912963;0;0;0;0;0;0;0;0;0;12240;36250;77135;0;0;0;0;27;0.01868698;
07-04 11:38:44.357 19328 19350 I Unity   : [STATISTIC]328;12721771;0;12721407;751874048;16392192;917912963;0;0;0;0;0;0;0;0;0;8281;29428;44948;0;0;0;0;27;0.01273286;
07-04 11:38:44.372 19328 19350 I Unity   : [STATISTIC]329;15202083;0;15201719;751874048;16392192;917912963;0;0;0;0;0;0;0;0;0;8958;30989;52032;0;0;0;0;27;0.0152113;
07-04 11:38:44.386 19328 19350 I Unity   : [STATISTIC]330;16152916;0;16152604;751861760;16392192;917912963;0;0;0;0;0;0;0;0;0;8281;32135;51459;0;0;0;0;27;0.01615922;
07-04 11:38:44.399 19328 19350 I Unity   : [STATISTIC]331;13572813;0;13572240;751861760;16392192;917912963;0;0;0;0;0;0;0;0;0;9219;34479;64739;0;0;0;0;27;0.01357135;
07-04 11:38:44.413 19328 19350 I Unity   : [STATISTIC]332;12610105;0;12609739;751861760;16392192;917912963;0;0;0;0;0;0;0;0;0;9584;34011;49740;0;0;0;0;27;0.01264219;
07-04 11:38:44.427 19328 19350 I Unity   : [STATISTIC]333;13807500;0;13806927;751861760;16392192;917912963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.0138199;
07-04 11:38:44.441 19328 19350 I Unity   : [STATISTIC]334;14996771;0;14996198;751861760;16392192;917912963;0;0;0;0;0;0;0;0;0;10313;37709;49584;0;0;0;0;27;0.01501083;
07-04 11:38:44.454 19328 19350 I Unity   : [STATISTIC]335;14377553;0;14376927;751861760;16392192;917912963;0;0;0;0;0;0;0;0;0;16666;44948;78073;0;0;0;0;27;0.01442713;
07-04 11:38:44.469 19328 19350 I Unity   : [STATISTIC]336;11754011;0;11753541;751861760;16392192;917912963;0;0;0;0;0;0;0;0;0;10677;82552;57240;0;0;0;0;27;0.01178724;
07-04 11:38:44.483 19328 19350 I Unity   : [STATISTIC]337;16023802;0;16023021;751861760;16392192;917912963;0;0;0;0;0;0;0;0;0;12761;45625;76250;0;0;0;0;27;0.01603453;
07-04 11:38:44.497 19328 19350 I Unity   : [STATISTIC]338;13858802;0;13858073;752107520;16392192;917912963;0;0;0;0;0;0;0;0;0;11823;44270;73021;0;0;0;0;27;0.01386354;
07-04 11:38:44.511 19328 19350 I Unity   : [STATISTIC]339;12211354;0;12210885;752107520;16392192;917912963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01225469;
07-04 11:38:44.526 19328 19350 I Unity   : [STATISTIC]340;15042708;0;15042344;752107520;16392192;917912963;0;0;0;0;0;0;0;0;0;10260;35833;49114;0;0;0;0;27;0.01505031;
07-04 11:38:44.540 19328 19350 I Unity   : [STATISTIC]341;14920678;0;14920312;752107520;16392192;917912963;0;0;0;0;0;0;0;0;0;8802;37812;50313;0;0;0;0;27;0.01493417;
07-04 11:38:44.553 19328 19350 I Unity   : [STATISTIC]342;14871406;0;14871042;752345088;16392192;917912963;0;0;0;0;0;0;0;0;0;15104;41771;77500;0;0;0;0;27;0.01488313;
07-04 11:38:44.567 19328 19350 I Unity   : [STATISTIC]343;13540000;0;13539479;752345088;16392192;917912963;0;0;0;0;0;0;0;0;0;12240;40364;75781;0;0;0;0;27;0.01354901;
07-04 11:38:44.582 19328 19350 I Unity   : [STATISTIC]344;12265938;0;12265520;752345088;16392192;917912963;0;0;0;0;0;0;0;0;0;8958;34948;65208;0;0;0;0;27;0.01230839;
07-04 11:38:44.596 19328 19350 I Unity   : [STATISTIC]345;13807604;0;13806979;752345088;16392192;917912963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01381531;
07-04 11:38:44.609 19328 19350 I Unity   : [STATISTIC]346;16912188;0;16911666;752345088;16392192;917913071;0;0;0;0;0;0;0;0;0;11666;44480;70052;0;0;0;0;27;0.01692115;
07-04 11:38:44.623 19328 19350 I Unity   : [STATISTIC]347;12143593;0;12143021;752513024;16392192;917913071;0;0;0;0;0;0;0;0;0;8698;53021;72343;0;0;0;0;27;0.0121438;
07-04 11:38:44.638 19328 19350 I Unity   : [STATISTIC]348;12710990;0;12710677;752513024;16392192;917913071;0;0;0;0;0;0;0;0;0;9323;34844;51094;0;0;0;0;27;0.01274083;
07-04 11:38:44.651 19328 19350 I Unity   : [STATISTIC]349;16511198;0;16510625;752513024;16392192;917913071;0;0;0;0;0;0;0;0;0;9635;40208;61146;0;0;0;0;27;0.01652172;
07-04 11:38:44.664 19328 19350 I Unity   : [STATISTIC]350;12662917;0;12662083;752513024;16392192;917913071;0;0;0;0;0;0;0;0;0;11406;44166;53802;0;0;0;0;27;0.01269281;
07-04 11:38:44.722 19328 19350 I Unity   : [STATISTIC]351;12248333;0;12247604;752513024;16392192;917913071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01226432;
07-04 11:38:44.749 19328 19350 I Unity   : [STATISTIC]352;74986145;0;74985312;743260160;16392192;920151343;0;0;0;0;0;0;0;0;0;9271;32135;48385;0;0;0;0;27;0.07499281;
07-04 11:38:44.766 19328 19350 I Unity   : [STATISTIC]353;22644271;0;22643698;745521152;16392192;1348035887;0;0;0;0;0;0;0;0;0;1190156;650521;224271;0;0;0;0;27;0.02265818;
07-04 11:38:44.776 19328 19350 I Unity   : [STATISTIC]354;9640573;0;9640052;746840064;16392192;1348035887;0;0;0;0;0;0;0;0;0;788906;183333;137448;0;0;0;0;27;0.009652968;
07-04 11:38:44.784 19328 19350 I Unity   : [STATISTIC]355;7647032;0;7646458;747593728;16392192;1348035887;0;0;0;0;0;0;0;0;0;543906;136250;123698;0;0;0;0;27;0.007659375;
07-04 11:38:44.790 19328 19350 I Unity   : [STATISTIC]356;6102395;0;6102083;747745280;16392192;1348035887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.006118125;
07-04 11:38:44.804 19328 19350 I Unity   : [STATISTIC]357;5836562;0;5836198;747888640;16392192;1348035887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.00584573;
07-04 11:38:44.819 19328 19350 I Unity   : [STATISTIC]358;16582343;0;16581875;748711936;16392192;1348035887;0;0;0;0;0;0;0;0;0;630052;111667;167240;0;0;0;0;27;0.01658792;
07-04 11:38:44.830 19328 19350 I Unity   : [STATISTIC]359;14726823;0;14726354;749903872;16392192;1348035887;0;0;0;0;0;0;0;0;0;626666;105209;106979;0;0;0;0;27;0.01473646;
07-04 11:38:44.988 19328 19350 I Unity   : [STATISTIC]360;158453542;0;158453020;775942144;16392192;1375335823;0;0;0;0;0;0;0;0;0;530521;105886;129270;0;0;0;0;27;0.1584655;
07-04 11:38:45.013 19328 19350 I Unity   : [STATISTIC]361;27545000;0;27544531;784617472;16392192;1385879055;0;0;0;0;0;0;0;0;0;2271979;579063;450730;514115;0;0;0;27;0.02755495;
07-04 11:38:45.028 19328 19350 I Unity   : [STATISTIC]362;14897031;0;14896511;789307392;16392192;1396368943;0;0;0;0;0;0;0;0;0;1276250;207292;317657;0;0;0;0;27;0.01490781;
07-04 11:38:45.039 19328 19350 I Unity   : [STATISTIC]363;10930469;0;10929895;794951680;16392192;1400563247;0;0;0;0;0;0;0;0;0;638229;107812;126719;0;0;0;0;27;0.01094302;
07-04 11:38:45.048 19328 19350 I Unity   : [STATISTIC]364;8553490;0;8552968;799436800;16392192;1404757551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.008564375;
07-04 11:38:45.065 19328 19350 I Unity   : [STATISTIC]365;10579270;0;10578802;800387072;16392192;1421534767;0;0;0;0;0;0;0;0;0;547344;119687;120260;0;0;0;0;27;0.01058818;
07-04 11:38:45.077 19328 19350 I Unity   : [STATISTIC]366;16567760;0;16567292;801419264;16392192;1421534767;0;0;0;0;0;0;0;0;0;609584;100104;169479;0;0;0;0;27;0.01658016;
07-04 11:38:45.102 19328 19350 I Unity   : [STATISTIC]367;27271302;0;27270990;802508800;16392192;1421534767;0;0;0;0;0;0;0;0;0;702344;101354;144740;0;0;0;0;27;0.02727943;
07-04 11:38:45.114 19328 19350 I Unity   : [STATISTIC]368;12627500;0;12626927;805879808;16392192;1438353039;0;0;0;0;0;0;0;0;0;786406;102136;258385;114010;0;0;0;27;0.01264213;
07-04 11:38:45.128 19328 19350 I Unity   : [STATISTIC]369;10864115;0;10863593;808706048;16392192;1438392099;0;0;0;0;0;0;0;0;0;489114;92656;116979;291823;0;0;0;27;0.01087391;
07-04 11:38:45.146 19328 19350 I Unity   : [STATISTIC]370;11886302;0;11885781;809111552;16392192;1438392099;0;0;0;0;0;0;0;0;0;22604;91875;121042;0;0;0;0;27;0.01189734;
07-04 11:38:45.161 19328 19350 I Unity   : [STATISTIC]371;18422708;0;18422240;809111552;16392192;1438392099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01843271;
07-04 11:38:45.181 19328 19350 I Unity   : [STATISTIC]372;25795833;0;25795313;811704320;16392192;1455181667;0;0;0;0;0;0;0;0;0;45105;135104;167188;115937;0;0;0;27;0.02580604;
07-04 11:38:45.193 19328 19350 I Unity   : [STATISTIC]373;12174739;0;12174219;816394240;16392192;1455239243;0;0;0;0;0;0;0;0;0;31146;215313;175938;197396;0;0;0;27;0.01218443;
07-04 11:38:45.203 19328 19350 I Unity   : [STATISTIC]374;9781979;0;9781458;818917376;16392192;1455288819;0;0;0;0;0;0;0;0;0;17187;114219;69062;162240;0;0;0;27;0.009792865;
07-04 11:38:45.214 19328 19350 I Unity   : [STATISTIC]375;7011615;0;7011146;819085312;16392192;1455288819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.007023542;
07-04 11:38:45.232 19328 19350 I Unity   : [STATISTIC]376;14177083;0;14176511;821411840;16392192;1455326579;0;0;0;0;0;0;0;0;0;15416;127448;66667;213646;0;0;0;27;0.01418521;
07-04 11:38:45.244 19328 19350 I Unity   : [STATISTIC]377;17119896;0;17119323;823500800;16392192;1472136883;0;0;0;0;0;0;0;0;0;16563;98385;79375;124063;0;0;0;27;0.01713412;
07-04 11:38:45.256 19328 19350 I Unity   : [STATISTIC]378;10518958;0;10518490;823996416;16392192;1472145395;0;0;0;0;0;0;0;0;0;18386;106719;75521;0;0;0;0;27;0.01053156;
07-04 11:38:45.272 19328 19350 I Unity   : [STATISTIC]379;11440677;0;11440156;823996416;16392192;1472145395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01145115;
07-04 11:38:45.287 19328 19350 I Unity   : [STATISTIC]380;20770261;0;20769895;826105856;16392192;1472170847;0;0;0;0;0;0;0;0;0;53177;132500;182135;356770;0;0;0;27;0.02078198;
07-04 11:38:45.297 19328 19350 I Unity   : [STATISTIC]381;12889010;0;12888489;828178432;16392192;1488948063;0;0;0;0;0;0;0;0;0;17761;128906;88437;187864;0;0;0;27;0.01289859;
07-04 11:38:45.311 19328 19350 I Unity   : [STATISTIC]382;10385834;0;10385364;825925632;16392192;1488983479;0;0;0;0;0;0;0;0;0;22240;99011;76927;187448;0;0;0;27;0.01039599;
07-04 11:38:45.326 19328 19350 I Unity   : [STATISTIC]383;13321510;0;13320990;828928000;16392192;1505862111;0;0;0;0;0;0;0;0;0;15157;139948;67604;340625;0;0;0;27;0.01333016;
07-04 11:38:45.340 19328 19350 I Unity   : [STATISTIC]384;14552240;0;14551771;831262720;16392192;1505853383;0;0;0;0;0;0;0;0;0;0;0;0;155521;0;0;0;27;0.01456062;
07-04 11:38:45.354 19328 19350 I Unity   : [STATISTIC]385;13936562;0;13936042;833855488;16392192;1505913787;0;0;0;0;0;0;0;0;0;30364;98750;82917;334271;0;0;0;27;0.01394807;
07-04 11:38:45.368 19328 19350 I Unity   : [STATISTIC]386;14521042;0;14520573;836198400;16392192;1505930747;0;0;0;0;0;0;0;0;0;22031;100677;75364;141302;0;0;0;27;0.01453021;
07-04 11:38:45.382 19328 19350 I Unity   : [STATISTIC]387;14417188;0;14416666;838619136;16392192;1505955963;0;0;0;0;0;0;0;0;0;18281;98386;77969;295938;0;0;0;27;0.01442646;
07-04 11:38:45.394 19328 19350 I Unity   : [STATISTIC]388;11081302;0;11080886;838762496;16392192;1505964827;0;0;0;0;0;0;0;0;0;16094;93906;66719;0;0;0;0;27;0.01109057;
07-04 11:38:45.411 19328 19350 I Unity   : [STATISTIC]389;13198385;0;13197604;841134080;16392192;1506010299;0;0;0;0;0;0;0;0;0;0;0;0;303959;0;0;0;27;0.01320677;
07-04 11:38:45.424 19328 19350 I Unity   : [STATISTIC]390;16012188;0;16011666;841134080;16392192;1506014811;0;0;0;0;0;0;0;0;0;18125;97291;77188;0;0;0;0;27;0.01602463;
07-04 11:38:45.439 19328 19350 I Unity   : [STATISTIC]391;13410208;0;13409740;841134080;16392192;1506014811;0;0;0;0;0;0;0;0;0;16198;97448;74323;0;0;0;0;27;0.01341922;
07-04 11:38:45.453 19328 19350 I Unity   : [STATISTIC]392;15411718;0;15411146;841428992;16392192;1506014811;0;0;0;0;0;0;0;0;0;14844;95521;67604;0;0;0;0;27;0.01541922;
07-04 11:38:45.465 19328 19350 I Unity   : [STATISTIC]393;13576562;0;13576094;841687040;16392192;1506014811;0;0;0;0;0;0;0;0;0;18230;104010;85104;0;0;0;0;27;0.01359365;
07-04 11:38:45.480 19328 19350 I Unity   : [STATISTIC]394;12090469;0;12090000;841912320;16392192;1506014811;0;0;0;0;0;0;0;0;0;18282;101146;76770;0;0;0;0;27;0.01209917;
07-04 11:38:45.494 19328 19350 I Unity   : [STATISTIC]395;17681094;0;17680573;841912320;16392192;1506014811;0;0;0;0;0;0;0;0;0;25885;112084;122553;0;0;0;0;27;0.0176925;
07-04 11:38:45.505 19328 19350 I Unity   : [STATISTIC]396;12803333;0;12802865;844025856;16392192;1506014811;0;0;0;0;0;0;0;0;0;17188;96250;77656;177968;0;0;0;27;0.01281172;
07-04 11:38:45.520 19328 19350 I Unity   : [STATISTIC]397;9399791;0;9399323;844025856;16392192;1506014811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.009411094;
07-04 11:38:45.535 19328 19350 I Unity   : [STATISTIC]398;18825989;0;18825521;844161024;16392192;1522792027;0;0;0;0;0;0;0;0;0;50573;131718;310209;0;0;0;0;27;0.01883458;
07-04 11:38:45.546 19328 19350 I Unity   : [STATISTIC]399;11276719;0;11276250;844161024;16392192;1522792027;0;0;0;0;0;0;0;0;0;16407;97865;70885;0;0;0;0;27;0.01128802;
07-04 11:38:45.564 19328 19350 I Unity   : [STATISTIC]400;10379427;0;10378959;844324864;16392192;1539569243;0;0;0;0;0;0;0;0;0;15730;93594;68177;0;0;0;0;27;0.01038865;
07-04 11:38:45.578 19328 19350 I Unity   : [STATISTIC]401;19085313;0;19084739;842760192;16392192;1539569243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01909474;
07-04 11:38:45.595 19328 19350 I Unity   : [STATISTIC]402;14720000;0;14719532;845238272;16392192;1539577435;0;0;0;0;0;0;0;0;0;19114;95573;87395;148438;0;0;0;27;0.0147312;
07-04 11:38:45.608 19328 19350 I Unity   : [STATISTIC]403;17618907;0;17618386;845238272;16392192;1539581883;0;0;0;0;0;0;0;0;0;44115;111875;109896;0;0;0;0;27;0.01762703;
07-04 11:38:45.620 19328 19350 I Unity   : [STATISTIC]404;12473073;0;12472500;847699968;16392192;1556354747;0;0;0;0;0;0;0;0;0;19323;102396;77448;115052;0;0;0;27;0.01248354;
07-04 11:38:45.635 19328 19350 I Unity   : [STATISTIC]405;12504584;0;12504063;849993728;16392192;1556375675;0;0;0;0;0;0;0;0;0;15833;109115;71042;138645;0;0;0;27;0.01251484;
07-04 11:38:45.649 19328 19350 I Unity   : [STATISTIC]406;14198490;0;14198020;852164608;16392192;1556412215;0;0;0;0;0;0;0;0;0;16615;94948;70417;220365;0;0;0;27;0.01420901;
07-04 11:38:45.664 19328 19350 I Unity   : [STATISTIC]407;14724791;0;14724427;854355968;16392192;1573194007;0;0;0;0;0;0;0;0;0;17448;96615;77812;166771;0;0;0;27;0.01473458;
07-04 11:38:45.678 19328 19350 I Unity   : [STATISTIC]408;12482604;0;12482135;854355968;16392192;1573194007;0;0;0;0;0;0;0;0;0;15208;91354;60521;0;0;0;0;27;0.01249354;
07-04 11:38:45.694 19328 19350 I Unity   : [STATISTIC]409;13130365;0;13129948;853823488;16392192;1573185623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01313891;
07-04 11:38:45.709 19328 19350 I Unity   : [STATISTIC]410;17610625;0;17610104;854044672;16392192;1573185623;0;0;0;0;0;0;0;0;0;21302;99740;89218;0;0;0;0;27;0.01762187;
07-04 11:38:45.722 19328 19350 I Unity   : [STATISTIC]411;16141354;0;16140834;856170496;16392192;1573222999;0;0;0;0;0;0;0;0;0;15312;99114;65573;148854;0;0;0;27;0.01615198;
07-04 11:38:45.735 19328 19350 I Unity   : [STATISTIC]412;13299635;0;13299167;858406912;16392192;1573227607;0;0;0;0;0;0;0;0;0;22500;100885;78177;166406;0;0;0;27;0.01331104;
07-04 11:38:45.749 19328 19350 I Unity   : [STATISTIC]413;13735781;0;13735365;860766208;16392192;1590034039;0;0;0;0;0;0;0;0;0;19219;94115;144062;137657;0;0;0;27;0.01374724;
07-04 11:38:45.763 19328 19350 I Unity   : [STATISTIC]414;13506979;0;13506511;863100928;16392192;1606777591;0;0;0;0;0;0;0;0;0;14947;96771;60781;183802;0;0;0;27;0.0135163;
07-04 11:38:45.778 19328 19350 I Unity   : [STATISTIC]415;14355105;0;14354687;865341440;16392192;1606777591;0;0;0;0;0;0;0;0;0;17240;121093;78854;139740;0;0;0;27;0.0143662;
07-04 11:38:45.791 19328 19350 I Unity   : [STATISTIC]416;14473333;0;14472864;867639296;16392192;1606785783;0;0;0;0;0;0;0;0;0;18542;97709;70730;134375;0;0;0;27;0.01448542;
07-04 11:38:45.806 19328 19350 I Unity   : [STATISTIC]417;10453177;0;10452709;867774464;16392192;1606785783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01046292;
07-04 11:38:45.821 19328 19350 I Unity   : [STATISTIC]418;18009479;0;18008958;869883904;16392192;1606821775;0;0;0;0;0;0;0;0;0;23906;102552;81145;407292;0;0;0;27;0.01801802;
07-04 11:38:45.833 19328 19350 I Unity   : [STATISTIC]419;14053073;0;14052604;872120320;16392192;1606789943;0;0;0;0;0;0;0;0;0;15157;93333;62396;384115;0;0;0;27;0.01406844;
07-04 11:38:45.848 19328 19350 I Unity   : [STATISTIC]420;12856563;0;12856041;874422272;16392192;1606831835;0;0;0;0;0;0;0;0;0;21250;100573;70469;443281;0;0;0;27;0.01286713;
07-04 11:38:45.862 19328 19350 I Unity   : [STATISTIC]421;15190521;0;15189844;876748800;16392192;1623634503;0;0;0;0;0;0;0;0;0;26718;100730;99375;438854;0;0;0;27;0.01520005;
07-04 11:38:45.875 19328 19350 I Unity   : [STATISTIC]422;11510052;0;11509479;876990464;16392192;1623634503;0;0;0;0;0;0;0;0;0;18854;96510;65573;0;0;0;0;27;0.01152151;
07-04 11:38:45.890 19328 19350 I Unity   : [STATISTIC]423;11470521;0;11470157;877187072;16392192;1623634503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01148068;
07-04 11:38:45.904 19328 19350 I Unity   : [STATISTIC]424;18271458;0;18270990;879321088;16392192;1623634503;0;0;0;0;0;0;0;0;0;15156;100104;68698;300677;0;0;0;27;0.01828297;
