
06-26 14:43:46.752 20867 20898 I Unity   : [STATISTIC]Frame Number;Main Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;NFE Snapshot Tick;NFE Snapshot Size (bits);NFE RTT;NFE Jitter;Multiplay FPS;Multiplay BitRate In;Multiplay BitRate Out;Multiplay RTT (ms);Multiplay PacketLoss;GameServer Opencraft.Terrain.TerrainGenerationSystem;terrainMeshingSys;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
06-26 14:43:46.802 20867 20898 I Unity   : [STATISTIC]300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01408802;
06-26 14:43:46.827 20867 20898 I Unity   : [STATISTIC]301;0;0;757469184;15986688;880541943;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01408802;
06-26 14:43:47.096 20867 20898 I Unity   : [STATISTIC]302;279911927;279911615;760692736;15986688;880541943;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02;
06-26 14:43:47.109 20867 20898 I Unity   : [STATISTIC]303;17613541;17613073;762281984;15986688;880541943;0;0;0;0;0;0;0;0;0;625;0;0;0;0.0176224;
06-26 14:43:47.118 20867 20898 I Unity   : [STATISTIC]304;5885781;5885417;762281984;15986688;880541943;0;0;0;0;0;0;0;0;0;469;0;0;0;0.005893854;
06-26 14:43:47.136 20867 20898 I Unity   : [STATISTIC]305;8704948;8704375;762806272;15986688;880541943;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008711354;
06-26 14:43:47.150 20867 20898 I Unity   : [STATISTIC]306;17663073;17662708;771936256;15986688;920875255;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01767245;
06-26 14:43:47.162 20867 20898 I Unity   : [STATISTIC]307;16047396;16047032;769961984;15986688;918379415;0;0;0;0;0;0;0;0;0;416;0;0;0;0.01605193;
06-26 14:43:47.178 20867 20898 I Unity   : [STATISTIC]308;9928906;9928437;770801664;15986688;918652183;0;0;0;0;0;0;0;0;0;364;0;0;0;0.009956771;
06-26 14:43:47.192 20867 20898 I Unity   : [STATISTIC]309;15968021;15967500;770801664;15986688;918678807;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01597;
06-26 14:43:47.206 20867 20898 I Unity   : [STATISTIC]310;14030052;14029687;771428352;15986688;918678807;0;0;0;0;0;0;0;0;0;677;0;0;0;0.01405609;
06-26 14:43:47.220 20867 20898 I Unity   : [STATISTIC]311;14577031;14576719;772845568;15986688;918678807;0;0;0;0;0;0;0;0;0;417;0;0;0;0.01458328;
06-26 14:43:47.234 20867 20898 I Unity   : [STATISTIC]312;13855313;13855000;773570560;15986688;918678807;0;0;0;0;0;0;0;0;0;364;0;0;0;0.01386234;
06-26 14:43:47.248 20867 20898 I Unity   : [STATISTIC]313;23719740;23719427;774565888;15986688;918686999;0;0;0;0;0;0;0;0;0;1899115;0;0;27;0.02372906;
06-26 14:43:47.262 20867 20898 I Unity   : [STATISTIC]314;4665990;4665573;774778880;15986688;918687107;0;0;0;0;0;0;0;0;0;12292;0;0;27;0.004672552;
06-26 14:43:47.275 20867 20898 I Unity   : [STATISTIC]315;13746094;13745521;774778880;15986688;918687215;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01374682;
06-26 14:43:47.289 20867 20898 I Unity   : [STATISTIC]316;13090000;13089739;775077888;15986688;918687215;0;0;0;0;0;0;0;0;0;16198;0;0;27;0.01312734;
06-26 14:43:47.303 20867 20898 I Unity   : [STATISTIC]317;13331979;13331406;775077888;15986688;918687215;0;0;0;0;0;0;0;0;0;9011;0;0;27;0.01334219;
06-26 14:43:47.316 20867 20898 I Unity   : [STATISTIC]318;16233750;16233386;775077888;15986688;918687215;0;0;0;0;0;0;0;0;0;12031;0;0;27;0.01624333;
06-26 14:43:47.329 20867 20898 I Unity   : [STATISTIC]319;12031927;12031615;773840896;15986688;917638639;0;0;0;0;0;0;0;0;0;10104;0;0;27;0.01203453;
06-26 14:43:47.344 20867 20898 I Unity   : [STATISTIC]320;11512136;11511718;773840896;15986688;917638639;0;0;0;0;0;0;0;0;0;0;0;0;27;0.0115299;
06-26 14:43:47.357 20867 20898 I Unity   : [STATISTIC]321;16695677;16695208;774082560;15986688;917638639;0;0;0;0;0;0;0;0;0;17188;0;0;27;0.01671698;
06-26 14:43:47.372 20867 20898 I Unity   : [STATISTIC]322;12154115;12153802;774082560;15986688;917638639;0;0;0;0;0;0;0;0;0;9271;0;0;27;0.01216156;
06-26 14:43:47.385 20867 20898 I Unity   : [STATISTIC]323;16054375;16053802;774082560;15986688;917638639;0;0;0;0;0;0;0;0;0;12240;0;0;27;0.01606151;
06-26 14:43:47.400 20867 20898 I Unity   : [STATISTIC]324;11280990;11280677;774082560;15986688;917638639;0;0;0;0;0;0;0;0;0;9583;0;0;27;0.01131052;
06-26 14:43:47.414 20867 20898 I Unity   : [STATISTIC]325;14959479;14959010;774082560;15986688;917638639;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01496354;
06-26 14:43:47.427 20867 20898 I Unity   : [STATISTIC]326;15727760;15727396;774332416;15986688;917638639;0;0;0;0;0;0;0;0;0;12917;0;0;27;0.01574792;
06-26 14:43:47.442 20867 20898 I Unity   : [STATISTIC]327;11870104;11869792;774332416;15986688;917638639;0;0;0;0;0;0;0;0;0;8021;0;0;27;0.01188688;
06-26 14:43:47.455 20867 20898 I Unity   : [STATISTIC]328;14824323;14823802;774332416;15986688;917638639;0;0;0;0;0;0;0;0;0;7500;0;0;27;0.01482714;
06-26 14:43:47.469 20867 20898 I Unity   : [STATISTIC]329;14371615;14370833;774582272;15986688;917638639;0;0;0;0;0;0;0;0;0;11771;0;0;27;0.01437552;
06-26 14:43:47.482 20867 20898 I Unity   : [STATISTIC]330;13183229;13182709;774582272;15986688;917638639;0;0;0;0;0;0;0;0;0;11979;0;0;27;0.01322135;
