
07-04 11:47:45.670 29933 29959 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;NFE Snapshot Tick;NFE Snapshot Size (bits);NFE RTT;NFE Jitter;Multiplay FPS;Multiplay BitRate In;Multiplay BitRate Out;Multiplay RTT (ms);Multiplay PacketLoss;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameServer Opencraft.Player.PlayerMovementSystem;GameClient Opencraft.Player.PlayerMovementSystem;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-04 11:47:47.443 29933 29959 I Unity   : [STATISTIC]376;15441406;0;15440885;815890432;16216064;1417926475;0;0;0;0;0;0;0;0;0;531928;416615;163490;0;0;0;0;27;0.01545156;
07-04 11:47:47.455 29933 29959 I Unity   : [STATISTIC]377;10581615;0;10581145;816799744;16216064;1417926475;0;0;0;0;0;0;0;0;0;601979;378125;180729;0;0;0;0;27;0.0105938;
07-04 11:47:47.471 29933 29959 I Unity   : [STATISTIC]378;9832292;0;9831927;816799744;16216064;1417926475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.009844844;
07-04 11:47:47.487 29933 29959 I Unity   : [STATISTIC]379;21636511;0;21636041;819617792;16216064;1417951843;0;0;0;0;0;0;0;0;0;771407;320938;244218;186093;0;0;0;27;0.02164594;
07-04 11:47:47.510 29933 29959 I Unity   : [STATISTIC]380;26180833;0;26180365;823570432;16216064;1434770123;0;0;0;0;0;0;0;0;0;683958;391041;138803;163802;0;0;0;27;0.02619234;
07-04 11:47:47.525 29933 29959 I Unity   : [STATISTIC]381;14858333;0;14857708;829587456;16216064;1434815251;0;0;0;0;0;0;0;0;0;1199739;720209;253020;171614;0;0;0;27;0.01486927;
07-04 11:47:47.535 29933 29959 I Unity   : [STATISTIC]382;10411771;0;10411302;830808064;16216064;1434819379;0;0;0;0;0;0;0;0;0;751875;248125;282500;0;0;0;0;27;0.01042177;
07-04 11:47:47.551 29933 29959 I Unity   : [STATISTIC]383;10004791;0;10004271;830963712;16216064;1434819379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01001776;
07-04 11:47:47.567 29933 29959 I Unity   : [STATISTIC]384;17641458;0;17641093;834068480;16216064;1434857131;0;0;0;0;0;0;0;0;0;648386;267604;142084;167083;0;0;0;27;0.01764755;
07-04 11:47:47.579 29933 29959 I Unity   : [STATISTIC]385;14891406;0;14891094;837013504;16216064;1451684427;0;0;0;0;0;0;0;0;0;735104;208750;149791;188698;0;0;0;27;0.01490172;
07-04 11:47:47.592 29933 29959 I Unity   : [STATISTIC]386;11898593;0;11897969;840212480;16216064;1468470027;0;0;0;0;0;0;0;0;0;606979;228854;143386;165052;0;0;0;27;0.01190672;
07-04 11:47:47.607 29933 29959 I Unity   : [STATISTIC]387;12481719;0;12481198;840826880;16216064;1468470027;0;0;0;0;0;0;0;0;0;697865;336510;185105;0;0;0;0;27;0.01248875;
07-04 11:47:47.621 29933 29959 I Unity   : [STATISTIC]388;12772136;0;12771718;843251712;16216064;1468490667;0;0;0;0;0;0;0;0;0;0;0;0;127188;0;0;0;27;0.01278823;
07-04 11:47:47.637 29933 29959 I Unity   : [STATISTIC]389;20489063;0;20488698;846331904;16216064;1468530383;0;0;0;0;0;0;0;0;0;1216459;260209;282604;252968;0;0;0;27;0.02049625;
07-04 11:47:47.650 29933 29959 I Unity   : [STATISTIC]390;14075782;0;14075312;845258752;16216064;1468542895;0;0;0;0;0;0;0;0;0;711979;309323;149688;108021;0;0;0;27;0.01408526;
07-04 11:47:47.661 29933 29959 I Unity   : [STATISTIC]391;11476771;0;11476250;848752640;16216064;1485355431;0;0;0;0;0;0;0;0;0;681875;184479;151042;242657;0;0;0;27;0.01148578;
07-04 11:47:47.675 29933 29959 I Unity   : [STATISTIC]392;12118750;0;12118125;852103168;16216064;1485387647;0;0;0;0;0;0;0;0;0;672239;181771;151875;242761;0;0;0;27;0.01212536;
07-04 11:47:47.689 29933 29959 I Unity   : [STATISTIC]393;13087709;0;13087343;855408640;16216064;1485475511;0;0;0;0;0;0;0;0;0;659896;175208;158334;278906;0;0;0;27;0.01310042;
07-04 11:47:47.702 29933 29959 I Unity   : [STATISTIC]394;12054584;0;12054219;855863296;16216064;1485484151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01206724;
07-04 11:47:47.718 29933 29959 I Unity   : [STATISTIC]395;15864323;0;15863802;859422720;16216064;1502302807;0;0;0;0;0;0;0;0;0;706927;173750;186094;260104;0;0;0;27;0.01587094;
07-04 11:47:47.731 29933 29959 I Unity   : [STATISTIC]396;16549791;0;16549375;863584256;16216064;1502319735;0;0;0;0;0;0;0;0;0;566823;165208;160105;258698;0;0;0;27;0.01656219;
07-04 11:47:47.743 29933 29959 I Unity   : [STATISTIC]397;12405938;0;12405520;867012608;16216064;1519113911;0;0;0;0;0;0;0;0;0;715105;204063;165521;202084;0;0;0;27;0.01241458;
07-04 11:47:47.757 29933 29959 I Unity   : [STATISTIC]398;11687917;0;11687500;870141952;16216064;1519139127;0;0;0;0;0;0;0;0;0;652604;157187;163437;188438;0;0;0;27;0.0116975;
07-04 11:47:47.771 29933 29959 I Unity   : [STATISTIC]399;12761459;0;12761146;873304064;16216064;1519147991;0;0;0;0;0;0;0;0;0;636198;150677;130677;239166;0;0;0;27;0.01277062;
07-04 11:47:47.786 29933 29959 I Unity   : [STATISTIC]400;13648334;0;13647916;873304064;16216064;1519152407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01365766;
07-04 11:47:47.801 29933 29959 I Unity   : [STATISTIC]401;16561042;0;16560729;874225664;16216064;1519152407;0;0;0;0;0;0;0;0;0;900990;160105;236094;0;0;0;0;27;0.01656974;
07-04 11:47:47.814 29933 29959 I Unity   : [STATISTIC]402;14969219;0;14968906;876777472;16216064;1519173271;0;0;0;0;0;0;0;0;0;220833;136198;120104;118334;0;0;0;27;0.01498115;
07-04 11:47:47.827 29933 29959 I Unity   : [STATISTIC]403;10273437;0;10273021;877072384;16216064;1519177751;0;0;0;0;0;0;0;0;0;32969;134948;131459;0;0;0;0;27;0.01028167;
07-04 11:47:47.843 29933 29959 I Unity   : [STATISTIC]404;12281979;0;12281614;877510656;16216064;1519177751;0;0;0;0;0;0;0;0;0;39948;157709;154010;0;0;0;0;27;0.01229156;
07-04 11:47:47.858 29933 29959 I Unity   : [STATISTIC]405;15262605;0;15262187;877510656;16216064;1519177751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01527099;
07-04 11:47:47.873 29933 29959 I Unity   : [STATISTIC]406;17923542;0;17923073;879824896;16216064;1519198647;0;0;0;0;0;0;0;0;0;26146;147032;115104;161198;0;0;0;27;0.01794161;
07-04 11:47:47.884 29933 29959 I Unity   : [STATISTIC]407;14503646;0;14503177;882155520;16216064;1535980375;0;0;0;0;0;0;0;0;0;25573;141354;139219;111875;0;0;0;27;0.01451911;
07-04 11:47:47.897 29933 29959 I Unity   : [STATISTIC]408;9559323;0;9558854;881840128;16216064;1552757591;0;0;0;0;0;0;0;0;0;27448;139948;92187;0;0;0;0;27;0.009569063;
07-04 11:47:47.913 29933 29959 I Unity   : [STATISTIC]409;13614844;0;13614479;882069504;16216064;1552757591;0;0;0;0;0;0;0;0;0;30312;142864;91667;0;0;0;0;27;0.01362213;
07-04 11:47:47.928 29933 29959 I Unity   : [STATISTIC]410;15170052;0;15169636;881545216;16216064;1552757591;0;0;0;0;0;0;0;0;0;27605;147916;89375;0;0;0;0;27;0.01517953;
07-04 11:47:47.942 29933 29959 I Unity   : [STATISTIC]411;15775313;0;15774844;883892224;16216064;1552786711;0;0;0;0;0;0;0;0;0;28125;146354;91927;111719;0;0;0;27;0.01578438;
07-04 11:47:47.954 29933 29959 I Unity   : [STATISTIC]412;14855469;0;14855000;886394880;16216064;1552791255;0;0;0;0;0;0;0;0;0;35781;154479;96875;233489;0;0;0;27;0.01486557;
07-04 11:47:47.970 29933 29959 I Unity   : [STATISTIC]413;10432188;0;10431770;888754176;16216064;1569576663;0;0;0;0;0;0;0;0;0;0;0;0;137864;0;0;0;27;0.01044182;
07-04 11:47:47.986 29933 29959 I Unity   : [STATISTIC]414;16406979;0;16406667;891031552;16216064;1586391163;0;0;0;0;0;0;0;0;0;30052;145313;91355;189375;0;0;0;27;0.01641495;
07-04 11:47:48.001 29933 29959 I Unity   : [STATISTIC]415;16938386;0;16937969;892108800;16216064;1586412155;0;0;0;0;0;0;0;0;0;26458;140156;89688;150052;0;0;0;27;0.01695438;
07-04 11:47:48.014 29933 29959 I Unity   : [STATISTIC]416;15110833;0;15110312;894160896;16216064;1586432527;0;0;0;0;0;0;0;0;0;26615;141823;84479;193646;0;0;0;27;0.01512151;
07-04 11:47:48.027 29933 29959 I Unity   : [STATISTIC]417;12209323;0;12208854;896450560;16216064;1586453551;0;0;0;0;0;0;0;0;0;34167;151302;92761;195938;0;0;0;27;0.01221849;
07-04 11:47:48.041 29933 29959 I Unity   : [STATISTIC]418;13964011;0;13963542;898711552;16216064;1586466383;0;0;0;0;0;0;0;0;0;58959;166823;139583;165156;0;0;0;27;0.01397109;
07-04 11:47:48.055 29933 29959 I Unity   : [STATISTIC]419;12635469;0;12634947;898711552;16216064;1586441359;0;0;0;0;0;0;0;0;0;29219;137605;88072;0;0;0;0;27;0.01264745;
07-04 11:47:48.070 29933 29959 I Unity   : [STATISTIC]420;13210312;0;13209948;900833280;16216064;1586462415;0;0;0;0;0;0;0;0;0;0;0;0;139271;0;0;0;27;0.01322213;
07-04 11:47:48.085 29933 29959 I Unity   : [STATISTIC]421;19112136;0;19111770;903077888;16216064;1603252527;0;0;0;0;0;0;0;0;0;47292;185521;139635;189843;0;0;0;27;0.01912214;
07-04 11:47:48.099 29933 29959 I Unity   : [STATISTIC]422;10933490;0;10932969;903438336;16216064;1603257231;0;0;0;0;0;0;0;0;0;30312;142969;89375;0;0;0;0;27;0.01094281;
07-04 11:47:48.113 29933 29959 I Unity   : [STATISTIC]423;19138959;0;19138593;905818112;16216064;1603273615;0;0;0;0;0;0;0;0;0;22448;144166;112656;384115;0;0;0;27;0.01914802;
07-04 11:47:48.126 29933 29959 I Unity   : [STATISTIC]424;10784583;0;10784010;907939840;16216064;1603264559;0;0;0;0;0;0;0;0;0;26979;140833;84323;120521;0;0;0;27;0.01079339;
07-04 11:47:48.141 29933 29959 I Unity   : [STATISTIC]425;13139010;0;13138698;910307328;16216064;1603292843;0;0;0;0;0;0;0;0;0;28073;165416;98073;205104;0;0;0;27;0.01315286;
07-04 11:47:48.154 29933 29959 I Unity   : [STATISTIC]426;12792292;0;12791823;912457728;16216064;1603314627;0;0;0;0;0;0;0;0;0;0;0;0;222708;0;0;0;27;0.01280005;
07-04 11:47:48.169 29933 29959 I Unity   : [STATISTIC]427;13179011;0;13178593;912670720;16216064;1620091843;0;0;0;0;0;0;0;0;0;26250;144583;83073;0;0;0;0;27;0.01319281;
07-04 11:47:48.183 29933 29959 I Unity   : [STATISTIC]428;16665104;0;16664792;915222528;16216064;1636890211;0;0;0;0;0;0;0;0;0;27813;160989;95989;136198;0;0;0;27;0.01667594;
07-04 11:47:48.197 29933 29959 I Unity   : [STATISTIC]429;14363385;0;14363073;917590016;16216064;1636864971;0;0;0;0;0;0;0;0;0;31822;144948;98281;246406;0;0;0;27;0.01437464;
07-04 11:47:48.211 29933 29959 I Unity   : [STATISTIC]430;12888073;0;12887708;919728128;16216064;1636864971;0;0;0;0;0;0;0;0;0;26563;146979;88073;211042;0;0;0;27;0.01289417;
07-04 11:47:48.225 29933 29959 I Unity   : [STATISTIC]431;14956459;0;14956093;921837568;16216064;1636894347;0;0;0;0;0;0;0;0;0;26719;140521;84167;249584;0;0;0;27;0.01497641;
