
07-04 11:44:45.390 26359 26384 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;NFE Snapshot Tick;NFE Snapshot Size (bits);NFE RTT;NFE Jitter;Multiplay FPS;Multiplay BitRate In;Multiplay BitRate Out;Multiplay RTT (ms);Multiplay PacketLoss;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameServer Opencraft.Player.PlayerMovementSystem;GameClient Opencraft.Player.PlayerMovementSystem;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-04 11:44:46.166 26359 26384 I Unity   : [STATISTIC]332;10578125;0;10577812;745246720;16338944;897781515;0;0;0;0;0;0;0;0;0;6875;23021;43490;0;0;0;0;27;0.0105976;
07-04 11:44:46.186 26359 26384 I Unity   : [STATISTIC]333;14432448;0;14432031;745246720;16338944;897781515;0;0;0;0;0;0;0;0;0;7604;27708;47032;0;0;0;0;27;0.01450375;
07-04 11:44:46.200 26359 26384 I Unity   : [STATISTIC]334;20396250;0;20395729;745246720;16338944;897781515;0;0;0;0;0;0;0;0;0;8854;32031;43438;0;0;0;0;27;0.02040177;
07-04 11:44:46.215 26359 26384 I Unity   : [STATISTIC]335;13471875;0;13471354;745246720;16338944;897781515;0;0;0;0;0;0;0;0;0;12031;38229;51563;0;0;0;0;27;0.01348338;
07-04 11:44:46.230 26359 26384 I Unity   : [STATISTIC]336;14616823;0;14616302;745246720;16338944;897781515;0;0;0;0;0;0;0;0;0;11250;32188;47969;0;0;0;0;27;0.01462797;
07-04 11:44:46.244 26359 26384 I Unity   : [STATISTIC]337;14932604;0;14932136;745246720;16338944;897781515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01494312;
07-04 11:44:46.257 26359 26384 I Unity   : [STATISTIC]338;15985625;0;15984948;745246720;16338944;897781515;0;0;0;0;0;0;0;0;0;12604;34115;70833;0;0;0;0;27;0.01593083;
07-04 11:44:46.272 26359 26384 I Unity   : [STATISTIC]339;11144479;0;11143958;745246720;16338944;897650443;0;0;0;0;0;0;0;0;0;7552;27916;51719;0;0;0;0;27;0.01123089;
07-04 11:44:46.286 26359 26384 I Unity   : [STATISTIC]340;15007917;0;15007500;745254912;16338944;897650443;0;0;0;0;0;0;0;0;0;11250;31875;55833;0;0;0;0;27;0.01501568;
07-04 11:44:46.299 26359 26384 I Unity   : [STATISTIC]341;14489532;0;14489011;745254912;16338944;897650443;0;0;0;0;0;0;0;0;0;11771;38125;57344;0;0;0;0;27;0.01449542;
07-04 11:44:46.313 26359 26384 I Unity   : [STATISTIC]342;12864166;0;12863489;745254912;16338944;897650443;0;0;0;0;0;0;0;0;0;9010;37135;52708;0;0;0;0;27;0.01287771;
07-04 11:44:46.327 26359 26384 I Unity   : [STATISTIC]343;15146771;0;15146354;745496576;16338944;897650443;0;0;0;0;0;0;0;0;0;12239;43230;72188;0;0;0;0;27;0.01515297;
07-04 11:44:46.341 26359 26384 I Unity   : [STATISTIC]344;11541667;0;11541302;745496576;16338944;897650443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01155682;
07-04 11:44:46.354 26359 26384 I Unity   : [STATISTIC]345;16245209;0;16244688;745496576;16338944;897650443;0;0;0;0;0;0;0;0;0;10885;39792;65781;0;0;0;0;27;0.0162563;
07-04 11:44:46.371 26359 26384 I Unity   : [STATISTIC]346;12458750;0;12458073;745496576;16338944;897650443;0;0;0;0;0;0;0;0;0;13802;53177;86354;0;0;0;0;27;0.01249307;
07-04 11:44:46.386 26359 26384 I Unity   : [STATISTIC]347;16744115;0;16743594;745496576;16338944;897650443;0;0;0;0;0;0;0;0;0;8906;33854;45000;0;0;0;0;27;0.01675167;
07-04 11:44:46.398 26359 26384 I Unity   : [STATISTIC]348;15877865;0;15877292;745734144;16338944;897650443;0;0;0;0;0;0;0;0;0;10625;42448;77917;0;0;0;0;27;0.01584182;
07-04 11:44:46.413 26359 26384 I Unity   : [STATISTIC]349;11291927;0;11291406;745734144;16338944;897650443;0;0;0;0;0;0;0;0;0;10365;44115;50052;0;0;0;0;27;0.01136;
07-04 11:44:46.427 26359 26384 I Unity   : [STATISTIC]350;14647552;0;14646771;745734144;16338944;897650443;0;0;0;0;0;0;0;0;0;10573;38698;49219;0;0;0;0;27;0.01465625;
07-04 11:44:46.441 26359 26384 I Unity   : [STATISTIC]351;13002448;0;13001875;745734144;16338944;897650443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01304234;
07-04 11:44:46.455 26359 26384 I Unity   : [STATISTIC]352;15192188;0;15191667;745967616;16338944;897650443;0;0;0;0;0;0;0;0;0;10365;41823;58646;0;0;0;0;27;0.01520333;
07-04 11:44:46.469 26359 26384 I Unity   : [STATISTIC]353;13694844;0;13694323;745967616;16338944;897650443;0;0;0;0;0;0;0;0;0;9740;36719;49948;0;0;0;0;27;0.01370484;
07-04 11:44:46.482 26359 26384 I Unity   : [STATISTIC]354;14096094;0;14095573;745967616;16338944;897650443;0;0;0;0;0;0;0;0;0;10833;39739;49687;0;0;0;0;27;0.01411292;
07-04 11:44:46.496 26359 26384 I Unity   : [STATISTIC]355;12952917;0;12952500;745967616;16338944;897650443;0;0;0;0;0;0;0;0;0;9375;33229;50209;0;0;0;0;27;0.01296828;
07-04 11:44:46.510 26359 26384 I Unity   : [STATISTIC]356;16386458;0;16385885;746225664;16338944;897650443;0;0;0;0;0;0;0;0;0;16146;46146;73073;0;0;0;0;27;0.01638839;
07-04 11:44:46.524 26359 26384 I Unity   : [STATISTIC]357;12527344;0;12526927;746225664;16338944;897650443;0;0;0;0;0;0;0;0;0;9479;37135;46823;0;0;0;0;27;0.01256391;
07-04 11:44:46.538 26359 26384 I Unity   : [STATISTIC]358;11829479;0;11828959;746225664;16338944;897650443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01184453;
07-04 11:44:46.593 26359 26384 I Unity   : [STATISTIC]359;18338177;0;18337605;746225664;16338944;897650443;0;0;0;0;0;0;0;0;0;13542;43906;61042;0;0;0;0;27;0.01834245;
07-04 11:44:46.616 26359 26384 I Unity   : [STATISTIC]360;69288750;0;69288178;747220992;16338944;899888715;0;0;0;0;0;0;0;0;0;9063;34739;49479;0;0;0;0;27;0.06931662;
07-04 11:44:46.633 26359 26384 I Unity   : [STATISTIC]361;16157813;0;16157188;749494272;16338944;1327773259;0;0;0;0;0;0;0;0;0;1276093;965312;259063;0;0;0;0;27;0.01617708;
07-04 11:44:46.642 26359 26384 I Unity   : [STATISTIC]362;10133854;0;10133386;751443968;16338944;1327773259;0;0;0;0;0;0;0;0;0;634531;332709;186562;0;0;0;0;27;0.01015026;
07-04 11:44:46.651 26359 26384 I Unity   : [STATISTIC]363;9145677;0;9145105;752418816;16338944;1327773259;0;0;0;0;0;0;0;0;0;569896;201198;119531;0;0;0;0;27;0.009155885;
07-04 11:44:46.660 26359 26384 I Unity   : [STATISTIC]364;5454271;0;5453802;752570368;16338944;1327773259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.005468958;
07-04 11:44:46.678 26359 26384 I Unity   : [STATISTIC]365;12158073;0;12157292;753811456;16338944;1327773259;0;0;0;0;0;0;0;0;0;618021;199011;125677;0;0;0;0;27;0.01216156;
07-04 11:44:46.690 26359 26384 I Unity   : [STATISTIC]366;14528229;0;14527708;753811456;16338944;1327773259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.0145463;
07-04 11:44:47.023 26359 26384 I Unity   : [STATISTIC]367;334726250;0;334725677;784928768;16338944;1338295979;0;0;0;0;0;0;0;0;0;517500;332396;109166;0;0;0;0;27;0.3333333;
07-04 11:44:47.045 26359 26384 I Unity   : [STATISTIC]368;26244896;0;26244427;792801280;16338944;1348806379;0;0;0;0;0;0;0;0;0;2289010;1367708;475104;0;0;0;0;27;0.02625641;
07-04 11:44:47.067 26359 26384 I Unity   : [STATISTIC]369;22696771;0;22696302;799354880;16338944;1376102187;0;0;0;0;0;0;0;0;0;1628073;422708;323542;517552;0;0;0;27;0.02270755;
07-04 11:44:47.082 26359 26384 I Unity   : [STATISTIC]370;14302292;0;14301770;805216256;16338944;1380300619;0;0;0;0;0;0;0;0;0;655417;390833;153750;0;0;0;0;27;0.01431974;
07-04 11:44:47.099 26359 26384 I Unity   : [STATISTIC]371;12779375;0;12778854;810221568;16338944;1401272139;0;0;0;0;0;0;0;0;0;598281;201458;132188;0;0;0;0;27;0.01279203;
07-04 11:44:47.115 26359 26384 I Unity   : [STATISTIC]372;15790729;0;15790260;811032576;16338944;1401272139;0;0;0;0;0;0;0;0;0;610209;205989;186302;0;0;0;0;27;0.01580307;
07-04 11:44:47.130 26359 26384 I Unity   : [STATISTIC]373;15868854;0;15868333;811773952;16338944;1401272139;0;0;0;0;0;0;0;0;0;692448;196042;263177;0;0;0;0;27;0.01587823;
07-04 11:44:47.144 26359 26384 I Unity   : [STATISTIC]374;15945885;0;15945156;812847104;16338944;1418049355;0;0;0;0;0;0;0;0;0;784271;191458;299427;0;0;0;0;27;0.01595604;
07-04 11:44:47.168 26359 26384 I Unity   : [STATISTIC]375;25964895;0;25964166;816594944;16338944;1418094871;0;0;0;0;0;0;0;0;0;823334;184584;191198;379688;0;0;0;27;0.02597396;
07-04 11:44:47.183 26359 26384 I Unity   : [STATISTIC]376;14942031;0;14941406;821809152;16338944;1434947847;0;0;0;0;0;0;0;0;0;715468;199479;169219;181615;0;0;0;27;0.01495745;
07-04 11:44:47.195 26359 26384 I Unity   : [STATISTIC]377;12727188;0;12726510;825151488;16338944;1434968647;0;0;0;0;0;0;0;0;0;704375;176146;237396;176510;0;0;0;27;0.01273724;
07-04 11:44:47.210 26359 26384 I Unity   : [STATISTIC]378;12621980;0;12621458;828469248;16338944;1435001671;0;0;0;0;0;0;0;0;0;580417;243541;132969;124687;0;0;0;27;0.01263359;
07-04 11:44:47.225 26359 26384 I Unity   : [STATISTIC]379;16754427;0;16753698;831971328;16338944;1435077315;0;0;0;0;0;0;0;0;0;765261;199375;301615;265104;0;0;0;27;0.01676406;
07-04 11:44:47.236 26359 26384 I Unity   : [STATISTIC]380;11757656;0;11757187;835014656;16338944;1435106211;0;0;0;0;0;0;0;0;0;680208;150104;138385;125469;0;0;0;27;0.0117701;
07-04 11:44:47.252 26359 26384 I Unity   : [STATISTIC]381;11831875;0;11831198;835321856;16338944;1435114787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01184307;
07-04 11:44:47.266 26359 26384 I Unity   : [STATISTIC]382;15325989;0;15325469;838537216;16338944;1451892003;0;0;0;0;0;0;0;0;0;686719;146511;220677;179792;0;0;0;27;0.01533281;
07-04 11:44:47.280 26359 26384 I Unity   : [STATISTIC]383;13940208;0;13939740;841744384;16338944;1451892003;0;0;0;0;0;0;0;0;0;871771;140937;177188;101250;0;0;0;27;0.01395313;
07-04 11:44:47.294 26359 26384 I Unity   : [STATISTIC]384;14852343;0;14851823;844853248;16338944;1468692655;0;0;0;0;0;0;0;0;0;667761;145156;207135;182760;0;0;0;27;0.01486104;
07-04 11:44:47.308 26359 26384 I Unity   : [STATISTIC]385;14547552;0;14546980;847867904;16338944;1468729195;0;0;0;0;0;0;0;0;0;792864;222709;144271;285781;0;0;0;27;0.01455412;
07-04 11:44:47.321 26359 26384 I Unity   : [STATISTIC]386;12631562;0;12631146;851505152;16338944;1468767951;0;0;0;0;0;0;0;0;0;798698;135000;297500;190729;0;0;0;27;0.01264698;
07-04 11:44:47.335 26359 26384 I Unity   : [STATISTIC]387;12067709;0;12067187;853671936;16338944;1485582807;0;0;0;0;0;0;0;0;0;0;0;0;254375;0;0;0;27;0.01207563;
07-04 11:44:47.351 26359 26384 I Unity   : [STATISTIC]388;14091042;0;14090573;854933504;16338944;1485587223;0;0;0;0;0;0;0;0;0;690833;131302;204427;0;0;0;0;27;0.01410177;
07-04 11:44:47.365 26359 26384 I Unity   : [STATISTIC]389;17588750;0;17588281;853245952;16338944;1485624343;0;0;0;0;0;0;0;0;0;751459;127500;193854;224739;0;0;0;27;0.01759802;
07-04 11:44:47.377 26359 26384 I Unity   : [STATISTIC]390;13595104;0;13594635;856506368;16338944;1485659019;0;0;0;0;0;0;0;0;0;712031;132032;215313;245781;0;0;0;27;0.01360589;
07-04 11:44:47.390 26359 26384 I Unity   : [STATISTIC]391;12301146;0;12300729;859508736;16338944;1485663467;0;0;0;0;0;0;0;0;0;432969;129844;229636;329739;0;0;0;27;0.01231088;
07-04 11:44:47.405 26359 26384 I Unity   : [STATISTIC]392;11936406;0;11935886;861978624;16338944;1485680523;0;0;0;0;0;0;0;0;0;25104;125000;126667;173386;0;0;0;27;0.01194568;
07-04 11:44:47.419 26359 26384 I Unity   : [STATISTIC]393;13849427;0;13849063;861978624;16338944;1485685003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01385823;
07-04 11:44:47.434 26359 26384 I Unity   : [STATISTIC]394;14629427;0;14629010;864108544;16338944;1485697707;0;0;0;0;0;0;0;0;0;42291;129427;141771;120625;0;0;0;27;0.01464115;
07-04 11:44:47.448 26359 26384 I Unity   : [STATISTIC]395;13040625;0;13040208;864444416;16338944;1485697707;0;0;0;0;0;0;0;0;0;44218;124011;194375;0;0;0;0;27;0.01305;
07-04 11:44:47.463 26359 26384 I Unity   : [STATISTIC]396;14087031;0;14086511;864444416;16338944;1502479371;0;0;0;0;0;0;0;0;0;20521;202239;108958;0;0;0;0;27;0.01409698;
07-04 11:44:47.477 26359 26384 I Unity   : [STATISTIC]397;14959583;0;14959219;864677888;16338944;1502479371;0;0;0;0;0;0;0;0;0;20990;123073;81614;0;0;0;0;27;0.01496771;
07-04 11:44:47.491 26359 26384 I Unity   : [STATISTIC]398;13585625;0;13585105;864677888;16338944;1502479371;0;0;0;0;0;0;0;0;0;26510;156510;86510;0;0;0;0;27;0.01359698;
07-04 11:44:47.505 26359 26384 I Unity   : [STATISTIC]399;14274740;0;14274219;867033088;16338944;1519256587;0;0;0;0;0;0;0;0;0;0;0;0;171458;0;0;0;27;0.01428537;
07-04 11:44:47.519 26359 26384 I Unity   : [STATISTIC]400;14512240;0;14511719;867033088;16338944;1519256587;0;0;0;0;0;0;0;0;0;23438;133020;94583;0;0;0;0;27;0.01452026;
07-04 11:44:47.533 26359 26384 I Unity   : [STATISTIC]401;13313698;0;13313229;867033088;16338944;1519256587;0;0;0;0;0;0;0;0;0;21771;123802;78750;0;0;0;0;27;0.01332984;
07-04 11:44:47.550 26359 26384 I Unity   : [STATISTIC]402;13820572;0;13820104;867266560;16338944;1519256587;0;0;0;0;0;0;0;0;0;26355;130625;83177;0;0;0;0;27;0.01383245;
07-04 11:44:47.565 26359 26384 I Unity   : [STATISTIC]403;17063958;0;17063437;867266560;16338944;1519256587;0;0;0;0;0;0;0;0;0;24219;129063;84063;0;0;0;0;27;0.01707359;
07-04 11:44:47.579 26359 26384 I Unity   : [STATISTIC]404;14816302;0;14815834;867266560;16338944;1519256587;0;0;0;0;0;0;0;0;0;23437;121771;80157;0;0;0;0;27;0.01482833;
07-04 11:44:47.592 26359 26384 I Unity   : [STATISTIC]405;14463594;0;14463177;867401728;16338944;1519256587;0;0;0;0;0;0;0;0;0;29947;130625;90885;0;0;0;0;27;0.01447563;
07-04 11:44:47.606 26359 26384 I Unity   : [STATISTIC]406;13424167;0;13423646;866639872;16338944;1519256587;0;0;0;0;0;0;0;0;0;22968;151510;87709;0;0;0;0;27;0.01343193;
07-04 11:44:47.619 26359 26384 I Unity   : [STATISTIC]407;11674792;0;11674323;866824192;16338944;1519256587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01168422;
07-04 11:44:47.637 26359 26384 I Unity   : [STATISTIC]408;16490208;0;16489688;869203968;16338944;1519264779;0;0;0;0;0;0;0;0;0;30625;132291;93802;130000;0;0;0;27;0.01650396;
07-04 11:44:47.650 26359 26384 I Unity   : [STATISTIC]409;18063177;0;18062552;869416960;16338944;1519260267;0;0;0;0;0;0;0;0;0;31302;143594;108542;279583;0;0;0;27;0.01810958;
07-04 11:44:47.665 26359 26384 I Unity   : [STATISTIC]410;12817343;0;12816875;871776256;16338944;1519281195;0;0;0;0;0;0;0;0;0;27240;131458;89375;105573;0;0;0;27;0.01282693;
07-04 11:44:47.679 26359 26384 I Unity   : [STATISTIC]411;15134114;0;15133646;874004480;16338944;1536071147;0;0;0;0;0;0;0;0;0;31511;139844;105261;149740;0;0;0;27;0.01514302;
07-04 11:44:47.693 26359 26384 I Unity   : [STATISTIC]412;14927552;0;14927032;876265472;16338944;1536108303;0;0;0;0;0;0;0;0;0;22291;149531;92031;199948;0;0;0;27;0.01493521;
07-04 11:44:47.707 26359 26384 I Unity   : [STATISTIC]413;11708229;0;11707760;876412928;16338944;1552890095;0;0;0;0;0;0;0;0;0;21718;130208;75416;0;0;0;0;27;0.01172224;
07-04 11:44:47.722 26359 26384 I Unity   : [STATISTIC]414;12095000;0;12094532;876552192;16338944;1552881583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01210693;
07-04 11:44:47.736 26359 26384 I Unity   : [STATISTIC]415;18544271;0;18543803;876752896;16338944;1552881583;0;0;0;0;0;0;0;0;0;50521;175417;157083;0;0;0;0;27;0.01855365;
07-04 11:44:47.750 26359 26384 I Unity   : [STATISTIC]416;13275417;0;13274948;878948352;16338944;1552918959;0;0;0;0;0;0;0;0;0;22656;134896;81667;141875;0;0;0;27;0.01328443;
07-04 11:44:47.763 26359 26384 I Unity   : [STATISTIC]417;13684218;0;13683594;881164288;16338944;1552923567;0;0;0;0;0;0;0;0;0;21771;125156;72240;145157;0;0;0;27;0.01369401;
07-04 11:44:47.777 26359 26384 I Unity   : [STATISTIC]418;13751146;0;13750677;883503104;16338944;1552923567;0;0;0;0;0;0;0;0;0;21041;122343;79791;193646;0;0;0;27;0.01376271;
07-04 11:44:47.791 26359 26384 I Unity   : [STATISTIC]419;14341927;0;14341510;885919744;16338944;1586468879;0;0;0;0;0;0;0;0;0;24115;123437;87969;137708;0;0;0;27;0.01435042;
07-04 11:44:47.805 26359 26384 I Unity   : [STATISTIC]420;14700990;0;14700573;888131584;16338944;1586495303;0;0;0;0;0;0;0;0;0;24896;122604;80260;224010;0;0;0;27;0.01471011;
07-04 11:44:47.818 26359 26384 I Unity   : [STATISTIC]421;9985573;0;9985052;888287232;16338944;1586495303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.009996562;
07-04 11:44:47.835 26359 26384 I Unity   : [STATISTIC]422;16428541;0;16428073;890925056;16338944;1586524491;0;0;0;0;0;0;0;0;0;27448;125573;99271;396563;0;0;0;27;0.01643948;
07-04 11:44:47.847 26359 26384 I Unity   : [STATISTIC]423;16511614;0;16511198;893120512;16338944;1586560515;0;0;0;0;0;0;0;0;0;32448;126042;93490;197812;0;0;0;27;0.01652057;
07-04 11:44:47.860 26359 26384 I Unity   : [STATISTIC]424;11619479;0;11619011;895602688;16338944;1586581059;0;0;0;0;0;0;0;0;0;19323;128177;100573;132187;0;0;0;27;0.01162839;
07-04 11:44:47.874 26359 26384 I Unity   : [STATISTIC]425;13041510;0;13040990;897835008;16338944;1603378775;0;0;0;0;0;0;0;0;0;23593;130417;80521;196250;0;0;0;27;0.01305213;
07-04 11:44:47.888 26359 26384 I Unity   : [STATISTIC]426;12842084;0;12841614;900046848;16338944;1603386967;0;0;0;0;0;0;0;0;0;0;0;0;138802;0;0;0;27;0.01285281;
07-04 11:44:47.903 26359 26384 I Unity   : [STATISTIC]427;13699479;0;13699011;900120576;16338944;1603386967;0;0;0;0;0;0;0;0;0;34115;127812;103125;0;0;0;0;27;0.01370891;
07-04 11:44:47.917 26359 26384 I Unity   : [STATISTIC]428;19280989;0;19280468;902197248;16338944;1603395159;0;0;0;0;0;0;0;0;0;20000;123125;99063;252917;0;0;0;27;0.01929422;
07-04 11:44:47.931 26359 26384 I Unity   : [STATISTIC]429;10742813;0;10742344;902434816;16338944;1603395159;0;0;0;0;0;0;0;0;0;20990;122552;76407;0;0;0;0;27;0.01075151;
07-04 11:44:47.944 26359 26384 I Unity   : [STATISTIC]430;14305781;0;14305209;904736768;16338944;1620172375;0;0;0;0;0;0;0;0;0;24323;145313;86094;258855;0;0;0;27;0.01431516;
