
07-09 11:31:44.100 19176 19200 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);SetAreaNeighborsJob;GhostUpdateSystem:UpdateJob (Burst);GhostUpdateJobCustom;GhostUpdateSystem:UpdateJob;Idle;OculusRuntime.WaitToBeginFrame;GameClient Unity.Entities.SimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-09 11:31:44.154 19176 19200 I Unity   : [STATISTIC]292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01379234;
07-09 11:31:44.179 19176 19200 I Unity   : [STATISTIC]293;0;0;0;718278656;16666624;861020799;0;0;0;0;0;0;0;0;0;0;0;0;0;4613489;0;0;0;0.01379234;
07-09 11:31:44.447 19176 19200 I Unity   : [STATISTIC]294;275381302;0;275380833;721907712;16666624;861020799;0;0;0;0;0;0;0;0;0;0;0;0;0;1036511;246009219;0;0;0.02;
07-09 11:31:44.460 19176 19200 I Unity   : [STATISTIC]295;16965104;0;16964636;723169280;16666624;861020799;365;468;573;0;0;728;6763646;0;0;0;0;0;0;67031;705469;0;0;0.01697208;
07-09 11:31:44.469 19176 19200 I Unity   : [STATISTIC]296;6151771;0;6151250;723435520;16666624;861020799;313;521;260;0;0;677;860364;0;0;0;0;0;0;49010;265521;0;0;0.00616;
07-09 11:31:44.489 19176 19200 I Unity   : [STATISTIC]297;9327136;0;9325261;723693568;16666624;861020799;0;0;0;0;0;0;0;0;0;0;0;0;0;4672760;501927;0;0;0.009332083;
07-09 11:31:44.505 19176 19200 I Unity   : [STATISTIC]298;19078021;0;19077709;733511680;16666624;901354111;0;0;0;0;0;0;0;0;0;0;0;0;0;16083541;416459;0;0;0.01908886;
07-09 11:31:44.516 19176 19200 I Unity   : [STATISTIC]299;18520312;0;18519844;733532160;16666624;901358207;624;522;468;0;0;833;2132293;0;0;0;0;0;0;12422136;402604;0;0;0.01851724;
07-09 11:31:44.531 19176 19200 I Unity   : [STATISTIC]300;9230938;0;9230573;731590656;16666624;898821407;105;573;312;0;0;157;898854;0;0;0;0;0;0;180781;281146;0;0;0.009264688;
07-09 11:31:44.545 19176 19200 I Unity   : [STATISTIC]301;14123489;0;14123073;732553216;16666624;899122847;0;0;0;0;0;0;0;0;0;0;0;0;0;5816719;459166;0;0;0.01413047;
07-09 11:31:44.560 19176 19200 I Unity   : [STATISTIC]302;14685469;0;14685000;732553216;16666624;899149471;417;260;469;0;0;469;1147083;0;0;0;0;0;0;5883073;298490;0;0;0.01469792;
