
07-04 18:28:54.105 18280 18302 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-04 18:28:54.698 18280 18302 I Unity   : [STATISTIC]327;14245937;0;14245625;742928384;15986688;898477727;11459;32187;45833;0;0;1145;1139218;0;0;27;0.01425713;
07-04 18:28:54.712 18280 18302 I Unity   : [STATISTIC]328;13801979;0;13801459;742936576;15986688;898477727;0;0;0;0;0;0;0;0;0;27;0.0138087;
07-04 18:28:54.725 18280 18302 I Unity   : [STATISTIC]329;14930312;0;14930000;742936576;15986688;898477727;12239;39271;83073;0;0;1250;1301772;0;0;27;0.01494755;
07-04 18:28:54.740 18280 18302 I Unity   : [STATISTIC]330;13024740;0;13024323;742936576;15986688;898477727;7917;34271;58802;0;0;989;1202031;0;0;27;0.01303604;
07-04 18:28:54.752 18280 18302 I Unity   : [STATISTIC]331;15128386;0;15128073;743178240;15986688;898477727;66979;39062;91562;0;0;781;1684480;0;0;27;0.01513281;
07-04 18:28:54.767 18280 18302 I Unity   : [STATISTIC]332;12155364;0;12155052;743178240;15986688;898477835;11666;35416;49635;0;0;937;1351615;0;0;27;0.01217646;
07-04 18:28:54.781 18280 18302 I Unity   : [STATISTIC]333;14268281;0;14267968;743178240;15986688;898477835;10052;34479;46094;0;0;1511;1217499;0;0;27;0.01428011;
07-04 18:28:54.796 18280 18302 I Unity   : [STATISTIC]334;13035312;0;13035000;743178240;15986688;898477835;0;0;0;0;0;0;0;0;0;27;0.01304516;
07-04 18:28:54.809 18280 18302 I Unity   : [STATISTIC]335;15672552;0;15672240;743178240;15986688;898477835;9687;34480;68282;0;0;1250;1203021;0;0;27;0.01568396;
07-04 18:28:54.822 18280 18302 I Unity   : [STATISTIC]336;14122917;0;14122500;743419904;15986688;898477835;10625;37083;74791;0;0;1875;1504531;0;0;27;0.01412938;
07-04 18:28:54.837 18280 18302 I Unity   : [STATISTIC]337;12135260;0;12134688;743419904;15986688;898477835;7500;40104;55209;0;0;1406;1144583;0;0;27;0.01215682;
07-04 18:28:54.851 18280 18302 I Unity   : [STATISTIC]338;14471875;0;14471302;743419904;15986688;898477835;7395;30104;46094;0;0;573;1050469;0;0;27;0.01448287;
07-04 18:28:54.865 18280 18302 I Unity   : [STATISTIC]339;14232917;0;14232344;743653376;15986688;897429259;8125;33229;52344;0;0;1146;1149115;0;0;27;0.01424141;
07-04 18:28:54.879 18280 18302 I Unity   : [STATISTIC]340;13090990;0;13090625;743653376;15986688;897429259;0;0;0;0;0;0;0;0;0;27;0.01309625;
07-04 18:28:54.892 18280 18302 I Unity   : [STATISTIC]341;15699531;0;15698802;743653376;15986688;897429259;9791;37240;50417;0;0;572;1328439;0;0;27;0.01571099;
07-04 18:28:54.912 18280 18302 I Unity   : [STATISTIC]342;13189843;0;13189635;743653376;15986688;897429367;13802;36354;78542;0;0;1146;1591926;0;0;27;0.01320062;
07-04 18:28:54.926 18280 18302 I Unity   : [STATISTIC]343;20135625;0;20135105;743653376;15986688;897429367;11459;36823;62448;0;0;1823;1374792;0;0;27;0.02015198;
07-04 18:28:54.942 18280 18302 I Unity   : [STATISTIC]344;13485573;0;13485260;743895040;15986688;897429367;9218;56094;48489;0;0;573;1160834;0;0;27;0.01349854;
07-04 18:28:54.957 18280 18302 I Unity   : [STATISTIC]345;15153021;0;15152656;743895040;15986688;897429367;10417;46823;50625;0;0;781;1155103;0;0;27;0.01516542;
07-04 18:28:54.971 18280 18302 I Unity   : [STATISTIC]346;17949115;0;17948594;743895040;15986688;897429367;12188;40625;65938;0;0;677;1377812;0;0;27;0.01795646;
07-04 18:28:54.984 18280 18302 I Unity   : [STATISTIC]347;12617813;0;12617240;743895040;15986688;897429367;14375;87552;84531;0;0;1094;1499010;0;0;27;0.01261401;
07-04 18:28:54.998 18280 18302 I Unity   : [STATISTIC]348;12588645;0;12588385;743895040;15986688;897429367;9843;36302;59115;0;0;521;1535364;0;0;27;0.01261818;
07-04 18:28:55.012 18280 18302 I Unity   : [STATISTIC]349;12575312;0;12574948;743858176;15986688;897429367;0;0;0;0;0;0;0;0;0;27;0.01260807;
07-04 18:28:55.027 18280 18302 I Unity   : [STATISTIC]350;14586355;0;14585833;743858176;15986688;897429367;8229;31146;45468;0;0;1354;1146197;0;0;27;0.01462115;
07-04 18:28:55.039 18280 18302 I Unity   : [STATISTIC]351;16014584;0;16014271;743858176;15986688;897429367;14740;40729;66146;0;0;1094;1729010;0;0;27;0.01601885;
07-04 18:28:55.054 18280 18302 I Unity   : [STATISTIC]352;11919115;0;11918594;743858176;15986688;897429367;9166;29271;44948;0;0;469;1266458;0;0;27;0.01193833;
07-04 18:28:55.068 18280 18302 I Unity   : [STATISTIC]353;13914011;0;13913542;744108032;15986688;897429367;10364;30990;48802;0;0;938;1079114;0;0;27;0.01393599;
07-04 18:28:55.082 18280 18302 I Unity   : [STATISTIC]354;14615625;0;14614947;744108032;15986688;897298295;12135;39479;55416;0;0;1041;1341511;0;0;27;0.01462615;
07-04 18:28:55.097 18280 18302 I Unity   : [STATISTIC]355;13055209;0;13054895;744108032;15986688;897298295;0;0;0;0;0;0;0;0;0;27;0.01306354;
07-04 18:28:55.111 18280 18302 I Unity   : [STATISTIC]356;16972031;0;16971563;744108032;15986688;897298295;11562;38282;62813;0;0;1302;1987709;0;0;27;0.01699891;
07-04 18:28:55.125 18280 18302 I Unity   : [STATISTIC]357;12753385;0;12753125;744108032;15986688;897298295;8073;28594;42813;0;0;989;1111562;0;0;27;0.01276948;
07-04 18:28:55.138 18280 18302 I Unity   : [STATISTIC]358;13821094;0;13820469;744361984;15986688;897298295;11146;43958;49062;0;0;1771;1340936;0;0;27;0.01383859;
07-04 18:28:55.152 18280 18302 I Unity   : [STATISTIC]359;14481719;0;14481354;744361984;15986688;897298295;10052;37344;57344;0;0;730;1631666;0;0;27;0.0144899;
07-04 18:28:55.166 18280 18302 I Unity   : [STATISTIC]360;12949166;0;12948854;744361984;15986688;897298295;8645;29583;48593;0;0;469;1501197;0;0;27;0.01296958;
07-04 18:28:55.180 18280 18302 I Unity   : [STATISTIC]361;13166718;0;13166354;744316928;15986688;897298295;8229;35938;47760;0;0;469;1187968;0;0;27;0.01319099;
07-04 18:28:55.194 18280 18302 I Unity   : [STATISTIC]362;13795365;0;13794843;744558592;15986688;897298295;0;0;0;0;0;0;0;0;0;27;0.01380531;
07-04 18:28:55.208 18280 18302 I Unity   : [STATISTIC]363;16470990;0;16470364;744558592;15986688;897298295;13750;42448;65573;0;0;1718;1967708;0;0;27;0.01647484;
07-04 18:28:55.222 18280 18302 I Unity   : [STATISTIC]364;16493230;0;16492552;744558592;15986688;897298295;17761;48490;126042;0;0;2448;3167083;0;0;27;0.01652135;
07-04 18:28:55.236 18280 18302 I Unity   : [STATISTIC]365;9214635;0;9214115;744558592;15986688;897298295;8594;28802;42604;0;0;729;1131355;0;0;27;0.009261563;
07-04 18:28:55.250 18280 18302 I Unity   : [STATISTIC]366;15316510;0;15315990;744558592;15986688;897298295;12969;36979;57865;0;0;677;2106770;0;0;27;0.01532656;
07-04 18:28:55.320 18280 18302 I Unity   : [STATISTIC]367;16253542;0;16252969;744558592;15986688;897298295;18854;42552;95677;0;0;1354;2189375;0;0;27;0.01625354;
07-04 18:28:55.345 18280 18302 I Unity   : [STATISTIC]368;82237240;0;82236979;745799680;15986688;899536567;10625;33542;49427;0;0;1354;1257500;0;0;27;0.08226474;
07-04 18:28:55.362 18280 18302 I Unity   : [STATISTIC]369;21660156;0;21659687;747917312;15986688;1327421111;1864947;1272134;293490;0;0;414689;11067866;65208;0;27;0.02167005;
07-04 18:28:55.374 18280 18302 I Unity   : [STATISTIC]370;11859479;0;11858959;750956544;15986688;1327421111;1279948;574843;253021;0;0;144635;5846353;160208;0;27;0.01187047;
07-04 18:28:55.381 18280 18302 I Unity   : [STATISTIC]371;7422917;0;7422604;752402432;15986688;1327421111;547239;189688;108490;0;0;64427;2594115;122916;0;27;0.00743573;
07-04 18:28:55.388 18280 18302 I Unity   : [STATISTIC]372;4725156;0;4724740;752402432;15986688;1327421111;0;0;0;0;0;0;0;0;0;27;0.004734687;
07-04 18:28:55.633 18280 18302 I Unity   : [STATISTIC]373;243795625;0;243795260;779632640;15986688;1337943831;0;0;0;0;2918;0;0;0;0;27;0.2438092;
07-04 18:28:55.652 18280 18302 I Unity   : [STATISTIC]374;22850625;0;22850209;789356544;15986688;1348454123;2654272;1622448;582865;0;389425;218542;10236200;853645;0;27;0.02285609;
07-04 18:28:55.666 18280 18302 I Unity   : [STATISTIC]375;11161302;0;11160990;793075712;15986688;1375725323;516979;187916;125469;0;154168;94115;2841042;232292;0;27;0.01117297;
07-04 18:28:55.680 18280 18302 I Unity   : [STATISTIC]376;13219323;0;13219010;798076928;15986688;1379919627;514427;190469;118489;0;59167;97552;2432968;355416;0;27;0.0132276;
07-04 18:28:55.703 18280 18302 I Unity   : [STATISTIC]377;25446250;0;25445885;802897920;15986688;1384130379;523281;189271;107187;0;65260;93906;2510938;284271;0;27;0.02544641;
07-04 18:28:55.715 18280 18302 I Unity   : [STATISTIC]378;12068802;0;12068334;804143104;15986688;1384146795;662240;351198;172344;0;189635;235365;3940156;318334;0;27;0.01209922;
07-04 18:28:55.726 18280 18302 I Unity   : [STATISTIC]379;10867240;0;10866771;805564416;15986688;1400924011;856667;343855;255938;0;72552;210989;3719843;541250;0;27;0.01088042;
07-04 18:28:55.766 18280 18302 I Unity   : [STATISTIC]380;40262500;0;40262084;809152512;15986688;1400932203;626615;261146;120156;414062;70417;129688;2903698;355053;0;27;0.04027338;
07-04 18:28:55.780 18280 18302 I Unity   : [STATISTIC]381;15131667;0;15131354;815235072;15986688;1400964979;1206667;602188;257449;165834;88959;193697;5374322;878126;0;27;0.01514078;
07-04 18:28:55.805 18280 18302 I Unity   : [STATISTIC]382;12193438;0;12193073;819195904;15986688;1434553035;846459;196667;158438;178646;42084;214011;3579428;443020;0;27;0.01220339;
07-04 18:28:55.824 18280 18302 I Unity   : [STATISTIC]383;24296302;0;24294792;822198272;15986688;1434581867;642031;185417;151250;146979;67917;229427;3082344;497032;0;27;0.02429198;
07-04 18:28:55.838 18280 18302 I Unity   : [STATISTIC]384;20043958;0;20043385;825532416;15986688;1434636107;745937;247500;242448;194688;112188;267761;3916772;494740;0;27;0.02008109;
07-04 18:28:55.852 18280 18302 I Unity   : [STATISTIC]385;12592500;0;12592083;829005824;15986688;1434682219;803594;215938;222917;191562;61927;171355;3346927;521354;0;27;0.01260448;
07-04 18:28:55.867 18280 18302 I Unity   : [STATISTIC]386;13386146;0;13385625;832040960;15986688;1434690635;682031;154844;135000;186406;57813;221197;3213697;563020;0;27;0.01339609;
07-04 18:28:55.881 18280 18302 I Unity   : [STATISTIC]387;13913958;0;13913385;833339392;15986688;1434690635;885052;257240;199271;0;30729;234688;3739584;586563;0;27;0.01392406;
07-04 18:28:55.896 18280 18302 I Unity   : [STATISTIC]388;15806667;0;15806354;832393216;15986688;1434727659;703334;149688;161250;135833;100989;271302;3254948;692917;0;27;0.01581635;
07-04 18:28:55.909 18280 18302 I Unity   : [STATISTIC]389;14388803;0;14388333;835801088;15986688;1468341579;591822;142552;145885;270730;84375;321875;3077083;748646;0;27;0.01439844;
07-04 18:28:55.922 18280 18302 I Unity   : [STATISTIC]390;13477135;0;13476667;839278592;15986688;1468375899;763021;142656;138750;195156;118906;330000;3524792;750312;0;27;0.01349094;
07-04 18:28:55.936 18280 18302 I Unity   : [STATISTIC]391;10485781;0;10485365;841613312;15986688;1468392699;0;0;0;115729;36562;0;0;6458;0;27;0.0104951;
07-04 18:28:55.952 18280 18302 I Unity   : [STATISTIC]392;16442188;0;16441823;845045760;15986688;1468450779;730468;170260;178386;199948;80000;245834;3565105;748802;0;27;0.01645042;
07-04 18:28:55.964 18280 18302 I Unity   : [STATISTIC]393;16205313;0;16205000;848486400;15986688;1468482355;719896;132708;186979;296146;102760;311042;3410572;775991;0;27;0.01621495;
07-04 18:28:55.977 18280 18302 I Unity   : [STATISTIC]394;12664531;0;12664219;851922944;15986688;1485318071;783230;130782;125677;261667;151094;312812;3479374;1101823;0;27;0.01267427;
07-04 18:28:55.991 18280 18302 I Unity   : [STATISTIC]395;10097969;0;10097448;852893696;15986688;1485322487;701875;125520;178959;0;32396;281354;3093386;803281;0;27;0.01010604;
07-04 18:28:56.007 18280 18302 I Unity   : [STATISTIC]396;14265208;0;14264740;855433216;15986688;1485343319;0;0;0;153333;144480;0;0;6875;0;27;0.01427552;
07-04 18:28:56.021 18280 18302 I Unity   : [STATISTIC]397;19607813;0;19607447;858726400;15986688;1485403283;742031;143542;202240;515834;137240;315938;3828020;957553;0;27;0.0196187;
07-04 18:28:56.031 18280 18302 I Unity   : [STATISTIC]398;10937239;0;10936771;861663232;15986688;1485415987;438958;124740;137760;206980;65937;327657;2953698;1004271;0;27;0.01094578;
07-04 18:28:56.046 18280 18302 I Unity   : [STATISTIC]399;10561667;0;10561146;861978624;15986688;1485420499;35417;123594;143386;0;27969;263750;2171510;580365;0;27;0.01057109;
07-04 18:28:56.060 18280 18302 I Unity   : [STATISTIC]400;13820729;0;13820313;862167040;15986688;1485420499;32031;123750;133855;0;63958;310885;1717864;0;0;27;0.01383031;
07-04 18:28:56.075 18280 18302 I Unity   : [STATISTIC]401;15104687;0;15104218;862167040;15986688;1485420499;0;0;0;0;68438;0;0;0;0;27;0.01511213;
07-04 18:28:56.089 18280 18302 I Unity   : [STATISTIC]402;12674895;0;12674583;862302208;15986688;1485420499;29166;156354;131823;0;62136;512708;1953281;0;0;27;0.01269375;
07-04 18:28:56.104 18280 18302 I Unity   : [STATISTIC]403;14401042;0;14400521;864444416;15986688;1502197715;63907;144427;132396;235416;34115;371511;1916042;5938;0;27;0.01440932;
07-04 18:28:56.118 18280 18302 I Unity   : [STATISTIC]404;17158229;0;17157760;864444416;15986688;1502197715;53437;160625;172969;0;207969;376302;2829947;0;0;27;0.01716818;
07-04 18:28:56.129 18280 18302 I Unity   : [STATISTIC]405;10431250;0;10430885;864686080;15986688;1502197715;27031;151041;89635;0;60885;272917;1746615;0;0;27;0.01044031;
07-04 18:28:56.143 18280 18302 I Unity   : [STATISTIC]406;13653646;0;13653334;864686080;15986688;1502197715;22761;120104;78437;0;147604;193906;1625156;0;0;27;0.01366307;
07-04 18:28:56.158 18280 18302 I Unity   : [STATISTIC]407;13837136;0;13836718;865902592;15986688;1502226835;0;0;0;173282;44428;0;0;19740;0;27;0.01384885;
07-04 18:28:56.172 18280 18302 I Unity   : [STATISTIC]408;13919271;0;13918802;865902592;15986688;1502231379;21666;184792;78437;0;57135;342813;1912552;0;0;27;0.0139299;
07-04 18:28:56.187 18280 18302 I Unity   : [STATISTIC]409;13868750;0;13868438;865902592;15986688;1502231379;21197;124218;88073;0;81771;501615;1851407;0;0;27;0.01387943;
07-04 18:28:56.202 18280 18302 I Unity   : [STATISTIC]410;14569010;0;14568646;865902592;15986688;1502231379;49011;208229;123750;0;42188;264010;1906718;0;0;27;0.0145774;
07-04 18:28:56.216 18280 18302 I Unity   : [STATISTIC]411;17038177;0;17037813;866041856;15986688;1502231379;50208;149844;149166;0;59844;416718;3399011;0;0;27;0.01704943;
07-04 18:28:56.227 18280 18302 I Unity   : [STATISTIC]412;12949844;0;12949323;867471360;15986688;1519029555;63229;140729;93489;112813;95834;316719;1842291;6406;0;27;0.01295766;
07-04 18:28:56.242 18280 18302 I Unity   : [STATISTIC]413;11384167;0;11383750;867471360;15986688;1519034131;37604;124479;89896;0;63958;291980;1689895;0;0;27;0.01139552;
07-04 18:28:56.257 18280 18302 I Unity   : [STATISTIC]414;11421563;0;11421042;867471360;15986688;1519021651;0;0;0;0;43437;0;0;0;0;27;0.01142911;
07-04 18:28:56.276 18280 18302 I Unity   : [STATISTIC]415;21435364;0;21434844;869703680;15986688;1535807059;203229;290104;352395;116146;64219;647865;4176666;10729;0;27;0.0214474;
07-04 18:28:56.290 18280 18302 I Unity   : [STATISTIC]416;15985157;0;15984844;870395904;15986688;1535828051;27812;144115;89687;112864;70990;322396;1726146;6563;0;27;0.01599333;
07-04 18:28:56.303 18280 18302 I Unity   : [STATISTIC]417;12958229;0;12957812;872910848;15986688;1535840851;26823;121302;98594;137135;100052;281719;1680884;9583;0;27;0.01296849;
07-04 18:28:56.317 18280 18302 I Unity   : [STATISTIC]418;13554844;0;13554323;875114496;15986688;1535853683;28386;124479;87448;228385;67708;272657;1739168;6355;0;27;0.01356349;
07-04 18:28:56.330 18280 18302 I Unity   : [STATISTIC]419;13282135;0;13281823;877236224;15986688;1535809871;27552;119219;80209;117813;62657;303073;1719324;7031;0;27;0.01329505;
07-04 18:28:56.344 18280 18302 I Unity   : [STATISTIC]420;13194010;0;13193438;877735936;15986688;1535809871;26875;141042;97239;0;34480;339531;1890104;0;0;27;0.01320219;
07-04 18:28:56.358 18280 18302 I Unity   : [STATISTIC]421;12479271;0;12478959;877735936;15986688;1535809871;0;0;0;0;69375;0;0;0;0;27;0.01248953;
07-04 18:28:56.374 18280 18302 I Unity   : [STATISTIC]422;15691198;0;15690417;877735936;15986688;1552587087;24323;121979;85989;0;67656;324219;1869427;0;0;27;0.01570068;
07-04 18:28:56.386 18280 18302 I Unity   : [STATISTIC]423;18444114;0;18443802;879792128;15986688;1552608143;32292;151979;88073;158907;78281;368385;2027709;8021;0;27;0.0184601;
07-04 18:28:56.399 18280 18302 I Unity   : [STATISTIC]424;11076198;0;11075833;881938432;15986688;1552587151;30260;122812;94375;193385;70989;303437;1926458;7239;0;27;0.01109104;
07-04 18:28:56.412 18280 18302 I Unity   : [STATISTIC]425;13814584;0;13814114;884367360;15986688;1552595343;34635;138542;100677;201458;39896;585729;2431459;7291;0;27;0.01382448;
07-04 18:28:56.426 18280 18302 I Unity   : [STATISTIC]426;11774792;0;11774479;886673408;15986688;1569418035;65104;123282;168229;202760;74531;302395;2061770;7135;0;27;0.01178427;
07-04 18:28:56.440 18280 18302 I Unity   : [STATISTIC]427;12403490;0;12403177;889036800;15986688;1569447347;0;0;0;130000;102240;0;0;12188;0;27;0.01241448;
07-04 18:28:56.456 18280 18302 I Unity   : [STATISTIC]428;14739375;0;14739010;889331712;15986688;1569452083;36302;235989;104688;0;75781;469636;2268907;0;0;27;0.01474984;
07-04 18:28:56.468 18280 18302 I Unity   : [STATISTIC]429;17002761;0;17002500;891379712;15986688;1586237907;27292;137761;93646;212709;47656;367500;1993334;7656;0;27;0.01701964;
07-04 18:28:56.483 18280 18302 I Unity   : [STATISTIC]430;12327239;0;12326927;893681664;15986688;1586259091;24844;127709;84635;151354;59114;487604;2096510;8177;0;27;0.01233708;
07-04 18:28:56.496 18280 18302 I Unity   : [STATISTIC]431;13975000;0;13974531;895815680;15986688;1586318483;27864;130157;94895;230573;41562;306407;1875312;14114;0;27;0.01398656;
07-04 18:28:56.510 18280 18302 I Unity   : [STATISTIC]432;13183229;0;13182760;898031616;15986688;1586318483;79010;138646;130677;206875;133437;559375;2287500;7708;0;27;0.01319453;
07-04 18:28:56.524 18280 18302 I Unity   : [STATISTIC]433;12117969;0;12117656;900169728;15986688;1586326675;0;0;0;142917;79375;0;0;9740;0;27;0.01212703;
07-04 18:28:56.540 18280 18302 I Unity   : [STATISTIC]434;14232500;0;14232136;900386816;15986688;1586326675;29323;132916;88854;0;67448;314739;2072812;0;0;27;0.0142449;
07-04 18:28:56.553 18280 18302 I Unity   : [STATISTIC]435;18353281;0;18352968;902643712;15986688;1586351251;29427;131927;93698;143437;53698;363854;2042917;10624;0;27;0.01836542;
07-04 18:28:56.566 18280 18302 I Unity   : [STATISTIC]436;11614844;0;11614480;902770688;15986688;1603133299;29271;132135;87292;0;96510;472188;2000885;0;0;27;0.01162578;
07-04 18:28:56.580 18280 18302 I Unity   : [STATISTIC]437;14000313;0;13999844;905342976;15986688;1619910515;33594;121771;84167;229114;44114;378750;1827813;7396;0;27;0.01401141;
07-04 18:28:56.593 18280 18302 I Unity   : [STATISTIC]438;14742240;0;14741875;907485184;15986688;1619910515;27969;131197;104271;267448;86354;336927;1877240;7604;0;27;0.01475385;
07-04 18:28:56.607 18280 18302 I Unity   : [STATISTIC]439;13941927;0;13941511;909946880;15986688;1619933423;45104;118646;117135;278489;111094;361771;2174739;12917;0;27;0.01395349;
07-04 18:28:56.621 18280 18302 I Unity   : [STATISTIC]440;10631875;0;10631563;912080896;15986688;1619962895;0;0;0;357864;79010;0;0;9844;0;27;0.01064151;
07-04 18:28:56.636 18280 18302 I Unity   : [STATISTIC]441;13565990;0;13565468;912265216;15986688;1619967791;37812;135885;105417;0;37188;340156;2028073;0;0;27;0.01357615;
07-04 18:28:56.650 18280 18302 I Unity   : [STATISTIC]442;17392865;0;17392552;914530304;15986688;1620000539;32292;124271;88125;264218;41823;311355;1893176;7605;0;27;0.01740474;
07-04 18:28:56.663 18280 18302 I Unity   : [STATISTIC]443;14339114;0;14338541;916750336;15986688;1636807291;28385;128750;108542;259167;79688;313958;1799792;10364;0;27;0.01434969;
07-04 18:28:56.677 18280 18302 I Unity   : [STATISTIC]444;12207813;0;12207448;919302144;15986688;1636812251;56198;172708;121407;241980;72448;521041;2304792;13542;0;27;0.01221859;
07-04 18:28:56.691 18280 18302 I Unity   : [STATISTIC]445;12005573;0;12005261;921440256;15986688;1636834511;0;0;0;271198;132398;0;0;16094;0;27;0.01201615;
07-04 18:28:56.706 18280 18302 I Unity   : [STATISTIC]446;13818959;0;13818541;921440256;15986688;1653611727;26250;129531;94375;0;73802;393177;1900417;0;0;27;0.01382911;
07-04 18:28:56.721 18280 18302 I Unity   : [STATISTIC]447;21168646;0;21168334;923484160;15986688;1653611727;59531;185417;162239;388489;174115;384740;2366615;13021;0;27;0.02117912;
07-04 18:28:56.735 18280 18302 I Unity   : [STATISTIC]448;11446458;0;11446042;926081024;15986688;1653642347;49635;154427;115312;252239;86147;447344;2092343;12032;0;27;0.01145901;
07-04 18:28:56.748 18280 18302 I Unity   : [STATISTIC]449;11270312;0;11269896;926081024;15986688;1653633515;28021;118854;89011;0;73437;266355;1589688;0;0;27;0.01127948;
07-04 18:28:56.762 18280 18302 I Unity   : [STATISTIC]450;16103854;0;16103438;928542720;15986688;1670432067;26719;136771;83490;348542;44688;189531;1800415;10313;0;27;0.01611422;
07-04 18:28:56.776 18280 18302 I Unity   : [STATISTIC]451;13051875;0;13051562;930856960;15986688;1670489239;29323;125573;80156;260000;80261;352448;1666822;9062;0;27;0.01306443;
07-04 18:28:56.790 18280 18302 I Unity   : [STATISTIC]452;10635052;0;10634635;930856960;15986688;1670494231;0;0;0;0;90000;0;0;0;0;27;0.01064484;
07-04 18:28:56.804 18280 18302 I Unity   : [STATISTIC]453;17118333;0;17118021;933085184;15986688;1670494231;26250;121355;90729;287292;99896;284583;1699478;11979;0;27;0.01712828;
07-04 18:28:56.817 18280 18302 I Unity   : [STATISTIC]454;14605677;0;14605365;935264256;15986688;1670527067;25781;121042;88854;184010;95833;321823;1884479;12969;0;27;0.01461755;
07-04 18:28:56.831 18280 18302 I Unity   : [STATISTIC]455;12471771;0;12471406;937324544;15986688;1670540283;19948;118021;80208;188646;67656;290000;1652083;12188;0;27;0.01248245;
07-04 18:28:56.845 18280 18302 I Unity   : [STATISTIC]456;13978750;0;13978437;939622400;15986688;1687333883;23437;125990;102552;126771;132031;277708;1798698;13334;0;27;0.01398755;
07-04 18:28:56.859 18280 18302 I Unity   : [STATISTIC]457;13958229;0;13957916;941920256;15986688;1704140731;27812;118542;113437;132083;53959;220261;1796095;8854;0;27;0.01396812;
