
07-04 11:29:43.201  9379  9406 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;NFE Snapshot Tick;NFE Snapshot Size (bits);NFE RTT;NFE Jitter;Multiplay FPS;Multiplay BitRate In;Multiplay BitRate Out;Multiplay RTT (ms);Multiplay PacketLoss;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameServer Opencraft.Player.PlayerMovementSystem;GameClient Opencraft.Player.PlayerMovementSystem;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-04 11:29:43.257  9379  9406 I Unity   : [STATISTIC]299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01443021;
07-04 11:29:43.283  9379  9406 I Unity   : [STATISTIC]300;0;0;0;756465664;16392192;880947447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01443021;
07-04 11:29:43.554  9379  9406 I Unity   : [STATISTIC]301;280416510;0;280416146;760000512;16392192;880947447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02;
07-04 11:29:43.566  9379  9406 I Unity   : [STATISTIC]302;15780521;0;15779896;761413632;16392192;880947447;0;0;0;0;0;0;0;0;0;312;780;626;0;0;0;0;0;0.01579208;
07-04 11:29:43.574  9379  9406 I Unity   : [STATISTIC]303;5515209;0;5514791;761675776;16392192;880947447;0;0;0;0;0;0;0;0;0;208;573;156;0;0;0;0;0;0.005524688;
07-04 11:29:43.593  9379  9406 I Unity   : [STATISTIC]304;8231458;0;8230990;761942016;16392192;880947447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008234166;
07-04 11:29:43.607  9379  9406 I Unity   : [STATISTIC]305;18527813;0;18527343;771141632;16392192;921280759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01854;
07-04 11:29:43.620  9379  9406 I Unity   : [STATISTIC]306;15488177;0;15487605;769085440;16392192;918784919;0;0;0;0;0;0;0;0;0;365;573;104;0;0;0;0;0;0.0154926;
07-04 11:29:43.634  9379  9406 I Unity   : [STATISTIC]307;12317188;0;12316614;769896448;16392192;919057795;0;0;0;0;0;0;0;0;0;365;468;104;0;0;0;0;0;0.01232745;
07-04 11:29:43.649  9379  9406 I Unity   : [STATISTIC]308;14289584;0;14289011;769896448;16392192;919084419;0;0;0;0;0;0;0;0;0;209;365;156;0;0;0;0;0;0.01429948;
07-04 11:29:43.663  9379  9406 I Unity   : [STATISTIC]309;14720052;0;14719635;771096576;16392192;919084419;0;0;0;0;0;0;0;0;0;209;469;208;0;0;0;0;0;0.01473979;
07-04 11:29:43.677  9379  9406 I Unity   : [STATISTIC]310;13799115;0;13798594;772452352;16392192;919084419;0;0;0;0;0;0;0;0;0;365;365;104;0;0;0;0;0;0.01380359;
07-04 11:29:43.691  9379  9406 I Unity   : [STATISTIC]311;13949219;0;13948854;772915200;16392192;919084419;0;0;0;0;0;0;0;0;0;364;677;104;0;0;0;0;0;0.01395927;
07-04 11:29:43.705  9379  9406 I Unity   : [STATISTIC]312;24667031;0;24666563;773754880;16392192;919092611;0;0;0;0;0;0;0;0;0;1922708;1292812;218021;0;0;0;0;27;0.02467276;
07-04 11:29:43.718  9379  9406 I Unity   : [STATISTIC]313;4827917;0;4827447;773947392;16392192;919092611;0;0;0;0;0;0;0;0;0;12760;23281;93489;0;0;0;0;27;0.004835;
07-04 11:29:43.731  9379  9406 I Unity   : [STATISTIC]314;12830312;0;12829688;772694016;16392192;918044035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01284479;
07-04 11:29:43.745  9379  9406 I Unity   : [STATISTIC]315;12255625;0;12255156;773009408;16392192;918044035;0;0;0;0;0;0;0;0;0;15260;36041;96823;0;0;0;0;27;0.01229;
07-04 11:29:43.758  9379  9406 I Unity   : [STATISTIC]316;15713854;0;15713281;773009408;16392192;918044035;0;0;0;0;0;0;0;0;0;13697;62760;79739;0;0;0;0;27;0.01573036;
07-04 11:29:43.773  9379  9406 I Unity   : [STATISTIC]317;11563229;0;11562864;773009408;16392192;918044035;0;0;0;0;0;0;0;0;0;9323;29844;54219;0;0;0;0;27;0.01157052;
07-04 11:29:43.788  9379  9406 I Unity   : [STATISTIC]318;14614948;0;14614375;773009408;16392192;918044035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.0146213;
07-04 11:29:43.801  9379  9406 I Unity   : [STATISTIC]319;15275417;0;15274896;773009408;16392192;918044035;0;0;0;0;0;0;0;0;0;8125;39583;53333;0;0;0;0;27;0.01529375;
07-04 11:29:43.815  9379  9406 I Unity   : [STATISTIC]320;12844843;0;12844427;773255168;16392192;918044143;0;0;0;0;0;0;0;0;0;7812;26562;45104;0;0;0;0;27;0.01286568;
07-04 11:29:43.828  9379  9406 I Unity   : [STATISTIC]321;15520781;0;15520417;773255168;16392192;918044143;0;0;0;0;0;0;0;0;0;9219;37500;63125;0;0;0;0;27;0.01552599;
07-04 11:29:43.842  9379  9406 I Unity   : [STATISTIC]322;11906718;0;11906354;773255168;16392192;918044143;0;0;0;0;0;0;0;0;0;6407;28802;45417;0;0;0;0;27;0.01191516;
07-04 11:29:43.857  9379  9406 I Unity   : [STATISTIC]323;13399739;0;13399114;773255168;16392192;918044143;0;0;0;0;0;0;0;0;0;8073;26406;46198;0;0;0;0;27;0.01342479;
07-04 11:29:43.871  9379  9406 I Unity   : [STATISTIC]324;14320729;0;14320312;773505024;16392192;918044143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01432682;
07-04 11:29:43.883  9379  9406 I Unity   : [STATISTIC]325;15784323;0;15783907;773505024;16392192;918044143;0;0;0;0;0;0;0;0;0;10937;36041;75781;0;0;0;0;27;0.01579052;
07-04 11:29:43.898  9379  9406 I Unity   : [STATISTIC]326;11643646;0;11643125;773505024;16392192;918044143;0;0;0;0;0;0;0;0;0;7187;34532;42500;0;0;0;0;27;0.01166813;
07-04 11:29:43.912  9379  9406 I Unity   : [STATISTIC]327;15173021;0;15172552;773505024;16392192;918044143;0;0;0;0;0;0;0;0;0;10208;40365;69115;0;0;0;0;27;0.01519489;
07-04 11:29:43.926  9379  9406 I Unity   : [STATISTIC]328;12898593;0;12898125;773746688;16392192;918044143;0;0;0;0;0;0;0;0;0;10104;31302;47604;0;0;0;0;27;0.01290547;
07-04 11:29:43.940  9379  9406 I Unity   : [STATISTIC]329;14129844;0;14129375;773746688;16392192;917913071;0;0;0;0;0;0;0;0;0;8959;29322;43177;0;0;0;0;27;0.01414406;
07-04 11:29:43.952  9379  9406 I Unity   : [STATISTIC]330;15619375;0;15618854;773746688;16392192;917913071;0;0;0;0;0;0;0;0;0;15573;39531;75157;0;0;0;0;27;0.01562667;
07-04 11:29:43.967  9379  9406 I Unity   : [STATISTIC]331;9702239;0;9701927;773746688;16392192;917913071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.009722605;
07-04 11:29:43.980  9379  9406 I Unity   : [STATISTIC]332;18983854;0;18983229;773746688;16392192;917913071;0;0;0;0;0;0;0;0;0;28490;60937;129739;0;0;0;0;27;0.01898979;
07-04 11:29:44.002  9379  9406 I Unity   : [STATISTIC]333;9880469;0;9880000;773992448;16392192;917913071;0;0;0;0;0;0;0;0;0;10208;34323;46562;0;0;0;0;27;0.009894063;
07-04 11:29:44.014  9379  9406 I Unity   : [STATISTIC]334;22303073;0;22302396;773853184;16392192;917913071;0;0;0;0;0;0;0;0;0;11823;40833;58593;0;0;0;0;27;0.02231422;
07-04 11:29:44.029  9379  9406 I Unity   : [STATISTIC]335;13465417;0;13464739;773853184;16392192;917913071;0;0;0;0;0;0;0;0;0;15261;41511;77656;0;0;0;0;27;0.01347672;
07-04 11:29:44.043  9379  9406 I Unity   : [STATISTIC]336;14228542;0;14227916;773853184;16392192;917913071;0;0;0;0;0;0;0;0;0;14063;48907;69948;0;0;0;0;27;0.01423474;
07-04 11:29:44.057  9379  9406 I Unity   : [STATISTIC]337;14720885;0;14720365;773853184;16392192;917913071;0;0;0;0;0;0;0;0;0;11198;41563;75834;0;0;0;0;27;0.01476443;
07-04 11:29:44.072  9379  9406 I Unity   : [STATISTIC]338;11845052;0;11844479;773853184;16392192;917913071;0;0;0;0;0;0;0;0;0;9688;30208;46667;0;0;0;0;27;0.01186521;
07-04 11:29:44.087  9379  9406 I Unity   : [STATISTIC]339;14595729;0;14595365;773853184;16392192;917913071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01460745;
07-04 11:29:44.100  9379  9406 I Unity   : [STATISTIC]340;15644063;0;15643490;774094848;16392192;917913071;0;0;0;0;0;0;0;0;0;11406;39322;54115;0;0;0;0;27;0.01565359;
07-04 11:29:44.113  9379  9406 I Unity   : [STATISTIC]341;13614583;0;13614167;774094848;16392192;917913071;0;0;0;0;0;0;0;0;0;10000;59114;60573;0;0;0;0;27;0.01362109;
07-04 11:29:44.127  9379  9406 I Unity   : [STATISTIC]342;12754531;0;12753750;774094848;16392192;917913071;0;0;0;0;0;0;0;0;0;11250;36458;53073;0;0;0;0;27;0.01276901;
07-04 11:29:44.141  9379  9406 I Unity   : [STATISTIC]343;15371510;0;15371198;774094848;16392192;917913071;0;0;0;0;0;0;0;0;0;14427;55261;74010;0;0;0;0;27;0.01538552;
07-04 11:29:44.157  9379  9406 I Unity   : [STATISTIC]344;13439063;0;13438490;774336512;16392192;917913071;0;0;0;0;0;0;0;0;0;16718;60521;89375;0;0;0;0;27;0.01344922;
07-04 11:29:44.170  9379  9406 I Unity   : [STATISTIC]345;13571667;0;13570938;774336512;16392192;917913071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01360229;
07-04 11:29:44.186  9379  9406 I Unity   : [STATISTIC]346;14708229;0;14707812;774336512;16392192;917913071;0;0;0;0;0;0;0;0;0;8646;36146;57708;0;0;0;0;27;0.01471583;
07-04 11:29:44.199  9379  9406 I Unity   : [STATISTIC]347;16264531;0;16264167;774336512;16392192;917913071;0;0;0;0;0;0;0;0;0;17135;47917;93386;0;0;0;0;27;0.01627359;
07-04 11:29:44.212  9379  9406 I Unity   : [STATISTIC]348;13833594;0;13832969;774336512;16392192;917913071;0;0;0;0;0;0;0;0;0;11354;40625;95052;0;0;0;0;27;0.01383693;
07-04 11:29:44.226  9379  9406 I Unity   : [STATISTIC]349;13039844;0;13039531;774569984;16392192;917913071;0;0;0;0;0;0;0;0;0;10416;39635;61198;0;0;0;0;27;0.01305328;
07-04 11:29:44.241  9379  9406 I Unity   : [STATISTIC]350;13277760;0;13277135;774569984;16392192;917913071;0;0;0;0;0;0;0;0;0;11562;39219;47760;0;0;0;0;27;0.01330734;
07-04 11:29:44.255  9379  9406 I Unity   : [STATISTIC]351;14531823;0;14531354;774569984;16392192;917913071;0;0;0;0;0;0;0;0;0;11198;38282;53855;0;0;0;0;27;0.01454964;
07-04 11:29:44.270  9379  9406 I Unity   : [STATISTIC]352;12656458;0;12655938;774569984;16392192;917913071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01265948;
07-04 11:29:44.283  9379  9406 I Unity   : [STATISTIC]353;16207917;0;16207396;774713344;16392192;917913071;0;0;0;0;0;0;0;0;0;10938;47344;49427;0;0;0;0;27;0.01622734;
07-04 11:29:44.297  9379  9406 I Unity   : [STATISTIC]354;12874532;0;12873958;774713344;16392192;917913071;0;0;0;0;0;0;0;0;0;11927;38386;47292;0;0;0;0;27;0.01289214;
07-04 11:29:44.311  9379  9406 I Unity   : [STATISTIC]355;16111354;0;16110938;774713344;16392192;917913071;0;0;0;0;0;0;0;0;0;16510;53073;86614;0;0;0;0;27;0.01612422;
07-04 11:29:44.325  9379  9406 I Unity   : [STATISTIC]356;11625937;0;11625364;774713344;16392192;917913071;0;0;0;0;0;0;0;0;0;8281;31718;46615;0;0;0;0;27;0.01163807;
07-04 11:29:44.338  9379  9406 I Unity   : [STATISTIC]357;14488489;0;14487969;774713344;16392192;917913071;0;0;0;0;0;0;0;0;0;12187;42657;49895;0;0;0;0;27;0.01449552;
07-04 11:29:44.353  9379  9406 I Unity   : [STATISTIC]358;11391354;0;11390729;774713344;16392192;917913071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01140448;
07-04 11:29:44.408  9379  9406 I Unity   : [STATISTIC]359;17884948;0;17884271;774713344;16392192;917913071;0;0;0;0;0;0;0;0;0;11562;38958;50052;0;0;0;0;27;0.01789557;
07-04 11:29:44.435  9379  9406 I Unity   : [STATISTIC]360;71366667;0;71365990;765857792;16392192;920151343;0;0;0;0;0;0;0;0;0;9583;56980;46302;0;0;0;0;27;0.07138005;
07-04 11:29:44.449  9379  9406 I Unity   : [STATISTIC]361;18313906;0;18313437;767709184;16392192;1348035887;0;0;0;0;0;0;0;0;0;1242188;539270;217396;0;0;0;0;27;0.01832729;
07-04 11:29:44.458  9379  9406 I Unity   : [STATISTIC]362;8767604;0;8767083;768950272;16392192;1348035887;0;0;0;0;0;0;0;0;0;602187;59947;113281;0;0;0;0;27;0.008779323;
07-04 11:29:44.465  9379  9406 I Unity   : [STATISTIC]363;6567500;0;6566302;769150976;16392192;1348035887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.00657375;
07-04 11:29:44.474  9379  9406 I Unity   : [STATISTIC]364;8601198;0;8600729;769966080;16392192;1348035887;0;0;0;0;0;0;0;0;0;596303;77292;127604;0;0;0;0;27;0.008624688;
07-04 11:29:44.489  9379  9406 I Unity   : [STATISTIC]365;5853594;0;5853178;770125824;16392192;1348035887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.00586375;
07-04 11:29:44.642  9379  9406 I Unity   : [STATISTIC]366;160153750;0;160153229;798515200;16392192;1358558607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.1601612;
07-04 11:29:44.657  9379  9406 I Unity   : [STATISTIC]367;18155209;0;18154636;804257792;16392192;1369069007;0;0;0;0;0;0;0;0;0;870366;200417;397187;0;0;0;0;27;0.01816672;
07-04 11:29:44.667  9379  9406 I Unity   : [STATISTIC]368;9649115;0;9648697;807206912;16392192;1379562991;0;0;0;0;0;0;0;0;0;12656;79062;93489;0;0;0;0;27;0.009660417;
07-04 11:29:44.676  9379  9406 I Unity   : [STATISTIC]369;8897917;0;8897188;811528192;16392192;1400534511;0;0;0;0;0;0;0;0;0;11667;67084;60521;0;0;0;0;27;0.008907344;
07-04 11:29:44.683  9379  9406 I Unity   : [STATISTIC]370;7842396;0;7841875;816062464;16392192;1404728815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.007854114;
07-04 11:29:44.697  9379  9406 I Unity   : [STATISTIC]371;7096875;0;7096407;816242688;16392192;1404728815;0;0;0;0;0;0;0;0;0;15520;70468;65625;0;0;0;0;27;0.007105469;
07-04 11:29:44.712  9379  9406 I Unity   : [STATISTIC]372;12666666;0;12666146;816242688;16392192;1404728815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01267411;
07-04 11:29:44.726  9379  9406 I Unity   : [STATISTIC]373;16457864;0;16457344;816480256;16392192;1404728815;0;0;0;0;0;0;0;0;0;11614;69844;54427;0;0;0;0;27;0.0164713;
07-04 11:29:44.740  9379  9406 I Unity   : [STATISTIC]374;13998906;0;13998385;816664576;16392192;1404728815;0;0;0;0;0;0;0;0;0;11458;69687;52969;0;0;0;0;27;0.01400818;
07-04 11:29:44.766  9379  9406 I Unity   : [STATISTIC]375;31692708;0;31692292;819081216;16392192;1404778855;0;0;0;0;0;0;0;0;0;18490;117135;76406;654115;0;0;0;27;0.03170229;
07-04 11:29:44.778  9379  9406 I Unity   : [STATISTIC]376;12064531;0;12064115;823771136;16392192;1421596999;0;0;0;0;0;0;0;0;0;20989;168282;100260;168073;0;0;0;27;0.01208021;
07-04 11:29:44.786  9379  9406 I Unity   : [STATISTIC]377;8702240;0;8701562;826126336;16392192;1421651239;0;0;0;0;0;0;0;0;0;0;0;0;199791;0;0;0;27;0.008749896;
07-04 11:29:44.794  9379  9406 I Unity   : [STATISTIC]378;7979323;0;7978698;826732544;16392192;1421663815;0;0;0;0;0;0;0;0;0;12865;79063;51563;0;0;0;0;27;0.007989166;
07-04 11:29:44.806  9379  9406 I Unity   : [STATISTIC]379;8225781;0;8225365;829005824;16392192;1421688615;0;0;0;0;0;0;0;0;0;0;0;0;131250;0;0;0;27;0.008234271;
07-04 11:29:44.821  9379  9406 I Unity   : [STATISTIC]380;11016354;0;11015938;829005824;16392192;1421692839;0;0;0;0;0;0;0;0;0;10781;64688;48854;0;0;0;0;27;0.01102995;
07-04 11:29:44.835  9379  9406 I Unity   : [STATISTIC]381;15186093;0;15185469;829149184;16392192;1438470055;0;0;0;0;0;0;0;0;0;15937;94635;95105;0;0;0;0;27;0.01519354;
07-04 11:29:44.848  9379  9406 I Unity   : [STATISTIC]382;13370469;0;13370052;831606784;16392192;1438506863;0;0;0;0;0;0;0;0;0;0;0;0;196146;0;0;0;27;0.01338505;
07-04 11:29:44.863  9379  9406 I Unity   : [STATISTIC]383;12906355;0;12905833;831606784;16392192;1438511119;0;0;0;0;0;0;0;0;0;11250;64323;51094;0;0;0;0;27;0.01292234;
07-04 11:29:44.877  9379  9406 I Unity   : [STATISTIC]384;19736771;0;19736250;833933312;16392192;1438548175;0;0;0;0;0;0;0;0;0;24218;95521;128385;189687;0;0;0;27;0.01974469;
07-04 11:29:44.887  9379  9406 I Unity   : [STATISTIC]385;12241666;0;12241302;836489216;16392192;1438560655;0;0;0;0;0;0;0;0;0;12656;130781;59583;128802;0;0;0;27;0.01226854;
07-04 11:29:44.900  9379  9406 I Unity   : [STATISTIC]386;8966250;0;8965625;836935680;16392192;1438560655;0;0;0;0;0;0;0;0;0;17500;79219;65104;0;0;0;0;27;0.008976823;
07-04 11:29:44.916  9379  9406 I Unity   : [STATISTIC]387;12920417;0;12920104;838995968;16392192;1455356659;0;0;0;0;0;0;0;0;0;0;0;0;237292;0;0;0;27;0.01293266;
07-04 11:29:44.930  9379  9406 I Unity   : [STATISTIC]388;18540886;0;18540469;838995968;16392192;1455356659;0;0;0;0;0;0;0;0;0;20937;128854;88854;0;0;0;0;27;0.01855229;
07-04 11:29:44.942  9379  9406 I Unity   : [STATISTIC]389;13817604;0;13817135;840085504;16392192;1455369063;0;0;0;0;0;0;0;0;0;10364;80885;57864;192344;0;0;0;27;0.01382807;
07-04 11:29:44.956  9379  9406 I Unity   : [STATISTIC]390;9214375;0;9214010;840245248;16392192;1472150599;0;0;0;0;0;0;0;0;0;11458;75729;48750;0;0;0;0;27;0.009228542;
07-04 11:29:44.972  9379  9406 I Unity   : [STATISTIC]391;15684063;0;15683541;842690560;16392192;1472235663;0;0;0;0;0;0;0;0;0;19479;71615;64896;453334;0;0;0;27;0.01569271;
07-04 11:29:44.985  9379  9406 I Unity   : [STATISTIC]392;18671563;0;18671041;845516800;16392192;1472260719;0;0;0;0;0;0;0;0;0;19948;111250;101198;416927;0;0;0;27;0.01868245;
07-04 11:29:44.996  9379  9406 I Unity   : [STATISTIC]393;10816562;0;10816041;848146432;16392192;1489042319;0;0;0;0;0;0;0;0;0;14375;63594;54740;243438;0;0;0;27;0.01082729;
07-04 11:29:45.010  9379  9406 I Unity   : [STATISTIC]394;10305573;0;10305156;850350080;16392192;1489054927;0;0;0;0;0;0;0;0;0;0;0;0;117552;0;0;0;27;0.01031479;
07-04 11:29:45.025  9379  9406 I Unity   : [STATISTIC]395;13880104;0;13879636;850497536;16392192;1489059343;0;0;0;0;0;0;0;0;0;10365;60052;48906;0;0;0;0;27;0.01388823;
07-04 11:29:45.039  9379  9406 I Unity   : [STATISTIC]396;14763906;0;14763386;852996096;16392192;1489123211;0;0;0;0;0;0;0;0;0;15000;65938;60104;284167;0;0;0;27;0.01477521;
07-04 11:29:45.053  9379  9406 I Unity   : [STATISTIC]397;14275364;0;14274844;855363584;16392192;1489168651;0;0;0;0;0;0;0;0;0;19427;66614;70468;296563;0;0;0;27;0.01428568;
07-04 11:29:45.067  9379  9406 I Unity   : [STATISTIC]398;13996303;0;13995677;857800704;16392192;1489226183;0;0;0;0;0;0;0;0;0;11823;63281;59271;478385;0;0;0;27;0.0140051;
07-04 11:29:45.081  9379  9406 I Unity   : [STATISTIC]399;12232969;0;12232552;857800704;16392192;1489230695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01224307;
07-04 11:29:45.097  9379  9406 I Unity   : [STATISTIC]400;13982396;0;13981875;857935872;16392192;1489230695;0;0;0;0;0;0;0;0;0;16146;83490;98333;0;0;0;0;27;0.01399156;
07-04 11:29:45.111  9379  9406 I Unity   : [STATISTIC]401;14907187;0;14906719;858144768;16392192;1489230695;0;0;0;0;0;0;0;0;0;156354;67187;76407;0;0;0;0;27;0.0149174;
07-04 11:29:45.125  9379  9406 I Unity   : [STATISTIC]402;14160572;0;14160260;857980928;16392192;1489230695;0;0;0;0;0;0;0;0;0;16771;220208;69635;0;0;0;0;27;0.01417057;
07-04 11:29:45.139  9379  9406 I Unity   : [STATISTIC]403;17369271;0;17368855;857980928;16392192;1489230695;0;0;0;0;0;0;0;0;0;17187;78750;79427;0;0;0;0;27;0.01737854;
07-04 11:29:45.150  9379  9406 I Unity   : [STATISTIC]404;11060781;0;11060312;858144768;16392192;1489230695;0;0;0;0;0;0;0;0;0;9791;69531;51302;0;0;0;0;27;0.01106844;
07-04 11:29:45.167  9379  9406 I Unity   : [STATISTIC]405;10972709;0;10972188;857350144;16392192;1489230695;0;0;0;0;0;0;0;0;0;12344;65782;52969;0;0;0;0;27;0.01098588;
07-04 11:29:45.181  9379  9406 I Unity   : [STATISTIC]406;17148072;0;17147552;857350144;16392192;1489230695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01715719;
07-04 11:29:45.194  9379  9406 I Unity   : [STATISTIC]407;18422083;0;18421667;858902528;16392192;1489230695;0;0;0;0;0;0;0;0;0;19896;81354;78594;319219;0;0;0;27;0.01843213;
07-04 11:29:45.212  9379  9406 I Unity   : [STATISTIC]408;8255990;0;8255521;859410432;16392192;1489230695;0;0;0;0;0;0;0;0;0;12760;59740;186875;0;0;0;0;27;0.008266146;
07-04 11:29:45.227  9379  9406 I Unity   : [STATISTIC]409;21012135;0;21010833;856870912;16392192;1489218215;0;0;0;0;0;0;0;0;0;16823;85104;97656;0;0;0;0;27;0.02100917;
07-04 11:29:45.239  9379  9406 I Unity   : [STATISTIC]410;11557447;0;11557031;856870912;16392192;1489218215;0;0;0;0;0;0;0;0;0;9843;59427;48907;0;0;0;0;27;0.01159391;
07-04 11:29:45.255  9379  9406 I Unity   : [STATISTIC]411;12938646;0;12938125;858980352;16392192;1489226407;0;0;0;0;0;0;0;0;0;14011;74636;62500;117291;0;0;0;27;0.01294802;
07-04 11:29:45.268  9379  9406 I Unity   : [STATISTIC]412;15660156;0;15659739;859222016;16392192;1506003623;0;0;0;0;0;0;0;0;0;13906;65104;63750;0;0;0;0;27;0.01567188;
07-04 11:29:45.282  9379  9406 I Unity   : [STATISTIC]413;12382239;0;12381667;859357184;16392192;1522780839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01239036;
07-04 11:29:45.297  9379  9406 I Unity   : [STATISTIC]414;14241146;0;14240625;859357184;16392192;1522755687;0;0;0;0;0;0;0;0;0;11042;71406;52031;0;0;0;0;27;0.01425318;
07-04 11:29:45.311  9379  9406 I Unity   : [STATISTIC]415;16675000;0;16674323;861716480;16392192;1522755687;0;0;0;0;0;0;0;0;0;11407;65729;55260;173385;0;0;0;27;0.01668568;
07-04 11:29:45.324  9379  9406 I Unity   : [STATISTIC]416;14213229;0;14212708;863977472;16392192;1522772071;0;0;0;0;0;0;0;0;0;10885;61667;50417;106041;0;0;0;27;0.01422823;
07-04 11:29:45.338  9379  9406 I Unity   : [STATISTIC]417;12251927;0;12251354;866054144;16392192;1539553735;0;0;0;0;0;0;0;0;0;32812;71355;52604;175156;0;0;0;27;0.01226057;
07-04 11:29:45.352  9379  9406 I Unity   : [STATISTIC]418;12694479;0;12693907;866283520;16392192;1539558183;0;0;0;0;0;0;0;0;0;10834;62084;48230;0;0;0;0;27;0.01270641;
07-04 11:29:45.367  9379  9406 I Unity   : [STATISTIC]419;14334271;0;14333906;868655104;16392192;1539564827;0;0;0;0;0;0;0;0;0;0;0;0;187813;0;0;0;27;0.01434635;
07-04 11:29:45.381  9379  9406 I Unity   : [STATISTIC]420;14415104;0;14414740;868818944;16392192;1556342043;0;0;0;0;0;0;0;0;0;12396;63073;53229;0;0;0;0;27;0.01442385;
07-04 11:29:45.395  9379  9406 I Unity   : [STATISTIC]421;20047500;0;20047083;870961152;16392192;1556342043;0;0;0;0;0;0;0;0;0;24375;86875;106042;256198;0;0;0;27;0.02005838;
07-04 11:29:45.406  9379  9406 I Unity   : [STATISTIC]422;11592709;0;11592292;875749376;16392192;1556434591;0;0;0;0;0;0;0;0;0;22917;70677;79479;212969;0;0;0;27;0.01160016;
07-04 11:29:45.420  9379  9406 I Unity   : [STATISTIC]423;7933541;0;7933073;876097536;16392192;1556443679;0;0;0;0;0;0;0;0;0;11614;63907;46771;0;0;0;0;27;0.00794427;
07-04 11:29:45.436  9379  9406 I Unity   : [STATISTIC]424;19998230;0;19997708;878407680;16392192;1556403591;0;0;0;0;0;0;0;0;0;20521;78854;74687;287552;0;0;0;27;0.01990917;
07-04 11:29:45.450  9379  9406 I Unity   : [STATISTIC]425;11219480;0;11219114;880742400;16392192;1573180807;0;0;0;0;0;0;0;0;0;11354;70468;54219;184062;0;0;0;27;0.01135578;
07-04 11:29:45.463  9379  9406 I Unity   : [STATISTIC]426;11018438;0;11017917;880742400;16392192;1573180807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01102547;
07-04 11:29:45.477  9379  9406 I Unity   : [STATISTIC]427;17762760;0;17762291;882794496;16392192;1573209991;0;0;0;0;0;0;0;0;0;12552;69114;62239;156094;0;0;0;27;0.01777745;
07-04 11:29:45.491  9379  9406 I Unity   : [STATISTIC]428;12876146;0;12875729;885051392;16392192;1573222823;0;0;0;0;0;0;0;0;0;11354;66198;52917;174375;0;0;0;27;0.01288823;
07-04 11:29:45.505  9379  9406 I Unity   : [STATISTIC]429;11788854;0;11788385;885272576;16392192;1589987239;0;0;0;0;0;0;0;0;0;11093;67604;49323;0;0;0;0;27;0.01179708;
07-04 11:29:45.519  9379  9406 I Unity   : [STATISTIC]430;15435052;0;15434531;885428224;16392192;1589987239;0;0;0;0;0;0;0;0;0;15521;105052;65417;0;0;0;0;27;0.01544526;
07-04 11:29:45.534  9379  9406 I Unity   : [STATISTIC]431;14853959;0;14853437;887652352;16392192;1589987239;0;0;0;0;0;0;0;0;0;10313;66146;48177;166197;0;0;0;27;0.01486479;
07-04 11:29:45.547  9379  9406 I Unity   : [STATISTIC]432;13383906;0;13383385;889794560;16392192;1590023231;0;0;0;0;0;0;0;0;0;0;0;0;219218;0;0;0;27;0.01339328;
07-04 11:29:45.561  9379  9406 I Unity   : [STATISTIC]433;12375364;0;12374948;889954304;16392192;1590027903;0;0;0;0;0;0;0;0;0;9635;68750;51250;0;0;0;0;27;0.01238573;
07-04 11:29:45.576  9379  9406 I Unity   : [STATISTIC]434;16686770;0;16686250;892166144;16392192;1606821503;0;0;0;0;0;0;0;0;0;10521;63281;48698;198073;0;0;0;27;0.01669615;
