
07-04 18:16:58.594  4822  4854 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-04 18:18:06.667  4822  4854 I Unity   : [STATISTIC]5151;17613438;0;17613073;3235606528;16084992;7243309451;27395;101250;86511;0;565210;329895;1801146;0;0;27;0.01763719;
07-04 18:18:06.692  4822  4854 I Unity   : [STATISTIC]5152;13994167;0;13993803;3235606528;16084992;7243309451;25990;107135;85729;0;527343;433645;1921770;0;0;27;0.01400359;
07-04 18:18:06.706  4822  4854 I Unity   : [STATISTIC]5153;25854948;0;25854428;3235606528;16084992;7243309451;46928;139843;136927;0;833281;515677;2424011;0;0;27;0.02585734;
07-04 18:18:06.719  4822  4854 I Unity   : [STATISTIC]5154;12702657;0;12702291;3235606528;16084992;7243309451;80417;186302;179479;0;563334;583906;2863385;0;0;27;0.01272521;
07-04 18:18:06.734  4822  4854 I Unity   : [STATISTIC]5155;10393646;0;10393281;3235606528;16084992;7243309451;0;0;0;0;531147;0;0;0;0;27;0.01040229;
07-04 18:18:06.748  4822  4854 I Unity   : [STATISTIC]5156;16821719;0;16821354;3235606528;16084992;7243309451;25678;113542;107864;0;309531;426458;1931146;0;0;27;0.01683078;
07-04 18:18:06.762  4822  4854 I Unity   : [STATISTIC]5157;13927343;0;13926823;3235606528;16084992;7243309451;25677;101979;91145;0;294011;549322;2060364;0;0;27;0.01393833;
07-04 18:18:06.775  4822  4854 I Unity   : [STATISTIC]5158;14038021;0;14037500;3235848192;16084992;7243309451;28490;99948;92448;0;520886;601302;2054428;0;0;27;0.01404797;
07-04 18:18:06.789  4822  4854 I Unity   : [STATISTIC]5159;14021146;0;14020677;3235848192;16084992;7243309451;24792;129740;129895;0;198385;365625;1916771;0;0;27;0.01402786;
07-04 18:18:06.803  4822  4854 I Unity   : [STATISTIC]5160;11085469;0;11085104;3235848192;16084992;7243309451;0;0;0;0;425884;0;0;0;0;27;0.01109886;
07-04 18:18:06.817  4822  4854 I Unity   : [STATISTIC]5161;18640468;0;18640208;3237990400;16084992;7243317643;30729;145521;99375;183959;326562;541614;2173594;92918;0;27;0.01863359;
07-04 18:18:06.830  4822  4854 I Unity   : [STATISTIC]5162;11741927;0;11741562;3237990400;16084992;7243317643;26510;108854;100677;0;304427;498594;1980520;0;0;27;0.01178172;
07-04 18:18:06.845  4822  4854 I Unity   : [STATISTIC]5163;14721823;0;14721302;3240316928;16084992;7243325835;24219;114843;79011;297865;535157;363073;1850730;107708;0;27;0.01473057;
07-04 18:18:06.858  4822  4854 I Unity   : [STATISTIC]5164;12746302;0;12745833;3240337408;16084992;7260103051;23802;99375;100937;0;306406;386406;2079322;0;0;27;0.01275625;
07-04 18:18:06.873  4822  4854 I Unity   : [STATISTIC]5165;14409479;0;14408958;3242811392;16084992;7276884363;26459;95573;86719;246615;464843;420364;1796823;84583;0;27;0.01441943;
07-04 18:18:06.885  4822  4854 I Unity   : [STATISTIC]5166;11574427;0;11573906;3242848256;16084992;7276888459;0;0;0;0;208750;0;0;0;0;27;0.01158224;
07-04 18:18:06.899  4822  4854 I Unity   : [STATISTIC]5167;14159219;0;14158906;3242831872;16084992;7276888459;23906;97083;78125;0;394844;314896;1780885;0;0;27;0.01417042;
07-04 18:18:06.915  4822  4854 I Unity   : [STATISTIC]5168;16116093;0;16115677;3245293568;16084992;7276896651;28125;101615;98490;207500;516926;246562;1892031;141563;0;27;0.01612464;
07-04 18:18:06.927  4822  4854 I Unity   : [STATISTIC]5169;13750989;0;13750469;3245293568;16084992;7276832559;33802;107500;100989;0;307135;414844;1890521;0;0;27;0.01376177;
07-04 18:18:06.941  4822  4854 I Unity   : [STATISTIC]5170;14632344;0;14632032;3248480256;16084992;7276886811;28906;104948;84688;404531;645312;353437;1804427;140573;0;27;0.01463979;
07-04 18:18:06.954  4822  4854 I Unity   : [STATISTIC]5171;12327239;0;12326667;3248480256;16084992;7276886811;34583;99115;107917;0;312864;393802;1937292;0;0;27;0.01233844;
07-04 18:18:06.970  4822  4854 I Unity   : [STATISTIC]5172;9682917;0;9682500;3248480256;16084992;7276886811;0;0;0;0;525939;0;0;0;0;27;0.009691614;
07-04 18:18:06.984  4822  4854 I Unity   : [STATISTIC]5173;23002187;0;23001823;3251089408;16084992;7276993115;116354;161354;199427;532552;638854;739687;3043803;153854;0;27;0.02300964;
07-04 18:18:06.994  4822  4854 I Unity   : [STATISTIC]5174;9479063;0;9478489;3251089408;16084992;7276993115;36406;99115;114427;0;282293;385416;1955469;0;0;27;0.009490677;
07-04 18:18:07.012  4822  4854 I Unity   : [STATISTIC]5175;11884688;0;11884271;3252973568;16084992;7277001307;23593;105312;85468;208385;588595;446094;2070052;113333;0;27;0.01189328;
07-04 18:18:07.024  4822  4854 I Unity   : [STATISTIC]5176;15269844;0;15269531;3252973568;16084992;7277001307;23438;99427;81979;0;280886;319739;1712291;0;0;27;0.01527818;
07-04 18:18:07.040  4822  4854 I Unity   : [STATISTIC]5177;14414323;0;14413750;3255128064;16084992;7277009499;29010;103177;82865;301615;492553;386823;1875677;110365;0;27;0.01442469;
07-04 18:18:07.052  4822  4854 I Unity   : [STATISTIC]5178;12295156;0;12294583;3255128064;16084992;7277009499;0;0;0;0;222500;0;0;0;0;27;0.01230417;
07-04 18:18:07.068  4822  4854 I Unity   : [STATISTIC]5179;14029531;0;14029010;3255353344;16084992;7293786715;25573;101927;79583;0;390937;257813;1743645;0;0;27;0.01403937;
07-04 18:18:07.081  4822  4854 I Unity   : [STATISTIC]5180;18271875;0;18271510;3257511936;16084992;7293794907;30000;100365;94895;189375;562083;424635;1932344;115937;0;27;0.01828313;
07-04 18:18:07.095  4822  4854 I Unity   : [STATISTIC]5181;10682761;0;10682344;3257655296;16084992;7293794907;26979;94531;140573;0;292812;364948;1826355;0;0;27;0.01069266;
07-04 18:18:07.110  4822  4854 I Unity   : [STATISTIC]5182;17159896;0;17159479;3259801600;16084992;7310596699;21771;98177;112448;395677;564374;320000;1919844;107761;0;27;0.01716688;
07-04 18:18:07.124  4822  4854 I Unity   : [STATISTIC]5183;11563854;0;11563333;3259801600;16084992;7310596699;34427;111510;86354;0;315676;391719;1794480;0;0;27;0.01157594;
07-04 18:18:07.137  4822  4854 I Unity   : [STATISTIC]5184;15967656;0;15967187;3261952000;16084992;7310613083;25000;100469;87135;330521;477917;471042;1986719;99688;0;27;0.0159762;
07-04 18:18:07.151  4822  4854 I Unity   : [STATISTIC]5185;9579010;0;9578541;3261952000;16084992;7310613083;0;0;0;0;254063;0;0;0;0;27;0.009587708;
07-04 18:18:07.166  4822  4854 I Unity   : [STATISTIC]5186;18551927;0;18551406;3261952000;16084992;7310613083;67917;211406;193594;0;377968;404844;2746094;0;0;27;0.01856141;
07-04 18:18:07.179  4822  4854 I Unity   : [STATISTIC]5187;15524583;0;15524115;3264106496;16084992;7310621275;35313;104011;108437;397032;733594;344166;1914844;141875;0;27;0.01555526;
07-04 18:18:07.191  4822  4854 I Unity   : [STATISTIC]5188;10130833;0;10130521;3264106496;16084992;7310621275;80209;99063;117240;0;500989;400573;1865052;0;0;27;0.01014219;
07-04 18:18:07.206  4822  4854 I Unity   : [STATISTIC]5189;13719427;0;13718959;3266248704;16084992;7310652511;23438;100989;78541;308646;528958;358802;1840990;86355;0;27;0.01372849;
07-04 18:18:07.218  4822  4854 I Unity   : [STATISTIC]5190;13075365;0;13074896;3266465792;16084992;7310652511;22448;97136;82135;0;221146;494114;1913386;0;0;27;0.01308333;
07-04 18:18:07.233  4822  4854 I Unity   : [STATISTIC]5191;10195156;0;10194792;3266465792;16084992;7310652511;0;0;0;0;580052;0;0;0;0;27;0.01020745;
07-04 18:18:07.249  4822  4854 I Unity   : [STATISTIC]5192;17678073;0;17677604;3268714496;16084992;7310668895;25573;96667;80469;305989;293333;308177;1716563;108176;0;27;0.01769146;
07-04 18:18:07.261  4822  4854 I Unity   : [STATISTIC]5193;14566198;0;14565885;3268714496;16084992;7310668895;29480;123907;95729;0;322447;406667;1978908;0;0;27;0.01457474;
07-04 18:18:07.275  4822  4854 I Unity   : [STATISTIC]5194;14311302;0;14310834;3270606848;16084992;7310681183;36666;101406;95886;332135;588439;296823;1776094;96719;0;27;0.01431979;
07-04 18:18:07.288  4822  4854 I Unity   : [STATISTIC]5195;12196511;0;12196146;3270606848;16084992;7310685279;24323;100833;77448;0;297916;310365;1689427;0;0;27;0.01220661;
07-04 18:18:07.303  4822  4854 I Unity   : [STATISTIC]5196;11134479;0;11134167;3270606848;16084992;7310701663;0;0;0;460677;432136;0;0;0;0;27;0.01114396;
07-04 18:18:07.318  4822  4854 I Unity   : [STATISTIC]5197;17029427;0;17029062;3270832128;16084992;7310701663;29427;106250;103385;0;341250;314271;1798021;0;0;27;0.01703865;
07-04 18:18:07.331  4822  4854 I Unity   : [STATISTIC]5198;15403750;0;15403386;3271069696;16084992;7310701663;27187;105313;80261;0;340833;305833;1770261;0;0;27;0.01541313;
07-04 18:18:07.344  4822  4854 I Unity   : [STATISTIC]5199;14963593;0;14963229;3273220096;16084992;7310709855;31614;98177;119375;180990;577084;433958;2040157;100105;0;27;0.01497401;
07-04 18:18:07.357  4822  4854 I Unity   : [STATISTIC]5200;9886562;0;9886093;3273220096;16084992;7310709855;29167;99323;79792;0;375833;356198;1769427;0;0;27;0.009897552;
07-04 18:18:07.372  4822  4854 I Unity   : [STATISTIC]5201;17126407;0;17125886;3275542528;16084992;7344297055;24375;112500;74375;577864;557136;305105;1979010;117865;0;27;0.01713323;
07-04 18:18:07.386  4822  4854 I Unity   : [STATISTIC]5202;11518802;0;11518386;3275542528;16084992;7344297055;26562;97604;83072;0;344843;381302;1822449;0;0;27;0.01153052;
07-04 18:18:07.400  4822  4854 I Unity   : [STATISTIC]5203;11448958;0;11448594;3275542528;16084992;7344297055;0;0;0;0;449271;0;0;0;0;27;0.0114601;
07-04 18:18:07.414  4822  4854 I Unity   : [STATISTIC]5204;18558854;0;18558333;3277860864;16084992;7344305247;28750;108021;96198;358021;529636;401094;1966771;90521;0;27;0.01856719;
07-04 18:18:07.428  4822  4854 I Unity   : [STATISTIC]5205;10837604;0;10837135;3277860864;16084992;7344305247;25781;100938;76927;0;389115;391198;1794479;0;0;27;0.01084724;
07-04 18:18:07.443  4822  4854 I Unity   : [STATISTIC]5206;17004011;0;17003594;3279970304;16084992;7344313439;25208;97292;88959;314896;571979;324427;1693698;109219;0;27;0.01701354;
07-04 18:18:07.455  4822  4854 I Unity   : [STATISTIC]5207;13102605;0;13102187;3279970304;16084992;7344313439;31146;106302;102135;0;316302;390104;1856928;0;0;27;0.01311302;
07-04 18:18:07.469  4822  4854 I Unity   : [STATISTIC]5208;11698281;0;11697916;3280117760;16084992;7344313439;25834;102448;78125;0;453594;321510;1749115;0;0;27;0.01170812;
07-04 18:18:07.484  4822  4854 I Unity   : [STATISTIC]5209;12271302;0;12270781;3280117760;16084992;7344313439;0;0;0;0;198282;0;0;0;0;27;0.01228099;
07-04 18:18:07.499  4822  4854 I Unity   : [STATISTIC]5210;16801042;0;16800573;3280117760;16084992;7344313439;24062;101406;92396;0;279480;326042;1810676;0;0;27;0.01681073;
07-04 18:18:07.512  4822  4854 I Unity   : [STATISTIC]5211;16420260;0;16419844;3282481152;16084992;7344321631;24896;98750;88125;329896;317656;334740;1792083;101458;0;27;0.01642912;
07-04 18:18:07.524  4822  4854 I Unity   : [STATISTIC]5212;11319218;0;11318750;3282481152;16084992;7344321631;32344;100937;80469;0;357188;338281;1871093;0;0;27;0.01133099;
07-04 18:18:07.540  4822  4854 I Unity   : [STATISTIC]5213;14845573;0;14845052;3284631552;16084992;7344329823;30833;110989;84896;327031;681824;679011;2362969;127760;0;27;0.01485734;
07-04 18:18:07.554  4822  4854 I Unity   : [STATISTIC]5214;13610104;0;13609531;3284631552;16084992;7344329823;43438;113594;108282;0;201510;364635;1883385;0;0;27;0.01361828;
07-04 18:18:07.568  4822  4854 I Unity   : [STATISTIC]5215;12136719;0;12136198;3284631552;16084992;7344329823;0;0;0;0;531927;0;0;0;0;27;0.01214688;
07-04 18:18:07.583  4822  4854 I Unity   : [STATISTIC]5216;15065782;0;15065417;3284877312;16084992;7344329823;25521;107135;83386;0;301147;352812;1832292;0;0;27;0.01507521;
07-04 18:18:07.596  4822  4854 I Unity   : [STATISTIC]5217;14767708;0;14767292;3284877312;16084992;7344329823;48802;103125;114947;0;313541;327031;1870000;0;0;27;0.01477854;
07-04 18:18:07.610  4822  4854 I Unity   : [STATISTIC]5218;16029896;0;16029427;3287052288;16084992;7361123423;28698;102761;87708;189843;624270;335208;1837084;117552;0;27;0.01604198;
07-04 18:18:07.622  4822  4854 I Unity   : [STATISTIC]5219;12010573;0;12010156;3287052288;16084992;7361123423;30261;98959;82083;0;316511;343854;1817084;0;0;27;0.01202089;
07-04 18:18:07.637  4822  4854 I Unity   : [STATISTIC]5220;11436511;0;11436041;3287052288;16084992;7361123423;24739;99844;80053;0;636823;319115;1669479;0;0;27;0.01144521;
07-04 18:18:07.651  4822  4854 I Unity   : [STATISTIC]5221;12729270;0;12728802;3287052288;16084992;7361123423;0;0;0;0;199531;0;0;0;0;27;0.01274052;
07-04 18:18:07.665  4822  4854 I Unity   : [STATISTIC]5222;16629063;0;16628698;3287052288;16084992;7361123423;26302;135937;94323;0;301928;249219;1928541;0;0;27;0.01663979;
07-04 18:18:07.679  4822  4854 I Unity   : [STATISTIC]5223;15526771;0;15526458;3289436160;16084992;7361139807;24791;97656;84948;248698;570258;332031;1700051;100885;0;27;0.01553615;
07-04 18:18:07.692  4822  4854 I Unity   : [STATISTIC]5224;13225677;0;13224896;3289436160;16084992;7361139807;26510;119792;120834;0;320677;331823;1819636;0;0;27;0.01323302;
07-04 18:18:07.706  4822  4854 I Unity   : [STATISTIC]5225;14138854;0;14138385;3291615232;16084992;7361147999;27761;102083;87604;319792;469895;389219;1820573;121407;0;27;0.01415063;
07-04 18:18:07.719  4822  4854 I Unity   : [STATISTIC]5226;11560834;0;11560469;3291615232;16084992;7361147999;30469;99323;80781;0;302603;291407;1889948;0;0;27;0.01157109;
07-04 18:18:07.735  4822  4854 I Unity   : [STATISTIC]5227;13430885;0;13430521;3293831168;16084992;7361224051;0;0;0;574010;483698;0;0;106301;0;27;0.01343578;
07-04 18:18:07.748  4822  4854 I Unity   : [STATISTIC]5228;17774323;0;17774010;3293831168;16084992;7378001267;24687;100833;82812;0;451719;338854;1932395;0;0;27;0.0177888;
07-04 18:18:07.761  4822  4854 I Unity   : [STATISTIC]5229;11232344;0;11232031;3293831168;16084992;7378001267;25260;104479;83334;0;388021;316406;1715676;0;0;27;0.01124005;
07-04 18:18:07.777  4822  4854 I Unity   : [STATISTIC]5230;12832865;0;12832344;3294060544;16084992;7378001267;23906;99739;84427;0;552655;488959;2138177;0;0;27;0.01284151;
07-04 18:18:07.791  4822  4854 I Unity   : [STATISTIC]5231;16020729;0;16020208;3294060544;16084992;7378001267;30104;107864;94271;0;326667;368177;1875678;0;0;27;0.01603156;
07-04 18:18:07.805  4822  4854 I Unity   : [STATISTIC]5232;15596302;0;15595937;3296702464;16084992;7378009459;22864;98437;76823;373802;341354;285573;1715833;93177;0;27;0.01560417;
07-04 18:18:07.817  4822  4854 I Unity   : [STATISTIC]5233;12809687;0;12809219;3296702464;16084992;7378009459;33177;101927;88438;0;212395;417604;1969896;0;0;27;0.01282104;
07-04 18:18:07.833  4822  4854 I Unity   : [STATISTIC]5234;11441875;0;11441510;3298951168;16084992;7378018771;0;0;0;294635;464063;0;0;125157;0;27;0.01145068;
07-04 18:18:07.846  4822  4854 I Unity   : [STATISTIC]5235;15349948;0;15349479;3298951168;16084992;7378018771;30625;99375;91302;0;315989;334896;1794115;0;0;27;0.01535917;
07-04 18:18:07.861  4822  4854 I Unity   : [STATISTIC]5236;14556980;0;14556562;3298951168;16084992;7378018771;25625;101406;136406;0;326042;340469;1851041;0;0;27;0.01456464;
07-04 18:18:07.874  4822  4854 I Unity   : [STATISTIC]5237;14783489;0;14783177;3299205120;16084992;7394795987;27604;109271;210834;0;694116;367396;1907709;0;0;27;0.01479531;
07-04 18:18:07.888  4822  4854 I Unity   : [STATISTIC]5238;12542917;0;12542344;3299205120;16084992;7394795987;27500;102136;88072;0;297604;305416;1741041;0;0;27;0.0125575;
07-04 18:18:07.903  4822  4854 I Unity   : [STATISTIC]5239;13730260;0;13729896;3301453824;16084992;7394812371;0;0;0;203489;484010;0;0;116667;0;27;0.01373948;
07-04 18:18:07.917  4822  4854 I Unity   : [STATISTIC]5240;15149166;0;15148854;3302522880;16084992;7394812371;45938;125104;196979;0;305728;356562;1978645;0;0;27;0.01515839;
07-04 18:18:07.931  4822  4854 I Unity   : [STATISTIC]5241;17799271;0;17798958;3305930752;16084992;7394820563;40313;101459;126354;298698;612917;493489;2125990;120833;0;27;0.0178112;
07-04 18:18:07.944  4822  4854 I Unity   : [STATISTIC]5242;10357031;0;10356667;3306188800;16084992;7394835219;35781;130417;96927;0;573178;650625;2411822;0;0;27;0.0103676;
07-04 18:18:07.958  4822  4854 I Unity   : [STATISTIC]5243;12906719;0;12906303;3306188800;16084992;7394849875;31771;108541;122969;0;544011;456719;2041927;0;0;27;0.01291339;
07-04 18:18:07.972  4822  4854 I Unity   : [STATISTIC]5244;17552135;0;17551719;3308253184;16084992;7394851987;25417;107084;78125;362292;773021;445208;1930312;117447;0;27;0.01755531;
07-04 18:18:07.985  4822  4854 I Unity   : [STATISTIC]5245;11221198;0;11220833;3308253184;16084992;7394866707;38021;177084;117396;0;676771;204584;2160261;0;0;27;0.01123479;
07-04 18:18:07.999  4822  4854 I Unity   : [STATISTIC]5246;9620416;0;9619740;3308253184;16084992;7394881427;0;0;0;0;518542;0;0;0;0;27;0.009631198;
07-04 18:18:08.013  4822  4854 I Unity   : [STATISTIC]5247;19861615;0;19861250;3308253184;16084992;7394881427;20990;89010;75781;0;474323;288854;1797135;0;0;27;0.01987094;
07-04 18:18:08.027  4822  4854 I Unity   : [STATISTIC]5248;10074740;0;10074322;3308253184;16084992;7394881427;24479;99635;79218;0;767917;367187;1690053;0;0;27;0.01008406;
07-04 18:18:08.041  4822  4854 I Unity   : [STATISTIC]5249;14059895;0;14059427;3308392448;16084992;7394881427;27240;98386;80209;0;564322;307135;1690677;0;0;27;0.01407005;
07-04 18:18:08.055  4822  4854 I Unity   : [STATISTIC]5250;14059739;0;14059323;3308392448;16084992;7394881427;25156;102865;93333;0;831302;326511;1827656;0;0;27;0.01406979;
07-04 18:18:08.069  4822  4854 I Unity   : [STATISTIC]5251;12216198;0;12215677;3308392448;16084992;7394881427;0;0;0;0;562187;0;0;0;0;27;0.01222229;
07-04 18:18:08.083  4822  4854 I Unity   : [STATISTIC]5252;15709219;0;15708750;3308392448;16084992;7394881427;30937;119219;92500;0;207448;280000;1712293;0;0;27;0.01572281;
07-04 18:18:08.097  4822  4854 I Unity   : [STATISTIC]5253;14327135;0;14326667;3308392448;16084992;7394881427;27604;100781;93385;0;540623;302656;1831615;0;0;27;0.01433781;
07-04 18:18:08.112  4822  4854 I Unity   : [STATISTIC]5254;14163698;0;14163282;3308392448;16084992;7394881427;31406;101146;93125;0;595730;322865;1916979;0;0;27;0.01417365;
07-04 18:18:08.125  4822  4854 I Unity   : [STATISTIC]5255;14335625;0;14335260;3308392448;16084992;7394881427;27135;116615;89114;0;541144;540573;2019792;0;0;27;0.014345;
07-04 18:18:08.138  4822  4854 I Unity   : [STATISTIC]5256;13922865;0;13922396;3308392448;16084992;7394881427;34531;117760;105468;0;525000;281666;1937709;0;0;27;0.01393453;
07-04 18:18:08.152  4822  4854 I Unity   : [STATISTIC]5257;10628073;0;10627709;3308392448;16084992;7394881427;0;0;0;0;430781;0;0;0;0;27;0.0106376;
07-04 18:18:08.166  4822  4854 I Unity   : [STATISTIC]5258;17955313;0;17954947;3308392448;16084992;7394881427;50781;112760;206875;0;290989;440781;2722500;0;0;27;0.01796667;
07-04 18:18:08.180  4822  4854 I Unity   : [STATISTIC]5259;11555938;0;11555573;3308392448;16084992;7394881427;24635;135156;80573;0;691928;312187;1661354;0;0;27;0.01156365;
07-04 18:18:08.195  4822  4854 I Unity   : [STATISTIC]5260;13533282;0;13532708;3308392448;16084992;7394881427;25625;99687;80416;0;750104;370156;1709948;0;0;27;0.01354208;
07-04 18:18:08.209  4822  4854 I Unity   : [STATISTIC]5261;15540678;0;15540104;3308392448;16084992;7394881427;26250;101302;90469;0;560832;305677;1849792;0;0;27;0.01554927;
07-04 18:18:08.222  4822  4854 I Unity   : [STATISTIC]5262;14438594;0;14438177;3308392448;16084992;7394881427;27968;102812;91406;0;602604;627812;2078542;0;0;27;0.01444823;
07-04 18:18:08.236  4822  4854 I Unity   : [STATISTIC]5263;12618386;0;12618021;3308531712;16084992;7394881427;27135;104323;74532;0;469113;316562;1698698;0;0;27;0.01262682;
07-04 18:18:08.251  4822  4854 I Unity   : [STATISTIC]5264;11414270;0;11413854;3308531712;16084992;7394881427;0;0;0;0;439896;0;0;0;0;27;0.01142281;
07-04 18:18:08.265  4822  4854 I Unity   : [STATISTIC]5265;20222291;0;20221875;3308531712;16084992;7394881427;83698;149218;180000;0;623541;596770;3015416;0;0;27;0.02023432;
07-04 18:18:08.276  4822  4854 I Unity   : [STATISTIC]5266;10948073;0;10947500;3308531712;16084992;7394881427;27239;100781;87448;0;531197;504323;1874009;0;0;27;0.01095771;
07-04 18:18:08.292  4822  4854 I Unity   : [STATISTIC]5267;11374792;0;11374480;3308531712;16084992;7394881427;21875;114792;75938;0;634114;260625;1643595;0;0;27;0.01138391;
07-04 18:18:08.306  4822  4854 I Unity   : [STATISTIC]5268;13884375;0;13884010;3308531712;16084992;7394881427;0;0;0;0;553124;0;0;0;0;27;0.01389344;
07-04 18:18:08.322  4822  4854 I Unity   : [STATISTIC]5269;16047136;0;16046771;3308535808;16084992;7394840715;35260;118959;121354;0;206563;324375;1992500;0;0;27;0.01605766;
07-04 18:18:08.334  4822  4854 I Unity   : [STATISTIC]5270;15936354;0;15935990;3308544000;16084992;7394840715;30052;99948;93386;0;684271;346771;1846094;0;0;27;0.01594667;
07-04 18:18:08.347  4822  4854 I Unity   : [STATISTIC]5271;13226198;0;13225833;3308544000;16084992;7394840715;26615;145000;109844;0;616302;534583;2227604;0;0;27;0.01323537;
07-04 18:18:08.360  4822  4854 I Unity   : [STATISTIC]5272;11752240;0;11751771;3308544000;16084992;7394840715;27604;95469;96407;0;521875;421197;1899428;0;0;27;0.01176078;
07-04 18:18:08.375  4822  4854 I Unity   : [STATISTIC]5273;13658021;0;13657656;3308544000;16084992;7394840715;27864;98333;85000;0;620208;327187;1718855;0;0;27;0.01366708;
07-04 18:18:08.389  4822  4854 I Unity   : [STATISTIC]5274;15157969;0;15157552;3308544000;16084992;7394801847;23750;96510;95729;0;518957;344688;1872762;0;0;27;0.0151663;
07-04 18:18:08.402  4822  4854 I Unity   : [STATISTIC]5275;11050156;0;11049740;3308544000;16084992;7394801847;0;0;0;0;595938;0;0;0;0;27;0.01105984;
07-04 18:18:08.419  4822  4854 I Unity   : [STATISTIC]5276;15166979;0;15166615;3308544000;16084992;7394801847;25365;101406;89740;0;382604;362083;1756250;0;0;27;0.01517734;
07-04 18:18:08.432  4822  4854 I Unity   : [STATISTIC]5277;17182187;0;17181615;3308535808;16084992;7394801847;25886;112916;149219;0;708332;302135;1773750;0;0;27;0.0171901;
07-04 18:18:08.445  4822  4854 I Unity   : [STATISTIC]5278;12904843;0;12904479;3308535808;16084992;7394801847;25521;103021;84948;0;553334;281719;2036875;0;0;27;0.01291474;
07-04 18:18:08.459  4822  4854 I Unity   : [STATISTIC]5279;12206770;0;12206354;3308535808;16084992;7394743095;31615;96406;87083;0;450989;223229;1660991;0;0;27;0.01221354;
07-04 18:18:08.474  4822  4854 I Unity   : [STATISTIC]5280;14529687;0;14529271;3308535808;16084992;7394743095;27917;108750;101354;0;524843;319947;1973594;0;0;27;0.01454099;
07-04 18:18:08.488  4822  4854 I Unity   : [STATISTIC]5281;13018645;0;13018281;3308535808;16084992;7394743095;0;0;0;0;456407;0;0;0;0;27;0.01302573;
07-04 18:18:08.503  4822  4854 I Unity   : [STATISTIC]5282;19886198;0;19885729;3308544000;16084992;7394743095;57083;134531;156979;0;729323;485781;3054479;0;0;27;0.01990172;
07-04 18:18:08.516  4822  4854 I Unity   : [STATISTIC]5283;10752135;0;10751719;3308544000;16084992;7394743095;27604;105052;86458;0;489064;249167;1802968;0;0;27;0.01076213;
07-04 18:18:08.529  4822  4854 I Unity   : [STATISTIC]5284;13108177;0;13107604;3308544000;16084992;7394743095;22552;99583;78802;0;508022;297500;1595000;0;0;27;0.01311589;
07-04 18:18:08.543  4822  4854 I Unity   : [STATISTIC]5285;13556198;0;13555834;3308544000;16084992;7394743095;25469;102343;85313;0;591615;546511;2159740;0;0;27;0.01356682;
07-04 18:18:08.555  4822  4854 I Unity   : [STATISTIC]5286;13411979;0;13411459;3308544000;16084992;7394743095;23907;97708;98177;0;469635;765989;2253854;0;0;27;0.01341979;
07-04 18:18:08.569  4822  4854 I Unity   : [STATISTIC]5287;10333125;0;10332813;3308535808;16084992;7394743095;0;0;0;0;509480;0;0;0;0;27;0.010345;
07-04 18:18:08.585  4822  4854 I Unity   : [STATISTIC]5288;19648386;0;19647917;3308535808;16084992;7394743095;135312;129427;329375;0;608854;403594;3574791;0;0;27;0.01964604;
07-04 18:18:08.598  4822  4854 I Unity   : [STATISTIC]5289;11971927;0;11971562;3308535808;16084992;7394743095;44844;106927;117500;0;564272;379375;1926147;0;0;27;0.01200385;
07-04 18:18:08.611  4822  4854 I Unity   : [STATISTIC]5290;13741042;0;13740521;3308535808;16084992;7394743095;22395;108230;79427;0;561405;426302;1949480;0;0;27;0.01374917;
07-04 18:18:08.625  4822  4854 I Unity   : [STATISTIC]5291;13209583;0;13209115;3308535808;16084992;7394743095;32500;141406;96458;0;505781;483698;2029948;0;0;27;0.01322078;
07-04 18:18:08.639  4822  4854 I Unity   : [STATISTIC]5292;13070156;0;13069844;3308544000;16084992;7394743095;20989;120052;173698;0;467031;299531;1739844;0;0;27;0.01308146;
07-04 18:18:08.653  4822  4854 I Unity   : [STATISTIC]5293;12435677;0;12435208;3308544000;16084992;7394743095;0;0;0;0;690418;0;0;0;0;27;0.01244276;
07-04 18:18:08.668  4822  4854 I Unity   : [STATISTIC]5294;15640937;0;15640469;3308544000;16084992;7394743095;26614;103282;233645;0;316564;304427;1897500;0;0;27;0.01565563;
07-04 18:18:08.681  4822  4854 I Unity   : [STATISTIC]5295;15409532;0;15409166;3308544000;16084992;7394743095;26302;98125;85833;0;587865;366510;1835938;0;0;27;0.01541948;
07-04 18:18:08.695  4822  4854 I Unity   : [STATISTIC]5296;12971614;0;12971302;3308544000;16084992;7394743095;34531;110000;93490;0;559010;481146;1986302;0;0;27;0.01298088;
07-04 18:18:08.709  4822  4854 I Unity   : [STATISTIC]5297;14240573;0;14240105;3308544000;16084992;7394743095;30417;119844;147448;0;571147;485104;2090678;0;0;27;0.0142475;
07-04 18:18:08.722  4822  4854 I Unity   : [STATISTIC]5298;13892135;0;13891719;3308544000;16084992;7394743095;69948;101667;115937;0;425468;364583;1890678;0;0;27;0.01390448;
