
07-09 11:34:46.456 22610 22633 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);SetAreaNeighborsJob;GhostUpdateSystem:UpdateJob (Burst);GhostUpdateJobCustom;GhostUpdateSystem:UpdateJob;Idle;OculusRuntime.WaitToBeginFrame;GameClient Unity.Entities.SimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-09 11:34:48.326 22610 22633 I Unity   : [STATISTIC]382;17806145;0;17805677;839462912;12460032;1464757707;708802;118385;161198;100833;56615;470729;3594167;0;0;0;147447;0;0;5432656;2769792;0;27;0.01781724;
07-09 11:34:48.338 22610 22633 I Unity   : [STATISTIC]383;12368334;0;12367812;842448896;12460032;1464781143;555156;108646;148594;155000;42500;283906;2972291;0;0;0;107498;0;0;1295260;2320989;0;27;0.01237901;
07-09 11:34:48.352 22610 22633 I Unity   : [STATISTIC]384;11077135;0;11076667;840478720;12460032;1481613687;35156;111667;136302;334688;35313;213490;2214377;0;0;0;164686;0;0;555312;2431458;0;27;0.0110887;
07-09 11:34:48.367 22610 22633 I Unity   : [STATISTIC]385;14160886;0;14160468;842694656;12460032;1481634455;0;0;0;179844;123698;0;0;0;0;0;0;0;354843;3956771;3070312;0;27;0.01416953;
07-09 11:34:48.381 22610 22633 I Unity   : [STATISTIC]386;14919011;0;14918645;845729792;12460032;1481695951;27864;111094;128438;376146;116562;217760;1737291;0;0;0;226875;0;0;4384740;2459792;0;27;0.01493;
07-09 11:34:48.395 22610 22633 I Unity   : [STATISTIC]387;14389948;0;14389427;847925248;12460032;1481722711;49115;111406;137552;280000;158697;291875;1874584;0;0;0;0;0;338542;3577969;3006875;0;27;0.01440198;
07-09 11:34:48.408 22610 22633 I Unity   : [STATISTIC]388;11924115;0;11923646;848318464;12460032;1481722711;20469;110937;99948;0;117344;249843;1647552;0;0;0;259892;0;0;2638073;1336667;0;27;0.01193526;
07-09 11:34:48.423 22610 22633 I Unity   : [STATISTIC]389;14508489;0;14508229;850665472;12460032;1481759819;20938;104427;76250;487188;76458;221146;1600731;0;0;0;129530;0;0;4648750;2195052;0;27;0.01451865;
07-09 11:34:48.437 22610 22633 I Unity   : [STATISTIC]390;16255781;0;16255365;853311488;12460032;1498592687;22344;144948;83959;296615;63281;301458;1922551;0;0;0;185883;0;0;5268854;2767969;0;27;0.01626573;
07-09 11:34:48.450 22610 22633 I Unity   : [STATISTIC]391;10899896;0;10899427;855449600;12460032;1498605359;0;0;0;199531;43125;0;0;0;0;0;109218;0;0;2586771;2176302;0;27;0.01091115;
07-09 11:34:48.465 22610 22633 I Unity   : [STATISTIC]392;14035885;0;14035417;855629824;12460032;1498605359;22812;108907;73854;0;62447;273594;1739114;0;0;0;89532;0;0;4427344;684062;0;27;0.01404833;
07-09 11:34:48.479 22610 22633 I Unity   : [STATISTIC]393;14752917;0;14752448;855846912;12460032;1498605359;26406;107916;99219;0;71563;346615;1851095;0;0;0;86041;0;0;6051980;900521;0;27;0.01476234;
07-09 11:34:48.494 22610 22633 I Unity   : [STATISTIC]394;14378177;0;14377656;857874432;12460032;1498613551;49740;128229;107084;90052;55313;275052;1740990;0;0;0;94271;0;0;4720417;2309011;0;27;0.01439073;
07-09 11:34:48.507 22610 22633 I Unity   : [STATISTIC]395;14170990;0;14170573;858144768;12460032;1498617967;38958;114218;126407;0;36823;271667;2161353;0;0;0;85210;0;0;4927187;1242813;0;27;0.01417984;
07-09 11:34:48.521 22610 22633 I Unity   : [STATISTIC]396;13270416;0;13270000;858398720;12460032;1498617967;18698;103854;70157;0;68749;281667;2219011;0;0;0;124534;0;0;3786250;1464688;0;27;0.01328229;
07-09 11:34:48.535 22610 22633 I Unity   : [STATISTIC]397;12751823;0;12751354;858398720;12460032;1498617967;0;0;0;0;65052;0;0;0;0;0;97604;0;0;4752552;1100677;0;27;0.01276287;
07-09 11:34:48.551 22610 22633 I Unity   : [STATISTIC]398;17690417;0;17689896;858398720;12460032;1498617967;86042;143594;252083;0;73594;623437;3457917;0;0;0;87812;0;0;5808906;1669010;0;27;0.01769672;
07-09 11:34:48.564 22610 22633 I Unity   : [STATISTIC]399;14918698;0;14918229;860643328;12460032;1498617967;22708;135937;100156;181719;159375;319427;1893177;0;0;0;153490;0;0;3722865;2646354;0;27;0.0149363;
07-09 11:34:48.579 22610 22633 I Unity   : [STATISTIC]400;12275937;0;12275365;862842880;12460032;1498647055;21927;130729;90469;130052;35208;293282;1813229;0;0;0;73384;0;0;2644947;1924635;0;27;0.01228625;
07-09 11:34:48.595 22610 22633 I Unity   : [STATISTIC]401;13811042;0;13810365;862842880;12460032;1498651567;23541;128646;86771;0;65261;232709;1731719;0;0;0;0;0;278698;4932083;1489375;0;27;0.0138224;
07-09 11:34:48.610 22610 22633 I Unity   : [STATISTIC]402;15238333;0;15237865;862650368;12460032;1515428783;21250;105989;88125;0;68281;284843;1603282;0;0;0;124689;0;0;6963542;910000;0;27;0.01524938;
07-09 11:34:48.625 22610 22633 I Unity   : [STATISTIC]403;14764844;0;14764375;862908416;12460032;1515428783;20469;107135;71093;0;33541;273229;1479063;0;0;0;64788;0;0;6831250;975053;0;27;0.01477531;
07-09 11:34:48.638 22610 22633 I Unity   : [STATISTIC]404;13444687;0;13444219;860061696;12460032;1532205999;0;0;0;0;39218;0;0;0;0;0;37916;0;0;6694010;1256927;0;27;0.01341932;
07-09 11:34:48.657 22610 22633 I Unity   : [STATISTIC]405;16181979;0;16181510;862187520;12460032;1532226927;22291;104323;79218;132969;81823;228125;1608021;0;0;0;65365;0;0;7016250;1733646;0;27;0.01623224;
07-09 11:34:48.669 22610 22633 I Unity   : [STATISTIC]406;19065157;0;19064740;862515200;12460032;1532231471;47395;132969;155208;0;76406;292343;2356094;0;0;0;76614;0;0;8984427;1391771;0;27;0.01907927;
07-09 11:34:48.682 22610 22633 I Unity   : [STATISTIC]407;11756510;0;11756042;864808960;12460032;1549008687;19479;111719;72917;102292;67083;211927;1480051;0;0;0;61406;0;0;2262448;2292031;0;27;0.01176583;
07-09 11:34:48.697 22610 22633 I Unity   : [STATISTIC]408;13944063;0;13943594;867024896;12460032;1549029647;18958;107500;80678;195156;64427;249844;1648333;0;0;0;77237;0;0;3814115;2293177;0;27;0.01395495;
07-09 11:34:48.710 22610 22633 I Unity   : [STATISTIC]409;14486979;0;14486510;869351424;12460032;1549009039;21667;110468;79531;198959;95625;251562;1684374;0;0;0;57602;0;0;4529323;1999011;0;27;0.01449115;
07-09 11:34:48.724 22610 22633 I Unity   : [STATISTIC]410;13583750;0;13583177;871550976;12460032;1549041187;24896;106771;84062;473906;75781;256250;1677343;0;0;0;90366;0;0;3312135;2185886;0;27;0.01361531;
