Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,NFE Snapshot Tick,NFE Snapshot Size (bits),NFE RTT,NFE Jitter,Multiplay FPS,Multiplay BitRate In,Multiplay BitRate Out,Multiplay RTT(ms),Multiplay PacketLoss,Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server),Number of Terrain Areas (Client),dtime,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,0,737976320,14655488,879341815,0,0,0,0,0,0,0,0,0,
4,294215052,742920192,14655488,879341815,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,13168072,743976960,14655488,879341815,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,14147292,744243200,14655488,879341815,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,29088333,744775680,14655488,879341815,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,12688802,750039040,14655488,915480823,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,15671407,753958912,14655488,919675127,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,19592135,752082944,14655488,917166999,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,15687396,752955392,14655488,917478679,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,18306458,752955392,14655488,917478787,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,14165990,754094080,14655488,917478787,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,15336563,755429376,14655488,917478787,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,14998177,755429376,14655488,917478787,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,26187292,757096448,14655488,917486979,0,0,0,0,0,0,0,0,0,27,0,0,0,
17,75267656,748417024,14655488,919725251,0,0,0,0,0,0,0,0,0,27,0,0,0,
18,21728906,750899200,14655488,1347609795,0,0,0,0,0,0,0,0,0,27,0,0,0,
19,10357657,752533504,14655488,1346561219,0,0,0,0,0,0,0,0,0,27,0,0,0,
20,11792396,753872896,14655488,1346561219,0,0,0,0,0,0,0,0,0,27,0,0,0,
21,14577604,755052544,14655488,1346561219,0,0,0,0,0,0,0,0,0,27,0,0,0,
22,338823333,783372288,14655488,1357083939,0,0,0,0,0,0,0,0,0,27,0,0,0,
23,33280104,792260608,14655488,1367627171,0,0,0,0,0,0,0,0,0,27,0,0,0,
24,15140208,798326784,14655488,1394894275,0,0,0,0,0,0,0,0,0,27,0,0,0,
25,22175625,803803136,14655488,1399088579,0,0,0,0,0,0,0,0,0,27,0,0,0,
26,24516093,810196992,14655488,1403282883,0,0,0,0,0,0,0,0,0,27,0,0,0,
27,13256563,811085824,14655488,1403282883,0,0,0,0,0,0,0,0,0,27,0,0,0,
28,13997760,811876352,14655488,1403282883,0,0,0,0,0,0,0,0,0,27,0,0,0,
29,15402656,812892160,14655488,1403282883,0,0,0,0,0,0,0,0,0,27,0,0,0,
30,29044011,816525312,14655488,1436878379,0,0,0,0,0,0,0,0,0,27,0,0,0,
31,14271615,820613120,14655488,1436919443,0,0,0,0,0,0,0,0,0,27,0,0,0,
32,9026458,823336960,14655488,1436944179,0,0,0,0,0,0,0,0,0,27,0,0,0,
33,11627187,826396672,14655488,1436998483,0,0,0,0,0,0,0,0,0,27,0,0,0,
34,13911927,827342848,14655488,1436871635,0,0,0,0,0,0,0,0,0,27,0,0,0,
35,14100000,830046208,14655488,1453673683,0,0,0,0,0,0,0,0,0,27,0,0,0,
36,17270000,833146880,14655488,1453703251,0,0,0,0,0,0,0,0,0,27,0,0,0,
37,13745781,834015232,14655488,1453703251,0,0,0,0,0,0,0,0,0,27,0,0,0,
38,16283438,836935680,14655488,1453711443,0,0,0,0,0,0,0,0,0,27,0,0,0,
39,15137084,840093696,14655488,1470488659,0,0,0,0,0,0,0,0,0,27,0,0,0,
40,18097968,840929280,14655488,1470543979,0,0,0,0,0,0,0,0,0,27,0,0,0,
41,11914063,844042240,14655488,1487351347,0,0,0,0,0,0,0,0,0,27,0,0,0,
42,12735157,847626240,14655488,1487463659,0,0,0,0,0,0,0,0,0,27,0,0,0,
43,14128333,851296256,14655488,1487468011,0,0,0,0,0,0,0,0,0,27,0,0,0,
44,13017032,854048768,14655488,1504274603,0,0,0,0,0,0,0,0,0,27,0,0,0,
45,13212604,858030080,14655488,1504328627,0,0,0,0,0,0,0,0,0,27,0,0,0,
46,12989948,859009024,14655488,1504337395,0,0,0,0,0,0,0,0,0,27,0,0,0,
47,15203854,862269440,14655488,1504350035,0,0,0,0,0,0,0,0,0,27,0,0,0,
48,13791875,865370112,14655488,1504367091,0,0,0,0,0,0,0,0,0,27,0,0,0,
49,13773542,868241408,14655488,1504408787,0,0,0,0,0,0,0,0,0,27,0,0,0,
50,11216042,870866944,14655488,1521194963,0,0,0,0,0,0,0,0,0,27,0,0,0,
51,14725677,871555072,14655488,1521199411,0,0,0,0,0,0,0,0,0,27,0,0,0,
52,14462187,872136704,14655488,1521199411,0,0,0,0,0,0,0,0,0,27,0,0,0,
53,14252135,873041920,14655488,1521199411,0,0,0,0,0,0,0,0,0,27,0,0,0,
54,14597917,872910848,14655488,1521199411,0,0,0,0,0,0,0,0,0,27,0,0,0,
55,15850989,876290048,14655488,1537984819,0,0,0,0,0,0,0,0,0,27,0,0,0,
56,8984948,876494848,14655488,1537984819,0,0,0,0,0,0,0,0,0,27,0,0,0,
57,16579531,876896256,14655488,1537984819,0,0,0,0,0,0,0,0,0,27,0,0,0,
58,15468386,880082944,14655488,1538001203,0,0,0,0,0,0,0,0,0,27,0,0,0,
59,13301770,878686208,14655488,1538001203,0,0,0,0,0,0,0,0,0,27,0,0,0,
60,13988177,879296512,14655488,1538001203,0,0,0,0,0,0,0,0,0,27,0,0,0,
61,13375833,880324608,14655488,1554778419,0,0,0,0,0,0,0,0,0,27,0,0,0,
62,10776875,880324608,14655488,1554778419,0,0,0,0,0,0,0,0,0,27,0,0,0,
63,21854114,882798592,14655488,1571555635,0,0,0,0,0,0,0,0,0,27,0,0,0,
64,10654479,884015104,14655488,1571543155,0,0,0,0,0,0,0,0,0,27,0,0,0,
65,13768802,886689792,14655488,1571559539,0,0,0,0,0,0,0,0,0,27,0,0,0,
66,13528385,889692160,14655488,1571572275,0,0,0,0,0,0,0,0,0,27,0,0,0,
67,15873177,892268544,14655488,1571605791,0,0,0,0,0,0,0,0,0,27,0,0,0,
68,12293386,895455232,14655488,1571641831,0,0,0,0,0,0,0,0,0,27,0,0,0,
69,8310885,895455232,14655488,1571629671,0,0,0,0,0,0,0,0,0,27,0,0,0,
70,19102761,898379776,14655488,1588406887,0,0,0,0,0,0,0,0,0,27,0,0,0,
71,13794375,901140480,14655488,1605213319,0,0,0,0,0,0,0,0,0,27,0,0,0,
72,12833541,901967872,14655488,1605217959,0,0,0,0,0,0,0,0,0,27,0,0,0,
73,15510938,904925184,14655488,1605247207,0,0,0,0,0,0,0,0,0,27,0,0,0,
74,12911667,908091392,14655488,1605213415,0,0,0,0,0,0,0,0,0,27,0,0,0,
75,8083594,908107776,14655488,1605213415,0,0,0,0,0,0,0,0,0,27,0,0,0,
76,12500990,910913536,14655488,1605221607,0,0,0,0,0,0,0,0,0,27,0,0,0,
77,12382291,913821696,14655488,1622011719,0,0,0,0,0,0,0,0,0,27,0,0,0,
78,7433386,914153472,14655488,1622016423,0,0,0,0,0,0,0,0,0,27,0,0,0,
