
07-04 11:32:43.344 12737 12768 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;NFE Snapshot Tick;NFE Snapshot Size (bits);NFE RTT;NFE Jitter;Multiplay FPS;Multiplay BitRate In;Multiplay BitRate Out;Multiplay RTT (ms);Multiplay PacketLoss;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameServer Opencraft.Player.PlayerMovementSystem;GameClient Opencraft.Player.PlayerMovementSystem;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-04 11:32:43.404 12737 12768 I Unity   : [STATISTIC]299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01445177;
07-04 11:32:43.429 12737 12768 I Unity   : [STATISTIC]300;0;0;0;745508864;16134144;880689399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01445177;
07-04 11:32:43.701 12737 12768 I Unity   : [STATISTIC]301;278954636;0;278953645;749350912;16134144;880689399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02;
07-04 11:32:43.713 12737 12768 I Unity   : [STATISTIC]302;17204219;0;17203750;750645248;16134144;880689399;0;0;0;0;0;0;0;0;0;468;572;365;0;0;0;0;0;0.01722057;
07-04 11:32:43.721 12737 12768 I Unity   : [STATISTIC]303;5983333;0;5983021;750645248;16134144;880689399;0;0;0;0;0;0;0;0;0;105;260;156;0;0;0;0;0;0.00599177;
07-04 11:32:43.740 12737 12768 I Unity   : [STATISTIC]304;7397239;0;7396771;750911488;16134144;880689399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00740474;
07-04 11:32:43.754 12737 12768 I Unity   : [STATISTIC]305;19049167;0;19048333;760041472;16134144;921022711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01905375;
07-04 11:32:43.767 12737 12768 I Unity   : [STATISTIC]306;15699375;0;15699063;758026240;16134144;918526871;0;0;0;0;0;0;0;0;0;520;624;312;0;0;0;0;0;0.01570844;
07-04 11:32:43.783 12737 12768 I Unity   : [STATISTIC]307;11161146;0;11160781;758886400;16134144;918799747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01117036;
07-04 11:32:43.796 12737 12768 I Unity   : [STATISTIC]308;17940261;0;17939947;758886400;16134144;918826371;0;0;0;0;0;0;0;0;0;365;521;364;0;0;0;0;0;0.01794417;
07-04 11:32:43.809 12737 12768 I Unity   : [STATISTIC]309;11858802;0;11858489;759508992;16134144;918826371;0;0;0;0;0;0;0;0;0;156;417;468;0;0;0;0;0;0.01188323;
07-04 11:32:43.824 12737 12768 I Unity   : [STATISTIC]310;13181094;0;13180781;760504320;16134144;918826371;0;0;0;0;0;0;0;0;0;416;833;260;0;0;0;0;0;0.01318786;
07-04 11:32:43.838 12737 12768 I Unity   : [STATISTIC]311;14460156;0;14459792;761040896;16134144;918826371;0;0;0;0;0;0;0;0;0;156;1041;156;0;0;0;0;0;0.01447313;
07-04 11:32:43.852 12737 12768 I Unity   : [STATISTIC]312;14596355;0;14595989;761782272;16134144;918826371;0;0;0;0;0;0;0;0;0;208;365;156;0;0;0;0;0;0.01460302;
07-04 11:32:43.864 12737 12768 I Unity   : [STATISTIC]313;15346094;0;15345782;762015744;16134144;918834563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01535323;
07-04 11:32:43.878 12737 12768 I Unity   : [STATISTIC]314;19237605;0;19237239;761618432;16134144;917785987;0;0;0;0;0;0;0;0;0;2035938;1335209;221459;0;0;0;0;27;0.0192451;
07-04 11:32:43.892 12737 12768 I Unity   : [STATISTIC]315;7023125;0;7022656;761798656;16134144;917785987;0;0;0;0;0;0;0;0;0;19844;37917;158698;0;0;0;0;27;0.007032291;
07-04 11:32:43.907 12737 12768 I Unity   : [STATISTIC]316;11989166;0;11988437;761798656;16134144;917785987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01198979;
07-04 11:32:43.921 12737 12768 I Unity   : [STATISTIC]317;16656042;0;16655625;761798656;16134144;917785987;0;0;0;0;0;0;0;0;0;43125;42188;70729;0;0;0;0;27;0.01667;
07-04 11:32:43.934 12737 12768 I Unity   : [STATISTIC]318;13509896;0;13509531;761798656;16134144;917785987;0;0;0;0;0;0;0;0;0;11771;36719;56510;0;0;0;0;27;0.01354047;
07-04 11:32:43.947 12737 12768 I Unity   : [STATISTIC]319;14065990;0;14065625;762036224;16134144;917786095;0;0;0;0;0;0;0;0;0;15989;54844;141354;0;0;0;0;27;0.01406969;
07-04 11:32:43.963 12737 12768 I Unity   : [STATISTIC]320;10990312;0;10989896;762036224;16134144;917786095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01101307;
07-04 11:32:43.977 12737 12768 I Unity   : [STATISTIC]321;16101510;0;16100937;762036224;16134144;917786095;0;0;0;0;0;0;0;0;0;10625;38386;58334;0;0;0;0;27;0.01611792;
07-04 11:32:43.989 12737 12768 I Unity   : [STATISTIC]322;15078281;0;15077865;762036224;16134144;917786095;0;0;0;0;0;0;0;0;0;11979;41667;72240;0;0;0;0;27;0.0150863;
07-04 11:32:44.002 12737 12768 I Unity   : [STATISTIC]323;12799062;0;12797865;762036224;16134144;917786095;0;0;0;0;0;0;0;0;0;12396;44687;83593;0;0;0;0;27;0.012795;
07-04 11:32:44.017 12737 12768 I Unity   : [STATISTIC]324;11272344;0;11271615;762273792;16134144;917786095;0;0;0;0;0;0;0;0;0;11250;43281;44584;0;0;0;0;27;0.01131208;
07-04 11:32:44.033 12737 12768 I Unity   : [STATISTIC]325;14531771;0;14531406;762273792;16134144;917786095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01453984;
07-04 11:32:44.044 12737 12768 I Unity   : [STATISTIC]326;17648541;0;17647864;762273792;16134144;917786095;0;0;0;0;0;0;0;0;0;14063;41875;115364;0;0;0;0;27;0.01765859;
07-04 11:32:44.058 12737 12768 I Unity   : [STATISTIC]327;11242240;0;11241615;762273792;16134144;917786095;0;0;0;0;0;0;0;0;0;11719;33385;85261;0;0;0;0;27;0.01125036;
07-04 11:32:44.074 12737 12768 I Unity   : [STATISTIC]328;12682500;0;12681980;762519552;16134144;917786095;0;0;0;0;0;0;0;0;0;9844;31198;48385;0;0;0;0;27;0.01271854;
07-04 11:32:44.086 12737 12768 I Unity   : [STATISTIC]329;16811615;0;16811302;762519552;16134144;917655023;0;0;0;0;0;0;0;0;0;20989;44479;75312;0;0;0;0;27;0.01682;
07-04 11:32:44.101 12737 12768 I Unity   : [STATISTIC]330;11103906;0;11103594;762519552;16134144;917655023;0;0;0;0;0;0;0;0;0;8646;36875;47240;0;0;0;0;27;0.01110958;
07-04 11:32:44.116 12737 12768 I Unity   : [STATISTIC]331;14328489;0;14328177;762519552;16134144;917655023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01433703;
07-04 11:32:44.129 12737 12768 I Unity   : [STATISTIC]332;14984635;0;14984323;762519552;16134144;917655023;0;0;0;0;0;0;0;0;0;9271;32552;55313;0;0;0;0;27;0.01499766;
07-04 11:32:44.150 12737 12768 I Unity   : [STATISTIC]333;13480260;0;13479896;762753024;16134144;917655023;0;0;0;0;0;0;0;0;0;9063;40729;55208;0;0;0;0;27;0.01348979;
07-04 11:32:44.163 12737 12768 I Unity   : [STATISTIC]334;20838385;0;20838021;762753024;16134144;917655023;0;0;0;0;0;0;0;0;0;10625;31614;63541;0;0;0;0;27;0.02084406;
07-04 11:32:44.178 12737 12768 I Unity   : [STATISTIC]335;13324792;0;13324479;762560512;16134144;917655023;0;0;0;0;0;0;0;0;0;9323;29896;47708;0;0;0;0;27;0.0133349;
07-04 11:32:44.193 12737 12768 I Unity   : [STATISTIC]336;14719011;0;14718698;762560512;16134144;917655023;0;0;0;0;0;0;0;0;0;9167;31406;55208;0;0;0;0;27;0.01472703;
07-04 11:32:44.207 12737 12768 I Unity   : [STATISTIC]337;17880000;0;17879583;762560512;16134144;917655023;0;0;0;0;0;0;0;0;0;12917;41146;58386;0;0;0;0;27;0.01788344;
07-04 11:32:44.221 12737 12768 I Unity   : [STATISTIC]338;11101667;0;11101198;762560512;16134144;917655023;0;0;0;0;0;0;0;0;0;9323;32240;44166;0;0;0;0;27;0.01111432;
07-04 11:32:44.235 12737 12768 I Unity   : [STATISTIC]339;14859687;0;14859271;762560512;16134144;917655023;0;0;0;0;0;0;0;0;0;12344;38593;74219;0;0;0;0;27;0.01486208;
07-04 11:32:44.248 12737 12768 I Unity   : [STATISTIC]340;13518542;0;13517865;762802176;16134144;917655023;0;0;0;0;0;0;0;0;0;9219;33385;46458;0;0;0;0;27;0.01354641;
07-04 11:32:44.262 12737 12768 I Unity   : [STATISTIC]341;11598282;0;11597813;762802176;16134144;917655023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.0116126;
07-04 11:32:44.276 12737 12768 I Unity   : [STATISTIC]342;16007396;0;16006979;762802176;16134144;917655023;0;0;0;0;0;0;0;0;0;12864;45781;76250;0;0;0;0;27;0.01601432;
07-04 11:32:44.290 12737 12768 I Unity   : [STATISTIC]343;12862916;0;12862292;762802176;16134144;917655023;0;0;0;0;0;0;0;0;0;9480;35000;52708;0;0;0;0;27;0.01287286;
07-04 11:32:44.304 12737 12768 I Unity   : [STATISTIC]344;14495729;0;14495209;763047936;16134144;917655023;0;0;0;0;0;0;0;0;0;10365;34479;47969;0;0;0;0;27;0.01450281;
07-04 11:32:44.318 12737 12768 I Unity   : [STATISTIC]345;15665416;0;15664896;763047936;16134144;917655023;0;0;0;0;0;0;0;0;0;12709;39896;65625;0;0;0;0;27;0.01566531;
07-04 11:32:44.333 12737 12768 I Unity   : [STATISTIC]346;12423438;0;12422969;763047936;16134144;917655023;0;0;0;0;0;0;0;0;0;10261;36354;49479;0;0;0;0;27;0.01246875;
07-04 11:32:44.347 12737 12768 I Unity   : [STATISTIC]347;14271927;0;14271459;763047936;16134144;917655023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01427339;
07-04 11:32:44.361 12737 12768 I Unity   : [STATISTIC]348;15388542;0;15387917;763047936;16134144;917655023;0;0;0;0;0;0;0;0;0;11250;36875;50104;0;0;0;0;27;0.0154175;
07-04 11:32:44.375 12737 12768 I Unity   : [STATISTIC]349;12716563;0;12715834;763293696;16134144;917654915;0;0;0;0;0;0;0;0;0;9896;33906;48542;0;0;0;0;27;0.0127325;
07-04 11:32:44.388 12737 12768 I Unity   : [STATISTIC]350;15302031;0;15301406;763293696;16134144;917654915;0;0;0;0;0;0;0;0;0;12968;39792;97031;0;0;0;0;27;0.01533161;
07-04 11:32:44.402 12737 12768 I Unity   : [STATISTIC]351;12686406;0;12685521;763293696;16134144;917654915;0;0;0;0;0;0;0;0;0;9323;26927;54271;0;0;0;0;27;0.01269984;
07-04 11:32:44.417 12737 12768 I Unity   : [STATISTIC]352;13476458;0;13475833;763293696;16134144;917654915;0;0;0;0;0;0;0;0;0;10209;36927;48125;0;0;0;0;27;0.01351969;
07-04 11:32:44.430 12737 12768 I Unity   : [STATISTIC]353;13563490;0;13563073;763469824;16134144;917654915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01357068;
07-04 11:32:44.443 12737 12768 I Unity   : [STATISTIC]354;16190469;0;16189896;763469824;16134144;917654915;0;0;0;0;0;0;0;0;0;17604;45625;83594;0;0;0;0;27;0.01620391;
07-04 11:32:44.459 12737 12768 I Unity   : [STATISTIC]355;10701303;0;10700833;763469824;16134144;917654915;0;0;0;0;0;0;0;0;0;8229;30521;42031;0;0;0;0;27;0.0107262;
07-04 11:32:44.472 12737 12768 I Unity   : [STATISTIC]356;16400104;0;16399792;763666432;16134144;917654915;0;0;0;0;0;0;0;0;0;10990;45052;49010;0;0;0;0;27;0.01640302;
07-04 11:32:44.486 12737 12768 I Unity   : [STATISTIC]357;15425677;0;15425260;763666432;16134144;917654915;0;0;0;0;0;0;0;0;0;19011;46615;96615;0;0;0;0;27;0.01543979;
07-04 11:32:44.541 12737 12768 I Unity   : [STATISTIC]358;12667500;0;12667031;763666432;16134144;917654915;0;0;0;0;0;0;0;0;0;10156;30365;88073;0;0;0;0;27;0.01267479;
07-04 11:32:44.569 12737 12768 I Unity   : [STATISTIC]359;67851719;0;67851250;754368512;16134144;919893187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.0678576;
07-04 11:32:44.587 12737 12768 I Unity   : [STATISTIC]360;26705937;0;26705417;756195328;16134144;1347777731;0;0;0;0;0;0;0;0;0;1270624;590885;233802;0;0;0;0;27;0.02672417;
07-04 11:32:44.600 12737 12768 I Unity   : [STATISTIC]361;9382552;0;9382240;757542912;16134144;1347777731;0;0;0;0;0;0;0;0;0;630885;78854;115312;0;0;0;0;27;0.009393073;
07-04 11:32:44.609 12737 12768 I Unity   : [STATISTIC]362;12370989;0;12370312;758177792;16134144;1347777731;0;0;0;0;0;0;0;0;0;467656;73594;101093;0;0;0;0;27;0.01238031;
07-04 11:32:44.620 12737 12768 I Unity   : [STATISTIC]363;6868229;0;6867865;758329344;16134144;1347777731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.006884219;
07-04 11:32:44.638 12737 12768 I Unity   : [STATISTIC]364;12494479;0;12494063;759394304;16134144;1347777731;0;0;0;0;0;0;0;0;0;596615;98177;147917;0;0;0;0;27;0.01250307;
07-04 11:32:44.651 12737 12768 I Unity   : [STATISTIC]365;20200677;0;20200156;760397824;16134144;1347777731;0;0;0;0;0;0;0;0;0;789635;99740;182604;0;0;0;0;27;0.02021016;
07-04 11:32:44.809 12737 12768 I Unity   : [STATISTIC]366;157599427;0;157598959;790921216;16134144;1375077667;0;0;0;0;0;0;0;0;0;647448;67708;168750;0;0;0;0;27;0.1576083;
07-04 11:32:44.833 12737 12768 I Unity   : [STATISTIC]367;27349687;0;27349375;798121984;16134144;1385620899;0;0;0;0;0;0;0;0;0;1392916;246406;417136;459532;0;0;0;27;0.02735833;
07-04 11:32:44.845 12737 12768 I Unity   : [STATISTIC]368;11574010;0;11573542;801579008;16134144;1396110787;0;0;0;0;0;0;0;0;0;18385;149532;162187;0;0;0;0;27;0.01158609;
07-04 11:32:44.855 12737 12768 I Unity   : [STATISTIC]369;9386146;0;9385677;805916672;16134144;1400305091;0;0;0;0;0;0;0;0;0;12500;117917;58542;0;0;0;0;27;0.009400625;
07-04 11:32:44.872 12737 12768 I Unity   : [STATISTIC]370;9868333;0;9867917;810401792;16134144;1404499395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.009877916;
07-04 11:32:44.886 12737 12768 I Unity   : [STATISTIC]371;15889635;0;15889063;810401792;16134144;1404499395;0;0;0;0;0;0;0;0;0;15677;92864;72500;0;0;0;0;27;0.01589724;
07-04 11:32:44.901 12737 12768 I Unity   : [STATISTIC]372;17111875;0;17111406;810815488;16134144;1404499395;0;0;0;0;0;0;0;0;0;20208;95572;104740;0;0;0;0;27;0.01712432;
07-04 11:32:44.912 12737 12768 I Unity   : [STATISTIC]373;11545833;0;11545417;810815488;16134144;1404499395;0;0;0;0;0;0;0;0;0;12657;79375;62136;0;0;0;0;27;0.01155391;
07-04 11:32:44.929 12737 12768 I Unity   : [STATISTIC]374;11901719;0;11901250;813056000;16134144;1421292995;0;0;0;0;0;0;0;0;0;0;0;0;110572;0;0;0;27;0.01191302;
07-04 11:32:44.942 12737 12768 I Unity   : [STATISTIC]375;15936406;0;15936094;813223936;16134144;1421292995;0;0;0;0;0;0;0;0;0;14323;76250;62708;0;0;0;0;27;0.01594396;
07-04 11:32:44.957 12737 12768 I Unity   : [STATISTIC]376;17384062;0;17383750;815271936;16134144;1438096951;0;0;0;0;0;0;0;0;0;20834;100208;111771;171511;0;0;0;27;0.017395;
07-04 11:32:44.966 12737 12768 I Unity   : [STATISTIC]377;11348021;0;11347709;815423488;16134144;1438096951;0;0;0;0;0;0;0;0;0;12813;70938;56771;0;0;0;0;27;0.0113562;
07-04 11:32:44.986 12737 12768 I Unity   : [STATISTIC]378;21178281;0;21177656;817901568;16134144;1438113431;0;0;0;0;0;0;0;0;0;11094;66042;49739;97240;0;0;0;27;0.02118911;
07-04 11:32:44.996 12737 12768 I Unity   : [STATISTIC]379;9140520;0;9140052;820457472;16134144;1438125783;0;0;0;0;0;0;0;0;0;12447;81407;58906;98646;0;0;0;27;0.009152447;
07-04 11:32:45.008 12737 12768 I Unity   : [STATISTIC]380;9583438;0;9583125;822771712;16134144;1454943927;0;0;0;0;0;0;0;0;0;16302;130417;58906;165521;0;0;0;27;0.009591719;
07-04 11:32:45.023 12737 12768 I Unity   : [STATISTIC]381;11218802;0;11218489;825368576;16134144;1455002203;0;0;0;0;0;0;0;0;0;0;0;0;278750;0;0;0;27;0.01122969;
07-04 11:32:45.038 12737 12768 I Unity   : [STATISTIC]382;16836667;0;16836302;825532416;16134144;1455006363;0;0;0;0;0;0;0;0;0;37604;117917;171302;0;0;0;0;27;0.01684589;
07-04 11:32:45.052 12737 12768 I Unity   : [STATISTIC]383;15246250;0;15245885;827838464;16134144;1455035163;0;0;0;0;0;0;0;0;0;18541;88073;87032;114947;0;0;0;27;0.01525609;
07-04 11:32:45.064 12737 12768 I Unity   : [STATISTIC]384;12968437;0;12968073;830062592;16134144;1455065667;0;0;0;0;0;0;0;0;0;10781;71458;55156;199219;0;0;0;27;0.01297578;
07-04 11:32:45.079 12737 12768 I Unity   : [STATISTIC]385;12904948;0;12904531;832749568;16134144;1471859555;0;0;0;0;0;0;0;0;0;16511;92969;67656;126511;0;0;0;27;0.0129138;
07-04 11:32:45.093 12737 12768 I Unity   : [STATISTIC]386;12724375;0;12724063;830836736;16134144;1471892427;0;0;0;0;0;0;0;0;0;0;0;0;222812;0;0;0;27;0.01273719;
07-04 11:32:45.107 12737 12768 I Unity   : [STATISTIC]387;16000521;0;16000000;833048576;16134144;1471909163;0;0;0;0;0;0;0;0;0;18177;75573;71875;262188;0;0;0;27;0.01600901;
07-04 11:32:45.120 12737 12768 I Unity   : [STATISTIC]388;14778489;0;14778125;835731456;16134144;1488751255;0;0;0;0;0;0;0;0;0;25521;76302;89166;199948;0;0;0;27;0.01478672;
07-04 11:32:45.132 12737 12768 I Unity   : [STATISTIC]389;12263073;0;12262552;838610944;16134144;1488808607;0;0;0;0;0;0;0;0;0;12760;76146;62605;274271;0;0;0;27;0.0122726;
07-04 11:32:45.147 12737 12768 I Unity   : [STATISTIC]390;12094323;0;12093854;838922240;16134144;1505590207;0;0;0;0;0;0;0;0;0;12760;124271;55573;0;0;0;0;27;0.01210495;
07-04 11:32:45.161 12737 12768 I Unity   : [STATISTIC]391;13838334;0;13837813;841502720;16134144;1505651059;0;0;0;0;0;0;0;0;0;0;0;0;300834;0;0;0;27;0.0138501;
07-04 11:32:45.175 12737 12768 I Unity   : [STATISTIC]392;14662761;0;14662187;843784192;16134144;1505663699;0;0;0;0;0;0;0;0;0;12031;68542;59323;113698;0;0;0;27;0.01467083;
07-04 11:32:45.188 12737 12768 I Unity   : [STATISTIC]393;14282448;0;14282136;846188544;16134144;1505684563;0;0;0;0;0;0;0;0;0;12135;72708;55938;295625;0;0;0;27;0.01429557;
07-04 11:32:45.202 12737 12768 I Unity   : [STATISTIC]394;13472031;0;13470990;848510976;16134144;1505734419;0;0;0;0;0;0;0;0;0;15469;118021;66927;235157;0;0;0;27;0.01347901;
07-04 11:32:45.214 12737 12768 I Unity   : [STATISTIC]395;12181302;0;12180782;848711680;16134144;1505743347;0;0;0;0;0;0;0;0;0;13281;75365;59114;0;0;0;0;27;0.01219865;
07-04 11:32:45.231 12737 12768 I Unity   : [STATISTIC]396;12400885;0;12400312;848928768;16134144;1505743347;0;0;0;0;0;0;0;0;0;12708;76510;57813;0;0;0;0;27;0.01240958;
07-04 11:32:45.245 12737 12768 I Unity   : [STATISTIC]397;16945885;0;16945365;849084416;16134144;1505743347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01695646;
07-04 11:32:45.258 12737 12768 I Unity   : [STATISTIC]398;14203281;0;14202709;851492864;16134144;1505743347;0;0;0;0;0;0;0;0;0;12656;93281;58386;107344;0;0;0;27;0.01421307;
07-04 11:32:45.275 12737 12768 I Unity   : [STATISTIC]399;11598802;0;11598489;851492864;16134144;1505743347;0;0;0;0;0;0;0;0;0;11719;71459;54062;0;0;0;0;27;0.01160953;
07-04 11:32:45.293 12737 12768 I Unity   : [STATISTIC]400;18560000;0;18559635;851742720;16134144;1505743347;0;0;0;0;0;0;0;0;0;15834;76406;66927;0;0;0;0;27;0.01856932;
07-04 11:32:45.306 12737 12768 I Unity   : [STATISTIC]401;16829635;0;16829115;851742720;16134144;1505743347;0;0;0;0;0;0;0;0;0;14583;78229;59063;0;0;0;0;27;0.01682917;
07-04 11:32:45.321 12737 12768 I Unity   : [STATISTIC]402;12290729;0;12290312;851415040;16134144;1505743347;0;0;0;0;0;0;0;0;0;12448;72552;50729;0;0;0;0;27;0.01232172;
07-04 11:32:45.334 12737 12768 I Unity   : [STATISTIC]403;17790677;0;17790312;853475328;16134144;1505743347;0;0;0;0;0;0;0;0;0;14895;74844;64635;228385;0;0;0;27;0.01780172;
07-04 11:32:45.347 12737 12768 I Unity   : [STATISTIC]404;10205104;0;10204583;853159936;16134144;1505743347;0;0;0;0;0;0;0;0;0;17969;83281;81563;0;0;0;0;27;0.01021307;
07-04 11:32:45.362 12737 12768 I Unity   : [STATISTIC]405;16730885;0;16730313;853303296;16134144;1505743347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.0167325;
07-04 11:32:45.375 12737 12768 I Unity   : [STATISTIC]406;12323906;0;12323541;850542592;16134144;1505743347;0;0;0;0;0;0;0;0;0;12188;71250;65573;0;0;0;0;27;0.0123626;
07-04 11:32:45.389 12737 12768 I Unity   : [STATISTIC]407;12881875;0;12881562;850784256;16134144;1522520563;0;0;0;0;0;0;0;0;0;11823;78125;53854;0;0;0;0;27;0.01289104;
07-04 11:32:45.404 12737 12768 I Unity   : [STATISTIC]408;18725833;0;18725312;851017728;16134144;1539297779;0;0;0;0;0;0;0;0;0;52083;117605;262396;0;0;0;0;27;0.01873427;
07-04 11:32:45.418 12737 12768 I Unity   : [STATISTIC]409;11941510;0;11941042;853282816;16134144;1539305971;0;0;0;0;0;0;0;0;0;12760;93802;65313;125729;0;0;0;27;0.01195307;
07-04 11:32:45.431 12737 12768 I Unity   : [STATISTIC]410;13418698;0;13418385;855769088;16134144;1556099571;0;0;0;0;0;0;0;0;0;12864;80468;54948;117604;0;0;0;27;0.01342859;
07-04 11:32:45.446 12737 12768 I Unity   : [STATISTIC]411;10917292;0;10916927;855769088;16134144;1556099571;0;0;0;0;0;0;0;0;0;11823;69375;55156;0;0;0;0;27;0.0109276;
07-04 11:32:45.460 12737 12768 I Unity   : [STATISTIC]412;16920208;0;16919687;857825280;16134144;1556112307;0;0;0;0;0;0;0;0;0;0;0;0;277500;0;0;0;27;0.0169301;
07-04 11:32:45.475 12737 12768 I Unity   : [STATISTIC]413;14592969;0;14591667;860266496;16134144;1556133267;0;0;0;0;0;0;0;0;0;23489;92500;71927;130417;0;0;0;27;0.01459208;
07-04 11:32:45.490 12737 12768 I Unity   : [STATISTIC]414;14459271;0;14458906;860504064;16134144;1556104435;0;0;0;0;0;0;0;0;0;10834;73542;50625;0;0;0;0;27;0.01448734;
07-04 11:32:45.504 12737 12768 I Unity   : [STATISTIC]415;14628907;0;14628437;860504064;16134144;1556104435;0;0;0;0;0;0;0;0;0;12031;74011;79166;0;0;0;0;27;0.01463896;
07-04 11:32:45.519 12737 12768 I Unity   : [STATISTIC]416;15687708;0;15687240;862810112;16134144;1572894451;0;0;0;0;0;0;0;0;0;13333;74635;57813;597916;0;0;0;27;0.01570011;
07-04 11:32:45.532 12737 12768 I Unity   : [STATISTIC]417;14155209;0;14154895;864919552;16134144;1572915443;0;0;0;0;0;0;0;0;0;15834;93750;60156;130104;0;0;0;27;0.01416651;
07-04 11:32:45.545 12737 12768 I Unity   : [STATISTIC]418;13597032;0;13596718;867282944;16134144;1572928275;0;0;0;0;0;0;0;0;0;12864;83750;64896;207552;0;0;0;27;0.01360698;
07-04 11:32:45.558 12737 12768 I Unity   : [STATISTIC]419;9071927;0;9071563;867282944;16134144;1572907443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.009081979;
07-04 11:32:45.571 12737 12768 I Unity   : [STATISTIC]420;15955052;0;15954792;869416960;16134144;1572944823;0;0;0;0;0;0;0;0;0;13907;76823;69948;342864;0;0;0;27;0.01596453;
