
07-04 11:32:43.344 12737 12768 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;NFE Snapshot Tick;NFE Snapshot Size (bits);NFE RTT;NFE Jitter;Multiplay FPS;Multiplay BitRate In;Multiplay BitRate Out;Multiplay RTT (ms);Multiplay PacketLoss;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameServer Opencraft.Player.PlayerMovementSystem;GameClient Opencraft.Player.PlayerMovementSystem;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-04 11:32:45.586 12737 12768 I Unity   : [STATISTIC]421;13276042;0;13275729;871702528;16134144;1572974103;0;0;0;0;0;0;0;0;0;11042;72812;52656;126355;0;0;0;27;0.01328261;
07-04 11:32:45.600 12737 12768 I Unity   : [STATISTIC]422;16010885;0;16010521;873836544;16134144;1572978807;0;0;0;0;0;0;0;0;0;11042;68333;51094;135469;0;0;0;27;0.01602969;
07-04 11:32:45.614 12737 12768 I Unity   : [STATISTIC]423;13164271;0;13163594;875896832;16134144;1572986999;0;0;0;0;0;0;0;0;0;15938;83646;59271;144167;0;0;0;27;0.0131751;
07-04 11:32:45.627 12737 12768 I Unity   : [STATISTIC]424;11920833;0;11920260;875896832;16134144;1572956599;0;0;0;0;0;0;0;0;0;14844;79791;61615;0;0;0;0;27;0.01193161;
07-04 11:32:45.643 12737 12768 I Unity   : [STATISTIC]425;14145260;0;14144948;878317568;16134144;1589754935;0;0;0;0;0;0;0;0;0;0;0;0;144010;0;0;0;27;0.01415354;
07-04 11:32:45.656 12737 12768 I Unity   : [STATISTIC]426;16042448;0;16042135;880463872;16134144;1606536887;0;0;0;0;0;0;0;0;0;11302;74791;53958;255938;0;0;0;27;0.01605729;
07-04 11:32:45.669 12737 12768 I Unity   : [STATISTIC]427;12368750;0;12368438;880463872;16134144;1606536887;0;0;0;0;0;0;0;0;0;13646;74011;53698;0;0;0;0;27;0.01238354;
07-04 11:32:45.683 12737 12768 I Unity   : [STATISTIC]428;13843073;0;13842448;880713728;16134144;1606536887;0;0;0;0;0;0;0;0;0;13386;72657;58855;0;0;0;0;27;0.01385193;
07-04 11:32:45.698 12737 12768 I Unity   : [STATISTIC]429;15517344;0;15517031;883023872;16134144;1606589375;0;0;0;0;0;0;0;0;0;11667;74375;59375;314167;0;0;0;27;0.01552865;
07-04 11:32:45.710 12737 12768 I Unity   : [STATISTIC]430;14096771;0;14096302;885456896;16134144;1606597567;0;0;0;0;0;0;0;0;0;12396;73541;53021;148958;0;0;0;27;0.01410927;
07-04 11:32:45.724 12737 12768 I Unity   : [STATISTIC]431;11043333;0;11042917;887513088;16134144;1606605759;0;0;0;0;0;0;0;0;0;0;0;0;201979;0;0;0;27;0.01105328;
