
07-07 15:41:30.772 17286 17316 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);SetAreaNeighborsJob;GhostUpdateSystem:UpdateJob (Burst);GhostUpdateJobCustom;GhostUpdateSystem:UpdateJob;Idle;OculusRuntime.WaitToBeginFrame;GameClient Unity.Entities.SimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-07 15:41:30.838 17286 17316 I Unity   : [STATISTIC]304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01378823;
07-07 15:41:30.862 17286 17316 I Unity   : [STATISTIC]305;0;0;0;727789568;16408576;860754559;0;0;0;0;0;0;0;0;0;0;0;0;55216773;6885521;0;0;0;0.01378823;
07-07 15:41:31.133 17286 17316 I Unity   : [STATISTIC]306;278277343;0;278246093;731365376;16408576;860754559;0;0;0;0;0;0;0;0;0;0;0;0;547811250;82291;249354427;0;0;0.02;
07-07 15:41:31.145 17286 17316 I Unity   : [STATISTIC]307;16304635;0;16304063;732815360;16408576;860754559;364;573;470;0;0;572;6547187;0;0;0;0;0;29999111;67448;652396;0;0;0.01631318;
07-07 15:41:31.154 17286 17316 I Unity   : [STATISTIC]308;6175625;0;6175157;732815360;16408576;860754559;260;156;209;0;0;469;852135;0;0;0;0;0;10942293;86875;244635;0;0;0.006182604;
07-07 15:41:31.173 17286 17316 I Unity   : [STATISTIC]309;8719167;0;8718489;733347840;16408576;860754559;0;0;0;0;0;0;0;0;0;0;0;0;10131616;3829584;462292;0;0;0.008724115;
07-07 15:41:31.187 17286 17316 I Unity   : [STATISTIC]310;18316094;0;18315625;742531072;16408576;901087871;0;0;0;0;0;0;0;0;0;0;0;0;21437702;15040312;441667;0;0;0.01833286;
07-07 15:41:31.199 17286 17316 I Unity   : [STATISTIC]311;17984010;0;17982917;740581376;16408576;898555167;469;625;625;0;0;1198;2762031;0;0;0;0;0;22174789;6045678;482292;0;0;0.01799776;
07-07 15:41:31.214 17286 17316 I Unity   : [STATISTIC]312;9573958;0;9573594;741539840;16408576;898864799;364;156;364;0;0;782;1043801;0;0;0;0;0;18355258;118490;366042;0;0;0.009590312;
07-07 15:41:31.230 17286 17316 I Unity   : [STATISTIC]313;14537761;0;14537187;741539840;16408576;898891423;0;0;0;0;0;0;0;0;0;0;0;0;16319794;6204167;421719;0;0;0.01454078;
