
07-05 15:07:26.089 27488 27508 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);GhostUpdateSystem:UpdateJob (Burst);Idle;OculusRuntime.WaitToBeginFrame;GameClient Unity.Entities.SimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-05 15:07:47.693 27488 27508 I Unity   : [STATISTIC]1792;13520781;0;13520417;2545131520;16195584;5575183467;25468;168906;93750;0;167761;374583;2013438;0;0;13529531;71666;4918333;0;27;0.01352776;
07-05 15:07:47.705 27488 27508 I Unity   : [STATISTIC]1793;12476771;0;12476302;2547331072;16195584;5575209171;0;0;0;351718;158281;0;0;0;0;12355835;71250;5724375;0;27;0.01248729;
07-05 15:07:47.718 27488 27508 I Unity   : [STATISTIC]1794;12583021;0;12582604;2547564544;16195584;5575125419;25156;171979;100938;0;216094;669688;2160573;0;0;11064789;63854;4896250;0;27;0.01258729;
07-05 15:07:47.733 27488 27508 I Unity   : [STATISTIC]1795;15105260;0;15104792;2549706752;16195584;5575146251;29167;136823;117344;301407;232240;413386;1848646;0;0;14700416;56875;6157031;0;27;0.01511443;
07-05 15:07:47.748 27488 27508 I Unity   : [STATISTIC]1796;14827969;0;14827500;2551799808;16195584;5575154443;27865;136823;90677;173854;395260;411979;1884428;0;0;15023493;66979;6496145;0;27;0.01483875;
07-05 15:07:47.763 27488 27508 I Unity   : [STATISTIC]1797;14831198;0;14830781;2553974784;16195584;5575154443;43802;195885;88906;268907;248177;438437;2041406;0;0;13352288;71614;5879896;0;27;0.01483875;
07-05 15:07:47.778 27488 27508 I Unity   : [STATISTIC]1798;14888594;0;14888177;2556043264;16195584;5591939851;25990;135573;112344;259480;159427;408386;1980835;0;0;15864012;74687;5930781;0;27;0.01489776;
07-05 15:07:47.790 27488 27508 I Unity   : [STATISTIC]1799;11983073;0;11982708;2556219392;16195584;5591918095;0;0;0;0;209218;0;0;0;0;10161558;77708;5872448;0;27;0.01199214;
07-05 15:07:47.803 27488 27508 I Unity   : [STATISTIC]1800;13064270;0;13063958;2556469248;16195584;5591918095;27031;186719;85625;0;228593;422708;1917187;0;0;11971563;61615;5061406;0;27;0.01307312;
07-05 15:07:47.817 27488 27508 I Unity   : [STATISTIC]1801;13879271;0;13878802;2556469248;16195584;5591918095;28802;143333;94844;0;244271;696771;2110155;0;0;12965422;61823;5479948;0;27;0.01388625;
07-05 15:07:47.832 27488 27508 I Unity   : [STATISTIC]1802;15299479;0;15299062;2558808064;16195584;5591950863;27813;139844;117553;190469;227657;420729;2142189;0;0;18349327;117552;6862344;0;27;0.01530948;
07-05 15:07:47.847 27488 27508 I Unity   : [STATISTIC]1803;14139687;0;14139114;2561314816;16195584;5608740367;22708;145469;107969;183177;233645;474375;1944531;0;0;14471142;66875;5916979;0;27;0.01414792;
07-05 15:07:47.861 27488 27508 I Unity   : [STATISTIC]1804;13976198;0;13975885;2562080768;16195584;5608744463;26927;143177;105990;0;172292;387605;2357293;0;0;13491928;77448;5287135;0;27;0.01398573;
07-05 15:07:47.873 27488 27508 I Unity   : [STATISTIC]1805;12452396;0;12451875;2564427776;16195584;5608756751;0;0;0;200625;174479;0;0;0;0;12340051;79531;5693854;0;27;0.01246375;
07-05 15:07:47.886 27488 27508 I Unity   : [STATISTIC]1806;13158698;0;13158281;2564427776;16195584;5608760847;27761;141250;88021;0;230677;374688;1968698;0;0;11186298;59375;5119895;0;27;0.01316526;
07-05 15:07:47.901 27488 27508 I Unity   : [STATISTIC]1807;15108125;0;15107604;2566721536;16195584;5625554447;31302;148645;87291;191927;238750;616563;2280001;0;0;14868595;60365;6123906;0;27;0.01511662;
07-05 15:07:47.916 27488 27508 I Unity   : [STATISTIC]1808;14624115;0;14623750;2569154560;16195584;5625610379;30625;152240;91927;230625;237447;501094;2345521;0;0;27583853;72135;5819531;0;27;0.01463667;
07-05 15:07:47.931 27488 27508 I Unity   : [STATISTIC]1809;15237395;0;15236875;2571288576;16195584;5625660739;26093;188125;99427;292239;419375;354583;1873229;0;0;16387236;99219;6037500;0;27;0.01524307;
07-05 15:07:47.949 27488 27508 I Unity   : [STATISTIC]1810;17853490;0;17853125;2573578240;16195584;5625693767;27396;135468;94948;361927;190417;406667;2191875;0;0;20679374;186145;7650105;0;27;0.01786615;
07-05 15:07:47.964 27488 27508 I Unity   : [STATISTIC]1811;15382187;0;15381823;2574045184;16195584;5625693767;26250;135000;85782;0;233959;497187;2004791;0;0;16421670;82656;6968229;0;27;0.01539188;
07-05 15:07:47.977 27488 27508 I Unity   : [STATISTIC]1812;12962344;0;12961927;2574372864;16195584;5625693767;28593;148333;96614;0;303698;404739;1868230;0;0;12760777;73282;5208698;0;27;0.01296802;
07-05 15:07:47.991 27488 27508 I Unity   : [STATISTIC]1813;13515052;0;13514532;2576592896;16195584;5625693767;0;0;0;207396;189583;0;0;0;0;17747394;78021;6741719;0;27;0.01352682;
07-05 15:07:48.004 27488 27508 I Unity   : [STATISTIC]1814;13603489;0;13603125;2576822272;16195584;5625685575;29011;157344;113646;0;242240;376250;2002917;0;0;13327291;74792;5673489;0;27;0.01360901;
07-05 15:07:48.018 27488 27508 I Unity   : [STATISTIC]1815;13561459;0;13561146;2576822272;16195584;5642462791;32500;135781;96198;0;251875;394271;1872085;0;0;14087865;73697;5317708;0;27;0.01356995;
07-05 15:07:48.034 27488 27508 I Unity   : [STATISTIC]1816;16066771;0;16066302;2579152896;16195584;5659256391;26302;144739;89792;182032;253282;539323;2128906;0;0;18885985;81094;7838438;0;27;0.01607687;
07-05 15:07:48.049 27488 27508 I Unity   : [STATISTIC]1817;14897656;0;14897188;2581590016;16195584;5659256391;29218;135833;87291;278229;291459;473020;1975885;0;0;13402557;71250;6706041;0;27;0.01490417;
07-05 15:07:48.063 27488 27508 I Unity   : [STATISTIC]1818;14544323;0;14543907;2583662592;16195584;5659289839;32031;152083;89791;274532;246406;374427;1854583;0;0;12521097;76093;6520208;0;27;0.01455526;
07-05 15:07:48.077 27488 27508 I Unity   : [STATISTIC]1819;13403334;0;13402968;2585718784;16195584;5659306951;27188;137240;87761;287604;167760;457448;1948021;0;0;11883954;65990;5432031;0;27;0.01341271;
07-05 15:07:48.089 27488 27508 I Unity   : [STATISTIC]1820;12348021;0;12347657;2588037120;16195584;5659337087;0;0;0;499687;365886;0;0;0;0;12071040;69427;5789740;0;27;0.01235635;
07-05 15:07:48.102 27488 27508 I Unity   : [STATISTIC]1821;13000208;0;12999844;2588037120;16195584;5659341183;38802;142084;91718;0;369480;400261;1911041;0;0;11695528;82917;5099531;0;27;0.01300729;
07-05 15:07:48.123 27488 27508 I Unity   : [STATISTIC]1822;14819792;0;14819375;2588811264;16195584;5659341183;25677;137083;80208;0;234270;425105;1871980;0;0;17819109;75729;7144792;0;27;0.01483302;
07-05 15:07:48.136 27488 27508 I Unity   : [STATISTIC]1823;19238698;0;19238334;2588811264;16195584;5659341183;28958;154115;95157;0;233333;382864;2162343;0;0;19078589;5749219;5037396;0;27;0.0192438;
07-05 15:07:48.150 27488 27508 I Unity   : [STATISTIC]1824;13790417;0;13790052;2588811264;16195584;5659341183;26927;136302;107968;0;235052;710989;2186197;0;0;13004168;63594;5034895;0;27;0.01379797;
07-05 15:07:48.163 27488 27508 I Unity   : [STATISTIC]1825;13108177;0;13107813;2588811264;16195584;5659341183;25416;137656;87552;0;243697;708021;2106197;0;0;12875307;65677;5098334;0;27;0.01311828;
07-05 15:07:48.176 27488 27508 I Unity   : [STATISTIC]1826;13409479;0;13409063;2589073408;16195584;5659341183;26979;145521;89375;0;174740;440209;2155625;0;0;12482598;60104;5431979;0;27;0.01341781;
07-05 15:07:48.187 27488 27508 I Unity   : [STATISTIC]1827;10842032;0;10841562;2589073408;16195584;5659341183;0;0;0;0;172135;0;0;0;0;10851825;59010;4925625;0;27;0.01085271;
07-05 15:07:48.201 27488 27508 I Unity   : [STATISTIC]1828;13215885;0;13215573;2589073408;16195584;5659341183;29375;143125;88125;0;240468;412604;2034948;0;0;12577030;72969;5030000;0;27;0.01322318;
07-05 15:07:48.214 27488 27508 I Unity   : [STATISTIC]1829;13527969;0;13527552;2589073408;16195584;5659341183;28906;135313;92760;0;238958;431458;2119843;0;0;12979481;70000;5570000;0;27;0.01353739;
07-05 15:07:48.233 27488 27508 I Unity   : [STATISTIC]1830;12779739;0;12779219;2589073408;16195584;5659341183;32500;145261;87136;0;221719;402969;1772968;0;0;12432339;67552;5163281;0;27;0.01278781;
07-05 15:07:48.248 27488 27508 I Unity   : [STATISTIC]1831;16732396;0;16731771;2589073408;16195584;5659341183;0;0;0;0;184271;0;0;0;0;16280209;6062760;4772239;0;27;0.01674234;
07-05 15:07:48.262 27488 27508 I Unity   : [STATISTIC]1832;18263229;0;18262917;2591191040;16195584;5659341183;30677;145468;98021;332292;239635;398749;2302188;0;0;19375575;3949531;5431355;0;27;0.01827464;
07-05 15:07:48.278 27488 27508 I Unity   : [STATISTIC]1833;16331928;0;16331510;2593726464;16195584;5659364927;50261;313021;206042;304583;438752;606041;3335001;0;0;15451877;67761;6247552;0;27;0.01633901;
07-05 15:07:48.289 27488 27508 I Unity   : [STATISTIC]1834;10582292;0;10581927;2593726464;16195584;5659356735;0;0;0;0;230781;0;0;0;0;11910362;69739;4698906;0;27;0.01059156;
07-05 15:07:48.302 27488 27508 I Unity   : [STATISTIC]1835;13130781;0;13130417;2593726464;16195584;5659356735;28438;139635;87969;0;222447;639635;2084115;0;0;14883543;66980;5112032;0;27;0.01314161;
07-05 15:07:48.317 27488 27508 I Unity   : [STATISTIC]1836;14780052;0;14779636;2593992704;16195584;5659356735;27083;139531;83854;0;230938;434427;1847968;0;0;17962289;57812;7172552;0;27;0.0147912;
07-05 15:07:48.330 27488 27508 I Unity   : [STATISTIC]1837;13529114;0;13528698;2593992704;16195584;5659356735;33698;145782;89167;0;244168;603594;2171874;0;0;12732083;62187;5429479;0;27;0.01353526;
07-05 15:07:48.344 27488 27508 I Unity   : [STATISTIC]1838;13665521;0;13665156;2594234368;16195584;5659356735;33281;137500;90105;0;185052;684011;2163802;0;0;13389320;70156;5361041;0;27;0.01367427;
07-05 15:07:48.355 27488 27508 I Unity   : [STATISTIC]1839;10300990;0;10300469;2594234368;16195584;5676133951;0;0;0;0;167448;0;0;0;0;10141355;73854;4513489;0;27;0.01031297;
07-05 15:07:48.368 27488 27508 I Unity   : [STATISTIC]1840;13289063;0;13288593;2594308096;16195584;5676133951;29636;163177;88385;0;230313;299896;1847448;0;0;13089065;389427;5252969;0;27;0.01329531;
07-05 15:07:48.381 27488 27508 I Unity   : [STATISTIC]1841;13401927;0;13401510;2594308096;16195584;5676133951;31458;203229;102500;0;236874;424427;2020053;0;0;14697449;69480;5362917;0;27;0.01340984;
07-05 15:07:48.399 27488 27508 I Unity   : [STATISTIC]1842;14765572;0;14765104;2596827136;16195584;5676142143;28334;205261;87656;183385;374791;389636;1891718;0;0;15216770;63542;6748855;0;27;0.01477422;
07-05 15:07:48.412 27488 27508 I Unity   : [STATISTIC]1843;16257708;0;16257344;2596827136;16195584;5676142143;32240;152657;120573;0;179635;437396;2211875;0;0;11564796;3345416;4886250;0;27;0.01626594;
07-05 15:07:48.427 27488 27508 I Unity   : [STATISTIC]1844;14897032;0;14896718;2599043072;16195584;5692943935;28333;138802;86042;167448;374324;388854;1834894;0;0;14281150;56406;6913021;0;27;0.01490651;
07-05 15:07:48.441 27488 27508 I Unity   : [STATISTIC]1845;12677448;0;12677135;2601074688;16195584;5692952127;0;0;0;256771;181198;0;0;0;0;10912812;62032;6524635;0;27;0.01268766;
07-05 15:07:48.454 27488 27508 I Unity   : [STATISTIC]1846;14568073;0;14567709;2601308160;16195584;5692952127;27500;146146;85156;0;294220;403073;1842969;0;0;11151042;1298021;5714375;0;27;0.01457573;
07-05 15:07:48.467 27488 27508 I Unity   : [STATISTIC]1847;12973958;0;12973646;2601349120;16195584;5692952127;31250;145469;116093;0;233854;385782;1786615;0;0;12205464;60417;5472448;0;27;0.01298078;
07-05 15:07:48.481 27488 27508 I Unity   : [STATISTIC]1848;13744166;0;13743802;2601558016;16195584;5692952127;27969;143125;85937;0;231041;426302;1813959;0;0;12594167;63906;6086823;0;27;0.0137526;
07-05 15:07:48.496 27488 27508 I Unity   : [STATISTIC]1849;14843281;0;14842969;2603872256;16195584;5709741631;33541;135886;86458;153385;282969;425156;1835105;0;0;14111455;65677;6839791;0;27;0.01485448;
07-05 15:07:48.511 27488 27508 I Unity   : [STATISTIC]1850;15390729;0;15390260;2606071808;16195584;5709762111;25989;140990;89427;284219;156562;439740;1899063;0;0;12879277;675729;6525989;0;27;0.01540016;
07-05 15:07:48.524 27488 27508 I Unity   : [STATISTIC]1851;12475000;0;12474635;2608349184;16195584;5709798675;0;0;0;286615;174115;0;0;0;0;10930367;60833;6332083;0;27;0.01248573;
07-05 15:07:48.539 27488 27508 I Unity   : [STATISTIC]1852;15034635;0;15034063;2608398336;16195584;5709802771;33334;136770;98177;0;184531;380729;1866979;0;0;13559274;57344;6049375;0;27;0.01503453;
07-05 15:07:48.554 27488 27508 I Unity   : [STATISTIC]1853;14733541;0;14732969;2608656384;16195584;5709802771;28906;195625;82344;0;228490;411614;1968802;0;0;17990780;43125;7007292;0;27;0.0147538;
07-05 15:07:48.567 27488 27508 I Unity   : [STATISTIC]1854;13565104;0;13564792;2608656384;16195584;5709802771;61875;139844;148333;0;242812;391875;2023073;0;0;13043071;60573;5501823;0;27;0.01357031;
07-05 15:07:48.582 27488 27508 I Unity   : [STATISTIC]1855;14226407;0;14226041;2610958336;16195584;5709819263;33281;144479;101250;326875;236927;409114;2010833;0;0;14683699;62709;5679739;0;27;0.01423625;
07-05 15:07:48.596 27488 27508 I Unity   : [STATISTIC]1856;14752031;0;14751667;2613911552;16195584;5709857031;50156;148594;97761;303593;396250;426979;2055626;0;0;13512919;69635;6217916;0;27;0.01475901;
07-05 15:07:48.611 27488 27508 I Unity   : [STATISTIC]1857;15145000;0;15144688;2616168448;16195584;5726646535;30052;148125;90208;388646;175885;365157;2021145;0;0;15876146;103698;5833750;0;27;0.01515531;
07-05 15:07:48.626 27488 27508 I Unity   : [STATISTIC]1858;11894167;0;11893698;2618535936;16195584;5726662919;0;0;0;291250;166719;0;0;0;0;11681664;74323;5375729;0;27;0.01190292;
07-05 15:07:48.641 27488 27508 I Unity   : [STATISTIC]1859;15638854;0;15638542;2618535936;16195584;5726662919;28698;137083;125521;0;259635;400677;2043490;0;0;11549058;2585052;4725677;0;27;0.0156449;
07-05 15:07:48.656 27488 27508 I Unity   : [STATISTIC]1860;16334844;0;16334428;2618806272;16195584;5743440135;580208;138542;158334;0;265052;508906;2596093;0;0;16012454;2778073;4712136;0;27;0.01634547;
07-05 15:07:48.672 27488 27508 I Unity   : [STATISTIC]1861;16722761;0;16722395;2621915136;16195584;5743472659;470989;141563;134843;286927;277708;447188;3559062;0;0;17057768;339375;6052083;0;27;0.01673312;
07-05 15:07:48.688 27488 27508 I Unity   : [STATISTIC]1862;16050833;0;16050364;2622197760;16195584;5743472659;37761;146042;152031;0;270781;389636;2777239;0;0;17475831;73229;7515417;0;27;0.01606286;
07-05 15:07:48.702 27488 27508 I Unity   : [STATISTIC]1863;13691406;0;13690886;2622394368;16195584;5743472659;45000;157604;159688;0;236042;392708;2042708;0;0;13083382;67500;5656510;0;27;0.01369682;
07-05 15:07:48.715 27488 27508 I Unity   : [STATISTIC]1864;13431198;0;13430781;2622648320;16195584;5743472659;28229;147240;124010;0;251198;385104;1846094;0;0;12984952;71094;5725313;0;27;0.01343906;
07-05 15:07:48.730 27488 27508 I Unity   : [STATISTIC]1865;14862344;0;14862031;2624753664;16195584;5743484947;33125;142083;120521;325000;238021;452916;2048332;0;0;14630776;68177;6606198;0;27;0.01487036;
07-05 15:07:48.747 27488 27508 I Unity   : [STATISTIC]1866;17070260;0;17069844;2627190784;16195584;5743512775;32291;137084;85989;251042;200469;399687;1891197;0;0;20871404;81094;8337239;0;27;0.01708625;
07-05 15:07:48.762 27488 27508 I Unity   : [STATISTIC]1867;15068906;0;15068542;2629656576;16195584;5760306375;27812;136198;87396;164271;232708;661354;2314792;0;0;13257240;69531;6574948;0;27;0.01507438;
07-05 15:07:48.777 27488 27508 I Unity   : [STATISTIC]1868;14185520;0;14185104;2631790592;16195584;5760322759;27969;156458;124219;198281;174114;442500;2097343;0;0;12578279;69010;5642396;0;27;0.01419656;
07-05 15:07:48.790 27488 27508 I Unity   : [STATISTIC]1869;13317604;0;13317240;2634113024;16195584;5760347783;0;0;0;283906;433228;0;0;0;0;11719268;77969;6416093;0;27;0.01332687;
07-05 15:07:48.802 27488 27508 I Unity   : [STATISTIC]1870;12633385;0;12632812;2634350592;16195584;5760364679;48333;212917;88385;0;281041;398750;1999530;0;0;10697659;66927;4588177;0;27;0.01264047;
07-05 15:07:48.818 27488 27508 I Unity   : [STATISTIC]1871;15445989;0;15445573;2636410880;16195584;5760433391;26250;270312;122708;424740;261146;527656;2271094;0;0;16090414;62083;6599636;0;27;0.01545526;
07-05 15:07:48.833 27488 27508 I Unity   : [STATISTIC]1872;14632084;0;14631770;2636877824;16195584;5777210607;26666;170313;118594;0;239896;533385;2441510;0;0;15470786;81145;6016094;0;27;0.01464188;
07-05 15:07:48.846 27488 27508 I Unity   : [STATISTIC]1873;13475209;0;13474792;2636877824;16195584;5777210607;29011;142968;90052;0;245052;402604;1919584;0;0;13703641;68125;5313385;0;27;0.01348344;
07-05 15:07:48.859 27488 27508 I Unity   : [STATISTIC]1874;13511979;0;13511614;2636877824;16195584;5777210607;33750;141510;106979;0;158073;571667;2029322;0;0;14423438;69532;5362292;0;27;0.01352198;
07-05 15:07:48.871 27488 27508 I Unity   : [STATISTIC]1875;11361406;0;11360990;2636877824;16195584;5777210607;0;0;0;0;179271;0;0;0;0;11504006;73333;5250937;0;27;0.01136995;
07-05 15:07:48.884 27488 27508 I Unity   : [STATISTIC]1876;13272344;0;13272031;2636877824;16195584;5777210607;31145;164531;108698;0;260728;341562;1855626;0;0;12815521;72291;5485364;0;27;0.01328188;
07-05 15:07:48.899 27488 27508 I Unity   : [STATISTIC]1877;15351407;0;15351041;2639192064;16195584;5777210607;27656;139218;88542;277813;271198;445156;1845573;0;0;14640420;62396;7000156;0;27;0.01536031;
07-05 15:07:48.915 27488 27508 I Unity   : [STATISTIC]1878;15608177;0;15607760;2641612800;16195584;5777250231;31302;366250;96250;378386;251302;620469;2475417;0;0;12996935;68438;6841094;0;27;0.01561812;
07-05 15:07:48.929 27488 27508 I Unity   : [STATISTIC]1879;13894583;0;13894323;2641874944;16195584;5777203555;31666;152968;87292;0;245052;668438;2118958;0;0;11698965;84739;5582031;0;27;0.01390167;
07-05 15:07:48.944 27488 27508 I Unity   : [STATISTIC]1880;14468803;0;14468281;2641874944;16195584;5777203555;34479;136979;92864;0;187500;583542;2124739;0;0;15033749;115000;5372292;0;27;0.01447797;
07-05 15:07:48.957 27488 27508 I Unity   : [STATISTIC]1881;13612709;0;13612343;2644123648;16195584;5777228131;0;0;0;295156;176146;0;0;0;0;16612299;83959;6871146;0;27;0.01362359;
07-05 15:07:48.971 27488 27508 I Unity   : [STATISTIC]1882;13355417;0;13354948;2644123648;16195584;5777228131;27656;135990;91719;0;259635;342031;2130833;0;0;13112030;65364;5111771;0;27;0.01336297;
07-05 15:07:48.988 27488 27508 I Unity   : [STATISTIC]1883;17521406;0;17520937;2647175168;16195584;5794021731;32292;316354;106042;339219;262657;444948;2249063;0;0;21888700;78125;8031041;0;27;0.01753714;
07-05 15:07:49.002 27488 27508 I Unity   : [STATISTIC]1884;13751198;0;13750885;2647175168;16195584;5794047171;30937;136407;88802;0;275416;322604;2057344;0;0;12408328;76719;5299948;0;27;0.01375766;
07-05 15:07:49.016 27488 27508 I Unity   : [STATISTIC]1885;13874167;0;13873854;2647363584;16195584;5794055651;32188;140260;86771;0;419167;470677;1884896;0;0;14109591;72083;5727031;0;27;0.01388281;
07-05 15:07:49.031 27488 27508 I Unity   : [STATISTIC]1886;15409948;0;15409479;2650042368;16195584;5794072035;27084;138750;84844;267656;246823;440260;1937554;0;0;16607393;584375;5848021;0;27;0.01541687;
07-05 15:07:49.046 27488 27508 I Unity   : [STATISTIC]1887;14849479;0;14849167;2652119040;16195584;5794080227;28854;148385;93646;150782;244062;359375;2243124;0;0;13471465;80521;6084687;0;27;0.01485995;
07-05 15:07:49.059 27488 27508 I Unity   : [STATISTIC]1888;13108333;0;13107916;2652672000;16195584;5794097251;30625;144844;92240;0;173594;484896;1873698;0;0;10463652;72969;5247187;0;27;0.01311687;
07-05 15:07:49.069 27488 27508 I Unity   : [STATISTIC]1889;10399479;0;10399167;2652672000;16195584;5794114275;0;0;0;0;179218;0;0;0;0;9728178;74844;4494636;0;27;0.01041214;
07-05 15:07:49.084 27488 27508 I Unity   : [STATISTIC]1890;14266198;0;14265729;2654818304;16195584;5794151591;28646;149427;88906;341615;271043;429688;1957292;0;0;15649221;61406;5494896;0;27;0.01427349;
07-05 15:07:49.099 27488 27508 I Unity   : [STATISTIC]1891;15351667;0;15351302;2657021952;16195584;5794207639;32136;139948;86146;262084;255937;417552;1877501;0;0;13314161;877917;5935521;0;27;0.01536099;
07-05 15:07:49.112 27488 27508 I Unity   : [STATISTIC]1892;13495573;0;13495156;2657476608;16195584;5794233367;30260;138073;89271;0;260468;438906;1911666;0;0;11037758;70572;5179792;0;27;0.01349214;
07-05 15:07:49.127 27488 27508 I Unity   : [STATISTIC]1893;12978750;0;12978333;2657710080;16195584;5811019159;26562;141406;92761;0;197604;523333;1995365;0;0;12177140;67864;4987083;0;27;0.01299901;
07-05 15:07:49.141 27488 27508 I Unity   : [STATISTIC]1894;11963438;0;11962916;2657767424;16195584;5811002391;0;0;0;0;190833;0;0;0;0;14816873;1410989;4623907;0;27;0.01197396;
07-05 15:07:49.163 27488 27508 I Unity   : [STATISTIC]1895;16953125;0;16952761;2657767424;16195584;5811002391;26041;141458;87760;0;297552;550885;2063646;0;0;16972867;3724375;4891979;0;27;0.01696208;
07-05 15:07:49.178 27488 27508 I Unity   : [STATISTIC]1896;23343177;0;23342812;2657767424;16195584;5811002391;30468;166563;119219;0;261198;816407;2703854;0;0;22847608;9017552;5649531;0;27;0.02335078;
07-05 15:07:49.191 27488 27508 I Unity   : [STATISTIC]1897;13444584;0;13444218;2657767424;16195584;5811002391;27709;138594;98855;0;246407;733073;2172552;0;0;13153599;256927;5171719;0;27;0.01345714;
07-05 15:07:49.205 27488 27508 I Unity   : [STATISTIC]1898;13692708;0;13692240;2658013184;16195584;5827779607;62761;154531;101615;0;407084;566979;2076197;0;0;13656148;61354;5590521;0;27;0.01370073;
07-05 15:07:49.220 27488 27508 I Unity   : [STATISTIC]1899;14745573;0;14745261;2660163584;16195584;5827742819;32812;144166;126250;214584;241146;419635;2108853;0;0;14523287;79010;6470365;0;27;0.01475531;
07-05 15:07:49.235 27488 27508 I Unity   : [STATISTIC]1900;14925782;0;14925208;2662436864;16195584;5827763299;32239;145625;95781;227344;237448;496458;2475417;0;0;13167501;68855;6466718;0;27;0.01493635;
07-05 15:07:49.248 27488 27508 I Unity   : [STATISTIC]1901;13034427;0;13034010;2662436864;16195584;5827763299;27761;138229;97864;0;242813;592657;2050937;0;0;11860932;69375;4790052;0;27;0.01304255;
07-05 15:07:49.261 27488 27508 I Unity   : [STATISTIC]1902;13360729;0;13360313;2662436864;16195584;5827763299;27552;164688;134635;0;237760;367500;2021042;0;0;12797344;63594;5211042;0;27;0.01336922;
07-05 15:07:49.272 27488 27508 I Unity   : [STATISTIC]1903;10391041;0;10390677;2662436864;16195584;5827763299;0;0;0;0;179166;0;0;0;0;9986719;61823;4684635;0;27;0.01040151;
07-05 15:07:49.285 27488 27508 I Unity   : [STATISTIC]1904;13775157;0;13774739;2662436864;16195584;5827763299;32969;135521;90729;0;246823;410729;1876927;0;0;13072864;345312;5660260;0;27;0.01378234;
07-05 15:07:49.300 27488 27508 I Unity   : [STATISTIC]1905;14903177;0;14902761;2664960000;16195584;5827792743;30625;139948;90260;358073;252709;422656;1814426;0;0;14167394;74062;6914375;0;27;0.01491193;
07-05 15:07:49.313 27488 27508 I Unity   : [STATISTIC]1906;12795729;0;12795365;2664960000;16195584;5827792743;33593;139896;93698;0;266353;479427;1938177;0;0;10759841;91510;5162396;0;27;0.01280797;
07-05 15:07:49.328 27488 27508 I Unity   : [STATISTIC]1907;14729427;0;14728854;2667409408;16195584;5827824875;31459;139427;88021;278281;319740;296823;1889844;0;0;14414685;95833;6584219;0;27;0.01473589;
07-05 15:07:49.338 27488 27508 I Unity   : [STATISTIC]1908;10744062;0;10743698;2667409408;16195584;5827824875;0;0;0;0;181459;0;0;0;0;10216305;63125;4849115;0;27;0.01075542;
07-05 15:07:49.351 27488 27508 I Unity   : [STATISTIC]1909;12664479;0;12664010;2667409408;16195584;5827808043;28802;185886;86719;0;291511;365469;1900365;0;0;13687289;108906;4375312;0;27;0.01267339;
07-05 15:07:49.372 27488 27508 I Unity   : [STATISTIC]1910;12158386;0;12158072;2667409408;16195584;5827808043;25885;139479;85625;0;234843;472865;1862915;0;0;12622604;68958;4181979;0;27;0.01216859;
07-05 15:07:49.387 27488 27508 I Unity   : [STATISTIC]1911;22660781;0;22660261;2667479040;16195584;5827808043;29687;137188;102188;0;368854;731563;2321823;0;0;21918646;8502552;5492135;0;27;0.02266964;
07-05 15:07:49.412 27488 27508 I Unity   : [STATISTIC]1912;18525937;0;18525573;2669604864;16195584;5827824427;29531;143020;88958;290156;281562;630208;2147553;0;0;22504689;1272553;8193021;0;27;0.01853807;
07-05 15:07:49.427 27488 27508 I Unity   : [STATISTIC]1913;22535573;0;22535209;2669604864;16195584;5827824427;32656;163646;110573;0;248126;427188;2028541;0;0;16802968;7322760;7219843;0;27;0.02254531;
07-05 15:07:49.442 27488 27508 I Unity   : [STATISTIC]1914;14780833;0;14780156;2671742976;16195584;5844576043;31563;146406;88542;287708;255781;398854;2073490;0;0;14622129;59791;6421510;0;27;0.01478667;
07-05 15:07:49.456 27488 27508 I Unity   : [STATISTIC]1915;13856510;0;13855938;2671742976;16195584;5844576043;27187;154167;101563;0;262344;349844;2286770;0;0;11319893;66823;5798281;0;27;0.01386547;
07-05 15:07:49.469 27488 27508 I Unity   : [STATISTIC]1916;13471928;0;13471458;2672001024;16195584;5844576043;29635;139271;98906;0;247657;668958;2116354;0;0;12692298;60573;5547865;0;27;0.01348088;
07-05 15:07:49.483 27488 27508 I Unity   : [STATISTIC]1917;13706771;0;13706302;2672001024;16195584;5844576043;30521;175781;86771;0;234947;528073;2223333;0;0;12685626;62500;5704323;0;27;0.01371542;
07-05 15:07:49.498 27488 27508 I Unity   : [STATISTIC]1918;15004167;0;15003698;2672791552;16195584;5861353259;71458;152812;183020;0;239792;399115;2071824;0;0;18641408;60052;7220729;0;27;0.01501573;
07-05 15:07:49.511 27488 27508 I Unity   : [STATISTIC]1919;13425573;0;13425000;2672791552;16195584;5861353259;33906;167083;101042;0;238803;374167;1941146;0;0;12610524;64219;5568698;0;27;0.01343292;
07-05 15:07:49.523 27488 27508 I Unity   : [STATISTIC]1920;12041250;0;12040885;2674671616;16195584;5861361451;0;0;0;169532;180729;0;0;0;0;11781822;68542;6010990;0;27;0.01205089;
