
07-05 15:07:26.089 27488 27508 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);GhostUpdateSystem:UpdateJob (Burst);Idle;OculusRuntime.WaitToBeginFrame;GameClient Unity.Entities.SimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-05 15:07:26.552 27488 27508 I Unity   : [STATISTIC]309;17239635;0;17239010;740814848;16195584;898678539;156;520;469;0;0;886;1017239;0;0;19830416;8135729;295885;0;0;0.01724115;
07-05 15:07:26.566 27488 27508 I Unity   : [STATISTIC]310;12718073;0;12717604;741437440;16195584;898678539;312;573;469;0;0;573;907708;0;0;3361405;6459740;293958;0;0;0.01275786;
07-05 15:07:26.580 27488 27508 I Unity   : [STATISTIC]311;14082864;0;14082344;742981632;16195584;898678539;208;157;417;0;0;469;783490;0;0;27736041;9965834;240729;0;0;0.01409583;
07-05 15:07:26.594 27488 27508 I Unity   : [STATISTIC]312;13671979;0;13671510;742981632;16195584;898678539;312;157;417;0;0;729;834689;0;0;13326980;9891458;253438;0;0;0.01367891;
07-05 15:07:26.608 27488 27508 I Unity   : [STATISTIC]313;13156979;0;13156459;743616512;16195584;898678539;0;0;0;0;0;0;0;0;0;31755361;10551562;328594;0;0;0.0131675;
07-05 15:07:26.622 27488 27508 I Unity   : [STATISTIC]314;24750104;0;24749688;744660992;16195584;897638155;1829531;1187917;199688;0;0;1198;8398801;0;0;45693747;3467864;1226198;0;27;0.02475599;
07-05 15:07:26.635 27488 27508 I Unity   : [STATISTIC]315;5494635;0;5494218;744898560;16195584;897638155;19427;37969;155261;0;0;1197;2502083;0;0;9872396;421250;266823;0;27;0.005502916;
07-05 15:07:26.649 27488 27508 I Unity   : [STATISTIC]316;10525313;0;10524895;744898560;16195584;897638155;0;0;0;0;0;0;0;0;0;20405936;7793541;371354;0;27;0.01052844;
07-05 15:07:26.662 27488 27508 I Unity   : [STATISTIC]317;16369166;0;16368854;745115648;16195584;897638155;13125;44896;87187;0;0;625;1955625;0;0;19088336;11071927;416042;0;27;0.01639094;
07-05 15:07:26.677 27488 27508 I Unity   : [STATISTIC]318;12181667;0;12181145;745115648;16195584;897638155;8750;30521;50260;0;0;677;1148906;0;0;23281876;8232813;300052;0;27;0.01219063;
07-05 15:07:26.691 27488 27508 I Unity   : [STATISTIC]319;14540938;0;14540104;745115648;16195584;897638155;0;0;0;0;0;0;0;0;0;16267971;10857500;529167;0;27;0.01454276;
07-05 15:07:26.704 27488 27508 I Unity   : [STATISTIC]320;14881093;0;14880521;745115648;16195584;897638155;7240;27969;50156;0;0;677;1264012;0;0;28574274;10302917;406250;0;27;0.01489328;
07-05 15:07:26.719 27488 27508 I Unity   : [STATISTIC]321;12522969;0;12522500;745115648;16195584;897638155;8281;27396;55104;0;0;365;1046666;0;0;23237293;8712344;274635;0;27;0.01256401;
07-05 15:07:26.732 27488 27508 I Unity   : [STATISTIC]322;16293229;0;16292917;745357312;16195584;897638155;11458;33177;96719;0;0;834;1674218;0;0;19148746;10935990;495729;0;27;0.01627479;
07-05 15:07:26.746 27488 27508 I Unity   : [STATISTIC]323;11231146;0;11230625;745357312;16195584;897638155;8750;33906;47135;0;0;1354;1225261;0;0;21070730;6789844;297448;0;27;0.01128276;
07-05 15:07:26.760 27488 27508 I Unity   : [STATISTIC]324;14713490;0;14712969;745357312;16195584;897638155;8125;30781;47864;0;0;989;1186406;0;0;16691306;10664896;316771;0;27;0.01472864;
07-05 15:07:26.775 27488 27508 I Unity   : [STATISTIC]325;13636146;0;13635572;745357312;16195584;897638155;0;0;0;0;0;0;0;0;0;15210259;10066094;558698;0;27;0.01364151;
07-05 15:07:26.786 27488 27508 I Unity   : [STATISTIC]326;17104271;0;17103750;745582592;16195584;897638155;12708;46615;106667;0;0;1354;1871510;0;0;32266981;10232604;530938;0;27;0.01711724;
07-05 15:07:26.802 27488 27508 I Unity   : [STATISTIC]327;8776198;0;8775416;745582592;16195584;897638155;8281;37656;43386;0;0;1145;1033177;0;0;10516564;4892500;262865;0;27;0.008820938;
07-05 15:07:26.815 27488 27508 I Unity   : [STATISTIC]328;16621354;0;16620833;745582592;16195584;897638155;13646;35989;85729;0;0;1250;1537709;0;0;32216196;12041927;481354;0;27;0.01663193;
07-05 15:07:26.830 27488 27508 I Unity   : [STATISTIC]329;13293802;0;13293333;745582592;16195584;897507083;9583;33646;64531;0;0;1302;1307084;0;0;25637706;8900312;338854;0;27;0.01330417;
07-05 15:07:26.842 27488 27508 I Unity   : [STATISTIC]330;15064947;0;15064323;745832448;16195584;897507083;11145;39844;57605;0;0;1354;1682240;0;0;28595103;9581562;400156;0;27;0.01507542;
07-05 15:07:26.857 27488 27508 I Unity   : [STATISTIC]331;11368698;0;11368229;745832448;16195584;897507083;6146;25677;44636;0;0;1042;1032865;0;0;13408439;7245052;269688;0;27;0.01139339;
07-05 15:07:26.872 27488 27508 I Unity   : [STATISTIC]332;14049062;0;14048594;745832448;16195584;897507083;0;0;0;0;0;0;0;0;0;15147391;10935625;455312;0;27;0.01406838;
07-05 15:07:26.891 27488 27508 I Unity   : [STATISTIC]333;16992500;0;16991875;745832448;16195584;897507083;15104;53489;81615;0;0;938;1567396;0;0;19633282;11908542;424219;0;27;0.01700333;
07-05 15:07:26.904 27488 27508 I Unity   : [STATISTIC]334;18336666;0;18336094;745857024;16195584;897507083;15573;47448;108073;0;0;1875;1898958;0;0;35819533;13019427;399739;0;27;0.0183424;
07-05 15:07:26.920 27488 27508 I Unity   : [STATISTIC]335;11451875;0;11451302;745857024;16195584;897507083;6719;28594;42604;0;0;937;1010885;0;0;13089009;7801823;259375;0;27;0.01146234;
07-05 15:07:26.933 27488 27508 I Unity   : [STATISTIC]336;17993594;0;17993125;745857024;16195584;897507083;12239;44219;80782;0;0;1875;1820885;0;0;34645260;12452761;408698;0;27;0.01800063;
07-05 15:07:26.947 27488 27508 I Unity   : [STATISTIC]337;13435573;0;13435000;745857024;16195584;897507083;8698;33958;56146;0;0;1458;1207395;0;0;25844633;8065625;279271;0;27;0.01344193;
07-05 15:07:26.961 27488 27508 I Unity   : [STATISTIC]338;13187188;0;13186614;745857024;16195584;897507083;9844;32656;47552;0;0;1562;1432292;0;0;15644845;8433698;470052;0;27;0.01319406;
07-05 15:07:26.976 27488 27508 I Unity   : [STATISTIC]339;13924323;0;13923906;745857024;16195584;897507083;13177;60208;62084;0;0;313;1390886;0;0;15549737;9375469;300417;0;27;0.01394141;
07-05 15:07:26.991 27488 27508 I Unity   : [STATISTIC]340;13295468;0;13294896;745857024;16195584;897507083;0;0;0;0;0;0;0;0;0;14357967;10054948;466927;0;27;0.013305;
07-05 15:07:27.005 27488 27508 I Unity   : [STATISTIC]341;15920156;0;15919479;745857024;16195584;897507083;10885;35573;50781;0;0;1198;1265781;0;0;17910306;11745156;340000;0;27;0.0159301;
07-05 15:07:27.017 27488 27508 I Unity   : [STATISTIC]342;14513698;0;14513125;746102784;16195584;897507083;10834;38125;54115;0;0;1614;1539270;0;0;14002449;9240573;407760;0;27;0.01451323;
07-05 15:07:27.032 27488 27508 I Unity   : [STATISTIC]343;11695365;0;11694792;746102784;16195584;897507083;8750;33802;48907;0;0;1510;1274271;0;0;22037183;7374948;290208;0;27;0.01171078;
07-05 15:07:27.045 27488 27508 I Unity   : [STATISTIC]344;15142292;0;15141771;746102784;16195584;897507083;12239;35209;67916;0;0;1510;1474323;0;0;17443439;10189531;375990;0;27;0.01516391;
07-05 15:07:27.058 27488 27508 I Unity   : [STATISTIC]345;14329687;0;14329323;746348544;16195584;897507083;10521;40261;125729;0;0;1563;1964322;0;0;26965522;8415989;502604;0;27;0.01435073;
07-05 15:07:27.076 27488 27508 I Unity   : [STATISTIC]346;11809948;0;11809479;746348544;16195584;897507083;7031;31302;45573;0;0;521;1264949;0;0;13862456;7075989;639063;0;27;0.01182984;
07-05 15:07:27.089 27488 27508 I Unity   : [STATISTIC]347;16929532;0;16928645;746348544;16195584;897507083;0;0;0;0;0;0;0;0;0;18653857;12881459;649063;0;27;0.01693193;
07-05 15:07:27.104 27488 27508 I Unity   : [STATISTIC]348;14183229;0;14182448;746348544;16195584;897507083;10781;40625;51979;0;0;1615;1292344;0;0;26821718;9379844;294948;0;27;0.01422104;
07-05 15:07:27.117 27488 27508 I Unity   : [STATISTIC]349;15249375;0;15248802;746348544;16195584;897507083;10677;40572;61146;0;0;1666;1656926;0;0;28855210;9733386;363386;0;27;0.01525714;
07-05 15:07:27.131 27488 27508 I Unity   : [STATISTIC]350;13859427;0;13858750;746590208;16195584;897507083;32188;57865;91458;0;0;1771;1977136;0;0;17680782;7448282;443594;0;27;0.01389646;
07-05 15:07:27.145 27488 27508 I Unity   : [STATISTIC]351;12313750;0;12313229;746631168;16195584;897507083;9427;33385;44375;0;0;1145;1329323;0;0;14641099;7383385;446094;0;27;0.01233068;
07-05 15:07:27.159 27488 27508 I Unity   : [STATISTIC]352;14038020;0;14037500;746631168;16195584;897507083;9948;34427;51459;0;0;573;1226406;0;0;16137861;9578125;302031;0;27;0.01405526;
07-05 15:07:27.173 27488 27508 I Unity   : [STATISTIC]353;14321563;0;14320989;746631168;16195584;897507083;0;0;0;0;0;0;0;0;0;16327034;9840052;689167;0;27;0.0143137;
07-05 15:07:27.186 27488 27508 I Unity   : [STATISTIC]354;15429219;0;15428542;746631168;16195584;897507083;12865;59011;65885;0;0;1614;1762707;0;0;18765674;9088646;438542;0;27;0.01546427;
07-05 15:07:27.201 27488 27508 I Unity   : [STATISTIC]355;10621146;0;10620677;746786816;16195584;897507083;10052;44583;47396;0;0;886;1081250;0;0;20084061;6243489;360521;0;27;0.01065729;
07-05 15:07:27.214 27488 27508 I Unity   : [STATISTIC]356;16632344;0;16631979;746983424;16195584;897507083;10416;45052;63437;0;0;521;1821250;0;0;32059847;11200209;459479;0;27;0.01664474;
07-05 15:07:27.228 27488 27508 I Unity   : [STATISTIC]357;12249896;0;12249375;746983424;16195584;897507083;8177;37552;54584;0;0;573;1694115;0;0;23369738;7589843;299271;0;27;0.01225885;
07-05 15:07:27.241 27488 27508 I Unity   : [STATISTIC]358;15341927;0;15341615;746983424;16195584;897507083;11563;36458;63385;0;0;1250;1793072;0;0;18012664;9559844;430677;0;27;0.01534729;
07-05 15:07:27.299 27488 27508 I Unity   : [STATISTIC]359;12432083;0;12431615;746983424;16195584;897507083;9687;34427;48646;0;0;625;1253281;0;0;23462817;7409115;1117500;0;27;0.0124537;
07-05 15:07:27.326 27488 27508 I Unity   : [STATISTIC]360;73404374;0;73403489;747974656;16195584;899745355;0;0;0;0;0;0;0;0;0;91791460;5160469;991927;0;27;0.07340776;
07-05 15:07:27.344 27488 27508 I Unity   : [STATISTIC]361;23085521;0;23085000;750497792;16195584;1327629899;1489271;1319582;391979;0;0;355157;11659636;0;0;33792446;4852552;387344;0;27;0.02310969;
07-05 15:07:27.356 27488 27508 I Unity   : [STATISTIC]362;9428438;0;9427864;752619520;16195584;1327629899;604687;393854;132709;0;0;74531;3545470;0;0;12651667;105052;471927;0;27;0.009439063;
07-05 15:07:27.365 27488 27508 I Unity   : [STATISTIC]363;11201146;0;11200625;753590272;16195584;1327629899;595313;206511;125573;0;0;58281;2497656;0;0;14684999;3436041;601302;0;27;0.01121484;
07-05 15:07:27.378 27488 27508 I Unity   : [STATISTIC]364;6521354;0;6520677;753737728;16195584;1327629899;0;0;0;0;0;0;0;0;0;8897242;1345313;516458;0;27;0.006531407;
07-05 15:07:27.395 27488 27508 I Unity   : [STATISTIC]365;16121511;0;16121094;754622464;16195584;1327629899;691354;219219;150417;0;0;87396;2997448;0;0;28402032;7686042;391875;0;27;0.01613359;
07-05 15:07:27.407 27488 27508 I Unity   : [STATISTIC]366;16938021;0;16937656;756191232;16195584;1327629899;550260;378073;125885;0;0;70364;2787396;0;0;18139118;8646927;552396;0;27;0.01694745;
07-05 15:07:27.752 27488 27508 I Unity   : [STATISTIC]367;344028542;0;344028125;785035264;16195584;1354929835;573490;206093;107761;0;3177;111979;2632031;0;0;1370196512;3646563;4151927;0;27;0.3333333;
07-05 15:07:27.780 27488 27508 I Unity   : [STATISTIC]368;32444791;0;32444114;795435008;16195584;1365473067;2578802;1594740;476094;637344;398489;252293;10122397;0;0;49279585;62136;2972292;0;27;0.03245224;
07-05 15:07:27.794 27488 27508 I Unity   : [STATISTIC]369;14454688;0;14454218;799752192;16195584;1375962955;1097604;603177;262135;0;65833;208177;5431249;0;0;18311973;84792;698593;0;27;0.01446859;
07-05 15:07:27.803 27488 27508 I Unity   : [STATISTIC]370;8209218;0;8208750;804425728;16195584;1380157259;0;0;0;0;93646;0;0;0;0;14524843;44791;1362239;0;27;0.008220677;
07-05 15:07:27.814 27488 27508 I Unity   : [STATISTIC]371;11040781;0;11040313;809189376;16195584;1384351563;638437;247032;134635;0;47239;167343;2942709;0;0;13826251;46250;856667;0;27;0.01105089;
07-05 15:07:27.823 27488 27508 I Unity   : [STATISTIC]372;9033854;0;9033334;809840640;16195584;1384351563;555834;219844;119063;0;28594;150521;2629063;0;0;10122595;44583;990521;0;27;0.009042656;
07-05 15:07:27.836 27488 27508 I Unity   : [STATISTIC]373;6490261;0;6489687;810037248;16195584;1401128779;0;0;0;0;63386;0;0;0;0;9300675;43386;1529635;0;27;0.006501354;
07-05 15:07:27.852 27488 27508 I Unity   : [STATISTIC]374;18834688;0;18834271;811020288;16195584;1401128779;783698;263282;259427;0;37500;209218;4565938;0;0;21124527;6305313;1086771;0;27;0.01883948;
07-05 15:07:27.863 27488 27508 I Unity   : [STATISTIC]375;14038282;0;14037656;811663360;16195584;1401128779;773855;191562;149635;0;86250;162240;3151874;0;0;20661506;3727605;1226250;0;27;0.01404682;
07-05 15:07:27.874 27488 27508 I Unity   : [STATISTIC]376;11054896;0;11054375;813101056;16195584;1417905995;743593;280781;161615;0;46771;335573;3826615;0;0;12865205;46146;1170417;0;27;0.01106656;
07-05 15:07:27.894 27488 27508 I Unity   : [STATISTIC]377;20163229;0;20162343;815304704;16195584;1417930667;0;0;0;264166;41042;0;0;0;0;34574579;1187500;2390365;0;27;0.02016016;
07-05 15:07:27.905 27488 27508 I Unity   : [STATISTIC]378;11579687;0;11579323;818642944;16195584;1434749011;673125;174844;152813;178021;66718;199739;3005260;0;0;14700891;56771;1947500;0;27;0.0116213;
07-05 15:07:27.917 27488 27508 I Unity   : [STATISTIC]379;11870729;0;11870208;821952512;16195584;1434773747;628437;219531;163750;130313;32552;190781;3422083;0;0;13854115;76198;2251094;0;27;0.01188208;
07-05 15:07:27.928 27488 27508 I Unity   : [STATISTIC]380;11174375;0;11173854;822943744;16195584;1434777907;1101979;230885;286614;0;65417;498437;4111457;0;0;11368795;63750;1343333;0;27;0.01118385;
07-05 15:07:27.943 27488 27508 I Unity   : [STATISTIC]381;9989323;0;9988958;825450496;16195584;1434810683;0;0;0;187500;46093;0;0;0;0;17153702;72709;2580625;0;27;0.01000271;
07-05 15:07:27.958 27488 27508 I Unity   : [STATISTIC]382;15643750;0;15643281;828489728;16195584;1434831291;614896;182657;133593;120521;32500;268386;3140835;0;0;12687962;4805416;1869375;0;27;0.01565083;
07-05 15:07:27.971 27488 27508 I Unity   : [STATISTIC]383;17388958;0;17388438;831770624;16195584;1434881691;641250;199844;161875;195052;84426;204271;3150574;0;0;15631772;4677969;3224114;0;27;0.0173987;
07-05 15:07:27.983 27488 27508 I Unity   : [STATISTIC]384;12201303;0;12200781;835223552;16195584;1451687771;785625;166354;181615;115990;66927;386719;3491146;0;0;16681302;289583;2527656;0;27;0.01221063;
07-05 15:07:27.997 27488 27508 I Unity   : [STATISTIC]385;11226146;0;11225677;838529024;16195584;1451721595;705261;157500;134063;172708;38125;205417;3080000;0;0;12730729;45364;2404114;0;27;0.01123823;
07-05 15:07:28.012 27488 27508 I Unity   : [STATISTIC]386;13082865;0;13082552;838529024;16195584;1451721595;0;0;0;0;41146;0;0;0;0;16052917;2742500;1254895;0;27;0.01309234;
07-05 15:07:28.026 27488 27508 I Unity   : [STATISTIC]387;15482291;0;15481823;841965568;16195584;1468498811;609115;185208;138594;172604;69949;230157;3207916;0;0;17848386;4290000;2194167;0;27;0.01549323;
07-05 15:07:28.040 27488 27508 I Unity   : [STATISTIC]388;15104167;0;15103645;845111296;16195584;1468559679;725677;168230;152188;265938;94323;274271;3404791;0;0;13100106;3147395;2525468;0;27;0.01511484;
07-05 15:07:28.053 27488 27508 I Unity   : [STATISTIC]389;13992760;0;13992396;846073856;16195584;1485345087;626614;138802;145677;126355;46615;346667;3429583;0;0;12804117;1891562;2810000;0;27;0.01400245;
07-05 15:07:28.066 27488 27508 I Unity   : [STATISTIC]390;12517344;0;12516875;849584128;16195584;1485411491;667708;171979;149114;311250;32292;275729;3393021;0;0;11853129;1327812;2065521;0;27;0.01252839;
07-05 15:07:28.080 27488 27508 I Unity   : [STATISTIC]391;13975000;0;13974480;853262336;16195584;1485449131;732083;163750;133489;238073;157187;263542;3559740;0;0;14301829;1663594;2935260;0;27;0.01398333;
07-05 15:07:28.093 27488 27508 I Unity   : [STATISTIC]392;12952812;0;12952292;856563712;16195584;1502267883;731667;118385;155729;270886;61563;309011;3488022;0;0;14654893;1347344;2209427;0;27;0.01296161;
07-05 15:07:28.108 27488 27508 I Unity   : [STATISTIC]393;13102239;0;13101927;858910720;16195584;1502329119;0;0;0;350886;43229;0;0;0;0;17828687;1400469;1975209;0;27;0.01311146;
07-05 15:07:28.122 27488 27508 I Unity   : [STATISTIC]394;13684479;0;13683958;859844608;16195584;1502337983;419219;118490;134479;0;54062;299896;2945105;0;0;13833599;2873594;971615;0;27;0.01369484;
07-05 15:07:28.136 27488 27508 I Unity   : [STATISTIC]395;14392812;0;14392552;862404608;16195584;1502337983;26406;158177;132136;808906;67657;316407;2541197;0;0;19742497;3109635;2194270;0;27;0.0144024;
07-05 15:07:28.150 27488 27508 I Unity   : [STATISTIC]396;13555052;0;13554584;864600064;16195584;1502350687;29791;159375;140104;208073;61719;328489;1891250;0;0;17132228;3155417;2139427;0;27;0.01356443;
07-05 15:07:28.164 27488 27508 I Unity   : [STATISTIC]397;11603333;0;11602969;864600064;16195584;1502355199;23854;125782;115625;0;37031;284114;1666719;0;0;9134271;3418802;1133906;0;27;0.01161463;
07-05 15:07:28.181 27488 27508 I Unity   : [STATISTIC]398;15849687;0;15849167;864600064;16195584;1502355199;0;0;0;0;113802;0;0;0;0;20189743;6365000;1604896;0;27;0.01585734;
07-05 15:07:28.193 27488 27508 I Unity   : [STATISTIC]399;14838906;0;14838489;864768000;16195584;1502355199;36562;139791;160990;0;70886;312187;1953334;0;0;18059178;6394948;792395;0;27;0.01484885;
07-05 15:07:28.208 27488 27508 I Unity   : [STATISTIC]400;13133750;0;13133229;865157120;16195584;1502355199;19375;161615;79636;0;57083;304479;1981563;0;0;16107443;4617605;686250;0;27;0.01314333;
07-05 15:07:28.228 27488 27508 I Unity   : [STATISTIC]401;16037396;0;16008750;867053568;16195584;1502355199;31354;135000;101979;123959;41459;264584;1709792;0;0;18460841;6265886;2294948;0;27;0.01604844;
07-05 15:07:28.241 27488 27508 I Unity   : [STATISTIC]402;22390885;0;22390469;866799616;16195584;1502355199;92135;176511;226406;0;175260;526614;3239064;0;0;15083125;9966146;2643593;0;27;0.02240422;
07-05 15:07:28.253 27488 27508 I Unity   : [STATISTIC]403;8665625;0;8665104;866652160;16195584;1519132415;20052;124584;75104;0;74166;370156;1679844;0;0;13429688;778177;786614;0;27;0.008675625;
07-05 15:07:28.269 27488 27508 I Unity   : [STATISTIC]404;12335313;0;12334688;866652160;16195584;1519132415;25990;131406;97084;0;139062;495937;2077552;0;0;14998806;3728021;974375;0;27;0.01234411;
07-05 15:07:28.283 27488 27508 I Unity   : [STATISTIC]405;13667552;0;13667187;866136064;16195584;1519132415;0;0;0;0;57343;0;0;0;0;16587816;7391666;809948;0;27;0.01367859;
07-05 15:07:28.297 27488 27508 I Unity   : [STATISTIC]406;20367604;0;20366979;868339712;16195584;1535909631;49635;175156;154271;375052;78802;253333;2601197;0;0;26364805;7800781;2992968;0;27;0.02037885;
07-05 15:07:28.309 27488 27508 I Unity   : [STATISTIC]407;9597604;0;9597135;868339712;16195584;1535909631;30521;227344;142449;0;52657;404583;2538855;0;0;7851458;1490052;658229;0;27;0.009608646;
07-05 15:07:28.325 27488 27508 I Unity   : [STATISTIC]408;10353541;0;10353021;867569664;16195584;1535909631;0;0;0;0;90625;0;0;0;0;13425204;3510834;1438698;0;27;0.01036219;
07-05 15:07:28.338 27488 27508 I Unity   : [STATISTIC]409;21144375;0;21143750;867569664;16195584;1535909631;52136;147604;171094;0;130208;411250;3167135;0;0;24089166;9252969;1735052;0;27;0.02115526;
07-05 15:07:28.352 27488 27508 I Unity   : [STATISTIC]410;9928386;0;9927813;867569664;16195584;1535909631;22344;118646;79896;0;59947;262500;1690260;0;0;10824482;1689531;1241041;0;27;0.009939688;
07-05 15:07:28.367 27488 27508 I Unity   : [STATISTIC]411;13412188;0;13411770;867741696;16195584;1535909631;22656;121355;85000;0;28385;219271;1675469;0;0;14536712;5162917;1238333;0;27;0.0134225;
07-05 15:07:28.381 27488 27508 I Unity   : [STATISTIC]412;13983438;0;13982865;867741696;16195584;1535909631;0;0;0;0;65522;0;0;0;0;17193756;7188750;1438125;0;27;0.01399474;
07-05 15:07:28.396 27488 27508 I Unity   : [STATISTIC]413;18648386;0;18647812;868913152;16195584;1535934207;65052;135937;146510;291615;111979;353438;2341094;0;0;21892190;7089219;2851563;0;27;0.01865162;
07-05 15:07:28.409 27488 27508 I Unity   : [STATISTIC]414;14025105;0;14024531;870965248;16195584;1552703135;27500;128230;92031;283906;70730;284375;1673593;0;0;11853543;3741615;2668490;0;27;0.01404453;
07-05 15:07:28.423 27488 27508 I Unity   : [STATISTIC]415;12407761;0;12407239;873189376;16195584;1552724095;24219;122708;82500;143646;61458;323958;1773022;0;0;12862239;2026979;2602187;0;27;0.01241651;
07-05 15:07:28.437 27488 27508 I Unity   : [STATISTIC]416;13036041;0;13035677;875470848;16195584;1569514111;23177;120834;89375;205313;124271;312448;1697240;0;0;15690416;3513802;2035209;0;27;0.0130474;
07-05 15:07:28.451 27488 27508 I Unity   : [STATISTIC]417;15113698;0;15113281;877780992;16195584;1569518719;22031;121615;85782;123229;79375;337708;1812918;0;0;12478233;4460573;2856927;0;27;0.01512328;
07-05 15:07:28.464 27488 27508 I Unity   : [STATISTIC]418;13051615;0;13051093;880082944;16195584;1569526911;22813;158645;90156;135677;72239;294740;1730520;0;0;10412864;3590781;2163489;0;27;0.01306016;
07-05 15:07:28.479 27488 27508 I Unity   : [STATISTIC]419;10580521;0;10579948;880082944;16195584;1569501471;0;0;0;0;43229;0;0;0;0;8215991;4064479;1320885;0;27;0.01058995;
07-05 15:07:28.494 27488 27508 I Unity   : [STATISTIC]420;18525156;0;18524636;880332800;16195584;1569501471;72500;156146;202708;0;128854;408646;2787083;0;0;20639792;7829688;1813021;0;27;0.01853474;
07-05 15:07:28.506 27488 27508 I Unity   : [STATISTIC]421;14851823;0;14851250;882794496;16195584;1569522495;23802;119532;86303;225313;94636;290000;1640782;0;0;17519483;4514323;2401979;0;27;0.01486234;
07-05 15:07:28.521 27488 27508 I Unity   : [STATISTIC]422;11899688;0;11899062;885149696;16195584;1586320767;22865;123177;84636;101875;74687;273178;1638073;0;0;10241459;2203125;2500572;0;27;0.01190896;
07-05 15:07:28.534 27488 27508 I Unity   : [STATISTIC]423;14223073;0;14222500;887365632;16195584;1603132631;21927;124844;99323;214531;50625;213907;1751304;0;0;24799898;3513646;2429062;0;27;0.01496651;
07-05 15:07:28.548 27488 27508 I Unity   : [STATISTIC]424;13423802;0;13423333;889573376;16195584;1603110263;20885;125260;80156;112292;76354;327187;1743230;0;0;16095630;3126511;2536354;0;27;0.01344313;
07-05 15:07:28.562 27488 27508 I Unity   : [STATISTIC]425;11975989;0;11975625;891916288;16195584;1603131351;0;0;0;141927;78021;0;0;0;0;11430833;3616666;2610000;0;27;0.01198469;
07-05 15:07:28.577 27488 27508 I Unity   : [STATISTIC]426;13932448;0;13931928;891916288;16195584;1603136055;21510;125156;78750;0;73230;271146;1835312;0;0;8315776;5349948;873959;0;27;0.01394182;
07-05 15:07:28.591 27488 27508 I Unity   : [STATISTIC]427;16628906;0;16628438;894222336;16195584;1603193391;30885;125365;92657;256979;58229;277709;1753907;0;0;19426354;6231823;2249323;0;27;0.01663885;
07-05 15:07:28.604 27488 27508 I Unity   : [STATISTIC]428;13431145;0;13430781;896491520;16195584;1619983567;24427;152917;88698;155156;58542;351511;1706927;0;0;11093644;3692135;2198125;0;27;0.01344479;
