
07-04 11:53:44.416  6016  6044 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;NFE Snapshot Tick;NFE Snapshot Size (bits);NFE RTT;NFE Jitter;Multiplay FPS;Multiplay BitRate In;Multiplay BitRate Out;Multiplay RTT (ms);Multiplay PacketLoss;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameServer Opencraft.Player.PlayerMovementSystem;GameClient Opencraft.Player.PlayerMovementSystem;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-04 11:53:44.958  6016  6044 I Unity   : [STATISTIC]319;15262396;0;15262032;736362496;15986688;897429259;0;0;0;0;0;0;0;0;0;13437;30781;86198;0;0;0;0;27;0.01527083;
07-04 11:53:44.972  6016  6044 I Unity   : [STATISTIC]320;13712500;0;13711667;736362496;15986688;897429259;0;0;0;0;0;0;0;0;0;9271;31666;50833;0;0;0;0;27;0.01372229;
07-04 11:53:44.984  6016  6044 I Unity   : [STATISTIC]321;15082292;0;15081719;736608256;15986688;897429259;0;0;0;0;0;0;0;0;0;11146;38334;58333;0;0;0;0;27;0.01508448;
07-04 11:53:44.998  6016  6044 I Unity   : [STATISTIC]322;13425625;0;13425209;736608256;15986688;897429259;0;0;0;0;0;0;0;0;0;21771;58646;117500;0;0;0;0;27;0.01343255;
07-04 11:53:45.013  6016  6044 I Unity   : [STATISTIC]323;10930937;0;10930573;736608256;15986688;897429259;0;0;0;0;0;0;0;0;0;8854;28281;45625;0;0;0;0;27;0.01097807;
07-04 11:53:45.027  6016  6044 I Unity   : [STATISTIC]324;14507813;0;14507500;736608256;15986688;897429259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01451849;
07-04 11:53:45.040  6016  6044 I Unity   : [STATISTIC]325;16216563;0;16215625;736608256;15986688;897429259;0;0;0;0;0;0;0;0;0;12396;55000;69427;0;0;0;0;27;0.01622031;
07-04 11:53:45.054  6016  6044 I Unity   : [STATISTIC]326;12878072;0;12877552;736862208;15986688;897429367;0;0;0;0;0;0;0;0;0;11302;34271;48021;0;0;0;0;27;0.01289542;
07-04 11:53:45.069  6016  6044 I Unity   : [STATISTIC]327;12589427;0;12588855;736862208;15986688;897429367;0;0;0;0;0;0;0;0;0;35104;33593;54167;0;0;0;0;27;0.01260708;
07-04 11:53:45.082  6016  6044 I Unity   : [STATISTIC]328;15891615;0;15891250;736862208;15986688;897429367;0;0;0;0;0;0;0;0;0;12812;38281;70625;0;0;0;0;27;0.01589797;
07-04 11:53:45.096  6016  6044 I Unity   : [STATISTIC]329;12565730;0;12565364;736862208;15986688;897298295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01256328;
07-04 11:53:45.110  6016  6044 I Unity   : [STATISTIC]330;14148594;0;14148281;737103872;15986688;897298295;0;0;0;0;0;0;0;0;0;9219;36250;61250;0;0;0;0;27;0.01418052;
07-04 11:53:45.124  6016  6044 I Unity   : [STATISTIC]331;14189635;0;14189323;737103872;15986688;897298295;0;0;0;0;0;0;0;0;0;8958;35729;60208;0;0;0;0;27;0.01419396;
07-04 11:53:45.137  6016  6044 I Unity   : [STATISTIC]332;15183646;0;15183073;737103872;15986688;897298295;0;0;0;0;0;0;0;0;0;12344;44166;77500;0;0;0;0;27;0.01525568;
07-04 11:53:45.151  6016  6044 I Unity   : [STATISTIC]333;12275000;0;12274428;737329152;15986688;897298295;0;0;0;0;0;0;0;0;0;11093;39844;75521;0;0;0;0;27;0.01228104;
07-04 11:53:45.165  6016  6044 I Unity   : [STATISTIC]334;13072969;0;13072500;737329152;15986688;897298295;0;0;0;0;0;0;0;0;0;9271;30365;49740;0;0;0;0;27;0.01297724;
07-04 11:53:45.179  6016  6044 I Unity   : [STATISTIC]335;13187031;0;13186667;737329152;15986688;897298295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01331823;
07-04 11:53:45.194  6016  6044 I Unity   : [STATISTIC]336;15116823;0;15116510;737329152;15986688;897298295;0;0;0;0;0;0;0;0;0;11718;37917;69479;0;0;0;0;27;0.0151275;
07-04 11:53:45.212  6016  6044 I Unity   : [STATISTIC]337;16067187;0;16066875;737329152;15986688;897298295;0;0;0;0;0;0;0;0;0;14635;45000;75156;0;0;0;0;27;0.01606818;
07-04 11:53:45.226  6016  6044 I Unity   : [STATISTIC]338;18040000;0;18039479;737579008;15986688;897298295;0;0;0;0;0;0;0;0;0;19427;50937;98073;0;0;0;0;27;0.01805745;
07-04 11:53:45.240  6016  6044 I Unity   : [STATISTIC]339;13811562;0;13811041;737579008;15986688;897298295;0;0;0;0;0;0;0;0;0;15990;48855;77083;0;0;0;0;27;0.01384745;
07-04 11:53:45.254  6016  6044 I Unity   : [STATISTIC]340;15212188;0;15211823;737579008;15986688;897298295;0;0;0;0;0;0;0;0;0;17447;119844;90729;0;0;0;0;27;0.01522734;
07-04 11:53:45.269  6016  6044 I Unity   : [STATISTIC]341;13459323;0;13459010;737488896;15986688;897298295;0;0;0;0;0;0;0;0;0;11042;75834;61771;0;0;0;0;27;0.0134801;
07-04 11:53:45.284  6016  6044 I Unity   : [STATISTIC]342;12828490;0;12827969;737488896;15986688;897298295;0;0;0;0;0;0;0;0;0;9010;37448;49427;0;0;0;0;27;0.01283719;
07-04 11:53:45.299  6016  6044 I Unity   : [STATISTIC]343;14672604;0;14672135;737488896;15986688;897298295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01467932;
07-04 11:53:45.312  6016  6044 I Unity   : [STATISTIC]344;16013385;0;16012865;737488896;15986688;897298295;0;0;0;0;0;0;0;0;0;12552;59479;66302;0;0;0;0;27;0.01602479;
07-04 11:53:45.326  6016  6044 I Unity   : [STATISTIC]345;12699896;0;12699323;737488896;15986688;897298295;0;0;0;0;0;0;0;0;0;11146;41459;51250;0;0;0;0;27;0.0127099;
07-04 11:53:45.340  6016  6044 I Unity   : [STATISTIC]346;13731562;0;13731042;737488896;15986688;897298295;0;0;0;0;0;0;0;0;0;13021;51042;67448;0;0;0;0;27;0.01374583;
07-04 11:53:45.353  6016  6044 I Unity   : [STATISTIC]347;15174375;0;15174114;737730560;15986688;897298295;0;0;0;0;0;0;0;0;0;14636;43021;86250;0;0;0;0;27;0.01517458;
07-04 11:53:45.370  6016  6044 I Unity   : [STATISTIC]348;12704011;0;12703437;737730560;15986688;897298295;0;0;0;0;0;0;0;0;0;18125;59583;101406;0;0;0;0;27;0.01273615;
07-04 11:53:45.383  6016  6044 I Unity   : [STATISTIC]349;17151667;0;17151094;737730560;15986688;897298295;0;0;0;0;0;0;0;0;0;14583;50312;65573;0;0;0;0;27;0.01723042;
07-04 11:53:45.398  6016  6044 I Unity   : [STATISTIC]350;12150573;0;12150000;737968128;15986688;897298295;0;0;0;0;0;0;0;0;0;8802;30052;44375;0;0;0;0;27;0.01217729;
07-04 11:53:45.412  6016  6044 I Unity   : [STATISTIC]351;14130364;0;14129792;737968128;15986688;897298295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.0141501;
07-04 11:53:45.427  6016  6044 I Unity   : [STATISTIC]352;14680885;0;14680521;737968128;15986688;897298295;0;0;0;0;0;0;0;0;0;10261;38594;53229;0;0;0;0;27;0.01469177;
07-04 11:53:45.439  6016  6044 I Unity   : [STATISTIC]353;15789479;0;15788907;737968128;15986688;897298295;0;0;0;0;0;0;0;0;0;13333;42500;72761;0;0;0;0;27;0.01578615;
07-04 11:53:45.453  6016  6044 I Unity   : [STATISTIC]354;11165729;0;11165000;737968128;15986688;897298295;0;0;0;0;0;0;0;0;0;10937;38437;52239;0;0;0;0;27;0.01120427;
07-04 11:53:45.467  6016  6044 I Unity   : [STATISTIC]355;14268386;0;14267969;738201600;15986688;897298295;0;0;0;0;0;0;0;0;0;12500;42292;52760;0;0;0;0;27;0.01427786;
07-04 11:53:45.481  6016  6044 I Unity   : [STATISTIC]356;15186094;0;15185625;738201600;15986688;897298295;0;0;0;0;0;0;0;0;0;15469;41511;72031;0;0;0;0;27;0.01519464;
07-04 11:53:45.494  6016  6044 I Unity   : [STATISTIC]357;11166875;0;11166146;738201600;15986688;897298295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01119542;
07-04 11:53:45.509  6016  6044 I Unity   : [STATISTIC]358;14707657;0;14707031;738201600;15986688;897298295;0;0;0;0;0;0;0;0;0;11198;47865;50677;0;0;0;0;27;0.01472365;
07-04 11:53:45.523  6016  6044 I Unity   : [STATISTIC]359;14816719;0;14816042;738222080;15986688;897298187;0;0;0;0;0;0;0;0;0;11250;40625;61302;0;0;0;0;27;0.01482839;
07-04 11:53:45.537  6016  6044 I Unity   : [STATISTIC]360;13613385;0;13612917;738414592;15986688;897298187;0;0;0;0;0;0;0;0;0;10782;36355;44740;0;0;0;0;27;0.0136226;
07-04 11:53:45.551  6016  6044 I Unity   : [STATISTIC]361;15125208;0;15124792;738414592;15986688;897298187;0;0;0;0;0;0;0;0;0;11562;38594;51667;0;0;0;0;27;0.01513328;
07-04 11:53:45.606  6016  6044 I Unity   : [STATISTIC]362;13845834;0;13845365;738549760;15986688;897298187;0;0;0;0;0;0;0;0;0;10573;36719;54479;0;0;0;0;27;0.01386047;
07-04 11:53:45.634  6016  6044 I Unity   : [STATISTIC]363;70355990;0;70355521;739508224;15986688;899536459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.07036724;
07-04 11:53:45.649  6016  6044 I Unity   : [STATISTIC]364;21961666;0;21961041;742363136;15986688;1327421003;0;0;0;0;0;0;0;0;0;1442292;1566667;232240;0;0;0;0;27;0.02197203;
07-04 11:53:45.658  6016  6044 I Unity   : [STATISTIC]365;9585989;0;9585625;744546304;15986688;1327421003;0;0;0;0;0;0;0;0;0;606771;739271;129219;0;0;0;0;27;0.009603854;
07-04 11:53:45.667  6016  6044 I Unity   : [STATISTIC]366;8682916;0;8682135;747077632;15986688;1327421003;0;0;0;0;0;0;0;0;0;764791;993021;126354;0;0;0;0;27;0.008691562;
07-04 11:53:45.674  6016  6044 I Unity   : [STATISTIC]367;4835520;0;4835156;747085824;15986688;1327421003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.004850625;
07-04 11:53:45.690  6016  6044 I Unity   : [STATISTIC]368;6733958;0;6733646;747237376;15986688;1327421003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.006744792;
07-04 11:53:45.705  6016  6044 I Unity   : [STATISTIC]369;21228698;0;21228282;748515328;15986688;1327421003;0;0;0;0;0;0;0;0;0;769062;568959;208854;0;0;0;0;27;0.02123208;
07-04 11:53:45.714  6016  6044 I Unity   : [STATISTIC]370;12909062;0;12908750;749506560;15986688;1327425099;0;0;0;0;0;0;0;0;0;587136;617344;119479;0;0;0;0;27;0.01291531;
07-04 11:53:45.875  6016  6044 I Unity   : [STATISTIC]371;159105312;0;159104740;778604544;15986688;1354720939;0;0;0;0;0;0;0;0;0;454688;484843;105469;0;0;0;0;27;0.1591221;
07-04 11:53:45.902  6016  6044 I Unity   : [STATISTIC]372;30229011;0;30228646;793690112;15986688;1382041387;0;0;0;0;0;0;0;0;0;2368073;4168593;513698;446042;0;0;0;27;0.03023875;
07-04 11:53:45.916  6016  6044 I Unity   : [STATISTIC]373;14113125;0;14112813;798453760;15986688;1392531275;0;0;0;0;0;0;0;0;0;1106354;1347760;285417;0;0;0;0;27;0.01412354;
07-04 11:53:45.927  6016  6044 I Unity   : [STATISTIC]374;10922083;0;10921667;803799040;15986688;1396725579;0;0;0;0;0;0;0;0;0;549115;479427;142135;0;0;0;0;27;0.01093672;
07-04 11:53:45.938  6016  6044 I Unity   : [STATISTIC]375;10396666;0;10396250;808714240;15986688;1400919883;0;0;0;0;0;0;0;0;0;556666;480677;117656;0;0;0;0;27;0.01040599;
07-04 11:53:45.949  6016  6044 I Unity   : [STATISTIC]376;5959218;0;5958854;808849408;15986688;1400919883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.005974688;
07-04 11:53:45.966  6016  6044 I Unity   : [STATISTIC]377;14019583;0;14019115;809492480;15986688;1400919883;0;0;0;0;0;0;0;0;0;690833;487552;171302;0;0;0;0;27;0.01402245;
07-04 11:53:45.979  6016  6044 I Unity   : [STATISTIC]378;18309792;0;18309427;810123264;15986688;1400919883;0;0;0;0;0;0;0;0;0;545938;431510;127969;0;0;0;0;27;0.01831974;
07-04 11:53:45.991  6016  6044 I Unity   : [STATISTIC]379;13370156;0;13369531;813068288;15986688;1434490699;0;0;0;0;0;0;0;0;0;579635;422760;145000;119895;0;0;0;27;0.01338104;
07-04 11:53:46.004  6016  6044 I Unity   : [STATISTIC]380;7912760;0;7912396;813207552;15986688;1434490699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.007926094;
07-04 11:53:46.022  6016  6044 I Unity   : [STATISTIC]381;17927239;0;17926667;817872896;15986688;1434517439;0;0;0;0;0;0;0;0;0;681146;970625;172552;180573;0;0;0;27;0.01793151;
07-04 11:53:46.032  6016  6044 I Unity   : [STATISTIC]382;15970833;0;15970469;818237440;15986688;1434517439;0;0;0;0;0;0;0;0;0;537135;400468;127292;0;0;0;0;27;0.01597969;
07-04 11:53:46.054  6016  6044 I Unity   : [STATISTIC]383;22542917;0;22542395;821415936;15986688;1434533919;0;0;0;0;0;0;0;0;0;852917;420677;132656;87135;0;0;0;27;0.02255568;
07-04 11:53:46.066  6016  6044 I Unity   : [STATISTIC]384;12423438;0;12423125;825405440;15986688;1434566847;0;0;0;0;0;0;0;0;0;647136;777760;162239;135781;0;0;0;27;0.01243323;
07-04 11:53:46.085  6016  6044 I Unity   : [STATISTIC]385;11844323;0;11844011;828592128;15986688;1451389415;0;0;0;0;0;0;0;0;0;655573;417240;145521;172344;0;0;0;27;0.01185318;
07-04 11:53:46.099  6016  6044 I Unity   : [STATISTIC]386;19139167;0;19138854;831909888;15986688;1451430607;0;0;0;0;0;0;0;0;0;787448;408489;139427;195729;0;0;0;27;0.01914755;
07-04 11:53:46.113  6016  6044 I Unity   : [STATISTIC]387;14420052;0;14419479;835059712;15986688;1451476783;0;0;0;0;0;0;0;0;0;655937;459792;194792;196562;0;0;0;27;0.01443276;
07-04 11:53:46.126  6016  6044 I Unity   : [STATISTIC]388;14214895;0;14214583;838180864;15986688;1451505647;0;0;0;0;0;0;0;0;0;774115;689323;239114;128854;0;0;0;27;0.01422818;
07-04 11:53:46.139  6016  6044 I Unity   : [STATISTIC]389;12425365;0;12424688;841023488;15986688;1468299599;0;0;0;0;0;0;0;0;0;808177;402604;146615;127812;0;0;0;27;0.01243521;
07-04 11:53:46.154  6016  6044 I Unity   : [STATISTIC]390;11288072;0;11287500;843100160;15986688;1485110843;0;0;0;0;0;0;0;0;0;0;0;0;189479;0;0;0;27;0.01130224;
07-04 11:53:46.169  6016  6044 I Unity   : [STATISTIC]391;15207135;0;15206771;844668928;15986688;1485115099;0;0;0;0;0;0;0;0;0;1052969;672188;175364;0;0;0;0;27;0.0152149;
07-04 11:53:46.183  6016  6044 I Unity   : [STATISTIC]392;17014271;0;17013802;845197312;15986688;1485115099;0;0;0;0;0;0;0;0;0;793281;399479;170417;195260;0;0;0;27;0.01702516;
07-04 11:53:46.195  6016  6044 I Unity   : [STATISTIC]393;13478646;0;13478177;846901248;15986688;1485150547;0;0;0;0;0;0;0;0;0;683490;424583;141615;180938;0;0;0;27;0.01348839;
07-04 11:53:46.209  6016  6044 I Unity   : [STATISTIC]394;12782864;0;12782344;850026496;15986688;1485238699;0;0;0;0;0;0;0;0;0;858541;385781;158177;278125;0;0;0;27;0.01279213;
07-04 11:53:46.223  6016  6044 I Unity   : [STATISTIC]395;12695104;0;12694740;853348352;15986688;1485299635;0;0;0;0;0;0;0;0;0;895625;386406;316823;282500;0;0;0;27;0.01270719;
07-04 11:53:46.236  6016  6044 I Unity   : [STATISTIC]396;12191302;0;12190886;854630400;15986688;1485312275;0;0;0;0;0;0;0;0;0;0;0;0;145938;0;0;0;27;0.01220646;
07-04 11:53:46.251  6016  6044 I Unity   : [STATISTIC]397;16334740;0;16334219;858476544;15986688;1502114707;0;0;0;0;0;0;0;0;0;778542;659791;178125;265156;0;0;0;27;0.01634234;
07-04 11:53:46.277  6016  6044 I Unity   : [STATISTIC]398;14275208;0;14274896;861437952;15986688;1502164563;0;0;0;0;0;0;0;0;0;651406;389115;139688;198229;0;0;0;27;0.014285;
07-04 11:53:46.291  6016  6044 I Unity   : [STATISTIC]399;24545052;0;24544635;863293440;15986688;1502173491;0;0;0;0;0;0;0;0;0;599635;464844;206979;0;0;0;0;27;0.02455729;
07-04 11:53:46.307  6016  6044 I Unity   : [STATISTIC]400;13088229;0;13087917;864104448;15986688;1518950707;0;0;0;0;0;0;0;0;0;526250;332396;159584;0;0;0;0;27;0.0130987;
07-04 11:53:46.322  6016  6044 I Unity   : [STATISTIC]401;16526094;0;16525625;867143680;15986688;1518963443;0;0;0;0;0;0;0;0;0;691458;406458;169635;116250;0;0;0;27;0.01653724;
07-04 11:53:46.335  6016  6044 I Unity   : [STATISTIC]402;14161250;0;14160834;868536320;15986688;1518967987;0;0;0;0;0;0;0;0;0;629063;666041;150833;0;0;0;0;27;0.01417068;
07-04 11:53:46.349  6016  6044 I Unity   : [STATISTIC]403;13489584;0;13489218;869044224;15986688;1518967987;0;0;0;0;0;0;0;0;0;654011;521145;152656;0;0;0;0;27;0.01349797;
07-04 11:53:46.363  6016  6044 I Unity   : [STATISTIC]404;14439011;0;14438438;869769216;15986688;1518967987;0;0;0;0;0;0;0;0;0;677291;330208;143230;0;0;0;0;27;0.01444688;
07-04 11:53:46.381  6016  6044 I Unity   : [STATISTIC]405;13010417;0;13009948;871124992;15986688;1518967987;0;0;0;0;0;0;0;0;0;778281;536302;195000;0;0;0;0;27;0.01302302;
07-04 11:53:46.396  6016  6044 I Unity   : [STATISTIC]406;14368750;0;14368385;871510016;15986688;1518967987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01438177;
07-04 11:53:46.413  6016  6044 I Unity   : [STATISTIC]407;21129688;0;21129323;874639360;15986688;1518967987;0;0;0;0;0;0;0;0;0;821770;356823;218542;163594;0;0;0;27;0.02113714;
07-04 11:53:46.426  6016  6044 I Unity   : [STATISTIC]408;17478698;0;17478333;877006848;15986688;1518967987;0;0;0;0;0;0;0;0;0;1088230;1090364;303177;0;0;0;0;27;0.01749016;
07-04 11:53:46.437  6016  6044 I Unity   : [STATISTIC]409;11110781;0;11110469;878104576;15986688;1518967987;0;0;0;0;0;0;0;0;0;685208;277552;196094;0;0;0;0;27;0.01112135;
07-04 11:53:46.450  6016  6044 I Unity   : [STATISTIC]410;6663021;0;6662448;878104576;15986688;1518967987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.006675833;
07-04 11:53:46.467  6016  6044 I Unity   : [STATISTIC]411;17749218;0;17748802;878370816;15986688;1535745203;0;0;0;0;0;0;0;0;0;519792;278541;168906;145000;0;0;0;27;0.0177562;
07-04 11:53:46.477  6016  6044 I Unity   : [STATISTIC]412;15851614;0;15851146;879759360;15986688;1552522419;0;0;0;0;0;0;0;0;0;642135;417500;151562;0;0;0;0;27;0.01588839;
07-04 11:53:46.490  6016  6044 I Unity   : [STATISTIC]413;12810313;0;12809948;883023872;15986688;1552538803;0;0;0;0;0;0;0;0;0;773437;297916;148489;106823;0;0;0;27;0.01282;
07-04 11:53:46.503  6016  6044 I Unity   : [STATISTIC]414;6088437;0;6088021;883159040;15986688;1552526323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.006100729;
07-04 11:53:46.516  6016  6044 I Unity   : [STATISTIC]415;18446875;0;18446198;886202368;15986688;1552542707;0;0;0;0;0;0;0;0;0;732864;363177;176042;154739;0;0;0;27;0.01845036;
07-04 11:53:46.532  6016  6044 I Unity   : [STATISTIC]416;13288490;0;13288125;889102336;15986688;1552550899;0;0;0;0;0;0;0;0;0;593646;238907;249479;133177;0;0;0;27;0.01329958;
07-04 11:53:46.546  6016  6044 I Unity   : [STATISTIC]417;16210104;0;16209635;892313600;15986688;1552563667;0;0;0;0;0;0;0;0;0;658646;242709;203645;332187;0;0;0;27;0.01621708;
07-04 11:53:46.561  6016  6044 I Unity   : [STATISTIC]418;12422240;0;12421927;893575168;15986688;1569345459;0;0;0;0;0;0;0;0;0;660052;288906;160417;0;0;0;0;27;0.01243536;
07-04 11:53:46.575  6016  6044 I Unity   : [STATISTIC]419;10703906;0;10703594;893710336;15986688;1586089011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01071656;
07-04 11:53:46.590  6016  6044 I Unity   : [STATISTIC]420;22773282;0;22772760;896790528;15986688;1586110003;0;0;0;0;0;0;0;0;0;764740;267552;279688;220520;0;0;0;27;0.0227799;
07-04 11:53:46.602  6016  6044 I Unity   : [STATISTIC]421;11550417;0;11550104;900030464;15986688;1586146075;0;0;0;0;0;0;0;0;0;588802;212032;144114;196198;0;0;0;27;0.01156292;
07-04 11:53:46.616  6016  6044 I Unity   : [STATISTIC]422;12079062;0;12078594;902930432;15986688;1586150715;0;0;0;0;0;0;0;0;0;579584;231823;157135;126042;0;0;0;27;0.01208729;
07-04 11:53:46.630  6016  6044 I Unity   : [STATISTIC]423;15546562;0;15546042;906452992;15986688;1602959559;0;0;0;0;0;0;0;0;0;829948;204166;192916;240833;0;0;0;27;0.01555703;
07-04 11:53:46.642  6016  6044 I Unity   : [STATISTIC]424;11868542;0;11868177;909107200;15986688;1602932047;0;0;0;0;0;0;0;0;0;562292;215364;160782;121197;0;0;0;27;0.0118763;
07-04 11:53:46.657  6016  6044 I Unity   : [STATISTIC]425;12183125;0;12182500;911810560;15986688;1602981015;0;0;0;0;0;0;0;0;0;77604;221354;198802;170000;0;0;0;27;0.01219302;
07-04 11:53:46.671  6016  6044 I Unity   : [STATISTIC]426;10077864;0;10077396;911966208;15986688;1602981015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01008859;
07-04 11:53:46.689  6016  6044 I Unity   : [STATISTIC]427;20089792;0;20089322;914288640;15986688;1603010295;0;0;0;0;0;0;0;0;0;124687;203281;300469;341979;0;0;0;27;0.02009901;
07-04 11:53:46.701  6016  6044 I Unity   : [STATISTIC]428;16873958;0;16873594;916594688;15986688;1603030763;0;0;0;0;0;0;0;0;0;39844;199271;158698;232708;0;0;0;27;0.01688427;
07-04 11:53:46.713  6016  6044 I Unity   : [STATISTIC]429;10285781;0;10285416;918974464;15986688;1619789963;0;0;0;0;0;0;0;0;0;57969;200364;148073;120677;0;0;0;27;0.01029609;
07-04 11:53:46.727  6016  6044 I Unity   : [STATISTIC]430;12020209;0;12019740;921202688;15986688;1619798155;0;0;0;0;0;0;0;0;0;32552;225313;89115;106615;0;0;0;27;0.01202943;
07-04 11:53:46.741  6016  6044 I Unity   : [STATISTIC]431;10736198;0;10735885;921202688;15986688;1619798155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01074542;
07-04 11:53:46.758  6016  6044 I Unity   : [STATISTIC]432;15739063;0;15738698;921329664;15986688;1619798155;0;0;0;0;0;0;0;0;0;35625;186510;120625;0;0;0;0;27;0.01574885;
07-04 11:53:46.772  6016  6044 I Unity   : [STATISTIC]433;19913281;0;19912917;923602944;15986688;1636596491;0;0;0;0;0;0;0;0;0;38438;190052;102864;132448;0;0;0;27;0.01992412;
07-04 11:53:46.783  6016  6044 I Unity   : [STATISTIC]434;12578646;0;12578229;925954048;15986688;1636596811;0;0;0;0;0;0;0;0;0;37239;187188;98490;197552;0;0;0;27;0.01259141;
