
07-04 18:11:01.664 28420 28446 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-04 18:11:02.509 28420 28446 I Unity   : [STATISTIC]337;18463385;0;18462864;747659264;15986688;897298295;13958;40834;68385;0;0;1198;1625367;0;0;27;0.01846266;
07-04 18:11:02.525 28420 28446 I Unity   : [STATISTIC]338;8751667;0;8751198;747659264;15986688;897298295;8594;26458;40521;0;0;938;979584;0;0;27;0.008787187;
07-04 18:11:02.540 28420 28446 I Unity   : [STATISTIC]339;16334948;0;16334635;747659264;15986688;897298295;0;0;0;0;0;0;0;0;0;27;0.01633979;
07-04 18:11:02.552 28420 28446 I Unity   : [STATISTIC]340;15623854;0;15623490;747659264;15986688;897298295;23177;68437;122760;0;0;1927;2035781;0;0;27;0.0156376;
07-04 18:11:02.565 28420 28446 I Unity   : [STATISTIC]341;13627761;0;13627240;747651072;15986688;897298295;14218;43698;84063;0;0;1041;2377396;0;0;27;0.01364047;
07-04 18:11:02.581 28420 28446 I Unity   : [STATISTIC]342;10942917;0;10942344;747651072;15986688;897298295;8229;30625;56511;0;0;1719;1151042;0;0;27;0.01096047;
07-04 18:11:02.595 28420 28446 I Unity   : [STATISTIC]343;15327969;0;15327656;747651072;15986688;897298295;7344;32135;55989;0;0;885;1262553;0;0;27;0.01533588;
07-04 18:11:02.610 28420 28446 I Unity   : [STATISTIC]344;15414791;0;15414062;747651072;15986688;897298187;15782;39375;102136;0;0;1250;1681198;0;0;27;0.01541938;
07-04 18:11:02.624 28420 28446 I Unity   : [STATISTIC]345;15026875;0;15026459;747896832;15986688;897298187;14584;42031;74844;0;0;1406;1693750;0;0;27;0.01504318;
07-04 18:11:02.639 28420 28446 I Unity   : [STATISTIC]346;11765677;0;11765312;747896832;15986688;897298187;0;0;0;0;0;0;0;0;0;27;0.01178771;
07-04 18:11:02.652 28420 28446 I Unity   : [STATISTIC]347;17010677;0;17010104;747896832;15986688;897298187;12657;41562;67396;0;0;833;1421876;0;0;27;0.01697344;
07-04 18:11:02.666 28420 28446 I Unity   : [STATISTIC]348;13043750;0;13042969;747896832;15986688;897298187;11823;37604;64219;0;0;1355;1355469;0;0;27;0.01311057;
07-04 18:11:02.681 28420 28446 I Unity   : [STATISTIC]349;13494062;0;13493541;748146688;15986688;897298187;10730;35052;50469;0;0;1094;1160365;0;0;27;0.01350542;
07-04 18:11:02.694 28420 28446 I Unity   : [STATISTIC]350;15610729;0;15610000;748146688;15986688;897298187;11927;37708;77604;0;0;1250;1551770;0;0;27;0.01561484;
07-04 18:11:02.709 28420 28446 I Unity   : [STATISTIC]351;11764948;0;11764636;748146688;15986688;897298187;9375;31146;53177;0;0;1823;1134115;0;0;27;0.01179193;
07-04 18:11:02.724 28420 28446 I Unity   : [STATISTIC]352;14813906;0;14813281;748146688;15986688;897298187;0;0;0;0;0;0;0;0;0;27;0.01481885;
07-04 18:11:02.737 28420 28446 I Unity   : [STATISTIC]353;15364531;0;15364062;748146688;15986688;897298187;10782;49375;69167;0;0;1563;1367239;0;0;27;0.01537875;
07-04 18:11:02.750 28420 28446 I Unity   : [STATISTIC]354;13482135;0;13481406;748384256;15986688;897298295;13021;41041;63438;0;0;989;1521406;0;0;27;0.0134888;
07-04 18:11:02.764 28420 28446 I Unity   : [STATISTIC]355;12671614;0;12671302;748335104;15986688;897298295;11458;36458;49636;0;0;1562;1197500;0;0;27;0.01270281;
07-04 18:11:02.779 28420 28446 I Unity   : [STATISTIC]356;14158802;0;14158229;748335104;15986688;897298295;10833;35729;55000;0;0;989;1352239;0;0;27;0.01416917;
07-04 18:11:02.791 28420 28446 I Unity   : [STATISTIC]357;16289635;0;16289271;748335104;15986688;897298295;13021;46458;67656;0;0;625;2296615;0;0;27;0.01629401;
07-04 18:11:02.847 28420 28446 I Unity   : [STATISTIC]358;11832969;0;11832656;748335104;15986688;897298295;10886;32500;51510;0;0;885;1563490;0;0;27;0.01185568;
07-04 18:11:02.875 28420 28446 I Unity   : [STATISTIC]359;68204271;0;68203802;749166592;15986688;899536567;0;0;0;0;0;0;0;0;0;27;0.0682186;
07-04 18:11:02.890 28420 28446 I Unity   : [STATISTIC]360;24140937;0;24140313;751296512;15986688;1327421111;1204843;572187;241043;0;0;233699;7816665;53438;0;27;0.02414974;
07-04 18:11:02.900 28420 28446 I Unity   : [STATISTIC]361;9953542;0;9952865;752353280;15986688;1327421111;499219;92656;218230;0;0;100781;3902240;137708;0;27;0.009966302;
07-04 18:11:02.907 28420 28446 I Unity   : [STATISTIC]362;6683230;0;6682812;752848896;15986688;1327421111;9948;46823;79635;0;0;58438;1530938;0;0;27;0.006703541;
07-04 18:11:02.917 28420 28446 I Unity   : [STATISTIC]363;5447239;0;5446718;752996352;15986688;1327421111;0;0;0;0;0;0;0;0;0;27;0.005454844;
07-04 18:11:02.933 28420 28446 I Unity   : [STATISTIC]364;9909896;0;9909531;752996352;15986688;1327421111;0;0;0;0;0;0;0;0;0;27;0.009919167;
07-04 18:11:02.947 28420 28446 I Unity   : [STATISTIC]365;19103073;0;19102605;753528832;15986688;1327421111;16407;64010;124323;0;0;82865;2208699;0;0;27;0.01911547;
07-04 18:11:02.957 28420 28446 I Unity   : [STATISTIC]366;12719948;0;12719427;753733632;15986688;1327421111;10677;52500;78907;0;0;65157;1302761;0;0;27;0.01272948;
07-04 18:11:03.173 28420 28446 I Unity   : [STATISTIC]367;215704792;0;215704427;779313152;15986688;1337943831;10313;59375;44323;0;4168;59062;1403906;0;0;27;0.2157139;
07-04 18:11:03.192 28420 28446 I Unity   : [STATISTIC]368;22988542;0;22988177;784535552;15986688;1365264279;22553;163959;146876;458334;429219;143750;3505624;3281;0;27;0.02299896;
07-04 18:11:03.203 28420 28446 I Unity   : [STATISTIC]369;10485625;0;10485261;788549632;15986688;1375754167;12916;70834;54323;0;62083;84740;1462864;0;0;27;0.01049594;
07-04 18:11:03.212 28420 28446 I Unity   : [STATISTIC]370;9536667;0;9536354;793034752;15986688;1379948471;14791;69114;58437;0;103073;70209;1353178;0;0;27;0.009547968;
07-04 18:11:03.221 28420 28446 I Unity   : [STATISTIC]371;8378177;0;8377656;797364224;15986688;1384142775;0;0;0;0;68125;0;0;0;0;27;0.008385573;
07-04 18:11:03.235 28420 28446 I Unity   : [STATISTIC]372;7254584;0;7254114;797507584;15986688;1384142775;12291;49114;47813;0;23907;96771;1235053;0;0;27;0.007271198;
07-04 18:11:03.250 28420 28446 I Unity   : [STATISTIC]373;15504323;0;15503907;797888512;15986688;1384142775;0;0;0;0;75573;0;0;0;0;27;0.01551432;
07-04 18:11:03.262 28420 28446 I Unity   : [STATISTIC]374;15724896;0;15724427;797888512;15986688;1384142775;17136;60677;98541;0;66719;98438;1776093;0;0;27;0.01573412;
07-04 18:11:03.275 28420 28446 I Unity   : [STATISTIC]375;11509479;0;11508854;797888512;15986688;1384142775;10052;50469;45364;0;102344;56667;1230052;0;0;27;0.01151599;
07-04 18:11:03.291 28420 28446 I Unity   : [STATISTIC]376;13635730;0;13635416;798117888;15986688;1384142775;19636;109531;70573;0;52500;79375;1742031;0;0;27;0.01364912;
07-04 18:11:03.304 28420 28446 I Unity   : [STATISTIC]377;15611928;0;15611666;798310400;15986688;1400919991;14428;58854;59531;0;63959;73021;1494947;0;0;27;0.01562417;
07-04 18:11:03.326 28420 28446 I Unity   : [STATISTIC]378;25715313;0;25714844;800653312;15986688;1417739055;13073;62864;54427;251927;55522;101302;1548228;4323;0;27;0.02572135;
07-04 18:11:03.338 28420 28446 I Unity   : [STATISTIC]379;11563073;0;11562761;803008512;15986688;1417763791;18593;83855;60885;118855;71720;76459;1721406;4271;0;27;0.01157911;
07-04 18:11:03.348 28420 28446 I Unity   : [STATISTIC]380;10954010;0;10953542;805482496;15986688;1417840607;10729;48958;72604;180990;60469;61354;1304531;3802;0;27;0.01096552;
07-04 18:11:03.358 28420 28446 I Unity   : [STATISTIC]381;9176406;0;9176042;808017920;15986688;1417883543;0;0;0;194791;61249;0;0;6771;0;27;0.009186302;
07-04 18:11:03.369 28420 28446 I Unity   : [STATISTIC]382;8781928;0;8781458;808161280;15986688;1417892023;12448;47031;46979;0;34480;65104;1536354;0;0;27;0.008792969;
07-04 18:11:03.383 28420 28446 I Unity   : [STATISTIC]383;15158802;0;15158489;810622976;15986688;1434681655;43489;113333;91770;119271;69740;636459;2429584;6459;0;27;0.01516865;
07-04 18:11:03.395 28420 28446 I Unity   : [STATISTIC]384;11728073;0;11727760;812826624;15986688;1434702219;0;0;0;230156;70468;0;0;6407;0;27;0.01173771;
07-04 18:11:03.410 28420 28446 I Unity   : [STATISTIC]385;12859479;0;12858959;815112192;15986688;1434735371;24740;95833;84687;636562;62656;71198;2334374;6302;0;27;0.01286849;
07-04 18:11:03.423 28420 28446 I Unity   : [STATISTIC]386;15408802;0;15408490;817790976;15986688;1434769259;12865;59687;54323;191927;46927;80937;1569531;7032;0;27;0.01541974;
07-04 18:11:03.436 28420 28446 I Unity   : [STATISTIC]387;12984428;0;12983906;819953664;15986688;1434777451;17708;68021;62605;213385;68541;62292;1457761;7083;0;27;0.01299302;
07-04 18:11:03.450 28420 28446 I Unity   : [STATISTIC]388;13157396;0;13156928;818184192;15986688;1434777451;16615;113230;82552;184323;56197;65625;1456406;5000;0;27;0.01317042;
07-04 18:11:03.464 28420 28446 I Unity   : [STATISTIC]389;13657344;0;13656980;818307072;15986688;1434777451;0;0;0;0;85521;0;0;0;0;27;0.0136674;
07-04 18:11:03.479 28420 28446 I Unity   : [STATISTIC]390;14051718;0;14051146;820527104;15986688;1451614419;13594;61354;55885;426250;47916;83698;1938698;5156;0;27;0.01406474;
07-04 18:11:03.492 28420 28446 I Unity   : [STATISTIC]391;14443906;0;14443594;823431168;15986688;1468446911;11198;52187;51614;550469;41615;58125;1278073;7136;0;27;0.01445146;
07-04 18:11:03.507 28420 28446 I Unity   : [STATISTIC]392;13959947;0;13959427;826302464;15986688;1468463839;11302;61250;53646;271666;166147;64219;1453749;6718;0;27;0.01397125;
07-04 18:11:03.520 28420 28446 I Unity   : [STATISTIC]393;13847291;0;13846823;828743680;15986688;1468499303;12917;59427;55469;642395;132396;87448;1453959;10208;0;27;0.01385958;
07-04 18:11:03.534 28420 28446 I Unity   : [STATISTIC]394;12992865;0;12992448;831057920;15986688;1468536519;13646;59063;61666;220000;73281;58906;1464218;10052;0;27;0.01300417;
07-04 18:11:03.548 28420 28446 I Unity   : [STATISTIC]395;13660989;0;13660677;833576960;15986688;1468575835;0;0;0;409688;50104;0;0;6720;0;27;0.01367125;
07-04 18:11:03.562 28420 28446 I Unity   : [STATISTIC]396;14053177;0;14052812;835694592;15986688;1468592955;11250;55000;83698;293906;91719;72500;1422709;5209;0;27;0.01406234;
07-04 18:11:03.577 28420 28446 I Unity   : [STATISTIC]397;12367032;0;12366562;835829760;15986688;1468601915;11979;54115;50625;0;109115;58593;1493229;0;0;27;0.01237896;
07-04 18:11:03.592 28420 28446 I Unity   : [STATISTIC]398;16284636;0;16284218;836067328;15986688;1468606363;14948;62136;67448;0;61979;84375;1921040;0;0;27;0.01629557;
07-04 18:11:03.605 28420 28446 I Unity   : [STATISTIC]399;13519896;0;13519531;836210688;15986688;1468606363;12396;54740;171302;0;40781;110104;1741042;0;0;27;0.01352813;
07-04 18:11:03.623 28420 28446 I Unity   : [STATISTIC]400;12028698;0;12028281;836210688;15986688;1468606363;9740;46719;45052;0;94218;59739;1319999;0;0;27;0.01203786;
07-04 18:11:03.640 28420 28446 I Unity   : [STATISTIC]401;18623073;0;18622605;838094848;15986688;1468606363;0;0;0;202135;68959;0;0;8385;0;27;0.01863255;
07-04 18:11:03.654 28420 28446 I Unity   : [STATISTIC]402;19104688;0;19104166;838475776;15986688;1468606363;12656;56146;71094;0;88490;68438;2050522;0;0;27;0.01911313;
07-04 18:11:03.666 28420 28446 I Unity   : [STATISTIC]403;11417239;0;11416927;838717440;15986688;1468606363;15469;104739;86823;0;47657;92864;2052915;0;0;27;0.01143365;
07-04 18:11:03.680 28420 28446 I Unity   : [STATISTIC]404;10805990;0;10805625;838717440;15986688;1468606363;0;0;0;0;103230;0;0;0;0;27;0.01081599;
07-04 18:11:03.696 28420 28446 I Unity   : [STATISTIC]405;16379843;0;16379375;839876608;15986688;1485404507;11718;48958;51302;134011;35938;80521;1334011;6146;0;27;0.0163875;
07-04 18:11:03.707 28420 28446 I Unity   : [STATISTIC]406;14637136;0;14636666;839876608;15986688;1485409051;11302;50573;54218;0;68229;53958;1282553;0;0;27;0.01465104;
07-04 18:11:03.721 28420 28446 I Unity   : [STATISTIC]407;10765886;0;10765417;840138752;15986688;1485409051;10937;54479;50469;0;52136;58802;1263801;0;0;27;0.01077516;
07-04 18:11:03.736 28420 28446 I Unity   : [STATISTIC]408;13660729;0;13660208;839897088;15986688;1485409051;0;0;0;0;43333;0;0;0;0;27;0.01366849;
07-04 18:11:03.751 28420 28446 I Unity   : [STATISTIC]409;14938437;0;14937969;839897088;15986688;1485392379;10417;45677;49167;0;45885;62865;1204635;0;0;27;0.01495115;
07-04 18:11:03.764 28420 28446 I Unity   : [STATISTIC]410;17611302;0;17610990;841359360;15986688;1485413339;9531;47187;46198;156302;70261;56979;1286823;6250;0;27;0.01762036;
07-04 18:11:03.780 28420 28446 I Unity   : [STATISTIC]411;12036146;0;12035677;841359360;15986688;1485417915;10416;52344;47656;0;59219;61875;1246876;0;0;27;0.01204906;
07-04 18:11:03.793 28420 28446 I Unity   : [STATISTIC]412;15181354;0;15180833;841830400;15986688;1502195131;11927;88177;56094;0;64271;67604;1358698;0;0;27;0.01519198;
07-04 18:11:03.809 28420 28446 I Unity   : [STATISTIC]413;15347813;0;15347135;843661312;15986688;1502216123;12448;55677;56355;150053;101876;61041;1387239;5989;0;27;0.01537078;
07-04 18:11:03.822 28420 28446 I Unity   : [STATISTIC]414;14524271;0;14523854;845713408;15986688;1502203643;10469;47605;48542;122084;41406;74635;1225729;5417;0;27;0.01453354;
07-04 18:11:03.835 28420 28446 I Unity   : [STATISTIC]415;13875938;0;13875468;846680064;15986688;1518980859;10677;52239;46927;133594;80312;59323;1294636;19479;0;27;0.01388422;
07-04 18:11:03.850 28420 28446 I Unity   : [STATISTIC]416;10297708;0;10297240;846680064;15986688;1518980859;0;0;0;0;83281;0;0;0;0;27;0.0103076;
07-04 18:11:03.865 28420 28446 I Unity   : [STATISTIC]417;21471250;0;21470729;848760832;15986688;1519001883;28802;91719;137657;323333;700729;137135;2278333;13177;0;27;0.02148177;
07-04 18:11:03.879 28420 28446 I Unity   : [STATISTIC]418;11728958;0;11728490;851038208;15986688;1519022939;13854;55677;49063;124063;79167;71198;1426978;6146;0;27;0.01173911;
07-04 18:11:03.891 28420 28446 I Unity   : [STATISTIC]419;11541042;0;11540573;851177472;15986688;1535787803;10416;55208;48594;0;54218;61927;1215208;0;0;27;0.01154953;
07-04 18:11:03.906 28420 28446 I Unity   : [STATISTIC]420;12275521;0;12275052;851406848;15986688;1535787803;11718;96927;54531;0;30833;74688;1287917;0;0;27;0.01228651;
07-04 18:11:03.919 28420 28446 I Unity   : [STATISTIC]421;15494531;0;15494010;853729280;15986688;1535795995;0;0;0;140209;70104;0;0;8698;0;27;0.01550417;
07-04 18:11:03.933 28420 28446 I Unity   : [STATISTIC]422;12948803;0;12948125;853729280;15986688;1535795995;10261;51198;45469;0;70678;69792;1275834;0;0;27;0.01295448;
07-04 18:11:03.948 28420 28446 I Unity   : [STATISTIC]423;16336875;0;16336406;856264704;15986688;1535816743;10885;53125;54843;321927;83437;61875;1366719;6302;0;27;0.01635385;
07-04 18:11:03.960 28420 28446 I Unity   : [STATISTIC]424;13524584;0;13524167;858476544;15986688;1535794343;11250;51250;68698;385989;70052;58646;1219166;5937;0;27;0.01353516;
07-04 18:11:03.974 28420 28446 I Unity   : [STATISTIC]425;12142084;0;12141718;860606464;15986688;1552584455;10313;51615;51510;121250;73959;63177;1296771;6719;0;27;0.01215187;
07-04 18:11:03.988 28420 28446 I Unity   : [STATISTIC]426;14521146;0;14520625;862654464;15986688;1552613767;11563;44532;46771;146510;42708;61094;1324167;6667;0;27;0.01452953;
07-04 18:11:04.002 28420 28446 I Unity   : [STATISTIC]427;14005417;0;14004792;865157120;15986688;1552642763;11198;49844;49322;239219;74896;96927;1410364;6302;0;27;0.01401568;
07-04 18:11:04.015 28420 28446 I Unity   : [STATISTIC]428;12044010;0;12043542;867426304;15986688;1552674083;0;0;0;185209;83802;0;0;7708;0;27;0.01205438;
07-04 18:11:04.030 28420 28446 I Unity   : [STATISTIC]429;13068750;0;13068230;867426304;15986688;1552665251;9531;47813;43490;0;80052;54114;1202083;0;0;27;0.01307578;
07-04 18:11:04.044 28420 28446 I Unity   : [STATISTIC]430;16520677;0;16520260;869482496;15986688;1552685383;11041;49218;48229;205677;122708;59011;1309010;12760;0;27;0.01653469;
07-04 18:11:04.057 28420 28446 I Unity   : [STATISTIC]431;13486979;0;13486510;871809024;15986688;1569462599;9844;49427;54688;162552;63750;60209;1181563;6198;0;27;0.01337641;
07-04 18:11:04.072 28420 28446 I Unity   : [STATISTIC]432;13976094;0;13975625;873963520;15986688;1569500167;10417;46094;53437;120052;44322;70782;1380730;9271;0;27;0.01410542;
07-04 18:11:04.085 28420 28446 I Unity   : [STATISTIC]433;13521563;0;13521146;874225664;15986688;1569504967;12240;56615;63698;0;83697;67708;1430521;0;0;27;0.01352984;
07-04 18:11:04.100 28420 28446 I Unity   : [STATISTIC]434;11563438;0;11563020;874225664;15986688;1586282183;0;0;0;0;72552;0;0;0;0;27;0.01157193;
07-04 18:11:04.115 28420 28446 I Unity   : [STATISTIC]435;15449740;0;15449271;874319872;15986688;1586282183;10156;53021;78229;0;69011;61614;1313698;0;0;27;0.01546094;
07-04 18:11:04.129 28420 28446 I Unity   : [STATISTIC]436;18941563;0;18941094;876466176;15986688;1603075783;20989;78281;100989;156146;139271;139323;2339010;18959;0;27;0.01895083;
07-04 18:11:04.143 28420 28446 I Unity   : [STATISTIC]437;11983854;0;11983385;878899200;15986688;1603088807;11510;48438;47188;261146;69062;55052;1244844;6927;0;27;0.01199396;
07-04 18:11:04.155 28420 28446 I Unity   : [STATISTIC]438;14338334;0;14337969;881049600;15986688;1603124147;10000;50312;45729;278177;70365;62136;1316147;13334;0;27;0.01434594;
07-04 18:11:04.168 28420 28446 I Unity   : [STATISTIC]439;11417864;0;11417552;883191808;15986688;1603097883;12396;50781;46979;228542;41302;58229;1301666;8073;0;27;0.01143;
07-04 18:11:04.183 28420 28446 I Unity   : [STATISTIC]440;12324948;0;12324584;885538816;15986688;1619932927;0;0;0;291614;73385;0;0;12187;0;27;0.01233375;
07-04 18:11:04.197 28420 28446 I Unity   : [STATISTIC]441;14443490;0;14442969;885538816;15986688;1619937791;10469;48750;47396;0;65781;62865;1369897;0;0;27;0.01444854;
07-04 18:11:04.211 28420 28446 I Unity   : [STATISTIC]442;15132500;0;15132083;887844864;15986688;1619937791;10625;47344;49896;253646;72240;61094;1266458;7032;0;27;0.01515787;
07-04 18:11:04.224 28420 28446 I Unity   : [STATISTIC]443;14055729;0;14055313;889888768;15986688;1619937791;10781;50885;47916;250677;73177;68437;1220052;7344;0;27;0.01406531;
07-04 18:11:04.239 28420 28446 I Unity   : [STATISTIC]444;13542657;0;13542239;892387328;15986688;1619987531;11510;49375;52344;267448;84010;60573;1357084;11772;0;27;0.0135526;
07-04 18:11:04.252 28420 28446 I Unity   : [STATISTIC]445;14326198;0;14325678;894902272;15986688;1620014799;10313;47968;53594;275105;42344;66355;1309584;7396;0;27;0.01433599;
07-04 18:11:04.266 28420 28446 I Unity   : [STATISTIC]446;12014583;0;12014167;897081344;15986688;1620048611;0;0;0;255208;75625;0;0;9062;0;27;0.0120263;
07-04 18:11:04.281 28420 28446 I Unity   : [STATISTIC]447;13724010;0;13723542;897310720;15986688;1620053539;12656;56511;63177;0;74219;72708;1325626;0;0;27;0.01373385;
07-04 18:11:04.295 28420 28446 I Unity   : [STATISTIC]448;16899948;0;16899584;897310720;15986688;1620053539;16407;70364;92500;0;118594;88750;1890365;0;0;27;0.01691052;
