
06-26 14:48:27.772 26061 26087 I Unity   : [STATISTIC]Frame Number;Main Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;NFE Snapshot Tick;NFE Snapshot Size (bits);NFE RTT;NFE Jitter;Multiplay FPS;Multiplay BitRate In;Multiplay BitRate Out;Multiplay RTT (ms);Multiplay PacketLoss;GameServer Opencraft.Terrain.TerrainGenerationSystem;terrainMeshingSys;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
06-26 14:48:27.826 26061 26087 I Unity   : [STATISTIC]303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01314276;
06-26 14:48:27.851 26061 26087 I Unity   : [STATISTIC]304;0;0;751984640;16203776;880759031;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01314276;
06-26 14:48:28.120 26061 26087 I Unity   : [STATISTIC]305;277086719;277086354;755437568;16203776;880759139;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02;
06-26 14:48:28.132 26061 26087 I Unity   : [STATISTIC]306;16320677;16320260;756727808;16203776;880759139;0;0;0;0;0;0;0;0;0;416;0;0;0;0.01633172;
06-26 14:48:28.142 26061 26087 I Unity   : [STATISTIC]307;5690156;5689792;756994048;16203776;880759139;0;0;0;0;0;0;0;0;0;469;0;0;0;0.005697552;
06-26 14:48:28.157 26061 26087 I Unity   : [STATISTIC]308;11397968;11397396;757526528;16203776;880759139;0;0;0;0;0;0;0;0;0;886;0;0;0;0.01140307;
06-26 14:48:28.175 26061 26087 I Unity   : [STATISTIC]309;13346719;13346355;761950208;16203776;915849571;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01335151;
06-26 14:48:28.190 26061 26087 I Unity   : [STATISTIC]310;18968021;18967500;765444096;16203776;920043875;0;0;0;0;0;0;0;0;0;313;0;0;0;0.01897958;
06-26 14:48:28.202 26061 26087 I Unity   : [STATISTIC]311;15893177;15891979;763457536;16203776;917548035;0;0;0;0;0;0;0;0;0;886;0;0;0;0.01589182;
06-26 14:48:28.217 26061 26087 I Unity   : [STATISTIC]312;10786146;10785625;764309504;16203776;917820803;0;0;0;0;0;0;0;0;0;313;0;0;0;0.01082635;
06-26 14:48:28.231 26061 26087 I Unity   : [STATISTIC]313;14912605;14912083;764309504;16203776;917847427;0;0;0;0;0;0;0;0;0;521;0;0;0;0.01492208;
06-26 14:48:28.246 26061 26087 I Unity   : [STATISTIC]314;14696979;14696510;765353984;16203776;917847427;0;0;0;0;0;0;0;0;0;365;0;0;0;0.01468167;
06-26 14:48:28.259 26061 26087 I Unity   : [STATISTIC]315;13730312;13729896;767070208;16203776;917847427;0;0;0;0;0;0;0;0;0;209;0;0;0;0.0137674;
06-26 14:48:28.273 26061 26087 I Unity   : [STATISTIC]316;13092812;13092396;767070208;16203776;917847427;0;0;0;0;0;0;0;0;0;209;0;0;0;0.01309974;
06-26 14:48:28.285 26061 26087 I Unity   : [STATISTIC]317;16289531;16289063;767574016;16203776;917855619;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01629208;
06-26 14:48:28.299 26061 26087 I Unity   : [STATISTIC]318;19815833;19815364;768483328;16203776;917855619;0;0;0;0;0;0;0;0;0;2390260;0;0;27;0.01983063;
06-26 14:48:28.313 26061 26087 I Unity   : [STATISTIC]319;6315729;6315416;768684032;16203776;917855619;0;0;0;0;0;0;0;0;0;20416;0;0;27;0.006324479;
06-26 14:48:28.327 26061 26087 I Unity   : [STATISTIC]320;11792812;11792187;768684032;16203776;917855619;0;0;0;0;0;0;0;0;0;0;0;0;27;0.0117975;
06-26 14:48:28.342 26061 26087 I Unity   : [STATISTIC]321;14863385;14862916;768684032;16203776;917855619;0;0;0;0;0;0;0;0;0;10208;0;0;27;0.0148738;
06-26 14:48:28.355 26061 26087 I Unity   : [STATISTIC]322;15981510;15981198;768684032;16203776;917855619;0;0;0;0;0;0;0;0;0;11146;0;0;27;0.01597922;
06-26 14:48:28.369 26061 26087 I Unity   : [STATISTIC]323;12857812;12857188;768684032;16203776;917855619;0;0;0;0;0;0;0;0;0;11562;0;0;27;0.01288323;
06-26 14:48:28.383 26061 26087 I Unity   : [STATISTIC]324;11571198;11570938;768917504;16203776;917724547;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01159693;
06-26 14:48:28.397 26061 26087 I Unity   : [STATISTIC]325;16678803;16678333;768917504;16203776;917724547;0;0;0;0;0;0;0;0;0;13333;0;0;27;0.01668422;
06-26 14:48:28.410 26061 26087 I Unity   : [STATISTIC]326;13710417;13710104;768917504;16203776;917724547;0;0;0;0;0;0;0;0;0;12917;0;0;27;0.01371594;
