
06-27 11:29:54.155 22213 22236 I Unity   : [STATISTIC]Frame Number;Main Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;NFE Snapshot Tick;NFE Snapshot Size (bits);NFE RTT;NFE Jitter;Multiplay FPS;Multiplay BitRate In;Multiplay BitRate Out;Multiplay RTT (ms);Multiplay PacketLoss;GameServer Opencraft.Terrain.TerrainGenerationSystem;terrainMeshingSys;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
06-27 11:29:54.802 22213 22236 I Unity   : [STATISTIC]323;12796302;12795781;763895808;15769600;918469911;0;0;0;0;0;0;0;0;0;10052;0;0;27;0.01282875;
06-27 11:29:54.813 22213 22236 I Unity   : [STATISTIC]324;17977136;17976459;763895808;15769600;918469911;0;0;0;0;0;0;0;0;0;27812;0;0;27;0.01798677;
06-27 11:29:54.830 22213 22236 I Unity   : [STATISTIC]325;7587969;7587396;763895808;15769600;918469911;0;0;0;0;0;0;0;0;0;7552;0;0;27;0.00759526;
06-27 11:29:54.844 22213 22236 I Unity   : [STATISTIC]326;16471823;16471250;763895808;15769600;918469911;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01647802;
06-27 11:29:54.857 22213 22236 I Unity   : [STATISTIC]327;14707864;14707344;764145664;15769600;918469911;0;0;0;0;0;0;0;0;0;9896;0;0;27;0.01472255;
06-27 11:29:54.870 22213 22236 I Unity   : [STATISTIC]328;14853438;14853125;764145664;15769600;918469911;0;0;0;0;0;0;0;0;0;11094;0;0;27;0.01485537;
06-27 11:29:54.884 22213 22236 I Unity   : [STATISTIC]329;12420625;12420312;764145664;15769600;918469911;0;0;0;0;0;0;0;0;0;8489;0;0;27;0.01243635;
06-27 11:29:54.899 22213 22236 I Unity   : [STATISTIC]330;12697760;12697343;764383232;15769600;918469911;0;0;0;0;0;0;0;0;0;8906;0;0;27;0.01272698;
06-27 11:29:54.913 22213 22236 I Unity   : [STATISTIC]331;14747239;14746771;764383232;15769600;918469911;0;0;0;0;0;0;0;0;0;0;0;0;27;0.0147463;
06-27 11:29:54.925 22213 22236 I Unity   : [STATISTIC]332;15869062;15868646;764383232;15769600;918469911;0;0;0;0;0;0;0;0;0;10573;0;0;27;0.01590281;
06-27 11:29:54.940 22213 22236 I Unity   : [STATISTIC]333;11314011;11313438;764383232;15769600;918469911;0;0;0;0;0;0;0;0;0;8125;0;0;27;0.0113276;
06-27 11:29:54.960 22213 22236 I Unity   : [STATISTIC]334;14289532;14289114;764383232;15769600;918469911;0;0;0;0;0;0;0;0;0;8646;0;0;27;0.01430828;
06-27 11:29:54.971 22213 22236 I Unity   : [STATISTIC]335;21080156;21079635;764628992;15769600;918469911;0;0;0;0;0;0;0;0;0;12865;0;0;27;0.02108104;
06-27 11:29:54.988 22213 22236 I Unity   : [STATISTIC]336;10608489;10608229;764628992;15769600;918469911;0;0;0;0;0;0;0;0;0;9427;0;0;27;0.01063536;
06-27 11:29:55.002 22213 22236 I Unity   : [STATISTIC]337;16292396;16292136;764628992;15769600;918469911;0;0;0;0;0;0;0;0;0;7500;0;0;27;0.01630531;
06-27 11:29:55.017 22213 22236 I Unity   : [STATISTIC]338;15520000;15519270;764628992;15769600;918469911;0;0;0;0;0;0;0;0;0;9375;0;0;27;0.01553781;
06-27 11:29:55.031 22213 22236 I Unity   : [STATISTIC]339;14302552;14302136;764628992;15769600;918469911;0;0;0;0;0;0;0;0;0;15625;0;0;27;0.01431109;
06-27 11:29:55.044 22213 22236 I Unity   : [STATISTIC]340;12323698;12323177;764469248;15769600;918469911;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01233547;
06-27 11:29:55.060 22213 22236 I Unity   : [STATISTIC]341;13961511;13960990;764469248;15769600;918469911;0;0;0;0;0;0;0;0;0;10886;0;0;27;0.01397333;
06-27 11:29:55.073 22213 22236 I Unity   : [STATISTIC]342;16242083;16241719;764719104;15769600;918469911;0;0;0;0;0;0;0;0;0;12395;0;0;27;0.0162512;
06-27 11:29:55.087 22213 22236 I Unity   : [STATISTIC]343;12946563;12945989;764719104;15769600;918469911;0;0;0;0;0;0;0;0;0;11094;0;0;27;0.0129525;
06-27 11:29:55.100 22213 22236 I Unity   : [STATISTIC]344;14736615;14736042;764719104;15769600;918469911;0;0;0;0;0;0;0;0;0;13906;0;0;27;0.01474604;
06-27 11:29:55.115 22213 22236 I Unity   : [STATISTIC]345;11797864;11797344;764719104;15769600;918469911;0;0;0;0;0;0;0;0;0;8646;0;0;27;0.0118212;
06-27 11:29:55.129 22213 22236 I Unity   : [STATISTIC]346;14263386;14262761;764719104;15769600;918469911;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01427234;
06-27 11:29:55.145 22213 22236 I Unity   : [STATISTIC]347;15032865;15032240;764948480;15769600;918469911;0;0;0;0;0;0;0;0;0;10729;0;0;27;0.01504109;
06-27 11:29:55.158 22213 22236 I Unity   : [STATISTIC]348;17999583;17999011;764948480;15769600;918469911;0;0;0;0;0;0;0;0;0;15885;0;0;27;0.0180024;
06-27 11:29:55.173 22213 22236 I Unity   : [STATISTIC]349;10188750;10188281;764948480;15769600;918469911;0;0;0;0;0;0;0;0;0;7813;0;0;27;0.01030255;
06-27 11:29:55.185 22213 22236 I Unity   : [STATISTIC]350;16261875;16261458;765186048;15769600;918469911;0;0;0;0;0;0;0;0;0;13386;0;0;27;0.01626323;
06-27 11:29:55.200 22213 22236 I Unity   : [STATISTIC]351;11020885;11019948;765186048;15769600;918469911;0;0;0;0;0;0;0;0;0;9271;0;0;27;0.01109182;
06-27 11:29:55.214 22213 22236 I Unity   : [STATISTIC]352;13973802;13973438;765186048;15769600;918469911;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01398474;
06-27 11:29:55.227 22213 22236 I Unity   : [STATISTIC]353;16204791;16204062;765186048;15769600;918469911;0;0;0;0;0;0;0;0;0;14739;0;0;27;0.01620276;
06-27 11:29:55.242 22213 22236 I Unity   : [STATISTIC]354;11900678;11900312;765186048;15769600;918469911;0;0;0;0;0;0;0;0;0;11250;0;0;27;0.01193578;
06-27 11:29:55.256 22213 22236 I Unity   : [STATISTIC]355;14669063;14668542;765427712;15769600;918469911;0;0;0;0;0;0;0;0;0;11354;0;0;27;0.0146801;
06-27 11:29:55.270 22213 22236 I Unity   : [STATISTIC]356;15607031;15606614;765427712;15769600;918469911;0;0;0;0;0;0;0;0;0;14010;0;0;27;0.01560641;
06-27 11:29:55.283 22213 22236 I Unity   : [STATISTIC]357;13759843;13759323;765427712;15769600;918469911;0;0;0;0;0;0;0;0;0;13334;0;0;27;0.01379193;
06-27 11:29:55.297 22213 22236 I Unity   : [STATISTIC]358;12730833;12730156;765427712;15769600;918469911;0;0;0;0;0;0;0;0;0;10521;0;0;27;0.01275661;
06-27 11:29:55.354 22213 22236 I Unity   : [STATISTIC]359;12924271;12923542;765489152;15769600;918469911;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01293583;
06-27 11:29:55.381 22213 22236 I Unity   : [STATISTIC]360;72339166;72338542;755179520;15769600;920708183;0;0;0;0;0;0;0;0;0;10208;0;0;27;0.07235412;
06-27 11:29:55.512 22213 22236 I Unity   : [STATISTIC]361;138633802;138633177;970637312;15769600;1608746071;0;0;0;0;0;0;0;0;0;1879009;0;0;27;0.1264513;
06-27 11:29:55.988 22213 22236 I Unity   : [STATISTIC]362;475907500;475906875;1614045184;15769600;2414126167;0;0;0;0;0;0;0;0;0;2732084;0;0;27;0.3333333;
06-27 11:29:56.429 22213 22236 I Unity   : [STATISTIC]363;441130156;441129219;1613389824;15769600;2414122071;0;0;0;0;0;0;0;0;0;2677866;0;0;27;0.3333333;
06-27 11:29:56.865 22213 22236 I Unity   : [STATISTIC]364;432344375;432343490;1612922880;15769600;2422490199;0;0;0;0;0;0;0;0;0;2628906;0;0;27;0.3333333;
06-27 11:29:57.632 22213 22236 I Unity   : [STATISTIC]365;766590260;766589583;1641631744;15769600;2451887287;0;0;0;0;0;0;0;0;0;2790054;0;0;27;0.3333333;
06-27 11:29:58.081 22213 22236 I Unity   : [STATISTIC]366;453000000;452999166;1642459136;15769600;2470806775;0;0;0;0;0;0;0;0;0;2662293;0;0;27;0.3333333;
06-27 11:29:58.514 22213 22236 I Unity   : [STATISTIC]367;432399063;432398177;1638756352;15769600;2498090263;0;0;0;0;0;0;0;0;0;2829168;441407;0;27;0.3333333;
06-27 11:29:58.950 22213 22236 I Unity   : [STATISTIC]368;436751302;436750677;1638064128;15769600;2493875479;0;0;0;0;0;0;0;0;0;2619739;0;0;27;0.3333333;
06-27 11:29:59.377 22213 22236 I Unity   : [STATISTIC]369;426192656;426191823;1644728320;15769600;2514881931;0;0;0;0;0;0;0;0;0;3007604;164062;0;27;0.3333333;
06-27 11:29:59.804 22213 22236 I Unity   : [STATISTIC]370;426952812;426952083;1649188864;15769600;2531709071;0;0;0;0;0;0;0;0;0;3021874;183073;0;27;0.3333333;
06-27 11:30:00.224 22213 22236 I Unity   : [STATISTIC]371;419663646;419662969;1647673344;15769600;2531709071;0;0;0;0;0;0;0;0;0;2836615;0;0;27;0.3333333;
06-27 11:30:00.650 22213 22236 I Unity   : [STATISTIC]372;426526771;426526094;1661202432;15769600;2540130479;0;0;0;0;0;0;0;0;0;2745000;97656;0;27;0.3333333;
06-27 11:30:01.077 22213 22236 I Unity   : [STATISTIC]373;426940364;426939635;1660936192;15769600;2556907695;0;0;0;0;0;0;0;0;0;2745626;259219;0;27;0.3333333;
06-27 11:30:01.499 22213 22236 I Unity   : [STATISTIC]374;422413021;422412240;1661992960;15769600;2556942975;0;0;0;0;0;0;0;0;0;2577968;182604;0;27;0.3333333;
06-27 11:30:01.933 22213 22236 I Unity   : [STATISTIC]375;433712135;433711562;1660190720;15769600;2590497407;0;0;0;0;0;0;0;0;0;2547448;0;0;27;0.3333333;
06-27 11:30:02.376 22213 22236 I Unity   : [STATISTIC]376;443006302;443005312;1667252224;15769600;2598949835;0;0;0;0;0;0;0;0;0;3695417;235209;0;27;0.3333333;
06-27 11:30:02.789 22213 22236 I Unity   : [STATISTIC]377;413218854;413218281;1669177344;15769600;2598953995;0;0;0;0;0;0;0;0;0;2691615;0;0;27;0.3333333;
06-27 11:30:03.205 22213 22236 I Unity   : [STATISTIC]378;415789999;415789270;1669636096;15769600;2615743531;0;0;0;0;0;0;0;0;0;2885000;103750;0;27;0.3333333;
06-27 11:30:03.613 22213 22236 I Unity   : [STATISTIC]379;407593750;407593021;1677438976;15769600;2632540287;0;0;0;0;0;0;0;0;0;2777292;191406;0;27;0.3333333;
06-27 11:30:04.012 22213 22236 I Unity   : [STATISTIC]380;399031719;399031042;1675870208;15769600;2649380443;0;0;0;0;0;0;0;0;0;2514687;170469;0;27;0.3333333;
06-27 11:30:04.425 22213 22236 I Unity   : [STATISTIC]381;413190885;413190104;1682980864;15769600;2649397051;0;0;0;0;0;0;0;0;0;2747710;172605;0;27;0.3333333;
06-27 11:30:04.851 22213 22236 I Unity   : [STATISTIC]382;425676771;425675990;1688268800;15769600;2649445955;0;0;0;0;0;0;0;0;0;2974270;239270;0;27;0.3333333;
06-27 11:30:05.267 22213 22236 I Unity   : [STATISTIC]383;416277813;416276770;1694863360;15769600;2657891711;0;0;0;0;0;0;0;0;0;2876250;361145;0;27;0.3333333;
06-27 11:30:05.666 22213 22236 I Unity   : [STATISTIC]384;399038906;399037917;1689903104;15769600;2339138383;0;0;0;0;0;0;0;0;0;2678437;202344;0;27;0.3333333;
06-27 11:30:06.071 22213 22236 I Unity   : [STATISTIC]385;404794167;404793281;1686687744;15769600;2339182503;0;0;0;0;0;0;0;0;0;2816355;249531;0;27;0.3333333;
06-27 11:30:06.473 22213 22236 I Unity   : [STATISTIC]386;401513021;401512083;1683632128;15769600;2355988647;0;0;0;0;0;0;0;0;0;2803959;186666;0;27;0.3333333;
06-27 11:30:06.871 22213 22236 I Unity   : [STATISTIC]387;398979895;398979375;1679290368;15769600;2347619459;0;0;0;0;0;0;0;0;0;2601720;194062;0;27;0.3333333;
06-27 11:30:07.270 22213 22236 I Unity   : [STATISTIC]388;398957343;398956510;1683947520;15769600;2356041027;0;0;0;0;0;0;0;0;0;3194009;219219;0;27;0.3333333;
06-27 11:30:07.668 22213 22236 I Unity   : [STATISTIC]389;398082239;398081562;1682579456;15769600;2389624323;0;0;0;0;0;0;0;0;0;2630208;133021;0;27;0.3333333;
06-27 11:30:08.062 22213 22236 I Unity   : [STATISTIC]390;393808854;393808124;1680584704;15769600;2381272267;0;0;0;0;0;0;0;0;0;2981718;412552;0;27;0.3333333;
06-27 11:30:08.457 22213 22236 I Unity   : [STATISTIC]391;394750833;394750104;1685295104;15769600;2389706443;0;0;0;0;0;0;0;0;0;2746405;179271;0;27;0.3333333;
06-27 11:30:08.850 22213 22236 I Unity   : [STATISTIC]392;392711458;392710729;1692254208;15769600;2406492395;0;0;0;0;0;0;0;0;0;2622240;174740;0;27;0.3333333;
06-27 11:30:09.248 22213 22236 I Unity   : [STATISTIC]393;398830208;398829167;1693003776;15769600;2414860523;0;0;0;0;0;0;0;0;0;3003334;141302;0;27;0.3333333;
06-27 11:30:09.637 22213 22236 I Unity   : [STATISTIC]394;388245052;388244167;1698148352;15769600;2423269611;0;0;0;0;0;0;0;0;0;2724271;548854;0;27;0.3333333;
06-27 11:30:10.028 22213 22236 I Unity   : [STATISTIC]395;390769531;390768906;1695096832;15769600;2423285995;0;0;0;0;0;0;0;0;0;2741510;162552;0;27;0.3333333;
06-27 11:30:10.409 22213 22236 I Unity   : [STATISTIC]396;381727031;381725885;1696800768;15769600;2448464507;0;0;0;0;0;0;0;0;0;2720364;254063;0;27;0.3333333;
06-27 11:30:10.799 22213 22236 I Unity   : [STATISTIC]397;389608281;389607448;1703530496;15769600;2448480891;0;0;0;0;0;0;0;0;0;2986145;158802;0;27;0.3333333;
06-27 11:30:11.196 22213 22236 I Unity   : [STATISTIC]398;397420885;397420052;1699766272;15769600;2448561463;0;0;0;0;0;0;0;0;0;2783801;328021;0;27;0.3333333;
06-27 11:30:11.574 22213 22236 I Unity   : [STATISTIC]399;377546458;377545625;1704726528;15769600;2456966103;0;0;0;0;0;0;0;0;0;2581094;200781;0;27;0.3333333;
06-27 11:30:11.953 22213 22236 I Unity   : [STATISTIC]400;379258073;379257084;1700864000;15769600;2473751511;0;0;0;0;0;0;0;0;0;2840521;210677;0;27;0.3333333;
06-27 11:30:12.333 22213 22236 I Unity   : [STATISTIC]401;379625052;379624375;1699692544;15769600;2482119639;0;0;0;0;0;0;0;0;0;2898073;0;0;27;0.3333333;
06-27 11:30:12.709 22213 22236 I Unity   : [STATISTIC]402;376275781;376274531;1703636992;15769600;2482119639;0;0;0;0;0;0;0;0;0;2785520;0;0;27;0.3333333;
06-27 11:30:13.084 22213 22236 I Unity   : [STATISTIC]403;374549010;374548177;1712623616;15769600;2490528727;0;0;0;0;0;0;0;0;0;3072501;0;0;27;0.3333333;
06-27 11:30:13.452 22213 22236 I Unity   : [STATISTIC]404;368915885;368915261;1707429888;15769600;2490528727;0;0;0;0;0;0;0;0;0;2609009;0;0;27;0.3333333;
06-27 11:30:13.822 22213 22236 I Unity   : [STATISTIC]405;368919011;368918125;1702141952;15769600;2507314135;0;0;0;0;0;0;0;0;0;2613802;143437;0;27;0.3333333;
06-27 11:30:14.186 22213 22236 I Unity   : [STATISTIC]406;364461406;364460469;1702178816;15769600;2515709283;0;0;0;0;0;0;0;0;0;2917344;254791;0;27;0.3333333;
06-27 11:30:14.560 22213 22236 I Unity   : [STATISTIC]407;374170051;374169427;1706336256;15769600;2524160851;0;0;0;0;0;0;0;0;0;2855364;390625;0;27;0.3333333;
06-27 11:30:14.920 22213 22236 I Unity   : [STATISTIC]408;359922500;359921614;1704124416;15769600;2540954451;0;0;0;0;0;0;0;0;0;3224531;252500;0;27;0.3333333;
06-27 11:30:15.278 22213 22236 I Unity   : [STATISTIC]409;358229844;358228802;1705140224;15769600;2532560579;0;0;0;0;0;0;0;0;0;2926199;300000;0;27;0.3333333;
06-27 11:30:15.635 22213 22236 I Unity   : [STATISTIC]410;357180365;357179427;1708298240;15769600;2540977859;0;0;0;0;0;0;0;0;0;2857865;221927;0;27;0.3333333;
06-27 11:30:15.991 22213 22236 I Unity   : [STATISTIC]411;355531041;355529844;1702977536;15769600;2540977859;0;0;0;0;0;0;0;0;0;2784999;0;0;27;0.3333333;
06-27 11:30:16.348 22213 22236 I Unity   : [STATISTIC]412;357177239;357176354;1711374336;15769600;2566123203;0;0;0;0;0;0;0;0;0;2694479;0;0;27;0.3333333;
06-27 11:30:16.702 22213 22236 I Unity   : [STATISTIC]413;353702916;353702083;1709981696;15769600;2566123203;0;0;0;0;0;0;0;0;0;3004426;0;0;27;0.3333333;
06-27 11:30:17.063 22213 22236 I Unity   : [STATISTIC]414;361419218;361418229;1714696192;15769600;2574511331;0;0;0;0;0;0;0;0;0;3345782;0;0;27;0.3333333;
06-27 11:30:17.407 22213 22236 I Unity   : [STATISTIC]415;344156927;344156093;1709985792;15769600;2574543379;0;0;0;0;0;0;0;0;0;2997500;278125;0;27;0.3333333;
06-27 11:30:17.751 22213 22236 I Unity   : [STATISTIC]416;343280989;343279844;1706860544;15769600;2608127059;0;0;0;0;0;0;0;0;0;2770469;286458;0;27;0.3333333;
06-27 11:30:18.100 22213 22236 I Unity   : [STATISTIC]417;349567499;349566718;1706795008;15769600;2599734355;0;0;0;0;0;0;0;0;0;2945624;147916;0;27;0.3333333;
06-27 11:30:18.438 22213 22236 I Unity   : [STATISTIC]418;338012031;338011302;1710276608;15769600;2608168019;0;0;0;0;0;0;0;0;0;2895104;215468;0;27;0.3333333;
06-27 11:30:18.779 22213 22236 I Unity   : [STATISTIC]419;340690989;340690052;1709375488;15769600;2616544339;0;0;0;0;0;0;0;0;0;2865208;211875;0;27;0.3333333;
06-27 11:30:19.118 22213 22236 I Unity   : [STATISTIC]420;339119791;339119010;1705172992;15769600;2616552531;0;0;0;0;0;0;0;0;0;2830052;226458;0;27;0.3333333;
06-27 11:30:19.452 22213 22236 I Unity   : [STATISTIC]421;334101406;334100677;1708339200;15769600;2624961619;0;0;0;0;0;0;0;0;0;2854637;0;0;27;0.3333333;
06-27 11:30:19.785 22213 22236 I Unity   : [STATISTIC]422;332454479;332453802;1712287744;15769600;2624961619;0;0;0;0;0;0;0;0;0;2836771;0;0;27;0.3322643;
06-27 11:30:20.122 22213 22236 I Unity   : [STATISTIC]423;336828541;336827916;1714835456;15769600;2650106963;0;0;0;0;0;0;0;0;0;2926562;0;0;27;0.3333333;
06-27 11:30:20.455 22213 22236 I Unity   : [STATISTIC]424;333215104;333214323;1719369728;15769600;2658516051;0;0;0;0;0;0;0;0;0;3203281;0;0;27;0.3333333;
06-27 11:30:20.784 22213 22236 I Unity   : [STATISTIC]425;329369740;329369010;1715130368;15769600;2658544487;0;0;0;0;0;0;0;0;0;2875937;230989;0;27;0.328408;
06-27 11:30:21.113 22213 22236 I Unity   : [STATISTIC]426;328908594;328907865;1710202880;15769600;2658560871;0;0;0;0;0;0;0;0;0;3081720;107291;0;27;0.330714;
06-27 11:30:21.439 22213 22236 I Unity   : [STATISTIC]427;325538958;325538125;1710796800;15769600;2666957099;0;0;0;0;0;0;0;0;0;3139584;238906;0;27;0.3266802;
06-27 11:30:21.758 22213 22236 I Unity   : [STATISTIC]428;319359271;319358177;1708503040;15769600;2683750699;0;0;0;0;0;0;0;0;0;3068804;194114;0;27;0.3196677;
06-27 11:30:22.078 22213 22236 I Unity   : [STATISTIC]429;320079063;320077708;1715724288;15769600;2683783467;0;0;0;0;0;0;0;0;0;2846406;176666;0;27;0.3203058;
06-27 11:30:22.392 22213 22236 I Unity   : [STATISTIC]430;313323489;313322708;1723547648;15769600;2709020635;0;0;0;0;0;0;0;0;0;2990417;363177;0;27;0.3132373;
06-27 11:30:22.698 22213 22236 I Unity   : [STATISTIC]431;306441510;306440625;1718321152;15769600;2440560603;0;0;0;0;0;0;0;0;0;2925000;0;0;27;0.307198;
06-27 11:30:23.029 22213 22236 I Unity   : [STATISTIC]432;330700833;330699947;1722200064;15769600;2709020635;0;0;0;0;0;0;0;0;0;3307968;0;0;27;0.330166;
06-27 11:30:23.338 22213 22236 I Unity   : [STATISTIC]433;309788281;309787500;1720856576;15769600;2440560603;0;0;0;0;0;0;0;0;0;3176250;0;0;27;0.3103895;
06-27 11:30:23.643 22213 22236 I Unity   : [STATISTIC]434;304300677;304300052;1716588544;15769600;2474115035;0;0;0;0;0;0;0;0;0;3001354;0;0;27;0.30459;
06-27 11:30:23.950 22213 22236 I Unity   : [STATISTIC]435;306797604;306796875;1718628352;15769600;2482491355;0;0;0;0;0;0;0;0;0;3241302;223177;0;27;0.3077136;
06-27 11:30:24.260 22213 22236 I Unity   : [STATISTIC]436;310154270;310153593;1724297216;15769600;2482499547;0;0;0;0;0;0;0;0;0;3212188;182604;0;27;0.3097884;
06-27 11:30:24.559 22213 22236 I Unity   : [STATISTIC]437;299606510;299605625;1720270848;15769600;2482507739;0;0;0;0;0;0;0;0;0;2931770;128802;0;27;0.300541;
06-27 11:30:24.857 22213 22236 I Unity   : [STATISTIC]438;297656875;297656041;1725530112;15769600;2490970995;0;0;0;0;0;0;0;0;0;3374426;327760;0;27;0.2980818;
06-27 11:30:25.167 22213 22236 I Unity   : [STATISTIC]439;310317187;310316458;1723346944;15769600;2507756403;0;0;0;0;0;0;0;0;0;3179739;255052;0;27;0.3094282;
06-27 11:30:25.464 22213 22236 I Unity   : [STATISTIC]440;296526823;296526094;1723777024;15769600;2499380539;0;0;0;0;0;0;0;0;0;3145312;311666;0;27;0.298039;
06-27 11:30:25.748 22213 22236 I Unity   : [STATISTIC]441;283736614;283735833;1718894592;15769600;2499380539;0;0;0;0;0;0;0;0;0;3203178;0;0;27;0.2844074;
06-27 11:30:26.040 22213 22236 I Unity   : [STATISTIC]442;292482656;292481979;1731633152;15769600;2524566843;0;0;0;0;0;0;0;0;0;2926251;0;0;27;0.2915302;
06-27 11:30:26.333 22213 22236 I Unity   : [STATISTIC]443;292672552;292671406;1729499136;15769600;2524566843;0;0;0;0;0;0;0;0;0;3048957;0;0;27;0.2926314;
06-27 11:30:26.623 22213 22236 I Unity   : [STATISTIC]444;290324375;290323854;1724768256;15769600;2524566843;0;0;0;0;0;0;0;0;0;3155833;0;0;27;0.2905813;
06-27 11:30:26.910 22213 22236 I Unity   : [STATISTIC]445;286710834;286709999;1722998784;15769600;2558129467;0;0;0;0;0;0;0;0;0;3283490;123958;0;27;0.2875829;
06-27 11:30:27.201 22213 22236 I Unity   : [STATISTIC]446;290756510;290755834;1720139776;15769600;2566497595;0;0;0;0;0;0;0;0;0;3276144;180781;0;27;0.2903418;
06-27 11:30:27.480 22213 22236 I Unity   : [STATISTIC]447;279474844;279474011;1728438272;15769600;2566539671;0;0;0;0;0;0;0;0;0;3477084;126198;0;27;0.280543;
06-27 11:30:27.757 22213 22236 I Unity   : [STATISTIC]448;276719166;276718542;1725603840;15769600;2566571775;0;0;0;0;0;0;0;0;0;3471823;338333;0;27;0.2777698;
06-27 11:30:28.024 22213 22236 I Unity   : [STATISTIC]449;267530781;267530208;1729159168;15769600;2574989055;0;0;0;0;0;0;0;0;0;3439167;260000;0;27;0.2667834;
