
07-05 14:52:27.676 10347 10373 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);GhostUpdateSystem:UpdateJob (Burst);Idle;OculusRuntime.WaitToBeginFrame;GameClient Unity.Entities.SimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-05 14:52:28.395 10347 10373 I Unity   : [STATISTIC]326;14971927;0;14971459;746045440;16179200;897490807;8802;31093;51355;0;0;521;1047188;0;0;28727390;11015365;256146;0;27;0.01497849;
07-05 14:52:28.407 10347 10373 I Unity   : [STATISTIC]327;15881511;0;15881094;746045440;16179200;897490807;13542;35365;76875;0;0;365;1499637;0;0;18436723;10760833;422968;0;27;0.01588646;
07-05 14:52:28.421 10347 10373 I Unity   : [STATISTIC]328;12488698;0;12487917;746291200;16179200;897490807;8333;28073;50625;0;0;468;1344531;0;0;15059950;7539167;383541;0;27;0.01249719;
07-05 14:52:28.436 10347 10373 I Unity   : [STATISTIC]329;13196875;0;13196406;746291200;16179200;897490807;9271;30104;50104;0;0;1198;1121822;0;0;14964948;8864635;295677;0;27;0.01319693;
07-05 14:52:28.449 10347 10373 I Unity   : [STATISTIC]330;15659323;0;15658959;746291200;16179200;897490807;14270;32916;79740;0;0;677;1653959;0;0;18193953;10546042;403646;0;27;0.01568557;
07-05 14:52:28.463 10347 10373 I Unity   : [STATISTIC]331;12235781;0;12235313;746291200;16179200;897490807;0;0;0;0;0;0;0;0;0;23825054;7922292;586510;0;27;0.01225609;
07-05 14:52:28.483 10347 10373 I Unity   : [STATISTIC]332;14449011;0;14448385;746291200;16179200;897490807;10365;33958;50208;0;0;1042;1216042;0;0;16499278;9877917;356406;0;27;0.01447755;
07-05 14:52:28.496 10347 10373 I Unity   : [STATISTIC]333;21496563;0;21495625;746532864;16179200;897490807;18125;174271;115729;0;0;2396;2426302;0;0;41423650;14642604;621198;0;27;0.02150307;
07-05 14:52:28.510 10347 10373 I Unity   : [STATISTIC]334;12454219;0;12453490;746532864;16179200;897490807;13750;82604;64948;0;0;1823;1807657;0;0;23445628;6869323;338281;0;27;0.01246438;
07-05 14:52:28.526 10347 10373 I Unity   : [STATISTIC]335;12894062;0;12893646;746532864;16179200;897490807;8490;33907;44323;0;0;1250;1036042;0;0;24509789;8231615;355000;0;27;0.0129099;
07-05 14:52:28.540 10347 10373 I Unity   : [STATISTIC]336;18313802;0;18312917;746532864;16179200;897490807;12448;43698;79583;0;0;1562;1378438;0;0;20951512;11266406;339531;0;27;0.01831693;
07-05 14:52:28.554 10347 10373 I Unity   : [STATISTIC]337;11562604;0;11562240;746532864;16179200;897490807;10781;39115;56250;0;0;1145;1440053;0;0;11128228;6721875;294896;0;27;0.01158156;
07-05 14:52:28.569 10347 10373 I Unity   : [STATISTIC]338;13641667;0;13640834;746532864;16179200;897490807;11250;39063;56250;0;0;1042;1257238;0;0;25970367;9268229;304218;0;27;0.01365333;
07-05 14:52:28.582 10347 10373 I Unity   : [STATISTIC]339;14852396;0;14851979;746532864;16179200;897490807;0;0;0;0;0;0;0;0;0;16918387;10191146;670521;0;27;0.01485214;
07-05 14:52:28.596 10347 10373 I Unity   : [STATISTIC]340;13657136;0;13656718;746598400;16179200;897490807;10625;38958;50625;0;0;1355;1395833;0;0;15463336;8738229;364167;0;27;0.01368672;
07-05 14:52:28.609 10347 10373 I Unity   : [STATISTIC]341;14642760;0;14642344;746598400;16179200;897490807;13073;40938;88333;0;0;1614;1665415;0;0;28147552;9314323;419063;0;27;0.01465224;
07-05 14:52:28.623 10347 10373 I Unity   : [STATISTIC]342;14984063;0;14982657;746598400;16179200;897490807;51510;42656;83386;0;0;1302;2454375;0;0;28719374;7987552;476510;0;27;0.01497766;
07-05 14:52:28.638 10347 10373 I Unity   : [STATISTIC]343;11664063;0;11663645;746598400;16179200;897490807;10365;34583;67708;0;0;1198;1362187;0;0;11025992;6446355;332083;0;27;0.01170724;
07-05 14:52:28.654 10347 10373 I Unity   : [STATISTIC]344;13997500;0;13996718;746852352;16179200;897490807;13125;40000;63229;0;0;1250;1324062;0;0;16298538;9335052;362135;0;27;0.01400635;
07-05 14:52:28.667 10347 10373 I Unity   : [STATISTIC]345;17208698;0;17208125;746852352;16179200;897490807;13125;43958;92135;0;0;1875;1648280;0;0;16492915;11984063;573750;0;27;0.01721667;
07-05 14:52:28.682 10347 10373 I Unity   : [STATISTIC]346;12544011;0;12543490;746852352;16179200;897490807;10365;38750;56458;0;0;1667;1258542;0;0;14629008;8181354;298177;0;27;0.01255453;
07-05 14:52:28.696 10347 10373 I Unity   : [STATISTIC]347;14209688;0;14208958;746852352;16179200;897490807;0;0;0;0;0;0;0;0;0;16112499;10085625;641562;0;27;0.0142151;
07-05 14:52:28.710 10347 10373 I Unity   : [STATISTIC]348;14832969;0;14832552;747077632;16179200;897490807;11042;40156;51354;0;0;1198;1323282;0;0;17040783;9738854;352813;0;27;0.01486318;
07-05 14:52:28.724 10347 10373 I Unity   : [STATISTIC]349;13633958;0;13633646;747077632;16179200;897490807;12291;47083;61875;0;0;886;1525624;0;0;15700939;8713021;325521;0;27;0.01364849;
07-05 14:52:28.737 10347 10373 I Unity   : [STATISTIC]350;14458803;0;14458073;747184128;16179200;897490807;11875;45573;60937;0;0;1510;1528385;0;0;27735310;8865104;394218;0;27;0.01445521;
07-05 14:52:28.750 10347 10373 I Unity   : [STATISTIC]351;14168021;0;14167604;747184128;16179200;897490807;12344;43437;62865;0;0;625;1829322;0;0;17284535;8088333;415469;0;27;0.01420219;
07-05 14:52:28.765 10347 10373 I Unity   : [STATISTIC]352;11806562;0;11805886;747151360;16179200;897490807;8854;30938;48593;0;0;365;1241407;0;0;14245364;7099115;269531;0;27;0.01181427;
07-05 14:52:28.779 10347 10373 I Unity   : [STATISTIC]353;13077136;0;13076614;747151360;16179200;897490807;0;0;0;0;0;0;0;0;0;14110208;9757031;447448;0;27;0.01312224;
07-05 14:52:28.793 10347 10373 I Unity   : [STATISTIC]354;15205781;0;15205416;747151360;16179200;897490699;39688;35156;51302;0;0;1094;1231979;0;0;16707871;10639844;426666;0;27;0.01521896;
07-05 14:52:28.806 10347 10373 I Unity   : [STATISTIC]355;15723281;0;15722657;747151360;16179200;897490699;12864;39688;63437;0;0;1718;2076094;0;0;29947916;9858229;398385;0;27;0.01573083;
07-05 14:52:28.821 10347 10373 I Unity   : [STATISTIC]356;11323646;0;11323021;747151360;16179200;897490699;11146;45833;50260;0;0;730;1742760;0;0;21467811;6692240;266250;0;27;0.01134193;
07-05 14:52:28.834 10347 10373 I Unity   : [STATISTIC]357;15743437;0;15742865;747151360;16179200;897490699;13073;40364;64896;0;0;782;2027396;0;0;30128852;10147916;442760;0;27;0.01575401;
07-05 14:52:28.890 10347 10373 I Unity   : [STATISTIC]358;14691875;0;14691250;747151360;16179200;897490699;14427;40416;75104;0;0;781;1992292;0;0;27498332;7702604;1442917;0;27;0.01469271;
07-05 14:52:28.917 10347 10373 I Unity   : [STATISTIC]359;70026875;0;70026510;747999232;16179200;899728971;0;0;0;0;0;0;0;0;0;138410467;1298177;915573;0;27;0.07005969;
07-05 14:52:28.933 10347 10373 I Unity   : [STATISTIC]360;21246615;0;21245938;749817856;16179200;1325516363;1329689;610989;237812;0;0;271094;8310470;0;0;29702303;5974114;439323;0;27;0.02126406;
07-05 14:52:28.942 10347 10373 I Unity   : [STATISTIC]361;9520416;0;9520052;751284224;16179200;1327613515;655157;53698;105938;0;0;58333;3078073;0;0;12805733;112031;674479;0;27;0.00954302;
07-05 14:52:28.949 10347 10373 I Unity   : [STATISTIC]362;5246355;0;5245989;751501312;16179200;1327613515;0;0;0;0;0;0;0;0;0;7800625;52604;597865;0;27;0.005256928;
07-05 14:52:28.960 10347 10373 I Unity   : [STATISTIC]363;8416927;0;8416614;752332800;16179200;1327613515;506355;49219;100989;0;0;53230;1917917;0;0;10207138;1800156;285989;0;27;0.008425729;
07-05 14:52:28.972 10347 10373 I Unity   : [STATISTIC]364;9630886;0;9630521;752472064;16179200;1327613515;0;0;0;0;0;0;0;0;0;12456101;4159114;447188;0;27;0.009638802;
07-05 14:52:29.127 10347 10373 I Unity   : [STATISTIC]365;158463854;0;158463386;781770752;16179200;1338136235;523334;60521;134115;0;4426;70625;2377812;0;0;302654212;7081354;3477812;0;27;0.1584759;
07-05 14:52:29.142 10347 10373 I Unity   : [STATISTIC]366;18121822;0;18121458;785666048;16179200;1365423851;454167;205416;425990;0;310573;194845;5057759;0;0;25126405;61719;2039479;0;27;0.01813344;
07-05 14:52:29.159 10347 10373 I Unity   : [STATISTIC]367;16697448;0;16696875;792125440;16179200;1375942443;14740;66406;67864;555782;140834;71927;1408178;0;0;28573961;96980;2317708;0;27;0.016705;
07-05 14:52:29.168 10347 10373 I Unity   : [STATISTIC]368;9365052;0;9364479;796598272;16179200;1380140875;11562;67396;53125;0;46979;82969;1259428;0;0;10638539;41927;688386;0;27;0.009374895;
07-05 14:52:29.177 10347 10373 I Unity   : [STATISTIC]369;9556406;0;9555938;800788480;16179200;1384335179;12292;72813;51302;0;25364;85468;1231875;0;0;12038336;66980;1049011;0;27;0.00956724;
07-05 14:52:29.191 10347 10373 I Unity   : [STATISTIC]370;8176771;0;8176407;801300480;16179200;1384335179;12292;58959;56875;0;56302;69687;1239270;0;0;9475988;50729;1653386;0;27;0.008184948;
07-05 14:52:29.206 10347 10373 I Unity   : [STATISTIC]371;12146875;0;12146563;801300480;16179200;1384335179;0;0;0;0;40729;0;0;0;0;15330417;5259323;1366614;0;27;0.0121588;
07-05 14:52:29.222 10347 10373 I Unity   : [STATISTIC]372;16401458;0;16400989;801624064;16179200;1384335179;11302;55261;52396;0;25208;81614;1435832;0;0;18159946;8646250;654010;0;27;0.01640932;
07-05 14:52:29.241 10347 10373 I Unity   : [STATISTIC]373;27091979;0;27091562;804085760;16179200;1401154243;14219;57968;51979;200989;84063;143229;1436509;0;0;39805629;7195417;2541875;0;27;0.02710615;
07-05 14:52:29.251 10347 10373 I Unity   : [STATISTIC]374;9273959;0;9273229;806600704;16179200;1401195203;10521;62344;57240;137448;76041;66771;1193645;0;0;12311297;45313;2293229;0;27;0.009286614;
07-05 14:52:29.260 10347 10373 I Unity   : [STATISTIC]375;8990261;0;8989948;809320448;16179200;1401236163;11042;54427;52031;166875;33073;74479;1317916;0;0;11708702;73281;1815208;0;27;0.009000104;
07-05 14:52:29.273 10347 10373 I Unity   : [STATISTIC]376;7850886;0;7850572;809590784;16179200;1418017539;10157;56771;47291;0;68645;79271;1206199;0;0;6365782;807917;680365;0;27;0.007861928;
07-05 14:52:29.289 10347 10373 I Unity   : [STATISTIC]377;14265729;0;14265261;811962368;16179200;1418063459;0;0;0;196615;70938;0;0;0;0;17868961;5300000;2883333;0;27;0.01427516;
07-05 14:52:29.302 10347 10373 I Unity   : [STATISTIC]378;18723020;0;18722656;814239744;16179200;1418096483;37135;105625;115729;202917;140572;167291;2119688;0;0;13950102;7318125;2730886;0;27;0.01873271;
07-05 14:52:29.312 10347 10373 I Unity   : [STATISTIC]379;8785989;0;8785469;814518272;16179200;1418104931;12136;53854;59166;0;46197;85573;1421093;0;0;7131720;1163645;1125417;0;27;0.00879474;
07-05 14:52:29.329 10347 10373 I Unity   : [STATISTIC]380;12778802;0;12778490;814661632;16179200;1418104931;11511;57916;55312;0;82552;71771;1236094;0;0;15805269;2914167;1217343;0;27;0.0127875;
07-05 14:52:29.342 10347 10373 I Unity   : [STATISTIC]381;13689114;0;13688542;814661632;16179200;1418104931;0;0;0;0;35261;0;0;0;0;16683340;7221406;1315677;0;27;0.01369818;
07-05 14:52:29.358 10347 10373 I Unity   : [STATISTIC]382;15033229;0;15032864;817201152;16179200;1434911011;9479;54688;57916;132552;66615;65677;1268543;0;0;18017191;6115364;1886511;0;27;0.01504161;
07-05 14:52:29.371 10347 10373 I Unity   : [STATISTIC]383;19519843;0;19519479;819396608;16179200;1434923491;10104;51041;47709;276302;68957;66614;1596406;0;0;15990157;7174687;3320104;0;27;0.01952953;
07-05 14:52:29.381 10347 10373 I Unity   : [STATISTIC]384;10323437;0;10322865;821727232;16179200;1434966491;10104;56042;50104;168750;64896;88906;1288855;0;0;12152917;311979;2875938;0;27;0.01033141;
07-05 14:52:29.397 10347 10373 I Unity   : [STATISTIC]385;10824948;0;10824636;824049664;16179200;1434970811;10729;53906;51198;161198;36719;71667;1282134;0;0;13895674;42396;3146615;0;27;0.01083578;
07-05 14:52:29.410 10347 10373 I Unity   : [STATISTIC]386;13988958;0;13988646;824303616;16179200;1434970811;0;0;0;0;39166;0;0;0;0;19022288;5136302;1279063;0;27;0.01399698;
07-05 14:52:29.425 10347 10373 I Unity   : [STATISTIC]387;16226875;0;16226198;821866496;16179200;1435026559;16146;66250;91458;292865;157136;108541;2195261;0;0;20872349;4469427;3106615;0;27;0.01623042;
07-05 14:52:29.438 10347 10373 I Unity   : [STATISTIC]388;13640417;0;13640104;823975936;16179200;1468593567;14583;65937;62136;153750;78802;84583;1581719;0;0;11427502;3227032;2285729;0;27;0.01365812;
07-05 14:52:29.452 10347 10373 I Unity   : [STATISTIC]389;12670677;0;12670312;826773504;16179200;1468653243;13803;57552;51667;341354;39532;90104;1352449;0;0;11982498;2176614;2753542;0;27;0.01268234;
07-05 14:52:29.465 10347 10373 I Unity   : [STATISTIC]390;16230729;0;16230365;829349888;16179200;1468657659;12396;156250;59948;352344;178437;78125;2065886;0;0;14138858;4186197;3172500;0;27;0.01623911;
07-05 14:52:29.477 10347 10373 I Unity   : [STATISTIC]391;11820469;0;11820052;832217088;16179200;1468670299;13750;67657;52188;131927;60678;105364;1454272;0;0;17333486;817656;3313125;0;27;0.01183552;
07-05 14:52:29.492 10347 10373 I Unity   : [STATISTIC]392;13048750;0;13048073;834584576;16179200;1485511247;11563;67291;76302;291771;61197;81719;1745209;0;0;17224633;1263073;2432396;0;27;0.0130562;
07-05 14:52:29.505 10347 10373 I Unity   : [STATISTIC]393;14199271;0;14198959;834863104;16179200;1485515727;0;0;0;0;55833;0;0;0;0;17631928;2594010;998073;0;27;0.01421313;
07-05 14:52:29.519 10347 10373 I Unity   : [STATISTIC]394;13026041;0;13025625;836939776;16179200;1485561199;12604;56614;59167;203282;166459;145104;1819896;0;0;18874633;1550573;2122969;0;27;0.01303802;
07-05 14:52:29.533 10347 10373 I Unity   : [STATISTIC]395;14314844;0;14314479;839192576;16179200;1485565711;11927;70000;58802;276041;119948;89635;1493177;0;0;14599582;2789584;2647760;0;27;0.01432458;
07-05 14:52:29.547 10347 10373 I Unity   : [STATISTIC]396;13726510;0;13726146;839426048;16179200;1485565711;12500;64531;56511;0;148177;106198;1789218;0;0;16522134;2432553;1502917;0;27;0.01373708;
07-05 14:52:29.561 10347 10373 I Unity   : [STATISTIC]397;13846511;0;13845989;839561216;16179200;1485565711;13385;66355;59427;0;31511;97657;1410781;0;0;23585895;2517396;768854;0;27;0.01385698;
07-05 14:52:29.576 10347 10373 I Unity   : [STATISTIC]398;14426562;0;14426198;839561216;16179200;1485565711;0;0;0;0;76875;0;0;0;0;22443122;2739167;1063907;0;27;0.0144388;
07-05 14:52:29.591 10347 10373 I Unity   : [STATISTIC]399;13869739;0;13869062;839561216;16179200;1485565711;11250;65365;68177;0;61250;106302;1492865;0;0;22399843;2943438;1139323;0;27;0.01388422;
07-05 14:52:29.607 10347 10373 I Unity   : [STATISTIC]400;14197760;0;14197396;841641984;16179200;1485578447;13385;83854;67604;145833;65051;81197;1723750;0;0;18653229;4030677;2097031;0;27;0.01421031;
07-05 14:52:29.622 10347 10373 I Unity   : [STATISTIC]401;15821666;0;15821302;841777152;16179200;1485582991;13073;79063;63906;0;122239;102187;1743645;0;0;11375988;6192969;882344;0;27;0.01583109;
07-05 14:52:29.637 10347 10373 I Unity   : [STATISTIC]402;12478906;0;12478385;842031104;16179200;1485582991;11458;65000;51094;0;60417;81666;1568280;0;0;14876406;4428750;675157;0;27;0.01249875;
07-05 14:52:29.652 10347 10373 I Unity   : [STATISTIC]403;15661510;0;15661146;842031104;16179200;1485582991;11511;63594;57552;0;84479;85417;1674583;0;0;18713802;7418958;716667;0;27;0.01567172;
07-05 14:52:29.666 10347 10373 I Unity   : [STATISTIC]404;15253021;0;15252760;842031104;16179200;1485582991;15781;69219;136041;0;86719;82552;1469583;0;0;17451359;6797239;861771;0;27;0.0152637;
07-05 14:52:29.679 10347 10373 I Unity   : [STATISTIC]405;13553385;0;13553073;842031104;16179200;1485582991;11458;53802;50105;0;63125;83385;1223437;0;0;14913962;5790417;1219271;0;27;0.01356542;
07-05 14:52:29.697 10347 10373 I Unity   : [STATISTIC]406;14106927;0;14106510;839557120;16179200;1485582991;0;0;0;0;48333;0;0;0;0;18162238;5513646;1568281;0;27;0.01410385;
07-05 14:52:29.710 10347 10373 I Unity   : [STATISTIC]407;16830573;0;16830260;839696384;16179200;1485582991;10573;54532;50313;0;63698;77343;1367709;0;0;27254793;9020417;857136;0;27;0.0168649;
07-05 14:52:29.726 10347 10373 I Unity   : [STATISTIC]408;13019219;0;13018855;839929856;16179200;1502360207;9531;49844;49375;0;75208;72396;1266616;0;0;14540471;5235208;1092656;0;27;0.01302516;
07-05 14:52:29.739 10347 10373 I Unity   : [STATISTIC]409;18946667;0;18946354;842489856;16179200;1502343567;12917;57135;62135;334167;76198;73021;1536927;0;0;33256411;7980781;2382084;0;27;0.01895813;
07-05 14:52:29.751 10347 10373 I Unity   : [STATISTIC]410;12280885;0;12280521;844550144;16179200;1502356335;12448;57291;54271;507865;122604;109479;1342343;0;0;18632611;2308750;2045625;0;27;0.01229344;
07-05 14:52:29.766 10347 10373 I Unity   : [STATISTIC]411;11594791;0;11594427;846737408;16179200;1535923535;10313;55260;48437;115886;70053;106042;1305312;0;0;10752132;2245312;2234219;0;27;0.01160286;
07-05 14:52:29.781 10347 10373 I Unity   : [STATISTIC]412;15207552;0;15207239;849006592;16179200;1535931727;10625;52969;54271;131771;38697;70208;1312499;0;0;11268911;5673073;2080104;0;27;0.01522396;
07-05 14:52:29.795 10347 10373 I Unity   : [STATISTIC]413;12795729;0;12795417;849235968;16179200;1535931727;11459;55729;50000;0;63907;69635;1145209;0;0;8137545;4742136;1122032;0;27;0.01280125;
07-05 14:52:29.809 10347 10373 I Unity   : [STATISTIC]414;12624219;0;12623594;849235968;16179200;1535906511;0;0;0;0;74739;0;0;0;0;15570055;6090521;1417083;0;27;0.01264057;
07-05 14:52:29.824 10347 10373 I Unity   : [STATISTIC]415;20131875;0;20131198;851365888;16179200;1535914703;23229;93959;135833;119115;134062;121355;3241458;0;0;24721881;7212447;3532916;0;27;0.02014333;
07-05 14:52:29.839 10347 10373 I Unity   : [STATISTIC]416;12350052;0;12349532;853966848;16179200;1535914703;11719;58750;54896;193229;80260;116928;1424948;0;0;12175415;2200416;2658802;0;27;0.01236078;
07-05 14:52:29.851 10347 10373 I Unity   : [STATISTIC]417;14635885;0;14635365;856178688;16179200;1535922895;11511;54688;49114;155833;69844;65000;1509949;0;0;11341718;4688281;2301979;0;27;0.01464359;
07-05 14:52:29.865 10347 10373 I Unity   : [STATISTIC]418;12076146;0;12075781;858398720;16179200;1552716495;11042;57760;48697;166563;34947;66823;1231614;0;0;11593488;2277709;2334687;0;27;0.01208812;
07-05 14:52:29.879 10347 10373 I Unity   : [STATISTIC]419;13454584;0;13454218;860680192;16179200;1552716079;11563;57708;51979;156354;74895;78906;1305885;0;0;11157038;3988906;2083438;0;27;0.01344344;
07-05 14:52:29.893 10347 10373 I Unity   : [STATISTIC]420;14132761;0;14132135;863010816;16179200;1552775923;0;0;0;519479;71405;0;0;0;0;12511824;5191302;2465729;0;27;0.01416172;
07-05 14:52:29.907 10347 10373 I Unity   : [STATISTIC]421;12558541;0;12558229;863010816;16179200;1552780563;10833;55000;50260;0;63281;70781;1228645;0;0;9665987;4850937;761927;0;27;0.01256911;
07-05 14:52:29.921 10347 10373 I Unity   : [STATISTIC]422;15718438;0;15717916;865517568;16179200;1569578835;10729;52917;52656;310052;128281;72292;1263803;0;0;18492296;6540521;1747656;0;27;0.01572948;
07-05 14:52:29.935 10347 10373 I Unity   : [STATISTIC]423;15115417;0;15115052;867635200;16179200;1569591731;10990;53542;55417;196979;54322;79531;1541562;0;0;18483126;4938281;2668073;0;27;0.01512625;
07-05 14:52:29.947 10347 10373 I Unity   : [STATISTIC]424;12291979;0;12291615;869912576;16179200;1569607987;9584;54687;48177;160625;34948;83906;1275990;0;0;10491146;3182656;2085313;0;27;0.01230198;
07-05 14:52:29.963 10347 10373 I Unity   : [STATISTIC]425;11621146;0;11620573;869912576;16179200;1569612723;11667;60417;53541;0;63855;86510;1299271;0;0;8384843;3586041;1223020;0;27;0.01163099;
07-05 14:52:29.977 10347 10373 I Unity   : [STATISTIC]426;14303229;0;14302760;869912576;16179200;1569612723;0;0;0;0;83073;0;0;0;0;17419683;7070573;1499427;0;27;0.01431474;
07-05 14:52:29.991 10347 10373 I Unity   : [STATISTIC]427;16733906;0;16733542;872230912;16179200;1586426447;12761;56719;61562;208907;80937;88489;1358853;0;0;17232551;7238229;1809063;0;27;0.01674344;
