
07-07 15:38:26.936 13999 14022 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);SetAreaNeighborsJob;GhostUpdateSystem:UpdateJob (Burst);GhostUpdateJobCustom;GhostUpdateSystem:UpdateJob;Idle;OculusRuntime.WaitToBeginFrame;GameClient Unity.Entities.SimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-07 15:38:27.006 13999 14022 I Unity   : [STATISTIC]303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01379901;
07-07 15:38:27.031 13999 14022 I Unity   : [STATISTIC]304;0;0;0;736370688;15900672;860246655;0;0;0;0;0;0;0;0;0;0;0;0;117278855;9574427;0;0;0;0.01379901;
07-07 15:38:27.308 13999 14022 I Unity   : [STATISTIC]305;283200312;0;283199687;740147200;15900672;860246655;0;0;0;0;0;0;0;0;0;0;0;0;830396612;2192709;251955624;0;0;0.02;
07-07 15:38:27.322 13999 14022 I Unity   : [STATISTIC]306;20648645;0;20648073;741441536;15900672;860246655;469;781;677;0;0;1458;7442499;0;0;0;0;0;37454265;97083;789688;0;0;0.02066156;
07-07 15:38:27.329 13999 14022 I Unity   : [STATISTIC]307;6398438;0;6397917;741441536;15900672;860246763;260;208;261;0;0;625;840832;0;0;0;0;0;10794741;67240;305989;0;0;0.006410104;
07-07 15:38:27.342 13999 14022 I Unity   : [STATISTIC]308;6720365;0;6719896;741707776;15900672;860246763;0;0;0;0;0;0;0;0;0;0;0;0;7861770;2299583;410104;0;0;0.006727657;
07-07 15:38:27.356 13999 14022 I Unity   : [STATISTIC]309;13143281;0;13142604;750292992;15900672;900580075;104;416;156;0;0;625;806457;0;0;0;0;0;15701875;9334271;401510;0;0;0.01315021;
07-07 15:38:27.371 13999 14022 I Unity   : [STATISTIC]310;12939688;0;12939218;751386624;15900672;900580075;0;0;0;0;0;0;0;0;0;0;0;0;35965051;10032708;367813;0;0;0.01295141;
07-07 15:38:27.383 13999 14022 I Unity   : [STATISTIC]311;16713958;0;16713229;751403008;15900672;900584171;208;104;104;0;0;625;1296927;0;0;0;0;0;19050568;11644062;397604;0;0;0.01671276;
07-07 15:38:27.397 13999 14022 I Unity   : [STATISTIC]312;11877813;0;11877344;749506560;15900672;898047371;105;156;416;0;0;521;1029636;0;0;0;0;0;13703592;4743438;297552;0;0;0.01190661;
07-07 15:38:27.411 13999 14022 I Unity   : [STATISTIC]313;13812760;0;13812292;750485504;15900672;898357003;208;156;260;0;0;677;938386;0;0;0;0;0;15844793;5332395;275521;0;0;0.01381859;
07-07 15:38:27.426 13999 14022 I Unity   : [STATISTIC]314;14058906;0;14058437;750485504;15900672;897335051;260;261;260;0;0;416;905000;0;0;0;0;0;15827135;5892916;274948;0;0;0.01407057;
07-07 15:38:27.441 13999 14022 I Unity   : [STATISTIC]315;14560312;0;14559791;751005696;15900672;897335051;208;156;104;0;0;312;781615;0;0;0;0;0;0;9636041;281198;0;0;0.0145713;
07-07 15:38:27.454 13999 14022 I Unity   : [STATISTIC]316;14079844;0;14079322;752525312;15900672;897335051;0;0;0;0;0;0;0;0;0;0;0;0;13582239;10003906;359114;0;0;0.0140875;
07-07 15:38:27.467 13999 14022 I Unity   : [STATISTIC]317;13914375;0;13913802;752525312;15900672;897335051;261;156;365;0;0;521;920521;0;0;0;0;0;13479270;9865104;266302;0;0;0.01392161;
07-07 15:38:27.481 13999 14022 I Unity   : [STATISTIC]318;13607865;0;13607395;753213440;15900672;897335051;312;261;209;0;0;469;1005832;0;0;0;0;0;32558651;9479218;299062;0;0;0.01361901;
07-07 15:38:27.496 13999 14022 I Unity   : [STATISTIC]319;24262084;0;24261667;754188288;15900672;897343243;1881823;1268958;224792;0;0;1666;8857917;0;0;0;0;0;44937708;3495937;1273229;0;27;0.02426937;
07-07 15:38:27.508 13999 14022 I Unity   : [STATISTIC]320;5301666;0;5301041;754425856;15900672;897343351;12292;20364;98750;0;0;938;2073437;0;0;0;0;0;9583131;42760;289948;0;27;0.005307969;
07-07 15:38:27.522 13999 14022 I Unity   : [STATISTIC]321;12324948;0;12324427;754425856;15900672;897343351;14427;34219;105104;0;0;729;1528697;0;0;0;0;0;14718850;7160990;290469;0;27;0.01233906;
07-07 15:38:27.538 13999 14022 I Unity   : [STATISTIC]322;12054427;0;12053959;754425856;15900672;897343351;0;0;0;0;0;0;0;0;0;0;0;0;23132450;8703282;563854;0;27;0.01206313;
07-07 15:38:27.549 13999 14022 I Unity   : [STATISTIC]323;19218021;0;19217448;754663424;15900672;897343351;20104;46771;209375;0;0;1146;2493958;0;0;0;0;0;36798021;11981927;576094;0;27;0.01923412;
07-07 15:38:27.564 13999 14022 I Unity   : [STATISTIC]324;8319010;0;8318646;754663424;15900672;897343351;11510;43646;54115;0;0;1146;1241719;0;0;0;0;0;10503845;3816667;335105;0;27;0.008330625;
07-07 15:38:27.578 13999 14022 I Unity   : [STATISTIC]325;15207500;0;15206771;754663424;15900672;897343351;9375;30365;52500;0;0;990;1109062;0;0;0;0;0;17221980;10896510;293386;0;27;0.01521375;
07-07 15:38:27.590 13999 14022 I Unity   : [STATISTIC]326;16667448;0;16666875;754663424;15900672;897343351;15573;49323;103438;0;0;1302;2004322;0;0;0;0;0;31888856;9971302;572395;0;27;0.01668104;
07-07 15:38:27.605 13999 14022 I Unity   : [STATISTIC]327;10026459;0;10025989;754970624;15900672;897343351;10208;33177;48542;0;0;1250;1386719;0;0;0;0;0;18964735;5316302;381042;0;27;0.01004172;
07-07 15:38:27.619 13999 14022 I Unity   : [STATISTIC]328;13695573;0;13695000;754970624;15900672;897343351;0;0;0;0;0;0;0;0;0;0;0;0;39727864;10450313;393438;0;27;0.01369516;
07-07 15:38:27.634 13999 14022 I Unity   : [STATISTIC]329;15131667;0;15131146;754970624;15900672;897212279;9792;33021;57657;0;0;1302;1231822;0;0;0;0;0;28251768;10301042;295521;0;27;0.01517635;
07-07 15:38:27.647 13999 14022 I Unity   : [STATISTIC]330;14708281;0;14707656;754970624;15900672;897212279;8698;30104;101094;0;0;625;1169636;0;0;0;0;0;17108383;10130469;287708;0;27;0.01482052;
07-07 15:38:27.660 13999 14022 I Unity   : [STATISTIC]331;14890052;0;14889480;755204096;15900672;897212279;12500;38750;76563;0;0;1615;1789636;0;0;0;0;0;28140155;8549792;554688;0;27;0.01489437;
07-07 15:38:27.675 13999 14022 I Unity   : [STATISTIC]332;10921667;0;10920990;755204096;15900672;897212279;13646;46979;69010;0;0;938;1274949;0;0;0;0;0;12995099;6288437;337500;0;27;0.01096016;
07-07 15:38:27.691 13999 14022 I Unity   : [STATISTIC]333;13656615;0;13656198;755204096;15900672;897212279;0;0;0;0;0;0;0;0;0;0;0;0;14835524;10621667;390520;0;27;0.01366792;
07-07 15:38:27.704 13999 14022 I Unity   : [STATISTIC]334;18378229;0;18377761;755204096;15900672;897212279;13333;39687;70469;0;0;1563;1710833;0;0;0;0;0;21354010;12301875;512292;0;27;0.01838031;
07-07 15:38:27.716 13999 14022 I Unity   : [STATISTIC]335;11925938;0;11925468;755204096;15900672;897212279;7917;29375;45990;0;0;1198;1164947;0;0;0;0;0;14048436;7658646;333125;0;27;0.01194562;
07-07 15:38:27.731 13999 14022 I Unity   : [STATISTIC]336;11518021;0;11517500;755441664;15900672;897212279;8645;27136;49843;0;0;678;1418073;0;0;0;0;0;13556301;7070520;284584;0;27;0.01152875;
07-07 15:38:27.749 13999 14022 I Unity   : [STATISTIC]337;16597031;0;16596563;755441664;15900672;897212279;11979;34896;82812;0;0;989;1612759;0;0;0;0;0;19350573;11031042;434479;0;27;0.01660208;
07-07 15:38:27.764 13999 14022 I Unity   : [STATISTIC]338;17372656;0;17372187;755441664;15900672;897212279;26146;31771;67812;0;0;1146;1403750;0;0;0;0;0;19809063;12608750;336406;0;27;0.01739552;
07-07 15:38:27.778 13999 14022 I Unity   : [STATISTIC]339;15490156;0;15489739;755441664;15900672;897212279;14636;48437;132917;0;0;2291;1903124;0;0;0;0;0;17813384;9862760;470104;0;27;0.01550318;
07-07 15:38:27.793 13999 14022 I Unity   : [STATISTIC]340;13117552;0;13116979;755441664;15900672;897212279;12917;34219;60677;0;0;885;1368125;0;0;0;0;0;15594324;8191979;475729;0;27;0.01312662;
07-07 15:38:27.806 13999 14022 I Unity   : [STATISTIC]341;15930417;0;15929843;755441664;15900672;897212279;7657;27969;44791;0;0;938;1083594;0;0;0;0;0;17749429;10135312;262864;0;27;0.01594172;
07-07 15:38:27.819 13999 14022 I Unity   : [STATISTIC]342;13878802;0;13878073;755441664;15900672;897212279;10573;31666;71667;0;0;1146;2152291;0;0;0;0;0;17307610;7585937;648229;0;27;0.01388734;
07-07 15:38:27.833 13999 14022 I Unity   : [STATISTIC]343;10389375;0;10388906;755548160;15900672;897212279;0;0;0;0;0;0;0;0;0;0;0;0;11279421;6879531;468698;0;27;0.01040307;
07-07 15:38:27.849 13999 14022 I Unity   : [STATISTIC]344;14730990;0;14730312;755548160;15900672;897212279;9114;29479;52917;0;0;573;1137344;0;0;0;0;0;28454480;10425781;343020;0;27;0.01474031;
07-07 15:38:27.861 13999 14022 I Unity   : [STATISTIC]345;16857500;0;16856822;755548160;15900672;897212279;14948;39166;87865;0;0;1979;1847241;0;0;0;0;0;32125779;10946198;808073;0;27;0.01686177;
07-07 15:38:27.876 13999 14022 I Unity   : [STATISTIC]346;11318594;0;11318281;755548160;15900672;897212279;16719;59427;62032;0;0;2188;1296353;0;0;0;0;0;13206412;6699687;294687;0;27;0.01135193;
07-07 15:38:27.891 13999 14022 I Unity   : [STATISTIC]347;14730156;0;14729635;755789824;15900672;897212279;8073;29948;48386;0;0;677;1151354;0;0;0;0;0;16830361;10513958;270520;0;27;0.01473797;
07-07 15:38:27.904 13999 14022 I Unity   : [STATISTIC]348;14733958;0;14733438;755789824;15900672;897212279;0;0;0;0;0;0;0;0;0;0;0;0;16551927;10034583;882917;0;27;0.01473708;
07-07 15:38:27.917 13999 14022 I Unity   : [STATISTIC]349;14213021;0;14212552;755789824;15900672;897212279;18698;34114;203594;0;0;1042;1748699;0;0;0;0;0;16968853;8839896;355521;0;27;0.01423057;
07-07 15:38:27.932 13999 14022 I Unity   : [STATISTIC]350;12214115;0;12213646;755789824;15900672;897212279;8437;28750;44636;0;0;1302;1206457;0;0;0;0;0;22842449;7807136;291823;0;27;0.01222443;
07-07 15:38:27.949 13999 14022 I Unity   : [STATISTIC]351;14407239;0;14406666;755789824;15900672;897212279;8646;30677;47657;0;0;573;1153489;0;0;0;0;0;27650681;10225156;315208;0;27;0.01441531;
07-07 15:38:27.962 13999 14022 I Unity   : [STATISTIC]352;17546145;0;17545469;756027392;15900672;897212279;8958;31354;48750;0;0;834;1395625;0;0;0;0;0;20107391;12656875;369479;0;27;0.01755729;
07-07 15:38:27.976 13999 14022 I Unity   : [STATISTIC]353;12780052;0;12779167;756027392;15900672;897212279;9114;31197;53386;0;0;1250;1184010;0;0;0;0;0;14846455;8397500;289219;0;27;0.01284427;
07-07 15:38:27.990 13999 14022 I Unity   : [STATISTIC]354;16306875;0;16306250;756027392;15900672;897212279;11823;40781;85834;0;0;1563;2224480;0;0;0;0;0;31275531;9448281;619271;0;27;0.01631412;
07-07 15:38:28.003 13999 14022 I Unity   : [STATISTIC]355;11237500;0;11236979;756260864;15900672;897212279;9688;31667;46614;0;0;782;1216511;0;0;0;0;0;13467605;6490625;348698;0;27;0.01127229;
07-07 15:38:28.017 13999 14022 I Unity   : [STATISTIC]356;12400156;0;12399792;756260864;15900672;897212279;0;0;0;0;0;0;0;0;0;0;0;0;24278120;9273489;412396;0;27;0.01241349;
07-07 15:38:28.031 13999 14022 I Unity   : [STATISTIC]357;18078958;0;18078021;756260864;15900672;897212279;17657;48906;93594;0;0;1771;2307658;0;0;0;0;0;22171461;10613698;721771;0;27;0.01807812;
07-07 15:38:28.045 13999 14022 I Unity   : [STATISTIC]358;10969896;0;10968750;756260864;15900672;897212279;10260;37552;51875;0;0;1093;1337030;0;0;0;0;0;13452188;5779270;346927;0;27;0.01101245;
07-07 15:38:28.060 13999 14022 I Unity   : [STATISTIC]359;14273177;0;14272656;756260864;15900672;897212279;9948;33386;45729;0;0;1146;1273436;0;0;0;0;0;27002137;9374427;428438;0;27;0.0142924;
07-07 15:38:28.074 13999 14022 I Unity   : [STATISTIC]360;14625208;0;14624532;756441088;15900672;897212279;10208;35781;49323;0;0;886;1472656;0;0;0;0;0;16878646;9825052;304948;0;27;0.01464453;
07-07 15:38:28.088 13999 14022 I Unity   : [STATISTIC]361;11989271;0;11988855;756441088;15900672;897212279;0;0;0;0;0;0;0;0;0;0;0;0;12854010;9147292;353646;0;27;0.01200187;
07-07 15:38:28.101 13999 14022 I Unity   : [STATISTIC]362;18246875;0;18246146;756441088;15900672;897212279;17448;47604;188594;0;0;989;3029948;0;0;0;0;0;21846249;11031563;589480;0;27;0.01825052;
07-07 15:38:28.157 13999 14022 I Unity   : [STATISTIC]363;12170000;0;12169479;756441088;15900672;897212279;8646;56042;44375;0;0;625;1618853;0;0;0;0;0;14772502;6203334;1067813;0;27;0.01219213;
07-07 15:38:28.187 13999 14022 I Unity   : [STATISTIC]364;68109219;0;68108334;757657600;15900672;899450551;10729;28021;51459;0;0;989;1396927;0;0;0;0;0;82638962;2251510;995677;0;27;0.06812187;
07-07 15:38:28.204 13999 14022 I Unity   : [STATISTIC]365;27126302;0;27125573;759095296;15900672;1327335095;1578645;520677;374739;0;0;374166;9586665;0;0;0;0;0;37379161;8044792;556302;0;27;0.02714062;
07-07 15:38:28.216 13999 14022 I Unity   : [STATISTIC]366;12745521;0;12745052;760700928;15900672;1327335095;455052;107501;340312;0;0;525105;5347552;0;0;0;0;0;18996824;113333;612604;0;27;0.01276255;
07-07 15:38:28.224 13999 14022 I Unity   : [STATISTIC]367;8642917;0;8642292;760844288;15900672;1327335095;17136;62605;116979;0;0;66979;1779011;0;0;0;0;0;12762651;51302;989010;0;27;0.008649947;
07-07 15:38:28.237 13999 14022 I Unity   : [STATISTIC]368;5897500;0;5897084;760852480;15900672;1327335095;0;0;0;0;0;0;0;0;0;0;0;0;7566509;68698;609480;0;27;0.005914011;
07-07 15:38:28.254 13999 14022 I Unity   : [STATISTIC]369;12980885;0;12980208;761135104;15900672;1327335095;0;0;0;0;0;0;0;0;0;0;0;0;15813174;7212292;413438;0;27;0.01298833;
07-07 15:38:28.268 13999 14022 I Unity   : [STATISTIC]370;22929948;0;22929427;761524224;15900672;1327335095;19792;153802;246354;0;0;101458;3021459;0;0;0;0;0;28420312;11439375;738750;0;27;0.02294573;
07-07 15:38:28.278 13999 14022 I Unity   : [STATISTIC]371;10024843;0;10024219;761524224;15900672;1327335095;15677;90312;105937;0;0;97812;2073386;0;0;0;0;0;16598652;2015469;341562;0;27;0.0100375;
07-07 15:38:28.436 13999 14022 I Unity   : [STATISTIC]372;155611562;0;155610990;791535616;15900672;1337857815;0;0;0;0;3594;0;0;0;0;0;13646;0;305537238;1635885;3758333;0;27;0.1556198;
07-07 15:38:28.450 13999 14022 I Unity   : [STATISTIC]373;18303230;0;18302708;794615808;15900672;1348368215;25832;205156;156302;0;310053;173699;3542085;0;0;0;15105;0;26359639;73125;1703907;0;27;0.01831677;
07-07 15:38:28.461 13999 14022 I Unity   : [STATISTIC]374;11279427;0;11278750;797249536;15900672;1358862199;15208;138177;90989;0;46875;101407;2085730;0;0;0;14480;0;15888176;74063;586406;0;27;0.01129036;
07-07 15:38:28.471 13999 14022 I Unity   : [STATISTIC]375;8929167;0;8928698;801632256;15900672;1363056503;0;0;0;0;36718;0;0;0;0;0;42552;0;13775835;49167;1393698;0;27;0.008940625;
07-07 15:38:28.488 13999 14022 I Unity   : [STATISTIC]376;9894375;0;9893906;806207488;15900672;1384028023;16615;103802;56771;0;22344;73750;1516094;0;0;0;11459;0;12520476;438542;606355;0;27;0.009906667;
07-07 15:38:28.501 13999 14022 I Unity   : [STATISTIC]377;17996563;0;17995989;806395904;15900672;1384028023;0;0;0;0;87605;0;0;0;0;0;28698;0;22895994;7809427;2261250;0;27;0.01800604;
07-07 15:38:28.515 13999 14022 I Unity   : [STATISTIC]378;12243490;0;12242812;806531072;15900672;1384028023;11250;71042;49167;0;50468;73541;1697031;0;0;0;19167;0;20798337;3226458;985989;0;27;0.01225172;
07-07 15:38:28.530 13999 14022 I Unity   : [STATISTIC]379;12917240;0;12916823;806531072;15900672;1384028023;9323;56719;51615;0;130937;98177;1408646;0;0;0;13073;0;14886982;4886719;837135;0;27;0.0129325;
07-07 15:38:28.545 13999 14022 I Unity   : [STATISTIC]380;15308906;0;15308438;806731776;15900672;1384028023;10729;52760;55729;0;57657;159844;1433646;0;0;0;17030;0;16548807;6786875;1053229;0;27;0.01532187;
07-07 15:38:28.560 13999 14022 I Unity   : [STATISTIC]381;20927760;0;20927240;809136128;15900672;1384052631;9843;55364;50937;452083;101355;132552;1543646;0;0;0;59740;0;28547613;6033230;2721458;0;27;0.02093917;
07-07 15:38:28.570 13999 14022 I Unity   : [STATISTIC]382;9967813;0;9967240;811347968;15900672;1400868907;9218;50365;46250;173177;108073;56250;1316510;0;0;0;70782;0;13403691;46666;2535677;0;27;0.009979011;
07-07 15:38:28.582 13999 14022 I Unity   : [STATISTIC]383;8539896;0;8539427;811347968;15900672;1400868907;8437;68385;46146;0;57916;97239;1477605;0;0;0;81511;0;10665681;50417;1233698;0;27;0.008550677;
07-07 15:38:28.599 13999 14022 I Unity   : [STATISTIC]384;12218750;0;12218281;811491328;15900672;1400868907;0;0;0;0;62344;0;0;0;0;0;110418;0;16129477;4309010;1671146;0;27;0.01222755;
07-07 15:38:28.613 13999 14022 I Unity   : [STATISTIC]385;18748334;0;18747864;813805568;15900672;1400881259;12344;59584;61666;232760;68593;65573;1485156;0;0;0;87969;0;22437717;8520729;1986042;0;27;0.01876057;
07-07 15:38:28.626 13999 14022 I Unity   : [STATISTIC]386;14403073;0;14402552;816279552;15900672;1400909995;8594;51927;42864;195104;67031;57292;1430885;0;0;0;119114;0;18141882;3839480;2846303;0;27;0.01441344;
07-07 15:38:28.639 13999 14022 I Unity   : [STATISTIC]387;12889636;0;12889167;817848320;15900672;1417712663;16823;57760;79011;193541;69114;72292;1652188;0;0;0;124426;0;11249170;2798021;2169791;0;27;0.01290287;
07-07 15:38:28.658 13999 14022 I Unity   : [STATISTIC]388;21590573;0;21590000;820453376;15900672;1417749631;9843;48177;44219;149375;62552;49740;1317448;0;0;0;128335;0;28878642;2703750;2892917;0;27;0.02159896;
07-07 15:38:28.669 13999 14022 I Unity   : [STATISTIC]389;11068958;0;11068438;822812672;15900672;1434539155;9948;65364;54583;115573;62343;68698;1555053;0;0;0;166302;0;15395212;49063;2720417;0;27;0.01108073;
07-07 15:38:28.682 13999 14022 I Unity   : [STATISTIC]390;13286771;0;13286250;825090048;15900672;1434564575;13177;61459;55886;2270156;67761;79219;1464792;0;0;0;159270;0;15714428;53282;2281459;0;27;0.0132987;
