Frame Number;Main Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;NFE Snapshot Tick;NFE Snapshot Size (bits);NFE RTT;NFE Jitter;Multiplay FPS;Multiplay BitRate In;Multiplay BitRate Out;Multiplay RTT (ms);Multiplay PacketLoss;GameServer Opencraft.Terrain.TerrainGenerationSystem;terrainMeshingSys;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
8774;1776271;1776140;2365595648;12206080;4114508399;798;72;0;0;0;0;0;0;0;0;0;0;4320;0.001778415;
8775;3539959;3539828;2365595648;12206080;4114508399;799;52876;0;0;0;0;0;0;0;37581;0;0;4320;0.003541982;
8776;1815104;1814913;2365595648;12206080;4114508399;799;52876;0;0;0;0;0;0;0;0;0;0;4320;0.001817759;
8777;1981456;1981316;2365595648;12206080;4114508399;799;52876;0;0;0;0;0;0;0;0;0;0;4320;0.00198388;
8778;1865288;1865148;2365726720;12206080;4131285615;799;52876;0;0;0;0;0;0;0;0;0;0;4320;0.001867973;
8779;1765351;1765220;2365726720;12206080;4131285615;799;52876;0;0;0;0;0;0;0;0;0;0;4320;0.001767675;
8780;1701080;1700880;2365726720;12206080;4131285615;799;52876;0;0;0;0;0;0;0;0;0;0;4320;0.001703465;
8781;1758407;1758217;2365726720;12206080;4131285615;799;52876;0;0;0;0;0;0;0;0;0;0;4320;0.001760131;
8782;1746546;1746405;2365726720;12206080;4131285615;799;52876;0;0;0;0;0;0;0;0;0;0;4320;0.001748869;
8783;3436735;3436625;2366119936;12206080;4131285615;800;54308;0;0;0;0;0;0;0;389089;0;0;4350;0.003438208;
8784;1762515;1762395;2366251008;12206080;4131285615;800;54308;0;0;0;0;0;0;0;0;0;0;4350;0.00176521;
8785;1946741;1946550;2366251008;12206080;4131285615;800;54308;0;0;0;0;0;0;0;0;0;0;4350;0.001949767;
8786;1734203;1734011;2366251008;12206080;4131285615;800;54308;0;0;0;0;0;0;0;0;0;0;4350;0.001736476;
8787;1721628;1721438;2366251008;12206080;4131285615;800;54308;0;0;0;0;0;0;0;0;0;0;4350;0.001723773;
8788;1718153;1718031;2366251008;12206080;4131285615;800;54308;0;0;0;0;0;0;0;0;0;0;4350;0.001720656;
8789;1744271;1744171;2366251008;12206080;4131265091;800;54308;0;0;0;0;0;0;0;0;0;0;4350;0.001746235;
8790;1714264;1714064;2366251008;12206080;4131265091;800;54308;0;0;0;0;0;0;0;0;0;0;4350;0.001716359;
8791;3048897;3048717;2368348160;12206080;4131266911;800;54308;0;0;0;0;0;0;0;0;262322;0;4350;0.003051272;
8792;4752272;4752162;2368872448;12206080;4131266911;801;54268;0;0;0;0;0;0;0;352762;0;0;4380;0.004754215;
8793;1823670;1823560;2368872448;12206080;4131266911;801;54268;0;0;0;0;0;0;0;0;0;0;4380;0.001827007;
8794;1947222;1947082;2368872448;12206080;4131266911;801;54268;0;0;0;0;0;0;0;0;0;0;4380;0.001949746;
8795;1755141;1755021;2368872448;12206080;4131266911;801;54268;0;0;0;0;0;0;0;0;0;0;4380;0.001757255;
8796;1846523;1846402;2368872448;12206080;4131266911;801;54268;0;0;0;0;0;0;0;0;0;0;4380;0.001848978;
8797;1762966;1762866;2368872448;12206080;4131266911;801;54268;0;0;0;0;0;0;0;0;0;0;4380;0.001765921;
8798;3063435;3063325;2371231744;12206080;4131288471;801;54268;0;0;0;0;0;0;0;0;264175;0;4380;0.003065459;
8799;5114090;5113960;2372018176;12206080;4131261955;802;49399;0;0;0;0;0;0;0;416912;0;0;4410;0.005116735;
8800;1855249;1855119;2372018176;12206080;4131261955;802;49399;0;0;0;0;0;0;0;0;0;0;4410;0.001857985;
8801;1857513;1857323;2372018176;12206080;4131261955;802;49399;0;0;0;0;0;0;0;0;0;0;4410;0.001860078;
8802;1655785;1655615;2372018176;12206080;4131261955;802;49399;0;0;0;0;0;0;0;0;0;0;4410;0.001658009;
8803;1626610;1626450;2372018176;12206080;4131261955;802;49399;0;0;0;0;0;0;0;0;0;0;4410;0.001628524;
8804;1602314;1602204;2372018176;12206080;4131261955;802;49399;0;0;0;0;0;0;0;0;0;0;4410;0.001604008;
8805;1636889;1636789;2372018176;12206080;4131261955;802;49399;0;0;0;0;0;0;0;0;0;0;4410;0.001638823;
8806;4296216;4296106;2372935680;12206080;4131261955;803;54656;0;0;0;0;0;0;0;203231;0;0;4428;0.00429792;
8807;1753067;1752897;2373066752;12206080;4131261955;803;54656;0;0;0;0;0;0;0;0;0;0;4428;0.001755272;
8808;1836184;1836003;2373066752;12206080;4131261955;803;54656;0;0;0;0;0;0;0;0;0;0;4428;0.001838828;
8809;1651787;1651617;2373066752;12206080;4131261955;803;54656;0;0;0;0;0;0;0;0;0;0;4428;0.001653872;
8810;1655094;1654913;2373066752;12206080;4131261955;803;54656;0;0;0;0;0;0;0;0;0;0;4428;0.001657067;
8811;1645806;1645556;2373066752;12206080;4131261955;803;54656;0;0;0;0;0;0;0;0;0;0;4428;0.00164745;
8812;1610831;1610731;2373066752;12206080;4131261955;803;54656;0;0;0;0;0;0;0;0;0;0;4428;0.001612834;
8813;1636790;1636609;2373066752;12206080;4131261955;803;54656;0;0;0;0;0;0;0;0;0;0;4428;0.001638613;
8814;3977209;3977019;2373459968;12206080;4131261955;804;49461;0;0;0;0;0;0;0;40025;0;0;4428;0.003978621;
8815;1781531;1781341;2373722112;12206080;4131261955;804;49461;0;0;0;0;0;0;0;0;0;0;4428;0.001784677;
8816;1797481;1797300;2373722112;12206080;4131261955;804;49461;0;0;0;0;0;0;0;0;0;0;4428;0.001799665;
8817;1623104;1622903;2373722112;12206080;4131261955;804;49461;0;0;0;0;0;0;0;0;0;0;4428;0.001625098;
8818;1640106;1639915;2373722112;12206080;4131261955;804;49461;0;0;0;0;0;0;0;0;0;0;4428;0.00164255;
8819;1595201;1595091;2373722112;12206080;4131261955;804;49461;0;0;0;0;0;0;0;0;0;0;4428;0.001597185;
8820;1587977;1587877;2373722112;12206080;4131261955;804;49461;0;0;0;0;0;0;0;0;0;0;4428;0.001589711;
8821;1615720;1615610;2373722112;12206080;4131261955;804;49461;0;0;0;0;0;0;0;0;0;0;4428;0.001617103;
8822;1596954;1596844;2373722112;12206080;4131261955;804;49461;0;0;0;0;0;0;0;0;0;0;4428;0.001599359;
8823;2992231;2992131;2373722112;12206080;4131261955;805;49437;0;0;0;0;0;0;0;41988;0;0;4428;0.002993854;
8824;1665293;1665163;2373722112;12206080;4131261955;805;49437;0;0;0;0;0;0;0;0;0;0;4428;0.001668099;
8825;1838227;1838117;2373722112;12206080;4131261955;805;49437;0;0;0;0;0;0;0;0;0;0;4428;0.001840732;
8826;1653811;1653681;2373722112;12206080;4131261955;805;49437;0;0;0;0;0;0;0;0;0;0;4428;0.001656095;
8827;1624526;1624396;2373722112;12206080;4131261955;805;49437;0;0;0;0;0;0;0;0;0;0;4428;0.00162635;
8828;1646608;1646497;2373722112;12206080;4131261955;805;49437;0;0;0;0;0;0;0;0;0;0;4428;0.001648331;
8829;1613055;1612905;2373722112;12206080;4131261955;805;49437;0;0;0;0;0;0;0;0;0;0;4428;0.001614728;
8830;1651347;1651166;2373722112;12206080;4131261955;805;49437;0;0;0;0;0;0;0;0;0;0;4428;0.001653451;
8831;1599470;1599359;2373722112;12206080;4131261955;805;49437;0;0;0;0;0;0;0;0;0;0;4428;0.001601493;
8832;2851277;2851167;2373722112;12206080;4131261955;806;49482;0;0;0;0;0;0;0;38382;0;0;4428;0.00285284;
8833;1674430;1674320;2373722112;12206080;4131261955;806;49482;0;0;0;0;0;0;0;0;0;0;4428;0.001677015;
8834;1812028;1811918;2373722112;12206080;4131261955;806;49482;0;0;0;0;0;0;0;0;0;0;4428;0.001814082;
8835;1616261;1616161;2373722112;12206080;4131261955;806;49482;0;0;0;0;0;0;0;0;0;0;4428;0.001618766;
8836;1606593;1606482;2373722112;12206080;4131261955;806;49482;0;0;0;0;0;0;0;0;0;0;4428;0.001608486;
8837;1623124;1623024;2373722112;12206080;4131261955;806;49482;0;0;0;0;0;0;0;0;0;0;4428;0.001625158;
8838;1608797;1608637;2373722112;12206080;4131261955;806;49482;0;0;0;0;0;0;0;0;0;0;4428;0.00161028;
8839;1610701;1610581;2373722112;12206080;4131261955;806;49482;0;0;0;0;0;0;0;0;0;0;4428;0.001612433;
8840;1608907;1608817;2373722112;12206080;4131261955;806;49482;0;0;0;0;0;0;0;0;0;0;4428;0.001610621;
8841;2973887;2973736;2373722112;12206080;4131261955;807;49440;0;0;0;0;0;0;0;31810;0;0;4428;0.0029757;
8842;1770881;1770741;2373853184;12206080;4131261955;807;49440;0;0;0;0;0;0;0;0;0;0;4428;0.001773776;
8843;1896988;1896817;2373853184;12206080;4131261955;807;49440;0;0;0;0;0;0;0;0;0;0;4428;0.001899553;
8844;1644003;1643833;2373853184;12206080;4131261955;807;49440;0;0;0;0;0;0;0;0;0;0;4428;0.001646067;
8845;1598258;1598076;2373853184;12206080;4131261955;807;49440;0;0;0;0;0;0;0;0;0;0;4428;0.00160012;
8846;1661055;1660895;2373853184;12206080;4131261955;807;49440;0;0;0;0;0;0;0;0;0;0;4428;0.001662748;
8847;1608206;1608026;2373853184;12206080;4131261955;807;49440;0;0;0;0;0;0;0;0;0;0;4428;0.00161003;
8848;1614618;1614427;2373853184;12206080;4131261955;807;49440;0;0;0;0;0;0;0;0;0;0;4428;0.001616511;
8849;1587807;1587617;2373853184;12206080;4131261955;807;49440;0;0;0;0;0;0;0;0;0;0;4428;0.001589611;
8850;2846418;2846247;2373853184;12206080;4131261955;808;54072;0;0;0;0;0;0;0;32201;0;0;4428;0.002848101;
8851;1670312;1670122;2373853184;12206080;4131261955;808;54072;0;0;0;0;0;0;0;0;0;0;4428;0.001672617;
8852;1812038;1811928;2373853184;12206080;4131261955;808;54072;0;0;0;0;0;0;0;0;0;0;4428;0.001814543;
8853;1631399;1631299;2373853184;12206080;4131261955;808;54072;0;0;0;0;0;0;0;0;0;0;4428;0.001633743;
8854;1620228;1620128;2373853184;12206080;4131261955;808;54072;0;0;0;0;0;0;0;0;0;0;4428;0.001622373;
8855;1634024;1633924;2373853184;12206080;4131261955;808;54072;0;0;0;0;0;0;0;0;0;0;4428;0.001635747;
8856;1614317;1614177;2373853184;12206080;4131261955;808;54072;0;0;0;0;0;0;0;0;0;0;4428;0.001616752;
8857;1593648;1593538;2373853184;12206080;4131261955;808;54072;0;0;0;0;0;0;0;0;0;0;4428;0.001595422;
8858;1624517;1624406;2373853184;12206080;4131261955;808;54072;0;0;0;0;0;0;0;0;0;0;4428;0.001626771;
8859;1618866;1618746;2373853184;12206080;4131261955;808;54072;0;0;0;0;0;0;0;0;0;0;4428;0.00162097;
8860;2817224;2817133;2373853184;12206080;4131261955;809;54255;0;0;0;0;0;0;0;33012;0;0;4428;0.002819146;
8861;1717250;1717120;2373853184;12206080;4131261955;809;54255;0;0;0;0;0;0;0;0;0;0;4428;0.001719515;
8862;1606914;1606804;2373853184;12206080;4131261955;809;54255;0;0;0;0;0;0;0;0;0;0;4428;0.001609017;
8863;1602765;1602635;2373853184;12206080;4131261955;809;54255;0;0;0;0;0;0;0;0;0;0;4428;0.00160501;
8864;1585212;1585102;2373853184;12206080;4131261955;809;54255;0;0;0;0;0;0;0;0;0;0;4428;0.001586986;
8865;1593829;1593639;2373853184;12206080;4131261955;809;54255;0;0;0;0;0;0;0;0;0;0;4428;0.001595813;
8866;1597045;1596845;2373853184;12206080;4131261955;809;54255;0;0;0;0;0;0;0;0;0;0;4428;0.001599179;
8867;1605270;1605150;2373853184;12206080;4131261955;809;54255;0;0;0;0;0;0;0;0;0;0;4428;0.001607204;
8868;1592146;1592026;2373853184;12206080;4131261955;809;54255;0;0;0;0;0;0;0;0;0;0;4428;0.00159431;
8869;2845536;2845436;2373853184;12206080;4131261955;810;54422;0;0;0;0;0;0;0;30677;0;0;4428;0.002847279;
8870;1684669;1684549;2373984256;12206080;4131261955;810;54422;0;0;0;0;0;0;0;0;0;0;4428;0.001686924;
8871;1845240;1845140;2373984256;12206080;4131261955;810;54422;0;0;0;0;0;0;0;0;0;0;4428;0.001847294;
8872;1641438;1641338;2373984256;12206080;4131261955;810;54422;0;0;0;0;0;0;0;0;0;0;4428;0.001643322;
8873;1627843;1627723;2373984256;12206080;4131261955;810;54422;0;0;0;0;0;0;0;0;0;0;4428;0.001629405;
8874;1647620;1647519;2373984256;12206080;4131261955;810;54422;0;0;0;0;0;0;0;0;0;0;4428;0.001649794;
8875;1616011;1615921;2373984256;12206080;4131261955;810;54422;0;0;0;0;0;0;0;0;0;0;4428;0.001617383;
8876;1609037;1608937;2373984256;12206080;4131261955;810;54422;0;0;0;0;0;0;0;0;0;0;4428;0.001610891;
8877;1626600;1626490;2373984256;12206080;4131261955;810;54422;0;0;0;0;0;0;0;0;0;0;4428;0.001628434;
8878;1624105;1623995;2373984256;12206080;4131261955;810;54422;0;0;0;0;0;0;0;0;0;0;4428;0.001625979;
8879;2928252;2928151;2373984256;12206080;4131261955;811;81;0;0;0;0;0;0;0;32401;0;0;4428;0.002929824;
8880;1722531;1722420;2373984256;12206080;4131261955;811;81;0;0;0;0;0;0;0;0;0;0;4428;0.001725085;
8881;1811857;1811687;2373984256;12206080;4131261955;811;81;0;0;0;0;0;0;0;0;0;0;4428;0.001814042;
8882;1629545;1629385;2373984256;12206080;4131261955;811;81;0;0;0;0;0;0;0;0;0;0;4428;0.00163174;
8883;1620920;1620750;2373984256;12206080;4131261955;811;81;0;0;0;0;0;0;0;0;0;0;4428;0.001622763;
8884;1654132;1654021;2373984256;12206080;4131261955;811;81;0;0;0;0;0;0;0;0;0;0;4428;0.001656286;
8885;1647540;1647419;2373984256;12206080;4131261955;811;81;0;0;0;0;0;0;0;0;0;0;4428;0.001648822;
8886;1696472;1696211;2373984256;12206080;4131261955;811;81;0;0;0;0;0;0;0;0;0;0;4428;0.001698746;
8887;1613246;1613146;2373984256;12206080;4131261955;811;81;0;0;0;0;0;0;0;0;0;0;4428;0.001615319;
8888;2932620;2932510;2373984256;12206080;4131261955;812;53561;0;0;0;0;0;0;0;33623;0;0;4428;0.002934383;
8889;1721719;1721619;2373984256;12206080;4131261955;812;53561;0;0;0;0;0;0;0;0;0;0;4428;0.001724294;
8890;1821166;1821055;2373984256;12206080;4131261955;812;53561;0;0;0;0;0;0;0;0;0;0;4428;0.001823319;
8891;1633353;1633243;2373984256;12206080;4131261955;812;53561;0;0;0;0;0;0;0;0;0;0;4428;0.001635477;
8892;1602234;1602134;2373984256;12206080;4131261955;812;53561;0;0;0;0;0;0;0;0;0;0;4428;0.001604128;
8893;1657248;1657138;2373984256;12206080;4131261955;812;53561;0;0;0;0;0;0;0;0;0;0;4428;0.001658681;
8894;1637040;1636939;2373984256;12206080;4131261955;812;53561;0;0;0;0;0;0;0;0;0;0;4428;0.001638773;
8895;1629786;1629676;2373984256;12206080;4131261955;812;53561;0;0;0;0;0;0;0;0;0;0;4428;0.00163167;
8896;1613636;1613526;2373984256;12206080;4131261955;812;53561;0;0;0;0;0;0;0;0;0;0;4428;0.001615319;
8897;2881444;2881323;2373984256;12206080;4131261955;813;49419;0;0;0;0;0;0;0;31639;0;0;4428;0.002882716;
8898;1729293;1729172;2374115328;12206080;4148039171;813;49419;0;0;0;0;0;0;0;0;0;0;4428;0.001731908;
8899;1815545;1815425;2374115328;12206080;4148039171;813;49419;0;0;0;0;0;0;0;0;0;0;4428;0.001817588;
8900;1715076;1714956;2374115328;12206080;4148039171;813;49419;0;0;0;0;0;0;0;0;0;0;4428;0.001717311;
8901;1606764;1606653;2374115328;12206080;4148039171;813;49419;0;0;0;0;0;0;0;0;0;0;4428;0.001609067;
8902;1617934;1617824;2374115328;12206080;4148039171;813;49419;0;0;0;0;0;0;0;0;0;0;4428;0.001619537;
8903;1616211;1616111;2374115328;12206080;4148039171;813;49419;0;0;0;0;0;0;0;0;0;0;4428;0.001617874;
8904;1637931;1637751;2374115328;12206080;4148039171;813;49419;0;0;0;0;0;0;0;0;0;0;4428;0.001639475;
8905;1604038;1603928;2374115328;12206080;4148039171;813;49419;0;0;0;0;0;0;0;0;0;0;4428;0.001606472;
8906;2878037;2877937;2374115328;12206080;4148039171;814;49421;0;0;0;0;0;0;0;31509;0;0;4428;0.002879561;
8907;1710387;1710277;2374115328;12206080;4148039171;814;49421;0;0;0;0;0;0;0;0;0;0;4428;0.001712892;
8908;1806808;1806668;2374115328;12206080;4148039171;814;49421;0;0;0;0;0;0;0;0;0;0;4428;0.001809653;
8909;1701130;1701020;2374246400;12206080;4148039171;814;49421;0;0;0;0;0;0;0;0;0;0;4428;0.001703785;
8910;1638743;1638603;2374246400;12206080;4148039171;814;49421;0;0;0;0;0;0;0;0;0;0;4428;0.001640958;
8911;1653922;1653812;2374246400;12206080;4148039171;814;49421;0;0;0;0;0;0;0;0;0;0;4428;0.001655705;
8912;1637892;1637782;2374246400;12206080;4148039171;814;49421;0;0;0;0;0;0;0;0;0;0;4428;0.001639544;
8913;1613976;1613866;2374246400;12206080;4148039171;814;49421;0;0;0;0;0;0;0;0;0;0;4428;0.00161564;
8914;1598868;1598758;2374246400;12206080;4148039171;814;49421;0;0;0;0;0;0;0;0;0;0;4428;0.001600632;
8915;1615369;1615269;2374246400;12206080;4148039171;814;49421;0;0;0;0;0;0;0;0;0;0;4428;0.001617012;
8916;2933261;2933151;2374246400;12206080;4148039171;815;49396;0;0;0;0;0;0;0;32962;0;0;4428;0.002934744;
8917;1811216;1811076;2374246400;12206080;4148039171;815;49396;0;0;0;0;0;0;0;0;0;0;4428;0.001814573;
8918;1825414;1825273;2374246400;12206080;4148039171;815;49396;0;0;0;0;0;0;0;0;0;0;4428;0.001828398;
8919;1704166;1704055;2374246400;12206080;4148039171;815;49396;0;0;0;0;0;0;0;0;0;0;4428;0.00170621;
8920;1657368;1657258;2374246400;12206080;4148039171;815;49396;0;0;0;0;0;0;0;0;0;0;4428;0.001659382;
8921;1609518;1609398;2374246400;12206080;4148039171;815;49396;0;0;0;0;0;0;0;0;0;0;4428;0.001611933;
8922;1600612;1600442;2374246400;12206080;4148039171;815;49396;0;0;0;0;0;0;0;0;0;0;4428;0.001602294;
8923;1621972;1621871;2374246400;12206080;4148039171;815;49396;0;0;0;0;0;0;0;0;0;0;4428;0.001624036;
8924;2914055;2913944;2376605696;12206080;4148040011;815;49396;0;0;0;0;0;0;0;0;198412;0;4428;0.002915678;
8925;2950132;2949942;2376605696;12206080;4148040139;816;52746;0;0;0;0;0;0;0;31590;0;0;4428;0.002951805;
8926;1739863;1739663;2376605696;12206080;4148040139;816;52746;0;0;0;0;0;0;0;0;0;0;4428;0.001742568;
8927;1830904;1830814;2376605696;12206080;4148040139;816;52746;0;0;0;0;0;0;0;0;0;0;4428;0.001833519;
8928;1710558;1710417;2376605696;12206080;4164817355;816;52746;0;0;0;0;0;0;0;0;0;0;4428;0.001712581;
8929;1653611;1653491;2376605696;12206080;4164817355;816;52746;0;0;0;0;0;0;0;0;0;0;4428;0.001656517;
8930;1617113;1617002;2376605696;12206080;4164817355;816;52746;0;0;0;0;0;0;0;0;0;0;4428;0.001619527;
8931;1608456;1608346;2376605696;12206080;4164817355;816;52746;0;0;0;0;0;0;0;0;0;0;4428;0.00161044;
8932;1597035;1596924;2376605696;12206080;4164817355;816;52746;0;0;0;0;0;0;0;0;0;0;4428;0.001598908;
8933;4812274;4812184;2378702848;12206080;4164851783;817;52988;0;0;0;0;0;0;0;31669;220554;0;4428;0.004813527;
8934;1928356;1928246;2378702848;12206080;4164851783;817;52988;0;0;0;0;0;0;0;0;0;0;4428;0.001930681;
8935;1726127;1726027;2378833920;12206080;4164851783;817;52988;0;0;0;0;0;0;0;0;0;0;4428;0.001729272;
8936;1635166;1635036;2378833920;12206080;4164851783;817;52988;0;0;0;0;0;0;0;0;0;0;4428;0.001637361;
8937;1673879;1673769;2378833920;12206080;4164851783;817;52988;0;0;0;0;0;0;0;0;0;0;4428;0.001675472;
8938;1673649;1673539;2378833920;12206080;4164851783;817;52988;0;0;0;0;0;0;0;0;0;0;4428;0.001675733;
8939;1646147;1646037;2378833920;12206080;4164851783;817;52988;0;0;0;0;0;0;0;0;0;0;4428;0.00164782;
8940;1617303;1617182;2378833920;12206080;4164851783;817;52988;0;0;0;0;0;0;0;0;0;0;4428;0.001619266;
8941;4648738;4648618;2381062144;12206080;4164884671;818;54055;0;0;0;0;0;0;0;33813;251191;0;4428;0.004650541;
8942;1873894;1873774;2381062144;12206080;4164884671;818;54055;0;0;0;0;0;0;0;0;0;0;4428;0.001876519;
8943;1666505;1666405;2381193216;12206080;4164884671;818;54055;0;0;0;0;0;0;0;0;0;0;4428;0.00166889;
8944;1579873;1579772;2381193216;12206080;4164884671;818;54055;0;0;0;0;0;0;0;0;0;0;4428;0.001581426;
8945;1620900;1620790;2381193216;12206080;4164884671;818;54055;0;0;0;0;0;0;0;0;0;0;4428;0.001622482;
8946;1564484;1564373;2381193216;12206080;4164884671;818;54055;0;0;0;0;0;0;0;0;0;0;4428;0.001566017;
8947;1607945;1607845;2381193216;12206080;4164884671;818;54055;0;0;0;0;0;0;0;0;0;0;4428;0.001609549;
8948;1595182;1595061;2381193216;12206080;4164884671;818;54055;0;0;0;0;0;0;0;0;0;0;4428;0.001597054;
8949;4532139;4532029;2383290368;12206080;4164911847;819;49409;0;0;0;0;0;0;0;26670;237686;0;4428;0.004533703;
8950;1865809;1865699;2383290368;12206080;4164911847;819;49409;0;0;0;0;0;0;0;0;0;0;4428;0.001868644;
8951;1609989;1609879;2383290368;12206080;4164911847;819;49409;0;0;0;0;0;0;0;0;0;0;4428;0.001611963;
8952;1571397;1571287;2383290368;12206080;4164911847;819;49409;0;0;0;0;0;0;0;0;0;0;4428;0.00157302;
8953;1631740;1631629;2383290368;12206080;4164911847;819;49409;0;0;0;0;0;0;0;0;0;0;4428;0.001633683;
8954;1572979;1572869;2383290368;12206080;4164911847;819;49409;0;0;0;0;0;0;0;0;0;0;4428;0.001574673;
8955;1591855;1591725;2383290368;12206080;4164911847;819;49409;0;0;0;0;0;0;0;0;0;0;4428;0.001593539;
8956;1579642;1579522;2383290368;12206080;4164911847;819;49409;0;0;0;0;0;0;0;0;0;0;4428;0.001581876;
8957;2583115;2583004;2385387520;12206080;4164913543;819;49409;0;0;0;0;0;0;0;0;198692;0;4428;0.002584787;
8958;2923493;2923382;2385387520;12206080;4164913543;820;49416;0;0;0;0;0;0;0;30998;0;0;4428;0.002925527;
8959;1689799;1689679;2385387520;12206080;4164913543;820;49416;0;0;0;0;0;0;0;0;0;0;4428;0.001692133;
8960;1805706;1805606;2385387520;12206080;4164913543;820;49416;0;0;0;0;0;0;0;0;0;0;4428;0.001808181;
8961;1631289;1631189;2385387520;12206080;4164913543;820;49416;0;0;0;0;0;0;0;0;0;0;4428;0.001633623;
8962;1652569;1652469;2385387520;12206080;4164913543;820;49416;0;0;0;0;0;0;0;0;0;0;4428;0.001654623;
8963;1618946;1618815;2385387520;12206080;4164913543;820;49416;0;0;0;0;0;0;0;0;0;0;4428;0.00162111;
8964;1618535;1618435;2385387520;12206080;4164913543;820;49416;0;0;0;0;0;0;0;0;0;0;4428;0.001620329;
8965;1592347;1592226;2385387520;12206080;4164913543;820;49416;0;0;0;0;0;0;0;0;0;0;4428;0.001594079;
8966;3969775;3969574;2387484672;12206080;4164914271;821;53945;0;0;0;0;0;0;0;30708;195527;0;4428;0.003972149;
8967;1888501;1888321;2387484672;12206080;4164914399;821;53945;0;0;0;0;0;0;0;0;0;0;4428;0.001890846;
8968;1756033;1755913;2387615744;12206080;4164914399;821;53945;0;0;0;0;0;0;0;0;0;0;4428;0.001758107;
8969;1654713;1654593;2387615744;12206080;4164914399;821;53945;0;0;0;0;0;0;0;0;0;0;4428;0.001657178;
8970;1615699;1615599;2387615744;12206080;4164914399;821;53945;0;0;0;0;0;0;0;0;0;0;4428;0.001617513;
8971;1625358;1625268;2387615744;12206080;4164914399;821;53945;0;0;0;0;0;0;0;0;0;0;4428;0.001627322;
8972;1595933;1595822;2387615744;12206080;4164914399;821;53945;0;0;0;0;0;0;0;0;0;0;4428;0.001597826;
8973;1615600;1615489;2387615744;12206080;4164914399;821;53945;0;0;0;0;0;0;0;0;0;0;4428;0.001617714;
8974;1618725;1618615;2387615744;12206080;4164914399;821;53945;0;0;0;0;0;0;0;0;0;0;4428;0.001620499;
8975;2850395;2850285;2387615744;12206080;4164914399;822;53971;0;0;0;0;0;0;0;30778;0;0;4428;0.002852158;
8976;1696241;1696131;2387615744;12206080;4181691615;822;53971;0;0;0;0;0;0;0;0;0;0;4428;0.001698526;
8977;1801829;1801729;2387615744;12206080;4181691615;822;53971;0;0;0;0;0;0;0;0;0;0;4428;0.001804063;
8978;1724053;1723943;2387615744;12206080;4181691615;822;53971;0;0;0;0;0;0;0;0;0;0;4428;0.001725926;
8979;1618295;1618194;2387615744;12206080;4181691615;822;53971;0;0;0;0;0;0;0;0;0;0;4428;0.001620329;
8980;1629055;1628955;2387615744;12206080;4181691615;822;53971;0;0;0;0;0;0;0;0;0;0;4428;0.001630929;
8981;1593078;1592968;2387615744;12206080;4181691615;822;53971;0;0;0;0;0;0;0;0;0;0;4428;0.00159479;
8982;1615971;1615871;2387615744;12206080;4181691615;822;53971;0;0;0;0;0;0;0;0;0;0;4428;0.001617964;
8983;1596424;1596314;2387615744;12206080;4181691615;822;53971;0;0;0;0;0;0;0;0;0;0;4428;0.001598368;
8984;2851026;2850936;2387746816;12206080;4181691615;823;49470;0;0;0;0;0;0;0;31499;0;0;4428;0.00285289;
8985;1711079;1710988;2387746816;12206080;4181691615;823;49470;0;0;0;0;0;0;0;0;0;0;4428;0.001713373;
8986;1592998;1592878;2387746816;12206080;4181691615;823;49470;0;0;0;0;0;0;0;0;0;0;4428;0.001595151;
8987;1614839;1614749;2387746816;12206080;4181691615;823;49470;0;0;0;0;0;0;0;0;0;0;4428;0.001616842;
8988;1574373;1574263;2387746816;12206080;4181691615;823;49470;0;0;0;0;0;0;0;0;0;0;4428;0.001576286;
8989;1595322;1595211;2387746816;12206080;4181691615;823;49470;0;0;0;0;0;0;0;0;0;0;4428;0.001597085;
8990;1618215;1618115;2387746816;12206080;4181691615;823;49470;0;0;0;0;0;0;0;0;0;0;4428;0.001620069;
8991;2053200;2053080;2387746816;12206080;4181691615;823;49470;0;0;0;0;0;0;0;0;0;0;4428;0.002054733;
8992;1573901;1573801;2387746816;12206080;4181691615;823;49470;0;0;0;0;0;0;0;0;0;0;4428;0.001575845;
8993;3275512;3275402;2389843968;12206080;4181692695;823;49470;0;0;0;0;0;0;0;0;202189;0;4428;0.003277296;
8994;2844314;2844184;2389843968;12206080;4181692695;824;49424;0;0;0;0;0;0;0;25518;0;0;4428;0.002846308;
8995;1687114;1687014;2389843968;12206080;4181692695;824;49424;0;0;0;0;0;0;0;0;0;0;4428;0.001689838;
8996;1780139;1779958;2389843968;12206080;4181692695;824;49424;0;0;0;0;0;0;0;0;0;0;4428;0.001782072;
8997;1631350;1631239;2389843968;12206080;4181692695;824;49424;0;0;0;0;0;0;0;0;0;0;4428;0.001632812;
8998;1635046;1634866;2389843968;12206080;4181692695;824;49424;0;0;0;0;0;0;0;0;0;0;4428;0.00163668;
8999;1569513;1569403;2389843968;12206080;4181659179;824;49424;0;0;0;0;0;0;0;0;0;0;4428;0.001571176;
9000;1629045;1628854;2389843968;12206080;4181659179;824;49424;0;0;0;0;0;0;0;0;0;0;4428;0.001631339;
9001;2617298;2617127;2391941120;12206080;4198436803;824;49424;0;0;0;0;0;0;0;0;191990;0;4428;0.002619212;
9002;2936347;2936237;2391941120;12206080;4198436803;825;202;0;0;0;0;0;0;0;31168;0;0;4428;0.00293837;
