Frame Number;Main Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;NFE Snapshot Tick;NFE Snapshot Size (bits);NFE RTT;NFE Jitter;Multiplay FPS;Multiplay BitRate In;Multiplay BitRate Out;Multiplay RTT (ms);Multiplay PacketLoss;GameServer Opencraft.Terrain.TerrainGenerationSystem;terrainMeshingSys;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
14627;2840336;2840216;3467911168;12206080;6735892631;1769;52816;0;0;0;0;0;0;0;0;0;0;5076;0.002851718;
14628;4760508;4760397;3468173312;12206080;6735892631;1770;54563;0;0;0;0;0;0;0;44363;0;0;5076;0.004763062;
14629;2999615;2999515;3468304384;12206080;6752664079;1770;54563;0;0;0;0;0;0;0;0;0;0;5076;0.003002451;
14630;3157471;3157351;3468304384;12206080;6752664079;1770;54563;0;0;0;0;0;0;0;0;0;0;5076;0.003159785;
14631;2961013;2960892;3468304384;12206080;6752664079;1770;54563;0;0;0;0;0;0;0;0;0;0;5076;0.002963628;
14632;2760607;2760487;3468304384;12206080;6752664079;1770;54563;0;0;0;0;0;0;0;0;0;0;5076;0.002763022;
14633;4463200;4463019;3468435456;12206080;6752664079;1771;52572;0;0;0;0;0;0;0;40025;0;0;5076;0.004465764;
14634;3084724;3084624;3468697600;12206080;6752664079;1771;52572;0;0;0;0;0;0;0;0;0;0;5076;0.00308755;
14635;3183700;3183580;3468828672;12206080;6752664079;1771;52572;0;0;0;0;0;0;0;0;0;0;5076;0.003186205;
14636;3032467;3032276;3468959744;12206080;6752664079;1771;52572;0;0;0;0;0;0;0;0;0;0;5076;0.003034531;
14637;2881925;2881744;3468959744;12206080;6752664079;1771;52572;0;0;0;0;0;0;0;0;0;0;5076;0.002884469;
14638;4578145;4577965;3468959744;12206080;6752664079;1772;49408;0;0;0;0;0;0;0;43361;0;0;5076;0.004580209;
14639;2982123;2981922;3468959744;12206080;6752664079;1772;49408;0;0;0;0;0;0;0;0;0;0;5076;0.002984968;
14640;3041584;3041393;3468959744;12206080;6752664079;1772;49408;0;0;0;0;0;0;0;0;0;0;5076;0.003043898;
14641;2905309;2905199;3468959744;12206080;6752664079;1772;49408;0;0;0;0;0;0;0;0;0;0;5076;0.002907603;
14642;2880071;2879941;3468959744;12206080;6752664079;1772;49408;0;0;0;0;0;0;0;0;0;0;5076;0.002882946;
14643;5976898;5976758;3471187968;12206080;6752666067;1773;54456;0;0;0;0;0;0;0;39955;200206;0;5076;0.005979564;
14644;3257820;3257689;3471187968;12206080;6752737875;1773;54456;0;0;0;0;0;0;0;0;0;0;5076;0.003261436;
14645;3018481;3018381;3471187968;12206080;6752809555;1773;54456;0;0;0;0;0;0;0;0;0;0;5076;0.003021596;
14646;2796324;2796213;3471187968;12206080;6752809555;1773;54456;0;0;0;0;0;0;0;0;0;0;5076;0.002798769;
14647;4443553;4443432;3471187968;12206080;6752941651;1774;49430;0;0;0;0;0;0;0;41177;0;0;5076;0.004445587;
14648;4495851;4495730;3473416192;12206080;6753119759;1774;49430;0;0;0;0;0;0;0;0;208861;0;5076;0.004498506;
14649;3097088;3096978;3473416192;12206080;6753119823;1774;49430;0;0;0;0;0;0;0;0;0;0;5076;0.003099903;
14650;2941436;2941316;3473416192;12206080;6753119823;1774;49430;0;0;0;0;0;0;0;0;0;0;5076;0.002943861;
14651;3016687;3016517;3473416192;12206080;6753119823;1774;49430;0;0;0;0;0;0;0;0;0;0;5076;0.003020364;
14652;5306211;5306030;3473416192;12206080;6753119823;1775;49526;0;0;0;0;0;0;0;44724;0;0;5076;0.005308415;
14653;4913735;4913545;3475644416;12206080;6769900127;1775;49526;0;0;0;0;0;0;0;0;155261;0;5076;0.004918012;
14654;3250736;3250546;3475644416;12206080;6769900191;1775;49526;0;0;0;0;0;0;0;0;0;0;5076;0.003253762;
14655;3016476;3016296;3475644416;12206080;6769900191;1775;49526;0;0;0;0;0;0;0;0;0;0;5076;0.003019032;
14656;4679666;4679455;3475644416;12206080;6769900191;1776;49721;0;0;0;0;0;0;0;43492;0;0;5076;0.004682831;
14657;3655385;3655144;3475775488;12206080;6769900191;1776;49721;0;0;0;0;0;0;0;0;0;0;5076;0.003658782;
14658;3758358;3758147;3475775488;12206080;6769900191;1776;49721;0;0;0;0;0;0;0;0;0;0;5076;0.003762355;
14659;3296041;3295851;3475775488;12206080;6769900191;1776;49721;0;0;0;0;0;0;0;0;0;0;5076;0.003300029;
14660;5489544;5489334;3475775488;12206080;6769900191;1777;49425;0;0;0;0;0;0;0;40115;0;0;5076;0.00549264;
14661;5522887;5522687;3478003712;12206080;6769903243;1777;49425;0;0;0;0;0;0;0;0;183835;0;5076;0.005527195;
14662;3464527;3464397;3478003712;12206080;6769903371;1777;49425;0;0;0;0;0;0;0;0;0;0;5076;0.003468134;
14663;3307813;3307693;3478003712;12206080;6769903371;1777;49425;0;0;0;0;0;0;0;0;0;0;5076;0.003310378;
14664;5116596;5116404;3478003712;12206080;6769903371;1778;49421;0;0;0;0;0;0;0;38713;0;0;5076;0.005119611;
14665;3315728;3315537;3478003712;12206080;6769903371;1778;49421;0;0;0;0;0;0;0;0;0;0;5076;0.003318363;
14666;3562220;3562020;3478003712;12206080;6769903371;1778;49421;0;0;0;0;0;0;0;0;0;0;5076;0.003565496;
14667;3341276;3341156;3478134784;12206080;6769903371;1778;49421;0;0;0;0;0;0;0;0;0;0;5076;0.003344592;
14668;5072292;5072172;3478134784;12206080;6769903371;1779;54652;0;0;0;0;0;0;0;37451;0;0;5076;0.005074567;
14669;3139347;3139237;3478265856;12206080;6769903371;1779;54652;0;0;0;0;0;0;0;0;0;0;5076;0.003142483;
14670;3398693;3398583;3478265856;12206080;6769903371;1779;54652;0;0;0;0;0;0;0;0;0;0;5076;0.003401228;
14671;3323663;3323543;3478265856;12206080;6769903371;1779;54652;0;0;0;0;0;0;0;0;0;0;5076;0.003326208;
14672;3030162;3030052;3478265856;12206080;6769903371;1779;54652;0;0;0;0;0;0;0;0;0;0;5076;0.003032466;
14673;4725753;4725642;3478265856;12206080;6769903371;1780;54837;0;0;0;0;0;0;0;37230;0;0;5076;0.004728127;
14674;5092430;5092310;3481542656;12206080;6769953659;1780;54837;0;0;0;0;0;0;0;0;240030;0;5076;0.005096057;
14675;3158514;3158403;3481673728;12206080;6769953787;1780;54837;0;0;0;0;0;0;0;0;0;0;5076;0.003160777;
14676;3002671;3002540;3481673728;12206080;6769953787;1780;54837;0;0;0;0;0;0;0;0;0;0;5076;0.003005266;
14677;4742824;4742704;3481673728;12206080;6769953787;1781;49708;0;0;0;0;0;0;0;38272;0;0;5076;0.004745249;
14678;5298777;5298586;3483901952;12206080;6769970979;1781;49708;0;0;0;0;0;0;0;0;234740;0;5076;0.005302133;
14679;3166848;3166728;3483901952;12206080;6769971107;1781;49708;0;0;0;0;0;0;0;0;0;0;5076;0.003169173;
14680;2920336;2920196;3483901952;12206080;6769971107;1781;49708;0;0;0;0;0;0;0;0;0;0;5076;0.002923813;
14681;4386916;4386766;3484033024;12206080;6769971107;1782;49614;0;0;0;0;0;0;0;36569;0;0;5076;0.004389792;
14682;3297554;3297364;3484164096;12206080;6769971107;1782;49614;0;0;0;0;0;0;0;0;0;0;5076;0.003300179;
14683;3790388;3790177;3484164096;12206080;6769971107;1782;49614;0;0;0;0;0;0;0;0;0;0;5076;0.003793594;
14684;3236069;3235939;3484164096;12206080;6769971107;1782;49614;0;0;0;0;0;0;0;0;0;0;5076;0.003240146;
14685;3000357;3000237;3484164096;12206080;6769971107;1782;49614;0;0;0;0;0;0;0;0;0;0;5076;0.003003182;
14686;4624813;4624573;3484164096;12206080;6769971107;1783;52833;0;0;0;0;0;0;0;38983;0;0;5076;0.004627768;
14687;3141882;3141722;3484295168;12206080;6786748323;1783;52833;0;0;0;0;0;0;0;0;0;0;5076;0.003145018;
14688;3270844;3270744;3484295168;12206080;6786748323;1783;52833;0;0;0;0;0;0;0;0;0;0;5076;0.00327373;
14689;3136772;3136662;3484295168;12206080;6786748323;1783;52833;0;0;0;0;0;0;0;0;0;0;5076;0.003139006;
14690;2893837;2893716;3484295168;12206080;6786748323;1783;52833;0;0;0;0;0;0;0;0;0;0;5076;0.002896973;
14691;6009921;6009811;3486392320;12206080;6786762015;1784;52774;0;0;0;0;0;0;0;38121;223560;0;5076;0.006012515;
14692;3294738;3294618;3486392320;12206080;6786762143;1784;52774;0;0;0;0;0;0;0;0;0;0;5076;0.003297293;
14693;3085316;3085105;3486523392;12206080;6786762143;1784;52774;0;0;0;0;0;0;0;0;0;0;5076;0.003088462;
14694;2892695;2892575;3486523392;12206080;6786762143;1784;52774;0;0;0;0;0;0;0;0;0;0;5076;0.002904076;
14695;4577635;4577535;3486523392;12206080;6786762143;1785;49494;0;0;0;0;0;0;0;38843;0;0;5076;0.004580019;
14696;4710283;4710103;3488882688;12206080;6803543155;1785;49494;0;0;0;0;0;0;0;0;197510;0;5076;0.004713059;
14697;3084104;3083993;3488882688;12206080;6803543155;1785;49494;0;0;0;0;0;0;0;0;0;0;5076;0.003086798;
14698;3334684;3334564;3488882688;12206080;6803543155;1785;49494;0;0;0;0;0;0;0;0;0;0;5076;0.003336748;
14699;3477651;3477501;3488882688;12206080;6803411059;1785;49494;0;0;0;0;0;0;0;0;0;0;5076;0.003480817;
14700;5781802;5781662;3488882688;12206080;6803411059;1786;49423;0;0;0;0;0;0;0;46137;0;0;5076;0.005784939;
14701;3379798;3379668;3488882688;12206080;6803411059;1786;49423;0;0;0;0;0;0;0;0;0;0;5076;0.003383465;
14702;3349220;3349100;3488882688;12206080;6803411059;1786;49423;0;0;0;0;0;0;0;0;0;0;5076;0.003352126;
14703;3066951;3066831;3488882688;12206080;6803411059;1786;49423;0;0;0;0;0;0;0;0;0;0;5076;0.003069105;
14704;5926404;5926223;3491110912;12206080;6803411871;1787;49448;0;0;0;0;0;0;0;36589;183053;0;5076;0.00592936;
14705;3226420;3226310;3491110912;12206080;6803484191;1787;49448;0;0;0;0;0;0;0;0;0;0;5076;0.003229346;
14706;3132605;3132495;3491241984;12206080;6803556383;1787;49448;0;0;0;0;0;0;0;0;0;0;5076;0.003135209;
14707;2963167;2962996;3491241984;12206080;6803556383;1787;49448;0;0;0;0;0;0;0;0;0;0;5076;0.002966153;
14708;4302879;4302769;3491241984;12206080;6803556383;1788;54905;0;0;0;0;0;0;0;36318;0;0;5076;0.004305313;
14709;3928236;3928126;3493339136;12206080;6803556511;1788;54905;0;0;0;0;0;0;0;0;185688;0;5076;0.003930772;
14710;2888657;2888347;3493339136;12206080;6803556511;1788;54905;0;0;0;0;0;0;0;0;0;0;5076;0.002890971;
14711;2876574;2876464;3493339136;12206080;6803556511;1788;54905;0;0;0;0;0;0;0;0;0;0;5076;0.002878949;
14712;2708239;2708108;3493339136;12206080;6803556511;1788;54905;0;0;0;0;0;0;0;0;0;0;5076;0.002710553;
14713;4362200;4362080;3493339136;12206080;6803556511;1789;54814;0;0;0;0;0;0;0;36589;0;0;5076;0.004364525;
14714;4837562;4837452;3495698432;12206080;6803574711;1789;54814;0;0;0;0;0;0;0;0;238437;0;5076;0.004840107;
14715;2916219;2916079;3495829504;12206080;6803647543;1789;54814;0;0;0;0;0;0;0;0;0;0;5076;0.002919324;
14716;2896391;2896281;3495829504;12206080;6803720247;1789;54814;0;0;0;0;0;0;0;0;0;0;5076;0.002898606;
14717;2740789;2740659;3495829504;12206080;6803720247;1789;54814;0;0;0;0;0;0;0;0;0;0;5076;0.002742954;
14718;5515013;5514903;3498057728;12206080;6803744047;1790;205;0;0;0;0;0;0;0;35426;286918;0;5076;0.005517036;
14719;3070919;3070799;3498319872;12206080;6803740731;1790;205;0;0;0;0;0;0;0;0;0;0;5076;0.003073754;
14720;2860174;2860054;3498450944;12206080;6803740731;1790;205;0;0;0;0;0;0;0;0;0;0;5076;0.002862368;
14721;2762050;2761950;3498450944;12206080;6803740731;1790;205;0;0;0;0;0;0;0;0;0;0;5076;0.002764494;
14722;2741522;2741410;3498450944;12206080;6803740731;1790;205;0;0;0;0;0;0;0;0;0;0;5076;0.002743595;
14723;4248166;4248046;3498450944;12206080;6820517947;1791;52822;0;0;0;0;0;0;0;36078;0;0;5076;0.004250311;
14724;2918082;2917972;3498582016;12206080;6820517947;1791;52822;0;0;0;0;0;0;0;0;0;0;5076;0.002920717;
14725;2938541;2938421;3498582016;12206080;6820517947;1791;52822;0;0;0;0;0;0;0;0;0;0;5076;0.002941126;
14726;2888507;2888397;3498713088;12206080;6820517947;1791;52822;0;0;0;0;0;0;0;0;0;0;5076;0.002890931;
14727;2751961;2751840;3498713088;12206080;6820517947;1791;52822;0;0;0;0;0;0;0;0;0;0;5076;0.002754085;
14728;5971879;5971779;3500941312;12206080;6837304795;1792;52527;0;0;0;0;0;0;0;36839;224141;0;5076;0.005974033;
14729;3071821;3071711;3500941312;12206080;6837246043;1792;52527;0;0;0;0;0;0;0;0;0;0;5076;0.003074495;
14730;2893416;2893315;3500941312;12206080;6837319259;1792;52527;0;0;0;0;0;0;0;0;0;0;5076;0.002895911;
14731;2880793;2880662;3500941312;12206080;6837319259;1792;52527;0;0;0;0;0;0;0;0;0;0;5076;0.002882906;
14732;2735761;2735631;3500941312;12206080;6837319259;1792;52527;0;0;0;0;0;0;0;0;0;0;5076;0.002738265;
14733;5529600;5529480;3503169536;12206080;6837321695;1793;52846;0;0;0;0;0;0;0;36839;237565;0;5076;0.005531724;
14734;3122395;3122265;3503169536;12206080;6837321823;1793;52846;0;0;0;0;0;0;0;0;0;0;5076;0.003125712;
14735;2937959;2937829;3503169536;12206080;6837321823;1793;52846;0;0;0;0;0;0;0;0;0;0;5076;0.002940594;
14736;2840076;2839945;3503169536;12206080;6837321823;1793;52846;0;0;0;0;0;0;0;0;0;0;5076;0.002842851;
14737;2783069;2782959;3503169536;12206080;6837321823;1793;52846;0;0;0;0;0;0;0;0;0;0;5076;0.002785193;
14738;5900224;5900124;3505266688;12206080;6837321823;1794;49581;0;0;0;0;0;0;0;35617;214452;0;5076;0.005902069;
14739;3146510;3146390;3505266688;12206080;6837321951;1794;49581;0;0;0;0;0;0;0;0;0;0;5076;0.003149416;
14740;2937288;2937178;3505266688;12206080;6837321951;1794;49581;0;0;0;0;0;0;0;0;0;0;5076;0.002939462;
14741;2822743;2822633;3505266688;12206080;6837321951;1794;49581;0;0;0;0;0;0;0;0;0;0;5076;0.002825168;
14742;6210717;6210546;3507757056;12206080;6837326207;1795;49476;0;0;0;0;0;0;0;35757;174417;0;5076;0.006212691;
14743;3109691;3109571;3507888128;12206080;6837326335;1795;49476;0;0;0;0;0;0;0;0;0;0;5076;0.003112727;
14744;2941656;2941546;3507888128;12206080;6837326335;1795;49476;0;0;0;0;0;0;0;0;0;0;5076;0.002943871;
14745;2769193;2769083;3507888128;12206080;6837326335;1795;49476;0;0;0;0;0;0;0;0;0;0;5076;0.002771417;
14746;2970731;2970551;3507888128;12206080;6837326335;1795;49476;0;0;0;0;0;0;0;0;0;0;5076;0.002972705;
14747;6524084;6523894;3509985280;12206080;6837327343;1796;54205;0;0;0;0;0;0;0;46778;190086;0;5076;0.006526469;
14748;3279390;3279189;3509985280;12206080;6837327471;1796;54205;0;0;0;0;0;0;0;0;0;0;5076;0.003283126;
14749;3009553;3009353;3509985280;12206080;6837257327;1796;54205;0;0;0;0;0;0;0;0;0;0;5076;0.00301261;
14750;2840777;2840617;3509985280;12206080;6837257327;1796;54205;0;0;0;0;0;0;0;0;0;0;5076;0.002843773;
14751;4303971;4303861;3509985280;12206080;6837257327;1797;54174;0;0;0;0;0;0;0;36278;0;0;5076;0.004306065;
14752;2825359;2825248;3509985280;12206080;6837257327;1797;54174;0;0;0;0;0;0;0;0;0;0;5076;0.002828094;
14753;2754245;2754145;3509985280;12206080;6837257327;1797;54174;0;0;0;0;0;0;0;0;0;0;5076;0.002756409;
14754;2738937;2738827;3509985280;12206080;6837257327;1797;54174;0;0;0;0;0;0;0;0;0;0;5076;0.00274123;
14755;2774703;2774593;3509985280;12206080;6837257327;1797;54174;0;0;0;0;0;0;0;0;0;0;5076;0.002776828;
14756;2745699;2745589;3509985280;12206080;6837257327;1797;54174;0;0;0;0;0;0;0;0;0;0;5076;0.002747943;
14757;4279826;4279636;3509985280;12206080;6837257327;1798;52799;0;0;0;0;0;0;0;35527;0;0;5076;0.00428181;
14758;2829947;2829837;3509985280;12206080;6837257327;1798;52799;0;0;0;0;0;0;0;0;0;0;5076;0.002832491;
14759;2749546;2749436;3509985280;12206080;6837253211;1798;52799;0;0;0;0;0;0;0;0;0;0;5076;0.002751671;
14760;3133276;3133146;3509985280;12206080;6837253211;1798;52799;0;0;0;0;0;0;0;0;0;0;5076;0.003135319;
14761;3124219;3124069;3509985280;12206080;6837253211;1798;52799;0;0;0;0;0;0;0;0;0;0;5076;0.003126894;
14762;5007531;5007381;3510116352;12206080;6837253211;1799;72;0;0;0;0;0;0;0;41157;0;0;5076;0.005010677;
14763;3351044;3350834;3510116352;12206080;6837253211;1799;72;0;0;0;0;0;0;0;0;0;0;5076;0.00335459;
14764;3399665;3399475;3510116352;12206080;6837253211;1799;72;0;0;0;0;0;0;0;0;0;0;5076;0.003403343;
14765;3159375;3159185;3510116352;12206080;6837253211;1799;72;0;0;0;0;0;0;0;0;0;0;5076;0.003162009;
14766;5160557;5160347;3510247424;12206080;6837253211;1800;72;0;0;0;0;0;0;0;39654;0;0;5076;0.005164135;
14767;3320126;3319906;3510247424;12206080;6837253211;1800;72;0;0;0;0;0;0;0;0;0;0;5076;0.003323252;
14768;3332480;3332239;3510247424;12206080;6837253211;1800;72;0;0;0;0;0;0;0;0;0;0;5076;0.003335525;
14769;3239445;3239225;3510247424;12206080;6837253211;1800;72;0;0;0;0;0;0;0;0;0;0;5076;0.00324205;
14770;3099653;3099473;3510247424;12206080;6837253211;1800;72;0;0;0;0;0;0;0;0;0;0;5076;0.003102187;
14771;5908991;5908800;3510378496;12206080;6837253211;1801;54341;0;0;0;0;0;0;0;41258;0;0;5076;0.005911386;
14772;3466260;3466070;3510378496;12206080;6837253211;1801;54341;0;0;0;0;0;0;0;0;0;0;5076;0.003469286;
14773;3191044;3190934;3510378496;12206080;6837253211;1801;54341;0;0;0;0;0;0;0;0;0;0;5076;0.003194571;
14774;3096086;3095975;3510378496;12206080;6837253211;1801;54341;0;0;0;0;0;0;0;0;0;0;5076;0.00309851;
14775;4911360;4911190;3510378496;12206080;6837253211;1802;53975;0;0;0;0;0;0;0;37641;0;0;5076;0.004914116;
14776;3341887;3341707;3510378496;12206080;6837253211;1802;53975;0;0;0;0;0;0;0;0;0;0;5076;0.003345393;
14777;3181045;3180845;3510378496;12206080;6837253211;1802;53975;0;0;0;0;0;0;0;0;0;0;5076;0.003183681;
14778;3132624;3132444;3510378496;12206080;6837253211;1802;53975;0;0;0;0;0;0;0;0;0;0;5076;0.003134979;
14779;2977313;2977203;3510378496;12206080;6837251727;1802;53975;0;0;0;0;0;0;0;0;0;0;5076;0.002979828;
14780;4679826;4679716;3510378496;12206080;6837251727;1803;52844;0;0;0;0;0;0;0;36649;0;0;5076;0.00468222;
14781;3130520;3130320;3510378496;12206080;6837251727;1803;52844;0;0;0;0;0;0;0;0;0;0;5076;0.003132895;
14782;3184381;3184261;3510378496;12206080;6837251727;1803;52844;0;0;0;0;0;0;0;0;0;0;5076;0.003187378;
14783;3199831;3199701;3510378496;12206080;6837251727;1803;52844;0;0;0;0;0;0;0;0;0;0;5076;0.003202215;
14784;2950133;2950022;3510378496;12206080;6837251727;1803;52844;0;0;0;0;0;0;0;0;0;0;5076;0.002952947;
14785;4594907;4594727;3510378496;12206080;6837251727;1804;53139;0;0;0;0;0;0;0;36449;0;0;5076;0.004597352;
14786;3657329;3657229;3510378496;12206080;6837251727;1804;53139;0;0;0;0;0;0;0;0;0;0;5076;0.003660484;
14787;3097850;3097739;3510378496;12206080;6837251727;1804;53139;0;0;0;0;0;0;0;0;0;0;5076;0.003100415;
14788;3133135;3132895;3510509568;12206080;6837251727;1804;53139;0;0;0;0;0;0;0;0;0;0;5076;0.00313558;
14789;3392922;3392722;3510509568;12206080;6837238383;1804;53139;0;0;0;0;0;0;0;0;0;0;5076;0.003395026;
14790;5445902;5445752;3510509568;12206080;6837238383;1805;54770;0;0;0;0;0;0;0;39614;0;0;5076;0.00544945;
14791;3221161;3221030;3510509568;12206080;6837238383;1805;54770;0;0;0;0;0;0;0;0;0;0;5076;0.003224236;
14792;3265524;3265404;3510509568;12206080;6837238383;1805;54770;0;0;0;0;0;0;0;0;0;0;5076;0.00326886;
14793;3063405;3063315;3510640640;12206080;6837238383;1805;54770;0;0;0;0;0;0;0;0;0;0;5076;0.00306591;
14794;5826587;5826487;3512737792;12206080;6854052547;1806;54527;0;0;0;0;0;0;0;37901;230613;0;5076;0.00582859;
14795;3270783;3270683;3512737792;12206080;6854052675;1806;54527;0;0;0;0;0;0;0;0;0;0;5076;0.003273519;
14796;3029050;3028930;3512737792;12206080;6854052675;1806;54527;0;0;0;0;0;0;0;0;0;0;5076;0.003031916;
14797;2994124;2994004;3512737792;12206080;6854052675;1806;54527;0;0;0;0;0;0;0;0;0;0;5076;0.0029969;
14798;5178381;5178250;3512737792;12206080;6854052675;1807;53081;0;0;0;0;0;0;0;50525;0;0;5076;0.005181517;
14799;5625669;5625549;3514966016;12206080;6854077303;1807;53081;0;0;0;0;0;0;0;0;246433;0;5076;0.005629847;
14800;3300390;3300249;3514966016;12206080;6854077303;1807;53081;0;0;0;0;0;0;0;0;0;0;5076;0.003304377;
14801;3252850;3252740;3514966016;12206080;6854077303;1807;53081;0;0;0;0;0;0;0;0;0;0;5076;0.003255906;
14802;6315033;6314933;3517194240;12206080;6854085339;1808;82;0;0;0;0;0;0;0;37320;399159;0;5076;0.006317377;
14803;3322721;3322601;3517325312;12206080;6854085467;1808;82;0;0;0;0;0;0;0;0;0;0;5076;0.003326237;
14804;3758538;3758428;3517325312;12206080;6854085467;1808;82;0;0;0;0;0;0;0;0;0;0;5076;0.003761595;
14805;3558143;3558033;3517456384;12206080;6854085467;1808;82;0;0;0;0;0;0;0;0;0;0;5076;0.003561338;
14806;4840347;4840217;3517456384;12206080;6854085467;1809;53859;0;0;0;0;0;0;0;36990;0;0;5076;0.004843183;
14807;3209068;3208938;3517718528;12206080;6870862683;1809;53859;0;0;0;0;0;0;0;0;0;0;5076;0.003212714;
14808;3187758;3187628;3517718528;12206080;6870862683;1809;53859;0;0;0;0;0;0;0;0;0;0;5076;0.003190594;
14809;3203478;3203367;3517718528;12206080;6870860779;1809;53859;0;0;0;0;0;0;0;0;0;0;5076;0.003206904;
14810;3004394;3004284;3517718528;12206080;6870860779;1809;53859;0;0;0;0;0;0;0;0;0;0;5076;0.003006808;
14811;4481154;4481024;3517718528;12206080;6870860779;1810;52636;0;0;0;0;0;0;0;35817;0;0;5076;0.004484079;
14812;3247751;3247611;3517718528;12206080;6870860779;1810;52636;0;0;0;0;0;0;0;0;0;0;5076;0.003251157;
14813;3280222;3280112;3517718528;12206080;6870860779;1810;52636;0;0;0;0;0;0;0;0;0;0;5076;0.003282997;
14814;3058696;3058576;3517718528;12206080;6870860779;1810;52636;0;0;0;0;0;0;0;0;0;0;5076;0.003061671;
14815;2933141;2933031;3517718528;12206080;6870860779;1810;52636;0;0;0;0;0;0;0;0;0;0;5076;0.002935195;
14816;5684941;5684621;3519815680;12206080;6870866491;1811;49927;0;0;0;0;0;0;0;36429;254758;0;5076;0.005687175;
14817;3234907;3234767;3519815680;12206080;6870940347;1811;49927;0;0;0;0;0;0;0;0;0;0;5076;0.003238413;
14818;2990298;2990157;3519946752;12206080;6871014075;1811;49927;0;0;0;0;0;0;0;0;0;0;5076;0.002993614;
14819;2799771;2799660;3519946752;12206080;6871014075;1811;49927;0;0;0;0;0;0;0;0;0;0;5076;0.002802165;
14820;5479766;5479646;3522043904;12206080;6871015839;1812;49421;0;0;0;0;0;0;0;35847;204484;0;5076;0.00548224;
14821;3134318;3134148;3522043904;12206080;6871015967;1812;49421;0;0;0;0;0;0;0;0;0;0;5076;0.003136703;
14822;2945153;2945043;3522174976;12206080;6871015967;1812;49421;0;0;0;0;0;0;0;0;0;0;5076;0.002947657;
14823;2860665;2860475;3522174976;12206080;6871015967;1812;49421;0;0;0;0;0;0;0;0;0;0;5076;0.002862709;
14824;2786225;2785975;3522174976;12206080;6871015967;1812;49421;0;0;0;0;0;0;0;0;0;0;5076;0.002788409;
14825;6251133;6250722;3524403200;12206080;6871016135;1813;52617;0;0;0;0;0;0;0;36408;174838;0;5076;0.006253597;
14826;3093021;3092911;3524403200;12206080;6871016135;1813;52617;0;0;0;0;0;0;0;0;0;0;5076;0.003096177;
14827;2935024;2934914;3524403200;12206080;6871016135;1813;52617;0;0;0;0;0;0;0;0;0;0;5076;0.00293825;
14828;2810060;2809939;3524403200;12206080;6871016135;1813;52617;0;0;0;0;0;0;0;0;0;0;5076;0.002812905;
14829;2788640;2788519;3524403200;12206080;6871016135;1813;52617;0;0;0;0;0;0;0;0;0;0;5076;0.002790813;
14830;5913720;5913600;3526500352;12206080;6887800583;1814;52992;0;0;0;0;0;0;0;35817;214362;0;5076;0.005916105;
14831;3209479;3209359;3526500352;12206080;6887800647;1814;52992;0;0;0;0;0;0;0;0;0;0;5076;0.003212484;
14832;2966703;2966563;3526500352;12206080;6887800647;1814;52992;0;0;0;0;0;0;0;0;0;0;5076;0.00296991;
14833;2817834;2817724;3526500352;12206080;6887800647;1814;52992;0;0;0;0;0;0;0;0;0;0;5076;0.002820148;
14834;5785690;5785509;3528859648;12206080;6887804903;1815;54637;0;0;0;0;0;0;0;36729;231063;0;5076;0.005788205;
14835;3123678;3123488;3528859648;12206080;6887805031;1815;54637;0;0;0;0;0;0;0;0;0;0;5076;0.003126152;
14836;2880152;2880041;3528859648;12206080;6887805031;1815;54637;0;0;0;0;0;0;0;0;0;0;5076;0.002883047;
14837;2876704;2876584;3528859648;12206080;6887805031;1815;54637;0;0;0;0;0;0;0;0;0;0;5076;0.002879069;
14838;2793198;2793068;3528859648;12206080;6887805031;1815;54637;0;0;0;0;0;0;0;0;0;0;5076;0.002795512;
14839;6099809;6099698;3531087872;12206080;6887829503;1816;53173;0;0;0;0;0;0;0;37220;266389;0;5076;0.006101713;
14840;3097269;3097128;3531087872;12206080;6887903871;1816;53173;0;0;0;0;0;0;0;0;0;0;5076;0.003099963;
14841;2907002;2906892;3531087872;12206080;6887978111;1816;53173;0;0;0;0;0;0;0;0;0;0;5076;0.002909406;
14842;2784281;2784181;3531087872;12206080;6887978111;1816;53173;0;0;0;0;0;0;0;0;0;0;5076;0.002786516;
14843;2792246;2792136;3531087872;12206080;6887978111;1816;53173;0;0;0;0;0;0;0;0;0;0;5076;0.002794741;
14844;6752383;6752263;3533316096;12206080;6888002055;1817;49717;0;0;0;0;0;0;0;36519;259176;0;5076;0.006754907;
14845;3235748;3235618;3533316096;12206080;6888002055;1817;49717;0;0;0;0;0;0;0;0;0;0;5076;0.003238944;
14846;2944612;2944482;3533316096;12206080;6888002055;1817;49717;0;0;0;0;0;0;0;0;0;0;5076;0.002947357;
14847;2794731;2794611;3533316096;12206080;6888002055;1817;49717;0;0;0;0;0;0;0;0;0;0;5076;0.002796805;
14848;4453832;4453722;3533316096;12206080;6888002055;1818;49422;0;0;0;0;0;0;0;37610;0;0;5076;0.004455916;
14849;3099232;3099122;3533316096;12206080;6887788383;1818;49422;0;0;0;0;0;0;0;0;0;0;5076;0.003101837;
14850;3140790;3140650;3533316096;12206080;6887788383;1818;49422;0;0;0;0;0;0;0;0;0;0;5076;0.003143505;
14851;3000337;3000237;3533316096;12206080;6887788383;1818;49422;0;0;0;0;0;0;0;0;0;0;5076;0.003002741;
