
07-05 14:58:25.644 16943 16967 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);GhostUpdateSystem:UpdateJob (Burst);Idle;OculusRuntime.WaitToBeginFrame;GameClient Unity.Entities.SimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-05 14:58:26.107 16943 16967 I Unity   : [STATISTIC]310;13279688;0;13279167;735195136;15872000;897306487;209;261;156;0;0;573;839635;0;0;2315990;8012500;270625;0;0;0.01328719;
07-05 14:58:26.121 16943 16967 I Unity   : [STATISTIC]311;14332292;0;14331928;736616448;15872000;897306487;104;156;313;0;0;364;975312;0;0;28185886;10137396;320885;0;0;0.01434021;
07-05 14:58:26.134 16943 16967 I Unity   : [STATISTIC]312;13863906;0;13863490;737353728;15872000;897306487;156;313;469;0;0;417;858855;0;0;13935468;9365729;263802;0;0;0.01387828;
07-05 14:58:26.148 16943 16967 I Unity   : [STATISTIC]313;23878177;0;23877448;738426880;15872000;897314679;1969583;1272813;310886;0;0;1354;8994219;0;0;68455051;3379739;1388073;0;27;0.02388672;
07-05 14:58:26.161 16943 16967 I Unity   : [STATISTIC]314;5088646;0;5088333;738676736;15872000;897314679;10781;41458;88646;0;0;833;2167032;0;0;14037449;65729;323438;0;27;0.005101355;
07-05 14:58:26.175 16943 16967 I Unity   : [STATISTIC]315;10473593;0;10473229;738676736;15872000;897314679;0;0;0;0;0;0;0;0;0;20347706;7626875;381614;0;27;0.01047974;
07-05 14:58:26.188 16943 16967 I Unity   : [STATISTIC]316;17011302;0;17010781;738820096;15872000;897314679;21511;52500;133854;0;0;938;2340261;0;0;20127864;11084531;395521;0;27;0.01701453;
07-05 14:58:26.203 16943 16967 I Unity   : [STATISTIC]317;11082447;0;11082083;738820096;15872000;897314679;8542;29062;53333;0;0;625;1191093;0;0;21300785;6963907;308854;0;27;0.01110844;
07-05 14:58:26.217 16943 16967 I Unity   : [STATISTIC]318;15838281;0;15837760;739135488;15872000;897314679;9062;30208;50677;0;0;573;1368230;0;0;18395627;11110208;395833;0;27;0.01584302;
07-05 14:58:26.231 16943 16967 I Unity   : [STATISTIC]319;12721875;0;12721562;739135488;15872000;897314679;8646;38281;55937;0;0;677;1095573;0;0;14369843;8595052;329844;0;27;0.01274443;
07-05 14:58:26.246 16943 16967 I Unity   : [STATISTIC]320;13451355;0;13451041;739135488;15872000;897314679;0;0;0;0;0;0;0;0;0;14464634;10373802;393698;0;27;0.01346151;
07-05 14:58:26.258 16943 16967 I Unity   : [STATISTIC]321;17186354;0;17185625;739135488;15872000;897314679;12396;50781;80729;0;0;937;1589167;0;0;33293339;12020468;435104;0;27;0.01719297;
07-05 14:58:26.273 16943 16967 I Unity   : [STATISTIC]322;11219479;0;11219166;739135488;15872000;897314679;7969;30677;47240;0;0;782;1192188;0;0;21526200;6995834;298230;0;27;0.01124495;
07-05 14:58:26.287 16943 16967 I Unity   : [STATISTIC]323;13895521;0;13895052;739373056;15872000;897314679;6615;26354;43698;0;0;625;970677;0;0;15446355;10217292;263281;0;27;0.01390588;
07-05 14:58:26.300 16943 16967 I Unity   : [STATISTIC]324;16059739;0;16059323;739373056;15872000;897183607;13489;35469;69531;0;0;990;1578751;0;0;31038385;10838698;477500;0;27;0.016065;
07-05 14:58:26.314 16943 16967 I Unity   : [STATISTIC]325;11375208;0;11374844;739373056;15872000;897183607;8385;52240;46927;0;0;677;1113385;0;0;13369216;7026927;285781;0;27;0.01139396;
07-05 14:58:26.329 16943 16967 I Unity   : [STATISTIC]326;13608177;0;13607812;739373056;15872000;897183607;0;0;0;0;0;0;0;0;0;14660625;10527500;443021;0;27;0.0136163;
07-05 14:58:26.342 16943 16967 I Unity   : [STATISTIC]327;16206198;0;16205833;739614720;15872000;897183607;8750;42708;67813;0;0;1041;1306093;0;0;31788230;11848906;343385;0;27;0.01621776;
07-05 14:58:26.357 16943 16967 I Unity   : [STATISTIC]328;12354687;0;12354167;739614720;15872000;897183607;9219;39010;43438;0;0;572;1042656;0;0;14075415;8539948;280677;0;27;0.01236537;
07-05 14:58:26.369 16943 16967 I Unity   : [STATISTIC]329;15329948;0;15329583;739614720;15872000;897183607;13646;37657;67396;0;0;833;1527135;0;0;17827809;10397344;451250;0;27;0.01533667;
07-05 14:58:26.384 16943 16967 I Unity   : [STATISTIC]330;11925885;0;11925521;739614720;15872000;897183607;8437;29479;45781;0;0;677;1111406;0;0;13807027;7832395;279896;0;27;0.01194104;
07-05 14:58:26.398 16943 16967 I Unity   : [STATISTIC]331;14688177;0;14687864;739860480;15872000;897183607;8855;32395;47552;0;0;885;1184739;0;0;16704580;10532813;298750;0;27;0.01470875;
07-05 14:58:26.413 16943 16967 I Unity   : [STATISTIC]332;13119896;0;13119427;739860480;15872000;897183607;0;0;0;0;0;0;0;0;0;14509584;9844896;439011;0;27;0.0131299;
07-05 14:58:26.426 16943 16967 I Unity   : [STATISTIC]333;15328698;0;15328177;739860480;15872000;897183607;8334;33177;48490;0;0;1198;1088385;0;0;16427448;11241198;329636;0;27;0.01534167;
07-05 14:58:26.445 16943 16967 I Unity   : [STATISTIC]334;14125990;0;14125677;739860480;15872000;897183607;9947;54792;63646;0;0;1145;1352291;0;0;27371983;9643229;410625;0;27;0.01413505;
07-05 14:58:26.459 16943 16967 I Unity   : [STATISTIC]335;20089270;0;20088802;739860480;15872000;897183607;12812;40990;72708;0;0;1615;1946719;0;0;19548230;14302031;502500;0;27;0.02009354;
07-05 14:58:26.474 16943 16967 I Unity   : [STATISTIC]336;12026979;0;12026667;739860480;15872000;897183607;8177;29323;44584;0;0;1146;1173437;0;0;22040159;7752604;278750;0;27;0.01205438;
07-05 14:58:26.488 16943 16967 I Unity   : [STATISTIC]337;15661198;0;15660782;739860480;15872000;897183607;22708;73021;84010;0;0;1302;1657709;0;0;18083230;10770938;645312;0;27;0.01567318;
07-05 14:58:26.502 16943 16967 I Unity   : [STATISTIC]338;14634844;0;14634479;739934208;15872000;897183607;7761;29114;50729;0;0;886;1063593;0;0;16403962;9403698;280260;0;27;0.01464359;
07-05 14:58:26.515 16943 16967 I Unity   : [STATISTIC]339;14233021;0;14232396;739934208;15872000;897183607;14843;47187;83489;0;0;1146;2226355;0;0;16161251;8428385;413281;0;27;0.01423359;
07-05 14:58:26.530 16943 16967 I Unity   : [STATISTIC]340;11754011;0;11753542;739934208;15872000;897183607;8072;32761;47396;0;0;625;1485209;0;0;13988852;7291823;247292;0;27;0.01177734;
07-05 14:58:26.545 16943 16967 I Unity   : [STATISTIC]341;14369167;0;14368645;739934208;15872000;897183607;0;0;0;0;0;0;0;0;0;15631924;10754739;561719;0;27;0.0143826;
07-05 14:58:26.557 16943 16967 I Unity   : [STATISTIC]342;16542760;0;16542343;739934208;15872000;897183607;11198;57239;102656;0;0;833;1770470;0;0;18974996;11426354;543750;0;27;0.01655229;
07-05 14:58:26.572 16943 16967 I Unity   : [STATISTIC]343;11504427;0;11504063;740167680;15872000;897183607;9531;31511;57553;0;0;312;1302291;0;0;13349580;7374427;301979;0;27;0.01151276;
07-05 14:58:26.585 16943 16967 I Unity   : [STATISTIC]344;15154167;0;15153542;740167680;15872000;897183607;11406;32656;85000;0;0;886;1618124;0;0;17519272;10335364;377448;0;27;0.01512167;
07-05 14:58:26.603 16943 16967 I Unity   : [STATISTIC]345;12221198;0;12220625;740167680;15872000;897183607;7500;27343;48229;0;0;885;1075782;0;0;13908850;8385157;281146;0;27;0.0122775;
07-05 14:58:26.617 16943 16967 I Unity   : [STATISTIC]346;17482031;0;17481615;740167680;15872000;897183607;0;0;0;0;0;0;0;0;0;19051151;13976718;650885;0;27;0.01748271;
07-05 14:58:26.629 16943 16967 I Unity   : [STATISTIC]347;16370260;0;16369948;740409344;15872000;897183607;22708;62292;153021;0;0;1094;2630834;0;0;19221359;10194218;452292;0;27;0.01640229;
07-05 14:58:26.643 16943 16967 I Unity   : [STATISTIC]348;10488542;0;10488177;740409344;15872000;897183607;9635;33906;54323;0;0;1094;1347084;0;0;12480052;6214167;308177;0;27;0.01049536;
07-05 14:58:26.659 16943 16967 I Unity   : [STATISTIC]349;12836875;0;12836562;740409344;15872000;897183607;0;0;0;0;0;0;0;0;0;14240057;9604375;415730;0;27;0.0128449;
07-05 14:58:26.673 16943 16967 I Unity   : [STATISTIC]350;18812813;0;18812500;740528128;15872000;897183607;13333;42864;80938;0;0;1511;2084896;0;0;22031661;12426615;595312;0;27;0.01882318;
07-05 14:58:26.686 16943 16967 I Unity   : [STATISTIC]351;11549687;0;11549167;740556800;15872000;897183607;11354;35365;54948;0;0;468;1157448;0;0;13452077;7116094;298854;0;27;0.01157036;
07-05 14:58:26.699 16943 16967 I Unity   : [STATISTIC]352;14627240;0;14626928;740556800;15872000;897183607;12604;36875;87448;0;0;573;1617604;0;0;27964635;9187552;432500;0;27;0.01463261;
07-05 14:58:26.713 16943 16967 I Unity   : [STATISTIC]353;12820312;0;12819583;740720640;15872000;897183607;11041;33803;51407;0;0;729;1562240;0;0;24206201;7308750;350469;0;27;0.01282276;
07-05 14:58:26.728 16943 16967 I Unity   : [STATISTIC]354;11863594;0;11863229;740720640;15872000;897183607;0;0;0;0;0;0;0;0;0;13139271;7902500;478334;0;27;0.01191182;
07-05 14:58:26.741 16943 16967 I Unity   : [STATISTIC]355;16226406;0;16225938;740720640;15872000;897183607;10521;37604;52709;0;0;729;1244582;0;0;18425668;11855000;286145;0;27;0.01623818;
07-05 14:58:26.754 16943 16967 I Unity   : [STATISTIC]356;14650260;0;14649583;740720640;15872000;897183607;10469;39531;74583;0;0;1094;1459948;0;0;17561251;8889740;486302;0;27;0.01464922;
07-05 14:58:26.768 16943 16967 I Unity   : [STATISTIC]357;11788646;0;11788230;740720640;15872000;897183607;11094;35468;50156;0;0;1250;1408124;0;0;14157861;6722188;312032;0;27;0.01182891;
07-05 14:58:26.782 16943 16967 I Unity   : [STATISTIC]358;14462864;0;14462344;740720640;15872000;897183607;9792;33489;52344;0;0;1146;1863855;0;0;16358067;9037395;331823;0;27;0.0144937;
07-05 14:58:26.796 16943 16967 I Unity   : [STATISTIC]359;15026042;0;15025052;740720640;15872000;897183607;14479;57552;88229;0;0;625;1979166;0;0;18163441;8804271;469792;0;27;0.01502438;
07-05 14:58:26.854 16943 16967 I Unity   : [STATISTIC]360;11826094;0;11825521;740720640;15872000;897183607;0;0;0;0;0;0;0;0;0;13398542;7424114;1216719;0;27;0.01185912;
07-05 14:58:26.880 16943 16967 I Unity   : [STATISTIC]361;74602396;0;74601615;741945344;15872000;899421879;10313;35625;47865;0;0;834;1338438;0;0;92902609;5886354;772500;0;27;0.07461412;
07-05 14:58:26.894 16943 16967 I Unity   : [STATISTIC]362;18583333;0;18582813;743809024;15872000;1327306423;1163072;555782;220937;0;0;226874;7216668;0;0;25884740;5259323;420729;0;27;0.01859729;
07-05 14:58:26.903 16943 16967 I Unity   : [STATISTIC]363;9119427;0;9118959;745353216;15872000;1327306423;586719;93125;127709;0;0;56510;3085626;0;0;12752701;116823;637656;0;27;0.009135573;
07-05 14:58:26.910 16943 16967 I Unity   : [STATISTIC]364;5264844;0;5264427;745353216;15872000;1327306315;0;0;0;0;0;0;0;0;0;7680630;99740;479479;0;27;0.005277239;
07-05 14:58:26.922 16943 16967 I Unity   : [STATISTIC]365;8480885;0;8480469;746147840;15872000;1327306315;513646;77187;100209;0;0;47343;1991718;0;0;10522816;1826822;356406;0;27;0.008491771;
07-05 14:58:26.934 16943 16967 I Unity   : [STATISTIC]366;10700312;0;10699948;746299392;15872000;1327306315;0;0;0;0;0;0;0;0;0;20017606;5557812;478073;0;27;0.01070719;
07-05 14:58:27.182 16943 16967 I Unity   : [STATISTIC]367;251171771;0;251171458;774975488;15872000;1337829035;723334;83177;118802;0;3544;78646;2592813;0;0;487865519;7116458;3680104;0;27;0.2511859;
07-05 14:58:27.202 16943 16967 I Unity   : [STATISTIC]368;23355678;0;23355364;782548992;15872000;1348339435;2366823;411875;541823;0;465935;237811;8489377;0;0;32710834;60625;2466875;0;27;0.02336474;
07-05 14:58:27.220 16943 16967 I Unity   : [STATISTIC]369;18437969;0;18437552;789299200;15872000;1375635243;725105;110312;121250;445312;160470;99427;3209791;0;0;30688588;53958;2171927;0;27;0.01844984;
07-05 14:58:27.232 16943 16967 I Unity   : [STATISTIC]370;11770209;0;11769739;794689536;15872000;1379833675;586146;106771;121718;0;64324;129584;2924584;0;0;12687344;44114;1298490;0;27;0.01178021;
07-05 14:58:27.248 16943 16967 I Unity   : [STATISTIC]371;11345000;0;11344636;799797248;15872000;1384027979;710938;85000;129114;0;73073;177553;2779375;0;0;10805417;48385;1365677;0;27;0.01136193;
07-05 14:58:27.263 16943 16967 I Unity   : [STATISTIC]372;14593437;0;14593073;801054720;15872000;1384027979;636146;80834;125781;0;85886;168281;2872239;0;0;22417654;5059896;1367135;0;27;0.01460297;
07-05 14:58:27.279 16943 16967 I Unity   : [STATISTIC]373;15779010;0;15778333;801648640;15872000;1400805195;580052;93021;161250;0;62136;117500;2987187;0;0;18376920;5254583;1652969;0;27;0.01578964;
07-05 14:58:27.299 16943 16967 I Unity   : [STATISTIC]374;25100625;0;25100052;804368384;15872000;1400813387;28490;79480;166093;99687;58646;126823;1983905;0;0;37843181;4916146;2192291;0;27;0.02511203;
07-05 14:58:27.311 16943 16967 I Unity   : [STATISTIC]375;11985104;0;11984687;808898560;15872000;1400846251;19166;146093;122395;132864;92135;177135;1744479;0;0;14106823;47240;3809375;0;27;0.01199792;
07-05 14:58:27.319 16943 16967 I Unity   : [STATISTIC]376;8051094;0;8050520;809250816;15872000;1400850411;15000;82136;108906;0;45833;145261;1381198;0;0;8888443;43334;1250834;0;27;0.008060104;
07-05 14:58:27.334 16943 16967 I Unity   : [STATISTIC]377;8318594;0;8318229;811610112;15872000;1417668723;0;0;0;171511;46041;0;0;0;0;11987861;47812;2662812;0;27;0.008328854;
07-05 14:58:27.349 16943 16967 I Unity   : [STATISTIC]378;17230989;0;17230521;811892736;15872000;1434454291;52709;115938;263958;0;116042;164063;2546927;0;0;11895987;6962708;1265937;0;27;0.01724073;
07-05 14:58:27.361 16943 16967 I Unity   : [STATISTIC]379;13530521;0;13530209;814227456;15872000;1434496179;26459;82500;105260;178802;62970;168750;1552813;0;0;15547446;3927344;2288385;0;27;0.0135399;
07-05 14:58:27.374 16943 16967 I Unity   : [STATISTIC]380;12491510;0;12490833;816586752;15872000;1434521011;13438;115938;66302;121406;87292;127083;1532760;0;0;12191522;2458073;2598698;0;27;0.01250135;
07-05 14:58:27.388 16943 16967 I Unity   : [STATISTIC]381;12363802;0;12363281;819310592;15872000;1434554771;0;0;0;182709;42500;0;0;0;0;11902664;3688854;2438698;0;27;0.01237724;
07-05 14:58:27.403 16943 16967 I Unity   : [STATISTIC]382;13787240;0;13786875;821424128;15872000;1434578207;13698;89792;57500;170885;64219;116875;1399687;0;0;16337810;4878750;1904115;0;27;0.0137999;
07-05 14:58:27.417 16943 16967 I Unity   : [STATISTIC]383;18558333;0;18557865;823631872;15872000;1434607071;12864;83958;92657;190625;71719;140312;1920000;0;0;15870468;6276667;3519011;0;27;0.01856562;
07-05 14:58:27.428 16943 16967 I Unity   : [STATISTIC]384;12289791;0;12289271;826286080;15872000;1451439583;15156;78854;72604;317084;69479;319115;1758646;0;0;12460467;1502500;2681562;0;27;0.01230109;
07-05 14:58:27.441 16943 16967 I Unity   : [STATISTIC]385;9650573;0;9650208;826589184;15872000;1451448127;16667;89219;74375;0;28333;120364;1417656;0;0;10558852;102031;1192292;0;27;0.009663646;
07-05 14:58:27.458 16943 16967 I Unity   : [STATISTIC]386;13805260;0;13804687;828936192;15872000;1451460671;0;0;0;135469;62083;0;0;0;0;18968286;3705364;2885052;0;27;0.0138151;
07-05 14:58:27.471 16943 16967 I Unity   : [STATISTIC]387;16453333;0;16452656;826417152;15872000;1468299939;30573;75104;115364;342239;114741;180729;1805053;0;0;10006199;6010312;2088541;0;27;0.0164626;
07-05 14:58:27.483 16943 16967 I Unity   : [STATISTIC]388;13477865;0;13477239;829247488;15872000;1468304323;14219;84219;81093;237083;104219;186094;1624532;0;0;15854171;2979062;3061979;0;27;0.01349109;
07-05 14:58:27.497 16943 16967 I Unity   : [STATISTIC]389;12160730;0;12160416;831975424;15872000;1468381219;14271;87188;63490;304844;178542;108229;1461718;0;0;12225156;1948438;2862031;0;27;0.01217094;
07-05 14:58:27.511 16943 16967 I Unity   : [STATISTIC]390;13470157;0;13469479;834260992;15872000;1485195651;13490;84063;59271;192604;60730;188437;1521457;0;0;17718495;3576823;1956042;0;27;0.01347979;
07-05 14:58:27.525 16943 16967 I Unity   : [STATISTIC]391;13722708;0;13722291;834404352;15872000;1485200099;16875;82708;72239;0;64843;147708;1445521;0;0;12532555;4450938;949114;0;27;0.01373432;
07-05 14:58:27.540 16943 16967 I Unity   : [STATISTIC]392;14095209;0;14094791;837087232;15872000;1485235031;0;0;0;262448;53334;0;0;0;0;18190517;5124791;2422500;0;27;0.01410729;
07-05 14:58:27.554 16943 16967 I Unity   : [STATISTIC]393;15408646;0;15408333;839217152;15872000;1485247735;14427;80104;64166;200938;57136;180209;1555364;0;0;7987347;5652552;1840990;0;27;0.01541714;
07-05 14:58:27.568 16943 16967 I Unity   : [STATISTIC]394;11812813;0;11812291;839217152;15872000;1485252247;12604;83802;58541;0;71666;129011;1325834;0;0;16617084;4396094;822292;0;27;0.01182224;
07-05 14:58:27.583 16943 16967 I Unity   : [STATISTIC]395;14152500;0;14152031;839217152;15872000;1485252247;12396;75990;68437;0;61510;185052;1487917;0;0;14171614;5957031;1129479;0;27;0.01415974;
07-05 14:58:27.597 16943 16967 I Unity   : [STATISTIC]396;14811198;0;14810834;839217152;15872000;1485252247;13021;80365;73386;0;29166;195208;1902240;0;0;25541352;7169011;815364;0;27;0.01482042;
07-05 14:58:27.611 16943 16967 I Unity   : [STATISTIC]397;13431615;0;13431094;839606272;15872000;1485252247;15729;80937;73542;0;51562;114323;1420052;0;0;22989173;6096563;845469;0;27;0.01344104;
07-05 14:58:27.625 16943 16967 I Unity   : [STATISTIC]398;13439584;0;13439271;839741440;15872000;1485252247;0;0;0;0;117761;0;0;0;0;17039950;6802083;924583;0;27;0.01344667;
07-05 14:58:27.639 16943 16967 I Unity   : [STATISTIC]399;16955781;0;16955156;841879552;15872000;1485264983;14323;83646;62343;119219;76406;126198;1524011;0;0;28565567;7551094;1931614;0;27;0.01696458;
07-05 14:58:27.651 16943 16967 I Unity   : [STATISTIC]400;12463385;0;12463073;841879552;15872000;1485269527;13802;83958;75938;0;94948;183906;1466198;0;0;9934628;4474011;1341354;0;27;0.01248141;
07-05 14:58:27.668 16943 16967 I Unity   : [STATISTIC]401;12042500;0;12042032;841879552;15872000;1485269527;15782;79531;69792;0;152812;135313;1637343;0;0;14798328;4066146;997708;0;27;0.01205276;
07-05 14:58:27.684 16943 16967 I Unity   : [STATISTIC]402;17186770;0;17186093;842133504;15872000;1485269527;54740;92239;138646;0;90886;204896;1880261;0;0;20343077;8596614;860730;0;27;0.01719453;
07-05 14:58:27.698 16943 16967 I Unity   : [STATISTIC]403;19024739;0;19024323;844324864;15872000;1485277719;33281;113855;115782;257032;97813;144531;2418752;0;0;23013957;7482917;2215416;0;27;0.01904078;
07-05 14:58:27.709 16943 16967 I Unity   : [STATISTIC]404;10122447;0;10122135;844324864;15872000;1485277719;12343;75677;55312;0;59687;173281;1515937;0;0;7701511;2306145;1078385;0;27;0.01013141;
07-05 14:58:27.725 16943 16967 I Unity   : [STATISTIC]405;9682343;0;9681719;844324864;15872000;1485277719;0;0;0;0;41406;0;0;0;0;12638910;3290729;1272448;0;27;0.009691927;
07-05 14:58:27.738 16943 16967 I Unity   : [STATISTIC]406;19974895;0;19974583;844738560;15872000;1502054935;22761;102291;96094;0;114532;156666;2157604;0;0;23141777;9453646;1153177;0;27;0.01998458;
07-05 14:58:27.752 16943 16967 I Unity   : [STATISTIC]407;10895938;0;10895468;844738560;15872000;1502054935;13333;78333;59739;0;72551;119739;1391823;0;0;11892135;2805104;1132083;0;27;0.01090443;
07-05 14:58:27.768 16943 16967 I Unity   : [STATISTIC]408;15138646;0;15138177;846626816;15872000;1502075895;13958;82135;68281;113802;70833;142032;1371251;0;0;17671880;5892240;2018646;0;27;0.01515135;
07-05 14:58:27.782 16943 16967 I Unity   : [STATISTIC]409;16772656;0;16771823;846856192;15872000;1518857463;13438;80573;60313;117553;39739;127656;1452657;0;0;11584950;7016250;2157656;0;27;0.01678203;
07-05 14:58:27.796 16943 16967 I Unity   : [STATISTIC]410;13352031;0;13351563;848928768;15872000;1518870295;13802;79583;68229;178125;74218;161354;1454791;0;0;11278488;4188906;2310312;0;27;0.01336479;
07-05 14:58:27.811 16943 16967 I Unity   : [STATISTIC]411;14060208;0;14059687;851156992;15872000;1518883127;16354;78281;75000;208230;129999;143698;1502917;0;0;16806925;4868594;1900156;0;27;0.01404849;
07-05 14:58:27.825 16943 16967 I Unity   : [STATISTIC]412;11654427;0;11654114;851292160;15872000;1518883127;0;0;0;0;65417;0;0;0;0;14752864;4963125;1231355;0;27;0.01170646;
07-05 14:58:27.840 16943 16967 I Unity   : [STATISTIC]413;17197760;0;17197292;853807104;15872000;1535720219;16406;79844;72657;226458;44063;152083;1511459;0;0;20387652;7573646;1882448;0;27;0.01721354;
07-05 14:58:27.852 16943 16967 I Unity   : [STATISTIC]414;16706250;0;16705937;856023040;15872000;1535712091;16615;82188;74583;288125;64166;143021;1507761;0;0;12953024;5995885;2120313;0;27;0.01671656;
07-05 14:58:27.866 16943 16967 I Unity   : [STATISTIC]415;9496406;0;9495834;856244224;15872000;1535712091;20260;83959;67656;0;57396;132500;1549531;0;0;11420679;1121719;1245521;0;27;0.009509635;
07-05 14:58:27.880 16943 16967 I Unity   : [STATISTIC]416;16055052;0;16054531;858361856;15872000;1552510395;39219;113958;82239;182552;92448;168333;1680626;0;0;25811924;5271354;2470469;0;27;0.01606547;
07-05 14:58:27.894 16943 16967 I Unity   : [STATISTIC]417;14080364;0;14080000;860803072;15872000;1552515099;15052;89011;68750;152500;94896;174114;1668385;0;0;12987707;3284063;2375417;0;27;0.01409266;
07-05 14:58:27.908 16943 16967 I Unity   : [STATISTIC]418;13407448;0;13406927;863031296;15872000;1552545075;16771;93229;78802;214375;58542;159427;1565000;0;0;16048491;2759635;2313594;0;27;0.01341885;
07-05 14:58:27.922 16943 16967 I Unity   : [STATISTIC]419;10977083;0;10976771;863031296;15872000;1552496507;0;0;0;0;57604;0;0;0;0;9377762;3358333;1509948;0;27;0.01098734;
07-05 14:58:27.936 16943 16967 I Unity   : [STATISTIC]420;17045157;0;17044583;865148928;15872000;1552496507;17032;81250;67031;199896;99270;152760;1587604;0;0;20570108;6503906;2026510;0;27;0.01705589;
07-05 14:58:27.950 16943 16967 I Unity   : [STATISTIC]421;15301094;0;15300677;867307520;15872000;1552534011;18125;83021;66927;181510;67656;159896;1617240;0;0;14148124;3650000;2405417;0;27;0.01531386;
07-05 14:58:27.962 16943 16967 I Unity   : [STATISTIC]422;12521719;0;12521250;869801984;15872000;1569324187;17760;83802;71615;131407;76198;145156;1536979;0;0;12402606;1850000;2476041;0;27;0.01253604;
07-05 14:58:27.977 16943 16967 I Unity   : [STATISTIC]423;13495834;0;13495468;871899136;15872000;1569353563;18021;84792;66459;135521;99168;164844;1515469;0;0;22627147;2177917;2760208;0;27;0.01350578;
07-05 14:58:27.990 16943 16967 I Unity   : [STATISTIC]424;13628229;0;13627344;873938944;15872000;1586122459;19062;92500;75000;152917;78958;117188;1570260;0;0;12604165;3216094;1899532;0;27;0.01363661;
07-05 14:58:28.005 16943 16967 I Unity   : [STATISTIC]425;10841354;0;10840938;873938944;15872000;1586122459;0;0;0;0;105625;0;0;0;0;9567549;2819584;1653541;0;27;0.01086057;
07-05 14:58:28.019 16943 16967 I Unity   : [STATISTIC]426;17457552;0;17456927;876228608;15872000;1586142591;19062;93542;73855;223282;93125;159948;1709843;0;0;21352079;6269427;2434740;0;27;0.01747125;
07-05 14:58:28.032 16943 16967 I Unity   : [STATISTIC]427;13108229;0;13107813;876228608;15872000;1586142591;21666;99218;75313;0;82864;190833;1697187;0;0;10576404;3486875;1382187;0;27;0.0131113;
07-05 14:58:28.047 16943 16967 I Unity   : [STATISTIC]428;11926250;0;11925677;876453888;15872000;1586142591;15052;82187;70104;0;43177;141458;1432605;0;0;13401821;3401562;1358697;0;27;0.0119625;
07-05 14:58:28.061 16943 16967 I Unity   : [STATISTIC]429;17740573;0;17739896;878919680;15872000;1602936191;17135;100365;79427;260782;49375;106927;1691719;0;0;21358128;5924688;2410365;0;27;0.01775031;
