
07-07 15:44:29.272 20541 20564 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);SetAreaNeighborsJob;GhostUpdateSystem:UpdateJob (Burst);GhostUpdateJobCustom;GhostUpdateSystem:UpdateJob;Idle;OculusRuntime.WaitToBeginFrame;GameClient Unity.Entities.SimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-07 15:44:29.337 20541 20564 I Unity   : [STATISTIC]298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01381912;
07-07 15:44:29.362 20541 20564 I Unity   : [STATISTIC]299;0;0;0;721473536;15900672;860254847;0;0;0;0;0;0;0;0;0;0;0;0;56629687;7710364;0;0;0;0.01381912;
07-07 15:44:29.634 20541 20564 I Unity   : [STATISTIC]300;277898906;0;277898333;724615168;15900672;860254847;0;0;0;0;0;0;0;0;0;0;0;0;812142814;101406;248148073;0;0;0.02;
07-07 15:44:29.650 20541 20564 I Unity   : [STATISTIC]301;21212396;0;21211667;726061056;15900672;860254847;520;417;833;0;0;625;8687292;0;0;0;0;0;40148079;88645;786250;0;0;0.0212226;
07-07 15:44:29.657 20541 20564 I Unity   : [STATISTIC]302;6578229;0;6577761;726061056;15900672;860254955;260;104;260;0;0;573;845468;0;0;0;0;0;11847608;80313;304948;0;0;0.00659375;
07-07 15:44:29.667 20541 20564 I Unity   : [STATISTIC]303;6719323;0;6718855;726859776;15900672;860254955;0;0;0;0;0;0;0;0;0;0;0;0;12439010;2172136;351875;0;0;0.006727396;
07-07 15:44:29.687 20541 20564 I Unity   : [STATISTIC]304;10603386;0;10602813;731893760;15900672;896394071;209;416;417;0;0;782;811511;0;0;0;0;0;10215053;7033907;247916;0;0;0.01061016;
07-07 15:44:29.716 20541 20564 I Unity   : [STATISTIC]305;18844532;0;18844166;736137216;15900672;900588375;0;0;0;0;0;0;0;0;0;0;0;0;49940473;15684948;491666;0;0;0.0188524;
07-07 15:44:29.727 20541 20564 I Unity   : [STATISTIC]306;31884063;0;31883645;734285824;15900672;898055671;209;364;677;0;0;938;1647499;0;0;0;0;0;34986562;115938;571719;0;0;0.03189344;
07-07 15:44:29.742 20541 20564 I Unity   : [STATISTIC]307;9670208;0;9669636;735219712;15900672;898357111;260;521;469;0;0;677;1315417;0;0;0;0;0;11648389;557447;296302;0;0;0.009688334;
07-07 15:44:29.757 20541 20564 I Unity   : [STATISTIC]308;14855209;0;14854792;735219712;15900672;898383735;260;313;261;0;0;677;960989;0;0;0;0;0;16880677;6174896;416563;0;0;0.01485979;
07-07 15:44:29.771 20541 20564 I Unity   : [STATISTIC]309;14759948;0;14759219;736272384;15900672;897335159;261;520;261;0;0;625;850260;0;0;0;0;0;0;9415208;276615;0;0;0.01477656;
07-07 15:44:29.786 20541 20564 I Unity   : [STATISTIC]310;12849948;0;12849531;737230848;15900672;897335159;260;365;417;0;0;469;732709;0;0;0;0;0;12645104;9445260;233020;0;0;0.01285979;
07-07 15:44:29.799 20541 20564 I Unity   : [STATISTIC]311;14778959;0;14778489;737529856;15900672;897335159;0;0;0;0;0;0;0;0;0;0;0;0;14494532;10610312;389583;0;0;0.01478396;
07-07 15:44:29.812 20541 20564 I Unity   : [STATISTIC]312;14135313;0;14134739;737955840;15900672;897335159;313;313;260;0;0;625;1009166;0;0;0;0;0;37486874;9864062;270833;0;0;0.01414521;
07-07 15:44:29.827 20541 20564 I Unity   : [STATISTIC]313;23917969;0;23917343;738934784;15900672;897343351;2076614;1280052;246511;0;0;1458;8823074;0;0;0;0;0;45017444;2576250;1290937;0;27;0.02392714;
07-07 15:44:29.840 20541 20564 I Unity   : [STATISTIC]314;5465990;0;5465625;739168256;15900672;897343351;18907;35417;154479;0;0;1458;2524114;0;0;0;0;0;9669948;39583;256458;0;27;0.005479479;
07-07 15:44:29.853 20541 20564 I Unity   : [STATISTIC]315;10507709;0;10506927;739168256;15900672;897343351;0;0;0;0;0;0;0;0;0;0;0;0;11807761;7261875;416198;0;27;0.01051005;
07-07 15:44:29.868 20541 20564 I Unity   : [STATISTIC]316;14964167;0;14963646;739168256;15900672;897343351;9792;33489;49895;0;0;1250;1237239;0;0;0;0;0;16933961;10650157;300416;0;27;0.01498115;
