
07-15 17:09:58.798  7945  7975 I Unity   : [STATISTIC]Frame Number;Main Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);SetAreaNeighborsJob;GhostUpdateSystem:UpdateJob (Burst);GhostUpdateJobCustom;GhostUpdateSystem:UpdateJob;Idle;OculusRuntime.WaitToBeginFrame;GameClient Unity.Entities.SimulationSystemGroup;GameServer Unity.Entities.SimulationSystemGroup;UnityEngine.CoreModule.dll!::UpdateFunction.Invoke() [Invoke];PostLateUpdate.FinishFrameRendering;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-15 17:10:00.810  7945  7975 I Unity   : [STATISTIC]400;15849115;15848593;869031936;15982592;1486949139;0;0;0;0;79896;0;0;0;0;0;300623;0;0;7443490;1601614;0;0;2118646;46;27;0.01586182;
07-15 17:10:00.825  7945  7975 I Unity   : [STATISTIC]401;15374948;15374636;871284736;15982592;1503767207;0;0;0;522865;65625;0;460833;0;0;0;181097;0;0;5707969;2675573;0;0;1847552;47;27;0.0153851;
07-15 17:10:00.837  7945  7975 I Unity   : [STATISTIC]402;14515573;14515052;873660416;15982592;1503824207;0;0;0;331771;68229;0;406146;0;0;0;187759;0;0;4439480;2732865;0;0;2329427;48;27;0.01452583;
07-15 17:10:00.850  7945  7975 I Unity   : [STATISTIC]403;12767812;12767083;875720704;15982592;1503837391;0;0;0;255677;71457;0;434115;0;0;0;252032;0;0;2778698;2754531;0;0;2254531;49;27;0.01277443;
07-15 17:10:00.864  7945  7975 I Unity   : [STATISTIC]404;12563282;12562813;877899776;15982592;1503849775;0;0;0;226666;43125;0;362865;0;0;0;188022;0;0;2768594;2892396;0;0;2157552;50;27;0.01257536;
07-15 17:10:00.878  7945  7975 I Unity   : [STATISTIC]405;11997708;11997188;877899776;15982592;1503849775;0;0;0;0;70000;0;390990;0;0;0;228961;0;0;4251667;1268386;0;0;1760156;50;27;0.01200719;
07-15 17:10:00.893  7945  7975 I Unity   : [STATISTIC]406;15270833;15270521;880005120;15982592;1503849775;0;0;0;189896;118281;0;0;0;0;0;272605;0;0;5559948;2524271;0;0;2501146;51;27;0.01528302;
07-15 17:10:00.906  7945  7975 I Unity   : [STATISTIC]407;15129219;15128802;882130944;15982592;1520635183;0;0;0;205625;180573;0;405000;0;0;0;191304;0;0;5418177;2197031;0;0;2234531;52;27;0.0151388;
07-15 17:10:00.920  7945  7975 I Unity   : [STATISTIC]408;13226250;13225781;884408320;15982592;1520651567;0;0;0;202552;67761;0;376250;0;0;0;213279;0;0;3527187;2668854;0;0;2184375;53;27;0.01323995;
07-15 17:10:00.935  7945  7975 I Unity   : [STATISTIC]409;13745521;13744948;886472704;15982592;1520648771;0;0;0;139584;43281;0;383697;0;0;0;213179;0;0;4040364;2391406;0;0;2227136;54;27;0.01375588;
07-15 17:10:00.949  7945  7975 I Unity   : [STATISTIC]410;12929271;12928854;886472704;15982592;1520653795;0;0;0;0;81875;0;364688;0;0;0;268800;0;0;4844791;1194896;0;0;2036927;54;27;0.01293823;
07-15 17:10:00.964  7945  7975 I Unity   : [STATISTIC]411;13328125;13327240;886472704;15982592;1520653795;0;0;0;0;68958;0;377031;0;0;0;242288;0;0;6115573;973333;0;0;1770052;54;27;0.01334276;
07-15 17:10:00.978  7945  7975 I Unity   : [STATISTIC]412;15088073;15087605;886472704;15982592;1520653795;0;0;0;0;66770;0;0;0;0;0;204743;0;0;7593646;937500;0;0;2152395;54;27;0.01510646;
07-15 17:10:00.992  7945  7975 I Unity   : [STATISTIC]413;18183386;18182813;888512512;15982592;1520653795;0;0;0;131042;220156;0;584011;0;0;0;409325;0;0;6918229;3709323;0;0;1710416;55;27;0.0181963;
07-15 17:10:01.006  7945  7975 I Unity   : [STATISTIC]414;11516563;11515989;888512512;15982592;1520649187;0;0;0;0;108073;0;437916;0;0;0;216820;0;0;2923177;1479687;0;0;2309531;55;27;0.01152568;
07-15 17:10:01.018  7945  7975 I Unity   : [STATISTIC]415;13426302;13425886;888754176;15982592;1520649187;0;0;0;0;35312;0;351041;0;0;0;198908;0;0;4895261;1325209;0;0;2665625;55;27;0.01343594;
07-15 17:10:01.033  7945  7975 I Unity   : [STATISTIC]416;13605312;13604792;890986496;15982592;1520657379;0;0;0;135938;40886;0;407083;0;0;0;211249;0;0;4342917;2186510;0;0;2327500;56;27;0.01361766;
07-15 17:10:01.046  7945  7975 I Unity   : [STATISTIC]417;15200364;15199896;893235200;15982592;1520688475;0;0;0;644948;63021;0;384219;0;0;0;244324;0;0;5204688;2478958;0;0;2106875;57;27;0.01520922;
07-15 17:10:01.059  7945  7975 I Unity   : [STATISTIC]418;11163386;11162969;893472768;15982592;1520688475;0;0;0;0;139480;0;362292;0;0;0;268858;0;0;3586980;1237291;0;0;1929740;57;27;0.01117469;
07-15 17:10:01.075  7945  7975 I Unity   : [STATISTIC]419;14337760;14337240;895700992;15982592;1537454419;0;0;0;117188;77293;0;0;0;0;0;221719;0;0;5165469;2659011;0;0;2263386;58;27;0.01434797;
07-15 17:10:01.088  7945  7975 I Unity   : [STATISTIC]420;16320312;16320000;897777664;15982592;1537507687;0;0;0;248334;74426;0;485625;0;0;0;250520;0;0;6286719;2512968;0;0;1715572;59;27;0.01633083;
07-15 17:10:01.101  7945  7975 I Unity   : [STATISTIC]421;10840416;10840000;897777664;15982592;1537512775;0;0;0;0;59167;0;413333;0;0;0;236771;0;0;3396771;1002031;0;0;2026250;59;27;0.01085172;
07-15 17:10:01.116  7945  7975 I Unity   : [STATISTIC]422;15111146;15110729;899911680;15982592;1537526087;0;0;0;212396;43593;0;422605;0;0;0;320210;0;0;5183542;2333490;0;0;2483958;60;27;0.01512203;
07-15 17:10:01.129  7945  7975 I Unity   : [STATISTIC]423;14075000;14074531;899911680;15982592;1537526087;0;0;0;0;65989;0;387864;0;0;0;245942;0;0;5675000;1422187;0;0;2453750;60;27;0.01408583;
07-15 17:10:01.145  7945  7975 I Unity   : [STATISTIC]424;12933282;12932865;902049792;15982592;1537515431;0;0;0;228437;65052;0;0;0;0;0;246250;0;0;3954479;2587292;0;0;2051980;61;27;0.01294537;
07-15 17:10:01.158  7945  7975 I Unity   : [STATISTIC]425;19683229;19682760;904196096;15982592;1537515431;0;0;0;114427;246354;0;573855;0;0;0;981094;0;0;6790938;4824219;0;0;1801250;62;27;0.01969516;
07-15 17:10:01.171  7945  7975 I Unity   : [STATISTIC]426;10555365;10555052;906493952;15982592;1537540007;0;0;0;135937;76928;0;380729;0;0;0;350103;0;0;696719;2721406;0;0;2045156;63;27;0.01056682;
07-15 17:10:01.184  7945  7975 I Unity   : [STATISTIC]427;11973229;11972761;908591104;15982592;1554322343;0;0;0;267656;37968;0;379323;0;0;0;242973;0;0;3122760;1876667;0;0;2265052;64;27;0.01198349;
07-15 17:10:01.199  7945  7975 I Unity   : [STATISTIC]428;11315053;11314687;908591104;15982592;1554322343;0;0;0;0;41875;0;437865;0;0;0;294898;0;0;3826406;1301562;0;0;1770260;64;27;0.01132573;
07-15 17:10:01.212  7945  7975 I Unity   : [STATISTIC]429;17328854;17328489;910979072;15982592;1554380851;0;0;0;256719;152813;0;0;0;0;0;291199;0;0;7422969;2655520;0;0;2488646;65;27;0.01733911;
07-15 17:10:01.226  7945  7975 I Unity   : [STATISTIC]430;11398855;11398385;911044608;15982592;1554386003;0;0;0;0;75052;0;657291;0;0;0;240257;0;0;3622708;983490;0;0;2096562;65;27;0.01140995;
07-15 17:10:01.241  7945  7975 I Unity   : [STATISTIC]431;14769843;14769531;912920576;15982592;1554415763;0;0;0;227761;41354;0;0;0;0;0;256722;0;0;5753125;2603073;0;0;2195416;66;27;0.0147825;
07-15 17:10:01.254  7945  7975 I Unity   : [STATISTIC]432;16194271;16193907;912920576;15982592;1554420947;0;0;0;0;103646;0;587395;0;0;0;457135;0;0;6094062;1575312;0;0;2320208;66;27;0.01620495;
07-15 17:10:01.268  7945  7975 I Unity   : [STATISTIC]433;10966563;10966146;912920576;15982592;1554420947;0;0;0;0;118281;0;363906;0;0;0;264115;0;0;3457605;1175365;0;0;2000000;66;27;0.01097365;
07-15 17:10:01.283  7945  7975 I Unity   : [STATISTIC]434;14203125;14202500;913145856;15982592;1554415987;0;0;0;0;83177;0;392083;0;0;0;355058;0;0;6226614;1061979;0;0;2052083;66;27;0.01420318;
07-15 17:10:01.297  7945  7975 I Unity   : [STATISTIC]435;15451875;15451458;915025920;15982592;1554424179;0;0;0;130000;65208;0;402135;0;0;0;256408;0;0;6693646;1900886;0;0;2002500;67;27;0.01548036;
07-15 17:10:01.310  7945  7975 I Unity   : [STATISTIC]436;13223698;13223229;915025920;15982592;1554424179;0;0;0;0;67812;0;418229;0;0;0;270367;0;0;5072448;1396875;0;0;2160417;67;27;0.01323401;
07-15 17:10:01.325  7945  7975 I Unity   : [STATISTIC]437;13909843;13909271;915267584;15982592;1554424179;0;0;0;0;74688;0;0;0;0;0;267606;0;0;5486146;1733958;0;0;2518646;67;27;0.01392062;
07-15 17:10:01.339  7945  7975 I Unity   : [STATISTIC]438;13904896;13904219;915267584;15982592;1554424179;0;0;0;0;41093;0;444480;0;0;0;241198;0;0;6015729;912812;0;0;2214948;67;27;0.01392016;
07-15 17:10:01.353  7945  7975 I Unity   : [STATISTIC]439;15007761;15007344;917569536;15982592;1554444143;0;0;0;340000;67499;0;372657;0;0;0;276093;0;0;5931145;1938229;0;0;2155469;68;27;0.01501896;
07-15 17:10:01.365  7945  7975 I Unity   : [STATISTIC]440;12955417;12954948;917667840;15982592;1554444143;0;0;0;0;70470;0;403594;0;0;0;246873;0;0;4797760;1064219;0;0;2250886;68;27;0.01296484;
07-15 17:10:01.380  7945  7975 I Unity   : [STATISTIC]441;14198802;14198229;919695360;15982592;1554444143;0;0;0;237500;86823;0;370156;0;0;0;243745;0;0;4343593;2541615;0;0;2649375;69;27;0.01421036;
07-15 17:10:01.393  7945  7975 I Unity   : [STATISTIC]442;13849531;13849010;919695360;15982592;1554444143;0;0;0;0;167137;0;414739;0;0;0;503699;0;0;4910833;1768073;0;0;2535521;69;27;0.01386167;
07-15 17:10:01.407  7945  7975 I Unity   : [STATISTIC]443;11018958;11018489;919695360;15982592;1554444143;0;0;0;0;76354;0;0;0;0;0;281670;0;0;3858229;1139219;0;0;1802865;69;27;0.01102797;
07-15 17:10:01.421  7945  7975 I Unity   : [STATISTIC]444;19143333;19143021;919695360;15982592;1554435951;0;0;0;0;93281;0;364167;0;0;0;480261;0;0;7218386;2191145;0;0;3100104;69;27;0.01915823;
07-15 17:10:01.435  7945  7975 I Unity   : [STATISTIC]445;10471875;10471250;919691264;15982592;1554435951;0;0;0;0;78229;0;342656;0;0;0;263649;0;0;2250833;1373698;0;0;2391979;69;27;0.0104825;
07-15 17:10:01.449  7945  7975 I Unity   : [STATISTIC]446;13755781;13755104;919691264;15982592;1554435951;0;0;0;0;118281;0;406718;0;0;0;400576;0;0;5160990;1284896;0;0;2302135;69;27;0.01376661;
07-15 17:10:01.463  7945  7975 I Unity   : [STATISTIC]447;14256771;14256198;919871488;15982592;1554435951;0;0;0;0;73854;0;400938;0;0;0;257398;0;0;6122917;1409219;0;0;2171927;69;27;0.01426495;
07-15 17:10:01.477  7945  7975 I Unity   : [STATISTIC]448;17362344;17361875;922267648;15982592;1571234767;0;0;0;443750;94114;0;0;0;0;0;425156;0;0;5587448;3196302;0;0;3139739;70;27;0.01743589;
07-15 17:10:01.487  7945  7975 I Unity   : [STATISTIC]449;10251302;10250886;922267648;15982592;1571225455;0;0;0;0;60833;0;631720;0;0;0;277291;0;0;2182917;1356145;0;0;1984479;70;27;0.01025661;
07-15 17:10:01.504  7945  7975 I Unity   : [STATISTIC]450;10039010;10038594;924487680;15982592;1571245643;0;0;0;204427;44062;0;0;0;0;0;256354;0;0;1841354;2086146;0;0;1865625;71;27;0.01005995;
07-15 17:10:01.517  7945  7975 I Unity   : [STATISTIC]451;19860521;19860105;924487680;15982592;1571245643;0;0;0;0;124791;0;609531;0;0;0;607031;0;0;8831979;2277709;0;0;2689584;71;27;0.01987037;
07-15 17:10:01.529  7945  7975 I Unity   : [STATISTIC]452;9542864;9542344;924524544;15982592;1571245643;0;0;0;0;69479;0;400417;0;0;0;230158;0;0;1441250;1397604;0;0;1952292;71;27;0.009552448;
07-15 17:10:01.544  7945  7975 I Unity   : [STATISTIC]453;12279167;12278855;926715904;15982592;1571262107;0;0;0;217969;84687;0;0;0;0;0;235674;0;0;3794948;2288490;0;0;1897812;72;27;0.01229078;
07-15 17:10:01.558  7945  7975 I Unity   : [STATISTIC]454;19199688;19199219;928759808;15982592;1571226591;0;0;0;295260;56198;0;653854;0;0;0;501050;0;0;7250520;3242031;0;0;1945677;73;27;0.01921068;
07-15 17:10:01.569  7945  7975 I Unity   : [STATISTIC]455;10161563;10161094;931151872;15982592;1571256415;0;0;0;134739;124740;0;358281;0;0;0;241302;0;0;1410052;2146718;0;0;2003594;74;27;0.01017146;
07-15 17:10:01.585  7945  7975 I Unity   : [STATISTIC]456;10179895;10179479;931151872;15982592;1571261663;0;0;0;0;41146;0;369844;0;0;0;313022;0;0;2819010;904062;0;0;1968073;74;27;0.01018854;
07-15 17:10:01.599  7945  7975 I Unity   : [STATISTIC]457;18856822;18856406;931151872;15982592;1571261663;0;0;0;0;134062;0;481719;0;0;0;587815;0;0;8207291;2671563;0;0;2657083;74;27;0.01886984;
07-15 17:10:01.613  7945  7975 I Unity   : [STATISTIC]458;13695885;13695416;933183488;15982592;1571320131;0;0;0;193593;75418;0;377291;0;0;0;275781;0;0;3880729;2837396;0;0;2156042;75;27;0.01370427;
07-15 17:10:01.626  7945  7975 I Unity   : [STATISTIC]459;10485573;10485261;933183488;15982592;1571310083;0;0;0;0;73125;0;361094;0;0;0;277397;0;0;3433489;977969;0;0;1821406;75;27;0.01049682;
07-15 17:10:01.642  7945  7975 I Unity   : [STATISTIC]460;15303750;15303386;935272448;15982592;1588117187;0;0;0;155364;46302;0;0;0;0;0;350732;0;0;6652916;2429166;0;0;1933438;76;27;0.01531458;
07-15 17:10:01.655  7945  7975 I Unity   : [STATISTIC]461;17500990;17500572;935272448;15982592;1588122499;0;0;0;0;120990;0;637344;0;0;0;523331;0;0;6665677;2353333;0;0;1979948;76;27;0.01751114;
07-15 17:10:01.667  7945  7975 I Unity   : [STATISTIC]462;9703021;9702552;935272448;15982592;1588122499;0;0;0;0;81875;0;389010;0;0;0;286406;0;0;2401302;1165833;0;0;1673646;76;27;0.009714532;
07-15 17:10:01.683  7945  7975 I Unity   : [STATISTIC]463;12246510;12246146;935272448;15982592;1588122499;0;0;0;0;66042;0;383281;0;0;0;264008;0;0;5275729;972656;0;0;1801927;76;27;0.01225542;
07-15 17:10:01.697  7945  7975 I Unity   : [STATISTIC]464;17259740;17259219;937545728;15982592;1588144227;0;0;0;160782;84011;0;0;0;0;0;262711;0;0;8436563;2320261;0;0;2191666;77;27;0.01727073;
07-15 17:10:01.711  7945  7975 I Unity   : [STATISTIC]465;15784479;15783854;939745280;15982592;1588165987;0;0;0;158802;76250;0;688281;0;0;0;296146;0;0;5546979;2670209;0;0;1993386;78;27;0.01578937;
07-15 17:10:01.724  7945  7975 I Unity   : [STATISTIC]466;10367135;10366719;939745280;15982592;1588171363;0;0;0;0;89896;0;0;0;0;0;335209;0;0;3069896;1273959;0;0;1851615;78;27;0.01039391;
07-15 17:10:01.739  7945  7975 I Unity   : [STATISTIC]467;13711510;13711042;939745280;15982592;1588171363;0;0;0;0;42864;0;444584;0;0;0;314898;0;0;5943125;1392917;0;0;1830052;78;27;0.01372187;
07-15 17:10:01.752  7945  7975 I Unity   : [STATISTIC]468;15448802;15448386;939896832;15982592;1588171363;0;0;0;0;73907;0;447240;0;0;0;292390;0;0;7075989;1580677;0;0;2254166;78;27;0.01546109;
07-15 17:10:01.766  7945  7975 I Unity   : [STATISTIC]469;15017240;15016875;942084096;15982592;1604960067;0;0;0;142917;84635;0;429948;0;0;0;318545;0;0;4978021;2776250;0;0;2286875;79;27;0.01502677;
07-15 17:10:01.778  7945  7975 I Unity   : [STATISTIC]470;13424844;13424427;944132096;15982592;1604960067;0;0;0;136875;65624;0;396771;0;0;0;269114;0;0;4194114;2391510;0;0;2037604;80;27;0.01343573;
07-15 17:10:01.793  7945  7975 I Unity   : [STATISTIC]471;11572604;11572135;946184192;15982592;1604960067;0;0;0;127188;76042;0;361614;0;0;0;331197;0;0;2891771;2226875;0;0;1839480;81;27;0.01158427;
07-15 17:10:01.807  7945  7975 I Unity   : [STATISTIC]472;13221406;13220938;946184192;15982592;1604960067;0;0;0;0;53177;0;0;0;0;0;300831;0;0;5977135;1377709;0;0;1769219;81;27;0.01323255;
07-15 17:10:01.822  7945  7975 I Unity   : [STATISTIC]473;17881354;17880989;946184192;15982592;1604960067;0;0;0;0;136458;0;400990;0;0;0;479637;0;0;6322552;2188698;0;0;3656042;81;27;0.01789031;
07-15 17:10:01.836  7945  7975 I Unity   : [STATISTIC]474;13096354;13095677;948363264;15982592;1605012611;0;0;0;195208;80052;0;357188;0;0;0;326460;0;0;3633854;2512187;0;0;2254011;82;27;0.01310568;
07-15 17:10:01.849  7945  7975 I Unity   : [STATISTIC]475;11717448;11717084;948363264;15982592;1605012611;0;0;0;0;99948;0;419375;0;0;0;353389;0;0;4340677;1168281;0;0;1735417;82;27;0.01172906;
07-15 17:10:01.864  7945  7975 I Unity   : [STATISTIC]476;15153385;15152969;950652928;15982592;1605045723;0;0;0;306563;97397;0;399427;0;0;0;310784;0;0;5447969;2620625;0;0;2275521;83;27;0.0151663;
07-15 17:10:01.877  7945  7975 I Unity   : [STATISTIC]477;14752969;14752552;953053184;15982592;1605051131;0;0;0;307396;89427;0;0;0;0;0;321771;0;0;5246042;2714375;0;0;2101198;84;27;0.01476193;
07-15 17:10:01.891  7945  7975 I Unity   : [STATISTIC]478;13132240;13131822;955195392;15982592;1605113987;0;0;0;283385;69480;0;347865;0;0;0;291143;0;0;3537657;2676875;0;0;2191145;85;27;0.01314344;
07-15 17:10:01.904  7945  7975 I Unity   : [STATISTIC]479;13824687;13824271;957243392;15982592;1621918159;0;0;0;265730;99583;0;381042;0;0;0;311043;0;0;4323854;2742500;0;0;1918229;86;27;0.01383755;
07-15 17:10:01.918  7945  7975 I Unity   : [STATISTIC]480;11908959;11908490;957403136;15982592;1621923631;0;0;0;0;138749;0;415677;0;0;0;363226;0;0;4076563;1278177;0;0;1828906;86;27;0.01191849;
07-15 17:10:01.933  7945  7975 I Unity   : [STATISTIC]481;15471302;15470886;959283200;15982592;1621923631;0;0;0;272708;133699;0;363073;0;0;0;397713;0;0;6197656;2341354;0;0;2144635;87;27;0.01548156;
07-15 17:10:01.946  7945  7975 I Unity   : [STATISTIC]482;14676458;14675938;961761280;15982592;1621951871;0;0;0;258906;68802;0;366980;0;0;0;293441;0;0;5464688;1979114;0;0;2301041;88;27;0.01468245;
07-15 17:10:01.961  7945  7975 I Unity   : [STATISTIC]483;14047136;14046719;964046848;15982592;1621972395;0;0;0;241302;81042;0;392969;0;0;0;317549;0;0;3948073;3065989;0;0;2041042;89;27;0.01407146;
07-15 17:10:01.974  7945  7975 I Unity   : [STATISTIC]484;12779167;12778541;964046848;15982592;1621949155;0;0;0;0;70468;0;0;0;0;0;359426;0;0;4680990;1759167;0;0;1971562;89;27;0.01278943;
07-15 17:10:01.989  7945  7975 I Unity   : [STATISTIC]485;14108125;14107656;964046848;15982592;1621949155;0;0;0;0;48906;0;410573;0;0;0;475729;0;0;5468385;1781302;0;0;2247031;89;27;0.0141199;
07-15 17:10:02.003  7945  7975 I Unity   : [STATISTIC]486;15929114;15928802;966316032;15982592;1638748295;0;0;0;254322;49062;0;427292;0;0;0;366771;0;0;5602656;2791146;0;0;2820520;90;27;0.01594031;
07-15 17:10:02.017  7945  7975 I Unity   : [STATISTIC]487;11458802;11458333;966463488;15982592;1638748295;0;0;0;0;74740;0;409896;0;0;0;436462;0;0;3552656;1325000;0;0;1830469;90;27;0.01144953;
07-15 17:10:02.032  7945  7975 I Unity   : [STATISTIC]488;18687031;18686615;968540160;15982592;1638778607;0;0;0;337760;212969;0;638750;0;0;0;615468;0;0;6484062;4002864;0;0;1754584;91;27;0.01871964;
07-15 17:10:02.046  7945  7975 I Unity   : [STATISTIC]489;11928437;11927917;970739712;15982592;1638765047;0;0;0;297292;80937;0;479583;0;0;0;340052;0;0;2561250;2321198;0;0;1956354;92;27;0.01193776;
07-15 17:10:02.059  7945  7975 I Unity   : [STATISTIC]490;14623178;14622552;972775424;15982592;1638773239;0;0;0;533542;107969;0;0;0;0;0;359691;0;0;4510886;2630365;0;0;2545157;93;27;0.01463453;
07-15 17:10:02.072  7945  7975 I Unity   : [STATISTIC]491;10671667;10671250;972890112;15982592;1638773239;0;0;0;0;87188;0;377657;0;0;0;509166;0;0;2941511;1219115;0;0;2002917;93;27;0.01068552;
07-15 17:10:02.087  7945  7975 I Unity   : [STATISTIC]492;15415208;15414739;974962688;15982592;1638781431;0;0;0;227239;51666;0;425990;0;0;0;430048;0;0;5195209;3069375;0;0;2196927;94;27;0.01542453;
07-15 17:10:02.101  7945  7975 I Unity   : [STATISTIC]493;13561614;13561198;974962688;15982592;1638781431;0;0;0;0;64635;0;370729;0;0;0;368490;0;0;5259375;1747291;0;0;2212656;94;27;0.01357437;
07-15 17:10:02.115  7945  7975 I Unity   : [STATISTIC]494;13466563;13465834;975200256;15982592;1638727559;0;0;0;0;72083;0;439948;0;0;0;309794;0;0;5641875;1122865;0;0;2065677;94;27;0.01348615;
07-15 17:10:02.129  7945  7975 I Unity   : [STATISTIC]495;16827813;16827552;977399808;15982592;1638780823;0;0;0;308750;122396;0;467604;0;0;0;528021;0;0;5871979;3159167;0;0;2106302;95;27;0.01684625;
07-15 17:10:02.142  7945  7975 I Unity   : [STATISTIC]496;13175781;13175364;979623936;15982592;1655579959;0;0;0;217865;78646;0;436563;0;0;0;385682;0;0;2959479;2758438;0;0;2398698;96;27;0.01318797;
07-15 17:10:02.155  7945  7975 I Unity   : [STATISTIC]497;11819948;11819479;979623936;15982592;1655585495;0;0;0;0;90000;0;0;0;0;0;409580;0;0;3294792;1812709;0;0;2449844;96;27;0.01182906;
07-15 17:10:02.170  7945  7975 I Unity   : [STATISTIC]498;14833489;14832969;981843968;15982592;1655610071;0;0;0;232239;50313;0;429010;0;0;0;378333;0;0;4350990;2890365;0;0;2582916;97;27;0.01484677;
07-15 17:10:02.183  7945  7975 I Unity   : [STATISTIC]499;13582916;13582396;984137728;15982592;1655618967;0;0;0;122240;170052;0;447969;0;0;0;556620;0;0;3813802;2719219;0;0;2085156;98;27;0.0136013;
07-15 17:10:02.197  7945  7975 I Unity   : [STATISTIC]500;10998073;10997657;984137728;15982592;1655624535;0;0;0;0;84115;0;387188;0;0;0;450159;0;0;3373438;1259948;0;0;1817135;98;27;0.01101;
07-15 17:10:02.211  7945  7975 I Unity   : [STATISTIC]501;15993750;15993333;986390528;15982592;1655679995;0;0;0;238802;74896;0;0;0;0;0;366976;0;0;6538073;2559010;0;0;2150677;99;27;0.016005;
07-15 17:10:02.225  7945  7975 I Unity   : [STATISTIC]502;16329427;16329011;988577792;15982592;1655717115;0;0;0;325781;90573;0;544427;0;0;0;700786;0;0;5155990;3272135;0;0;2267708;100;27;0.01633995;
07-15 17:10:02.239  7945  7975 I Unity   : [STATISTIC]503;10405573;10405104;988577792;15982592;1655717115;0;0;0;0;75364;0;369792;0;0;0;386195;0;0;2471510;1249271;0;0;1927656;100;27;0.01041672;
07-15 17:10:02.253  7945  7975 I Unity   : [STATISTIC]504;13816458;13815989;988577792;15982592;1655712219;0;0;0;0;48125;0;373594;0;0;0;420054;0;0;5968437;1195469;0;0;2121197;100;27;0.0138251;
07-15 17:10:02.267  7945  7975 I Unity   : [STATISTIC]505;14377396;14376979;988712960;15982592;1655712219;0;0;0;0;101093;0;443854;0;0;0;371458;0;0;5983906;1587656;0;0;2295833;100;27;0.01438802;
07-15 17:10:02.282  7945  7975 I Unity   : [STATISTIC]506;13591718;13591302;988712960;15982592;1672489435;0;0;0;0;75781;0;379375;0;0;0;339377;0;0;5923906;1124896;0;0;2037969;100;27;0.0136049;
07-15 17:10:02.296  7945  7975 I Unity   : [STATISTIC]507;16901823;16901354;988712960;15982592;1672489435;0;0;0;0;150782;0;0;0;0;0;687494;0;0;6669271;2361458;0;0;2132188;100;27;0.01691266;
07-15 17:10:02.308  7945  7975 I Unity   : [STATISTIC]508;14090990;14090417;990957568;15982592;1672505819;0;0;0;155937;72657;0;817188;0;0;0;405156;0;0;4049584;2591875;0;0;2036459;101;27;0.01410005;
07-15 17:10:02.321  7945  7975 I Unity   : [STATISTIC]509;10439062;10438594;990957568;15982592;1672511451;0;0;0;0;83229;0;0;0;0;0;561821;0;0;2158803;1936094;0;0;1782552;101;27;0.01045135;
07-15 17:10:02.336  7945  7975 I Unity   : [STATISTIC]510;12712865;12712084;990957568;15982592;1672511451;0;0;0;0;43593;0;369114;0;0;0;372506;0;0;5190782;1530104;0;0;1658542;101;27;0.01272328;
07-15 17:10:02.350  7945  7975 I Unity   : [STATISTIC]511;18598177;18597708;993202176;15982592;1672519643;0;0;0;370834;110260;0;384218;0;0;0;599329;0;0;6635521;4053541;0;0;2382344;102;27;0.01860865;
07-15 17:10:02.364  7945  7975 I Unity   : [STATISTIC]512;10571771;10571354;993202176;15982592;1672519643;0;0;0;0;88906;0;361771;0;0;0;423233;0;0;2699011;1341927;0;0;2129219;102;27;0.01058141;
07-15 17:10:02.378  7945  7975 I Unity   : [STATISTIC]513;15560312;15559844;995262464;15982592;1672541691;0;0;0;130313;78959;0;0;0;0;0;375055;0;0;5980833;3113698;0;0;2217656;103;27;0.01557099;
07-15 17:10:02.391  7945  7975 I Unity   : [STATISTIC]514;14936510;14936094;997478400;15982592;1689324571;0;0;0;213177;74376;0;406094;0;0;0;392605;0;0;4577604;2798594;0;0;2208594;104;27;0.01494719;
07-15 17:10:02.405  7945  7975 I Unity   : [STATISTIC]515;13232031;13231458;999854080;15982592;1689363035;0;0;0;235053;101146;0;432865;0;0;0;431984;0;0;2750833;2997500;0;0;2318854;105;27;0.01323188;
07-15 17:10:02.418  7945  7975 I Unity   : [STATISTIC]516;12931667;12931146;1001918464;15982592;1689400979;0;0;0;198803;161406;0;397552;0;0;0;389682;0;0;2661615;2993386;0;0;2254479;106;27;0.01296568;
07-15 17:10:02.432  7945  7975 I Unity   : [STATISTIC]517;10558646;10558229;1002180608;15982592;1689400979;0;0;0;0;53802;0;365834;0;0;0;407551;0;0;3305677;1157500;0;0;1744948;106;27;0.01057073;
07-15 17:10:02.447  7945  7975 I Unity   : [STATISTIC]518;18823230;18822916;1004322816;15982592;1689409171;0;0;0;374167;171822;0;487552;0;0;0;1108175;0;0;6332605;4161250;0;0;2115729;107;27;0.0188299;
07-15 17:10:02.461  7945  7975 I Unity   : [STATISTIC]519;12299688;12299218;1006460928;15982592;1689409843;0;0;0;285052;73593;0;406250;0;0;0;392815;0;0;3183907;2043385;0;0;2226302;108;27;0.01230964;
07-15 17:10:02.474  7945  7975 I Unity   : [STATISTIC]520;14134115;14133750;1008689152;15982592;1689474979;0;0;0;280104;74948;0;0;0;0;0;446717;0;0;4522032;2695833;0;0;2483334;109;27;0.01414792;
