
06-27 11:26:54.170 18633 18659 I Unity   : [STATISTIC]Frame Number;Main Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;NFE Snapshot Tick;NFE Snapshot Size (bits);NFE RTT;NFE Jitter;Multiplay FPS;Multiplay BitRate In;Multiplay BitRate Out;Multiplay RTT (ms);Multiplay PacketLoss;GameServer Opencraft.Terrain.TerrainGenerationSystem;terrainMeshingSys;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
06-27 11:26:54.749 18633 18659 I Unity   : [STATISTIC]319;14362291;14361875;756547584;15638528;917290371;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01436526;
06-27 11:26:54.763 18633 18659 I Unity   : [STATISTIC]320;15115990;15115625;756768768;15638528;917290371;0;0;0;0;0;0;0;0;0;9792;0;0;27;0.01513302;
06-27 11:26:54.776 18633 18659 I Unity   : [STATISTIC]321;13918021;13917604;756768768;15638528;917290371;0;0;0;0;0;0;0;0;0;10989;0;0;27;0.01394052;
06-27 11:26:54.790 18633 18659 I Unity   : [STATISTIC]322;12314896;12314531;756768768;15638528;917290371;0;0;0;0;0;0;0;0;0;9479;0;0;27;0.01233448;
06-27 11:26:54.803 18633 18659 I Unity   : [STATISTIC]323;15447708;15447187;757002240;15638528;917290371;0;0;0;0;0;0;0;0;0;13542;0;0;27;0.0154524;
06-27 11:26:54.819 18633 18659 I Unity   : [STATISTIC]324;11771093;11770573;757006336;15638528;917159299;0;0;0;0;0;0;0;0;0;7500;0;0;27;0.01179219;
06-27 11:26:54.831 18633 18659 I Unity   : [STATISTIC]325;17055053;17054479;757006336;15638528;917159299;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01706073;
06-27 11:26:54.844 18633 18659 I Unity   : [STATISTIC]326;12346823;12346459;757006336;15638528;917159299;0;0;0;0;0;0;0;0;0;12292;0;0;27;0.01235214;
06-27 11:26:54.860 18633 18659 I Unity   : [STATISTIC]327;11425000;11424583;757006336;15638528;917159299;0;0;0;0;0;0;0;0;0;7031;0;0;27;0.01144948;
06-27 11:26:54.874 18633 18659 I Unity   : [STATISTIC]328;15611146;15610782;757256192;15638528;917159299;0;0;0;0;0;0;0;0;0;7968;0;0;27;0.01562281;
06-27 11:26:54.885 18633 18659 I Unity   : [STATISTIC]329;17483906;17483385;757256192;15638528;917159299;0;0;0;0;0;0;0;0;0;20312;0;0;27;0.01749063;
06-27 11:26:54.901 18633 18659 I Unity   : [STATISTIC]330;8002656;8002240;757256192;15638528;917159299;0;0;0;0;0;0;0;0;0;7604;0;0;27;0.008009688;
06-27 11:26:54.916 18633 18659 I Unity   : [STATISTIC]331;15809063;15808437;757256192;15638528;917159299;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01581359;
06-27 11:26:54.930 18633 18659 I Unity   : [STATISTIC]332;15427032;15426614;757256192;15638528;917159299;0;0;0;0;0;0;0;0;0;11407;0;0;27;0.01543984;
06-27 11:26:54.942 18633 18659 I Unity   : [STATISTIC]333;14330468;14330000;757514240;15638528;917159407;0;0;0;0;0;0;0;0;0;10938;0;0;27;0.01433656;
06-27 11:26:54.957 18633 18659 I Unity   : [STATISTIC]334;11642396;11641771;757514240;15638528;917159407;0;0;0;0;0;0;0;0;0;8750;0;0;27;0.01165458;
06-27 11:26:54.976 18633 18659 I Unity   : [STATISTIC]335;14565261;14564740;757514240;15638528;917159407;0;0;0;0;0;0;0;0;0;8959;0;0;27;0.01457807;
06-27 11:26:54.989 18633 18659 I Unity   : [STATISTIC]336;20652136;20651770;757514240;15638528;917159407;0;0;0;0;0;0;0;0;0;10209;0;0;27;0.02064838;
06-27 11:26:55.004 18633 18659 I Unity   : [STATISTIC]337;11478802;11478282;757755904;15638528;917159407;0;0;0;0;0;0;0;0;0;9584;0;0;27;0.01150344;
06-27 11:26:55.019 18633 18659 I Unity   : [STATISTIC]338;15553386;15552916;757755904;15638528;917159407;0;0;0;0;0;0;0;0;0;10208;0;0;27;0.01556719;
06-27 11:26:55.032 18633 18659 I Unity   : [STATISTIC]339;16554739;16554271;757755904;15638528;917159407;0;0;0;0;0;0;0;0;0;10104;0;0;27;0.01656583;
06-27 11:26:55.047 18633 18659 I Unity   : [STATISTIC]340;11150312;11149635;757706752;15638528;917159407;0;0;0;0;0;0;0;0;0;8646;0;0;27;0.01115786;
06-27 11:26:55.061 18633 18659 I Unity   : [STATISTIC]341;14906875;14906510;757706752;15638528;917159407;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01492037;
06-27 11:26:55.075 18633 18659 I Unity   : [STATISTIC]342;14165468;14165000;757706752;15638528;917159407;0;0;0;0;0;0;0;0;0;10313;0;0;27;0.01417745;
06-27 11:26:55.089 18633 18659 I Unity   : [STATISTIC]343;13953490;13953073;757706752;15638528;917159407;0;0;0;0;0;0;0;0;0;9583;0;0;27;0.01397198;
06-27 11:26:55.102 18633 18659 I Unity   : [STATISTIC]344;15326250;15325520;757706752;15638528;917159407;0;0;0;0;0;0;0;0;0;14844;0;0;27;0.01532036;
06-27 11:26:55.117 18633 18659 I Unity   : [STATISTIC]345;10724115;10723698;757706752;15638528;917159407;0;0;0;0;0;0;0;0;0;8281;0;0;27;0.01076797;
06-27 11:26:55.131 18633 18659 I Unity   : [STATISTIC]346;15373125;15372813;757706752;15638528;917159407;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01537719;
06-27 11:26:55.145 18633 18659 I Unity   : [STATISTIC]347;15760364;15760000;757956608;15638528;917159407;0;0;0;0;0;0;0;0;0;18230;0;0;27;0.01577349;
06-27 11:26:55.161 18633 18659 I Unity   : [STATISTIC]348;12075156;12074792;757956608;15638528;917159407;0;0;0;0;0;0;0;0;0;8230;0;0;27;0.01208359;
06-27 11:26:55.175 18633 18659 I Unity   : [STATISTIC]349;16550885;16550521;757956608;15638528;917159407;0;0;0;0;0;0;0;0;0;8542;0;0;27;0.01655849;
06-27 11:26:55.189 18633 18659 I Unity   : [STATISTIC]350;14467343;14466875;757956608;15638528;917159407;0;0;0;0;0;0;0;0;0;9636;0;0;27;0.01447464;
06-27 11:26:55.202 18633 18659 I Unity   : [STATISTIC]351;14609323;14608906;758190080;15638528;917159407;0;0;0;0;0;0;0;0;0;9167;0;0;27;0.01461438;
06-27 11:26:55.217 18633 18659 I Unity   : [STATISTIC]352;11390937;11390469;758190080;15638528;917159407;0;0;0;0;0;0;0;0;0;8125;0;0;27;0.01142063;
06-27 11:26:55.231 18633 18659 I Unity   : [STATISTIC]353;14057813;14057343;758280192;15638528;917159407;0;0;0;0;0;0;0;0;0;0;0;0;27;0.0140625;
06-27 11:26:55.243 18633 18659 I Unity   : [STATISTIC]354;16417135;16416614;758280192;15638528;917159407;0;0;0;0;0;0;0;0;0;11458;0;0;27;0.01642255;
06-27 11:26:55.258 18633 18659 I Unity   : [STATISTIC]355;11046770;11046198;758280192;15638528;917159407;0;0;0;0;0;0;0;0;0;9792;0;0;27;0.01107917;
06-27 11:26:55.272 18633 18659 I Unity   : [STATISTIC]356;15203958;15203437;758280192;15638528;917159407;0;0;0;0;0;0;0;0;0;10520;0;0;27;0.01521573;
06-27 11:26:55.285 18633 18659 I Unity   : [STATISTIC]357;14451615;14450938;758415360;15638528;917159407;0;0;0;0;0;0;0;0;0;12344;0;0;27;0.01445588;
06-27 11:26:55.298 18633 18659 I Unity   : [STATISTIC]358;13648073;13647657;758611968;15638528;917159407;0;0;0;0;0;0;0;0;0;8490;0;0;27;0.01367411;
06-27 11:26:55.312 18633 18659 I Unity   : [STATISTIC]359;10782761;10782239;758611968;15638528;917159407;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01081828;
06-27 11:26:55.327 18633 18659 I Unity   : [STATISTIC]360;15481979;15481406;758611968;15638528;917159407;0;0;0;0;0;0;0;0;0;9792;0;0;27;0.01549151;
06-27 11:26:55.383 18633 18659 I Unity   : [STATISTIC]361;16640573;16640052;758611968;15638528;917159407;0;0;0;0;0;0;0;0;0;12291;0;0;27;0.0166524;
06-27 11:26:55.411 18633 18659 I Unity   : [STATISTIC]362;68890781;68890209;749625344;15638528;919397679;0;0;0;0;0;0;0;0;0;9218;0;0;27;0.06890474;
06-27 11:26:55.477 18633 18659 I Unity   : [STATISTIC]363;74287812;74287031;853909504;15638528;1473193263;0;0;0;0;0;0;0;0;0;1431249;0;0;27;0.06889313;
06-27 11:26:55.704 18633 18659 I Unity   : [STATISTIC]364;226822916;226822239;1165004800;15638528;1808786735;0;0;0;0;0;0;0;0;0;3281822;0;0;27;0.2103248;
06-27 11:26:55.931 18633 18659 I Unity   : [STATISTIC]365;224495937;224495000;1166249984;15638528;1808786735;0;0;0;0;0;0;0;0;0;2379270;0;0;27;0.222508;
06-27 11:26:56.156 18633 18659 I Unity   : [STATISTIC]366;227846406;227845833;1164984320;15638528;1825563951;0;0;0;0;0;0;0;0;0;3111301;0;0;27;0.2311058;
06-27 11:26:56.564 18633 18659 I Unity   : [STATISTIC]367;405077239;405076510;1188040704;15638528;1844454799;0;0;0;0;0;0;0;0;0;2860052;0;0;27;0.3333333;
06-27 11:26:56.791 18633 18659 I Unity   : [STATISTIC]368;229465000;229464219;1199939584;15638528;1863370191;0;0;0;0;0;0;0;0;0;2866302;0;0;27;0.2284812;
06-27 11:26:57.021 18633 18659 I Unity   : [STATISTIC]369;229892813;229892031;1199267840;15638528;1890657775;0;0;0;0;0;0;0;0;0;2675990;494166;0;27;0.2301721;
06-27 11:26:57.241 18633 18659 I Unity   : [STATISTIC]370;220349323;220348802;1200558080;15638528;1886442991;0;0;0;0;0;0;0;0;0;2863438;0;0;27;0.2214445;
06-27 11:26:57.453 18633 18659 I Unity   : [STATISTIC]371;211639687;211638854;1206288384;15638528;1924226659;0;0;0;0;0;0;0;0;0;2790001;165156;0;27;0.211982;
06-27 11:26:57.663 18633 18659 I Unity   : [STATISTIC]372;210697240;210696407;1211695104;15638528;1924226659;0;0;0;0;0;0;0;0;0;2636562;0;0;27;0.2111113;
06-27 11:26:57.890 18633 18659 I Unity   : [STATISTIC]373;226428907;226427968;1211772928;15638528;1924271819;0;0;0;0;0;0;0;0;0;2778749;189844;0;27;0.2262671;
06-27 11:26:58.106 18633 18659 I Unity   : [STATISTIC]374;216044323;216043594;1220702208;15638528;1932732895;0;0;0;0;0;0;0;0;0;2764635;174896;0;27;0.2158239;
06-27 11:26:58.319 18633 18659 I Unity   : [STATISTIC]375;212581719;212580886;1220210688;15638528;1949510111;0;0;0;0;0;0;0;0;0;2489687;460729;0;27;0.2128669;
06-27 11:26:58.529 18633 18659 I Unity   : [STATISTIC]376;210625573;210624740;1228763136;15638528;1957878239;0;0;0;0;0;0;0;0;0;2761719;0;0;27;0.2111878;
06-27 11:26:58.742 18633 18659 I Unity   : [STATISTIC]377;212100782;212100104;1233481728;15638528;1966312031;0;0;0;0;0;0;0;0;0;2565574;97917;0;27;0.2112656;
06-27 11:26:58.949 18633 18659 I Unity   : [STATISTIC]378;207269844;207268906;1234882560;15638528;1974700895;0;0;0;0;0;0;0;0;0;2488489;175989;0;27;0.2088857;
06-27 11:26:59.151 18633 18659 I Unity   : [STATISTIC]379;202303645;202302760;1241272320;15638528;1999916223;0;0;0;0;0;0;0;0;0;2447552;256563;0;27;0.202055;
06-27 11:26:59.359 18633 18659 I Unity   : [STATISTIC]380;207800521;207799635;1241030656;15638528;2016769875;0;0;0;0;0;0;0;0;0;2594426;196354;0;27;0.2071846;
06-27 11:26:59.563 18633 18659 I Unity   : [STATISTIC]381;204453437;204452604;1245704192;15638528;2025167155;0;0;0;0;0;0;0;0;0;3024063;109843;0;27;0.2056313;
06-27 11:26:59.761 18633 18659 I Unity   : [STATISTIC]382;198099740;198099011;1247322112;15638528;2025215791;0;0;0;0;0;0;0;0;0;2354429;286510;0;27;0.1987259;
06-27 11:26:59.957 18633 18659 I Unity   : [STATISTIC]383;195835729;195835052;1250889728;15638528;2042061303;0;0;0;0;0;0;0;0;0;2387968;282552;0;27;0.1954613;
06-27 11:27:00.163 18633 18659 I Unity   : [STATISTIC]384;206287760;206286927;1259577344;15638528;2042089587;0;0;0;0;0;0;0;0;0;2468489;266875;0;27;0.2065426;
06-27 11:27:00.368 18633 18659 I Unity   : [STATISTIC]385;204814792;204814062;1259708416;15638528;2042105971;0;0;0;0;0;0;0;0;0;3265103;208489;0;27;0.2052227;
06-27 11:27:00.564 18633 18659 I Unity   : [STATISTIC]386;195782500;195781719;1266339840;15638528;2067325043;0;0;0;0;0;0;0;0;0;2540052;115625;0;27;0.1957972;
06-27 11:27:00.758 18633 18659 I Unity   : [STATISTIC]387;193903333;193902448;1263656960;15638528;2067382187;0;0;0;0;0;0;0;0;0;2332917;306771;0;27;0.1945214;
06-27 11:27:00.946 18633 18659 I Unity   : [STATISTIC]388;188213959;188213489;1266905088;15638528;2075758987;0;0;0;0;0;0;0;0;0;2505989;196771;0;27;0.1884964;
06-27 11:27:01.137 18633 18659 I Unity   : [STATISTIC]389;190964687;190963698;1278595072;15638528;2084176159;0;0;0;0;0;0;0;0;0;2256875;182969;0;27;0.1913654;
06-27 11:27:01.332 18633 18659 I Unity   : [STATISTIC]390;194301406;194300677;1279238144;15638528;2117738783;0;0;0;0;0;0;0;0;0;2518540;165052;0;27;0.1928724;
06-27 11:27:01.522 18633 18659 I Unity   : [STATISTIC]391;190881042;190880260;1283526656;15638528;2126106911;0;0;0;0;0;0;0;0;0;2620468;315156;0;27;0.1928396;
06-27 11:27:01.703 18633 18659 I Unity   : [STATISTIC]392;180605417;180604323;1284476928;15638528;2126119487;0;0;0;0;0;0;0;0;0;2589167;114010;0;27;0.1809041;
06-27 11:27:01.890 18633 18659 I Unity   : [STATISTIC]393;186701614;186700781;1289961472;15638528;2126132095;0;0;0;0;0;0;0;0;0;2776043;191979;0;27;0.1861278;
06-27 11:27:02.079 18633 18659 I Unity   : [STATISTIC]394;189183906;189182969;1296551936;15638528;2134626539;0;0;0;0;0;0;0;0;0;2552865;330521;0;27;0.18895;
06-27 11:27:02.263 18633 18659 I Unity   : [STATISTIC]395;183764635;183763802;1296461824;15638528;2134655563;0;0;0;0;0;0;0;0;0;2758332;230937;0;27;0.1845556;
06-27 11:27:02.451 18633 18659 I Unity   : [STATISTIC]396;188343125;188342500;1293484032;15638528;2151462615;0;0;0;0;0;0;0;0;0;2618646;303698;0;27;0.188847;
06-27 11:27:02.630 18633 18659 I Unity   : [STATISTIC]397;179085677;179085052;1298378752;15638528;2159860407;0;0;0;0;0;0;0;0;0;2730313;222657;0;27;0.1796634;
06-27 11:27:02.803 18633 18659 I Unity   : [STATISTIC]398;172967760;172966771;1304813568;15638528;1966918327;0;0;0;0;0;0;0;0;0;2529062;0;0;27;0.1729745;
06-27 11:27:02.974 18633 18659 I Unity   : [STATISTIC]399;170698489;170697708;1301966848;15638528;1966918327;0;0;0;0;0;0;0;0;0;2670521;170052;0;27;0.171349;
06-27 11:27:03.147 18633 18659 I Unity   : [STATISTIC]400;172868802;172867865;1305190400;15638528;1975302839;0;0;0;0;0;0;0;0;0;2603385;111198;0;27;0.1728542;
06-27 11:27:03.316 18633 18659 I Unity   : [STATISTIC]401;169409427;169408750;1311637504;15638528;1983711927;0;0;0;0;0;0;0;0;0;2517553;0;0;27;0.1692811;
06-27 11:27:03.485 18633 18659 I Unity   : [STATISTIC]402;169253073;169252083;1308127232;15638528;1983711927;0;0;0;0;0;0;0;0;0;2750209;0;0;27;0.1697783;
06-27 11:27:03.652 18633 18659 I Unity   : [STATISTIC]403;166796927;166796198;1306886144;15638528;2000489143;0;0;0;0;0;0;0;0;0;2469687;0;0;27;0.1669947;
06-27 11:27:03.821 18633 18659 I Unity   : [STATISTIC]404;169104063;169103385;1308962816;15638528;2000505527;0;0;0;0;0;0;0;0;0;2811614;102708;0;27;0.1689527;
06-27 11:27:03.993 18633 18659 I Unity   : [STATISTIC]405;172077552;172076822;1305387008;15638528;2000505527;0;0;0;0;0;0;0;0;0;2504219;0;0;27;0.1711014;
06-27 11:27:04.165 18633 18659 I Unity   : [STATISTIC]406;171923125;171922344;1304870912;15638528;2034068151;0;0;0;0;0;0;0;0;0;3136459;212396;0;27;0.1732223;
06-27 11:27:04.332 18633 18659 I Unity   : [STATISTIC]407;166606093;166605469;1303400448;15638528;2025688151;0;0;0;0;0;0;0;0;0;2825051;131875;0;27;0.1673966;
06-27 11:27:04.496 18633 18659 I Unity   : [STATISTIC]408;163958593;163957708;1310269440;15638528;2034105431;0;0;0;0;0;0;0;0;0;2738176;199688;0;27;0.1637102;
06-27 11:27:04.659 18633 18659 I Unity   : [STATISTIC]409;163325521;163324635;1311531008;15638528;2050876967;0;0;0;0;0;0;0;0;0;2703281;319479;0;27;0.1637672;
06-27 11:27:04.820 18633 18659 I Unity   : [STATISTIC]410;160314843;160314114;1314435072;15638528;2050912351;0;0;0;0;0;0;0;0;0;2781041;254062;0;27;0.1602708;
06-27 11:27:04.979 18633 18659 I Unity   : [STATISTIC]411;159146354;159145520;1318936576;15638528;2067689567;0;0;0;0;0;0;0;0;0;2965936;215885;0;27;0.1591793;
06-27 11:27:05.135 18633 18659 I Unity   : [STATISTIC]412;155970729;155969844;1322143744;15638528;2076074079;0;0;0;0;0;0;0;0;0;3080937;110834;0;27;0.1572167;
06-27 11:27:05.286 18633 18659 I Unity   : [STATISTIC]413;150997760;150996927;1327558656;15638528;2084483167;0;0;0;0;0;0;0;0;0;2641770;0;0;27;0.1508878;
06-27 11:27:05.436 18633 18659 I Unity   : [STATISTIC]414;150319583;150318854;1324294144;15638528;2084482591;0;0;0;0;0;0;0;0;0;2736926;124947;0;27;0.1504491;
06-27 11:27:05.584 18633 18659 I Unity   : [STATISTIC]415;148371823;148371146;1325887488;15638528;2092867103;0;0;0;0;0;0;0;0;0;3037655;111666;0;27;0.1492718;
06-27 11:27:05.729 18633 18659 I Unity   : [STATISTIC]416;144612031;144611094;1323274240;15638528;2092875295;0;0;0;0;0;0;0;0;0;2733332;268438;0;27;0.1448725;
06-27 11:27:05.872 18633 18659 I Unity   : [STATISTIC]417;143366302;143365417;1328766976;15638528;2118061599;0;0;0;0;0;0;0;0;0;2693073;0;0;27;0.1428333;
06-27 11:27:06.017 18633 18659 I Unity   : [STATISTIC]418;144230052;144229062;1327075328;15638528;2118061599;0;0;0;0;0;0;0;0;0;3270365;0;0;27;0.144504;
06-27 11:27:06.159 18633 18659 I Unity   : [STATISTIC]419;142179219;142178698;1329336320;15638528;2126441855;0;0;0;0;0;0;0;0;0;3112918;270469;0;27;0.1428175;
06-27 11:27:06.298 18633 18659 I Unity   : [STATISTIC]420;138843697;138842968;1338003456;15638528;2134850943;0;0;0;0;0;0;0;0;0;2941615;0;0;27;0.1388331;
06-27 11:27:06.439 18633 18659 I Unity   : [STATISTIC]421;141312291;141311562;1339838464;15638528;2134850943;0;0;0;0;0;0;0;0;0;2741979;0;0;27;0.1410081;
06-27 11:27:06.577 18633 18659 I Unity   : [STATISTIC]422;138409219;138408282;1336836096;15638528;2151644543;0;0;0;0;0;0;0;0;0;2625832;202344;0;27;0.1390116;
06-27 11:27:06.710 18633 18659 I Unity   : [STATISTIC]423;132947135;132946146;1338712064;15638528;2160043599;0;0;0;0;0;0;0;0;0;2832968;243490;0;27;0.1336131;
06-27 11:27:06.839 18633 18659 I Unity   : [STATISTIC]424;128671563;128670521;1337856000;15638528;2176875935;0;0;0;0;0;0;0;0;0;2776146;250000;0;27;0.1289224;
06-27 11:27:06.968 18633 18659 I Unity   : [STATISTIC]425;128989844;128988959;1343901696;15638528;2176924111;0;0;0;0;0;0;0;0;0;2880209;284010;0;27;0.1292975;
06-27 11:27:07.094 18633 18659 I Unity   : [STATISTIC]426;126037813;126037343;1346576384;15638528;2176932303;0;0;0;0;0;0;0;0;0;4098540;185678;0;27;0.1262224;
06-27 11:27:07.215 18633 18659 I Unity   : [STATISTIC]427;120476250;120475261;1343840256;15638528;2176932303;0;0;0;0;0;0;0;0;0;2944479;0;0;27;0.1206608;
06-27 11:27:07.342 18633 18659 I Unity   : [STATISTIC]428;126679323;126678698;1349554176;15638528;2202134991;0;0;0;0;0;0;0;0;0;2998750;116562;0;27;0.1263519;
06-27 11:27:07.468 18633 18659 I Unity   : [STATISTIC]429;126271927;126271406;1346170880;15638528;2202134991;0;0;0;0;0;0;0;0;0;4239322;0;0;27;0.1263208;
06-27 11:27:07.590 18633 18659 I Unity   : [STATISTIC]430;122698177;122697187;1348419584;15638528;2210519503;0;0;0;0;0;0;0;0;0;3203280;114583;0;27;0.1234698;
06-27 11:27:07.709 18633 18659 I Unity   : [STATISTIC]431;118762344;118761563;1357283328;15638528;2084711311;0;0;0;0;0;0;0;0;0;3006979;133854;0;27;0.1189294;
06-27 11:27:07.824 18633 18659 I Unity   : [STATISTIC]432;115041979;115041406;1360113664;15638528;2111868239;0;0;0;0;0;0;0;0;0;2810468;277656;0;27;0.115322;
06-27 11:27:07.935 18633 18659 I Unity   : [STATISTIC]433;110903906;110903020;1357201408;15638528;2111868239;0;0;0;0;0;0;0;0;0;3014219;241771;0;27;0.1112234;
06-27 11:27:08.043 18633 18659 I Unity   : [STATISTIC]434;107982605;107981666;1354645504;15638528;2128649551;0;0;0;0;0;0;0;0;0;2744584;0;0;27;0.1081521;
06-27 11:27:08.153 18633 18659 I Unity   : [STATISTIC]435;110263177;110262500;1355370496;15638528;2137057863;0;0;0;0;0;0;0;0;0;3440521;258646;0;27;0.1109073;
06-27 11:27:08.261 18633 18659 I Unity   : [STATISTIC]436;107942187;107941094;1364537344;15638528;2153843271;0;0;0;0;0;0;0;0;0;2947968;219375;0;27;0.1080558;
06-27 11:27:08.370 18633 18659 I Unity   : [STATISTIC]437;108236771;108236094;1364754432;15638528;2153876039;0;0;0;0;0;0;0;0;0;3091093;322083;0;27;0.1085228;
06-27 11:27:08.469 18633 18659 I Unity   : [STATISTIC]438;99860364;99859375;1363410944;15638528;2153876039;0;0;0;0;0;0;0;0;0;2822708;0;0;27;0.1001669;
06-27 11:27:08.570 18633 18659 I Unity   : [STATISTIC]439;100722031;100721302;1370464256;15638528;2162293319;0;0;0;0;0;0;0;0;0;3112189;292240;0;27;0.1005918;
06-27 11:27:08.671 18633 18659 I Unity   : [STATISTIC]440;100507448;100506927;1373630464;15638528;2187446855;0;0;0;0;0;0;0;0;0;2790416;184895;0;27;0.1011731;
06-27 11:27:08.767 18633 18659 I Unity   : [STATISTIC]441;95907604;95906719;1382731776;15638528;2187472295;0;0;0;0;0;0;0;0;0;2992604;120625;0;27;0.09618083;
06-27 11:27:08.862 18633 18659 I Unity   : [STATISTIC]442;95122187;95121302;1382920192;15638528;2187485095;0;0;0;0;0;0;0;0;0;3393646;123020;0;27;0.09539974;
06-27 11:27:08.959 18633 18659 I Unity   : [STATISTIC]443;97466302;97465313;1395834880;15638528;2212671399;0;0;0;0;0;0;0;0;0;2955574;0;0;27;0.09686792;
06-27 11:27:09.059 18633 18659 I Unity   : [STATISTIC]444;99754011;99753438;1395195904;15638528;2212671399;0;0;0;0;0;0;0;0;0;3155210;0;0;27;0.1000472;
06-27 11:27:09.153 18633 18659 I Unity   : [STATISTIC]445;94015520;94014791;1393635328;15638528;2229456807;0;0;0;0;0;0;0;0;0;2977916;339219;0;27;0.09428933;
06-27 11:27:09.246 18633 18659 I Unity   : [STATISTIC]446;93590729;93589844;1395994624;15638528;2221047719;0;0;0;0;0;0;0;0;0;3053593;0;0;27;0.09415901;
06-27 11:27:09.339 18633 18659 I Unity   : [STATISTIC]447;92903385;92902865;1401511936;15638528;2179161383;0;0;0;0;0;0;0;0;0;3353125;322396;0;27;0.09278526;
06-27 11:27:09.427 18633 18659 I Unity   : [STATISTIC]448;87687396;87686927;1400659968;15638528;2195968099;0;0;0;0;0;0;0;0;0;2870938;313125;0;27;0.08796421;
06-27 11:27:09.514 18633 18659 I Unity   : [STATISTIC]449;86987708;86987240;1404940288;15638528;2204357251;0;0;0;0;0;0;0;0;0;3178333;129740;0;27;0.08775849;
06-27 11:27:09.594 18633 18659 I Unity   : [STATISTIC]450;79785782;79785260;1406935040;15638528;2204370083;0;0;0;0;0;0;0;0;0;3064062;278385;0;27;0.07991969;
