
07-05 15:13:25.216  3913  3935 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);GhostUpdateSystem:UpdateJob (Burst);Idle;OculusRuntime.WaitToBeginFrame;GameClient Unity.Entities.SimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-05 15:13:26.454  3913  3935 I Unity   : [STATISTIC]359;9462187;0;9461875;751030272;15953920;1327388235;674323;447760;121823;0;0;64688;3701146;0;0;10220313;115261;377448;0;27;0.009479427;
07-05 15:13:26.462  3913  3935 I Unity   : [STATISTIC]360;8075365;0;8075000;752467968;15953920;1327388235;526823;542239;124375;0;0;54531;2803073;0;0;11847239;48229;564635;0;27;0.008084739;
07-05 15:13:26.469  3913  3935 I Unity   : [STATISTIC]361;4950052;0;4949584;752697344;15953920;1327388235;0;0;0;0;0;0;0;0;0;7221666;54427;482864;0;27;0.004962396;
07-05 15:13:26.484  3913  3935 I Unity   : [STATISTIC]362;6504792;0;6504427;752832512;15953920;1327388235;0;0;0;0;0;0;0;0;0;8730833;2040729;370521;0;27;0.006528854;
07-05 15:13:26.499  3913  3935 I Unity   : [STATISTIC]363;18473229;0;18472604;753979392;15953920;1327388235;557656;372813;122604;0;0;68177;2534480;0;0;21157918;10830260;318333;0;27;0.01848427;
07-05 15:13:26.510  3913  3935 I Unity   : [STATISTIC]364;15623333;0;15623021;754950144;15953920;1327388235;647344;370625;129480;0;0;68021;2965104;0;0;16865885;7415312;426250;0;27;0.01563292;
07-05 15:13:26.842  3913  3935 I Unity   : [STATISTIC]365;330070209;0;330069687;784470016;15953920;1354688171;850313;386980;123177;0;3855;64219;3153438;0;0;650680884;2379896;4150521;0;27;0.3300811;
07-05 15:13:26.871  3913  3935 I Unity   : [STATISTIC]366;33233333;0;33233073;798191616;15953920;1382008619;2374946;3361614;534896;456093;546875;271407;11520572;0;0;51017246;68698;3536927;0;27;0.03324511;
07-05 15:13:26.885  3913  3935 I Unity   : [STATISTIC]367;14627343;0;14626823;802955264;15953920;1392498507;1112291;1197813;256459;0;63333;150573;5751509;0;0;20789527;54010;710521;0;27;0.0146412;
07-05 15:13:26.893  3913  3935 I Unity   : [STATISTIC]368;7478490;0;7478073;807297024;15953920;1396692811;0;0;0;0;52812;0;0;0;0;11868334;45469;1064479;0;27;0.0074925;
07-05 15:13:26.912  3913  3935 I Unity   : [STATISTIC]369;10925313;0;10925000;812380160;15953920;1400887115;818906;424895;148542;0;47083;215104;3298385;0;0;13167498;153177;666511;0;27;0.01093271;
07-05 15:13:26.923  3913  3935 I Unity   : [STATISTIC]370;17044584;0;17044010;812875776;15953920;1400887115;514844;354479;137605;0;53854;133854;2654428;0;0;18168641;7933021;1113021;0;27;0.01705531;
07-05 15:13:26.938  3913  3935 I Unity   : [STATISTIC]371;12102865;0;12102500;813551616;15953920;1400887115;797240;362969;141771;0;49322;133437;3014583;0;0;13714787;2547292;1152292;0;27;0.01211307;
07-05 15:13:26.952  3913  3935 I Unity   : [STATISTIC]372;11838229;0;11837761;813719552;15953920;1400887115;0;0;0;0;110365;0;0;0;0;14845681;5056510;1451459;0;27;0.01185427;
07-05 15:13:26.968  3913  3935 I Unity   : [STATISTIC]373;19728959;0;19728646;815058944;15953920;1400887115;786250;638385;223593;0;43697;199948;5064218;0;0;22081309;7417813;903542;0;27;0.01973672;
07-05 15:13:26.989  3913  3935 I Unity   : [STATISTIC]374;24836875;0;24836302;818499584;15953920;1417689003;614688;336302;157344;102813;93020;165885;3173750;0;0;37708495;3720417;2075938;0;27;0.02484443;
07-05 15:13:27.003  3913  3935 I Unity   : [STATISTIC]375;14152500;0;14152188;822087680;15953920;1434507347;993177;832083;300156;172187;72760;504688;5687707;0;0;15506668;52604;2547135;0;27;0.01416344;
07-05 15:13:27.016  3913  3935 I Unity   : [STATISTIC]376;12399583;0;12399115;825565184;15953920;1434532083;802084;405260;186719;109271;63021;219166;3926615;0;0;14320627;63229;2526771;0;27;0.01241062;
07-05 15:13:27.031  3913  3935 I Unity   : [STATISTIC]377;8167240;0;8166875;827899904;15953920;1434569019;0;0;0;203177;59062;0;0;0;0;11484795;43021;2347552;0;27;0.008182865;
07-05 15:13:27.049  3913  3935 I Unity   : [STATISTIC]378;18675937;0;18675469;828952576;15953920;1434569019;892135;368125;226719;0;40261;202604;3897709;0;0;20600419;6894479;1065104;0;27;0.01868208;
07-05 15:13:27.065  3913  3935 I Unity   : [STATISTIC]379;21942344;0;21941927;834437120;15953920;1434619195;632083;672396;219011;200677;92917;450261;4954687;0;0;27180730;6046458;4708490;0;27;0.02195349;
07-05 15:13:27.074  3913  3935 I Unity   : [STATISTIC]380;9815521;0;9815104;835756032;15953920;1451409115;536979;446042;140572;0;58541;220730;3015989;0;0;9860783;48073;1275937;0;27;0.009825885;
07-05 15:13:27.086  3913  3935 I Unity   : [STATISTIC]381;11116198;0;11115781;838660096;15953920;1451442203;554062;415261;178385;116823;74687;228593;3251875;0;0;13146503;70677;2231459;0;27;0.01112547;
07-05 15:13:27.100  3913  3935 I Unity   : [STATISTIC]382;10111510;0;10111146;838819840;15953920;1451446491;0;0;0;0;38698;0;0;0;0;15364638;196822;1226355;0;27;0.01012505;
07-05 15:13:27.116  3913  3935 I Unity   : [STATISTIC]383;15768542;0;15768229;841768960;15953920;1468249019;551615;427761;160833;186303;70417;258125;3542187;0;0;18187604;4748229;1795469;0;27;0.01577281;
07-05 15:13:27.129  3913  3935 I Unity   : [STATISTIC]384;15725989;0;15725677;844759040;15953920;1468249019;679323;291563;140156;185833;78437;210521;3148281;0;0;12721094;4140521;2567031;0;27;0.01573703;
07-05 15:13:27.142  3913  3935 I Unity   : [STATISTIC]385;13690261;0;13689948;845811712;15953920;1468309887;752604;324740;143230;243177;66719;288386;3388022;0;0;13824581;1554531;2877865;0;27;0.01370104;
07-05 15:13:27.155  3913  3935 I Unity   : [STATISTIC]386;13824427;0;13824063;849412096;15953920;1485099647;694792;776406;202292;123594;42136;311562;3982657;0;0;14854270;1126771;2604896;0;27;0.01383333;
07-05 15:13:27.169  3913  3935 I Unity   : [STATISTIC]387;11727239;0;11726927;853176320;15953920;1485129807;673490;284948;238386;221406;65572;425625;3516147;0;0;11507242;340834;2436146;0;27;0.01173786;
07-05 15:13:27.183  3913  3935 I Unity   : [STATISTIC]388;12983750;0;12983281;855732224;15953920;1485166991;0;0;0;283594;164896;0;0;0;0;16432918;1997240;2826458;0;27;0.0129949;
07-05 15:13:27.198  3913  3935 I Unity   : [STATISTIC]389;14339010;0;14338698;857493504;15953920;1485171407;640834;540312;153229;0;33854;285105;3760834;0;0;10344219;3974739;987136;0;27;0.01434755;
07-05 15:13:27.212  3913  3935 I Unity   : [STATISTIC]390;16404114;0;16403802;861102080;15953920;1485260299;664323;290208;177969;296615;41041;331719;3568177;0;0;20371873;4067812;2575781;0;27;0.01641437;
07-05 15:13:27.225  3913  3935 I Unity   : [STATISTIC]391;14258646;0;14258282;864071680;15953920;1485264747;652344;263750;179323;292500;59897;362865;3502604;0;0;15439590;1959479;2566250;0;27;0.01426849;
07-05 15:13:27.237  3913  3935 I Unity   : [STATISTIC]392;11419427;0;11419063;867172352;15953920;1502075579;549531;255209;199010;295052;73437;329792;3402864;0;0;11598746;48125;1916979;0;27;0.01143099;
07-05 15:13:27.252  3913  3935 I Unity   : [STATISTIC]393;12671406;0;12671041;869478400;15953920;1502088283;0;0;0;192187;93698;0;0;0;0;16480110;1132760;2827656;0;27;0.01268458;
07-05 15:13:27.266  3913  3935 I Unity   : [STATISTIC]394;15495990;0;15495573;873525248;15953920;1502092795;962969;251302;292239;207291;44428;304011;4319011;0;0;15278392;3346823;2054531;0;27;0.01550234;
07-05 15:13:27.279  3913  3935 I Unity   : [STATISTIC]395;12341250;0;12340885;874713088;15953920;1518870011;768489;240469;209687;0;59584;289635;3639480;0;0;13121561;1762657;698385;0;27;0.01235239;
07-05 15:13:27.294  3913  3935 I Unity   : [STATISTIC]396;13867604;0;13867291;874872832;15953920;1518870011;672032;243021;151406;0;61823;386927;3770574;0;0;17793231;2719375;741146;0;27;0.01387667;
07-05 15:13:27.308  3913  3935 I Unity   : [STATISTIC]397;14810677;0;14810104;876359680;15953920;1518870011;739635;517292;169688;0;33646;323229;4062188;0;0;17932497;4102604;771979;0;27;0.01481776;
07-05 15:13:27.322  3913  3935 I Unity   : [STATISTIC]398;15278229;0;15277813;878981120;15953920;1518878203;650833;509323;159427;124063;41771;364427;4304738;0;0;17608750;2862188;1974844;0;27;0.01529073;
07-05 15:13:27.337  3913  3935 I Unity   : [STATISTIC]399;12647969;0;12647604;879869952;15953920;1518878203;695990;257343;221354;0;74844;400000;4031927;0;0;15348595;1762656;1280886;0;27;0.01266146;
07-05 15:13:27.353  3913  3935 I Unity   : [STATISTIC]400;13192708;0;13192240;879841280;15953920;1518878203;0;0;0;0;103230;0;0;0;0;23439318;3810261;1168802;0;27;0.01320505;
07-05 15:13:27.368  3913  3935 I Unity   : [STATISTIC]401;18568698;0;18568282;880664576;15953920;1518878203;1023281;262813;254323;0;61615;536875;5557553;0;0;22244949;6246510;984167;0;27;0.01857578;
07-05 15:13:27.378  3913  3935 I Unity   : [STATISTIC]402;13274583;0;13274271;881922048;15953920;1518878203;680104;269531;172396;0;140519;385260;3885676;0;0;13698480;2930312;998959;0;27;0.0132851;
07-05 15:13:27.393  3913  3935 I Unity   : [STATISTIC]403;12686615;0;12686250;882196480;15953920;1518894587;839792;251770;170781;102396;40729;360052;3980104;0;0;14412085;65521;3023802;0;27;0.01269693;
07-05 15:13:27.406  3913  3935 I Unity   : [STATISTIC]404;13012031;0;13011458;883073024;15953920;1518894587;811458;191979;195833;0;76615;522448;3836459;0;0;10066929;2029375;1780937;0;27;0.01302245;
07-05 15:13:27.421  3913  3935 I Unity   : [STATISTIC]405;13078177;0;13077760;884109312;15953920;1552449019;910990;273594;223385;0;86198;425625;4192656;0;0;14306874;2015416;1488646;0;27;0.01309115;
07-05 15:13:27.435  3913  3935 I Unity   : [STATISTIC]406;11289688;0;11289375;884109312;15953920;1552449019;0;0;0;0;43020;0;0;0;0;14572082;4212031;1330208;0;27;0.01129927;
07-05 15:13:27.452  3913  3935 I Unity   : [STATISTIC]407;20115625;0;20115156;887697408;15953920;1552469947;658750;186979;159792;114791;77343;400104;4017552;0;0;22973646;7063802;2128906;0;27;0.02010448;
07-05 15:13:27.465  3913  3935 I Unity   : [STATISTIC]408;15251875;0;15251563;890544128;15953920;1552490907;564375;173125;142448;106979;69167;542240;3848021;0;0;17839061;2977760;2428698;0;27;0.01528516;
07-05 15:13:27.478  3913  3935 I Unity   : [STATISTIC]409;13655677;0;13655261;893513728;15953920;1552486875;374062;163177;141614;128020;74531;502605;3618646;0;0;15909062;1716406;2397396;0;27;0.01366536;
07-05 15:13:27.493  3913  3935 I Unity   : [STATISTIC]410;11689947;0;11689479;895991808;15953920;1586045915;59323;164479;197188;130104;73072;421145;2766772;0;0;13865104;573438;2467500;0;27;0.01167443;
07-05 15:13:27.508  3913  3935 I Unity   : [STATISTIC]411;14260416;0;14259948;898551808;15953920;1586062299;37031;212969;152344;122447;39270;483542;2303490;0;0;21880210;3892448;2283593;0;27;0.01429766;
07-05 15:13:27.523  3913  3935 I Unity   : [STATISTIC]412;14985208;0;14984740;900661248;15953920;1586091455;25677;189740;120313;222656;63958;660729;2372605;0;0;11975412;4502864;2135729;0;27;0.01499557;
07-05 15:13:27.537  3913  3935 I Unity   : [STATISTIC]413;13311719;0;13311354;902795264;15953920;1586096095;0;0;0;205208;67188;0;0;0;0;11471616;5115105;2344739;0;27;0.01332271;
07-05 15:13:27.553  3913  3935 I Unity   : [STATISTIC]414;13600416;0;13599844;903049216;15953920;1586087647;26823;156406;95260;0;43177;282344;1897915;0;0;16567963;5295677;736770;0;27;0.01361146;
07-05 15:13:27.566  3913  3935 I Unity   : [STATISTIC]415;18002709;0;18002396;905216000;15953920;1586112223;36875;163125;114375;147865;136406;405885;2012500;0;0;20664794;7498021;2709427;0;27;0.01801385;
07-05 15:13:27.579  3913  3935 I Unity   : [STATISTIC]416;13505365;0;13505000;907411456;15953920;1586151543;26771;156979;118854;250208;78855;494844;1972969;0;0;12616406;3102292;2810469;0;27;0.01350234;
07-05 15:13:27.593  3913  3935 I Unity   : [STATISTIC]417;12020000;0;12019688;909774848;15953920;1602962403;30573;159115;98073;184427;77448;441093;1899010;0;0;14186251;2142187;2449531;0;27;0.01203667;
07-05 15:13:27.607  3913  3935 I Unity   : [STATISTIC]418;13109323;0;13108750;909971456;15953920;1602967107;29323;164375;98854;0;89843;434166;1935001;0;0;7343694;4692917;1354323;0;27;0.01313443;
07-05 15:13:27.622  3913  3935 I Unity   : [STATISTIC]419;14036563;0;14036094;912195584;15953920;1602941123;0;0;0;156615;49896;0;0;0;0;25393806;5583906;2570468;0;27;0.01404484;
07-05 15:13:27.636  3913  3935 I Unity   : [STATISTIC]420;14846407;0;14846041;912334848;15953920;1602941123;27969;161979;89792;0;64323;364635;1890573;0;0;15489375;6185416;889739;0;27;0.01485937;
07-05 15:13:27.650  3913  3935 I Unity   : [STATISTIC]421;15689115;0;15688802;914640896;15953920;1602977823;29792;160937;113906;198646;115990;383125;1918333;0;0;18221668;5370208;2264740;0;27;0.01570677;
07-05 15:13:27.664  3913  3935 I Unity   : [STATISTIC]422;13797448;0;13797031;917065728;15953920;1603007167;29636;160156;94063;188594;90260;446094;1871199;0;0;11636718;3653907;2445782;0;27;0.01380807;
07-05 15:13:27.678  3913  3935 I Unity   : [STATISTIC]423;13428177;0;13427708;919367680;15953920;1619797375;29896;170157;137292;204115;78334;416614;1944740;0;0;11373120;3302657;2470520;0;27;0.01343724;
07-05 15:13:27.691  3913  3935 I Unity   : [STATISTIC]424;13599428;0;13599062;921686016;15953920;1636599647;29844;165000;91823;126146;42292;437761;1885520;0;0;10504789;3747291;2138594;0;27;0.01360625;
07-05 15:13:27.706  3913  3935 I Unity   : [STATISTIC]425;13723750;0;13723438;923955200;15953920;1636604479;30052;158750;91407;136563;92864;416719;1820520;0;0;12707445;4129740;2079323;0;27;0.0137362;
07-05 15:13:27.720  3913  3935 I Unity   : [STATISTIC]426;12030833;0;12030156;926109696;15953920;1636604479;0;0;0;191563;73333;0;0;0;0;15194161;4474948;2108854;0;27;0.01205224;
