
07-05 15:13:25.216  3913  3935 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);GhostUpdateSystem:UpdateJob (Burst);Idle;OculusRuntime.WaitToBeginFrame;GameClient Unity.Entities.SimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-05 15:13:45.832  3913  3935 I Unity   : [STATISTIC]1721;9809062;0;9808594;2475294720;15953920;5356572843;0;0;0;0;413489;0;0;0;0;9813543;62135;4383334;0;27;0.009822291;
07-05 15:13:45.848  3913  3935 I Unity   : [STATISTIC]1722;16293230;0;16292864;2475286528;15953920;5356582027;43386;208803;116615;0;149114;566979;2359322;0;0;15803125;3530104;4875364;0;27;0.0163;
07-05 15:13:45.861  3913  3935 I Unity   : [STATISTIC]1723;15893750;0;15893437;2475581440;15953920;5356591211;52187;191407;120625;0;238542;580886;2314115;0;0;15642651;2727969;5670416;0;27;0.01590193;
07-05 15:13:45.874  3913  3935 I Unity   : [STATISTIC]1724;13161719;0;13161354;2475581440;15953920;5356591211;42344;184688;115625;0;236354;673594;2253022;0;0;11342606;61823;5775260;0;27;0.01317156;
07-05 15:13:45.888  3913  3935 I Unity   : [STATISTIC]1725;12923959;0;12923593;2475581440;15953920;5356591211;40208;188594;116979;0;243749;704791;2294636;0;0;11614799;125572;5499948;0;27;0.01293651;
07-05 15:13:45.902  3913  3935 I Unity   : [STATISTIC]1726;13933959;0;13933594;2475573248;15953920;5356591211;37656;182136;103958;0;167083;553958;2145780;0;0;13054169;1157135;5473021;0;27;0.01394292;
07-05 15:13:45.916  3913  3935 I Unity   : [STATISTIC]1727;10921459;0;10920989;2475573248;15953920;5356591211;0;0;0;0;147552;0;0;0;0;10849582;1169792;4358698;0;27;0.01093068;
07-05 15:13:45.930  3913  3935 I Unity   : [STATISTIC]1728;16935937;0;16935469;2475573248;15953920;5373368427;39531;188906;112916;0;178594;532865;2260156;0;0;16329266;4178802;4981770;0;27;0.01694177;
07-05 15:13:45.944  3913  3935 I Unity   : [STATISTIC]1729;14061146;0;14060729;2477985792;15953920;5373384811;38698;180990;103958;279323;226511;558802;2107032;0;0;14721825;926041;5441615;0;27;0.01409802;
07-05 15:13:45.959  3913  3935 I Unity   : [STATISTIC]1730;15670572;0;15670208;2480287744;15953920;5390174315;37500;175573;105521;367865;457709;578802;2112448;0;0;14336460;916041;6769635;0;27;0.01567948;
07-05 15:13:45.971  3913  3935 I Unity   : [STATISTIC]1731;12945000;0;12944687;2480570368;15953920;5390178411;40677;237500;97760;0;235626;646875;2187238;0;0;10414849;64948;5666355;0;27;0.01295318;
07-05 15:13:45.986  3913  3935 I Unity   : [STATISTIC]1732;14065000;0;14064427;2482946048;15953920;5390190699;38594;177344;104323;253125;227031;606407;2125938;0;0;12993279;59270;6396771;0;27;0.01407318;
07-05 15:13:45.997  3913  3935 I Unity   : [STATISTIC]1733;9600365;0;9600052;2483490816;15953920;5390194795;0;0;0;0;161770;0;0;0;0;8083696;59947;4205885;0;27;0.009614323;
07-05 15:13:46.009  3913  3935 I Unity   : [STATISTIC]1734;13930886;0;13930520;2483613696;15953920;5390194795;34687;182292;110729;0;240468;510625;2250313;0;0;14302241;1502448;4674063;0;27;0.01393615;
07-05 15:13:46.023  3913  3935 I Unity   : [STATISTIC]1735;13852812;0;13852344;2485686272;15953920;5390211179;35157;183698;100469;278645;223957;698959;2314271;0;0;13602075;59687;5818282;0;27;0.01386542;
07-05 15:13:46.042  3913  3935 I Unity   : [STATISTIC]1736;14198698;0;14198281;2487783424;15953920;5390219371;36146;212552;103750;156875;230208;699167;2383073;0;0;14062555;67135;5782031;0;27;0.01420766;
07-05 15:13:46.056  3913  3935 I Unity   : [STATISTIC]1737;18316198;0;18315781;2490294272;15953920;5390227563;42604;181979;104010;175312;149844;523958;2085053;0;0;12090783;4281354;6472552;0;27;0.01832661;
07-05 15:13:46.069  3913  3935 I Unity   : [STATISTIC]1738;13620417;0;13619947;2490429440;15953920;5390227563;37292;192343;106250;0;266824;638333;2238489;0;0;11128382;68125;5851042;0;27;0.01363005;
07-05 15:13:46.080  3913  3935 I Unity   : [STATISTIC]1739;9830781;0;9830104;2490429440;15953920;5390219371;0;0;0;0;156510;0;0;0;0;10135572;58438;4317135;0;27;0.009839323;
07-05 15:13:46.093  3913  3935 I Unity   : [STATISTIC]1740;14175521;0;14175156;2490712064;15953920;5390219371;38854;188281;101979;0;214739;572657;2314062;0;0;13849894;1401927;5024010;0;27;0.01418333;
07-05 15:13:46.106  3913  3935 I Unity   : [STATISTIC]1741;12474219;0;12473802;2490789888;15953920;5390219371;44635;180573;103229;0;223438;682240;2251562;0;0;13130782;60156;4372708;0;27;0.01248458;
07-05 15:13:46.126  3913  3935 I Unity   : [STATISTIC]1742;11957761;0;11957344;2490789888;15953920;5406996587;34479;187344;104688;0;226301;676302;2150521;0;0;11659173;70000;4346250;0;27;0.0119676;
07-05 15:13:46.140  3913  3935 I Unity   : [STATISTIC]1743;21691198;0;21690834;2492932096;15953920;5407021163;0;0;0;251406;270677;0;0;0;0;21111928;8169792;7073698;0;27;0.02170526;
07-05 15:13:46.154  3913  3935 I Unity   : [STATISTIC]1744;14953646;0;14953333;2495246336;15953920;5407033451;59479;350989;219012;153593;305886;905208;3497292;0;0;17082028;225521;5881823;0;27;0.01496385;
07-05 15:13:46.167  3913  3935 I Unity   : [STATISTIC]1745;13025104;0;13024688;2495287296;15953920;5407037547;90468;177760;121198;0;362708;654531;2353646;0;0;10603687;66927;5550052;0;27;0.01303297;
07-05 15:13:46.180  3913  3935 I Unity   : [STATISTIC]1746;9642760;0;9642396;2495287296;15953920;5407037547;0;0;0;0;237135;0;0;0;0;9670103;60052;4436198;0;27;0.009652917;
07-05 15:13:46.197  3913  3935 I Unity   : [STATISTIC]1747;16289792;0;16289479;2495553536;15953920;5407046795;36823;176823;108438;0;358020;586563;2224009;0;0;15520260;3305573;5541667;0;27;0.01629745;
07-05 15:13:46.210  3913  3935 I Unity   : [STATISTIC]1748;17077343;0;17076875;2495553536;15953920;5407056043;36927;191302;108646;0;207708;1028542;2681562;0;0;15730993;3235573;5609271;0;27;0.01708781;
07-05 15:13:46.224  3913  3935 I Unity   : [STATISTIC]1749;13636407;0;13635989;2495799296;15953920;5423833259;33333;186875;112865;0;234688;749115;2672032;0;0;13379634;71146;5620156;0;27;0.01364489;
07-05 15:13:46.241  3913  3935 I Unity   : [STATISTIC]1750;16449427;0;16449115;2498334720;15953920;5423833259;39896;179844;118281;375104;223855;1119427;2682137;0;0;19337128;68385;7532239;0;27;0.01646333;
07-05 15:13:46.264  3913  3935 I Unity   : [STATISTIC]1751;14398594;0;14398333;2500526080;15953920;5423854371;35834;180782;116458;282032;242344;593229;2177499;0;0;13749272;69583;6052031;0;27;0.01440641;
07-05 15:13:46.281  3913  3935 I Unity   : [STATISTIC]1752;25865781;0;25865416;2503004160;15953920;5440683123;74219;208177;179427;281303;225991;790625;2822604;0;0;14610422;8851667;8458073;0;27;0.02587245;
07-05 15:13:46.294  3913  3935 I Unity   : [STATISTIC]1753;13314791;0;13314479;2503004160;15953920;5440683123;37812;321042;114114;0;228594;661250;2358125;0;0;10672503;71511;5509010;0;27;0.01332443;
07-05 15:13:46.309  3913  3935 I Unity   : [STATISTIC]1754;14382447;0;14381927;2505555968;15953920;5440667935;37448;212396;135469;164375;225208;872760;2610729;0;0;13183072;60833;6260469;0;27;0.01439156;
07-05 15:13:46.325  3913  3935 I Unity   : [STATISTIC]1755;15957709;0;15957291;2507698176;15953920;5440667935;34739;232031;99896;170937;240625;688542;2339947;0;0;16997606;79739;7626198;0;27;0.01597099;
07-05 15:13:46.340  3913  3935 I Unity   : [STATISTIC]1756;15053385;0;15052917;2510016512;15953920;5440724779;41875;190937;126094;298750;227084;980937;2567657;0;0;13685255;120156;6054948;0;27;0.01505859;
07-05 15:13:46.355  3913  3935 I Unity   : [STATISTIC]1757;15553698;0;15553334;2512220160;15953920;5440755539;40156;177864;103489;703437;219948;689271;2222604;0;0;15666093;74531;6389531;0;27;0.01556213;
07-05 15:13:46.370  3913  3935 I Unity   : [STATISTIC]1758;15352240;0;15351667;2514292736;15953920;5457574451;43229;193438;138385;311875;247291;438437;3038958;0;0;13618225;77604;6111250;0;27;0.01536531;
07-05 15:13:46.384  3913  3935 I Unity   : [STATISTIC]1759;13982448;0;13982083;2516729856;15953920;5457588567;40937;208750;105000;273230;396980;662605;2288124;0;0;14457398;68073;5783229;0;27;0.01399125;
07-05 15:13:46.396  3913  3935 I Unity   : [STATISTIC]1760;10317032;0;10316458;2516729856;15953920;5457588567;0;0;0;0;195782;0;0;0;0;9898341;107500;4097813;0;27;0.0103226;
07-05 15:13:46.409  3913  3935 I Unity   : [STATISTIC]1761;13953125;0;13952760;2516729856;15953920;5457588567;35833;186250;106771;0;145573;685781;2252707;0;0;12533387;661563;4688333;0;27;0.01396828;
07-05 15:13:46.431  3913  3935 I Unity   : [STATISTIC]1762;12933542;0;12933178;2516729856;15953920;5474365783;41615;187552;117292;0;249219;689895;2293802;0;0;22892340;73334;5275573;0;27;0.01294401;
07-05 15:13:46.445  3913  3935 I Unity   : [STATISTIC]1763;23193334;0;23192864;2516996096;15953920;5474365783;40729;190260;115885;0;229532;663229;2340729;0;0;22699898;9248437;5857604;0;27;0.02319974;
07-05 15:13:46.459  3913  3935 I Unity   : [STATISTIC]1764;13899219;0;13898906;2517250048;15953920;5474346183;36198;194479;114948;0;220365;552292;2114635;0;0;13301612;70364;6203750;0;27;0.01390906;
07-05 15:13:46.473  3913  3935 I Unity   : [STATISTIC]1765;13896979;0;13896667;2517487616;15953920;5474346183;42031;182604;107864;0;223541;732448;2296563;0;0;12961771;67031;6179532;0;27;0.01390745;
07-05 15:13:46.488  3913  3935 I Unity   : [STATISTIC]1766;15085000;0;15084531;2519740416;15953920;5474374983;32813;210312;106875;272917;219269;624011;2158281;0;0;13926512;60469;7201615;0;27;0.01509458;
07-05 15:13:46.501  3913  3935 I Unity   : [STATISTIC]1767;13375364;0;13375052;2519994368;15953920;5474374983;43646;220365;103802;0;236198;751615;2668177;0;0;11836565;67500;5246614;0;27;0.01338609;
07-05 15:13:46.513  3913  3935 I Unity   : [STATISTIC]1768;10338125;0;10337656;2519994368;15953920;5474374983;0;0;0;0;163854;0;0;0;0;9863123;68906;4799062;0;27;0.01034771;
07-05 15:13:46.528  3913  3935 I Unity   : [STATISTIC]1769;16339375;0;16339062;2522324992;15953920;5474393495;36719;177448;104584;351354;235001;405937;2106198;0;0;15393327;1262031;6697605;0;27;0.01634833;
07-05 15:13:46.541  3913  3935 I Unity   : [STATISTIC]1770;13452812;0;13452292;2522324992;15953920;5474393495;41614;180989;106198;0;244531;546823;2049583;0;0;8948173;63177;5961667;0;27;0.01346073;
07-05 15:13:46.556  3913  3935 I Unity   : [STATISTIC]1771;14268021;0;14267760;2522497024;15953920;5474393495;40209;185209;110833;0;268854;795729;2376510;0;0;11341978;62188;5994636;0;27;0.01427813;
07-05 15:13:46.571  3913  3935 I Unity   : [STATISTIC]1772;15155677;0;15155312;2522497024;15953920;5474393495;38021;181302;96094;0;212292;570313;2085834;0;0;17727034;63906;7276458;0;27;0.01516932;
07-05 15:13:46.586  3913  3935 I Unity   : [STATISTIC]1773;14755989;0;14755625;2524786688;15953920;5491178903;38855;197864;103750;237448;350105;568958;2105887;0;0;15722548;69271;6291041;0;27;0.01476464;
07-05 15:13:46.597  3913  3935 I Unity   : [STATISTIC]1774;11540261;0;11539896;2524786688;15953920;5491130979;0;0;0;0;199167;0;0;0;0;12573596;80833;5112604;0;27;0.0115487;
07-05 15:13:46.610  3913  3935 I Unity   : [STATISTIC]1775;13285209;0;13284896;2524786688;15953920;5491130979;35468;183281;121355;0;174688;781719;2367917;0;0;11436722;68489;5550625;0;27;0.01329714;
07-05 15:13:46.625  3913  3935 I Unity   : [STATISTIC]1776;14770052;0;14769427;2527174656;15953920;5491170239;37344;205052;113334;264271;246198;628229;2184427;0;0;14334113;60521;6828959;0;27;0.01477823;
07-05 15:13:46.640  3913  3935 I Unity   : [STATISTIC]1777;15134636;0;15134218;2527174656;15953920;5491170239;35313;181354;103802;0;223229;634323;2161928;0;0;17394475;60833;7608802;0;27;0.01514958;
07-05 15:13:46.655  3913  3935 I Unity   : [STATISTIC]1778;14869583;0;14869219;2527440896;15953920;5491170239;31823;185781;108333;0;225052;981354;2937708;0;0;16424631;74896;6592084;0;27;0.01487563;
07-05 15:13:46.669  3913  3935 I Unity   : [STATISTIC]1779;13557708;0;13557344;2527440896;15953920;5491162047;33698;181666;99947;0;254219;624375;2609062;0;0;12371356;67865;5640729;0;27;0.01356609;
07-05 15:13:46.681  3913  3935 I Unity   : [STATISTIC]1780;11821250;0;11820886;2529669120;15953920;5491194815;0;0;0;267604;191146;0;0;0;0;11786249;69844;6064688;0;27;0.01183323;
07-05 15:13:46.694  3913  3935 I Unity   : [STATISTIC]1781;13423021;0;13422656;2530000896;15953920;5491194815;37136;191771;102760;0;269219;672292;2198125;0;0;11081250;65990;5747448;0;27;0.01342984;
07-05 15:13:46.709  3913  3935 I Unity   : [STATISTIC]1782;15016302;0;15015990;2532278272;15953920;5491207103;40053;265677;134792;261250;225051;665208;2293541;0;0;12192138;57032;7202188;0;27;0.01502729;
07-05 15:13:46.722  3913  3935 I Unity   : [STATISTIC]1783;13234532;0;13234114;2532311040;15953920;5491211199;40729;176875;113802;0;227916;629114;2170730;0;0;10548434;65156;5687917;0;27;0.01324365;
07-05 15:13:46.734  3913  3935 I Unity   : [STATISTIC]1784;12031302;0;12030730;2532552704;15953920;5491211199;35833;176562;103698;0;241926;539740;2045468;0;0;11858070;58646;4885781;0;27;0.01201901;
07-05 15:13:46.745  3913  3935 I Unity   : [STATISTIC]1785;9478750;0;9478385;2532855808;15953920;5491211199;0;0;0;0;193646;0;0;0;0;9582342;62344;3744010;0;27;0.009507292;
07-05 15:13:46.764  3913  3935 I Unity   : [STATISTIC]1786;14182604;0;14182188;2532855808;15953920;5507988415;37604;179948;109740;0;219010;542604;2087031;0;0;14607140;1570469;4786198;0;27;0.01419568;
07-05 15:13:46.778  3913  3935 I Unity   : [STATISTIC]1787;20258073;0;20257760;2532855808;15953920;5507988415;35521;180104;110208;0;240990;591719;2132241;0;0;23392453;5718437;7094896;0;27;0.02027172;
07-05 15:13:46.794  3913  3935 I Unity   : [STATISTIC]1788;15240000;0;15239636;2534961152;15953920;5508004799;48802;185365;115468;154895;228490;622084;2117292;0;0;18125941;63750;7721563;0;27;0.01525011;
07-05 15:13:46.806  3913  3935 I Unity   : [STATISTIC]1789;12747968;0;12747500;2535079936;15953920;5507967551;31979;177447;104375;0;231979;602760;2591927;0;0;11338019;62187;4889739;0;27;0.01275297;
07-05 15:13:46.821  3913  3935 I Unity   : [STATISTIC]1790;14534062;0;14533698;2537324544;15953920;5524752959;39531;184375;114844;157552;404063;680781;2194219;0;0;13853489;65572;6675052;0;27;0.01454292;
07-05 15:13:46.844  3913  3935 I Unity   : [STATISTIC]1791;16143855;0;16143385;2539831296;15953920;5524806147;46823;183125;109479;288750;150000;663489;2629845;0;0;17331719;65885;7803802;0;27;0.01615776;
07-05 15:13:46.860  3913  3935 I Unity   : [STATISTIC]1792;22503125;0;22502656;2541953024;15953920;5524829171;38073;183073;109531;346615;157396;608073;2408125;0;0;22018341;7095365;6934219;0;27;0.02251094;
07-05 15:13:46.873  3913  3935 I Unity   : [STATISTIC]1793;13409843;0;13409479;2541957120;15953920;5524833267;44427;185572;111198;0;237344;669218;2332812;0;0;10191296;66562;5775365;0;27;0.01341896;
07-05 15:13:46.886  3913  3935 I Unity   : [STATISTIC]1794;13177812;0;13177344;2541957120;15953920;5524833267;41563;176042;110156;0;226771;632605;2172603;0;0;11378178;65833;5780521;0;27;0.01318755;
07-05 15:13:46.897  3913  3935 I Unity   : [STATISTIC]1795;9612136;0;9611771;2541989888;15953920;5524833267;0;0;0;0;162552;0;0;0;0;9357709;60886;3969584;0;27;0.00962224;
07-05 15:13:46.916  3913  3935 I Unity   : [STATISTIC]1796;14950365;0;14949740;2542223360;15953920;5524833267;42396;179531;105521;0;288333;623646;2218855;0;0;17666465;1376771;5213177;0;27;0.0149588;
07-05 15:13:46.930  3913  3935 I Unity   : [STATISTIC]1797;18370208;0;18369896;2542338048;15953920;5524833267;57969;219635;107188;0;313385;593021;2278385;0;0;17655104;4914323;5781146;0;27;0.01838083;
07-05 15:13:46.943  3913  3935 I Unity   : [STATISTIC]1798;14179636;0;14179323;2542567424;15953920;5524833267;38855;179428;99063;0;251563;568021;2077343;0;0;12414064;791198;6088750;0;27;0.01418906;
07-05 15:13:46.958  3913  3935 I Unity   : [STATISTIC]1799;14779896;0;14779531;2544836608;15953920;5524833267;35572;183541;106093;156615;250522;688229;2226718;0;0;14956098;124636;6822292;0;27;0.01478974;
07-05 15:13:46.973  3913  3935 I Unity   : [STATISTIC]1800;14607292;0;14606927;2547060736;15953920;5541626867;36198;184271;100833;160469;247292;659115;2168125;0;0;12565412;60677;6862864;0;27;0.01461651;
07-05 15:13:46.989  3913  3935 I Unity   : [STATISTIC]1801;16246094;0;16245677;2549587968;15953920;5541643251;47031;182604;115781;169843;251979;676511;2318802;0;0;18430734;62916;8185886;0;27;0.01625818;
07-05 15:13:47.004  3913  3935 I Unity   : [STATISTIC]1802;15129636;0;15129166;2551627776;15953920;5541659635;53125;183593;108437;192760;222396;705052;2408541;0;0;13009009;71562;6506563;0;27;0.01513573;
07-05 15:13:47.018  3913  3935 I Unity   : [STATISTIC]1803;12959219;0;12958854;2551627776;15953920;5541659635;42656;205208;116094;0;159062;1338594;3245572;0;0;13955259;68177;4384531;0;27;0.01297047;
07-05 15:13:47.032  3913  3935 I Unity   : [STATISTIC]1804;11021302;0;11020937;2551627776;15953920;5541659635;0;0;0;0;338020;0;0;0;0;12642604;965313;4671146;0;27;0.01102974;
07-05 15:13:47.055  3913  3935 I Unity   : [STATISTIC]1805;16825782;0;16825469;2551627776;15953920;5558436851;43333;181614;131146;0;239166;775677;2718385;0;0;17023072;3765365;4988229;0;27;0.01683365;
07-05 15:13:47.072  3913  3935 I Unity   : [STATISTIC]1806;27162291;0;27161927;2552127488;15953920;5558436851;90469;218542;171771;0;258072;641666;2529531;0;0;41107341;10093906;9057292;0;27;0.027175;
07-05 15:13:47.087  3913  3935 I Unity   : [STATISTIC]1807;14616510;0;14616146;2552438784;15953920;5558436851;53750;344844;196250;0;288853;707292;3294270;0;0;15003177;71198;5779844;0;27;0.01462302;
07-05 15:13:47.110  3913  3935 I Unity   : [STATISTIC]1808;15008177;0;15007813;2554511360;15953920;5558436851;34896;202188;97083;169427;142812;423229;2526874;0;0;14849382;156145;6082188;0;27;0.0150174;
07-05 15:13:47.120  3913  3935 I Unity   : [STATISTIC]1809;18505678;0;18505260;2554675200;15953920;5558436851;0;0;0;0;179167;0;0;0;0;9759583;7810417;4494271;0;27;0.01851542;
07-05 15:13:47.134  3913  3935 I Unity   : [STATISTIC]1810;13844270;0;13843802;2554675200;15953920;5558436851;68437;344583;190208;0;223230;783333;3361511;0;0;14705045;66041;4904375;0;27;0.01385489;
07-05 15:13:47.145  3913  3935 I Unity   : [STATISTIC]1811;9905573;0;9905209;2554675200;15953920;5558436851;0;0;0;0;244010;0;0;0;0;9631088;63541;4201041;0;27;0.009914792;
07-05 15:13:47.166  3913  3935 I Unity   : [STATISTIC]1812;15172917;0;15172448;2557054976;15953920;5558436851;44532;185834;118229;142864;250730;540260;2109114;0;0;18082392;1036146;5733177;0;27;0.01518266;
07-05 15:13:47.181  3913  3935 I Unity   : [STATISTIC]1813;21477083;0;21476614;2559135744;15953920;5558469767;38802;177604;100052;210833;264636;539271;2097031;0;0;13972238;6395468;7335416;0;27;0.02148635;
07-05 15:13:47.194  3913  3935 I Unity   : [STATISTIC]1814;13587760;0;13587448;2559303680;15953920;5558445155;42135;214114;102604;0;254478;604740;2134063;0;0;11628279;66614;5977916;0;27;0.01359776;
07-05 15:13:47.209  3913  3935 I Unity   : [STATISTIC]1815;14801198;0;14800729;2561552384;15953920;5591999587;37604;190156;107344;224271;234844;570052;2081874;0;0;13565366;61614;7160573;0;27;0.01481141;
07-05 15:13:47.224  3913  3935 I Unity   : [STATISTIC]1816;14671458;0;14671094;2564313088;15953920;5591999587;35104;188386;146458;189740;230730;684219;2275207;0;0;13799218;65573;6756563;0;27;0.0146824;
07-05 15:13:47.240  3913  3935 I Unity   : [STATISTIC]1817;15512396;0;15511875;2566393856;15953920;5592007779;44271;185000;102292;278437;419740;1205208;2797552;0;0;13428032;74166;6882135;0;27;0.01552057;
07-05 15:13:47.255  3913  3935 I Unity   : [STATISTIC]1818;15069323;0;15068906;2568454144;15953920;5592079867;33906;181303;105157;324219;218594;755365;2365678;0;0;16095212;75000;6358646;0;27;0.01507849;
07-05 15:13:47.269  3913  3935 I Unity   : [STATISTIC]1819;14927708;0;14927292;2571206656;15953920;5592110663;62760;200573;130469;276354;288385;704271;2364270;0;0;12431198;71823;6300417;0;27;0.01493;
07-05 15:13:47.282  3913  3935 I Unity   : [STATISTIC]1820;11046458;0;11046146;2571206656;15953920;5592114759;0;0;0;0;237552;0;0;0;0;12092289;71302;5792865;0;27;0.01107391;
07-05 15:13:47.299  3913  3935 I Unity   : [STATISTIC]1821;14520209;0;14519843;2571206656;15953920;5592114759;40468;204219;110052;0;146250;577395;2217030;0;0;14196671;2060677;4888646;0;27;0.01452729;
07-05 15:13:47.320  3913  3935 I Unity   : [STATISTIC]1822;16962448;0;16962136;2571206656;15953920;5592114759;56458;188593;124844;0;237187;605625;2334375;0;0;21086926;3679219;5204271;0;27;0.01697068;
07-05 15:13:47.338  3913  3935 I Unity   : [STATISTIC]1823;26269010;0;26268594;2573508608;15953920;5592114759;315520;238021;263281;344688;235938;770521;3401198;0;0;25878805;8056459;8334427;0;27;0.02627969;
07-05 15:13:47.354  3913  3935 I Unity   : [STATISTIC]1824;15440520;0;15440208;2573508608;15953920;5592090035;65625;347761;207344;0;294218;789218;3961247;0;0;15526615;161666;5220833;0;27;0.01544963;
07-05 15:13:47.374  3913  3935 I Unity   : [STATISTIC]1825;14921770;0;14921354;2575896576;15953920;5592112603;41302;182760;104948;290104;258177;610885;2231614;0;0;15710892;69688;6040208;0;27;0.01493151;
07-05 15:13:47.387  3913  3935 I Unity   : [STATISTIC]1826;18577708;0;18577396;2578132992;15953920;5608933471;0;0;0;469532;192448;0;0;0;0;20163333;5175677;6784948;0;27;0.0185874;
07-05 15:13:47.402  3913  3935 I Unity   : [STATISTIC]1827;14677292;0;14676667;2578378752;15953920;5608933471;67917;354115;192656;0;363124;926875;3542186;0;0;13637141;75729;5768698;0;27;0.01468776;
07-05 15:13:47.414  3913  3935 I Unity   : [STATISTIC]1828;11853177;0;11852812;2580525056;15953920;5608957747;0;0;0;307239;248177;0;0;0;0;11561975;85000;6015052;0;27;0.01186568;
07-05 15:13:47.427  3913  3935 I Unity   : [STATISTIC]1829;12909583;0;12909271;2580762624;15953920;5608927575;45990;209896;109115;0;158490;702240;2365365;0;0;10690572;70625;5060469;0;27;0.01291599;
07-05 15:13:47.444  3913  3935 I Unity   : [STATISTIC]1830;14194480;0;14193958;2582966272;15953920;5608973263;41510;191302;113230;418437;579740;692500;2409740;0;0;15060255;72083;5849219;0;27;0.01420708;
07-05 15:13:47.457  3913  3935 I Unity   : [STATISTIC]1831;16066042;0;16065625;2582953984;15953920;5608973263;63855;192708;118229;0;269427;515937;2134792;0;0;11084165;2807084;5583490;0;27;0.01607339;
07-05 15:13:47.473  3913  3935 I Unity   : [STATISTIC]1832;15688907;0;15688489;2585026560;15953920;5608997839;33177;186666;108802;285833;245104;561771;2067500;0;0;13666719;66875;7233385;0;27;0.0157001;
07-05 15:13:47.486  3913  3935 I Unity   : [STATISTIC]1833;13855052;0;13854636;2585264128;15953920;5608997839;43073;184218;111354;0;241875;605260;2118281;0;0;11939167;68125;6209844;0;27;0.01386526;
07-05 15:13:47.501  3913  3935 I Unity   : [STATISTIC]1834;14822135;0;14821823;2585264128;15953920;5608997839;39427;260729;588021;0;301980;671250;2782344;0;0;13327242;67708;6026928;0;27;0.01483156;
07-05 15:13:47.512  3913  3935 I Unity   : [STATISTIC]1835;10396770;0;10396354;2585264128;15953920;5608997839;0;0;0;0;240157;0;0;0;0;10633543;71458;4871354;0;27;0.01040865;
07-05 15:13:47.525  3913  3935 I Unity   : [STATISTIC]1836;13250104;0;13249739;2585264128;15953920;5608997839;39844;193437;103750;0;168802;632917;2248177;0;0;12296883;383125;5283125;0;27;0.0132587;
07-05 15:13:47.540  3913  3935 I Unity   : [STATISTIC]1837;14562969;0;14562552;2585772032;15953920;5608997839;40313;181927;105833;0;319636;713386;2295001;0;0;13545577;62448;6233489;0;27;0.01457078;
07-05 15:13:47.555  3913  3935 I Unity   : [STATISTIC]1838;15240730;0;15240416;2586038272;15953920;5625775055;42187;183593;136198;0;237760;745000;2407084;0;0;10773070;78698;7612292;0;27;0.01525151;
07-05 15:13:47.568  3913  3935 I Unity   : [STATISTIC]1839;13580834;0;13580208;2586038272;15953920;5625775055;38593;185313;106615;0;291771;679063;2201979;0;0;11674326;65208;6067552;0;27;0.0135913;
07-05 15:13:47.579  3913  3935 I Unity   : [STATISTIC]1840;10399895;0;10399583;2586038272;15953920;5625775055;0;0;0;0;486771;0;0;0;0;10283956;62968;4708646;0;27;0.01041141;
07-05 15:13:47.593  3913  3935 I Unity   : [STATISTIC]1841;13908958;0;13908646;2586308608;15953920;5625775055;35313;183073;102396;0;253072;572396;2378906;0;0;16275371;600833;5015157;0;27;0.01391922;
07-05 15:13:47.610  3913  3935 I Unity   : [STATISTIC]1842;13840937;0;13840520;2586308608;15953920;5625775055;42709;184843;112396;0;282762;717708;2357917;0;0;13298435;67187;5648802;0;27;0.01384937;
07-05 15:13:47.627  3913  3935 I Unity   : [STATISTIC]1843;20382657;0;20382343;2589024256;15953920;5625775055;51823;180208;106146;220938;234427;525520;2135677;0;0;24166613;3790989;8381406;0;27;0.02039417;
07-05 15:13:47.643  3913  3935 I Unity   : [STATISTIC]1844;15191354;0;15191042;2589024256;15953920;5625775055;38230;185573;110781;0;238021;421979;2610938;0;0;12540829;75364;5969740;0;27;0.01519844;
07-05 15:13:47.655  3913  3935 I Unity   : [STATISTIC]1845;13082187;0;13081823;2589040640;15953920;5625775055;60677;191094;107552;0;240157;735157;2478021;0;0;14081665;83646;4868698;0;27;0.01310286;
07-05 15:13:47.669  3913  3935 I Unity   : [STATISTIC]1846;13646146;0;13645781;2589040640;15953920;5625775055;71771;184271;132031;0;416146;636094;2384635;0;0;12921192;69479;5670625;0;27;0.01365396;
07-05 15:13:47.679  3913  3935 I Unity   : [STATISTIC]1847;10126823;0;10126511;2589040640;15953920;5625775055;0;0;0;0;164791;0;0;0;0;9265054;74219;4858958;0;27;0.0101387;
07-05 15:13:47.694  3913  3935 I Unity   : [STATISTIC]1848;14583750;0;14583386;2589048832;15953920;5625775055;37552;179896;114688;0;385209;694688;2338541;0;0;13583179;189219;6400834;0;27;0.01459193;
07-05 15:13:47.708  3913  3935 I Unity   : [STATISTIC]1849;13499063;0;13498594;2589048832;15953920;5625775055;41667;209896;105469;0;225833;562344;2166041;0;0;12223590;59479;6045000;0;27;0.01350771;
