
07-05 15:04:24.450 23896 23919 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);GhostUpdateSystem:UpdateJob (Burst);Idle;OculusRuntime.WaitToBeginFrame;GameClient Unity.Entities.SimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-05 15:04:24.503 23896 23919 I Unity   : [STATISTIC]303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01422688;
07-05 15:04:24.528 23896 23919 I Unity   : [STATISTIC]304;0;0;0;719167488;16228352;860574335;0;0;0;0;0;0;0;0;0;90670886;89531;0;0;0;0.01422688;
07-05 15:04:24.796 23896 23919 I Unity   : [STATISTIC]305;276049323;0;276048958;722350080;16228352;860574335;0;0;0;0;0;0;0;0;0;542757655;1777291;246424687;0;0;0.02;
07-05 15:04:24.809 23896 23919 I Unity   : [STATISTIC]306;17132500;0;17132187;723824640;16228352;860574335;676;469;677;0;0;1303;7089324;0;0;32811927;70521;647969;0;0;0.01714219;
07-05 15:04:24.818 23896 23919 I Unity   : [STATISTIC]307;6572604;0;6572187;724086784;16228352;860574335;312;468;260;0;0;573;860833;0;0;10385833;60625;300781;0;0;0.006581146;
07-05 15:04:24.837 23896 23919 I Unity   : [STATISTIC]308;8737969;0;8737604;724623360;16228352;860574335;0;0;0;0;0;0;0;0;0;16392917;4035364;379010;0;0;0.008742969;
07-05 15:04:24.851 23896 23919 I Unity   : [STATISTIC]309;19114270;0;19113750;733810688;16228352;900907647;312;313;469;0;0;365;878334;0;0;63701879;15167969;286927;0;0;0.01912661;
07-05 15:04:24.864 23896 23919 I Unity   : [STATISTIC]310;14740781;0;14740312;731799552;16228352;898374943;312;156;521;0;0;677;1240105;0;0;17377706;6794115;392031;0;0;0.01474667;
07-05 15:04:24.879 23896 23919 I Unity   : [STATISTIC]311;11657343;0;11656979;732741632;16228352;898684575;313;209;104;0;0;677;970261;0;0;13646513;2061979;289896;0;0;0.01167505;
07-05 15:04:24.894 23896 23919 I Unity   : [STATISTIC]312;14970209;0;14969739;732741632;16228352;898711199;0;0;0;0;0;0;0;0;0;16312187;7201927;488958;0;0;0.01497635;
07-05 15:04:24.906 23896 23919 I Unity   : [STATISTIC]313;15623020;0;15622656;733319168;16228352;898711199;156;156;261;0;0;573;984530;0;0;1437761;9032656;315469;0;0;0.01563307;
07-05 15:04:24.922 23896 23919 I Unity   : [STATISTIC]314;11743021;0;11742500;734347264;16228352;898711199;105;312;469;0;0;521;771928;0;0;11685052;8239740;223750;0;0;0.0117524;
07-05 15:04:24.935 23896 23919 I Unity   : [STATISTIC]315;15735468;0;15735000;735363072;16228352;898711199;156;156;417;0;0;521;877657;0;0;15931093;11608333;302083;0;0;0.01574328;
07-05 15:04:24.949 23896 23919 I Unity   : [STATISTIC]316;22464531;0;22464062;736464896;16228352;898719391;1650833;1048958;226511;0;0;1354;7971198;0;0;39451249;3724479;1203541;0;27;0.02247307;
07-05 15:04:24.962 23896 23919 I Unity   : [STATISTIC]317;5262552;0;5262135;736677888;16228352;898719391;10521;19688;81822;0;0;938;1870729;0;0;9699637;835886;265677;0;27;0.005271615;
07-05 15:04:24.976 23896 23919 I Unity   : [STATISTIC]318;12005052;0;12004635;736677888;16228352;898719391;0;0;0;0;0;0;0;0;0;23199790;9180105;398229;0;27;0.0120112;
07-05 15:04:24.991 23896 23919 I Unity   : [STATISTIC]319;15020521;0;15020209;736677888;16228352;898719391;13906;41927;109688;0;0;365;1247865;0;0;43524528;11040312;281146;0;27;0.01502911;
07-05 15:04:25.004 23896 23919 I Unity   : [STATISTIC]320;14327187;0;14326875;736985088;16228352;898719391;10052;32916;48907;0;0;1510;1196822;0;0;16351769;10187084;286927;0;27;0.01433537;
07-05 15:04:25.018 23896 23919 I Unity   : [STATISTIC]321;13839322;0;13838906;736985088;16228352;898719391;9948;38281;52188;0;0;1354;1174218;0;0;15841097;9722083;287605;0;27;0.0138488;
07-05 15:04:25.032 23896 23919 I Unity   : [STATISTIC]322;14199636;0;14199167;736985088;16228352;898719391;10312;33229;72031;0;0;1146;1614844;0;0;16324010;9647656;355886;0;27;0.01420963;
07-05 15:04:25.045 23896 23919 I Unity   : [STATISTIC]323;14414844;0;14414375;737230848;16228352;898719391;10781;46198;72657;0;0;938;1458958;0;0;55437498;9420365;423282;0;27;0.01442286;
07-05 15:04:25.059 23896 23919 I Unity   : [STATISTIC]324;10959844;0;10959271;737230848;16228352;898719391;0;0;0;0;0;0;0;0;0;21105157;8056250;439115;0;27;0.01097437;
07-05 15:04:25.073 23896 23919 I Unity   : [STATISTIC]325;15175573;0;15175000;737230848;16228352;898719391;8698;28958;47968;0;0;416;1268594;0;0;17421407;10883125;326094;0;27;0.01523281;
07-05 15:04:25.088 23896 23919 I Unity   : [STATISTIC]326;13661511;0;13660990;737230848;16228352;898719391;7187;28802;44584;0;0;1094;1082760;0;0;15401144;9846302;263802;0;27;0.0136775;
07-05 15:04:25.101 23896 23919 I Unity   : [STATISTIC]327;15665885;0;15665104;737230848;16228352;898719391;13854;36979;75468;0;0;1771;1508906;0;0;30272132;10846875;394114;0;27;0.01566896;
07-05 15:04:25.115 23896 23919 I Unity   : [STATISTIC]328;12796979;0;12796562;737464320;16228352;898719391;9375;35417;87813;0;0;1041;1487708;0;0;14979639;7757760;413073;0;27;0.01281714;
07-05 15:04:25.129 23896 23919 I Unity   : [STATISTIC]329;13201667;0;13201041;737464320;16228352;898719391;6302;28282;50209;0;0;313;1205885;0;0;15087600;8972917;263073;0;27;0.01328063;
07-05 15:04:25.143 23896 23919 I Unity   : [STATISTIC]330;13461875;0;13461563;737464320;16228352;898719391;0;0;0;0;0;0;0;0;0;26202343;10229167;439427;0;27;0.01345974;
07-05 15:04:25.156 23896 23919 I Unity   : [STATISTIC]331;15949323;0;15948802;737464320;16228352;898719391;10938;43385;68854;0;0;1042;1816876;0;0;18648747;10768177;367344;0;27;0.01597651;
07-05 15:04:25.170 23896 23919 I Unity   : [STATISTIC]332;12826719;0;12826146;737705984;16228352;898719499;11406;36354;73438;0;0;1823;1631250;0;0;15609850;7495938;416771;0;27;0.01285188;
07-05 15:04:25.185 23896 23919 I Unity   : [STATISTIC]333;12410573;0;12410000;737705984;16228352;898719499;7396;24843;47865;0;0;1302;1013176;0;0;22933178;8388489;286667;0;27;0.01250984;
07-05 15:04:25.198 23896 23919 I Unity   : [STATISTIC]334;15746718;0;15746354;737705984;16228352;898719499;12864;31980;77084;0;0;782;1405572;0;0;30405209;11159635;354219;0;27;0.01576771;
07-05 15:04:25.212 23896 23919 I Unity   : [STATISTIC]335;13229323;0;13228959;737705984;16228352;898719499;9115;31822;56614;0;0;781;1320937;0;0;25238802;9001979;279010;0;27;0.0132374;
07-05 15:04:25.226 23896 23919 I Unity   : [STATISTIC]336;12792552;0;12791979;737705984;16228352;898719499;0;0;0;0;0;0;0;0;0;13919478;9835833;431302;0;27;0.01280188;
07-05 15:04:25.246 23896 23919 I Unity   : [STATISTIC]337;15660625;0;15660104;737951744;16228352;898719499;9115;31823;50156;0;0;1041;1249427;0;0;30357086;10907812;299583;0;27;0.01566094;
07-05 15:04:25.261 23896 23919 I Unity   : [STATISTIC]338;19313542;0;19313281;737951744;16228352;898719499;8750;30208;44427;0;0;833;1200886;0;0;20767448;14952760;291718;0;27;0.01935839;
07-05 15:04:25.275 23896 23919 I Unity   : [STATISTIC]339;15386406;0;15386041;737849344;16228352;897670923;15365;48958;59114;0;0;1719;1586094;0;0;17317608;10396614;555000;0;27;0.01539083;
07-05 15:04:25.290 23896 23919 I Unity   : [STATISTIC]340;13030365;0;13029948;737849344;16228352;897670923;9844;31302;41250;0;0;1146;1247708;0;0;24950731;8613385;379792;0;27;0.013045;
07-05 15:04:25.303 23896 23919 I Unity   : [STATISTIC]341;16384166;0;16383646;737849344;16228352;897670923;8906;36615;43334;0;0;1041;1102603;0;0;31458589;11112708;353333;0;27;0.01639646;
07-05 15:04:25.318 23896 23919 I Unity   : [STATISTIC]342;11774166;0;11773750;737849344;16228352;897670923;29322;25000;64011;0;0;937;1267500;0;0;13435409;7767916;280313;0;27;0.01178625;
07-05 15:04:25.332 23896 23919 I Unity   : [STATISTIC]343;15551250;0;15550885;737849344;16228352;897670923;9062;33229;68438;0;0;938;1334532;0;0;14898645;11062240;340781;0;27;0.01556203;
07-05 15:04:25.346 23896 23919 I Unity   : [STATISTIC]344;13624844;0;13624479;737849344;16228352;897670923;9167;35052;63593;0;0;1146;1473853;0;0;15937972;9100469;363333;0;27;0.01363354;
07-05 15:04:25.360 23896 23919 I Unity   : [STATISTIC]345;12152500;0;12151927;737849344;16228352;897670923;0;0;0;0;0;0;0;0;0;13035259;9354062;378334;0;27;0.01216583;
07-05 15:04:25.374 23896 23919 I Unity   : [STATISTIC]346;15513594;0;15513229;738099200;16228352;897670923;9583;33073;56041;0;0;1146;1264376;0;0;14893906;11150521;296823;0;27;0.01552156;
07-05 15:04:25.387 23896 23919 I Unity   : [STATISTIC]347;13947188;0;13946823;738099200;16228352;897670923;8750;33594;67916;0;0;521;1210052;0;0;16126351;9533333;304375;0;27;0.01395479;
07-05 15:04:25.401 23896 23919 I Unity   : [STATISTIC]348;15084063;0;15083593;738099200;16228352;897670923;12552;37761;88230;0;0;1041;1609740;0;0;18073229;9603594;467917;0;27;0.01508146;
07-05 15:04:25.417 23896 23919 I Unity   : [STATISTIC]349;12373855;0;12373489;738099200;16228352;897670923;9427;35834;50261;0;0;1302;1175885;0;0;13198126;8039843;272864;0;27;0.01243167;
07-05 15:04:25.430 23896 23919 I Unity   : [STATISTIC]350;17182187;0;17181667;738353152;16228352;897670923;13489;37656;61302;0;0;729;1867031;0;0;19907500;12035468;426979;0;27;0.01718963;
07-05 15:04:25.444 23896 23919 I Unity   : [STATISTIC]351;13012187;0;13011614;738353152;16228352;897670923;9896;29427;60833;0;0;781;1643438;0;0;24773280;7837917;336250;0;27;0.01301682;
07-05 15:04:25.460 23896 23919 I Unity   : [STATISTIC]352;11477760;0;11477448;738353152;16228352;897670923;0;0;0;0;0;0;0;0;0;12644636;8228907;445990;0;27;0.01150537;
