
07-04 11:26:41.325  5990  6014 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;NFE Snapshot Tick;NFE Snapshot Size (bits);NFE RTT;NFE Jitter;Multiplay FPS;Multiplay BitRate In;Multiplay BitRate Out;Multiplay RTT (ms);Multiplay PacketLoss;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameServer Opencraft.Player.PlayerMovementSystem;GameClient Opencraft.Player.PlayerMovementSystem;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-04 11:27:17.003  5990  6014 I Unity   : [STATISTIC]2831;12487604;0;12487136;1594298368;12726272;3236286751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01249755;
07-04 11:27:17.017  5990  6014 I Unity   : [STATISTIC]2832;15712239;0;15711823;1594298368;12726272;3236286751;0;0;0;0;0;0;0;0;0;19063;73073;86146;0;0;0;0;27;0.01573391;
07-04 11:27:17.030  5990  6014 I Unity   : [STATISTIC]2833;13764740;0;13763802;1594298368;12726272;3236286751;0;0;0;0;0;0;0;0;0;12657;62239;53229;0;0;0;0;27;0.01377047;
07-04 11:27:17.044  5990  6014 I Unity   : [STATISTIC]2834;13474791;0;13474375;1594298368;12726272;3236286751;0;0;0;0;0;0;0;0;0;13489;63177;57448;0;0;0;0;27;0.0134963;
07-04 11:27:17.059  5990  6014 I Unity   : [STATISTIC]2835;13263698;0;13263281;1594298368;12726272;3236286751;0;0;0;0;0;0;0;0;0;12448;59479;64323;0;0;0;0;27;0.01327391;
07-04 11:27:17.073  5990  6014 I Unity   : [STATISTIC]2836;15066979;0;15066563;1594298368;12726272;3236286751;0;0;0;0;0;0;0;0;0;16146;93854;70521;0;0;0;0;27;0.01509125;
07-04 11:27:17.086  5990  6014 I Unity   : [STATISTIC]2837;14244323;0;14243802;1594298368;12726272;3236286751;0;0;0;0;0;0;0;0;0;13541;65834;59062;0;0;0;0;27;0.01425255;
07-04 11:27:17.100  5990  6014 I Unity   : [STATISTIC]2838;11572969;0;11572656;1594298368;12726272;3236286751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01159818;
07-04 11:27:17.114  5990  6014 I Unity   : [STATISTIC]2839;16116094;0;16115573;1594298368;12726272;3236286751;0;0;0;0;0;0;0;0;0;439635;84062;63906;0;0;0;0;27;0.01613448;
07-04 11:27:17.127  5990  6014 I Unity   : [STATISTIC]2840;13901145;0;13900781;1594691584;12726272;3236286751;0;0;0;0;0;0;0;0;0;18906;65000;99792;0;0;0;0;27;0.01391208;
07-04 11:27:17.141  5990  6014 I Unity   : [STATISTIC]2841;12952344;0;12952032;1594691584;12726272;3236286751;0;0;0;0;0;0;0;0;0;15417;67917;125364;0;0;0;0;27;0.0129587;
07-04 11:27:17.155  5990  6014 I Unity   : [STATISTIC]2842;13479740;0;13479375;1594691584;12726272;3236286751;0;0;0;0;0;0;0;0;0;12500;68854;80365;0;0;0;0;27;0.01350136;
07-04 11:27:17.170  5990  6014 I Unity   : [STATISTIC]2843;12884167;0;12883854;1594691584;12726272;3236286751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01289245;
07-04 11:27:17.184  5990  6014 I Unity   : [STATISTIC]2844;17610677;0;17610156;1594691584;12726272;3236286751;0;0;0;0;0;0;0;0;0;27500;85573;125156;0;0;0;0;27;0.01762016;
07-04 11:27:17.198  5990  6014 I Unity   : [STATISTIC]2845;12608541;0;12608177;1594929152;12726272;3236340015;0;0;0;0;0;0;0;0;0;15365;79636;93802;275521;0;0;0;27;0.01262068;
07-04 11:27:17.211  5990  6014 I Unity   : [STATISTIC]2846;13819583;0;13819063;1594929152;12726272;3236340015;0;0;0;0;0;0;0;0;0;13125;58541;52031;0;0;0;0;27;0.01383063;
07-04 11:27:17.225  5990  6014 I Unity   : [STATISTIC]2847;12624895;0;12624427;1595179008;12726272;3253117231;0;0;0;0;0;0;0;0;0;14844;64635;56458;0;0;0;0;27;0.01263755;
07-04 11:27:17.240  5990  6014 I Unity   : [STATISTIC]2848;16410782;0;16410416;1595179008;12726272;3253117231;0;0;0;0;0;0;0;0;0;20833;85104;87083;0;0;0;0;27;0.01642078;
07-04 11:27:17.254  5990  6014 I Unity   : [STATISTIC]2849;14773593;0;14773229;1597415424;12726272;3269902639;0;0;0;0;0;0;0;0;0;14636;107760;57031;153177;0;0;0;27;0.01478354;
07-04 11:27:17.265  5990  6014 I Unity   : [STATISTIC]2850;10440833;0;10440208;1597415424;12726272;3269902639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01044875;
07-04 11:27:17.279  5990  6014 I Unity   : [STATISTIC]2851;13321719;0;13321250;1597415424;12726272;3269902639;0;0;0;0;0;0;0;0;0;14531;68385;73437;0;0;0;0;27;0.01333656;
07-04 11:27:17.294  5990  6014 I Unity   : [STATISTIC]2852;14894115;0;14893541;1599516672;12726272;3269910831;0;0;0;0;0;0;0;0;0;11927;66042;54583;235729;0;0;0;27;0.01488349;
07-04 11:27:17.307  5990  6014 I Unity   : [STATISTIC]2853;13758697;0;13758021;1599762432;12726272;3269910831;0;0;0;0;0;0;0;0;0;12448;63282;55260;0;0;0;0;27;0.01379677;
07-04 11:27:17.323  5990  6014 I Unity   : [STATISTIC]2854;14587968;0;14587656;1601904640;12726272;3269927215;0;0;0;0;0;0;0;0;0;13542;69166;62761;316042;0;0;0;27;0.01460552;
07-04 11:27:17.336  5990  6014 I Unity   : [STATISTIC]2855;13571094;0;13570573;1601904640;12726272;3269927215;0;0;0;0;0;0;0;0;0;13750;64219;55990;0;0;0;0;27;0.01358078;
07-04 11:27:17.351  5990  6014 I Unity   : [STATISTIC]2856;13901666;0;13901354;1604046848;12726272;3269956379;0;0;0;0;0;0;0;0;0;0;0;0;451094;0;0;0;27;0.01391036;
07-04 11:27:17.363  5990  6014 I Unity   : [STATISTIC]2857;14348386;0;14348125;1604046848;12726272;3269956379;0;0;0;0;0;0;0;0;0;13698;71302;53698;0;0;0;0;27;0.01436276;
07-04 11:27:17.378  5990  6014 I Unity   : [STATISTIC]2858;12728645;0;12728229;1604435968;12726272;3270089579;0;0;0;0;0;0;0;0;0;14323;64166;56198;522500;0;0;0;27;0.01273927;
07-04 11:27:17.392  5990  6014 I Unity   : [STATISTIC]2859;18476875;0;18476563;1606569984;12726272;3270097771;0;0;0;0;0;0;0;0;0;27240;120416;122240;317500;0;0;0;27;0.01848786;
07-04 11:27:17.405  5990  6014 I Unity   : [STATISTIC]2860;9479792;0;9479375;1606569984;12726272;3270097771;0;0;0;0;0;0;0;0;0;16511;65833;63334;0;0;0;0;27;0.009488229;
07-04 11:27:17.420  5990  6014 I Unity   : [STATISTIC]2861;14550313;0;14550052;1608712192;12726272;3270105963;0;0;0;0;0;0;0;0;0;0;0;0;488229;0;0;0;27;0.01456016;
07-04 11:27:17.434  5990  6014 I Unity   : [STATISTIC]2862;14995261;0;14994791;1608937472;12726272;3270105963;0;0;0;0;0;0;0;0;0;17969;96354;92188;0;0;0;0;27;0.01500677;
07-04 11:27:17.445  5990  6014 I Unity   : [STATISTIC]2863;15858906;0;15858646;1611083776;12726272;3270114155;0;0;0;0;0;0;0;0;0;59739;82136;76875;170209;0;0;0;27;0.01587287;
07-04 11:27:17.458  5990  6014 I Unity   : [STATISTIC]2864;9319635;0;9319323;1611083776;12726272;3270114155;0;0;0;0;0;0;0;0;0;14635;65052;65834;0;0;0;0;27;0.00933;
07-04 11:27:17.472  5990  6014 I Unity   : [STATISTIC]2865;13077552;0;13077031;1611083776;12726272;3286891371;0;0;0;0;0;0;0;0;0;21302;94636;88802;0;0;0;0;27;0.01308786;
07-04 11:27:17.486  5990  6014 I Unity   : [STATISTIC]2866;13967500;0;13967187;1611321344;12726272;3286891371;0;0;0;0;0;0;0;0;0;17865;87917;69271;0;0;0;0;27;0.01397719;
07-04 11:27:17.499  5990  6014 I Unity   : [STATISTIC]2867;13949635;0;13949219;1613451264;12726272;3303676779;0;0;0;0;0;0;0;0;0;0;0;0;175468;0;0;0;27;0.01396323;
07-04 11:27:17.513  5990  6014 I Unity   : [STATISTIC]2868;12590104;0;12589792;1613451264;12726272;3303676779;0;0;0;0;0;0;0;0;0;18438;76979;61198;0;0;0;0;27;0.0126063;
07-04 11:27:17.527  5990  6014 I Unity   : [STATISTIC]2869;13754062;0;13753802;1613451264;12726272;3303676779;0;0;0;0;0;0;0;0;0;15781;74688;68489;0;0;0;0;27;0.01376656;
07-04 11:27:17.541  5990  6014 I Unity   : [STATISTIC]2870;16089688;0;16089270;1615589376;12726272;3303684971;0;0;0;0;0;0;0;0;0;13958;70885;58229;226406;0;0;0;27;0.01609958;
07-04 11:27:17.555  5990  6014 I Unity   : [STATISTIC]2871;14119896;0;14119635;1617625088;12726272;3303693163;0;0;0;0;0;0;0;0;0;18906;77292;64271;321407;0;0;0;27;0.01413354;
07-04 11:27:17.568  5990  6014 I Unity   : [STATISTIC]2872;10713698;0;10713282;1617625088;12726272;3303693163;0;0;0;0;0;0;0;0;0;14218;75260;59947;0;0;0;0;27;0.0107249;
07-04 11:27:17.583  5990  6014 I Unity   : [STATISTIC]2873;12635573;0;12635261;1617625088;12726272;3303693163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01264755;
07-04 11:27:17.596  5990  6014 I Unity   : [STATISTIC]2874;16733125;0;16732760;1617883136;12726272;3303693163;0;0;0;0;0;0;0;0;0;15834;78854;73489;0;0;0;0;27;0.01674443;
07-04 11:27:17.610  5990  6014 I Unity   : [STATISTIC]2875;13145938;0;13145520;1618145280;12726272;3303693163;0;0;0;0;0;0;0;0;0;14896;76406;65573;0;0;0;0;27;0.01313906;
07-04 11:27:17.624  5990  6014 I Unity   : [STATISTIC]2876;13168438;0;13168125;1618399232;12726272;3303693163;0;0;0;0;0;0;0;0;0;15729;72291;65416;0;0;0;0;27;0.0132237;
07-04 11:27:17.637  5990  6014 I Unity   : [STATISTIC]2877;16005833;0;16005313;1620549632;12726272;3303717739;0;0;0;0;0;0;0;0;0;16823;78229;74895;262240;0;0;0;27;0.01601635;
07-04 11:27:17.650  5990  6014 I Unity   : [STATISTIC]2878;13621094;0;13620781;1622822912;12726272;3303742315;0;0;0;0;0;0;0;0;0;14584;73281;55053;406302;0;0;0;27;0.01362057;
07-04 11:27:17.664  5990  6014 I Unity   : [STATISTIC]2879;8990625;0;8989792;1622822912;12726272;3303742315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.009033073;
07-04 11:27:17.680  5990  6014 I Unity   : [STATISTIC]2880;18233697;0;18233281;1622822912;12726272;3320519531;0;0;0;0;0;0;0;0;0;26042;86407;116146;0;0;0;0;27;0.01824474;
07-04 11:27:17.694  5990  6014 I Unity   : [STATISTIC]2881;15634896;0;15634531;1624899584;12726272;3320527723;0;0;0;0;0;0;0;0;0;16458;88177;69427;268125;0;0;0;27;0.0156449;
07-04 11:27:17.706  5990  6014 I Unity   : [STATISTIC]2882;12231562;0;12231250;1625157632;12726272;3320527723;0;0;0;0;0;0;0;0;0;16979;72605;62291;0;0;0;0;27;0.0122425;
07-04 11:27:17.721  5990  6014 I Unity   : [STATISTIC]2883;12145625;0;12145312;1625427968;12726272;3320527723;0;0;0;0;0;0;0;0;0;17552;100156;59270;0;0;0;0;27;0.01215995;
07-04 11:27:17.734  5990  6014 I Unity   : [STATISTIC]2884;15111719;0;15111406;1627807744;12726272;3337321323;0;0;0;0;0;0;0;0;0;0;0;0;255885;0;0;0;27;0.01510734;
07-04 11:27:17.748  5990  6014 I Unity   : [STATISTIC]2885;14059896;0;14059271;1629868032;12726272;3337329515;0;0;0;0;0;0;0;0;0;24791;89844;82500;296354;0;0;0;27;0.01410672;
07-04 11:27:17.761  5990  6014 I Unity   : [STATISTIC]2886;11545104;0;11544636;1629868032;12726272;3337329515;0;0;0;0;0;0;0;0;0;12656;62188;54427;0;0;0;0;27;0.01155771;
07-04 11:27:17.776  5990  6014 I Unity   : [STATISTIC]2887;15070417;0;15070000;1632051200;12726272;3337337707;0;0;0;0;0;0;0;0;0;13073;72291;65573;224531;0;0;0;27;0.01508104;
07-04 11:27:17.789  5990  6014 I Unity   : [STATISTIC]2888;16065833;0;16065417;1634078720;12726272;3337366003;0;0;0;0;0;0;0;0;0;16927;72708;72292;339895;0;0;0;27;0.01607604;
07-04 11:27:17.803  5990  6014 I Unity   : [STATISTIC]2889;9651042;0;9650730;1634078720;12726272;3337350995;0;0;0;0;0;0;0;0;0;16719;67917;66094;0;0;0;0;27;0.009659948;
07-04 11:27:17.818  5990  6014 I Unity   : [STATISTIC]2890;12624792;0;12624219;1634078720;12726272;3337350995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01263406;
07-04 11:27:17.832  5990  6014 I Unity   : [STATISTIC]2891;19745365;0;19745000;1634078720;12726272;3337350995;0;0;0;0;0;0;0;0;0;42188;102448;140261;0;0;0;0;27;0.01975646;
07-04 11:27:17.846  5990  6014 I Unity   : [STATISTIC]2892;11029427;0;11029062;1634078720;12726272;3337350995;0;0;0;0;0;0;0;0;0;19792;85573;76562;0;0;0;0;27;0.0110399;
07-04 11:27:17.860  5990  6014 I Unity   : [STATISTIC]2893;13362968;0;13362448;1634078720;12726272;3337350995;0;0;0;0;0;0;0;0;0;12656;62656;53125;0;0;0;0;27;0.01337281;
07-04 11:27:17.874  5990  6014 I Unity   : [STATISTIC]2894;14426771;0;14426302;1634078720;12726272;3337350995;0;0;0;0;0;0;0;0;0;18333;70000;66511;0;0;0;0;27;0.01443797;
07-04 11:27:17.887  5990  6014 I Unity   : [STATISTIC]2895;12798385;0;12797969;1634344960;12726272;3337350995;0;0;0;0;0;0;0;0;0;13698;69427;53385;0;0;0;0;27;0.01280901;
07-04 11:27:17.902  5990  6014 I Unity   : [STATISTIC]2896;15961719;0;15961042;1634344960;12726272;3337350995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01596349;
07-04 11:27:17.915  5990  6014 I Unity   : [STATISTIC]2897;14184687;0;14184271;1634344960;12726272;3337350995;0;0;0;0;0;0;0;0;0;13750;72344;65938;0;0;0;0;27;0.01428687;
07-04 11:27:17.930  5990  6014 I Unity   : [STATISTIC]2898;12222760;0;12222448;1634615296;12726272;3337350995;0;0;0;0;0;0;0;0;0;30104;74427;59687;0;0;0;0;27;0.01223682;
07-04 11:27:17.944  5990  6014 I Unity   : [STATISTIC]2899;14481666;0;14481302;1634844672;12726272;3337350995;0;0;0;0;0;0;0;0;0;13489;63125;55104;0;0;0;0;27;0.01449266;
07-04 11:27:17.959  5990  6014 I Unity   : [STATISTIC]2900;16412083;0;16411563;1636995072;12726272;3337375571;0;0;0;0;0;0;0;0;0;16094;67812;98385;262708;0;0;0;27;0.01642114;
07-04 11:27:17.971  5990  6014 I Unity   : [STATISTIC]2901;12122812;0;12122396;1636995072;12726272;3337375571;0;0;0;0;0;0;0;0;0;13958;68906;59844;0;0;0;0;27;0.01213287;
07-04 11:27:17.986  5990  6014 I Unity   : [STATISTIC]2902;10647396;0;10647032;1636995072;12726272;3337375571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01065786;
07-04 11:27:17.999  5990  6014 I Unity   : [STATISTIC]2903;17324271;0;17323750;1636995072;12726272;3337375571;0;0;0;0;0;0;0;0;0;17969;72291;69166;0;0;0;0;27;0.01733521;
07-04 11:27:18.013  5990  6014 I Unity   : [STATISTIC]2904;13092500;0;13090729;1636995072;12726272;3337375571;0;0;0;0;0;0;0;0;0;12969;65000;57344;0;0;0;0;27;0.01309703;
07-04 11:27:18.027  5990  6014 I Unity   : [STATISTIC]2905;12790417;0;12789948;1636995072;12726272;3337375571;0;0;0;0;0;0;0;0;0;13281;64167;54271;0;0;0;0;27;0.01281417;
07-04 11:27:18.042  5990  6014 I Unity   : [STATISTIC]2906;15304167;0;15303854;1636995072;12726272;3337375571;0;0;0;0;0;0;0;0;0;16510;70104;76198;0;0;0;0;27;0.01531495;
07-04 11:27:18.056  5990  6014 I Unity   : [STATISTIC]2907;14454011;0;14453333;1636995072;12726272;3337375571;0;0;0;0;0;0;0;0;0;20677;77708;71927;0;0;0;0;27;0.01446422;
07-04 11:27:18.069  5990  6014 I Unity   : [STATISTIC]2908;13748593;0;13748281;1636995072;12726272;3337375571;0;0;0;0;0;0;0;0;0;13854;65885;57864;0;0;0;0;27;0.01375839;
07-04 11:27:18.084  5990  6014 I Unity   : [STATISTIC]2909;11496407;0;11495937;1636995072;12726272;3337375571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01150698;
07-04 11:27:18.097  5990  6014 I Unity   : [STATISTIC]2910;16253698;0;16253385;1636995072;12726272;3337375571;0;0;0;0;0;0;0;0;0;17760;111146;90729;0;0;0;0;27;0.01626891;
07-04 11:27:18.111  5990  6014 I Unity   : [STATISTIC]2911;14214323;0;14213959;1636995072;12726272;3337375571;0;0;0;0;0;0;0;0;0;16146;66355;81407;0;0;0;0;27;0.0142251;
07-04 11:27:18.125  5990  6014 I Unity   : [STATISTIC]2912;13499531;0;13499063;1636995072;12726272;3337375571;0;0;0;0;0;0;0;0;0;15260;68646;56823;0;0;0;0;27;0.01350813;
07-04 11:27:18.139  5990  6014 I Unity   : [STATISTIC]2913;13017500;0;13016145;1636995072;12726272;3337375571;0;0;0;0;0;0;0;0;0;13229;64635;53698;0;0;0;0;27;0.01302234;
07-04 11:27:18.154  5990  6014 I Unity   : [STATISTIC]2914;13179219;0;13178906;1636995072;12726272;3337375571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.0132151;
07-04 11:27:18.168  5990  6014 I Unity   : [STATISTIC]2915;15937083;0;15936615;1636995072;12726272;3337375571;0;0;0;0;0;0;0;0;0;14636;74427;69427;0;0;0;0;27;0.01594865;
07-04 11:27:18.181  5990  6014 I Unity   : [STATISTIC]2916;16670625;0;16670104;1636995072;12726272;3337375571;0;0;0;0;0;0;0;0;0;13646;63281;54115;0;0;0;0;27;0.01668432;
07-04 11:27:18.193  5990  6014 I Unity   : [STATISTIC]2917;10692604;0;10692291;1636995072;12726272;3337375571;0;0;0;0;0;0;0;0;0;14792;75573;56823;0;0;0;0;27;0.01070344;
07-04 11:27:18.209  5990  6014 I Unity   : [STATISTIC]2918;12680989;0;12680573;1636995072;12726272;3337375571;0;0;0;0;0;0;0;0;0;13750;66145;62187;0;0;0;0;27;0.01268958;
07-04 11:27:18.223  5990  6014 I Unity   : [STATISTIC]2919;18004479;0;18004115;1636995072;12726272;3337351099;0;0;0;0;0;0;0;0;0;40834;106146;168594;0;0;0;0;27;0.0180162;
07-04 11:27:18.235  5990  6014 I Unity   : [STATISTIC]2920;10877239;0;10876875;1636995072;12726272;3337351099;0;0;0;0;0;0;0;0;0;13437;64167;55834;0;0;0;0;27;0.0108887;
07-04 11:27:18.250  5990  6014 I Unity   : [STATISTIC]2921;10665260;0;10664948;1636995072;12726272;3337351099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01067474;
07-04 11:27:18.263  5990  6014 I Unity   : [STATISTIC]2922;19642865;0;19642395;1636995072;12726272;3337351099;0;0;0;0;0;0;0;0;0;29532;86927;141406;0;0;0;0;27;0.01965427;
07-04 11:27:18.276  5990  6014 I Unity   : [STATISTIC]2923;10139167;0;10138854;1636995072;12726272;3337351099;0;0;0;0;0;0;0;0;0;13385;67135;83125;0;0;0;0;27;0.01014917;
07-04 11:27:18.293  5990  6014 I Unity   : [STATISTIC]2924;12386615;0;12386250;1636995072;12726272;3337351099;0;0;0;0;0;0;0;0;0;13073;66458;51614;0;0;0;0;27;0.0123975;
07-04 11:27:18.306  5990  6014 I Unity   : [STATISTIC]2925;18862656;0;18862136;1636995072;12726272;3337351099;0;0;0;0;0;0;0;0;0;39636;111979;156407;0;0;0;0;27;0.01886974;
07-04 11:27:18.319  5990  6014 I Unity   : [STATISTIC]2926;11976406;0;11976042;1636995072;12726272;3337351099;0;0;0;0;0;0;0;0;0;21198;69271;76406;0;0;0;0;27;0.01199698;
07-04 11:27:18.334  5990  6014 I Unity   : [STATISTIC]2927;11275989;0;11275364;1636995072;12726272;3337351099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01128406;
07-04 11:27:18.348  5990  6014 I Unity   : [STATISTIC]2928;16201459;0;16201198;1636995072;12726272;3337351099;0;0;0;0;0;0;0;0;0;14740;65573;62500;0;0;0;0;27;0.01621464;
07-04 11:27:18.362  5990  6014 I Unity   : [STATISTIC]2929;13787187;0;13786614;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;17657;76562;73854;0;0;0;0;27;0.0138012;
07-04 11:27:18.376  5990  6014 I Unity   : [STATISTIC]2930;15495417;0;15495052;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;29323;81250;133750;0;0;0;0;27;0.01550693;
07-04 11:27:18.389  5990  6014 I Unity   : [STATISTIC]2931;12679584;0;12679219;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;14739;66562;57917;0;0;0;0;27;0.01268865;
07-04 11:27:18.404  5990  6014 I Unity   : [STATISTIC]2932;13162969;0;13162500;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;13594;64167;61875;0;0;0;0;27;0.0131713;
07-04 11:27:18.417  5990  6014 I Unity   : [STATISTIC]2933;13256042;0;13255053;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01326328;
07-04 11:27:18.431  5990  6014 I Unity   : [STATISTIC]2934;17675312;0;17674896;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;43073;104531;175782;0;0;0;0;27;0.01770364;
07-04 11:27:18.445  5990  6014 I Unity   : [STATISTIC]2935;10803542;0;10803281;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;17031;64792;60729;0;0;0;0;27;0.01081448;
07-04 11:27:18.459  5990  6014 I Unity   : [STATISTIC]2936;13954219;0;13953750;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;15313;69583;66041;0;0;0;0;27;0.01396193;
07-04 11:27:18.473  5990  6014 I Unity   : [STATISTIC]2937;14766042;0;14765573;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;20312;69844;78281;0;0;0;0;27;0.01477365;
07-04 11:27:18.487  5990  6014 I Unity   : [STATISTIC]2938;14069947;0;14069479;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;16562;71979;83802;0;0;0;0;27;0.01408693;
07-04 11:27:18.500  5990  6014 I Unity   : [STATISTIC]2939;12177448;0;12176875;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01218432;
07-04 11:27:18.514  5990  6014 I Unity   : [STATISTIC]2940;14153750;0;14153385;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;17136;69010;67552;0;0;0;0;27;0.01418005;
07-04 11:27:18.528  5990  6014 I Unity   : [STATISTIC]2941;14570729;0;14570209;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;21980;78490;80937;0;0;0;0;27;0.01458172;
07-04 11:27:18.542  5990  6014 I Unity   : [STATISTIC]2942;14608542;0;14608177;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;23021;86406;112656;0;0;0;0;27;0.01461583;
07-04 11:27:18.556  5990  6014 I Unity   : [STATISTIC]2943;13324271;0;13323802;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;15104;66146;63229;0;0;0;0;27;0.01334016;
07-04 11:27:18.571  5990  6014 I Unity   : [STATISTIC]2944;12719375;0;12719062;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;16354;66614;64114;0;0;0;0;27;0.01273214;
07-04 11:27:18.584  5990  6014 I Unity   : [STATISTIC]2945;15799532;0;15799218;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01582776;
07-04 11:27:18.598  5990  6014 I Unity   : [STATISTIC]2946;13374687;0;13374375;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;16614;70416;66979;0;0;0;0;27;0.01338063;
07-04 11:27:18.612  5990  6014 I Unity   : [STATISTIC]2947;13030104;0;13029687;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;12864;70937;62031;0;0;0;0;27;0.01304906;
07-04 11:27:18.625  5990  6014 I Unity   : [STATISTIC]2948;14457916;0;14457604;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;15365;67136;58906;0;0;0;0;27;0.01446865;
07-04 11:27:18.641  5990  6014 I Unity   : [STATISTIC]2949;14502500;0;14502136;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;21979;72760;81979;0;0;0;0;27;0.01451599;
07-04 11:27:18.654  5990  6014 I Unity   : [STATISTIC]2950;16879636;0;16879323;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;22656;85573;93542;0;0;0;0;27;0.01688818;
07-04 11:27:18.666  5990  6014 I Unity   : [STATISTIC]2951;10274011;0;10273438;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;13281;71354;67448;0;0;0;0;27;0.01028333;
07-04 11:27:18.682  5990  6014 I Unity   : [STATISTIC]2952;10619219;0;10618698;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01063005;
07-04 11:27:18.696  5990  6014 I Unity   : [STATISTIC]2953;21365833;0;21365521;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;47865;122761;166771;0;0;0;0;27;0.02137682;
07-04 11:27:18.710  5990  6014 I Unity   : [STATISTIC]2954;11499739;0;11499010;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;16771;73334;68490;0;0;0;0;27;0.01150568;
07-04 11:27:18.723  5990  6014 I Unity   : [STATISTIC]2955;12858073;0;12857657;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;13281;71042;54114;0;0;0;0;27;0.01288037;
07-04 11:27:18.737  5990  6014 I Unity   : [STATISTIC]2956;12510469;0;12510052;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;14427;92917;65834;0;0;0;0;27;0.01252052;
07-04 11:27:18.750  5990  6014 I Unity   : [STATISTIC]2957;16292447;0;16292083;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01629917;
07-04 11:27:18.764  5990  6014 I Unity   : [STATISTIC]2958;10492552;0;10492188;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;12864;67448;56250;0;0;0;0;27;0.01050729;
07-04 11:27:18.779  5990  6014 I Unity   : [STATISTIC]2959;14399739;0;14399166;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;15573;71250;76614;0;0;0;0;27;0.01440792;
07-04 11:27:18.793  5990  6014 I Unity   : [STATISTIC]2960;16085261;0;16084739;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;18073;74010;71250;0;0;0;0;27;0.01609599;
07-04 11:27:18.806  5990  6014 I Unity   : [STATISTIC]2961;12751406;0;12751093;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;12917;64323;54010;0;0;0;0;27;0.01276156;
07-04 11:27:18.821  5990  6014 I Unity   : [STATISTIC]2962;13366719;0;13366406;1636995072;12726272;3337312007;0;0;0;0;0;0;0;0;0;13020;67292;53750;0;0;0;0;27;0.01338182;
