
07-04 11:26:41.325  5990  6014 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;NFE Snapshot Tick;NFE Snapshot Size (bits);NFE RTT;NFE Jitter;Multiplay FPS;Multiplay BitRate In;Multiplay BitRate Out;Multiplay RTT (ms);Multiplay PacketLoss;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameServer Opencraft.Player.PlayerMovementSystem;GameClient Opencraft.Player.PlayerMovementSystem;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-04 11:26:41.826  5990  6014 I Unity   : [STATISTIC]314;14286667;0;14286198;772149248;16392192;919084311;0;0;0;0;0;0;0;0;0;364;625;104;0;0;0;0;0;0.0142938;
07-04 11:26:41.840  5990  6014 I Unity   : [STATISTIC]315;13083021;0;13082396;773242880;16392192;919084311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01309391;
07-04 11:26:41.854  5990  6014 I Unity   : [STATISTIC]316;24734323;0;24733697;774094848;16392192;919092503;0;0;0;0;0;0;0;0;0;1836719;1180209;215417;0;0;0;0;27;0.02474224;
07-04 11:26:41.866  5990  6014 I Unity   : [STATISTIC]317;6141719;0;6141145;774316032;16392192;919092611;0;0;0;0;0;0;0;0;0;21667;39896;149063;0;0;0;0;27;0.006163594;
07-04 11:26:41.880  5990  6014 I Unity   : [STATISTIC]318;9104792;0;9104167;774316032;16392192;919092611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.009114062;
07-04 11:26:41.894  5990  6014 I Unity   : [STATISTIC]319;16296459;0;16296041;774316032;16392192;919092611;0;0;0;0;0;0;0;0;0;10625;33698;51041;0;0;0;0;27;0.01629802;
07-04 11:26:41.908  5990  6014 I Unity   : [STATISTIC]320;12773489;0;12773177;774553600;16392192;919092611;0;0;0;0;0;0;0;0;0;11094;32917;46563;0;0;0;0;27;0.01280578;
07-04 11:26:41.922  5990  6014 I Unity   : [STATISTIC]321;13194427;0;13193854;774553600;16392192;919092611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01320458;
07-04 11:26:41.935  5990  6014 I Unity   : [STATISTIC]322;16852500;0;16852031;774553600;16392192;919092611;0;0;0;0;0;0;0;0;0;13021;41510;78646;0;0;0;0;27;0.01686307;
07-04 11:26:41.950  5990  6014 I Unity   : [STATISTIC]323;11053958;0;11053594;774553600;16392192;919092611;0;0;0;0;0;0;0;0;0;10000;30104;49427;0;0;0;0;27;0.01107922;
07-04 11:26:41.965  5990  6014 I Unity   : [STATISTIC]324;14772761;0;14772291;773562368;16392192;918044035;0;0;0;0;0;0;0;0;0;9583;27656;51563;0;0;0;0;27;0.01478219;
07-04 11:26:41.977  5990  6014 I Unity   : [STATISTIC]325;16305156;0;16304584;773562368;16392192;918044035;0;0;0;0;0;0;0;0;0;14531;39531;96562;0;0;0;0;27;0.0163138;
07-04 11:26:41.992  5990  6014 I Unity   : [STATISTIC]326;10747240;0;10746823;773562368;16392192;918044035;0;0;0;0;0;0;0;0;0;8125;36771;41979;0;0;0;0;27;0.01075708;
07-04 11:26:42.006  5990  6014 I Unity   : [STATISTIC]327;14978437;0;14977812;773562368;16392192;918044035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01496912;
07-04 11:26:42.020  5990  6014 I Unity   : [STATISTIC]328;14191146;0;14190833;773562368;16392192;918044035;0;0;0;0;0;0;0;0;0;8438;33750;48333;0;0;0;0;27;0.01423276;
07-04 11:26:42.033  5990  6014 I Unity   : [STATISTIC]329;15519792;0;15519375;773795840;16392192;918044035;0;0;0;0;0;0;0;0;0;13438;38020;82969;0;0;0;0;27;0.01553151;
07-04 11:26:42.046  5990  6014 I Unity   : [STATISTIC]330;12273907;0;12273333;773795840;16392192;918044035;0;0;0;0;0;0;0;0;0;12864;37656;76406;0;0;0;0;27;0.0122737;
07-04 11:26:42.062  5990  6014 I Unity   : [STATISTIC]331;11979062;0;11978594;773795840;16392192;918044035;0;0;0;0;0;0;0;0;0;7865;25261;44011;0;0;0;0;27;0.01201568;
07-04 11:26:42.076  5990  6014 I Unity   : [STATISTIC]332;14816615;0;14815833;773795840;16392192;918044035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01482505;
07-04 11:26:42.089  5990  6014 I Unity   : [STATISTIC]333;15970937;0;15970417;774045696;16392192;918044035;0;0;0;0;0;0;0;0;0;10781;31458;49323;0;0;0;0;27;0.01598057;
07-04 11:26:42.102  5990  6014 I Unity   : [STATISTIC]334;14052708;0;14051979;774045696;16392192;918044035;0;0;0;0;0;0;0;0;0;10261;35000;65520;0;0;0;0;27;0.01405969;
07-04 11:26:42.122  5990  6014 I Unity   : [STATISTIC]335;11169010;0;11168646;774008832;16392192;918044035;0;0;0;0;0;0;0;0;0;8437;25573;44791;0;0;0;0;27;0.01118708;
07-04 11:26:42.135  5990  6014 I Unity   : [STATISTIC]336;20038698;0;20038334;774008832;16392192;918044035;0;0;0;0;0;0;0;0;0;10417;32500;55312;0;0;0;0;27;0.02004427;
07-04 11:26:42.150  5990  6014 I Unity   : [STATISTIC]337;13075886;0;13075521;774008832;16392192;918044035;0;0;0;0;0;0;0;0;0;7552;39531;44636;0;0;0;0;27;0.01308995;
07-04 11:26:42.165  5990  6014 I Unity   : [STATISTIC]338;14969531;0;14969167;774008832;16392192;918044035;0;0;0;0;0;0;0;0;0;10157;32917;53386;0;0;0;0;27;0.01498151;
07-04 11:26:42.179  5990  6014 I Unity   : [STATISTIC]339;16140312;0;16139844;774008832;16392192;917912963;0;0;0;0;0;0;0;0;0;8802;31615;44792;0;0;0;0;27;0.01614724;
07-04 11:26:42.192  5990  6014 I Unity   : [STATISTIC]340;13917500;0;13916980;774008832;16392192;917912963;0;0;0;0;0;0;0;0;0;13229;36667;68594;0;0;0;0;27;0.01392703;
07-04 11:26:42.206  5990  6014 I Unity   : [STATISTIC]341;13696875;0;13696302;774008832;16392192;917912963;0;0;0;0;0;0;0;0;0;12761;38646;66093;0;0;0;0;27;0.01374229;
07-04 11:26:42.220  5990  6014 I Unity   : [STATISTIC]342;11355938;0;11355573;774008832;16392192;917912963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01138198;
07-04 11:26:42.235  5990  6014 I Unity   : [STATISTIC]343;15492291;0;15491823;774311936;16392192;917912963;0;0;0;0;0;0;0;0;0;11042;31667;49635;0;0;0;0;27;0.01549719;
07-04 11:26:42.249  5990  6014 I Unity   : [STATISTIC]344;14143646;0;14143125;774311936;16392192;917912963;0;0;0;0;0;0;0;0;0;10208;28334;45573;0;0;0;0;27;0.01418391;
07-04 11:26:42.262  5990  6014 I Unity   : [STATISTIC]345;16080156;0;16079688;774311936;16392192;917912963;0;0;0;0;0;0;0;0;0;13750;38386;69114;0;0;0;0;27;0.01607807;
07-04 11:26:42.277  5990  6014 I Unity   : [STATISTIC]346;10859791;0;10859271;774311936;16392192;917912963;0;0;0;0;0;0;0;0;0;8125;31979;42864;0;0;0;0;27;0.01090052;
07-04 11:26:42.291  5990  6014 I Unity   : [STATISTIC]347;15332812;0;15332292;774311936;16392192;917912963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01536083;
07-04 11:26:42.305  5990  6014 I Unity   : [STATISTIC]348;15401927;0;15401510;774553600;16392192;917912963;0;0;0;0;0;0;0;0;0;17031;51823;122188;0;0;0;0;27;0.01549943;
07-04 11:26:42.321  5990  6014 I Unity   : [STATISTIC]349;12118645;0;12117865;774553600;16392192;917912963;0;0;0;0;0;0;0;0;0;11823;39011;39271;0;0;0;0;27;0.01218151;
07-04 11:26:42.336  5990  6014 I Unity   : [STATISTIC]350;16611198;0;16610781;774733824;16392192;917912963;0;0;0;0;0;0;0;0;0;9531;28750;43177;0;0;0;0;27;0.01662182;
07-04 11:26:42.349  5990  6014 I Unity   : [STATISTIC]351;14243542;0;14243125;774733824;16392192;917912963;0;0;0;0;0;0;0;0;0;9218;31406;43958;0;0;0;0;27;0.01425422;
07-04 11:26:42.363  5990  6014 I Unity   : [STATISTIC]352;13507760;0;13507344;774733824;16392192;917913071;0;0;0;0;0;0;0;0;0;7708;27500;41562;0;0;0;0;27;0.01351891;
07-04 11:26:42.378  5990  6014 I Unity   : [STATISTIC]353;13331094;0;13330417;774639616;16392192;917913071;0;0;0;0;0;0;0;0;0;8698;30208;43594;0;0;0;0;27;0.01334073;
07-04 11:26:42.391  5990  6014 I Unity   : [STATISTIC]354;16856093;0;16855625;774877184;16392192;917913071;0;0;0;0;0;0;0;0;0;11927;43385;70052;0;0;0;0;27;0.01685719;
07-04 11:26:42.404  5990  6014 I Unity   : [STATISTIC]355;13246094;0;13245677;774877184;16392192;917913071;0;0;0;0;0;0;0;0;0;8282;24115;41458;0;0;0;0;27;0.01326911;
07-04 11:26:42.418  5990  6014 I Unity   : [STATISTIC]356;10219687;0;10219063;774877184;16392192;917913071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01026625;
07-04 11:26:42.432  5990  6014 I Unity   : [STATISTIC]357;16747656;0;16747240;774877184;16392192;917913071;0;0;0;0;0;0;0;0;0;15052;40833;85365;0;0;0;0;27;0.01674672;
07-04 11:26:42.445  5990  6014 I Unity   : [STATISTIC]358;11391041;0;11390573;774877184;16392192;917913071;0;0;0;0;0;0;0;0;0;7604;28907;41042;0;0;0;0;27;0.01142797;
07-04 11:26:42.460  5990  6014 I Unity   : [STATISTIC]359;14672343;0;14671771;774877184;16392192;917913071;0;0;0;0;0;0;0;0;0;9479;31615;44792;0;0;0;0;27;0.01467318;
07-04 11:26:42.517  5990  6014 I Unity   : [STATISTIC]360;13906354;0;13905989;774877184;16392192;917913071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01392844;
07-04 11:26:42.544  5990  6014 I Unity   : [STATISTIC]361;71826094;0;71825729;765374464;16392192;920151343;0;0;0;0;0;0;0;0;0;8281;27865;44166;0;0;0;0;27;0.07183672;
07-04 11:26:42.563  5990  6014 I Unity   : [STATISTIC]362;24360781;0;24360469;767279104;16392192;1348035887;0;0;0;0;0;0;0;0;0;1768177;758178;372969;0;0;0;0;27;0.02437026;
07-04 11:26:42.572  5990  6014 I Unity   : [STATISTIC]363;11511823;0;11511510;768802816;16392192;1348035887;0;0;0;0;0;0;0;0;0;521719;50104;128750;0;0;0;0;27;0.01152338;
07-04 11:26:42.580  5990  6014 I Unity   : [STATISTIC]364;7426145;0;7425573;769363968;16392192;1348035887;0;0;0;0;0;0;0;0;0;10781;43854;102031;0;0;0;0;27;0.007433333;
07-04 11:26:42.587  5990  6014 I Unity   : [STATISTIC]365;6506458;0;6505834;769368064;16392192;1348035887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.006519844;
07-04 11:26:42.599  5990  6014 I Unity   : [STATISTIC]366;7144792;0;7144323;769912832;16392192;1348035887;0;0;0;0;0;0;0;0;0;11198;60781;98646;0;0;0;0;27;0.007163646;
07-04 11:26:42.613  5990  6014 I Unity   : [STATISTIC]367;11219791;0;11219479;769912832;16392192;1348035887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01122823;
07-04 11:26:42.775  5990  6014 I Unity   : [STATISTIC]368;167373698;0;167373229;798822400;16392192;1358558607;0;0;0;0;0;0;0;0;0;12292;55156;87813;0;0;0;0;27;0.1673917;
07-04 11:26:42.790  5990  6014 I Unity   : [STATISTIC]369;18028177;0;18027865;803356672;16392192;1369077231;0;0;0;0;0;0;0;0;0;24948;198803;233542;0;0;0;0;27;0.01805141;
07-04 11:26:42.808  5990  6014 I Unity   : [STATISTIC]370;18166718;0;18166250;808472576;16392192;1396364815;0;0;0;0;0;0;0;0;0;16770;82865;53594;524896;0;0;0;27;0.01817354;
07-04 11:26:42.819  5990  6014 I Unity   : [STATISTIC]371;10446979;0;10446459;812802048;16392192;1400563247;0;0;0;0;0;0;0;0;0;11562;64323;50729;0;0;0;0;27;0.01048479;
07-04 11:26:42.829  5990  6014 I Unity   : [STATISTIC]372;9910573;0;9910157;817381376;16392192;1404757551;0;0;0;0;0;0;0;0;0;10625;69739;46510;0;0;0;0;27;0.009924584;
07-04 11:26:42.839  5990  6014 I Unity   : [STATISTIC]373;9716458;0;9716146;817549312;16392192;1404757551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.009726406;
07-04 11:26:42.850  5990  6014 I Unity   : [STATISTIC]374;11312396;0;11311771;817709056;16392192;1404757551;0;0;0;0;0;0;0;0;0;10573;65261;44323;0;0;0;0;27;0.01132177;
07-04 11:26:42.862  5990  6014 I Unity   : [STATISTIC]375;11972396;0;11972031;817844224;16392192;1404757551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.0119875;
07-04 11:26:42.886  5990  6014 I Unity   : [STATISTIC]376;24650157;0;24649531;820289536;16392192;1421576615;0;0;0;0;0;0;0;0;0;11875;58281;54062;166979;0;0;0;27;0.02465333;
07-04 11:26:42.897  5990  6014 I Unity   : [STATISTIC]377;10965104;0;10964792;822714368;16392192;1421623931;0;0;0;0;0;0;0;0;0;19739;173907;93802;164010;0;0;0;27;0.01099213;
07-04 11:26:42.907  5990  6014 I Unity   : [STATISTIC]378;9758073;0;9757709;825044992;16392192;1421640443;0;0;0;0;0;0;0;0;0;0;0;0;109531;0;0;0;27;0.009767084;
07-04 11:26:42.919  5990  6014 I Unity   : [STATISTIC]379;9925937;0;9925521;825327616;16392192;1421661051;0;0;0;0;0;0;0;0;0;9531;58333;42500;0;0;0;0;27;0.009939114;
07-04 11:26:42.932  5990  6014 I Unity   : [STATISTIC]380;13984166;0;13983802;825597952;16392192;1421681627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.0139937;
07-04 11:26:42.946  5990  6014 I Unity   : [STATISTIC]381;13445886;0;13445520;827715584;16392192;1421694043;0;0;0;0;0;0;0;0;0;11406;57344;50886;99583;0;0;0;27;0.01345724;
07-04 11:26:42.959  5990  6014 I Unity   : [STATISTIC]382;14157136;0;14156459;827891712;16392192;1438475483;0;0;0;0;0;0;0;0;0;11979;62083;57136;0;0;0;0;27;0.01416568;
07-04 11:26:42.973  5990  6014 I Unity   : [STATISTIC]383;13894375;0;13894063;827891712;16392192;1438475483;0;0;0;0;0;0;0;0;0;11250;54479;46822;0;0;0;0;27;0.01390745;
07-04 11:26:42.986  5990  6014 I Unity   : [STATISTIC]384;13638594;0;13637969;830742528;16392192;1455316895;0;0;0;0;0;0;0;0;0;10573;64531;47343;200105;0;0;0;27;0.01364802;
07-04 11:26:43.000  5990  6014 I Unity   : [STATISTIC]385;13943281;0;13942969;833060864;16392192;1455355023;0;0;0;0;0;0;0;0;0;10729;55885;49219;188542;0;0;0;27;0.01395891;
07-04 11:26:43.014  5990  6014 I Unity   : [STATISTIC]386;14276927;0;14276615;835411968;16392192;1455383919;0;0;0;0;0;0;0;0;0;0;0;0;199740;0;0;0;27;0.0142687;
07-04 11:26:43.028  5990  6014 I Unity   : [STATISTIC]387;13932916;0;13932344;838119424;16392192;1455420823;0;0;0;0;0;0;0;0;0;10781;53386;52084;177708;0;0;0;27;0.01396031;
07-04 11:26:43.042  5990  6014 I Unity   : [STATISTIC]388;13689271;0;13688958;840523776;16392192;1455475399;0;0;0;0;0;0;0;0;0;12084;53125;49115;549532;0;0;0;27;0.013705;
07-04 11:26:43.056  5990  6014 I Unity   : [STATISTIC]389;13650885;0;13650312;842727424;16392192;1455528355;0;0;0;0;0;0;0;0;0;10417;55573;49375;412917;0;0;0;27;0.01366479;
07-04 11:26:43.070  5990  6014 I Unity   : [STATISTIC]390;14582865;0;14582447;842907648;16392192;1455532771;0;0;0;0;0;0;0;0;0;11094;59427;47500;0;0;0;0;27;0.01459177;
07-04 11:26:43.084  5990  6014 I Unity   : [STATISTIC]391;13353125;0;13352709;845205504;16392192;1472339011;0;0;0;0;0;0;0;0;0;11458;55625;48490;238698;0;0;0;27;0.01336865;
07-04 11:26:43.098  5990  6014 I Unity   : [STATISTIC]392;13655781;0;13655365;847503360;16392192;1472359875;0;0;0;0;0;0;0;0;0;0;0;0;224740;0;0;0;27;0.01366698;
07-04 11:26:43.112  5990  6014 I Unity   : [STATISTIC]393;14132812;0;14132500;845586432;16392192;1489173091;0;0;0;0;0;0;0;0;0;11562;57813;50937;276770;0;0;0;27;0.01414255;
07-04 11:26:43.125  5990  6014 I Unity   : [STATISTIC]394;13716094;0;13715365;847765504;16392192;1489185795;0;0;0;0;0;0;0;0;0;9792;53229;43594;173959;0;0;0;27;0.01372625;
07-04 11:26:43.139  5990  6014 I Unity   : [STATISTIC]395;13914739;0;13913646;850182144;16392192;1489206723;0;0;0;0;0;0;0;0;0;11927;56615;55052;164635;0;0;0;27;0.01392641;
07-04 11:26:43.164  5990  6014 I Unity   : [STATISTIC]396;13789479;0;13789166;852619264;16392192;1489219491;0;0;0;0;0;0;0;0;0;12135;56458;50677;238333;0;0;0;27;0.0138087;
07-04 11:26:43.178  5990  6014 I Unity   : [STATISTIC]397;21746927;0;21746615;852811776;16392192;1489224067;0;0;0;0;0;0;0;0;0;24219;80729;121094;0;0;0;0;27;0.02175469;
07-04 11:26:43.194  5990  6014 I Unity   : [STATISTIC]398;12405313;0;12404740;852811776;16392192;1489224067;0;0;0;0;0;0;0;0;0;11041;55625;65416;0;0;0;0;27;0.01241427;
07-04 11:26:43.210  5990  6014 I Unity   : [STATISTIC]399;15332864;0;15332500;852955136;16392192;1489224067;0;0;0;0;0;0;0;0;0;12709;62709;58489;0;0;0;0;27;0.01534766;
07-04 11:26:43.223  5990  6014 I Unity   : [STATISTIC]400;17882969;0;17882604;852955136;16392192;1489224067;0;0;0;0;0;0;0;0;0;15260;63281;94219;0;0;0;0;27;0.01789479;
07-04 11:26:43.237  5990  6014 I Unity   : [STATISTIC]401;12205260;0;12204896;855425024;16392192;1506014083;0;0;0;0;0;0;0;0;0;9010;55261;44844;214167;0;0;0;27;0.01221615;
07-04 11:26:43.252  5990  6014 I Unity   : [STATISTIC]402;11058907;0;11058385;855674880;16392192;1506018691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01106818;
07-04 11:26:43.272  5990  6014 I Unity   : [STATISTIC]403;17299844;0;17299479;855674880;16392192;1506018691;0;0;0;0;0;0;0;0;0;11823;75521;50989;0;0;0;0;27;0.01731026;
07-04 11:26:43.286  5990  6014 I Unity   : [STATISTIC]404;19923177;0;19922605;855674880;16392192;1506018691;0;0;0;0;0;0;0;0;0;10104;54688;50938;0;0;0;0;27;0.01993901;
07-04 11:26:43.300  5990  6014 I Unity   : [STATISTIC]405;12679115;0;12678594;855932928;16392192;1506018691;0;0;0;0;0;0;0;0;0;10625;53697;46979;0;0;0;0;27;0.01269219;
07-04 11:26:43.314  5990  6014 I Unity   : [STATISTIC]406;14616146;0;14615729;855932928;16392192;1506018691;0;0;0;0;0;0;0;0;0;10937;75885;52605;0;0;0;0;27;0.01462714;
07-04 11:26:43.329  5990  6014 I Unity   : [STATISTIC]407;14212917;0;14212553;856068096;16392192;1506018691;0;0;0;0;0;0;0;0;0;12448;56198;58750;0;0;0;0;27;0.01422302;
07-04 11:26:43.343  5990  6014 I Unity   : [STATISTIC]408;14653854;0;14653438;856342528;16392192;1506018691;0;0;0;0;0;0;0;0;0;10573;57865;47916;0;0;0;0;27;0.01466599;
07-04 11:26:43.358  5990  6014 I Unity   : [STATISTIC]409;14296719;0;14296354;856342528;16392192;1506018691;0;0;0;0;0;0;0;0;0;10364;80000;47812;0;0;0;0;27;0.01430807;
07-04 11:26:43.372  5990  6014 I Unity   : [STATISTIC]410;15524687;0;15524114;853876736;16392192;1506018691;0;0;0;0;0;0;0;0;0;13594;63594;54115;0;0;0;0;27;0.01554031;
07-04 11:26:43.386  5990  6014 I Unity   : [STATISTIC]411;12044480;0;12044010;853876736;16392192;1506018691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01205453;
07-04 11:26:43.401  5990  6014 I Unity   : [STATISTIC]412;15356458;0;15356146;853876736;16392192;1506018691;0;0;0;0;0;0;0;0;0;12656;53437;51614;0;0;0;0;27;0.01536708;
07-04 11:26:43.415  5990  6014 I Unity   : [STATISTIC]413;18809011;0;18808646;853876736;16392192;1506018691;0;0;0;0;0;0;0;0;0;32344;97292;139115;0;0;0;0;27;0.01882073;
07-04 11:26:43.426  5990  6014 I Unity   : [STATISTIC]414;12241979;0;12241406;856621056;16392192;1522847283;0;0;0;0;0;0;0;0;0;12396;61719;52553;273229;0;0;0;27;0.01224771;
07-04 11:26:43.440  5990  6014 I Unity   : [STATISTIC]415;10339166;0;10338854;858816512;16392192;1522868339;0;0;0;0;0;0;0;0;0;10000;63385;45365;138541;0;0;0;27;0.01035818;
07-04 11:26:43.453  5990  6014 I Unity   : [STATISTIC]416;14096979;0;14096615;861122560;16392192;1522889427;0;0;0;0;0;0;0;0;0;21354;83177;86875;123854;0;0;0;27;0.01410651;
07-04 11:26:43.468  5990  6014 I Unity   : [STATISTIC]417;12641198;0;12640833;863547392;16392192;1539687763;0;0;0;0;0;0;0;0;0;0;0;0;170104;0;0;0;27;0.01265292;
07-04 11:26:43.483  5990  6014 I Unity   : [STATISTIC]418;12895729;0;12895313;863547392;16392192;1539692499;0;0;0;0;0;0;0;0;0;10729;51511;45261;0;0;0;0;27;0.01290896;
07-04 11:26:43.497  5990  6014 I Unity   : [STATISTIC]419;19533697;0;19533333;865603584;16392192;1539677967;0;0;0;0;0;0;0;0;0;14219;68385;83125;115729;0;0;0;27;0.0195438;
07-04 11:26:43.510  5990  6014 I Unity   : [STATISTIC]420;12159479;0;12159114;868139008;16392192;1556468175;0;0;0;0;0;0;0;0;0;11406;56928;48959;165260;0;0;0;27;0.01216688;
07-04 11:26:43.522  5990  6014 I Unity   : [STATISTIC]421;13378750;0;13378438;870412288;16392192;1556497583;0;0;0;0;0;0;0;0;0;10677;57343;43750;183021;0;0;0;27;0.01339057;
07-04 11:26:43.535  5990  6014 I Unity   : [STATISTIC]422;11469532;0;11469166;872837120;16392192;1556510639;0;0;0;0;0;0;0;0;0;10053;53802;45416;220313;0;0;0;27;0.01147844;
07-04 11:26:43.549  5990  6014 I Unity   : [STATISTIC]423;11334895;0;11334531;872837120;16392192;1556515503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01134245;
07-04 11:26:43.564  5990  6014 I Unity   : [STATISTIC]424;15061458;0;15060886;875290624;16392192;1573297199;0;0;0;0;0;0;0;0;0;10052;56354;49270;125053;0;0;0;27;0.01508188;
07-04 11:26:43.578  5990  6014 I Unity   : [STATISTIC]425;15650989;0;15650469;877408256;16392192;1573318511;0;0;0;0;0;0;0;0;0;10469;56614;65365;235104;0;0;0;27;0.01566208;
07-04 11:26:43.591  5990  6014 I Unity   : [STATISTIC]426;14101302;0;14100989;879443968;16392192;1573354791;0;0;0;0;0;0;0;0;0;15417;55521;50572;235000;0;0;0;27;0.01411422;
07-04 11:26:43.604  5990  6014 I Unity   : [STATISTIC]427;13309688;0;13309270;881762304;16392192;1573384359;0;0;0;0;0;0;0;0;0;10104;53854;51302;175260;0;0;0;27;0.01331911;
07-04 11:26:43.618  5990  6014 I Unity   : [STATISTIC]428;11027604;0;11027187;881762304;16392192;1573389351;0;0;0;0;0;0;0;0;0;11771;58542;81979;0;0;0;0;27;0.01104052;
07-04 11:26:43.632  5990  6014 I Unity   : [STATISTIC]429;13087344;0;13086823;881938432;16392192;1573384999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0.0130988;
07-04 11:26:43.647  5990  6014 I Unity   : [STATISTIC]430;17965000;0;17964636;881938432;16392192;1573384999;0;0;0;0;0;0;0;0;0;20104;69948;100521;0;0;0;0;27;0.01797672;
07-04 11:26:43.662  5990  6014 I Unity   : [STATISTIC]431;12501927;0;12501458;882171904;16392192;1573384999;0;0;0;0;0;0;0;0;0;17135;52552;57761;0;0;0;0;27;0.01251224;
07-04 11:26:43.676  5990  6014 I Unity   : [STATISTIC]432;16382656;0;16382032;884649984;16392192;1573398215;0;0;0;0;0;0;0;0;0;9844;65678;42657;139375;0;0;0;27;0.01639417;
07-04 11:26:43.689  5990  6014 I Unity   : [STATISTIC]433;13695417;0;13695000;886874112;16392192;1590205063;0;0;0;0;0;0;0;0;0;11719;59063;47812;135781;0;0;0;27;0.01370646;
