
07-05 14:55:25.889 13683 13709 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);GhostUpdateSystem:UpdateJob (Burst);Idle;OculusRuntime.WaitToBeginFrame;GameClient Unity.Entities.SimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-05 14:55:25.950 13683 13709 I Unity   : [STATISTIC]301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01285776;
07-05 14:55:25.976 13683 13709 I Unity   : [STATISTIC]302;0;0;0;717869056;16216064;860562047;0;0;0;0;0;0;0;0;0;50745209;8212917;0;0;0;0.01285776;
07-05 14:55:26.246 13683 13709 I Unity   : [STATISTIC]303;280851667;0;280850625;721592320;16216064;860562047;0;0;0;0;0;0;0;0;0;823929169;4992187;248517448;0;0;0.02;
07-05 14:55:26.258 13683 13709 I Unity   : [STATISTIC]304;15582135;0;15581562;723435520;16216064;860562047;312;469;313;0;0;781;5788437;0;0;29924377;68073;586458;0;0;0.0156001;
07-05 14:55:26.269 13683 13709 I Unity   : [STATISTIC]305;6547448;0;6546927;723435520;16216064;860562047;104;521;365;0;0;573;886093;0;0;10452090;48854;248854;0;0;0.006556094;
07-05 14:55:26.283 13683 13709 I Unity   : [STATISTIC]306;11806354;0;11805990;723955712;16216064;860562047;416;208;105;0;0;677;906406;0;0;22429947;6502969;277135;0;0;0.01181005;
07-05 14:55:26.297 13683 13709 I Unity   : [STATISTIC]307;13711666;0;13711042;729784320;16216064;896701055;104;261;312;0;0;677;896510;0;0;16687345;9551354;320886;0;0;0.01372135;
07-05 14:55:26.313 13683 13709 I Unity   : [STATISTIC]308;14447500;0;14446510;732876800;16216064;900895467;0;0;0;0;0;0;0;0;0;25082345;9744739;660157;0;0;0.01444104;
07-05 14:55:26.328 13683 13709 I Unity   : [STATISTIC]309;15849271;0;15848906;733081600;16216064;900899563;156;156;104;0;0;417;935834;0;0;17347921;11678698;293802;0;0;0.01589823;
07-05 14:55:26.340 13683 13709 I Unity   : [STATISTIC]310;16379375;0;16378541;731070464;16216064;898362763;156;260;104;0;0;313;1610833;0;0;19523123;8315364;552188;0;0;0.01638214;
07-05 14:55:26.356 13683 13709 I Unity   : [STATISTIC]311;9711250;0;9710781;732016640;16216064;898672395;573;208;105;0;0;364;907136;0;0;11210517;916666;279427;0;0;0.009734636;
07-05 14:55:26.370 13683 13709 I Unity   : [STATISTIC]312;16183178;0;16182812;732016640;16216064;898699019;208;208;156;0;0;417;939479;0;0;18158024;7888541;291146;0;0;0.01619063;
07-05 14:55:26.384 13683 13709 I Unity   : [STATISTIC]313;13886666;0;13886354;732418048;16216064;898699019;156;208;416;0;0;521;793543;0;0;127292;8984219;245573;0;0;0.01389781;
07-05 14:55:26.398 13683 13709 I Unity   : [STATISTIC]314;14191562;0;14190937;734040064;16216064;897650443;313;573;260;0;0;208;850730;0;0;27719166;10377343;260469;0;0;0.01419693;
07-05 14:55:26.412 13683 13709 I Unity   : [STATISTIC]315;13284271;0;13283542;734040064;16216064;897650443;0;0;0;0;0;0;0;0;0;12861302;10201302;381458;0;0;0.01329214;
07-05 14:55:26.426 13683 13709 I Unity   : [STATISTIC]316;25213803;0;25213333;735563776;16216064;897658635;2076302;1328854;271875;0;0;1406;8979531;0;0;69769274;5083542;1297812;0;27;0.02522109;
07-05 14:55:26.438 13683 13709 I Unity   : [STATISTIC]317;5244480;0;5243854;736047104;16216064;897658743;19323;35157;149426;0;0;1718;2542395;0;0;9412390;38125;283072;0;27;0.005252291;
07-05 14:55:26.453 13683 13709 I Unity   : [STATISTIC]318;9918645;0;9918021;736047104;16216064;897658743;0;0;0;0;0;0;0;0;0;11110047;7088854;408854;0;27;0.009918906;
07-05 14:55:26.466 13683 13709 I Unity   : [STATISTIC]319;16524895;0;16524479;736047104;16216064;897658743;14531;40416;96406;0;0;1667;1660417;0;0;19271985;11067135;611250;0;27;0.01654896;
07-05 14:55:26.481 13683 13709 I Unity   : [STATISTIC]320;12379792;0;12379479;736047104;16216064;897658743;9063;43072;57553;0;0;1146;1254531;0;0;14654586;7853490;302917;0;27;0.01238776;
07-05 14:55:26.495 13683 13709 I Unity   : [STATISTIC]321;13976719;0;13976042;736047104;16216064;897658743;0;0;0;0;0;0;0;0;0;15401353;10185885;642188;0;27;0.01398562;
07-05 14:55:26.509 13683 13709 I Unity   : [STATISTIC]322;16465989;0;16465573;736301056;16216064;897658743;8854;31146;52292;0;0;1042;1670833;0;0;19916771;10506563;345730;0;27;0.01647531;
07-05 14:55:26.522 13683 13709 I Unity   : [STATISTIC]323;11907448;0;11906979;736301056;16216064;897658743;9010;31510;48229;0;0;1458;1090782;0;0;13552500;7793594;300208;0;27;0.01193031;
07-05 14:55:26.535 13683 13709 I Unity   : [STATISTIC]324;14749011;0;14748646;736301056;16216064;897658743;11510;38333;79844;0;0;1145;1558333;0;0;28297976;9655781;455261;0;27;0.01475323;
07-05 14:55:26.549 13683 13709 I Unity   : [STATISTIC]325;13660989;0;13660573;736301056;16216064;897658743;8490;42396;90000;0;0;989;1741093;0;0;17133800;7938020;425833;0;27;0.01366365;
07-05 14:55:26.564 13683 13709 I Unity   : [STATISTIC]326;12438438;0;12437917;736550912;16216064;897658743;8177;40365;61979;0;0;677;1266510;0;0;22913698;8056146;305729;0;27;0.01248016;
07-05 14:55:26.578 13683 13709 I Unity   : [STATISTIC]327;13802031;0;13801407;736550912;16216064;897658743;0;0;0;0;0;0;0;0;0;15366772;10122084;596198;0;27;0.01381146;
07-05 14:55:26.591 13683 13709 I Unity   : [STATISTIC]328;16285990;0;16285678;736550912;16216064;897658743;12032;40885;83125;0;0;1146;1685365;0;0;19015522;10766979;600052;0;27;0.01629745;
07-05 14:55:26.605 13683 13709 I Unity   : [STATISTIC]329;11396563;0;11396093;736550912;16216064;897527671;8959;30156;46927;0;0;1146;1172968;0;0;13659164;7021302;279323;0;27;0.01140443;
07-05 14:55:26.620 13683 13709 I Unity   : [STATISTIC]330;14272395;0;14272031;736550912;16216064;897527671;9739;40781;53958;0;0;677;1125676;0;0;15967028;10083698;299896;0;27;0.01429771;
07-05 14:55:26.632 13683 13709 I Unity   : [STATISTIC]331;15965416;0;15964948;736800768;16216064;897527671;11823;45416;87187;0;0;1875;1751041;0;0;30727499;10357292;460521;0;27;0.01597312;
07-05 14:55:26.647 13683 13709 I Unity   : [STATISTIC]332;11185417;0;11184636;736800768;16216064;897527671;9062;35364;58542;0;0;1354;1179010;0;0;13240059;7007552;322812;0;27;0.01119297;
07-05 14:55:26.661 13683 13709 I Unity   : [STATISTIC]333;13787396;0;13786511;736800768;16216064;897527671;0;0;0;0;0;0;0;0;0;15151300;10593854;412291;0;27;0.01379391;
07-05 14:55:26.675 13683 13709 I Unity   : [STATISTIC]334;14985885;0;14985573;736800768;16216064;897527671;8073;35781;51250;0;0;729;1263853;0;0;16881671;10488802;314687;0;27;0.01502057;
07-05 14:55:26.694 13683 13709 I Unity   : [STATISTIC]335;14628958;0;14628490;737030144;16216064;897527671;10209;79167;68021;0;0;1198;1636458;0;0;17183279;9706198;399427;0;27;0.01463234;
07-05 14:55:26.709 13683 13709 I Unity   : [STATISTIC]336;19012187;0;19011823;737030144;16216064;897527671;11562;45365;82448;0;0;937;1474844;0;0;20847085;14143020;436562;0;27;0.01903479;
