
06-27 15:59:02.576  5665  5722 I Unity   : [STATISTIC]Frame Number;Main Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;NFE Snapshot Tick;NFE Snapshot Size (bits);NFE RTT;NFE Jitter;Multiplay FPS;Multiplay BitRate In;Multiplay BitRate Out;Multiplay RTT (ms);Multiplay PacketLoss;GameServer Opencraft.Terrain.TerrainGenerationSystem;terrainMeshingSys;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
06-27 15:59:02.634  5665  5722 I Unity   : [STATISTIC]304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01389344;
06-27 15:59:02.656  5665  5722 I Unity   : [STATISTIC]305;0;0;706555904;15347712;831250679;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01389344;
06-27 15:59:02.889  5665  5722 I Unity   : [STATISTIC]306;239872031;239871562;709693440;15347712;831250679;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02;
06-27 15:59:02.907  5665  5722 I Unity   : [STATISTIC]307;15029480;15029062;709693440;15347712;831250679;0;0;0;0;0;0;0;0;0;730;0;0;0;0.01503463;
06-27 15:59:02.926  5665  5722 I Unity   : [STATISTIC]308;11969688;11969219;709693440;15347712;831250787;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01198203;
06-27 15:59:02.948  5665  5722 I Unity   : [STATISTIC]309;31626875;31626198;709693440;15347712;831250787;0;0;0;0;0;0;0;0;0;312;0;0;0;0.03163182;
06-27 15:59:02.965  5665  5722 I Unity   : [STATISTIC]310;13442500;13441927;711782400;15347712;867389795;0;0;0;0;0;0;0;0;0;1303;0;0;0;0.01345526;
06-27 15:59:02.982  5665  5722 I Unity   : [STATISTIC]311;13674427;13673906;711782400;15347712;871584099;0;0;0;0;0;0;0;0;0;417;0;0;0;0.01368693;
06-27 15:59:03.000  5665  5722 I Unity   : [STATISTIC]312;17711406;17710678;711467008;15347712;869051395;0;0;0;0;0;0;0;0;0;573;0;0;0;0.01771979;
06-27 15:59:03.017  5665  5722 I Unity   : [STATISTIC]313;18333021;18332344;712458240;15347712;869352835;0;0;0;0;0;0;0;0;0;573;0;0;0;0.01833854;
06-27 15:59:03.035  5665  5722 I Unity   : [STATISTIC]314;16943958;16943281;712458240;15347712;868330991;0;0;0;0;0;0;0;0;0;677;0;0;0;0.01695714;
06-27 15:59:03.049  5665  5722 I Unity   : [STATISTIC]315;17672969;17671979;712458240;15347712;868330991;0;0;0;0;0;0;0;0;0;677;0;0;0;0.01768016;
06-27 15:59:03.065  5665  5722 I Unity   : [STATISTIC]316;14084480;14083854;712458240;15347712;868330991;0;0;0;0;0;0;0;0;0;521;0;0;0;0.01409599;
06-27 15:59:03.079  5665  5722 I Unity   : [STATISTIC]317;15084010;15083490;712458240;15347712;868330991;0;0;0;0;0;0;0;0;0;625;0;0;0;0.01509646;
06-27 15:59:03.094  5665  5722 I Unity   : [STATISTIC]318;14465261;14464792;712458240;15347712;868330991;0;0;0;0;0;0;0;0;0;365;0;0;0;0.01447443;
06-27 15:59:03.108  5665  5722 I Unity   : [STATISTIC]319;23324688;23324011;712458240;15347712;868339183;0;0;0;0;0;0;0;0;0;1424844;0;0;27;0.02332969;
06-27 15:59:03.122  5665  5722 I Unity   : [STATISTIC]320;6363177;6362865;712458240;15347712;868339183;0;0;0;0;0;0;0;0;0;13906;0;0;27;0.006373646;
06-27 15:59:03.137  5665  5722 I Unity   : [STATISTIC]321;12424635;12424166;712458240;15347712;868339183;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01243479;
06-27 15:59:03.152  5665  5722 I Unity   : [STATISTIC]322;17056406;17055677;712458240;15347712;868339183;0;0;0;0;0;0;0;0;0;19843;0;0;27;0.01706016;
06-27 15:59:03.166  5665  5722 I Unity   : [STATISTIC]323;14494167;14493594;712458240;15347712;868339183;0;0;0;0;0;0;0;0;0;11354;0;0;27;0.01450292;
06-27 15:59:03.181  5665  5722 I Unity   : [STATISTIC]324;14510312;14509635;712458240;15347712;868339183;0;0;0;0;0;0;0;0;0;11771;0;0;27;0.01451625;
06-27 15:59:03.195  5665  5722 I Unity   : [STATISTIC]325;14414531;14413646;712458240;15347712;868339183;0;0;0;0;0;0;0;0;0;12240;0;0;27;0.01443391;
06-27 15:59:03.209  5665  5722 I Unity   : [STATISTIC]326;14379115;14378437;712458240;15347712;868339183;0;0;0;0;0;0;0;0;0;11511;0;0;27;0.01439141;
06-27 15:59:03.224  5665  5722 I Unity   : [STATISTIC]327;14155000;14154323;712458240;15347712;868339183;0;0;0;0;0;0;0;0;0;12864;0;0;27;0.01416406;
06-27 15:59:03.238  5665  5722 I Unity   : [STATISTIC]328;12722292;12721614;712458240;15347712;868339183;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01272932;
06-27 15:59:03.252  5665  5722 I Unity   : [STATISTIC]329;15276354;15275729;712458240;15347712;868208111;0;0;0;0;0;0;0;0;0;11250;0;0;27;0.01528849;
06-27 15:59:03.266  5665  5722 I Unity   : [STATISTIC]330;14659427;14658698;712458240;15347712;868208111;0;0;0;0;0;0;0;0;0;10521;0;0;27;0.01466906;
06-27 15:59:03.280  5665  5722 I Unity   : [STATISTIC]331;14043750;14043073;712458240;15347712;868208111;0;0;0;0;0;0;0;0;0;10833;0;0;27;0.01405302;
06-27 15:59:03.294  5665  5722 I Unity   : [STATISTIC]332;13976042;13975521;712458240;15347712;868208111;0;0;0;0;0;0;0;0;0;11355;0;0;27;0.01398625;
06-27 15:59:03.308  5665  5722 I Unity   : [STATISTIC]333;14014375;14013646;712458240;15347712;868208111;0;0;0;0;0;0;0;0;0;11666;0;0;27;0.01402396;
06-27 15:59:03.322  5665  5722 I Unity   : [STATISTIC]334;14247917;14247448;712458240;15347712;868208111;0;0;0;0;0;0;0;0;0;11302;0;0;27;0.0142562;
06-27 15:59:03.336  5665  5722 I Unity   : [STATISTIC]335;12410937;12410364;712458240;15347712;868208111;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01242057;
06-27 15:59:03.350  5665  5722 I Unity   : [STATISTIC]336;15656094;15655312;712458240;15347712;868208111;0;0;0;0;0;0;0;0;0;12084;0;0;27;0.01566484;
06-27 15:59:03.364  5665  5722 I Unity   : [STATISTIC]337;14142760;14142083;712458240;15347712;868208111;0;0;0;0;0;0;0;0;0;12396;0;0;27;0.01415104;
06-27 15:59:03.378  5665  5722 I Unity   : [STATISTIC]338;13425469;13424843;712458240;15347712;868208111;0;0;0;0;0;0;0;0;0;11875;0;0;27;0.0134362;
06-27 15:59:03.392  5665  5722 I Unity   : [STATISTIC]339;15485208;15484583;714592256;15347712;868208111;0;0;0;0;0;0;0;0;0;10938;0;0;27;0.01549422;
06-27 15:59:03.406  5665  5722 I Unity   : [STATISTIC]340;12476667;12475938;714592256;15347712;868208111;0;0;0;0;0;0;0;0;0;12344;0;0;27;0.01248505;
06-27 15:59:03.420  5665  5722 I Unity   : [STATISTIC]341;12927500;12926771;714592256;15347712;868208111;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01293776;
06-27 15:59:03.434  5665  5722 I Unity   : [STATISTIC]342;14891094;14890416;714592256;15347712;868208111;0;0;0;0;0;0;0;0;0;12657;0;0;27;0.01490042;
06-27 15:59:03.448  5665  5722 I Unity   : [STATISTIC]343;14181979;14181198;714592256;15347712;868208111;0;0;0;0;0;0;0;0;0;12708;0;0;27;0.01419198;
06-27 15:59:03.462  5665  5722 I Unity   : [STATISTIC]344;14475313;14474635;714592256;15347712;868208111;0;0;0;0;0;0;0;0;0;11094;0;0;27;0.01448188;
06-27 15:59:03.475  5665  5722 I Unity   : [STATISTIC]345;12957448;12956719;714592256;15347712;868208111;0;0;0;0;0;0;0;0;0;11875;0;0;27;0.0129738;
06-27 15:59:03.489  5665  5722 I Unity   : [STATISTIC]346;13865208;13864584;714592256;15347712;868208111;0;0;0;0;0;0;0;0;0;11771;0;0;27;0.01387365;
06-27 15:59:03.503  5665  5722 I Unity   : [STATISTIC]347;12910833;12910156;714592256;15347712;868208111;0;0;0;0;0;0;0;0;0;0;0;0;27;0.0129199;
06-27 15:59:03.517  5665  5722 I Unity   : [STATISTIC]348;15065261;15064635;714592256;15347712;868208111;0;0;0;0;0;0;0;0;0;10990;0;0;27;0.01507599;
06-27 15:59:03.531  5665  5722 I Unity   : [STATISTIC]349;13871666;13870990;714592256;15347712;868208111;0;0;0;0;0;0;0;0;0;10000;0;0;27;0.0138799;
06-27 15:59:03.545  5665  5722 I Unity   : [STATISTIC]350;14112865;14112083;714592256;15347712;868208111;0;0;0;0;0;0;0;0;0;11459;0;0;27;0.01412089;
06-27 15:59:03.559  5665  5722 I Unity   : [STATISTIC]351;13823541;13822917;714592256;15347712;868208111;0;0;0;0;0;0;0;0;0;11146;0;0;27;0.01383177;
06-27 15:59:03.573  5665  5722 I Unity   : [STATISTIC]352;13631146;13630573;715165696;15347712;868208111;0;0;0;0;0;0;0;0;0;11094;0;0;27;0.01364323;
06-27 15:59:03.587  5665  5722 I Unity   : [STATISTIC]353;12772136;12771510;715165696;15347712;868208111;0;0;0;0;0;0;0;0;0;0;0;0;27;0.0127812;
06-27 15:59:03.601  5665  5722 I Unity   : [STATISTIC]354;15558281;15557552;715165696;15347712;868208111;0;0;0;0;0;0;0;0;0;10834;0;0;27;0.01556698;
06-27 15:59:03.615  5665  5722 I Unity   : [STATISTIC]355;13698385;13697761;715165696;15347712;868208111;0;0;0;0;0;0;0;0;0;10781;0;0;27;0.01371042;
06-27 15:59:03.628  5665  5722 I Unity   : [STATISTIC]356;13991250;13990625;715165696;15347712;868208111;0;0;0;0;0;0;0;0;0;10781;0;0;27;0.01400245;
06-27 15:59:03.642  5665  5722 I Unity   : [STATISTIC]357;12682135;12681511;715165696;15347712;868208111;0;0;0;0;0;0;0;0;0;11667;0;0;27;0.01269229;
06-27 15:59:03.656  5665  5722 I Unity   : [STATISTIC]358;13675625;13675261;715165696;15347712;868208111;0;0;0;0;0;0;0;0;0;10625;0;0;27;0.01368604;
06-27 15:59:03.671  5665  5722 I Unity   : [STATISTIC]359;13161875;13161355;715165696;15347712;868208111;0;0;0;0;0;0;0;0;0;0;0;0;27;0.01316917;
06-27 15:59:03.684  5665  5722 I Unity   : [STATISTIC]360;16599948;16598854;715165696;15347712;868208111;0;0;0;0;0;0;0;0;0;11250;0;0;27;0.01660094;
06-27 15:59:03.698  5665  5722 I Unity   : [STATISTIC]361;13344323;13343229;715165696;15347712;868208111;0;0;0;0;0;0;0;0;0;11146;0;0;27;0.01336984;
06-27 15:59:03.712  5665  5722 I Unity   : [STATISTIC]362;13907344;13906667;715165696;15347712;868208111;0;0;0;0;0;0;0;0;0;10729;0;0;27;0.0139199;
06-27 15:59:03.769  5665  5722 I Unity   : [STATISTIC]363;14907031;14906407;715165696;15347712;868208111;0;0;0;0;0;0;0;0;0;12291;0;0;27;0.01492208;
06-27 15:59:03.795  5665  5722 I Unity   : [STATISTIC]364;67729427;67728646;717176832;15347712;870446383;0;0;0;0;0;0;0;0;0;9531;0;0;27;0.06773891;
06-27 15:59:03.819  5665  5722 I Unity   : [STATISTIC]365;32273490;32273125;717176832;15347712;1209419055;0;0;0;0;0;0;0;0;0;1345104;0;0;27;0.03198484;
06-27 15:59:03.846  5665  5722 I Unity   : [STATISTIC]366;27791198;27790313;725893120;15347712;1226216751;0;0;0;0;0;0;0;0;0;1309480;0;0;27;0.02719594;
06-27 15:59:03.862  5665  5722 I Unity   : [STATISTIC]367;15406927;15406458;728055808;15347712;1209419055;0;0;0;0;0;0;0;0;0;725834;0;0;27;0.01606255;
06-27 15:59:03.876  5665  5722 I Unity   : [STATISTIC]368;14445313;14444688;731303936;15347712;1209419055;0;0;0;0;0;0;0;0;0;533750;0;0;27;0.0144751;
06-27 15:59:04.028  5665  5722 I Unity   : [STATISTIC]369;142237656;142236823;767426560;15347712;1236718991;0;0;0;0;0;0;0;0;0;559948;0;0;27;0.1422194;
06-27 15:59:04.111  5665  5722 I Unity   : [STATISTIC]370;88460989;88460208;815702016;15347712;1306027631;0;0;0;0;0;0;0;0;0;2565470;404011;0;27;0.08711334;
06-27 15:59:04.166  5665  5722 I Unity   : [STATISTIC]371;56753073;56752292;821878784;15347712;1324934831;0;0;0;0;0;0;0;0;0;2443020;0;0;27;0.05638219;
06-27 15:59:04.208  5665  5722 I Unity   : [STATISTIC]372;42367031;42366302;781672448;15347712;1329129135;0;0;0;0;0;0;0;0;0;1545886;0;0;27;0.04291667;
06-27 15:59:04.258  5665  5722 I Unity   : [STATISTIC]373;43194218;43193385;791023616;15347712;1350141679;0;0;0;0;0;0;0;0;0;1638802;99791;0;27;0.04332052;
06-27 15:59:04.294  5665  5722 I Unity   : [STATISTIC]374;35437604;35437031;793313280;15347712;1324982211;0;0;0;0;0;0;0;0;0;1026615;167084;0;27;0.03651115;
06-27 15:59:04.336  5665  5722 I Unity   : [STATISTIC]375;48330156;48329635;804102144;15347712;1333395459;0;0;0;0;0;0;0;0;0;1648958;0;0;27;0.04751276;
06-27 15:59:04.370  5665  5722 I Unity   : [STATISTIC]376;30387500;30387032;818020352;15347712;1350213635;0;0;0;0;0;0;0;0;0;1010157;237136;0;27;0.03086656;
06-27 15:59:04.402  5665  5722 I Unity   : [STATISTIC]377;34115208;34114375;820314112;15347712;1341816963;0;0;0;0;0;0;0;0;0;1261041;124219;0;27;0.03448443;
06-27 15:59:04.433  5665  5722 I Unity   : [STATISTIC]378;32935156;32934427;830926848;15347712;1350276163;0;0;0;0;0;0;0;0;0;1254583;187708;0;27;0.03234896;
06-27 15:59:04.462  5665  5722 I Unity   : [STATISTIC]379;29043333;29042709;839876608;15347712;1350288803;0;0;0;0;0;0;0;0;0;1045573;0;0;27;0.02922115;
06-27 15:59:04.492  5665  5722 I Unity   : [STATISTIC]380;32009739;32009375;828133376;15347712;1358677603;0;0;0;0;0;0;0;0;0;1179271;118542;0;27;0.03232917;
06-27 15:59:04.519  5665  5722 I Unity   : [STATISTIC]381;27784792;27784011;842059776;15347712;1383926287;0;0;0;0;0;0;0;0;0;1256667;194583;0;27;0.02755688;
06-27 15:59:04.546  5665  5722 I Unity   : [STATISTIC]382;26757396;26756302;843190272;15347712;1400716015;0;0;0;0;0;0;0;0;0;1057396;215469;0;27;0.02675688;
06-27 15:59:04.564  5665  5722 I Unity   : [STATISTIC]383;17771875;17771458;845848576;15347712;1375544119;0;0;0;0;0;0;0;0;0;536771;251042;0;27;0.01844318;
06-27 15:59:04.578  5665  5722 I Unity   : [STATISTIC]384;13664010;13663542;845848576;15347712;1375548471;0;0;0;0;0;0;0;0;0;579791;0;0;27;0.0136725;
06-27 15:59:04.593  5665  5722 I Unity   : [STATISTIC]385;15120052;15119636;859635712;15347712;1383986519;0;0;0;0;0;0;0;0;0;561614;168541;0;27;0.01503953;
06-27 15:59:04.609  5665  5722 I Unity   : [STATISTIC]386;16065625;16065156;867373056;15347712;1392359031;0;0;0;0;0;0;0;0;0;524114;0;0;27;0.01618422;
06-27 15:59:04.625  5665  5722 I Unity   : [STATISTIC]387;16325104;16324584;867373056;15347712;1400823875;0;0;0;0;0;0;0;0;0;618125;334948;0;27;0.01623417;
06-27 15:59:04.640  5665  5722 I Unity   : [STATISTIC]388;14659531;14659115;873697280;15347712;1417605507;0;0;0;0;0;0;0;0;0;652240;0;0;27;0.014685;
06-27 15:59:04.655  5665  5722 I Unity   : [STATISTIC]389;15068646;15068073;874127360;15347712;1417618147;0;0;0;0;0;0;0;0;0;648646;203645;0;27;0.01508635;
06-27 15:59:04.673  5665  5722 I Unity   : [STATISTIC]390;17934166;17933698;875929600;15347712;1417656999;0;0;0;0;0;0;0;0;0;608490;313489;0;27;0.01794052;
06-27 15:59:04.689  5665  5722 I Unity   : [STATISTIC]391;15856927;15856458;882843648;15347712;1417669703;0;0;0;0;0;0;0;0;0;616614;146458;0;27;0.01588276;
06-27 15:59:04.705  5665  5722 I Unity   : [STATISTIC]392;15781875;15781458;884604928;15347712;1434502271;0;0;0;0;0;0;0;0;0;601771;274740;0;27;0.01581276;
06-27 15:59:04.720  5665  5722 I Unity   : [STATISTIC]393;15381667;15381198;887033856;15347712;1426146911;0;0;0;0;0;0;0;0;0;480052;267917;0;27;0.01543693;
06-27 15:59:04.735  5665  5722 I Unity   : [STATISTIC]394;15109844;15109322;887033856;15347712;1434611559;0;0;0;0;0;0;0;0;0;622031;371458;0;27;0.01508734;
06-27 15:59:04.750  5665  5722 I Unity   : [STATISTIC]395;14581667;14581355;892108800;15347712;1426215303;0;0;0;0;0;0;0;0;0;614948;243021;0;27;0.01462521;
06-27 15:59:04.763  5665  5722 I Unity   : [STATISTIC]396;13787240;13786771;892108800;15347712;1426224423;0;0;0;0;0;0;0;0;0;599062;0;0;27;0.01379661;
06-27 15:59:04.775  5665  5722 I Unity   : [STATISTIC]397;7181875;7181458;892108800;15347712;1426241767;0;0;0;0;0;0;0;0;0;0;129844;0;27;0.007191719;
06-27 15:59:04.792  5665  5722 I Unity   : [STATISTIC]398;21616146;21615729;892108800;15347712;1426246439;0;0;0;0;0;0;0;0;0;613698;0;0;27;0.02162438;
06-27 15:59:04.807  5665  5722 I Unity   : [STATISTIC]399;14161302;14160833;892108800;15347712;1443036551;0;0;0;0;0;0;0;0;0;629635;169792;0;27;0.01416922;
06-27 15:59:04.825  5665  5722 I Unity   : [STATISTIC]400;18660105;18659531;892108800;15347712;1459843079;0;0;0;0;0;0;0;0;0;679323;191667;0;27;0.0186701;
06-27 15:59:04.839  5665  5722 I Unity   : [STATISTIC]401;14100312;14099584;892108800;15347712;1459847815;0;0;0;0;0;0;0;0;0;576198;0;0;27;0.01410953;
06-27 15:59:04.854  5665  5722 I Unity   : [STATISTIC]402;15171823;15171458;892108800;15347712;1459860775;0;0;0;0;0;0;0;0;0;497136;195000;0;27;0.01517938;
06-27 15:59:04.875  5665  5722 I Unity   : [STATISTIC]403;16594583;16594167;892108800;15347712;1459865543;0;0;0;0;0;0;0;0;0;478021;0;0;27;0.01660536;
06-27 15:59:04.890  5665  5722 I Unity   : [STATISTIC]404;18167605;18167135;892108800;15347712;1459870311;0;0;0;0;0;0;0;0;0;643958;0;0;27;0.01818297;
06-27 15:59:04.904  5665  5722 I Unity   : [STATISTIC]405;14870521;14870104;892108800;15347712;1476647527;0;0;0;0;0;0;0;0;0;533438;0;0;27;0.01487766;
06-27 15:59:04.920  5665  5722 I Unity   : [STATISTIC]406;16151979;16151250;892522496;15347712;1476660519;0;0;0;0;0;0;0;0;0;554635;257396;0;27;0.01616068;
06-27 15:59:04.936  5665  5722 I Unity   : [STATISTIC]407;16013385;16012760;892522496;15347712;1493442535;0;0;0;0;0;0;0;0;0;528646;0;0;27;0.01602313;
06-27 15:59:04.957  5665  5722 I Unity   : [STATISTIC]408;16095886;16095520;892583936;15347712;1493463751;0;0;0;0;0;0;0;0;0;600365;144844;0;27;0.01610411;
06-27 15:59:04.974  5665  5722 I Unity   : [STATISTIC]409;21445677;21445313;892583936;15347712;1493476551;0;0;0;0;0;0;0;0;0;574948;201875;0;27;0.02145833;
06-27 15:59:04.992  5665  5722 I Unity   : [STATISTIC]410;17969479;17969011;892674048;15347712;1510291463;0;0;0;0;0;0;0;0;0;522813;253385;0;27;0.01797531;
06-27 15:59:05.012  5665  5722 I Unity   : [STATISTIC]411;15056979;15056615;892674048;15347712;1510304615;0;0;0;0;0;0;0;0;0;670156;223333;0;27;0.01506807;
06-27 15:59:05.028  5665  5722 I Unity   : [STATISTIC]412;21253854;21253490;932577280;15347712;1510342375;0;0;0;0;0;0;0;0;0;584219;213333;0;27;0.02126292;
06-27 15:59:05.045  5665  5722 I Unity   : [STATISTIC]413;16518854;16518386;932577280;15347712;1510355591;0;0;0;0;0;0;0;0;0;644115;225156;0;27;0.01652948;
06-27 15:59:05.062  5665  5722 I Unity   : [STATISTIC]414;16770677;16770208;932577280;15347712;1510348039;0;0;0;0;0;0;0;0;0;630261;0;0;27;0.01677927;
06-27 15:59:05.082  5665  5722 I Unity   : [STATISTIC]415;14646562;14646198;932802560;15347712;1510348039;0;0;0;0;0;0;0;0;0;818542;0;0;27;0.01465813;
06-27 15:59:05.098  5665  5722 I Unity   : [STATISTIC]416;21356302;21355833;932802560;15347712;1527138503;0;0;0;0;0;0;0;0;0;485677;176823;0;27;0.02137125;
06-27 15:59:05.117  5665  5722 I Unity   : [STATISTIC]417;19714270;19713802;932802560;15347712;1543976239;0;0;0;0;0;0;0;0;0;919531;465104;0;27;0.01972047;
06-27 15:59:05.151  5665  5722 I Unity   : [STATISTIC]418;29427083;29426511;932802560;15347712;1552406863;0;0;0;0;0;0;0;0;0;1395417;266458;0;27;0.02905859;
06-27 15:59:05.168  5665  5722 I Unity   : [STATISTIC]419;20962968;20962552;952410112;15347712;1543985487;0;0;0;0;0;0;0;0;0;548594;293750;0;27;0.02135135;
06-27 15:59:05.196  5665  5722 I Unity   : [STATISTIC]420;28687969;28687604;952410112;15347712;1560792527;0;0;0;0;0;0;0;0;0;1197656;311875;0;27;0.02869698;
06-27 15:59:05.221  5665  5722 I Unity   : [STATISTIC]421;15395782;15395313;952410112;15347712;1577574991;0;0;0;0;0;0;0;0;0;623855;0;0;27;0.01540531;
06-27 15:59:05.237  5665  5722 I Unity   : [STATISTIC]422;24957240;24956771;952410112;15347712;1577588463;0;0;0;0;0;0;0;0;0;657240;297864;0;27;0.02496766;
06-27 15:59:05.262  5665  5722 I Unity   : [STATISTIC]423;24433177;24432708;952410112;15347712;1577593743;0;0;0;0;0;0;0;0;0;1493334;0;0;27;0.02443917;
06-27 15:59:05.279  5665  5722 I Unity   : [STATISTIC]424;17584375;17583906;952410112;15347712;1577562991;0;0;0;0;0;0;0;0;0;1171562;0;0;27;0.01759339;
06-27 15:59:05.304  5665  5722 I Unity   : [STATISTIC]425;18501667;18501250;952422400;15347712;1577644503;0;0;0;0;0;0;0;0;0;693750;438802;0;27;0.01851318;
06-27 15:59:05.321  5665  5722 I Unity   : [STATISTIC]426;22659636;22659167;952422400;15347712;1577649847;0;0;0;0;0;0;0;0;0;552031;0;0;27;0.02266547;
06-27 15:59:05.348  5665  5722 I Unity   : [STATISTIC]427;27793906;27793438;952422400;15347712;1586093447;0;0;0;0;0;0;0;0;0;1161355;402969;0;27;0.02773297;
06-27 15:59:05.371  5665  5722 I Unity   : [STATISTIC]428;20349375;20349010;974893056;15347712;1594529459;0;0;0;0;0;0;0;0;0;539791;462031;0;27;0.0204387;
06-27 15:59:05.400  5665  5722 I Unity   : [STATISTIC]429;31456302;31455834;974893056;15347712;1594525171;0;0;0;0;0;0;0;0;0;1069479;357656;0;27;0.03146688;
06-27 15:59:05.427  5665  5722 I Unity   : [STATISTIC]430;24799740;24799010;974893056;15347712;1594562331;0;0;0;0;0;0;0;0;0;1327447;229115;0;27;0.02481156;
06-27 15:59:05.455  5665  5722 I Unity   : [STATISTIC]431;20315886;20315416;975724544;15347712;1611353275;0;0;0;0;0;0;0;0;0;544219;321042;0;27;0.02032646;
06-27 15:59:05.483  5665  5722 I Unity   : [STATISTIC]432;27734479;27734219;975724544;15347712;1611358811;0;0;0;0;0;0;0;0;0;518386;0;0;27;0.02774292;
06-27 15:59:05.512  5665  5722 I Unity   : [STATISTIC]433;39525208;39524688;975724544;15347712;1628175295;0;0;0;0;0;0;0;0;0;1178751;313750;0;27;0.03952948;
06-27 15:59:05.553  5665  5722 I Unity   : [STATISTIC]434;28627500;28627083;975732736;15347712;1628189087;0;0;0;0;0;0;0;0;0;1136667;321823;0;27;0.0286513;
06-27 15:59:05.594  5665  5722 I Unity   : [STATISTIC]435;43272865;43272291;975753216;15347712;1628211103;0;0;0;0;0;0;0;0;0;1263177;200573;0;27;0.04327469;
06-27 15:59:05.648  5665  5722 I Unity   : [STATISTIC]436;51782084;51781666;975831040;15347712;1636625823;0;0;0;0;0;0;0;0;0;2077866;221354;0;27;0.05173797;
06-27 15:59:05.697  5665  5722 I Unity   : [STATISTIC]437;54988073;54987605;1005416448;15347712;1645032415;0;0;0;0;0;0;0;0;0;2137968;264636;0;27;0.05505828;
06-27 15:59:05.749  5665  5722 I Unity   : [STATISTIC]438;45415520;45415104;1005690880;15347712;1645032415;0;0;0;0;0;0;0;0;0;2129063;0;0;27;0.04543114;
06-27 15:59:05.791  5665  5722 I Unity   : [STATISTIC]439;46835104;46834636;1015877632;15347712;1678577727;0;0;0;0;0;0;0;0;0;1853854;0;0;27;0.04684318;
06-27 15:59:05.835  5665  5722 I Unity   : [STATISTIC]440;42537708;42537344;1015877632;15347712;1678577727;0;0;0;0;0;0;0;0;0;1960782;0;0;27;0.04254755;
06-27 15:59:05.864  5665  5722 I Unity   : [STATISTIC]441;34902500;34902031;1015877632;15347712;1678577727;0;0;0;0;0;0;0;0;0;1137448;0;0;27;0.03491146;
06-27 15:59:05.895  5665  5722 I Unity   : [STATISTIC]442;31592291;31591823;1019568128;15347712;1678577727;0;0;0;0;0;0;0;0;0;1128229;213542;0;27;0.03160411;
06-27 15:59:05.924  5665  5722 I Unity   : [STATISTIC]443;29263958;29263490;1019568128;15347712;1678602303;0;0;0;0;0;0;0;0;0;1124479;214427;0;27;0.02927333;
06-27 15:59:05.953  5665  5722 I Unity   : [STATISTIC]444;28587135;28586615;1019568128;15347712;1678583423;0;0;0;0;0;0;0;0;0;1171875;0;0;27;0.02859521;
06-27 15:59:05.982  5665  5722 I Unity   : [STATISTIC]445;30994948;30994531;1019568128;15347712;1678599807;0;0;0;0;0;0;0;0;0;1059584;171563;0;27;0.03100839;
06-27 15:59:06.011  5665  5722 I Unity   : [STATISTIC]446;19283594;19282968;1019568128;15347712;1678605503;0;0;0;0;0;0;0;0;0;565937;0;0;27;0.01929271;
06-27 15:59:06.039  5665  5722 I Unity   : [STATISTIC]447;38500052;38499635;1019609088;15347712;1695404863;0;0;0;0;0;0;0;0;0;1160626;219479;0;27;0.03851047;
06-27 15:59:06.067  5665  5722 I Unity   : [STATISTIC]448;21119375;21118906;1019629568;15347712;1712220539;0;0;0;0;0;0;0;0;0;194844;334479;0;27;0.02113156;
06-27 15:59:06.081  5665  5722 I Unity   : [STATISTIC]449;20826198;20825625;1027383296;15347712;1712223427;0;0;0;0;0;0;0;0;0;113541;376093;0;27;0.02083245;
06-27 15:59:06.095  5665  5722 I Unity   : [STATISTIC]450;13958698;13958125;1027383296;15347712;1712223427;0;0;0;0;0;0;0;0;0;65469;281511;0;27;0.01396953;
06-27 15:59:06.110  5665  5722 I Unity   : [STATISTIC]451;11683646;11683177;1027383296;15347712;1712229219;0;0;0;0;0;0;0;0;0;71927;0;0;27;0.01169521;
06-27 15:59:06.124  5665  5722 I Unity   : [STATISTIC]452;16086406;16086094;1027383296;15347712;1712245603;0;0;0;0;0;0;0;0;0;70313;177396;0;27;0.01609661;
06-27 15:59:06.138  5665  5722 I Unity   : [STATISTIC]453;12471094;12470625;1027383296;15347712;1712245603;0;0;0;0;0;0;0;0;0;70208;0;0;27;0.01247896;
06-27 15:59:06.153  5665  5722 I Unity   : [STATISTIC]454;15831458;15830938;1027481600;15347712;1729032195;0;0;0;0;0;0;0;0;0;69635;280729;0;27;0.01583974;
06-27 15:59:06.167  5665  5722 I Unity   : [STATISTIC]455;14372812;14372239;1027481600;15347712;1729046243;0;0;0;0;0;0;0;0;0;72083;208177;0;27;0.01438297;
06-27 15:59:06.182  5665  5722 I Unity   : [STATISTIC]456;9138958;9138490;1027481600;15347712;1729052099;0;0;0;0;0;0;0;0;0;0;0;0;27;0.009158906;
06-27 15:59:06.196  5665  5722 I Unity   : [STATISTIC]457;18869687;18869114;1027481600;15347712;1729052099;0;0;0;0;0;0;0;0;0;81094;0;0;27;0.01887266;
