
07-05 15:10:25.736 30771 30797 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);GhostUpdateSystem:UpdateJob (Burst);Idle;OculusRuntime.WaitToBeginFrame;GameClient Unity.Entities.SimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-05 15:10:26.997 30771 30797 I Unity   : [STATISTIC]366;8672864;0;8672344;750735360;16179200;1327613515;549219;283855;100677;0;0;50781;3014583;0;0;12181611;403229;568073;0;27;0.008678282;
07-05 15:10:27.009 30771 30797 I Unity   : [STATISTIC]367;6841615;0;6840990;750735360;16179200;1327613515;0;0;0;0;0;0;0;0;0;11045159;2005052;495364;0;27;0.006857083;
07-05 15:10:27.026 30771 30797 I Unity   : [STATISTIC]368;15216667;0;15215937;751845376;16179200;1327613515;631510;277240;113385;0;0;60208;2727447;0;0;17493172;6750052;386615;0;27;0.01520526;
07-05 15:10:27.037 30771 30797 I Unity   : [STATISTIC]369;18648230;0;18647552;753491968;16179200;1327613515;836562;344584;391823;0;0;131146;4294114;0;0;21074216;8321875;623646;0;27;0.01869609;
07-05 15:10:27.363 30771 30797 I Unity   : [STATISTIC]370;323287031;0;323286719;783499264;16179200;1354913451;602396;390990;120573;0;3854;65834;2714063;0;0;638921984;1464167;3997500;0;27;0.3233006;
07-05 15:10:27.390 30771 30797 I Unity   : [STATISTIC]371;31305885;0;31305157;795172864;16179200;1382233899;2669012;2252814;556927;457656;581980;256666;10907396;0;0;47961194;70469;3575937;0;27;0.03131651;
07-05 15:10:27.404 30771 30797 I Unity   : [STATISTIC]372;14083229;0;14082656;800927744;16179200;1392723787;1251719;614428;257395;0;91458;177969;5386302;0;0;17865827;44167;897187;0;27;0.01409667;
07-05 15:10:27.415 30771 30797 I Unity   : [STATISTIC]373;10946250;0;10945625;805883904;16179200;1396918091;544427;270990;115104;0;49271;101875;2845469;0;0;13992599;41563;1308438;0;27;0.01095766;
07-05 15:10:27.427 30771 30797 I Unity   : [STATISTIC]374;11370260;0;11369740;811220992;16179200;1401112395;644375;318073;146718;0;38907;154688;3044791;0;0;14803802;47396;1163906;0;27;0.01138026;
07-05 15:10:27.436 30771 30797 I Unity   : [STATISTIC]375;6146980;0;6146562;811384832;16179200;1401112395;0;0;0;0;32604;0;0;0;0;8849483;46407;1179323;0;27;0.006161197;
07-05 15:10:27.454 30771 30797 I Unity   : [STATISTIC]376;12550677;0;12550312;812335104;16179200;1401112395;628541;313334;136562;0;50104;166928;3038752;0;0;14048378;3266979;737032;0;27;0.0125562;
07-05 15:10:27.466 30771 30797 I Unity   : [STATISTIC]377;17326355;0;17325937;812335104;16179200;1401112395;0;0;0;0;38959;0;0;0;0;21109956;8907552;1214115;0;27;0.01733443;
07-05 15:10:27.480 30771 30797 I Unity   : [STATISTIC]378;13320156;0;13319636;812957696;16179200;1401112395;688281;261302;134896;0;55156;208438;3164323;0;0;15525103;3206667;882500;0;27;0.01334932;
07-05 15:10:27.503 30771 30797 I Unity   : [STATISTIC]379;26335677;0;26335364;816320512;16179200;1417935127;607448;268281;130365;293230;33177;157344;3249063;0;0;40139220;3683802;2331771;0;27;0.02634578;
07-05 15:10:27.518 30771 30797 I Unity   : [STATISTIC]380;15112657;0;15112135;820281344;16179200;1418002631;1328958;801198;678803;184166;57864;353541;6468803;0;0;17609851;46094;2318021;0;27;0.01512422;
07-05 15:10:27.530 30771 30797 I Unity   : [STATISTIC]381;12270937;0;12270365;823123968;16179200;1434808807;645313;435000;139844;118490;79375;214792;3294999;0;0;15072498;46563;2951615;0;27;0.01228245;
07-05 15:10:27.543 30771 30797 I Unity   : [STATISTIC]382;13050573;0;13050208;826425344;16179200;1434825415;852396;513802;145729;195625;90574;224219;3796719;0;0;14659476;43021;3170573;0;27;0.01306229;
07-05 15:10:27.556 30771 30797 I Unity   : [STATISTIC]383;11045312;0;11044740;828788736;16179200;1434858439;0;0;0;130000;71875;0;0;0;0;16805523;50208;2690156;0;27;0.01105906;
07-05 15:10:27.572 30771 30797 I Unity   : [STATISTIC]384;14156198;0;14155729;832139264;16179200;1434929827;685417;255105;135312;393802;67552;239687;3185989;0;0;13159014;2252709;1979166;0;27;0.01416526;
07-05 15:10:27.586 30771 30797 I Unity   : [STATISTIC]385;15246250;0;15245677;833765376;16179200;1434938371;746771;424635;150209;0;59322;211563;3559949;0;0;11005365;4083229;1387761;0;27;0.01525698;
07-05 15:10:27.600 30771 30797 I Unity   : [STATISTIC]386;13265052;0;13264583;834543616;16179200;1434942627;824166;246511;264167;0;74532;260364;3729063;0;0;14497086;2006823;1710208;0;27;0.01327937;
07-05 15:10:27.614 30771 30797 I Unity   : [STATISTIC]387;16656406;0;16655782;837996544;16179200;1451748739;929479;267657;143333;126510;76718;291354;3817292;0;0;19484219;3149688;3464584;0;27;0.01666594;
07-05 15:10:27.628 30771 30797 I Unity   : [STATISTIC]388;13988594;0;13988125;841121792;16179200;1468530275;776146;543177;159115;180833;44479;497813;4694791;0;0;15218437;539479;2749948;0;27;0.01400083;
07-05 15:10:27.638 30771 30797 I Unity   : [STATISTIC]389;10213906;0;10213386;843337728;16179200;1468538467;0;0;0;146562;46302;0;0;0;0;11169738;49895;3120521;0;27;0.01023052;
07-05 15:10:27.656 30771 30797 I Unity   : [STATISTIC]390;13599584;0;13599063;845897728;16179200;1485339119;725781;207552;127812;173437;61979;306511;3218073;0;0;15769641;894532;1721719;0;27;0.01360484;
07-05 15:10:27.669 30771 30797 I Unity   : [STATISTIC]391;16885781;0;16885313;849219584;16179200;1485375659;792708;309114;143854;342916;79323;248750;3457657;0;0;14497130;4536719;3008437;0;27;0.01689875;
07-05 15:10:27.682 30771 30797 I Unity   : [STATISTIC]392;12399480;0;12399010;848236544;16179200;1485430935;671146;199792;145156;226250;44010;271927;3071718;0;0;13473070;464687;2698177;0;27;0.01241021;
07-05 15:10:27.697 30771 30797 I Unity   : [STATISTIC]393;13924636;0;13924114;851427328;16179200;1485443543;580417;192917;136875;195365;189324;239271;3167292;0;0;14239477;1642240;3267396;0;27;0.01393427;
07-05 15:10:27.710 30771 30797 I Unity   : [STATISTIC]394;12434740;0;12434219;853938176;16179200;1485480759;0;0;0;309896;64688;0;0;0;0;14052033;2040053;2762552;0;27;0.01246271;
07-05 15:10:27.725 30771 30797 I Unity   : [STATISTIC]395;15477604;0;15477083;857444352;16179200;1502284767;668438;188386;172552;283177;57345;290365;3797657;0;0;15081608;3214688;2648281;0;27;0.01548542;
07-05 15:10:27.738 30771 30797 I Unity   : [STATISTIC]396;15391615;0;15391094;860434432;16179200;1502322735;646927;322500;165729;267343;47968;308958;3703437;0;0;16182246;3094115;2258593;0;27;0.0154012;
07-05 15:10:27.751 30771 30797 I Unity   : [STATISTIC]397;11252604;0;11251927;863719424;16179200;1502335439;651302;174792;168073;172396;84427;286406;3152708;0;0;13699687;300052;2164479;0;27;0.01126495;
07-05 15:10:27.767 30771 30797 I Unity   : [STATISTIC]398;13289167;0;13288594;865009664;16179200;1502339951;654427;168490;141927;0;69896;338385;3364687;0;0;11590000;2475052;934688;0;27;0.01329781;
07-05 15:10:27.781 30771 30797 I Unity   : [STATISTIC]399;14174219;0;14173541;867368960;16179200;1502352687;0;0;0;145365;103646;0;0;0;0;18625005;4115417;2761615;0;27;0.01418172;
07-05 15:10:27.795 30771 30797 I Unity   : [STATISTIC]400;15032708;0;15032240;869117952;16179200;1502357231;715000;168854;177239;0;37604;309479;4356146;0;0;13399734;4036927;855990;0;27;0.01504906;
07-05 15:10:27.808 30771 30797 I Unity   : [STATISTIC]401;13445312;0;13444792;870252544;16179200;1519134447;635573;163333;135104;0;53125;378230;3370729;0;0;15987283;3542865;825052;0;27;0.01345536;
07-05 15:10:27.823 30771 30797 I Unity   : [STATISTIC]402;13922031;0;13921511;870981632;16179200;1519134447;753125;160781;151459;0;60261;360313;3803906;0;0;17012761;3370416;1034479;0;27;0.0139325;
07-05 15:10:27.837 30771 30797 I Unity   : [STATISTIC]403;15930312;0;15929844;874328064;16179200;1519134447;697135;150729;167761;177187;75677;365885;3777188;0;0;18504584;4123958;2215885;0;27;0.01594052;
07-05 15:10:27.852 30771 30797 I Unity   : [STATISTIC]404;12205208;0;12204740;875118592;16179200;1519134447;613802;250833;145989;0;43177;376407;3744062;0;0;12003540;1837865;1227604;0;27;0.0122149;
07-05 15:10:27.867 30771 30797 I Unity   : [STATISTIC]405;14677083;0;14676563;875728896;16179200;1535911663;258802;158958;148698;0;40364;342708;3144531;0;0;17901315;4867187;1143959;0;27;0.0146875;
07-05 15:10:27.881 30771 30797 I Unity   : [STATISTIC]406;11914740;0;11914428;875728896;16179200;1535911663;0;0;0;0;123177;0;0;0;0;14906098;5213490;1284063;0;27;0.01192641;
07-05 15:10:27.898 30771 30797 I Unity   : [STATISTIC]407;17903646;0;17903281;875892736;16179200;1535911663;134635;193542;338177;0;87240;471250;3745990;0;0;21930673;7361146;1015521;0;27;0.01791302;
07-05 15:10:27.908 30771 30797 I Unity   : [STATISTIC]408;15762031;0;15761511;878112768;16179200;1535928047;36458;150052;158802;162240;71927;261927;1932916;0;0;18451982;6154062;1922969;0;27;0.0157725;
07-05 15:10:27.921 30771 30797 I Unity   : [STATISTIC]409;9477812;0;9477448;878112768;16179200;1535923887;44011;145885;136563;0;35938;465365;2274009;0;0;10539890;707188;1414219;0;27;0.009487344;
07-05 15:10:27.935 30771 30797 I Unity   : [STATISTIC]410;12357760;0;12357240;878501888;16179200;1535923887;28385;141302;109636;0;56614;361250;1835834;0;0;13071619;4111563;914115;0;27;0.01236688;
07-05 15:10:27.950 30771 30797 I Unity   : [STATISTIC]411;15125052;0;15124427;877625344;16179200;1535923887;0;0;0;0;198646;0;0;0;0;19327134;5570521;1926875;0;27;0.01512588;
07-05 15:10:27.967 30771 30797 I Unity   : [STATISTIC]412;14262500;0;14262032;877862912;16179200;1535923887;24584;143854;86979;0;42135;324479;1780416;0;0;14822703;5397917;1280469;0;27;0.01430651;
07-05 15:10:27.984 30771 30797 I Unity   : [STATISTIC]413;20758541;0;20757864;880209920;16179200;1535940271;63959;162917;144115;259323;196980;348750;2522187;0;0;24515208;8038073;3364844;0;27;0.02080328;
07-05 15:10:27.995 30771 30797 I Unity   : [STATISTIC]414;14849219;0;14848750;882425856;16179200;1552700687;41041;147187;128750;159323;79531;256354;2027135;0;0;11950004;4238386;2694427;0;27;0.014865;
07-05 15:10:28.010 30771 30797 I Unity   : [STATISTIC]415;8339323;0;8338906;881299456;16179200;1552705263;40156;144896;103855;0;56771;352240;1773542;0;0;7392657;186927;1165104;0;27;0.008349115;
07-05 15:10:28.025 30771 30797 I Unity   : [STATISTIC]416;19867813;0;19867240;883732480;16179200;1569490671;58490;157135;180052;132135;170520;463073;2729791;0;0;23115988;7079948;3845885;0;27;0.01987677;
07-05 15:10:28.037 30771 30797 I Unity   : [STATISTIC]417;13406927;0;13406563;886194176;16179200;1569503471;45208;159271;107656;310156;85678;471875;2127552;0;0;21692194;2073542;2414739;0;27;0.01341344;
07-05 15:10:28.051 30771 30797 I Unity   : [STATISTIC]418;10487083;0;10486719;888619008;16179200;1586309843;38386;178490;101302;207761;146302;394948;2003749;0;0;13534324;419427;2123959;0;27;0.01051396;
07-05 15:10:28.065 30771 30797 I Unity   : [STATISTIC]419;13254375;0;13253907;888852480;16179200;1586314483;28698;147188;91198;0;64583;491719;1981249;0;0;14191410;4313593;1136302;0;27;0.01326568;
07-05 15:10:28.080 30771 30797 I Unity   : [STATISTIC]420;14198594;0;14198125;891211776;16179200;1586314483;0;0;0;325104;84583;0;0;0;0;18453752;4923698;2820678;0;27;0.01421135;
07-05 15:10:28.094 30771 30797 I Unity   : [STATISTIC]421;15181980;0;15181458;893325312;16179200;1603120947;25573;141979;86771;132917;72707;342344;1744218;0;0;24110471;5638958;1827448;0;27;0.01519146;
07-05 15:10:28.108 30771 30797 I Unity   : [STATISTIC]422;13702187;0;13701666;893325312;16179200;1603125619;27240;143906;85573;0;57656;408593;1934896;0;0;8936245;4645833;1355313;0;27;0.01371338;
07-05 15:10:28.122 30771 30797 I Unity   : [STATISTIC]423;15760260;0;15759844;895705088;16179200;1603154899;26823;139635;91875;138541;86614;407708;1823333;0;0;18927549;5178073;2436510;0;27;0.01577255;
07-05 15:10:28.136 30771 30797 I Unity   : [STATISTIC]424;15440313;0;15439740;898154496;16179200;1603137427;31614;251823;98125;464791;83802;354063;2059167;0;0;14109323;3708386;2843177;0;27;0.01545031;
07-05 15:10:28.149 30771 30797 I Unity   : [STATISTIC]425;12956719;0;12956302;900747264;16179200;1603194683;35729;153542;96875;211615;81094;380833;1940052;0;0;12842557;1603646;2509010;0;27;0.01295156;
07-05 15:10:28.163 30771 30797 I Unity   : [STATISTIC]426;11952656;0;11952240;902934528;16179200;1619971899;29739;149584;90261;128229;84480;429271;1825728;0;0;17183276;1439844;2602031;0;27;0.01201016;
07-05 15:10:28.177 30771 30797 I Unity   : [STATISTIC]427;10529323;0;10528645;902934528;16179200;1619971899;0;0;0;0;65416;0;0;0;0;8073392;4096771;1425677;0;27;0.01054005;
07-05 15:10:28.193 30771 30797 I Unity   : [STATISTIC]428;17981667;0;17981094;905187328;16179200;1619971899;34323;163750;98177;148386;52968;346562;1901355;0;0;21342398;7352969;2162136;0;27;0.01799323;
07-05 15:10:28.205 30771 30797 I Unity   : [STATISTIC]429;15290677;0;15290156;907472896;16179200;1619987739;24740;145365;96250;262344;73437;370781;1822552;0;0;17652342;5405625;2200104;0;27;0.01530167;
07-05 15:10:28.220 30771 30797 I Unity   : [STATISTIC]430;13088750;0;13088229;909889536;16179200;1619992507;27916;136823;86614;191927;70990;368542;1779218;0;0;11457293;2541770;2539792;0;27;0.01309719;
07-05 15:10:28.233 30771 30797 I Unity   : [STATISTIC]431;15296511;0;15295938;912351232;16179200;1653584507;29114;139271;89947;150417;151355;244063;1807239;0;0;18132602;4224843;2777604;0;27;0.01530906;
