
07-09 11:19:41.378  5857  5881 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);SetAreaNeighborsJob;GhostUpdateSystem:UpdateJob (Burst);GhostUpdateJobCustom;GhostUpdateSystem:UpdateJob;Idle;OculusRuntime.WaitToBeginFrame;GameClient Unity.Entities.SimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-09 11:19:41.436  5857  5881 I Unity   : [STATISTIC]301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01412266;
07-09 11:19:41.461  5857  5881 I Unity   : [STATISTIC]302;0;0;0;733822976;16347136;860693119;0;0;0;0;0;0;0;0;0;0;0;0;0;8179532;0;0;0;0.01412266;
07-09 11:19:41.729  5857  5881 I Unity   : [STATISTIC]303;273893593;0;273893021;737423360;16347136;860693119;0;0;0;0;0;0;0;0;0;0;0;0;0;79323;246718698;0;0;0.02;
07-09 11:19:41.741  5857  5881 I Unity   : [STATISTIC]304;16180781;0;16180209;738824192;16347136;860693119;312;625;677;0;0;1041;6290000;0;0;0;0;0;0;74166;600312;0;0;0.01619;
07-09 11:19:41.751  5857  5881 I Unity   : [STATISTIC]305;6289062;0;6288594;738824192;16347136;860693119;313;365;469;0;0;886;875052;0;0;0;0;0;0;70156;267500;0;0;0.006298177;
07-09 11:19:41.771  5857  5881 I Unity   : [STATISTIC]306;9325417;0;9324948;739356672;16347136;860693227;0;0;0;0;0;0;0;0;0;0;0;0;0;5005052;419844;0;0;0.009333855;
07-09 11:19:41.785  5857  5881 I Unity   : [STATISTIC]307;20211562;0;20210990;748564480;16347136;901026539;0;0;0;0;0;0;0;0;0;0;0;0;0;16842031;459896;0;0;0.02021656;
07-09 11:19:41.797  5857  5881 I Unity   : [STATISTIC]308;15508542;0;15508021;746590208;16347136;898493835;470;468;782;0;0;1301;1511666;0;0;0;0;0;0;5410938;369428;0;0;0.01552109;
07-09 11:19:41.813  5857  5881 I Unity   : [STATISTIC]309;11532188;0;11531718;747560960;16347136;898803575;156;156;208;0;0;781;899479;0;0;0;0;0;0;2084218;264895;0;0;0.01154307;
07-09 11:19:41.828  5857  5881 I Unity   : [STATISTIC]310;15210938;0;15210521;747560960;16347136;898830199;0;0;0;0;0;0;0;0;0;0;0;0;0;7642448;478750;0;0;0.01521615;
07-09 11:19:41.841  5857  5881 I Unity   : [STATISTIC]311;15403645;0;15403229;748244992;16347136;898830199;104;156;104;0;0;729;896093;0;0;0;0;0;0;9530416;268125;0;0;0.01541885;
07-09 11:19:41.855  5857  5881 I Unity   : [STATISTIC]312;13264636;0;13264114;749350912;16347136;898830199;104;313;157;0;0;886;910157;0;0;0;0;0;0;8821146;283490;0;0;0.01327266;
07-09 11:19:41.869  5857  5881 I Unity   : [STATISTIC]313;13973542;0;13973125;749871104;16347136;898830199;260;156;469;0;0;521;874479;0;0;0;0;0;0;9593542;254115;0;0;0.01398453;
07-09 11:19:41.883  5857  5881 I Unity   : [STATISTIC]314;13900521;0;13900052;750444544;16347136;897781623;313;313;365;0;0;521;976406;0;0;0;0;0;0;9565209;312396;0;0;0.01391068;
07-09 11:19:41.896  5857  5881 I Unity   : [STATISTIC]315;23592657;0;23592187;751435776;16347136;897789815;1932812;1287500;222604;0;0;1197;8489480;0;0;0;0;0;0;3531042;1291094;0;27;0.02360417;
07-09 11:19:41.910  5857  5881 I Unity   : [STATISTIC]316;4724427;0;4723750;751665152;16347136;897789815;9687;20938;79427;0;0;1094;1869791;0;0;0;0;0;0;78333;303542;0;27;0.004735104;
07-09 11:19:41.925  5857  5881 I Unity   : [STATISTIC]317;12521198;0;12520782;751665152;16347136;897789815;0;0;0;0;0;0;0;0;0;0;0;0;0;8898385;518125;0;27;0.01251828;
07-09 11:19:41.936  5857  5881 I Unity   : [STATISTIC]318;17252031;0;17251719;751910912;16347136;897789815;73021;54479;153802;0;0;938;2062187;0;0;0;0;0;0;10932188;544948;0;27;0.01728141;
07-09 11:19:41.952  5857  5881 I Unity   : [STATISTIC]319;9254167;0;9253802;751910912;16347136;897789815;8594;36042;47812;0;0;573;1111927;0;0;0;0;0;0;5221354;271198;0;27;0.009298906;
07-09 11:19:41.966  5857  5881 I Unity   : [STATISTIC]320;15903021;0;15902500;751910912;16347136;897789815;9167;28386;50364;0;0;573;1162812;0;0;0;0;0;0;11790417;283855;0;27;0.01590719;
07-09 11:19:41.980  5857  5881 I Unity   : [STATISTIC]321;13611146;0;13610573;751910912;16347136;897789815;8125;34062;48802;0;0;521;1126510;0;0;0;0;0;0;9674375;270261;0;27;0.01362615;
07-09 11:19:41.994  5857  5881 I Unity   : [STATISTIC]322;13256979;0;13256406;751910912;16347136;897789815;0;0;0;0;0;0;0;0;0;0;0;0;0;10371407;387760;0;27;0.01326625;
07-09 11:19:42.007  5857  5881 I Unity   : [STATISTIC]323;15961093;0;15960677;752152576;16347136;897789815;12396;38386;91719;0;0;1614;1609479;0;0;0;0;0;0;10969583;369062;0;27;0.01596859;
07-09 11:19:42.022  5857  5881 I Unity   : [STATISTIC]324;11476666;0;11476198;752152576;16347136;897658743;8542;25573;44688;0;0;1042;988386;0;0;0;0;0;0;7833959;251042;0;27;0.01149813;
07-09 11:19:42.035  5857  5881 I Unity   : [STATISTIC]325;16656823;0;16656355;752152576;16347136;897658743;10833;45156;67188;0;0;1302;1548750;0;0;0;0;0;0;11459323;461615;0;27;0.0166649;
07-09 11:19:42.048  5857  5881 I Unity   : [STATISTIC]326;13061302;0;13060781;752398336;16347136;897658743;14427;35625;94427;0;0;885;1829584;0;0;0;0;0;0;7404740;470729;0;27;0.01305911;
07-09 11:19:42.063  5857  5881 I Unity   : [STATISTIC]327;11471563;0;11470989;752398336;16347136;897658743;8177;28281;45730;0;0;1354;1104375;0;0;0;0;0;0;7295468;265677;0;27;0.01150677;
07-09 11:19:42.078  5857  5881 I Unity   : [STATISTIC]328;14753281;0;14752761;752398336;16347136;897658743;0;0;0;0;0;0;0;0;0;0;0;0;0;11329688;520469;0;27;0.01475625;
07-09 11:19:42.089  5857  5881 I Unity   : [STATISTIC]329;17929896;0;17929323;752398336;16347136;897658743;26197;48906;159375;0;0;2812;3045521;0;0;0;0;0;0;10988906;732812;0;27;0.01796302;
07-09 11:19:42.105  5857  5881 I Unity   : [STATISTIC]330;8453854;0;8453438;752398336;16347136;897658743;9375;41823;92656;0;0;365;1269947;0;0;0;0;0;0;4587084;298282;0;27;0.0084625;
07-09 11:19:42.118  5857  5881 I Unity   : [STATISTIC]331;16272292;0;16271823;752627712;16347136;897658743;12344;41771;141459;0;0;1198;1639532;0;0;0;0;0;0;11685729;330573;0;27;0.01627667;
07-09 11:19:42.132  5857  5881 I Unity   : [STATISTIC]332;14272500;0;14271875;752627712;16347136;897658743;15364;36719;74010;0;0;1614;1631459;0;0;0;0;0;0;8950417;524896;0;27;0.01427963;
07-09 11:19:42.146  5857  5881 I Unity   : [STATISTIC]333;12456875;0;12456407;752627712;16347136;897658743;9480;28906;42500;0;0;625;1072657;0;0;0;0;0;0;8442084;287083;0;27;0.01247484;
07-09 11:19:42.161  5857  5881 I Unity   : [STATISTIC]334;13777188;0;13776667;752443392;16347136;897658743;0;0;0;0;0;0;0;0;0;0;0;0;0;10336250;532395;0;27;0.01378109;
07-09 11:19:42.180  5857  5881 I Unity   : [STATISTIC]335;15276771;0;15276354;752685056;16347136;897658743;9375;28125;56354;0;0;938;1386509;0;0;0;0;0;0;10854427;263229;0;27;0.01531031;
07-09 11:19:42.192  5857  5881 I Unity   : [STATISTIC]336;19894948;0;19894427;752685056;16347136;897658743;12396;34688;86303;0;0;625;1921094;0;0;0;0;0;0;14044270;423594;0;27;0.01991037;
07-09 11:19:42.208  5857  5881 I Unity   : [STATISTIC]337;10482344;0;10481927;752685056;16347136;897658743;8333;32448;42969;0;0;1510;1143333;0;0;0;0;0;0;6524166;241614;0;27;0.01050516;
