Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,NFE Snapshot Tick,NFE Snapshot Size (bits),NFE RTT,NFE Jitter,Multiplay FPS,Multiplay BitRate In,Multiplay BitRate Out,Multiplay RTT(ms),Multiplay PacketLoss,Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server),Number of Terrain Areas (Client),dtime,
13095,13422761,2016534528,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13096,14541302,2016534528,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13097,14436666,2016534528,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13098,12473802,2016534528,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13099,13814479,2016534528,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13100,15374011,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,2,
13101,13332239,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13102,13065521,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13103,14781198,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13104,13712552,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13105,13541354,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13106,14576614,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13107,12465833,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13108,14428489,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13109,13828802,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13110,13480833,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13111,14590105,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13112,14258854,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13113,12404011,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13114,15633073,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,2,
13115,12401719,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13116,14197760,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13117,14833803,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13118,13570000,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13119,12737813,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13120,14759532,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13121,13914740,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13122,14232031,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13123,13571354,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13124,13442813,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13125,13116927,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13126,15288489,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,2,
13127,13098958,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13128,14386355,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13129,13696927,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13130,14079740,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13131,13187813,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13132,14134896,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13133,13934532,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13134,14118073,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13135,13834011,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13136,13612084,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,1,
13137,18614323,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,2,
13138,17192448,2016530432,12537856,2988025863,9735,57,140,36,0,0,0,0,0,27,1,0,552,2,
13139,22173750,2016530432,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,2,
13140,11779271,2016530432,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13141,11210990,2016530432,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13142,9924427,2016530432,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13143,18982916,2016530432,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,2,
13144,15350260,2016530432,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,2,
13145,12626093,2016530432,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13146,11671510,2016530432,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13147,15183385,2016530432,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,2,
13148,14345573,2016530432,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13149,12978281,2016530432,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13150,14296719,2016530432,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13151,13829427,2016530432,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13152,14331823,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13153,13880468,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13154,14800105,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13155,13778594,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13156,13143907,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13157,12385521,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13158,14170156,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13159,16481667,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,2,
13160,12766250,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13161,11520782,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13162,15252344,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,2,
13163,13280469,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13164,14360730,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13165,13544375,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13166,14792395,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13167,13385417,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13168,14177969,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13169,13352708,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13170,12808542,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13171,16693542,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,2,
13172,14533958,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13173,12160417,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13174,15067917,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,2,
13175,14249271,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13176,12845313,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13177,14482031,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13178,13936771,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13179,13603593,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13180,14611145,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13181,13162344,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13182,14106770,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13183,14340417,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13184,12605990,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13185,13915416,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13186,15345573,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,2,
13187,13425209,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13188,13440000,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13189,13559115,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13190,13380937,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13191,15331406,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,2,
13192,13980105,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13193,13113698,2016526336,12537856,2988025863,9751,57,136,35,0,0,0,0,0,27,1,0,552,1,
13194,20755990,2018406400,12537856,2988034055,9751,57,136,35,0,0,0,0,0,27,1,0,553,2,
13195,23774791,2018406400,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,2,
13196,11655000,2018406400,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13197,11898281,2018406400,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13198,13136563,2018406400,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13199,14795000,2018406400,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13200,13765417,2018406400,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13201,13445417,2018406400,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13202,14826406,2018406400,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13203,13817864,2018406400,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13204,13014219,2018406400,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13205,14250156,2018406400,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13206,12515000,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13207,15352396,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,2,
13208,14263854,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13209,13149479,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13210,14480104,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13211,13735677,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13212,13297760,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13213,13464948,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13214,14940938,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13215,12356928,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13216,14405781,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13217,13785886,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13218,14382032,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13219,14676458,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13220,13002344,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13221,12927448,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13222,16216250,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,2,
13223,13737552,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13224,11769010,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13225,15549688,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,2,
13226,13609375,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13227,10885364,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13228,18263646,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,2,
13229,14239739,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13230,13574948,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13231,13021511,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13232,13956406,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13233,13462344,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13234,13701927,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13235,14138021,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13236,14488645,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13237,13312188,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13238,13805625,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13239,14736511,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13240,12731146,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13241,13630729,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13242,15021458,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,2,
13243,13468073,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13244,13329948,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13245,14155521,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13246,13961771,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,1,
13247,19780365,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,2,
13248,31392448,2018410496,12537856,2988034055,9767,52981,135,27,0,0,0,0,0,27,1,0,553,3,
13249,18943854,2018410496,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,2,
13250,10738698,2018410496,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13251,10453125,2018410496,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13252,10447396,2018410496,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13253,11812604,2018410496,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13254,21634010,2018410496,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,2,
13255,13170052,2018410496,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13256,12836875,2018410496,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13257,14676042,2018410496,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13258,14051927,2018410496,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13259,14075521,2018410496,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13260,13482761,2018410496,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13261,15420990,2018410496,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,2,
13262,14277657,2018410496,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13263,11646042,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13264,13755312,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13265,15341927,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,2,
13266,13850938,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13267,13257239,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13268,14346458,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13269,13990156,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13270,13292291,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13271,14146719,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13272,14421250,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13273,13268750,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13274,13405521,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13275,14258854,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13276,14387657,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13277,13305938,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13278,14477136,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13279,14094062,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13280,13887864,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13281,14332761,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13282,16231667,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,2,
13283,14146198,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13284,13895938,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13285,13339896,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13286,14903125,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13287,12939740,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13288,13699219,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13289,14262343,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13290,14849218,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13291,13561458,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13292,13595104,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13293,13565677,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13294,14136406,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13295,13125573,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13296,14169844,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13297,14832916,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13298,13034479,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13299,13438750,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,1,
13300,19629114,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,2,
13301,30038854,2018406400,12537856,2988034055,9783,215,135,21,0,0,0,0,0,27,1,0,553,3,
13302,21728281,2018406400,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,2,
13303,11604115,2018406400,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13304,11627604,2018406400,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13305,10529062,2018406400,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13306,17545572,2018406400,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,2,
13307,13764271,2018406400,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13308,14586250,2018406400,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13309,13342240,2018406400,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13310,13230313,2018406400,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13311,14260052,2018406400,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13312,13779740,2018406400,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13313,14312031,2018406400,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13314,14168334,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13315,13560677,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13316,13546928,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13317,14132969,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13318,13888386,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13319,13856146,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13320,14426771,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13321,13679635,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13322,13521563,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13323,13513021,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13324,14271302,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13325,14412709,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13326,13226458,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13327,13603437,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13328,14686927,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13329,14103229,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13330,13081875,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13331,13938750,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13332,13942083,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13333,14315052,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13334,13388802,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13335,16666458,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,2,
13336,14100834,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13337,13652708,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13338,12760000,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13339,14373802,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13340,13882344,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13341,13288594,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13342,14797656,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13343,13839792,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13344,14074375,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13345,15144323,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,2,
13346,11057812,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13347,14059947,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13348,15540104,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,2,
13349,13264948,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13350,14662552,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,1,
13351,18273177,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,2,
13352,29649948,2018643968,12537856,2988034055,9799,82,133,19,0,0,0,0,0,27,1,0,553,3,
13353,20732709,2018643968,12537856,2988034055,9815,67,129,21,0,0,0,0,0,27,1,0,553,2,
13354,12390000,2018643968,12537856,2988034055,9815,67,129,21,0,0,0,0,0,27,1,0,553,1,
13355,13095886,2018643968,12537856,2988034055,9815,67,129,21,0,0,0,0,0,27,1,0,553,1,
13356,10960052,2018721792,12537856,2988034055,9815,67,129,21,0,0,0,0,0,27,1,0,553,1,
13357,15316719,2018721792,12537856,2988034055,9815,67,129,21,0,0,0,0,0,27,1,0,553,2,
13358,16172083,2018721792,12537856,2988034055,9815,67,129,21,0,0,0,0,0,27,1,0,553,2,
13359,13476510,2018721792,12537856,2988034055,9815,67,129,21,0,0,0,0,0,27,1,0,553,1,
13360,11414739,2018721792,12537856,2988034055,9815,67,129,21,0,0,0,0,0,27,1,0,553,1,
13361,14847760,2018721792,12537856,2988034055,9815,67,129,21,0,0,0,0,0,27,1,0,553,1,
13362,14342135,2018721792,12537856,2988034055,9815,67,129,21,0,0,0,0,0,27,1,0,553,1,
13363,15183646,2018721792,12537856,2988034055,9815,67,129,21,0,0,0,0,0,27,1,0,553,2,
