Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,NFE Snapshot Tick,NFE Snapshot Size (bits),NFE RTT,NFE Jitter,Multiplay FPS,Multiplay BitRate In,Multiplay BitRate Out,Multiplay RTT(ms),Multiplay PacketLoss,Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server),Number of Terrain Areas (Client),dtime,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
3,0,632016896,14188544,761356535,0,0,0,0,0,0,0,0,0,2,
4,286897604,635334656,14188544,761356535,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
5,10928802,635981824,14188544,761356535,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
6,8831719,636362752,14188544,761356535,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
7,36658333,636628992,14188544,761356535,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
8,6162136,637808640,14188544,794910967,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
9,71111354,723697664,14188544,885653751,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
10,14412552,722378752,14188544,883170199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
11,11797240,723505152,14188544,883438979,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
12,33364792,723505152,14188544,883457411,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
13,4773281,723505152,14188544,883457411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,14193282,724598784,14188544,883457411,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
15,22527500,725155840,14188544,883457411,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
16,13815834,725983232,14188544,883457411,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
17,28970052,726855680,14188544,883465603,0,0,0,0,0,0,0,0,0,27,0,0,0,3,
18,71598333,718147584,14188544,885703875,0,0,0,0,0,0,0,0,0,27,0,0,0,7,
19,9492709,718737408,14188544,1312539843,0,0,0,0,0,0,0,0,0,27,0,0,0,1,
20,6162552,719290368,14188544,1312539843,0,0,21,0,0,0,0,0,0,27,0,0,0,1,
21,11041459,719708160,14188544,1312539843,0,0,21,0,0,0,0,0,0,27,0,0,0,1,
22,27928490,720343040,14188544,1312539843,2395,0,22,1,0,0,0,0,0,27,0,0,0,3,
23,256520312,750215168,14188544,1323074851,2396,50,20,4,0,0,0,0,0,27,0,0,1,26,
24,10103281,750845952,14188544,1323087203,2397,49398,18,5,0,0,0,0,0,27,0,0,1,1,
25,10489739,756957184,14188544,1333589379,2397,49398,18,5,0,0,0,0,0,27,0,0,2,1,
26,11264635,757772288,14188544,1333589379,2398,49450,18,5,0,0,0,0,0,27,0,0,2,1,
27,42716094,758226944,14188544,1333589379,2398,49450,15,20,0,0,0,0,0,27,0,0,2,4,
28,8592187,758837248,14188544,1333589379,2398,49450,15,20,0,0,0,0,0,27,0,0,2,1,
29,22985208,759689216,14188544,1333478883,2398,49450,15,20,0,0,0,0,0,27,1,0,2,2,
30,12233230,760565760,14188544,1333499427,2417,190,15,20,0,0,0,0,0,27,1,0,2,1,
31,10878177,765325312,14188544,1354475075,2418,33,20,24,0,0,0,0,0,27,1,0,2,1,
32,16596198,769728512,14188544,1364960835,2418,33,20,24,0,0,0,0,0,27,1,0,2,2,
33,14173229,774328320,14188544,1369155139,2420,54012,25,20,0,0,0,0,0,27,1,0,2,1,
34,13625156,774582272,14188544,1369155139,2421,49399,25,16,0,0,0,0,0,27,1,0,2,1,
35,13300000,774975488,14188544,1369155139,2422,54530,26,13,0,0,0,0,0,27,1,0,2,1,
36,16948281,777633792,14188544,1369182159,2423,53817,26,10,0,0,0,0,0,27,1,0,3,2,
37,14518594,780087296,14188544,1385967567,2424,54327,26,7,0,0,0,0,0,27,1,0,4,1,
38,11277083,782897152,14188544,1386021743,2425,49405,24,8,0,0,0,0,0,27,1,0,5,1,
39,13238125,785690624,14188544,1386082299,2425,49405,24,8,0,0,0,0,0,27,1,0,6,1,
40,15480156,788287488,14188544,1386098875,2426,54249,23,9,0,0,0,0,0,27,1,0,7,2,
41,13874062,790978560,14188544,1386111451,2427,54189,22,7,0,0,0,0,0,27,1,0,8,1,
42,13564115,793989120,14188544,1386147019,2428,49382,23,6,0,0,0,0,0,27,1,0,9,1,
43,13042239,796368896,14188544,1402965459,2428,49382,23,6,0,0,0,0,0,27,1,0,10,1,
44,12973229,794501120,14188544,1402978131,2429,103124,23,4,0,0,0,0,0,27,1,0,10,1,
45,14717708,796872704,14188544,1403007251,2431,49378,20,6,0,0,0,0,0,27,1,0,11,1,
46,15006250,799465472,14188544,1403061387,2431,49378,20,6,0,0,0,0,0,27,1,0,12,2,
47,12444011,802238464,14188544,1403151611,2431,49378,20,6,0,0,0,0,0,27,1,0,13,1,
48,13702657,804835328,14188544,1403184859,2432,54648,20,4,0,0,0,0,0,27,1,0,14,1,
49,14717344,805253120,14188544,1403166511,2434,49580,22,4,0,0,0,0,0,27,1,0,14,1,
50,11416146,807993344,14188544,1403236087,2435,49445,22,3,0,0,0,0,0,27,1,0,15,1,
51,13287448,808173568,14188544,1403240471,2435,49445,22,3,0,0,0,0,0,27,1,0,15,1,
52,14654791,810934272,14188544,1420034647,2436,55086,22,3,0,0,0,0,0,27,1,0,16,1,
53,14477656,813375488,14188544,1420055479,2437,52857,22,2,0,0,0,0,0,27,1,0,17,1,
54,13569114,815620096,14188544,1420067227,2437,52857,22,2,0,0,0,0,0,27,1,0,18,1,
55,13393698,817684480,14188544,1420076123,2438,118,22,2,0,0,0,0,0,27,1,0,19,1,
56,11350833,817938432,14188544,1420080539,2440,56,21,4,0,0,0,0,0,27,1,0,19,1,
57,15268698,818507776,14188544,1420080539,2440,56,21,4,0,0,0,0,0,27,1,0,19,2,
58,17131979,817803264,14188544,1420080539,2440,56,21,4,0,0,0,0,0,27,1,0,19,2,
59,11651302,818180096,14188544,1420080539,2441,49520,21,3,0,0,0,0,0,27,1,0,19,1,
60,14215521,820600832,14188544,1420109563,2443,58,22,3,0,0,0,0,0,27,1,0,20,1,
61,21278802,820338688,14188544,1420114011,2444,49422,23,3,0,0,0,0,0,27,1,0,20,2,
62,7803385,819720192,14188544,1436895675,2445,49735,21,5,0,0,0,0,0,27,1,0,20,1,
63,17635469,821768192,14188544,1436895675,2445,49735,21,5,0,0,0,0,0,27,1,0,21,2,
64,18366615,823951360,14188544,1436924763,2446,49556,20,4,0,0,0,0,0,27,1,0,22,2,
65,14218698,826159104,14188544,1436945691,2446,49556,19,6,0,0,0,0,0,27,1,0,23,1,
66,11450885,824672256,14188544,1436950235,2448,52751,20,7,0,0,0,0,0,27,1,0,23,1,
67,15591407,826818560,14188544,1436950235,2449,52950,21,7,0,0,0,0,0,27,1,0,24,2,
68,15101615,829095936,14188544,1436966619,2449,52950,21,7,0,0,0,0,0,27,1,0,25,2,
69,12331354,831332352,14188544,1453718875,2450,105750,22,6,0,0,0,0,0,27,1,0,26,1,
70,12146771,831660032,14188544,1453718875,2452,49409,23,4,0,0,0,0,0,27,1,0,26,1,
71,17165156,833974272,14188544,1453739835,2452,49409,23,4,0,0,0,0,0,27,1,0,27,2,
72,14819011,836198400,14188544,1453760795,2453,49407,22,3,0,0,0,0,0,27,1,0,28,1,
73,12206562,838737920,14188544,1453789979,2453,49407,22,3,0,0,0,0,0,27,1,0,29,1,
74,13788333,841019392,14188544,1453760507,2454,103344,22,3,0,0,0,0,0,27,1,0,30,1,
75,11947604,841019392,14188544,1453765147,2456,54166,23,3,0,0,0,0,0,27,1,0,30,1,
76,15153125,843485184,14188544,1470565967,2456,54166,23,3,0,0,0,0,0,27,1,0,31,2,
77,15096459,845889536,14188544,1470625199,2457,108125,23,2,0,0,0,0,0,27,1,0,32,2,
78,13907916,848023552,14188544,1470629871,2457,108125,21,4,0,0,0,0,0,27,1,0,33,1,
79,13433385,850284544,14188544,1470578383,2459,49458,22,4,0,0,0,0,0,27,1,0,34,1,
80,13666093,852570112,14188544,1470578383,2459,49458,22,4,0,0,0,0,0,27,1,0,35,1,
81,11550521,852570112,14188544,1470578383,2460,98812,22,3,0,0,0,0,0,27,1,0,35,1,
82,19648697,854720512,14188544,1470594767,2462,84,21,4,0,0,0,0,0,27,1,0,36,2,
83,12097552,857022464,14188544,1487393071,2462,84,21,4,0,0,0,0,0,27,1,0,37,1,
84,11564948,857223168,14188544,1487371599,2463,49410,22,4,0,0,0,0,0,27,1,0,37,1,
85,14358073,859357184,14188544,1487379791,2463,49410,22,4,0,0,0,0,0,27,1,0,38,1,
86,15775209,861650944,14188544,1487379791,2464,98850,22,3,0,0,0,0,0,27,1,0,39,2,
87,12266094,863895552,14188544,1487404367,2466,49414,22,2,0,0,0,0,0,27,1,0,40,1,
88,12163333,864096256,14188544,1487404367,2466,49414,22,2,0,0,0,0,0,27,1,0,40,1,
89,14113437,866373632,14188544,1504202703,2467,98840,22,2,0,0,0,0,0,27,1,0,41,1,
90,19456979,868589568,14188544,1504207439,2467,98840,21,5,0,0,0,0,0,27,1,0,42,2,
91,10097813,870924288,14188544,1504223823,2469,52822,21,4,0,0,0,0,0,27,1,0,43,1,
92,13567240,873070592,14188544,1504232015,2470,52776,22,4,0,0,0,0,0,27,1,0,44,1,
93,11381094,873070592,14188544,1504232015,2470,52776,22,4,0,0,0,0,0,27,1,0,44,1,
94,16355885,875343872,14188544,1504237939,2471,105347,22,4,0,0,0,0,0,27,1,0,45,2,
95,15265000,877809664,14188544,1504259091,2473,78,21,5,0,0,0,0,0,27,1,0,46,2,
96,12606927,880140288,14188544,1521057459,2473,78,21,5,0,0,0,0,0,27,1,0,47,1,
97,11517865,880140288,14188544,1521057459,2473,78,21,5,0,0,0,0,0,27,1,0,47,1,
98,17214635,882462720,14188544,1521079915,2474,108680,21,4,0,0,0,0,0,27,1,0,48,2,
99,14398542,884822016,14188544,1521117003,2476,54562,21,3,0,0,0,0,0,27,1,0,49,1,
100,12407083,884822016,14188544,1521117003,2477,53968,22,3,0,0,0,0,0,27,1,0,49,1,
101,14278646,886878208,14188544,1521129995,2477,53968,22,3,0,0,0,0,0,27,1,0,50,1,
102,15543073,889348096,14188544,1521179455,2478,53813,22,3,0,0,0,0,0,27,1,0,51,2,
103,12111666,891678720,14188544,1537956671,2479,54140,22,2,0,0,0,0,0,27,1,0,52,1,
104,13909739,893898752,14188544,1537944739,2480,54505,23,2,0,0,0,0,0,27,1,0,53,1,
105,11751406,893898752,14188544,1537944739,2481,54159,23,2,0,0,0,0,0,27,1,0,53,1,
106,16027135,896147456,14188544,1538001499,2481,54159,23,2,0,0,0,0,0,27,1,0,54,2,
107,14180313,898265088,14188544,1538001499,2482,53757,23,2,0,0,0,0,0,27,1,0,55,1,
108,12726145,900542464,14188544,1538050515,2483,53811,23,1,0,0,0,0,0,27,1,0,56,1,
109,14389166,902643712,14188544,1538028379,2483,53811,23,1,0,0,0,0,0,27,1,0,57,1,
110,12785416,902643712,14188544,1538028379,2483,53811,23,1,0,0,0,0,0,27,1,0,57,1,
111,13399896,902643712,14188544,1538028379,2486,62,27,7,0,0,0,0,0,27,1,0,57,1,
112,14657291,902643712,14188544,1538028379,2486,62,27,7,0,0,0,0,0,27,1,0,57,1,
113,14103177,902873088,14188544,1554805595,2487,52962,25,9,0,0,0,0,0,27,1,0,57,1,
114,16502917,905019392,14188544,1554838139,2488,52827,25,7,0,0,0,0,0,27,1,0,58,2,
115,13278386,907251712,14188544,1554851195,2489,52874,25,5,0,0,0,0,0,27,1,0,59,1,
116,14083072,909336576,14188544,1554880163,2490,52836,24,4,0,0,0,0,0,27,1,0,60,1,
117,12751407,911400960,14188544,1554880163,2491,64,24,4,0,0,0,0,0,27,1,0,61,1,
118,11112396,911790080,14188544,1554880163,2492,49510,24,3,0,0,0,0,0,27,1,0,61,1,
119,13170573,911790080,14188544,1554824431,2492,49510,24,3,0,0,0,0,0,27,1,0,61,1,
120,17778437,913907712,14188544,1554840815,2493,49508,22,5,0,0,0,0,0,27,1,0,62,2,
121,14477292,915939328,14188544,1554840815,2493,49508,22,5,0,0,0,0,0,27,1,0,63,1,
122,10236771,915939328,14188544,1554840815,2493,49508,22,5,0,0,0,0,0,27,1,0,63,1,
123,13469479,915939328,14188544,1554840815,2493,49508,22,5,0,0,0,0,0,27,1,0,63,1,
124,16611615,915939328,14188544,1554840815,2493,49508,22,5,0,0,0,0,0,27,1,0,63,2,
125,14078802,916094976,14188544,1554840815,2493,49508,22,5,0,0,0,0,0,27,1,0,63,1,
126,13532500,916094976,14188544,1571618031,2498,49431,38,17,0,0,0,0,0,27,1,0,63,1,
127,14768906,918355968,14188544,1571650799,2499,49429,37,15,0,0,0,0,0,27,1,0,64,1,
128,15470208,921006080,14188544,1571672079,2500,49568,35,14,0,0,0,0,0,27,1,0,65,2,
129,11712136,923222016,14188544,1571667695,2501,49666,33,13,0,0,0,0,0,27,1,0,66,1,
130,12330885,923222016,14188544,1571667695,2501,49666,33,13,0,0,0,0,0,27,1,0,66,1,
131,16859740,925659136,14188544,1571697199,2502,49664,31,15,0,0,0,0,0,27,1,0,67,2,
132,13681927,927870976,14188544,1588495759,2503,49508,29,13,0,0,0,0,0,27,1,0,68,1,
133,13252708,930091008,14188544,1588500719,2504,49462,29,11,0,0,0,0,0,27,1,0,69,1,
134,14294270,932634624,14188544,1588530287,2505,49664,28,9,0,0,0,0,0,27,1,0,70,1,
135,13301875,934825984,14188544,1588551695,2505,49664,28,9,0,0,0,0,0,27,1,0,71,1,
136,11141354,934825984,14188544,1588556719,2505,49664,28,9,0,0,0,0,0,27,1,0,71,1,
137,12889322,934825984,14188544,1588556719,2505,49664,28,9,0,0,0,0,0,27,1,0,71,1,
138,15788958,934825984,14188544,1588556719,2505,49664,28,9,0,0,0,0,0,27,1,0,71,2,
139,15347969,934825984,14188544,1588556719,2505,49664,28,9,0,0,0,0,0,27,1,0,71,2,
140,14100209,934998016,14188544,1588556719,2505,49664,28,9,0,0,0,0,0,27,1,0,71,1,
141,12588490,935006208,14188544,1588556719,2511,53028,45,19,0,0,0,0,0,27,1,0,71,1,
142,14303489,935006208,14188544,1588556719,2512,59,41,22,0,0,0,0,0,27,1,0,71,1,
143,16525989,937082880,14188544,1588580379,2512,59,41,22,0,0,0,0,0,27,1,0,72,2,
144,11915937,937234432,14188544,1605324483,2513,52852,39,21,0,0,0,0,0,27,1,0,72,1,
145,15577500,939474944,14188544,1605362623,2514,49758,37,18,0,0,0,0,0,27,1,0,73,2,
146,13530886,941674496,14188544,1605384063,2515,52850,35,17,0,0,0,0,0,27,1,0,74,1,
147,12392500,943726592,14188544,1605397311,2515,52850,35,17,0,0,0,0,0,27,1,0,75,1,
148,11074896,943726592,14188544,1605397311,2516,49459,34,15,0,0,0,0,0,27,1,0,75,1,
149,15556511,945762304,14188544,1605405503,2518,160,29,16,0,0,0,0,0,27,1,0,76,2,
150,13441406,945762304,14188544,1605405503,2518,160,29,16,0,0,0,0,0,27,1,0,76,1,
151,17457657,945762304,14188544,1605405503,2518,160,29,16,0,0,0,0,0,27,1,0,76,2,
152,11067864,945762304,14188544,1605405503,2518,160,29,16,0,0,0,0,0,27,1,0,76,1,
153,13506719,945762304,14188544,1605405503,2518,160,29,16,0,0,0,0,0,27,1,0,76,1,
154,14974896,945762304,14188544,1605405503,2518,160,29,16,0,0,0,0,0,27,1,0,76,1,
155,16988802,945762304,14188544,1605405503,2518,160,29,16,0,0,0,0,0,27,1,0,76,2,
156,9773698,945762304,14188544,1605405503,2523,49385,40,18,0,0,0,0,0,27,1,0,76,1,
157,15459063,947908608,14188544,1605413695,2524,49383,40,13,0,0,0,0,0,27,1,0,77,2,
158,13570208,950140928,14188544,1622199103,2524,49383,40,13,0,0,0,0,0,27,1,0,78,1,
159,11069687,950140928,14188544,1622170879,2525,53055,38,14,0,0,0,0,0,27,1,0,78,1,
160,15142500,950140928,14188544,1622170879,2527,64,32,16,0,0,0,0,0,27,1,0,78,2,
161,15696875,952213504,14188544,1622179071,2527,64,32,16,0,0,0,0,0,27,1,0,79,2,
162,11664792,952213504,14188544,1622179071,2528,49408,31,14,0,0,0,0,0,27,1,0,79,1,
163,16967084,954339328,14188544,1622179071,2528,49408,31,14,0,0,0,0,0,27,1,0,80,2,
164,12680834,954339328,14188544,1622122907,2529,62,30,13,0,0,0,0,0,27,1,0,80,1,
165,13981146,954339328,14188544,1622122907,2529,62,30,13,0,0,0,0,0,27,1,0,80,1,
166,12715677,954478592,14188544,1622122907,2529,62,30,13,0,0,0,0,0,27,1,0,80,1,
167,14208750,954478592,14188544,1622122907,2529,62,30,13,0,0,0,0,0,27,1,0,80,1,
168,13764844,954478592,14188544,1622122907,2529,62,30,13,0,0,0,0,0,27,1,0,80,1,
169,14759115,954478592,14188544,1622122907,2529,62,30,13,0,0,0,0,0,27,1,0,80,1,
170,13581667,954478592,14188544,1622122907,2535,52944,47,20,0,0,0,0,0,27,1,0,80,1,
171,14415833,954478592,14188544,1622122907,2536,53953,44,20,0,0,0,0,0,27,1,0,80,1,
172,14995885,956739584,14188544,1622169687,2536,53953,44,20,0,0,0,0,0,27,1,0,81,2,
173,13004532,958791680,14188544,1638969079,2537,54471,43,16,0,0,0,0,0,27,1,0,82,1,
174,13935782,961126400,14188544,1638991535,2539,121,37,19,0,0,0,0,0,27,1,0,83,1,
175,12317656,961126400,14188544,1638991535,2539,121,37,19,0,0,0,0,0,27,1,0,83,1,
176,12055469,961126400,14188544,1638991535,2540,53951,37,19,0,0,0,0,0,27,1,0,83,1,
177,16670000,961126400,14188544,1638991535,2541,54241,34,16,0,0,0,0,0,27,1,0,83,2,
178,15498125,963407872,14188544,1639013879,2541,54241,34,16,0,0,0,0,0,27,1,0,84,2,
179,14198073,965677056,14188544,1639062147,2542,54239,34,12,0,0,0,0,0,27,1,0,85,1,
180,11962135,967892992,14188544,1639099931,2542,54239,34,12,0,0,0,0,0,27,1,0,86,1,
181,12938697,970158080,14188544,1639127955,2543,109098,34,9,0,0,0,0,0,27,1,0,87,1,
182,14926563,972414976,14188544,1655944863,2545,79,31,9,0,0,0,0,0,27,1,0,88,1,
183,12501354,972414976,14188544,1655950015,2546,54748,30,9,0,0,0,0,0,27,1,0,88,1,
184,12554636,972423168,14188544,1655950015,2546,54748,30,9,0,0,0,0,0,27,1,0,88,1,
185,19391406,974540800,14188544,1655989739,2547,54104,30,9,0,0,0,0,0,27,1,0,89,2,
186,11413073,976945152,14188544,1656017071,2548,54629,29,8,0,0,0,0,0,27,1,0,90,1,
187,13168437,979152896,14188544,1656056827,2549,54748,29,7,0,0,0,0,0,27,1,0,91,1,
188,13035573,981495808,14188544,1656096615,2550,61,27,7,0,0,0,0,0,27,1,0,92,1,
189,12630468,981495808,14188544,1656101863,2550,61,27,7,0,0,0,0,0,27,1,0,92,1,
190,14261615,981495808,14188544,1656101863,2551,129,26,7,0,0,0,0,0,27,1,0,92,1,
191,13131302,981495808,14188544,1656101863,2552,54518,26,6,0,0,0,0,0,27,1,0,92,1,
192,17081302,983769088,14188544,1672948091,2553,54401,25,5,0,0,0,0,0,27,1,0,93,2,
193,14098906,985645056,14188544,1672961595,2553,54401,25,5,0,0,0,0,0,27,1,0,94,1,
194,11883437,985645056,14188544,1672966907,2553,54401,25,5,0,0,0,0,0,27,1,0,94,1,
195,11118594,985645056,14188544,1672966907,2553,54401,25,5,0,0,0,0,0,27,1,0,94,1,
196,18309635,985903104,14188544,1672966907,2553,54401,25,5,0,0,0,0,0,27,1,0,94,2,
197,10324114,985903104,14188544,1672966907,2553,54401,25,5,0,0,0,0,0,27,1,0,94,1,
198,14116928,985903104,14188544,1672966907,2553,54401,25,5,0,0,0,0,0,27,1,0,94,1,
199,15098437,985903104,14188544,1672966907,2553,54401,25,5,0,0,0,0,0,27,1,0,94,2,
200,13150625,985903104,14188544,1672966907,2559,49408,53,21,0,0,0,0,0,27,1,0,94,1,
201,15762291,988033024,14188544,1672988635,2560,49409,52,17,0,0,0,0,0,27,1,0,95,2,
202,14122448,990289920,14188544,1673010395,2561,54554,50,16,0,0,0,0,0,27,1,0,96,1,
203,13331354,992677888,14188544,1673073779,2562,54522,46,18,0,0,0,0,0,27,1,0,97,1,
204,11917864,994816000,14188544,1689879391,2563,53745,44,18,0,0,0,0,0,27,1,0,98,1,
205,12181250,994816000,14188544,1689884831,2563,53745,44,18,0,0,0,0,0,27,1,0,98,1,
206,16429688,997019648,14188544,1689914219,2564,53743,41,19,0,0,0,0,0,27,1,0,99,2,
207,12833541,999337984,14188544,1689949079,2565,54695,38,18,0,0,0,0,0,27,1,0,100,1,
208,13391198,1001398272,14188544,1689988479,2566,53745,36,17,0,0,0,0,0,27,1,0,101,1,
209,14324063,1003671552,14188544,1689987359,2566,53745,36,17,0,0,0,0,0,27,1,0,102,1,
210,12050937,1003671552,14188544,1689992895,2566,53745,36,17,0,0,0,0,0,27,1,0,102,1,
211,13085677,1003671552,14188544,1689992895,2566,53745,36,17,0,0,0,0,0,27,1,0,102,1,
212,14065313,1003671552,14188544,1689992895,2566,53745,36,17,0,0,0,0,0,27,1,0,102,1,
213,15617188,1003671552,14188544,1689992895,2566,53745,36,17,0,0,0,0,0,27,1,0,102,2,
214,13991355,1003671552,14188544,1689982847,2566,53745,36,17,0,0,0,0,0,27,1,0,102,1,
215,14955104,1003671552,14188544,1689982847,2572,49879,48,21,0,0,0,0,0,27,1,0,102,1,
216,10815625,1003671552,14188544,1689982847,2573,97,47,18,0,0,0,0,0,27,1,0,102,1,
217,19342500,1005924352,14188544,1690004799,2574,49879,44,19,0,0,0,0,0,27,1,0,103,2,
218,8513697,1006063616,14188544,1706787583,2574,49879,44,19,0,0,0,0,0,27,1,0,103,1,
219,16472917,1008283648,14188544,1706799455,2574,49879,44,19,0,0,0,0,0,27,1,0,104,2,
220,12772708,1008283648,14188544,1706805055,2576,49960,38,20,0,0,0,0,0,27,1,0,104,1,
221,14921615,1010507776,14188544,1706827071,2577,49832,35,19,0,0,0,0,0,27,1,0,105,1,
222,11340469,1010507776,14188544,1706832703,2578,49830,34,17,0,0,0,0,0,27,1,0,105,1,
223,15792552,1012645888,14188544,1706854751,2578,49830,34,17,0,0,0,0,0,27,1,0,106,2,
224,14607448,1014861824,14188544,1706871743,2578,49830,34,17,0,0,0,0,0,27,1,0,107,1,
225,11293229,1014874112,14188544,1706877439,2578,49830,34,17,0,0,0,0,0,27,1,0,107,1,
226,12924166,1014874112,14188544,1706877439,2578,49830,34,17,0,0,0,0,0,27,1,0,107,1,
227,15157291,1014874112,14188544,1706877439,2578,49830,34,17,0,0,0,0,0,27,1,0,107,2,
228,14733802,1014874112,14188544,1706877439,2578,49830,34,17,0,0,0,0,0,27,1,0,107,1,
229,14448229,1014874112,14188544,1706867199,2578,49830,34,17,0,0,0,0,0,27,1,0,107,1,
230,12765104,1014874112,14188544,1706867199,2584,49830,49,22,0,0,0,0,0,27,1,0,107,1,
231,14815937,1017151488,14188544,1723660799,2585,49881,49,17,0,0,0,0,0,27,1,0,108,1,
232,14882031,1019338752,14188544,1723682911,2586,49879,48,15,0,0,0,0,0,27,1,0,109,1,
233,13141250,1021382656,14188544,1723705023,2586,49879,48,15,0,0,0,0,0,27,1,0,110,1,
234,13038282,1023696896,14188544,1723696031,2586,49879,48,15,0,0,0,0,0,27,1,0,111,1,
235,12123073,1023696896,14188544,1723701791,2587,99662,46,14,0,0,0,0,0,27,1,0,111,1,
236,16180052,1025933312,14188544,1740501183,2589,49728,40,17,0,0,0,0,0,27,1,0,112,2,
237,13410104,1028161536,14188544,1740515199,2590,49726,39,15,0,0,0,0,0,27,1,0,113,1,
238,14136093,1030549504,14188544,1740537439,2591,52852,38,12,0,0,0,0,0,27,1,0,114,1,
239,13575885,1032581120,14188544,1740517419,2591,52852,38,12,0,0,0,0,0,27,1,0,115,1,
240,11226928,1032581120,14188544,1740523307,2591,52852,38,12,0,0,0,0,0,27,1,0,115,1,
241,14101823,1032597504,14188544,1740523307,2591,52852,38,12,0,0,0,0,0,27,1,0,115,1,
242,14793958,1032597504,14188544,1740523307,2591,52852,38,12,0,0,0,0,0,27,1,0,115,1,
243,14288438,1032597504,14188544,1740523307,2591,52852,38,12,0,0,0,0,0,27,1,0,115,1,
244,14338958,1032597504,14188544,1740523307,2591,52852,38,12,0,0,0,0,0,27,1,0,115,1,
245,13290677,1032597504,14188544,1740523307,2596,65,38,12,0,0,0,0,0,27,1,0,115,1,
246,13530312,1032597504,14188544,1740523307,2597,52876,54,16,0,0,0,0,0,27,1,0,115,1,
247,15868281,1034727424,14188544,1740531499,2598,212,49,21,0,0,0,0,0,27,1,0,116,2,
248,12261511,1034727424,14188544,1740531499,2598,212,49,21,0,0,0,0,0,27,1,0,116,1,
249,15000260,1036849152,14188544,1740545355,2599,49473,46,20,0,0,0,0,0,27,1,0,117,2,
250,14198229,1039106048,14188544,1757336683,2600,52874,45,18,0,0,0,0,0,27,1,0,118,1,
251,11433541,1039106048,14188544,1757342603,2600,52874,45,18,0,0,0,0,0,27,1,0,118,1,
252,14766354,1041379328,14188544,1757373131,2601,105584,43,16,0,0,0,0,0,27,1,0,119,1,
253,15633177,1043644416,14188544,1757387307,2603,49471,38,17,0,0,0,0,0,27,1,0,120,2,
254,12875261,1045708800,14188544,1757401579,2603,49471,38,17,0,0,0,0,0,27,1,0,121,1,
255,11607136,1045708800,14188544,1757401579,2603,49471,38,17,0,0,0,0,0,27,1,0,121,1,
256,13390677,1045708800,14188544,1757401579,2603,49471,38,17,0,0,0,0,0,27,1,0,121,1,
257,16170104,1045708800,14188544,1757401579,2603,49471,38,17,0,0,0,0,0,27,1,0,121,2,
258,13844635,1045852160,14188544,1757401579,2603,49471,38,17,0,0,0,0,0,27,1,0,121,1,
259,13444635,1046020096,14188544,1757396107,2608,52876,45,17,0,0,0,0,0,27,1,0,121,1,
260,15194427,1048158208,14188544,1774187531,2609,52874,42,17,0,0,0,0,0,27,1,0,122,2,
261,12083906,1048158208,14188544,1774193547,2609,52874,42,17,0,0,0,0,0,27,1,0,122,1,
262,14688542,1050542080,14188544,1774215979,2610,49511,39,18,0,0,0,0,0,27,1,0,123,1,
263,14772864,1052618752,14188544,1774246635,2612,52850,35,17,0,0,0,0,0,27,1,0,124,1,
264,10744687,1052618752,14188544,1774219403,2613,53274,33,16,0,0,0,0,0,27,1,0,124,1,
265,16230208,1054666752,14188544,1774241899,2613,53274,33,16,0,0,0,0,0,27,1,0,125,2,
266,15051614,1056944128,14188544,1774290299,2614,53272,33,16,0,0,0,0,0,27,1,0,126,2,
267,13163542,1059061760,14188544,1774312859,2615,49879,31,12,0,0,0,0,0,27,1,0,127,1,
268,10635885,1059229696,14188544,1774319035,2615,49879,31,12,0,0,0,0,0,27,1,0,127,1,
269,15858646,1061449728,14188544,1774332955,2615,49879,31,12,0,0,0,0,0,27,1,0,128,2,
270,13638750,1061621760,14188544,1774339163,2615,49879,31,12,0,0,0,0,0,27,1,0,128,1,
271,12592187,1061621760,14188544,1774339163,2615,49879,31,12,0,0,0,0,0,27,1,0,128,1,
272,15404843,1061621760,14188544,1774339163,2615,49879,31,12,0,0,0,0,0,27,1,0,128,2,
273,14470573,1061621760,14188544,1774339163,2615,49879,31,12,0,0,0,0,0,27,1,0,128,1,
274,13425937,1061621760,14188544,1791116379,2621,49726,46,20,0,0,0,0,0,27,1,0,128,1,
275,12763906,1061621760,14188544,1791116379,2622,49471,45,17,0,0,0,0,0,27,1,0,128,1,
276,14776354,1063727104,14188544,1791124571,2622,49471,45,17,0,0,0,0,0,27,1,0,129,1,
277,15853802,1066012672,14188544,1791140955,2622,49471,45,17,0,0,0,0,0,27,1,0,130,2,
278,11261354,1066012672,14188544,1791140955,2622,49471,45,17,0,0,0,0,0,27,1,0,130,1,
