
07-09 11:22:40.884  9178  9202 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);SetAreaNeighborsJob;GhostUpdateSystem:UpdateJob (Burst);GhostUpdateJobCustom;GhostUpdateSystem:UpdateJob;Idle;OculusRuntime.WaitToBeginFrame;GameClient Unity.Entities.SimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-09 11:22:42.475  9178  9202 I Unity   : [STATISTIC]371;15102500;0;15102031;811302912;14929920;1400007535;0;0;0;110781;60156;0;0;0;0;0;63020;0;0;6418646;2512760;0;27;0.01511182;
07-09 11:22:42.489  9178  9202 I Unity   : [STATISTIC]372;15695833;0;15695417;813621248;14929920;1400056695;11094;60313;60312;202344;109739;119739;1439895;0;0;0;57605;0;0;6575573;1777240;0;27;0.01570901;
07-09 11:22:42.502  9178  9202 I Unity   : [STATISTIC]373;11915364;0;11914948;813961216;14929920;1416842391;10365;56614;47292;0;59427;65260;1198698;0;0;0;83179;0;0;4075469;1205000;0;27;0.01192318;
07-09 11:22:42.516  9178  9202 I Unity   : [STATISTIC]374;13732604;0;13732136;814235648;14929920;1433623831;12083;73177;50625;0;26770;128906;1377499;0;0;0;0;0;373386;5196198;1555052;0;27;0.01374844;
07-09 11:22:42.530  9178  9202 I Unity   : [STATISTIC]375;14516042;0;14515521;816545792;14929920;1433644503;0;0;0;168177;54687;0;0;0;0;0;80574;0;0;5933906;2451770;0;27;0.0145275;
07-09 11:22:42.543  9178  9202 I Unity   : [STATISTIC]376;15708542;0;15708229;818909184;14929920;1433672787;12656;68386;59271;227291;60416;84270;1596249;0;0;0;76823;0;0;5012395;2481407;0;27;0.01572156;
07-09 11:22:42.556  9178  9202 I Unity   : [STATISTIC]377;12938438;0;12937916;821235712;14929920;1433680979;13854;67032;59740;116458;73854;100104;1511772;0;0;0;119114;0;0;2342761;2821407;0;27;0.01294932;
07-09 11:22:42.570  9178  9202 I Unity   : [STATISTIC]378;13095260;0;13094791;823816192;14929920;1433709875;18854;116302;60781;161875;37813;97864;1718074;0;0;0;0;0;478438;2246406;3063906;0;27;0.01310771;
07-09 11:22:42.583  9178  9202 I Unity   : [STATISTIC]379;14296823;0;14296354;825954304;14929920;1433737631;12552;71927;60313;180260;81770;83385;1786510;0;0;0;117710;0;0;3373906;2887865;0;27;0.01430974;
07-09 11:22:42.598  9178  9202 I Unity   : [STATISTIC]380;12519479;0;12518854;826392576;14929920;1467292063;12760;63906;120521;0;89688;97969;2275938;0;0;0;201354;0;0;2422968;1963542;0;27;0.01252964;
07-09 11:22:42.611  9178  9202 I Unity   : [STATISTIC]381;13704688;0;13703907;828833792;14929920;1467329723;0;0;0;222084;71302;0;0;0;0;0;99998;0;0;3955052;3200417;0;27;0.01371724;
07-09 11:22:42.625  9178  9202 I Unity   : [STATISTIC]382;15052604;0;15052187;831209472;14929920;1467375355;13854;64948;60521;259271;40104;266041;1985416;0;0;0;349480;0;0;4149062;2593802;0;27;0.0150651;
07-09 11:22:42.639  9178  9202 I Unity   : [STATISTIC]383;14810625;0;14810156;834043904;14929920;1467396155;14584;152656;60313;171823;80104;106510;1920312;0;0;0;156302;0;0;3016771;3355625;0;27;0.014825;
07-09 11:22:42.652  9178  9202 I Unity   : [STATISTIC]384;12023594;0;12023073;836575232;14929920;1467484995;13125;59584;48125;327396;150468;82657;1335520;0;0;0;135470;0;0;1695781;3136406;0;27;0.01203542;
07-09 11:22:42.666  9178  9202 I Unity   : [STATISTIC]385;11850625;0;11850313;839024640;14929920;1484271043;10625;55312;49219;456510;34479;69740;1240208;0;0;0;108334;0;0;2626302;1994479;0;27;0.01186333;
07-09 11:22:42.681  9178  9202 I Unity   : [STATISTIC]386;13778177;0;13777708;839163904;14929920;1484275427;14063;68542;60573;0;51928;91302;1408906;0;0;0;142399;0;0;4925208;937813;0;27;0.01378755;
07-09 11:22:42.695  9178  9202 I Unity   : [STATISTIC]387;15643802;0;15643437;841433088;14929920;1484288099;0;0;0;217240;81458;0;0;0;0;0;191355;0;0;5818698;3250625;0;27;0.0156551;
07-09 11:22:42.708  9178  9202 I Unity   : [STATISTIC]388;15242291;0;15241562;844070912;14929920;1484321747;13959;78802;53750;308542;67605;134948;1530051;0;0;0;185366;0;0;4743073;2194844;0;27;0.01525234;
07-09 11:22:42.720  9178  9202 I Unity   : [STATISTIC]389;11047135;0;11046614;844070912;14929920;1484326259;12396;72344;56927;0;32656;104740;1524219;0;0;0;80626;0;0;2399166;989011;0;27;0.01106432;
07-09 11:22:42.736  9178  9202 I Unity   : [STATISTIC]390;13246823;0;13246303;844070912;14929920;1484326259;11563;60364;51198;0;35833;72708;1339480;0;0;0;83386;0;0;3723542;1112291;0;27;0.01325708;
07-09 11:22:42.750  9178  9202 I Unity   : [STATISTIC]391;16553073;0;16552292;844304384;14929920;1484326259;10625;101875;50990;0;103021;119270;1723593;0;0;0;117032;0;0;6523802;992292;0;27;0.01655365;
07-09 11:22:42.763  9178  9202 I Unity   : [STATISTIC]392;11298281;0;11297864;844304384;14929920;1484326259;10938;60573;65052;0;51822;94739;1335729;0;0;0;64530;0;0;2903385;750625;0;27;0.01134292;
07-09 11:22:42.781  9178  9202 I Unity   : [STATISTIC]393;12068334;0;12067865;844582912;14929920;1484326259;0;0;0;0;43750;0;0;0;0;0;38126;0;0;5163906;863229;0;27;0.01207682;
07-09 11:22:42.797  9178  9202 I Unity   : [STATISTIC]394;22596354;0;22595833;846692352;14929920;1484347187;30573;89739;119583;113073;277919;133802;2199583;0;0;0;82397;0;0;10925573;3129948;0;27;0.02261599;
07-09 11:22:42.811  9178  9202 I Unity   : [STATISTIC]395;11663542;0;11663125;846692352;14929920;1484351731;11823;56041;52187;0;86303;71354;1268855;0;0;0;61929;0;0;4440729;751562;0;27;0.01167313;
07-09 11:22:42.824  9178  9202 I Unity   : [STATISTIC]396;16462656;0;16462031;846258176;14929920;1484351731;16250;78646;91771;0;113334;147448;2042501;0;0;0;57552;0;0;6739219;942709;0;27;0.01646417;
07-09 11:22:42.837  9178  9202 I Unity   : [STATISTIC]397;11447448;0;11446927;846258176;14929920;1484351731;12552;58645;54115;0;70938;75104;1386512;0;0;0;58176;0;0;3475885;914167;0;27;0.01147781;
07-09 11:22:42.852  9178  9202 I Unity   : [STATISTIC]398;12521250;0;12520729;846393344;14929920;1484351731;12396;77864;56458;0;27917;88750;1291718;0;0;0;49377;0;0;4955000;940677;0;27;0.01253328;
07-09 11:22:42.868  9178  9202 I Unity   : [STATISTIC]399;16702344;0;16701875;843378688;14929920;1484343411;13021;64219;59948;0;70469;88959;1457448;0;0;0;81092;0;0;7757187;1387916;0;27;0.01671646;
07-09 11:22:42.883  9178  9202 I Unity   : [STATISTIC]400;14632448;0;14630781;843624448;14929920;1501120627;11458;76823;51511;0;132084;82292;1408803;0;0;0;42553;0;0;6253802;1340521;0;27;0.01463261;
07-09 11:22:42.897  9178  9202 I Unity   : [STATISTIC]401;17300261;0;17299843;845754368;14929920;1501120627;0;0;0;217084;79115;0;0;0;0;0;44062;0;0;6368073;3324688;0;27;0.01733031;
07-09 11:22:42.910  9178  9202 I Unity   : [STATISTIC]402;12816823;0;12816354;848003072;14929920;1517922419;11302;63698;50416;377656;76719;118646;1466874;0;0;0;48801;0;0;3549271;1969219;0;27;0.0128276;
07-09 11:22:42.924  9178  9202 I Unity   : [STATISTIC]403;11161979;0;11161510;848244736;14929920;1517922419;13542;63386;55573;0;32292;78959;1248177;0;0;0;54011;0;0;3473542;1023958;0;27;0.01117318;
07-09 11:22:42.939  9178  9202 I Unity   : [STATISTIC]404;19076198;0;19075781;850456576;14929920;1517917907;28385;92136;132188;109635;256303;113073;2377916;0;0;0;84321;0;0;6881875;3629479;0;27;0.01908729;
07-09 11:22:42.953  9178  9202 I Unity   : [STATISTIC]405;12151354;0;12150885;852725760;14929920;1517930675;10209;56927;53906;269062;66667;75938;1249584;0;0;0;64947;0;0;2579063;2228958;0;27;0.01216073;
07-09 11:22:42.966  9178  9202 I Unity   : [STATISTIC]406;13749583;0;13749271;854781952;14929920;1517959859;9948;56146;51823;201042;66614;87708;1277760;0;0;0;67239;0;0;4097188;2250781;0;27;0.01375906;
07-09 11:22:42.980  9178  9202 I Unity   : [STATISTIC]407;11799375;0;11798906;855150592;14929920;1534741683;10730;57135;48959;0;32448;82500;1253021;0;0;0;68854;0;0;3546458;1092760;0;27;0.01181062;
07-09 11:22:42.994  9178  9202 I Unity   : [STATISTIC]408;12260312;0;12259792;855285760;14929920;1534741683;0;0;0;0;65261;0;0;0;0;0;61407;0;0;5696875;1347969;0;27;0.01227484;
07-09 11:22:43.009  9178  9202 I Unity   : [STATISTIC]409;17675052;0;17674584;857632768;14929920;1551511055;13490;64584;55365;269688;69948;110989;1502240;0;0;0;79221;0;0;8032448;1733281;0;27;0.01768552;
07-09 11:22:43.022  9178  9202 I Unity   : [STATISTIC]410;15675521;0;15674948;859668480;14929920;1551561083;12291;63541;64896;297292;65417;81459;1531250;0;0;0;101977;0;0;5032812;2727344;0;27;0.01568708;
07-09 11:22:43.034  9178  9202 I Unity   : [STATISTIC]411;12038854;0;12038386;862027776;14929920;1551573947;10938;65052;52187;140885;55937;72292;1631406;0;0;0;100418;0;0;2121823;2180052;0;27;0.01205151;
07-09 11:22:43.049  9178  9202 I Unity   : [STATISTIC]412;12076407;0;12075990;864464896;14929920;1551578619;10364;60417;51563;140209;38698;79115;1272553;0;0;0;115100;0;0;2368854;2307969;0;27;0.01208755;
07-09 11:22:43.063  9178  9202 I Unity   : [STATISTIC]413;15676771;0;15676354;866803712;14929920;1551620455;11197;56718;53907;206146;74115;61250;1422135;0;0;0;237026;0;0;4726875;2926928;0;27;0.01568776;
07-09 11:22:43.076  9178  9202 I Unity   : [STATISTIC]414;11976354;0;11975885;868921344;14929920;1551615847;0;0;0;147292;76042;0;0;0;0;0;102501;0;64740;2891198;2382969;0;27;0.011985;
07-09 11:22:43.091  9178  9202 I Unity   : [STATISTIC]415;11765104;0;11764688;869117952;14929920;1568397799;13907;62344;52916;0;71667;80677;1448335;0;0;0;109586;0;0;3947500;861198;0;27;0.01177828;
07-09 11:22:43.105  9178  9202 I Unity   : [STATISTIC]416;17555677;0;17555156;871448576;14929920;1568405991;15416;61302;66562;213490;180312;110573;1570469;0;0;0;229635;0;0;7213646;2182344;0;27;0.01756646;
07-09 11:22:43.118  9178  9202 I Unity   : [STATISTIC]417;13856979;0;13856562;873508864;14929920;1568405991;14687;67240;62969;211041;60313;74791;1373750;0;0;0;133023;0;0;3780781;2769479;0;27;0.0138687;
07-09 11:22:43.132  9178  9202 I Unity   : [STATISTIC]418;12401667;0;12401354;875855872;14929920;1568414183;12084;60208;49791;137396;75052;75052;1225051;0;0;0;140363;0;0;2868802;2310156;0;27;0.01241099;
