
07-05 14:49:27.738  6987  7010 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);GhostUpdateSystem:UpdateJob (Burst);Idle;OculusRuntime.WaitToBeginFrame;GameClient Unity.Entities.SimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-05 14:49:28.650  6987  7010 I Unity   : [STATISTIC]338;16685833;0;16685209;753123328;16220160;897662839;10834;40416;69687;0;0;521;1700833;0;0;19746560;11058854;559010;0;27;0.01668708;
07-05 14:49:28.665  6987  7010 I Unity   : [STATISTIC]339;13171250;0;13170937;753123328;16220160;897531767;10521;35833;58021;0;0;1250;1166875;0;0;15564683;8541511;453489;0;27;0.01319411;
07-05 14:49:28.678  6987  7010 I Unity   : [STATISTIC]340;15485885;0;15485521;753123328;16220160;897531767;14635;38802;68177;0;0;1354;1745105;0;0;18150883;10044219;457969;0;27;0.01549979;
07-05 14:49:28.691  6987  7010 I Unity   : [STATISTIC]341;14000052;0;13999322;753426432;16220160;897531767;21250;45417;98020;0;0;937;2314949;0;0;26280260;7770573;483855;0;27;0.01403948;
07-05 14:49:28.706  6987  7010 I Unity   : [STATISTIC]342;11213698;0;11213386;753426432;16220160;897531767;8073;29583;45208;0;0;1615;1327188;0;0;12951982;6641458;328333;0;27;0.01124526;
07-05 14:49:28.720  6987  7010 I Unity   : [STATISTIC]343;14239219;0;14238646;753426432;16220160;897531767;0;0;0;0;0;0;0;0;0;15506566;10954792;582188;0;27;0.0142412;
07-05 14:49:28.733  6987  7010 I Unity   : [STATISTIC]344;15941771;0;15941198;753426432;16220160;897531767;11823;40729;75990;0;0;989;1742812;0;0;18458282;10402239;390625;0;27;0.01596385;
07-05 14:49:28.747  6987  7010 I Unity   : [STATISTIC]345;13456198;0;13455781;753426432;16220160;897531767;15833;46250;66198;0;0;886;1640676;0;0;16599218;7827760;700521;0;27;0.01345505;
07-05 14:49:28.762  6987  7010 I Unity   : [STATISTIC]346;12444531;0;12444167;753659904;16220160;897531767;7917;30573;49948;0;0;885;1235834;0;0;23972393;7992136;336719;0;27;0.01247156;
07-05 14:49:28.778  6987  7010 I Unity   : [STATISTIC]347;14983021;0;14982553;753659904;16220160;897531767;8803;43021;54219;0;0;1562;1418595;0;0;17297244;10455573;303177;0;27;0.01499448;
07-05 14:49:28.792  6987  7010 I Unity   : [STATISTIC]348;16456406;0;16456042;753733632;16220160;897531767;9063;36198;45729;0;0;729;1236822;0;0;18828746;11793281;307135;0;27;0.01646323;
07-05 14:49:28.805  6987  7010 I Unity   : [STATISTIC]349;14919427;0;14918802;753733632;16220160;897531767;12395;35781;62344;0;0;781;1462135;0;0;17875316;9181927;421615;0;27;0.01492969;
07-05 14:49:28.820  6987  7010 I Unity   : [STATISTIC]350;11302395;0;11301927;753733632;16220160;897531767;9584;31094;51406;0;0;1406;1157187;0;0;21507495;6978646;309010;0;27;0.01133635;
07-05 14:49:28.835  6987  7010 I Unity   : [STATISTIC]351;14394427;0;14394063;753733632;16220160;897531767;0;0;0;0;0;0;0;0;0;28199950;11013490;572031;0;27;0.01440167;
07-05 14:49:28.848  6987  7010 I Unity   : [STATISTIC]352;15725000;0;15724740;753733632;16220160;897531767;9687;35052;132865;0;0;1094;1350157;0;0;17970464;10498854;457188;0;27;0.0157362;
07-05 14:49:28.862  6987  7010 I Unity   : [STATISTIC]353;13170677;0;13170208;754139136;16220160;897531767;9896;35104;50157;0;0;1146;1383803;0;0;25475158;8430677;348541;0;27;0.01318828;
07-05 14:49:28.875  6987  7010 I Unity   : [STATISTIC]354;14652188;0;14651823;754139136;16220160;897531767;12605;38021;51928;0;0;417;1881354;0;0;17075677;9193229;343438;0;27;0.01465932;
07-05 14:49:28.932  6987  7010 I Unity   : [STATISTIC]355;13356146;0;13355468;754139136;16220160;897531767;12395;40052;70000;0;0;781;1542812;0;0;16128382;7990208;1043750;0;27;0.01336901;
07-05 14:49:28.959  6987  7010 I Unity   : [STATISTIC]356;71906562;0;71906093;755032064;16220160;899770039;10052;34687;47812;0;0;1146;1343749;0;0;141586927;3302292;815208;0;27;0.07191437;
07-05 14:49:28.976  6987  7010 I Unity   : [STATISTIC]357;22312031;0;22311667;756895744;16220160;1327654583;1264636;522031;272656;0;0;422760;10243335;0;0;32009417;5466667;404479;0;27;0.02233531;
07-05 14:49:28.985  6987  7010 I Unity   : [STATISTIC]358;9533229;0;9532865;758407168;16220160;1327654583;425833;63229;125573;0;0;61459;3019531;0;0;13278803;125000;540833;0;27;0.009546666;
07-05 14:49:28.992  6987  7010 I Unity   : [STATISTIC]359;7085104;0;7084688;758747136;16220160;1327654583;12135;41823;106094;0;0;71406;1648021;0;0;10489369;58802;591250;0;27;0.007094584;
07-05 14:49:29.000  6987  7010 I Unity   : [STATISTIC]360;4896562;0;4896198;758755328;16220160;1327654583;0;0;0;0;0;0;0;0;0;7315934;50572;475417;0;27;0.004908854;
07-05 14:49:29.016  6987  7010 I Unity   : [STATISTIC]361;10948855;0;10948229;758915072;16220160;1327654583;0;0;0;0;0;0;0;0;0;16422864;3189427;470105;0;27;0.01094547;
07-05 14:49:29.029  6987  7010 I Unity   : [STATISTIC]362;14902917;0;14902605;759246848;16220160;1327654583;12552;66146;112188;0;0;63333;1491198;0;0;27154482;8012188;350209;0;27;0.0149262;
07-05 14:49:29.042  6987  7010 I Unity   : [STATISTIC]363;12780885;0;12780573;759431168;16220160;1327654583;8646;51563;74375;0;0;51511;1139115;0;0;13306510;6969167;276823;0;27;0.01279213;
07-05 14:49:29.200  6987  7010 I Unity   : [STATISTIC]364;161196094;0;161195730;789643264;16220160;1338177303;10573;52135;81041;0;3647;55469;1272657;0;0;310666516;6728698;3937083;0;27;0.1612034;
07-05 14:49:29.219  6987  7010 I Unity   : [STATISTIC]365;22538907;0;22538489;794910720;16220160;1348720535;21929;171510;151667;428386;240260;177032;3380002;0;0;36173548;56614;2572760;0;27;0.02254984;
07-05 14:49:29.230  6987  7010 I Unity   : [STATISTIC]366;10692188;0;10691823;797462528;16220160;1375987639;18541;102917;102032;0;48594;134062;1987762;0;0;14090832;43959;682083;0;27;0.01070333;
07-05 14:49:29.239  6987  7010 I Unity   : [STATISTIC]367;9596354;0;9596042;802091008;16220160;1380206615;0;0;0;0;36459;0;0;0;0;16010770;44948;1062552;0;27;0.009604532;
07-05 14:49:29.249  6987  7010 I Unity   : [STATISTIC]368;9587656;0;9587240;806449152;16220160;1384413239;9583;65209;50000;0;45833;65209;1308646;0;0;13338022;72552;742500;0;27;0.00959677;
07-05 14:49:29.261  6987  7010 I Unity   : [STATISTIC]369;7409480;0;7409010;806629376;16220160;1384413239;9583;60469;71511;0;26042;65886;1201355;0;0;10069583;45469;923125;0;27;0.007419115;
07-05 14:49:29.277  6987  7010 I Unity   : [STATISTIC]370;10933855;0;10933541;806772736;16220160;1384413239;0;0;0;0;140156;0;0;0;0;13946983;4868958;1127084;0;27;0.01094391;
07-05 14:49:29.295  6987  7010 I Unity   : [STATISTIC]371;22401979;0;22401459;807145472;16220160;1384413239;14219;69375;78229;0;105938;118906;1962968;0;0;27097555;9941719;967761;0;27;0.02241203;
07-05 14:49:29.303  6987  7010 I Unity   : [STATISTIC]372;13180417;0;13180104;807145472;16220160;1384413239;12083;79323;70521;0;64740;64323;1360209;0;0;15219951;5304635;1191875;0;27;0.01319141;
07-05 14:49:29.320  6987  7010 I Unity   : [STATISTIC]373;9178802;0;9178490;809373696;16220160;1401206839;11094;50989;79375;107500;65678;69479;1344063;0;0;11968025;45208;2296615;0;27;0.009188333;
07-05 14:49:29.335  6987  7010 I Unity   : [STATISTIC]374;16277188;0;16276823;809373696;16220160;1401206839;0;0;0;0;41146;0;0;0;0;11210211;8321510;1296823;0;27;0.01628521;
07-05 14:49:29.350  6987  7010 I Unity   : [STATISTIC]375;16353646;0;16353229;811810816;16220160;1418010795;9792;44635;47656;171042;69791;59687;1311249;0;0;19125781;6876042;2567083;0;27;0.01636677;
07-05 14:49:29.363  6987  7010 I Unity   : [STATISTIC]376;13287864;0;13287448;811810816;16220160;1418010795;10000;48542;48594;0;81667;60260;1230521;0;0;7987337;5356198;1152344;0;27;0.01329693;
07-05 14:49:29.384  6987  7010 I Unity   : [STATISTIC]377;25868334;0;25867656;814485504;16220160;1418023147;11510;73282;63802;121354;79584;63073;1489271;0;0;39805520;5133802;2875364;0;27;0.02587651;
07-05 14:49:29.396  6987  7010 I Unity   : [STATISTIC]378;12382969;0;12382604;818868224;16220160;1418085559;15365;93697;106302;220521;83072;130312;2174168;0;0;16091987;45625;4007395;0;27;0.01239542;
07-05 14:49:29.414  6987  7010 I Unity   : [STATISTIC]379;6388229;0;6387917;819023872;16220160;1418089751;0;0;0;0;47343;0;0;0;0;8293545;58542;854010;0;27;0.006397292;
07-05 14:49:29.433  6987  7010 I Unity   : [STATISTIC]380;21883177;0;21882760;821252096;16220160;1418126751;14844;56511;54635;220417;104636;120052;1624376;0;0;24647759;11510521;2633021;0;27;0.02189354;
07-05 14:49:29.445  6987  7010 I Unity   : [STATISTIC]381;18605886;0;18605468;823664640;16220160;1434916415;10208;49896;89427;117083;63177;59739;1345366;0;0;21643957;8990052;2400261;0;27;0.01861588;
07-05 14:49:29.457  6987  7010 I Unity   : [STATISTIC]382;9876511;0;9876146;823971840;16220160;1434924863;12864;54635;48438;0;55677;56980;1199635;0;0;7960370;1799167;1187292;0;27;0.009888542;
07-05 14:49:29.474  6987  7010 I Unity   : [STATISTIC]383;14225781;0;14225364;824127488;16220160;1434924863;9636;51094;44688;0;23959;54948;1208386;0;0;18205887;4062552;1050469;0;27;0.01423422;
07-05 14:49:29.487  6987  7010 I Unity   : [STATISTIC]384;17277031;0;17276719;826474496;16220160;1434957531;10469;90677;51771;201667;121614;65833;1516250;0;0;21133378;6264271;2826875;0;27;0.01728505;
07-05 14:49:29.497  6987  7010 I Unity   : [STATISTIC]385;12117865;0;12117448;824578048;16220160;1434995323;11042;52552;48073;181667;66458;77032;1605624;0;0;11930885;1676979;2392240;0;27;0.01213672;
07-05 14:49:29.512  6987  7010 I Unity   : [STATISTIC]386;12210521;0;12210209;826912768;16220160;1435003835;0;0;0;375312;66875;0;0;0;0;17737497;431093;3156042;0;27;0.0122213;
07-05 14:49:29.526  6987  7010 I Unity   : [STATISTIC]387;14159688;0;14159011;829616128;16220160;1451841639;12760;178073;56667;457761;38958;78073;2073750;0;0;13706252;2860260;2156770;0;27;0.01416797;
07-05 14:49:29.540  6987  7010 I Unity   : [STATISTIC]388;13536823;0;13536510;830148608;16220160;1451845959;11614;53802;94532;0;58125;100730;1853125;0;0;12521356;2293073;1330000;0;27;0.01354771;
07-05 14:49:29.553  6987  7010 I Unity   : [STATISTIC]389;14591458;0;14590937;832606208;16220160;1468643911;47448;60260;216615;164687;158072;81980;1842344;0;0;17150831;2870781;3300469;0;27;0.01460411;
07-05 14:49:29.567  6987  7010 I Unity   : [STATISTIC]390;13832552;0;13832188;835391488;16220160;1468729595;10573;81563;53334;465521;352135;100052;1589116;0;0;17520209;2127084;3063958;0;27;0.01383802;
07-05 14:49:29.579  6987  7010 I Unity   : [STATISTIC]391;13242969;0;13242344;837595136;16220160;1468746523;14687;66250;50365;175000;38229;87968;1842187;0;0;15177863;1759479;2218698;0;27;0.01326354;
07-05 14:49:29.594  6987  7010 I Unity   : [STATISTIC]392;14350000;0;14349584;839864320;16220160;1468771707;0;0;0;255104;87187;0;0;0;0;20483386;1062239;2180625;0;27;0.01435948;
07-05 14:49:29.607  6987  7010 I Unity   : [STATISTIC]393;13232032;0;13231718;842465280;16220160;1468821531;10885;51354;51979;181823;63333;64063;1323021;0;0;16856039;1292240;2354479;0;27;0.01325062;
07-05 14:49:29.622  6987  7010 I Unity   : [STATISTIC]394;13667500;0;13667135;844591104;16220160;1468856235;11719;63333;48906;295521;100156;70000;1528491;0;0;19576926;869740;1972500;0;27;0.01367542;
07-05 14:49:29.635  6987  7010 I Unity   : [STATISTIC]395;14181041;0;14180417;844591104;16220160;1468865195;11406;60209;52500;0;29635;65417;1322656;0;0;17334582;1901198;721667;0;27;0.01418865;
07-05 14:49:29.649  6987  7010 I Unity   : [STATISTIC]396;13890313;0;13889896;844947456;16220160;1468869643;15157;74480;57969;0;74687;78906;1598334;0;0;21733382;923959;1173958;0;27;0.0139013;
07-05 14:49:29.662  6987  7010 I Unity   : [STATISTIC]397;13660781;0;13660417;844947456;16220160;1468869643;12813;57396;55104;0;60468;58594;1624999;0;0;21440931;1034375;860052;0;27;0.01367229;
07-05 14:49:29.676  6987  7010 I Unity   : [STATISTIC]398;13903386;0;13902864;845099008;16220160;1468869643;0;0;0;0;63282;0;0;0;0;23513435;836302;996562;0;27;0.01391521;
07-05 14:49:29.704  6987  7010 I Unity   : [STATISTIC]399;14655573;0;14655261;845099008;16220160;1468869643;9635;49270;52656;0;30625;75052;1459842;0;0;23288863;1000052;650469;0;27;0.01466479;
07-05 14:49:29.717  6987  7010 I Unity   : [STATISTIC]400;24556198;0;24555886;847228928;16220160;1468869643;17969;74427;80520;222552;201303;85990;1589532;0;0;28093441;13917396;2896979;0;27;0.02457219;
07-05 14:49:29.734  6987  7010 I Unity   : [STATISTIC]401;11115625;0;11115364;847249408;16220160;1468869643;14480;77603;85521;0;49323;91407;1997708;0;0;11016199;2359427;1075573;0;27;0.01112448;
07-05 14:49:29.750  6987  7010 I Unity   : [STATISTIC]402;14463698;0;14463229;846462976;16220160;1468869643;0;0;0;0;40990;0;0;0;0;17482447;7669271;830833;0;27;0.01447588;
07-05 14:49:29.765  6987  7010 I Unity   : [STATISTIC]403;19510313;0;19509844;846462976;16220160;1468869643;14480;68229;67656;0;166615;92240;1960417;0;0;23872605;8777864;1302396;0;27;0.01952036;
07-05 14:49:29.778  6987  7010 I Unity   : [STATISTIC]404;14199740;0;14199375;848494592;16220160;1468882379;14688;69844;59948;126406;70365;94427;1348749;0;0;16797236;5411823;1676771;0;27;0.01421958;
07-05 14:49:29.793  6987  7010 I Unity   : [STATISTIC]405;11984427;0;11984114;848232448;16220160;1468886923;9531;54427;45573;0;86302;53178;1196302;0;0;7602251;4079583;1172187;0;27;0.01199422;
07-05 14:49:29.809  6987  7010 I Unity   : [STATISTIC]406;14918438;0;14917864;848609280;16220160;1468886923;12032;51094;53333;0;53282;76771;1260991;0;0;15850519;6938541;1226823;0;27;0.01492891;
07-05 14:49:29.823  6987  7010 I Unity   : [STATISTIC]407;16775365;0;16774843;848609280;16220160;1485664139;9739;52916;46666;0;38698;71302;1225782;0;0;19000992;8105781;1601614;0;27;0.01678828;
07-05 14:49:29.836  6987  7010 I Unity   : [STATISTIC]408;14477448;0;14476979;850374656;16220160;1502454123;10260;49323;92865;107240;76980;68437;1290416;0;0;19019793;5217239;2208489;0;27;0.01449312;
07-05 14:49:29.850  6987  7010 I Unity   : [STATISTIC]409;13222188;0;13221875;852496384;16220160;1502475115;9584;47969;47448;106146;70312;67604;1239791;0;0;16341409;4158333;1930365;0;27;0.01323089;
07-05 14:49:29.866  6987  7010 I Unity   : [STATISTIC]410;11785416;0;11784739;851042304;16220160;1502479723;0;0;0;0;67499;0;0;0;0;6768857;4262135;1187761;0;27;0.01179323;
07-05 14:49:29.881  6987  7010 I Unity   : [STATISTIC]411;17869062;0;17868594;853544960;16220160;1502479723;10053;64010;47500;156615;81407;113906;1403853;0;0;20628853;8419063;1989062;0;27;0.01788568;
07-05 14:49:29.897  6987  7010 I Unity   : [STATISTIC]412;14349166;0;14348802;853544960;16220160;1519256939;8177;44635;43646;0;72083;47657;1135365;0;0;8289791;6503230;1079688;0;27;0.01435458;
07-05 14:49:29.911  6987  7010 I Unity   : [STATISTIC]413;15149479;0;15148855;853544960;16220160;1519256939;9948;56510;50885;0;80052;59427;1233386;0;0;17557244;7061250;1402969;0;27;0.01516349;
07-05 14:49:29.926  6987  7010 I Unity   : [STATISTIC]414;15687917;0;15687552;855859200;16220160;1519261227;13073;52656;66823;195677;77553;63125;1468072;0;0;18609051;6362709;2184115;0;27;0.01569599;
07-05 14:49:29.939  6987  7010 I Unity   : [STATISTIC]415;16080573;0;16080052;858284032;16220160;1519298667;10781;47187;49688;154792;34843;63906;1398802;0;0;12827652;5745417;2767240;0;27;0.01609125;
07-05 14:49:29.952  6987  7010 I Unity   : [STATISTIC]416;12064428;0;12064010;860692480;16220160;1536080555;10208;54843;48646;111771;50989;74791;1318020;0;0;14973181;2796094;2393750;0;27;0.01207427;
07-05 14:49:29.967  6987  7010 I Unity   : [STATISTIC]417;12708541;0;12708073;862744576;16220160;1536080555;11094;46458;48906;182604;36979;58125;1160104;0;0;15739691;3404584;2197656;0;27;0.01272307;
07-05 14:49:29.982  6987  7010 I Unity   : [STATISTIC]418;13454480;0;13453854;862744576;16220160;1536080555;0;0;0;0;70052;0;0;0;0;9109220;6269323;1549063;0;27;0.01346323;
07-05 14:49:29.997  6987  7010 I Unity   : [STATISTIC]419;16110521;0;16110208;865103872;16220160;1536086359;8959;47708;45782;289635;62760;59323;1301354;0;0;18826983;6912708;2156563;0;27;0.01612313;
07-05 14:49:30.010  6987  7010 I Unity   : [STATISTIC]420;15779896;0;15779583;867393536;16220160;1536107479;10365;56562;49219;147031;74948;62396;1403645;0;0;11302238;6107917;2211250;0;27;0.01579312;
07-05 14:49:30.022  6987  7010 I Unity   : [STATISTIC]421;12846563;0;12846197;869494784;16220160;1536115671;9792;46146;43177;247709;115990;52916;1255573;0;0;13336249;3265886;2343073;0;27;0.01285547;
07-05 14:49:30.037  6987  7010 I Unity   : [STATISTIC]422;11982865;0;11982552;871694336;16220160;1536123863;10730;50886;48959;121719;47656;64479;1267291;0;0;10822340;3062761;2132813;0;27;0.01199203;
07-05 14:49:30.051  6987  7010 I Unity   : [STATISTIC]423;17329480;0;17329166;873877504;16220160;1552922199;24062;81979;100989;141927;55312;107708;2428125;0;0;14728643;5535469;3272968;0;27;0.0173399;
07-05 14:49:30.063  6987  7010 I Unity   : [STATISTIC]424;10694167;0;10693750;874110976;16220160;1552896087;9635;51875;46979;0;66301;62188;1268595;0;0;12370469;2273698;1406875;0;27;0.01070323;
07-05 14:49:30.079  6987  7010 I Unity   : [STATISTIC]425;10328125;0;10327708;874270720;16220160;1552896087;0;0;0;0;92083;0;0;0;0;13710731;3322709;1472708;0;27;0.01033948;
07-05 14:49:30.094  6987  7010 I Unity   : [STATISTIC]426;16738489;0;16738020;874270720;16220160;1569673303;11302;62292;53281;0;41354;80416;1243541;0;0;18097289;9234479;802812;0;27;0.01674807;
07-05 14:49:30.108  6987  7010 I Unity   : [STATISTIC]427;17872813;0;17872448;876621824;16220160;1569717599;9844;74323;48750;378229;50625;59636;1473802;0;0;21536196;7405938;2468333;0;27;0.0178862;
07-05 14:49:30.119  6987  7010 I Unity   : [STATISTIC]428;13209428;0;13208906;878899200;16220160;1569725791;11614;59166;52135;193854;69688;73177;1441095;0;0;16052444;3388750;2363906;0;27;0.01321797;
07-05 14:49:30.133  6987  7010 I Unity   : [STATISTIC]429;11061354;0;11060990;881176576;16220160;1569755135;9010;50833;47187;131250;48125;54166;1252813;0;0;10725358;1863229;2311562;0;27;0.01107042;
07-05 14:49:30.147  6987  7010 I Unity   : [STATISTIC]430;12842344;0;12842031;883257344;16220160;1586558203;0;0;0;249114;84323;0;0;0;0;11366354;4449791;2347188;0;27;0.01282224;
