
07-05 14:49:27.738  6987  7010 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);GhostUpdateSystem:UpdateJob (Burst);Idle;OculusRuntime.WaitToBeginFrame;GameClient Unity.Entities.SimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-05 14:49:45.432  6987  7010 I Unity   : [STATISTIC]1530;12161302;0;12160833;1296576512;16220160;2545963635;0;0;0;0;76927;0;0;0;0;15059431;5438489;1406666;0;27;0.01217115;
07-05 14:49:45.446  6987  7010 I Unity   : [STATISTIC]1531;15023438;0;15022917;1296576512;16220160;2545963635;12604;59271;58177;0;109271;84115;1295887;0;0;17661871;7176146;1006042;0;27;0.0150351;
07-05 14:49:45.460  6987  7010 I Unity   : [STATISTIC]1532;14674323;0;14673958;1296576512;16220160;2545963635;12552;62136;59115;0;207707;83906;1304584;0;0;16277807;6592448;1092500;0;27;0.01468844;
07-05 14:49:45.473  6987  7010 I Unity   : [STATISTIC]1533;17228489;0;17228021;1298956288;16220160;2545988211;24740;82604;91771;302604;167917;93281;1764948;0;0;21165774;5487292;3251458;0;27;0.01723844;
07-05 14:49:45.487  6987  7010 I Unity   : [STATISTIC]1534;11220938;0;11220469;1301225472;16220160;2546018887;14479;60990;56667;204427;223958;80156;1298802;0;0;12552192;1558281;2448542;0;27;0.01122938;
07-05 14:49:45.499  6987  7010 I Unity   : [STATISTIC]1535;11261198;0;11260886;1301225472;16220160;2562796103;10990;55260;50677;0;109480;85521;1287657;0;0;12159114;3671198;982187;0;27;0.01127073;
07-05 14:49:45.514  6987  7010 I Unity   : [STATISTIC]1536;13719115;0;13718697;1303355392;16220160;2562820679;0;0;0;242708;106510;0;0;0;0;16709747;5281302;2560625;0;27;0.01372922;
07-05 14:49:45.527  6987  7010 I Unity   : [STATISTIC]1537;16357761;0;16357188;1303588864;16220160;2562820679;11250;59844;49739;0;129479;77084;1880520;0;0;18028747;6235677;1084167;0;27;0.01636375;
07-05 14:49:45.540  6987  7010 I Unity   : [STATISTIC]1538;10714583;0;10714271;1303683072;16220160;2562820679;10417;54166;67240;0;195729;71145;1198334;0;0;12423858;2578021;1452604;0;27;0.01074438;
07-05 14:49:45.555  6987  7010 I Unity   : [STATISTIC]1539;15734063;0;15733542;1303945216;16220160;2562799007;16093;66302;95104;0;164739;111250;2071772;0;0;18176713;5432240;1353490;0;27;0.01574359;
07-05 14:49:45.569  6987  7010 I Unity   : [STATISTIC]1540;14734375;0;14733959;1306353664;16220160;2562815391;17448;53229;95990;134166;232082;119739;1450728;0;0;16313435;4581250;2685677;0;27;0.01474172;
07-05 14:49:45.582  6987  7010 I Unity   : [STATISTIC]1541;12891666;0;12891302;1308438528;16220160;2579600799;10365;53073;51250;255104;137604;74010;1351563;0;0;12178435;3165260;2048177;0;27;0.01290568;
07-05 14:49:45.597  6987  7010 I Unity   : [STATISTIC]1542;9616302;0;9615938;1308438528;16220160;2579600799;0;0;0;0;75781;0;0;0;0;11506046;3542813;828646;0;27;0.009627239;
07-05 14:49:45.612  6987  7010 I Unity   : [STATISTIC]1543;19656822;0;19656406;1308696576;16220160;2579600799;18177;72291;102031;0;193177;122604;2184844;0;0;21279064;8701875;1568021;0;27;0.01966542;
07-05 14:49:45.623  6987  7010 I Unity   : [STATISTIC]1544;14651042;0;14650677;1310744576;16220160;2579617183;14844;59323;65990;560365;195938;101614;1477240;0;0;18624587;4535729;2285208;0;27;0.01466036;
07-05 14:49:45.638  6987  7010 I Unity   : [STATISTIC]1545;8327500;0;8327135;1310744576;16220160;2579617183;10104;59688;49115;0;121772;87448;1189843;0;0;11096303;1202916;862916;0;27;0.00833651;
07-05 14:49:45.653  6987  7010 I Unity   : [STATISTIC]1546;17305573;0;17305260;1310744576;16220160;2579617183;17708;63437;94427;0;260000;126198;2201616;0;0;22035263;6933698;1409010;0;27;0.01731422;
07-05 14:49:45.665  6987  7010 I Unity   : [STATISTIC]1547;13255781;0;13255417;1310744576;16220160;2579617183;13073;59063;87344;0;199375;86250;1479271;0;0;16271510;4937917;1180313;0;27;0.01325844;
07-05 14:49:45.680  6987  7010 I Unity   : [STATISTIC]1548;10413438;0;10413021;1310941184;16220160;2579617183;0;0;0;0;195364;0;0;0;0;13377974;3880781;1010625;0;27;0.01044458;
07-05 14:49:45.695  6987  7010 I Unity   : [STATISTIC]1549;16546510;0;16546146;1311203328;16220160;2579617183;11459;55937;53750;0;109740;88438;1405105;0;0;19398226;8753438;860365;0;27;0.01655708;
07-05 14:49:45.708  6987  7010 I Unity   : [STATISTIC]1550;15105885;0;15105365;1311203328;16220160;2579617183;14843;55677;71875;0;205782;82812;1403177;0;0;25797090;6908437;1254583;0;27;0.01511552;
07-05 14:49:45.722  6987  7010 I Unity   : [STATISTIC]1551;12666250;0;12665729;1311203328;16220160;2579617183;12291;55677;60521;0;247137;84427;1387864;0;0;15593856;4685260;1172396;0;27;0.01267464;
07-05 14:49:45.735  6987  7010 I Unity   : [STATISTIC]1552;18089427;0;18089062;1311203328;16220160;2579617183;10104;54948;47188;0;484635;83959;1717135;0;0;21213700;6442552;1818750;0;27;0.01810078;
07-05 14:49:45.747  6987  7010 I Unity   : [STATISTIC]1553;9385468;0;9385052;1311473664;16220160;2579617183;12135;58021;54479;0;206459;73802;1244219;0;0;9265671;1444219;1478750;0;27;0.009394792;
07-05 14:49:45.763  6987  7010 I Unity   : [STATISTIC]1554;10699896;0;10699323;1311473664;16220160;2579596603;0;0;0;0;172292;0;0;0;0;13374475;3840782;1643646;0;27;0.01070833;
07-05 14:49:45.778  6987  7010 I Unity   : [STATISTIC]1555;20050833;0;20050365;1311473664;16220160;2579596603;13177;97916;99636;0;231354;86406;2099791;0;0;24031875;8876822;2118855;0;27;0.02006234;
07-05 14:49:45.790  6987  7010 I Unity   : [STATISTIC]1556;11454062;0;11453594;1311473664;16220160;2579596603;10469;52187;47083;0;202448;70520;1257447;0;0;13650355;3825000;1098802;0;27;0.01144427;
07-05 14:49:45.805  6987  7010 I Unity   : [STATISTIC]1557;15299687;0;15299271;1313878016;16220160;2579628455;14636;58646;86042;335625;310157;92553;1623802;0;0;20016612;3856510;2907500;0;27;0.01532182;
07-05 14:49:45.819  6987  7010 I Unity   : [STATISTIC]1558;15324844;0;15324479;1315946496;16220160;2579653031;13281;61823;58386;280260;201459;92396;1450521;0;0;14409538;3911771;2954688;0;27;0.01536198;
07-05 14:49:45.830  6987  7010 I Unity   : [STATISTIC]1559;10097344;0;10097031;1315946496;16220160;2579653031;13594;58334;78281;0;126406;83958;1293646;0;0;12556146;2381146;925156;0;27;0.01014057;
07-05 14:49:45.847  6987  7010 I Unity   : [STATISTIC]1560;9791927;0;9791511;1315946496;16220160;2579653031;0;0;0;0;153334;0;0;0;0;12515421;3349740;1096979;0;27;0.009800364;
07-05 14:49:45.861  6987  7010 I Unity   : [STATISTIC]1561;20037136;0;20036667;1315946496;16220160;2579653031;15989;68021;130365;0;245833;115990;2129949;0;0;23369901;10236667;1633073;0;27;0.02004578;
07-05 14:49:45.873  6987  7010 I Unity   : [STATISTIC]1562;14474792;0;14474427;1315946496;16220160;2579653031;13386;65885;69114;0;276250;111302;1691041;0;0;18805004;4686719;1501875;0;27;0.01448953;
07-05 14:49:45.887  6987  7010 I Unity   : [STATISTIC]1563;10968020;0;10967708;1315946496;16220160;2579653031;13907;78489;59948;0;195833;183489;1704948;0;0;14233539;2387187;1068802;0;27;0.01097813;
07-05 14:49:45.901  6987  7010 I Unity   : [STATISTIC]1564;13058073;0;13057761;1315946496;16220160;2579653031;12656;59792;56666;0;225730;84636;1426198;0;0;16117448;4416563;1162656;0;27;0.01306698;
07-05 14:49:45.914  6987  7010 I Unity   : [STATISTIC]1565;12798125;0;12797812;1315946496;16220160;2579653031;0;0;0;0;181980;0;0;0;0;22664120;5758386;1152396;0;27;0.01280984;
07-05 14:49:45.929  6987  7010 I Unity   : [STATISTIC]1566;14135000;0;14134584;1315946496;16220160;2579653031;11354;54427;48021;0;115000;126875;1247187;0;0;16113289;6759271;900834;0;27;0.01414802;
07-05 14:49:45.944  6987  7010 I Unity   : [STATISTIC]1567;15466719;0;15466354;1316065280;16220160;2579653031;11041;61770;50729;0;213905;86771;1379636;0;0;17995723;7569011;975677;0;27;0.01547406;
07-05 14:49:45.957  6987  7010 I Unity   : [STATISTIC]1568;14960573;0;14960052;1316065280;16220160;2579653031;13386;60833;61615;0;239741;102656;1508957;0;0;18238073;6127604;1177396;0;27;0.01497057;
07-05 14:49:45.969  6987  7010 I Unity   : [STATISTIC]1569;13073489;0;13072917;1316065280;16220160;2579653031;12708;64896;84063;0;226200;83177;1514480;0;0;16272241;3795364;1079948;0;27;0.01308547;
07-05 14:49:45.983  6987  7010 I Unity   : [STATISTIC]1570;12024687;0;12024271;1316065280;16220160;2579653031;10052;62656;48437;0;207864;103437;1392813;0;0;15128382;3771562;943698;0;27;0.01204026;
07-05 14:49:45.998  6987  7010 I Unity   : [STATISTIC]1571;12559792;0;12559323;1316065280;16220160;2579653031;0;0;0;0;186146;0;0;0;0;15695262;5848334;1144844;0;27;0.01256979;
07-05 14:49:46.012  6987  7010 I Unity   : [STATISTIC]1572;16272864;0;16272500;1316057088;16220160;2579653031;11719;54062;60885;0;116459;111875;1430105;0;0;17759426;7996823;1070885;0;27;0.01628214;
07-05 14:49:46.026  6987  7010 I Unity   : [STATISTIC]1573;13908125;0;13907500;1316057088;16220160;2579653031;13334;57552;79063;0;239687;90208;1510990;0;0;23498177;5419791;1193803;0;27;0.0139175;
07-05 14:49:46.039  6987  7010 I Unity   : [STATISTIC]1574;13659323;0;13659011;1316073472;16220160;2579653031;11823;59479;51198;0;191771;83489;1353334;0;0;16981194;5462552;943646;0;27;0.01367177;
07-05 14:49:46.054  6987  7010 I Unity   : [STATISTIC]1575;13390052;0;13389583;1316073472;16220160;2579653031;12916;61042;59791;0;256510;114895;1427916;0;0;16064483;5380000;1101979;0;27;0.013405;
07-05 14:49:46.068  6987  7010 I Unity   : [STATISTIC]1576;14557813;0;14557500;1316073472;16220160;2579653031;12760;78438;56562;0;165314;80938;1426771;0;0;17406663;6311302;1073020;0;27;0.01456906;
07-05 14:49:46.082  6987  7010 I Unity   : [STATISTIC]1577;13059115;0;13058593;1316073472;16220160;2579653031;0;0;0;0;195000;0;0;0;0;16980048;5850938;1213959;0;27;0.01305781;
07-05 14:49:46.096  6987  7010 I Unity   : [STATISTIC]1578;14339011;0;14338541;1316073472;16220160;2579653031;11823;58802;53178;0;92083;83750;1289324;0;0;16520314;6486458;853594;0;27;0.0143638;
07-05 14:49:46.110  6987  7010 I Unity   : [STATISTIC]1579;14495729;0;14495417;1316073472;16220160;2579653031;10938;58646;87708;0;209584;85990;1328021;0;0;17067559;7000938;980052;0;27;0.01450589;
07-05 14:49:46.124  6987  7010 I Unity   : [STATISTIC]1580;14648178;0;14647708;1316089856;16220160;2579653031;11771;58958;56511;0;317865;82604;1556146;0;0;17812553;6098958;1216145;0;27;0.01465609;
07-05 14:49:46.138  6987  7010 I Unity   : [STATISTIC]1581;13531980;0;13531562;1316089856;16220160;2579653031;11354;67344;52240;0;326668;101823;1409531;0;0;16309525;5194532;1165416;0;27;0.01354297;
07-05 14:49:46.152  6987  7010 I Unity   : [STATISTIC]1582;14005000;0;14004687;1316098048;16220160;2579653031;11041;58958;51302;0;241822;90781;1480833;0;0;23575517;5603906;1018333;0;27;0.01401203;
07-05 14:49:46.166  6987  7010 I Unity   : [STATISTIC]1583;12079219;0;12078906;1316098048;16220160;2579653031;0;0;0;0;172760;0;0;0;0;20790940;5663281;1045834;0;27;0.01209505;
07-05 14:49:46.179  6987  7010 I Unity   : [STATISTIC]1584;15614844;0;15614479;1316089856;16220160;2579653031;13542;62812;69687;0;81771;120520;1666041;0;0;18354482;7498802;747865;0;27;0.01562516;
07-05 14:49:46.194  6987  7010 I Unity   : [STATISTIC]1585;14118906;0;14118489;1316089856;16220160;2579653031;12240;56771;60157;0;231353;82500;1520053;0;0;24027189;5706667;1189844;0;27;0.01412182;
07-05 14:49:46.208  6987  7010 I Unity   : [STATISTIC]1586;13729271;0;13728958;1316089856;16220160;2579653031;10364;56510;51719;0;206042;74583;1403387;0;0;16472450;5832083;1009635;0;27;0.01374989;
07-05 14:49:46.222  6987  7010 I Unity   : [STATISTIC]1587;14089480;0;14089218;1316089856;16220160;2579653031;14063;58750;54896;0;231563;89011;1424167;0;0;16729318;6084375;1108803;0;27;0.0141088;
07-05 14:49:46.235  6987  7010 I Unity   : [STATISTIC]1588;13917761;0;13917291;1316089856;16220160;2579653031;14167;55104;59115;0;247031;70885;1361042;0;0;16683133;5716562;1199167;0;27;0.01392896;
07-05 14:49:46.249  6987  7010 I Unity   : [STATISTIC]1589;15030365;0;15029896;1316089856;16220160;2579544007;0;0;0;0;336717;0;0;0;0;20009115;5597240;1712708;0;27;0.0150351;
07-05 14:49:46.262  6987  7010 I Unity   : [STATISTIC]1590;12261302;0;12260937;1316089856;16220160;2579544007;10468;55990;48959;0;69479;91146;1236562;0;0;14221141;4308125;671458;0;27;0.01228771;
07-05 14:49:46.278  6987  7010 I Unity   : [STATISTIC]1591;13040416;0;13040104;1316089856;16220160;2579544007;11146;56094;55469;0;221925;93177;1398697;0;0;21733694;5129375;1054687;0;27;0.0130526;
07-05 14:49:46.292  6987  7010 I Unity   : [STATISTIC]1592;19162500;0;19162135;1316106240;16220160;2579544007;24896;83958;116198;0;546354;149844;2110522;0;0;23184013;8128750;2330573;0;27;0.01917281;
07-05 14:49:46.306  6987  7010 I Unity   : [STATISTIC]1593;11625104;0;11624792;1316098048;16220160;2579544007;13802;62396;60521;0;279895;100834;1447448;0;0;14954740;2714271;1265834;0;27;0.01162984;
07-05 14:49:46.319  6987  7010 I Unity   : [STATISTIC]1594;13360156;0;13359791;1316106240;16220160;2579544007;11562;65573;54166;0;251666;78072;1370781;0;0;16141824;5240469;1127500;0;27;0.01338266;
07-05 14:49:46.334  6987  7010 I Unity   : [STATISTIC]1595;13272292;0;13271875;1316106240;16220160;2579544007;14219;61198;65833;0;181666;77396;1340990;0;0;15602446;5276667;1023073;0;27;0.0132837;
07-05 14:49:46.348  6987  7010 I Unity   : [STATISTIC]1596;12931406;0;12931094;1316106240;16220160;2579544007;0;0;0;0;231459;0;0;0;0;15550111;6203229;1262135;0;27;0.01294026;
07-05 14:49:46.362  6987  7010 I Unity   : [STATISTIC]1597;20263177;0;20262864;1316106240;16220160;2579544007;34427;116459;151666;0;329166;196094;2872655;0;0;33982969;7441979;2334895;0;27;0.02027604;
07-05 14:49:46.375  6987  7010 I Unity   : [STATISTIC]1598;9080833;0;9080417;1316106240;16220160;2579544007;12084;58020;54114;0;249011;81146;1365313;0;0;12044113;1079635;1036823;0;27;0.009090208;
07-05 14:49:46.389  6987  7010 I Unity   : [STATISTIC]1599;13220833;0;13220469;1316106240;16220160;2579544007;13958;66094;101459;0;234010;66771;1466563;0;0;16156824;5156979;1138230;0;27;0.01326516;
07-05 14:49:46.403  6987  7010 I Unity   : [STATISTIC]1600;16409167;0;16408646;1316098048;16220160;2579544007;32969;79219;156823;0;421354;147083;2314271;0;0;19998381;5851562;1926823;0;27;0.01641859;
07-05 14:49:46.417  6987  7010 I Unity   : [STATISTIC]1601;11434739;0;11434375;1316098048;16220160;2579544007;12396;58073;54323;0;237396;75781;1317239;0;0;14304221;3285781;1248385;0;27;0.01144557;
07-05 14:49:46.430  6987  7010 I Unity   : [STATISTIC]1602;12256875;0;12256562;1316106240;16220160;2579544007;0;0;0;0;187553;0;0;0;0;15215570;5905677;1009427;0;27;0.01226411;
07-05 14:49:46.444  6987  7010 I Unity   : [STATISTIC]1603;15262292;0;15261771;1316098048;16220160;2579544007;14843;71718;76354;0;138751;74427;1396041;0;0;17926351;7069636;994740;0;27;0.01527536;
07-05 14:49:46.459  6987  7010 I Unity   : [STATISTIC]1604;17370000;0;17369635;1316098048;16220160;2579544007;45573;99063;182396;0;545730;137708;2561926;0;0;21537143;5705885;2069271;0;27;0.01738375;
07-05 14:49:46.472  6987  7010 I Unity   : [STATISTIC]1605;11128438;0;11128073;1316114432;16220160;2579544007;15208;63437;51822;0;240991;80677;1366980;0;0;14060161;2908437;1138073;0;27;0.01113896;
07-05 14:49:46.486  6987  7010 I Unity   : [STATISTIC]1606;13512083;0;13511719;1316106240;16220160;2579544007;11198;54062;54792;0;220415;95468;1314844;0;0;16306717;5407499;1010573;0;27;0.01352141;
07-05 14:49:46.500  6987  7010 I Unity   : [STATISTIC]1607;12404219;0;12403750;1316106240;16220160;2579544007;0;0;0;0;195988;0;0;0;0;15569746;5802604;1192760;0;27;0.01241359;
07-05 14:49:46.515  6987  7010 I Unity   : [STATISTIC]1608;17598698;0;17598386;1316106240;16220160;2579544007;24895;89792;126354;0;213698;137031;2161406;0;0;21370420;6900573;1709167;0;27;0.01760974;
07-05 14:49:46.527  6987  7010 I Unity   : [STATISTIC]1609;12320937;0;12320364;1316106240;16220160;2579544007;10417;53125;48645;0;236511;65209;1314947;0;0;20177038;4124531;1277239;0;27;0.01232979;
07-05 14:49:46.542  6987  7010 I Unity   : [STATISTIC]1610;11786771;0;11786354;1316106240;16220160;2579544007;13282;59948;61614;0;231407;89271;1386406;0;0;14359057;3859636;1127709;0;27;0.01179766;
07-05 14:49:46.556  6987  7010 I Unity   : [STATISTIC]1611;17674114;0;17673750;1316106240;16220160;2579544007;29375;87396;119115;0;441667;140209;2036355;0;0;20458018;7107448;2103593;0;27;0.01768349;
07-05 14:49:46.568  6987  7010 I Unity   : [STATISTIC]1612;11817656;0;11817239;1316114432;16220160;2579544007;17188;62500;79531;0;228437;96823;1541823;0;0;14577136;3463438;1112292;0;27;0.01183172;
07-05 14:49:46.583  6987  7010 I Unity   : [STATISTIC]1613;11770313;0;11769844;1316106240;16220160;2579544007;10416;56614;47865;0;149896;74270;1264062;0;0;14164218;4007917;893593;0;27;0.01178;
07-05 14:49:46.597  6987  7010 I Unity   : [STATISTIC]1614;14171302;0;14170833;1316106240;16220160;2579544007;0;0;0;0;199741;0;0;0;0;16935629;7559895;1241250;0;27;0.01418141;
07-05 14:49:46.612  6987  7010 I Unity   : [STATISTIC]1615;18550156;0;18549791;1316114432;16220160;2579544007;33646;98281;150729;0;281249;126458;2353490;0;0;21767703;7249687;1756875;0;27;0.01855948;
07-05 14:49:46.623  6987  7010 I Unity   : [STATISTIC]1616;11469480;0;11468906;1316106240;16220160;2579544007;12031;65521;63645;0;282344;117604;1487760;0;0;14923649;2836979;1129896;0;27;0.01147224;
07-05 14:49:46.638  6987  7010 I Unity   : [STATISTIC]1617;10714844;0;10714271;1316106240;16220160;2579544007;10990;58645;48333;0;189167;76094;1245730;0;0;13145781;3054583;941146;0;27;0.01074292;
07-05 14:49:46.653  6987  7010 I Unity   : [STATISTIC]1618;15537812;0;15537396;1316106240;16220160;2579544007;11198;56927;57188;0;260626;82552;1414323;0;0;18455205;7268334;1170469;0;27;0.01553703;
07-05 14:49:46.666  6987  7010 I Unity   : [STATISTIC]1619;15618802;0;15618490;1316098048;16220160;2579544007;0;0;0;0;343021;0;0;0;0;19827299;6269636;1976667;0;27;0.01564833;
07-05 14:49:46.680  6987  7010 I Unity   : [STATISTIC]1620;10928229;0;10927969;1316098048;16220160;2579544007;10937;59271;52604;0;113438;86614;1321406;0;0;13363336;3589843;737344;0;27;0.01094427;
07-05 14:49:46.695  6987  7010 I Unity   : [STATISTIC]1621;14800209;0;14799895;1316098048;16220160;2579544007;14166;64271;75885;0;217501;90260;1404636;0;0;17800521;6587396;1101562;0;27;0.01481047;
07-05 14:49:46.708  6987  7010 I Unity   : [STATISTIC]1622;14992292;0;14991771;1316118528;16220160;2579544007;12656;54948;60938;0;206718;92709;1434060;0;0;17722605;6711407;1051458;0;27;0.01500578;
07-05 14:49:46.722  6987  7010 I Unity   : [STATISTIC]1623;13740000;0;13739687;1316110336;16220160;2579544007;13073;54844;57865;0;263489;78646;1362708;0;0;16154376;5240729;1160208;0;27;0.0137488;
07-05 14:49:46.736  6987  7010 I Unity   : [STATISTIC]1624;15811302;0;15811041;1316110336;16220160;2579544007;10468;58333;50261;0;321356;79375;1706406;0;0;19838804;5479948;1431250;0;27;0.01581885;
07-05 14:49:46.748  6987  7010 I Unity   : [STATISTIC]1625;10726458;0;10726042;1316118528;16220160;2579544007;10937;58229;48125;0;165470;84270;1223124;0;0;13233590;3039896;915782;0;27;0.01074651;
07-05 14:49:46.764  6987  7010 I Unity   : [STATISTIC]1626;12463750;0;12463281;1316110336;16220160;2579544007;0;0;0;0;184583;0;0;0;0;22234634;5313438;1179271;0;27;0.01247516;
07-05 14:49:46.778  6987  7010 I Unity   : [STATISTIC]1627;20538437;0;20538125;1316118528;16220160;2579544007;28229;86719;142083;0;235885;142553;2944688;0;0;26345568;8004218;1761354;0;27;0.02054969;
07-05 14:49:46.792  6987  7010 I Unity   : [STATISTIC]1628;10436823;0;10436458;1316118528;16220160;2579544007;12761;62657;57344;0;228595;96719;1512136;0;0;13015782;1833385;1074375;0;27;0.01044875;
07-05 14:49:46.806  6987  7010 I Unity   : [STATISTIC]1629;13765365;0;13765052;1316110336;16220160;2579544007;16667;58021;61771;0;217082;95521;1380885;0;0;23394122;4812135;1179531;0;27;0.01377661;
07-05 14:49:46.820  6987  7010 I Unity   : [STATISTIC]1630;13991041;0;13990625;1316143104;16220160;2579544007;20052;73906;71094;0;235469;94532;1532814;0;0;23365734;4874583;1325157;0;27;0.01400276;
07-05 14:49:46.833  6987  7010 I Unity   : [STATISTIC]1631;14460885;0;14460521;1316143104;16220160;2579544007;15052;72032;75313;0;200468;113542;1676927;0;0;25109006;5181042;1128542;0;27;0.0144699;
07-05 14:49:46.847  6987  7010 I Unity   : [STATISTIC]1632;11564896;0;11564479;1316159488;16220160;2579544007;0;0;0;0;167970;0;0;0;0;15146254;4415312;1077240;0;27;0.01157802;
07-05 14:49:46.861  6987  7010 I Unity   : [STATISTIC]1633;16185572;0;16185208;1316159488;16220160;2579544007;28386;99271;98281;0;196407;96250;1823280;0;0;27250416;6358438;1332553;0;27;0.01619739;
07-05 14:49:46.874  6987  7010 I Unity   : [STATISTIC]1634;11933333;0;11932969;1316159488;16220160;2579544007;12136;59895;57188;0;201666;76927;1270000;0;0;14282498;4671511;1004427;0;27;0.01194412;
07-05 14:49:46.888  6987  7010 I Unity   : [STATISTIC]1635;15734323;0;15734063;1316163584;16220160;2579544007;9583;51146;81198;0;244896;75989;1807396;0;0;26743391;5528698;1243490;0;27;0.01573797;
07-05 14:49:46.902  6987  7010 I Unity   : [STATISTIC]1636;11947500;0;11947187;1316155392;16220160;2579544007;10365;60989;50885;0;229427;97292;1425884;0;0;15223959;3669218;1185885;0;27;0.01197542;
07-05 14:49:46.917  6987  7010 I Unity   : [STATISTIC]1637;11820104;0;11819739;1316163584;16220160;2579544007;0;0;0;0;176406;0;0;0;0;14834571;5216615;1033490;0;27;0.01183094;
07-05 14:49:46.931  6987  7010 I Unity   : [STATISTIC]1638;20006458;0;20005729;1316163584;16220160;2579544007;32448;86094;125521;0;209845;112135;2164792;0;0;24134426;8964948;1853855;0;27;0.02001505;
07-05 14:49:46.944  6987  7010 I Unity   : [STATISTIC]1639;11232291;0;11231875;1316155392;16220160;2579544007;13803;65625;53646;0;367915;120416;1365416;0;0;15119116;2466927;1389791;0;27;0.01124563;
07-05 14:49:46.957  6987  7010 I Unity   : [STATISTIC]1640;13404531;0;13404219;1316155392;16220160;2579544007;10885;57291;60782;0;229791;79948;1334374;0;0;15718847;4936562;1011093;0;27;0.01341536;
07-05 14:49:46.972  6987  7010 I Unity   : [STATISTIC]1641;12642239;0;12641927;1316155392;16220160;2579544007;11771;57032;56354;0;219219;123125;1503802;0;0;15480004;4128697;1094063;0;27;0.01265177;
07-05 14:49:46.986  6987  7010 I Unity   : [STATISTIC]1642;15417709;0;15417240;1316155392;16220160;2579544007;10573;54895;55521;0;186718;113959;1476719;0;0;27384014;6309427;1221198;0;27;0.01542891;
07-05 14:49:47.000  6987  7010 I Unity   : [STATISTIC]1643;12778854;0;12778490;1316155392;16220160;2579544007;12812;54063;50208;0;175624;71979;1386563;0;0;15236719;4927552;1031459;0;27;0.01278104;
07-05 14:49:47.014  6987  7010 I Unity   : [STATISTIC]1644;12715625;0;12715052;1316155392;16220160;2579544007;0;0;0;0;211718;0;0;0;0;16198804;5584271;1145312;0;27;0.01275271;
07-05 14:49:47.028  6987  7010 I Unity   : [STATISTIC]1645;16382604;0;16382188;1316155392;16220160;2579544007;14948;55938;69323;0;146875;95625;1576094;0;0;19829009;7107813;1314271;0;27;0.01639344;
07-05 14:49:47.041  6987  7010 I Unity   : [STATISTIC]1646;14001198;0;14000729;1316155392;16220160;2579544007;14895;65364;69480;0;228280;101771;1565939;0;0;17295576;5200677;1148333;0;27;0.01401443;
07-05 14:49:47.055  6987  7010 I Unity   : [STATISTIC]1647;13096614;0;13096250;1316155392;16220160;2579544007;10313;57187;49167;0;224427;75157;1413958;0;0;15799480;4464062;1016407;0;27;0.01311427;
07-05 14:49:47.070  6987  7010 I Unity   : [STATISTIC]1648;13762761;0;13762396;1316155392;16220160;2579544007;12916;67812;58541;0;243801;117500;1562448;0;0;16726037;5267969;1342709;0;27;0.01377271;
07-05 14:49:47.083  6987  7010 I Unity   : [STATISTIC]1649;12896354;0;12896042;1316155392;16220160;2579544007;0;0;0;0;167865;0;0;0;0;23278801;6220105;1140208;0;27;0.01290557;
07-05 14:49:47.098  6987  7010 I Unity   : [STATISTIC]1650;18207188;0;18206823;1316155392;16220160;2579544007;30416;95937;135469;0;431823;135156;2303906;0;0;30033537;6903437;1843593;0;27;0.01821745;
07-05 14:49:47.110  6987  7010 I Unity   : [STATISTIC]1651;10867500;0;10867136;1316155392;16220160;2579544007;14896;59531;58906;0;219584;92240;1479063;0;0;13784373;2685052;1075730;0;27;0.0108774;
07-05 14:49:47.125  6987  7010 I Unity   : [STATISTIC]1652;11688281;0;11687761;1316155392;16220160;2579544007;10156;60468;48125;0;190572;74843;1313854;0;0;14299279;3995209;1000104;0;27;0.01169781;
07-05 14:49:47.139  6987  7010 I Unity   : [STATISTIC]1653;18278073;0;18277604;1316155392;16220160;2579544007;28541;94063;150781;0;507761;123125;2193853;0;0;21918227;7781823;2045625;0;27;0.01828458;
07-05 14:49:47.152  6987  7010 I Unity   : [STATISTIC]1654;13007291;0;13006927;1316155392;16220160;2579544007;15886;70209;70313;0;332134;122969;1546511;0;0;13246092;3534844;1535208;0;27;0.01303161;
07-05 14:49:47.166  6987  7010 I Unity   : [STATISTIC]1655;11104062;0;11103594;1316159488;16220160;2579544007;10260;55000;50105;0;177031;101719;1355417;0;0;13967814;2996979;947709;0;27;0.01111396;
07-05 14:49:47.181  6987  7010 I Unity   : [STATISTIC]1656;13418542;0;13418125;1316159488;16220160;2579544007;0;0;0;0;198594;0;0;0;0;24086350;6340364;1370208;0;27;0.01342792;
07-05 14:49:47.195  6987  7010 I Unity   : [STATISTIC]1657;17985365;0;17985000;1316167680;16220160;2579544007;23177;82865;113541;0;272552;138333;2066459;0;0;21797082;7296875;2015416;0;27;0.01799328;
