
07-04 18:35:04.084 24439 24460 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-04 18:35:04.881 24439 24460 I Unity   : [STATISTIC]334;13361094;0;13360625;747016192;16044032;897355639;10156;33594;49167;0;0;1407;1184374;0;0;27;0.01337125;
07-04 18:35:04.895 24439 24460 I Unity   : [STATISTIC]335;20098021;0;20097708;747016192;16044032;897355639;9844;39375;47917;0;0;1458;1491718;0;0;27;0.02010583;
07-04 18:35:04.908 24439 24460 I Unity   : [STATISTIC]336;14582709;0;14582031;747016192;16044032;897355639;12187;40521;68386;0;0;833;1853229;0;0;27;0.01458932;
07-04 18:35:04.923 24439 24460 I Unity   : [STATISTIC]337;13153281;0;13153021;747016192;16044032;897355639;11927;39844;68646;0;0;1666;1645937;0;0;27;0.01317458;
07-04 18:35:04.938 24439 24460 I Unity   : [STATISTIC]338;16442448;0;16441771;747016192;16044032;897355639;12812;40312;69010;0;0;1771;1710678;0;0;27;0.01644891;
07-04 18:35:04.952 24439 24460 I Unity   : [STATISTIC]339;12584428;0;12584114;747016192;16044032;897355639;23646;60260;75990;0;0;1875;1407344;0;0;27;0.01261365;
07-04 18:35:04.967 24439 24460 I Unity   : [STATISTIC]340;13795937;0;13795625;747016192;16044032;897355639;0;0;0;0;0;0;0;0;0;27;0.01380724;
07-04 18:35:04.980 24439 24460 I Unity   : [STATISTIC]341;16085156;0;16084531;747085824;16044032;897355639;14531;43541;76250;0;0;521;1605052;0;0;27;0.01609266;
07-04 18:35:04.994 24439 24460 I Unity   : [STATISTIC]342;12431094;0;12430677;747085824;16044032;897355639;10052;32552;49375;0;0;1927;1501458;0;0;27;0.01245026;
07-04 18:35:05.009 24439 24460 I Unity   : [STATISTIC]343;13169583;0;13169323;747085824;16044032;897355639;8646;29948;83542;0;0;989;1288386;0;0;27;0.01319391;
07-04 18:35:05.022 24439 24460 I Unity   : [STATISTIC]344;15229844;0;15229531;747085824;16044032;897355639;11563;37604;49532;0;0;1875;1293855;0;0;27;0.01523156;
07-04 18:35:05.036 24439 24460 I Unity   : [STATISTIC]345;12667187;0;12666875;747331584;16044032;897355639;9114;40157;44895;0;0;1302;1073333;0;0;27;0.01268219;
07-04 18:35:05.050 24439 24460 I Unity   : [STATISTIC]346;14414479;0;14413906;747331584;16044032;897355639;0;0;0;0;0;0;0;0;0;27;0.01441677;
07-04 18:35:05.064 24439 24460 I Unity   : [STATISTIC]347;14493750;0;14493437;747331584;16044032;897355639;12396;38229;52552;0;0;1198;1301459;0;0;27;0.01451682;
07-04 18:35:05.079 24439 24460 I Unity   : [STATISTIC]348;14277292;0;14276718;747331584;16044032;897355639;12761;38594;65364;0;0;208;1566197;0;0;27;0.01428474;
07-04 18:35:05.093 24439 24460 I Unity   : [STATISTIC]349;15635573;0;15634948;747569152;16044032;897355639;10833;38854;68802;0;0;678;1567083;0;0;27;0.01568229;
07-04 18:35:05.108 24439 24460 I Unity   : [STATISTIC]350;12458021;0;12457239;747569152;16044032;897355639;9532;34011;51458;0;0;1042;1317083;0;0;27;0.01248719;
07-04 18:35:05.121 24439 24460 I Unity   : [STATISTIC]351;16649792;0;16649218;747569152;16044032;897355639;12344;40156;54792;0;0;1614;1723489;0;0;27;0.01664875;
07-04 18:35:05.136 24439 24460 I Unity   : [STATISTIC]352;11555157;0;11554532;747569152;16044032;897355639;10052;33125;48542;0;0;885;1130729;0;0;27;0.0115874;
07-04 18:35:05.150 24439 24460 I Unity   : [STATISTIC]353;14623750;0;14623281;747569152;16044032;897355639;0;0;0;0;0;0;0;0;0;27;0.01462734;
07-04 18:35:05.163 24439 24460 I Unity   : [STATISTIC]354;15361666;0;15361042;747810816;16044032;897355639;10937;41458;63438;0;0;2032;1838490;0;0;27;0.01544213;
07-04 18:35:05.177 24439 24460 I Unity   : [STATISTIC]355;11183385;0;11182969;747810816;16044032;897355639;7760;29479;49844;0;0;1042;1005053;0;0;27;0.01119125;
07-04 18:35:05.191 24439 24460 I Unity   : [STATISTIC]356;15276511;0;15275937;747810816;16044032;897355639;11250;35625;53020;0;0;1771;1276094;0;0;27;0.01530943;
07-04 18:35:05.205 24439 24460 I Unity   : [STATISTIC]357;15193281;0;15192761;747810816;16044032;897355639;12552;41667;88698;0;0;2136;2129635;0;0;27;0.01520021;
07-04 18:35:05.219 24439 24460 I Unity   : [STATISTIC]358;12595990;0;12595468;747810816;16044032;897355639;10416;38281;70573;0;0;989;1722605;0;0;27;0.01261448;
07-04 18:35:05.233 24439 24460 I Unity   : [STATISTIC]359;12446354;0;12446042;747810816;16044032;897355639;0;0;0;0;0;0;0;0;0;27;0.01244719;
07-04 18:35:05.289 24439 24460 I Unity   : [STATISTIC]360;17272292;0;17271718;747810816;16044032;897355639;14688;68750;69479;0;0;1979;2328907;0;0;27;0.01737594;
07-04 18:35:05.316 24439 24460 I Unity   : [STATISTIC]361;69144479;0;69144115;748785664;16044032;899593911;10729;33229;50104;0;0;1354;1257968;0;0;27;0.06915281;
07-04 18:35:05.335 24439 24460 I Unity   : [STATISTIC]362;25084062;0;25083386;751419392;16044032;1327478455;1923021;1444999;348594;0;0;364219;11859011;49009;0;27;0.02509318;
07-04 18:35:05.347 24439 24460 I Unity   : [STATISTIC]363;12562812;0;12562292;755855360;16044032;1327478455;1339949;1518907;281147;0;0;100572;6673074;166616;0;27;0.01257833;
07-04 18:35:05.355 24439 24460 I Unity   : [STATISTIC]364;8331770;0;8331302;757596160;16044032;1327478347;612292;497604;139219;0;0;67135;2917968;115989;0;27;0.008343906;
07-04 18:35:05.368 24439 24460 I Unity   : [STATISTIC]365;4721927;0;4721511;757755904;16044032;1327478347;0;0;0;0;0;0;0;0;0;27;0.004734844;
07-04 18:35:05.386 24439 24460 I Unity   : [STATISTIC]366;15284895;0;15284427;757911552;16044032;1327478347;0;0;0;0;0;0;0;0;0;27;0.01528682;
07-04 18:35:05.398 24439 24460 I Unity   : [STATISTIC]367;19262396;0;19262083;758374400;16044032;1327478347;677656;392084;246458;0;0;98177;3419740;166459;0;27;0.01927844;
07-04 18:35:05.410 24439 24460 I Unity   : [STATISTIC]368;13738490;0;13738177;760721408;16044032;1327478347;1042291;1149583;201355;0;0;112344;4754062;358022;0;27;0.01375641;
07-04 18:35:05.748 24439 24460 I Unity   : [STATISTIC]369;335026667;0;335025938;789352448;16044032;1338001067;0;0;0;0;3282;0;0;0;0;27;0.3333333;
07-04 18:35:05.772 24439 24460 I Unity   : [STATISTIC]370;28601666;0;28601250;799358976;16044032;1365296907;2804011;2811250;589949;0;420627;271667;12241459;1550988;0;27;0.02860589;
07-04 18:35:05.786 24439 24460 I Unity   : [STATISTIC]371;14873437;0;14873125;805482496;16044032;1392559883;1506250;660937;290989;0;132241;187604;6059113;628958;0;27;0.01489917;
07-04 18:35:05.798 24439 24460 I Unity   : [STATISTIC]372;11221354;0;11221042;811429888;16044032;1396754187;637604;515521;130312;0;49688;134584;3230469;479843;0;27;0.01123193;
07-04 18:35:05.809 24439 24460 I Unity   : [STATISTIC]373;10791771;0;10791354;816545792;16044032;1400948491;676615;395364;132291;0;26875;227604;3070887;468021;0;27;0.01080208;
07-04 18:35:05.825 24439 24460 I Unity   : [STATISTIC]374;8268750;0;8268281;816545792;16044032;1400948491;0;0;0;0;39948;0;0;0;0;27;0.008280573;
07-04 18:35:05.841 24439 24460 I Unity   : [STATISTIC]375;17733334;0;17733021;817467392;16044032;1400948491;537292;373802;131250;0;47500;167344;3255314;438541;0;27;0.01773948;
07-04 18:35:05.854 24439 24460 I Unity   : [STATISTIC]376;16506614;0;16506146;818159616;16044032;1400948491;616614;317760;150313;0;50990;200208;3120834;472188;0;27;0.01651656;
07-04 18:35:05.867 24439 24460 I Unity   : [STATISTIC]377;12606562;0;12606250;818962432;16044032;1400948491;865000;313907;156198;0;51875;145990;3496666;488332;0;27;0.0126174;
07-04 18:35:05.881 24439 24460 I Unity   : [STATISTIC]378;12525052;0;12524740;819945472;16044032;1400948491;652969;355261;149636;0;48698;156406;3132760;635157;0;27;0.01253422;
07-04 18:35:05.904 24439 24460 I Unity   : [STATISTIC]379;27454063;0;27453698;822484992;16044032;1400981355;0;0;0;452500;74011;0;0;3437;0;27;0.02746646;
07-04 18:35:05.919 24439 24460 I Unity   : [STATISTIC]380;15081614;0;15081198;828772352;16044032;1434576883;1474479;765208;361719;166041;63905;282500;6218647;1112137;0;27;0.01508885;
07-04 18:35:05.930 24439 24460 I Unity   : [STATISTIC]381;11412761;0;11412291;831516672;16044032;1434622139;633958;286093;149427;175312;31875;237500;3220573;614636;0;27;0.01142104;
07-04 18:35:05.946 24439 24460 I Unity   : [STATISTIC]382;11290312;0;11289948;834199552;16044032;1434659259;530938;300052;130521;224531;77292;225416;2982397;636926;0;27;0.01130063;
07-04 18:35:05.961 24439 24460 I Unity   : [STATISTIC]383;14254479;0;14253958;836853760;16044032;1451482619;0;0;0;192240;58177;0;0;8854;0;27;0.01426417;
07-04 18:35:05.976 24439 24460 I Unity   : [STATISTIC]384;16694427;0;16693958;840318976;16044032;1451511707;616354;466875;149271;131094;69948;215781;3458698;977864;0;27;0.01669979;
07-04 18:35:05.989 24439 24460 I Unity   : [STATISTIC]385;14318541;0;14318281;841052160;16044032;1451520187;651771;293177;141927;0;101094;230052;3295625;720990;0;27;0.01433115;
07-04 18:35:06.003 24439 24460 I Unity   : [STATISTIC]386;13247552;0;13247031;844267520;16044032;1451545499;535625;590052;145105;177135;77448;261145;3451666;998697;0;27;0.01326297;
07-04 18:35:06.017 24439 24460 I Unity   : [STATISTIC]387;13082760;0;13082448;844759040;16044032;1451545499;581823;283594;137865;0;29792;287708;3215625;904739;0;27;0.01309177;
07-04 18:35:06.031 24439 24460 I Unity   : [STATISTIC]388;15387448;0;15387136;842788864;16044032;1468322715;630677;411406;119896;167083;80938;208125;3470207;768541;0;27;0.01540422;
07-04 18:35:06.044 24439 24460 I Unity   : [STATISTIC]389;10843854;0;10843438;844931072;16044032;1468377979;0;0;0;257761;80573;0;0;6146;0;27;0.01085734;
07-04 18:35:06.061 24439 24460 I Unity   : [STATISTIC]390;16433073;0;16432708;848195584;16044032;1485175899;699740;278125;146250;136146;64688;257083;3556927;1159687;0;27;0.01643781;
07-04 18:35:06.072 24439 24460 I Unity   : [STATISTIC]391;16596145;0;16595833;851542016;16044032;1485237919;547865;508177;177552;267969;43802;400104;3506615;877343;0;27;0.01660812;
07-04 18:35:06.084 24439 24460 I Unity   : [STATISTIC]392;11633489;0;11633021;855359488;16044032;1485272367;583177;468855;164740;242239;36771;274896;3476407;894531;0;27;0.01164094;
07-04 18:35:06.098 24439 24460 I Unity   : [STATISTIC]393;11769062;0;11768698;858755072;16044032;1485305679;600260;254583;138385;211980;153020;281562;3279218;930782;0;27;0.01177865;
07-04 18:35:06.112 24439 24460 I Unity   : [STATISTIC]394;14227031;0;14226354;862113792;16044032;1485330863;678385;248697;165104;135989;57605;252865;3677709;1047136;0;27;0.01423474;
07-04 18:35:06.126 24439 24460 I Unity   : [STATISTIC]395;11903021;0;11902761;864468992;16044032;1485392183;0;0;0;480937;45156;0;0;6354;0;27;0.01191401;
07-04 18:35:06.141 24439 24460 I Unity   : [STATISTIC]396;14827187;0;14826718;866312192;16044032;1485401047;740469;258073;214219;0;68020;368906;4407761;1165260;0;27;0.01483474;
07-04 18:35:06.154 24439 24460 I Unity   : [STATISTIC]397;16884896;0;16884583;869548032;16044032;1502190967;622187;331979;150625;163386;398594;240781;3907916;1550625;0;27;0.01689323;
07-04 18:35:06.167 24439 24460 I Unity   : [STATISTIC]398;12797708;0;12797344;872833024;16044032;1502218383;675573;370572;295834;273282;53594;419218;3864220;1070519;0;27;0.01280651;
07-04 18:35:06.181 24439 24460 I Unity   : [STATISTIC]399;10984844;0;10984531;873811968;16044032;1502196347;645520;247552;132396;0;38958;305000;3400728;1173177;0;27;0.01099375;
07-04 18:35:06.197 24439 24460 I Unity   : [STATISTIC]400;13806458;0;13805937;873947136;16044032;1502196347;0;0;0;0;43333;0;0;0;0;27;0.01384568;
07-04 18:35:06.211 24439 24460 I Unity   : [STATISTIC]401;15676198;0;15675729;875048960;16044032;1502196347;756041;346302;204948;0;70938;370885;4059478;1470624;0;27;0.01568588;
07-04 18:35:06.226 24439 24460 I Unity   : [STATISTIC]402;14060781;0;14060469;875872256;16044032;1502196347;974010;242917;240885;0;100625;139480;4277708;1482083;0;27;0.01406583;
07-04 18:35:06.241 24439 24460 I Unity   : [STATISTIC]403;16070625;0;16070312;876929024;16044032;1502196347;784479;210729;216927;0;33907;681302;4227396;1185938;0;27;0.01607953;
07-04 18:35:06.255 24439 24460 I Unity   : [STATISTIC]404;14683541;0;14683177;877981696;16044032;1518973563;706510;259636;218698;0;67396;380885;3951406;1540834;0;27;0.01469505;
07-04 18:35:06.269 24439 24460 I Unity   : [STATISTIC]405;12913958;0;12913542;878727168;16044032;1518973563;662969;223646;153802;0;70832;557031;3797813;1584896;0;27;0.01292344;
07-04 18:35:06.284 24439 24460 I Unity   : [STATISTIC]406;14791719;0;14791407;879554560;16044032;1518973563;748333;193386;168646;0;130626;465157;4085260;1759584;0;27;0.01480573;
07-04 18:35:06.298 24439 24460 I Unity   : [STATISTIC]407;16521718;0;16521354;882761728;16044032;1518981755;667864;187187;158021;112344;62292;397448;4015624;1745987;0;27;0.01653125;
07-04 18:35:06.310 24439 24460 I Unity   : [STATISTIC]408;12158229;0;12157865;882638848;16044032;1518981755;699688;174844;154479;0;43802;677969;4136980;1538073;0;27;0.01216698;
07-04 18:35:06.325 24439 24460 I Unity   : [STATISTIC]409;8171562;0;8171198;882638848;16044032;1518981755;0;0;0;0;44270;0;0;0;0;27;0.008181562;
07-04 18:35:06.339 24439 24460 I Unity   : [STATISTIC]410;21854271;0;21853958;883253248;16044032;1518981755;1158698;259166;211459;0;93854;647136;6249063;2283334;0;27;0.0218638;
07-04 18:35:06.352 24439 24460 I Unity   : [STATISTIC]411;9881354;0;9880937;883941376;16044032;1518981755;398229;179688;166875;0;61824;400677;3620886;1893489;0;27;0.00989;
07-04 18:35:06.369 24439 24460 I Unity   : [STATISTIC]412;13005937;0;13005468;884355072;16044032;1518981755;34844;155782;453229;0;32084;676145;3184739;902658;0;27;0.01301318;
07-04 18:35:06.384 24439 24460 I Unity   : [STATISTIC]413;14650365;0;14650052;884355072;16044032;1518981755;0;0;0;0;43854;0;0;0;0;27;0.01466412;
07-04 18:35:06.398 24439 24460 I Unity   : [STATISTIC]414;15928698;0;15928386;883109888;16044032;1518944219;38594;169531;181614;0;65313;432604;1986510;0;0;27;0.01594016;
07-04 18:35:06.414 24439 24460 I Unity   : [STATISTIC]415;16852396;0;16851979;885641216;16044032;1535737819;33802;169844;129375;128021;77344;437604;1984844;7083;0;27;0.01688531;
07-04 18:35:06.427 24439 24460 I Unity   : [STATISTIC]416;15799219;0;15798750;887857152;16044032;1552535963;52761;178646;131041;144896;78490;416667;2071824;6667;0;27;0.01581349;
07-04 18:35:06.441 24439 24460 I Unity   : [STATISTIC]417;12565052;0;12564636;890294272;16044032;1552556923;31771;157031;99532;114532;74219;393854;1838907;6145;0;27;0.01257484;
07-04 18:35:06.455 24439 24460 I Unity   : [STATISTIC]418;14213697;0;14213125;892485632;16044032;1552586107;29166;160677;89948;165521;81980;447500;1921562;15157;0;27;0.01422375;
07-04 18:35:06.469 24439 24460 I Unity   : [STATISTIC]419;13168438;0;13168073;895016960;16044032;1569378275;31666;166927;103646;223021;123542;467552;1986147;7083;0;27;0.01318089;
07-04 18:35:06.483 24439 24460 I Unity   : [STATISTIC]420;14135989;0;14135677;897515520;16044032;1569399331;46510;178802;118333;151927;46771;461666;2094896;6771;0;27;0.01414479;
07-04 18:35:06.497 24439 24460 I Unity   : [STATISTIC]421;12245833;0;12245313;899829760;16044032;1569404003;0;0;0;187188;72917;0;0;9376;0;27;0.01225401;
07-04 18:35:06.511 24439 24460 I Unity   : [STATISTIC]422;13509843;0;13509531;899969024;16044032;1569404003;30886;164375;89479;0;67343;442864;1888697;0;0;27;0.01352047;
07-04 18:35:06.526 24439 24460 I Unity   : [STATISTIC]423;15280365;0;15279896;899969024;16044032;1569404003;42500;162032;146719;0;74530;408542;1947969;0;0;27;0.01528714;
07-04 18:35:06.540 24439 24460 I Unity   : [STATISTIC]424;19279792;0;19279531;902144000;16044032;1569386307;111406;254844;256771;127500;146614;579896;3108646;9219;0;27;0.0192937;
07-04 18:35:06.553 24439 24460 I Unity   : [STATISTIC]425;11065834;0;11065364;904466432;16044032;1586176419;30208;164896;97032;217656;72188;537031;2033230;7656;0;27;0.01107438;
07-04 18:35:06.567 24439 24460 I Unity   : [STATISTIC]426;13220208;0;13219740;906575872;16044032;1586205731;32239;158542;93542;116614;44063;434323;1853073;10833;0;27;0.01322969;
07-04 18:35:06.581 24439 24460 I Unity   : [STATISTIC]427;14090000;0;14089636;909012992;16044032;1586210467;53750;169428;111927;127968;65052;440989;2030885;7657;0;27;0.01409823;
07-04 18:35:06.594 24439 24460 I Unity   : [STATISTIC]428;10960833;0;10960521;911314944;16044032;1586234015;0;0;0;194011;67656;0;0;9063;0;27;0.01096964;
07-04 18:35:06.609 24439 24460 I Unity   : [STATISTIC]429;14609635;0;14609323;911314944;16044032;1586234015;29896;160156;89218;0;80885;408073;1955521;0;0;27;0.01461937;
07-04 18:35:06.622 24439 24460 I Unity   : [STATISTIC]430;16336771;0;16336197;913514496;16044032;1603032383;33542;167083;99219;142761;66146;438229;1948854;7292;0;27;0.01634755;
07-04 18:35:06.636 24439 24460 I Unity   : [STATISTIC]431;13692396;0;13691927;915734528;16044032;1603045375;32136;161511;96354;194427;58594;455052;1904219;7604;0;27;0.01370193;
07-04 18:35:06.650 24439 24460 I Unity   : [STATISTIC]432;13982031;0;13981667;918188032;16044032;1603081495;37187;165938;126927;190416;42761;515312;2177917;6719;0;27;0.0139901;
07-04 18:35:06.663 24439 24460 I Unity   : [STATISTIC]433;12897292;0;12896823;920244224;16044032;1619866903;27239;169687;98333;134687;119531;422032;1891042;8073;0;27;0.01290807;
07-04 18:35:06.678 24439 24460 I Unity   : [STATISTIC]434;11113906;0;11113489;922509312;16044032;1636674095;0;0;0;177448;74374;0;0;8907;0;27;0.01112401;
07-04 18:35:06.693 24439 24460 I Unity   : [STATISTIC]435;17884323;0;17883802;922877952;16044032;1636674095;99479;221979;267552;0;145208;558646;3211354;0;0;27;0.01789328;
07-04 18:35:06.705 24439 24460 I Unity   : [STATISTIC]436;13650886;0;13650573;925016064;16044032;1636674095;31667;175417;98906;217292;68385;594218;2138020;7604;0;27;0.01366094;
07-04 18:35:06.719 24439 24460 I Unity   : [STATISTIC]437;12752917;0;12752395;927084544;16044032;1636682287;34375;159687;95729;193438;91146;468958;2061562;8073;0;27;0.01276359;
07-04 18:35:06.733 24439 24460 I Unity   : [STATISTIC]438;13984114;0;13983646;929726464;16044032;1636712935;29271;165260;96979;263698;40833;248646;1665104;7343;0;27;0.01399021;
07-04 18:35:06.747 24439 24460 I Unity   : [STATISTIC]439;13491927;0;13491562;931905536;16044032;1636734411;27396;160573;89166;229010;71042;378386;1789792;7395;0;27;0.01350391;
07-04 18:35:06.762 24439 24460 I Unity   : [STATISTIC]440;12868230;0;12867864;934039552;16044032;1653567351;0;0;0;262083;76771;0;0;13333;0;27;0.01287109;
07-04 18:35:06.776 24439 24460 I Unity   : [STATISTIC]441;14864739;0;14864323;934248448;16044032;1670349399;32240;178698;101459;0;106198;559895;2058228;0;0;27;0.01488297;
07-04 18:35:06.791 24439 24460 I Unity   : [STATISTIC]442;16339010;0;16338698;936652800;16044032;1670386059;31667;165000;116510;330261;80469;457656;2023594;9323;0;27;0.01634818;
07-04 18:35:06.805 24439 24460 I Unity   : [STATISTIC]443;13854166;0;13853854;938967040;16044032;1670399147;38281;164427;104792;284167;73698;458802;1987240;10417;0;27;0.01386578;
07-04 18:35:06.817 24439 24460 I Unity   : [STATISTIC]444;13869479;0;13869010;941072384;16044032;1670428651;31823;171458;91354;232396;128957;520365;1989010;9792;0;27;0.01387807;
07-04 18:35:06.831 24439 24460 I Unity   : [STATISTIC]445;13039635;0;13039323;943300608;16044032;1670433579;34948;165938;94583;310521;43958;415572;1872343;8229;0;27;0.01304922;
07-04 18:35:06.846 24439 24460 I Unity   : [STATISTIC]446;12091875;0;12091563;945381376;16044032;1687218987;0;0;0;242552;84323;0;0;8541;0;27;0.01210177;
07-04 18:35:06.861 24439 24460 I Unity   : [STATISTIC]447;14464531;0;14464167;945606656;16044032;1687218987;31094;163907;102291;0;75469;507135;1950104;0;0;27;0.0144751;
07-04 18:35:06.875 24439 24460 I Unity   : [STATISTIC]448;17780625;0;17780260;948228096;16044032;1687240331;29063;160105;91042;243698;167240;457448;2097916;13698;0;27;0.01779151;
